id,w_ses
18017,-0.0811
18019,-0.1163
18021,-0.3797
18023,0.1217
18025,-0.6943
18027,0.3399
18029,0.5750
18031,-0.2643
18033,-0.0861
18035,-0.6607
18037,1.0164
18039,-0.1420
18041,-1.4335
18043,0.0149
18045,-0.4421
18047,0.2269
18049,-0.1493
18051,0.5558
18053,-0.8960
18055,-0.5728
18057,2.0406
18059,1.0490
18061,-0.0238
18063,1.3600
18065,-0.3373
18067,-0.6012
18069,-0.2417
18071,-0.1489
18073,0.3068
18075,-0.6821
18077,-0.2209
18079,-0.7922
18081,0.7761
18083,-0.2969
18085,-0.0178
18087,-0.2017
18089,0.5268
18091,-0.4576
18093,-0.9910
18095,-0.4375
18097,-0.0595
18099,0.1153
18101,0.0680
18103,-0.8269
18105,0.3738
18107,0.0744
18109,-0.0115
18111,-0.0485
18113,-0.0406
18115,-0.0077
18117,-0.5538
18119,-0.2531
18121,-1.0759
18123,0.1457
18125,-0.1631
18127,0.6476
18129,0.5813
18131,-0.1816
18133,0.1190
18135,-0.7208
18137,-0.1378
18139,-0.1921
18141,0.1191
18143,-0.7799
18145,0.0564
18147,0.5717
18149,-1.3706
18151,0.2196
18153,0.0311
18155,-0.4564
18157,0.5285
18159,0.8374
18161,0.1583
18163,-0.1953
18165,-0.3836
18167,-0.5400
18169,0.1479
18171,0.2282
18173,1.1633
18175,-0.9292
18177,-0.9127
18179,0.1480
18181,0.0721
18183,0.5920
19001,0.6602
19003,0.8998
19005,-0.0877
19007,-0.8084
19009,0.5518
19011,0.4999
19013,0.0515
19015,0.5527
19017,1.0355
19019,0.7080
19021,0.8218
19023,0.7424
19025,0.2856
19027,0.3283
19029,-0.4502
19031,0.6540
19033,0.1001
19035,1.2437
19037,0.4669
19039,0.4275
19041,-0.0507
19043,0.4676
19045,-0.2200
19047,0.7525
19049,1.6803
19051,0.5836
19053,0.1851
19055,0.6192
19057,-0.3107
19059,0.7931
19061,0.6719
19063,0.4017
19065,0.1064
19067,-0.0866
19069,0.4697
19071,0.1232
19073,0.7365
19075,0.9207
19077,0.6591
19079,0.3182
19081,0.3354
19083,0.6837
19085,0.4459
19087,-0.0676
19089,0.7106
19091,0.5999
19093,0.1183
19095,0.7873
19097,0.3579
19099,-0.2404
19101,0.8330
19103,1.5938
19105,0.6091
19107,0.5058
19109,1.1496
19111,-0.8963
19113,0.9161
19115,0.1256
19117,-0.5103
19119,1.1121
19121,0.7897
19123,-0.0984
19125,0.9679
19127,0.0714
19129,1.1857
19131,0.9494
19133,-0.1141
19135,0.2986
19137,-0.7614
19139,-0.1125
19141,0.8342
19143,1.3999
19145,0.2792
19147,0.5408
19149,1.3722
19151,0.6155
19153,0.8953
19155,-0.1143
19157,0.2867
19159,-0.0194
19161,0.6848
19163,0.7668
19165,0.3395
19167,1.3382
19169,1.3992
19171,0.2066
19173,0.5402
19175,-0.9416
19177,-0.5255
19179,-0.9025
19181,1.3000
19183,0.5536
19185,-0.3536
19187,-0.4794
19189,0.7932
19191,1.1780
19193,0.0919
19195,-0.7109
19197,0.8544
20001,0.2808
20003,-0.5402
20005,-0.0924
20007,-0.4755
20009,0.7071
20011,0.4026
20013,-0.7563
20015,1.0031
20017,0.5204
20019,0.4443
20021,-0.8961
20023,0.5578
20025,0.2821
20027,0.4293
20029,-0.2525
20031,0.5973
20033,1.2032
20035,-0.2497
20037,-0.0956
20039,-0.0721
20041,0.5631
20043,0.1395
20045,1.0472
20047,0.5566
20049,-1.0364
20051,1.5233
20053,0.6699
20055,0.7893
20057,0.4970
20059,0.5164
20061,0.1189
20063,1.1480
20065,1.2678
20067,0.6912
20069,0.5994
20071,1.9506
20073,-0.3148
20075,0.7742
20077,0.6641
20079,1.0892
20081,0.7236
20083,1.8631
20085,0.5210
20087,1.1030
20089,0.3076
20091,2.0007
20093,0.5399
20095,0.4343
20097,1.0187
20099,0.0530
20101,0.8800
20103,0.8795
20105,0.3042
20107,0.0527
20109,0.5226
20111,-0.0996
20113,0.9738
20115,0.8160
20117,0.6261
20119,0.9918
20121,0.4600
20123,0.7741
20125,-0.4733
20127,0.1059
20129,1.1169
20131,1.0979
20133,-0.2653
20135,0.3359
20137,0.7914
20139,0.0093
20141,0.8755
20143,0.5960
20145,0.6080
20147,1.0230
20149,1.2520
20151,0.8184
20153,-0.0428
20155,0.1922
20157,0.3764
20159,0.5698
20161,1.2981
20163,-0.2682
20165,0.5820
20167,0.7471
20169,0.2824
20171,2.2473
20173,0.4450
20175,0.4101
20177,0.4461
20179,0.6454
20181,-0.9427
20183,0.4475
20185,0.0656
20187,1.6764
20189,1.8787
20191,0.4245
20193,0.7066
20195,1.9968
20197,1.1335
20201,1.5355
20203,0.3316
20205,-0.1643
20207,-2.3841
20209,-0.2414
21001,-1.0194
21003,-1.4810
21005,-0.3808
21007,-0.1427
21009,-0.3700
21011,-2.4826
21013,-2.0876
21015,1.0232
21017,-0.3371
21019,-0.8821
21021,-0.6073
21023,-0.5757
21025,-2.6531
21027,-1.3700
21029,0.0791
21031,-1.3350
21033,-0.3971
21035,-0.8583
21037,-0.1700
21039,-0.3460
21041,-2.0681
21043,-1.0476
21045,-1.1088
21047,-0.8837
21049,-0.7878
21051,-2.3197
21053,-2.2639
21055,-0.9528
21057,-1.7467
21059,-0.4828
21061,-0.8076
21063,-3.1528
21065,-1.6830
21067,0.7542
21069,-0.6265
21071,-2.1768
21073,-0.5523
21075,-1.9873
21077,-1.4732
21079,-0.8553
21081,-1.5355
21083,-0.5947
21085,-1.2211
21087,-0.4650
21089,-0.6184
21091,-0.5302
21093,-0.0940
21095,-1.7545
21097,-0.9000
21099,-1.4729
21101,-0.1916
21103,-1.0985
21105,-1.2468
21107,-1.4875
21109,-2.8117
21111,-0.0743
21113,-0.1944
21115,-1.4216
21117,0.3982
21119,-1.9483
21121,-3.2412
21123,-0.4046
21125,-1.0901
21127,-2.5420
21129,-2.1677
21131,-0.8915
21133,-1.6184
21135,-1.5759
21137,-1.0628
21139,-0.0614
21141,-0.6085
21143,-1.1910
21145,-0.0263
21147,-2.6319
21149,-1.0310
21151,-0.3975
21153,-1.2189
21155,-0.2320
21157,0.2381
21159,-2.8322
21161,-1.0669
21163,-0.1776
21165,-0.7832
21167,-0.0906
21169,-0.8750
21171,-2.1347
21173,-1.0867
21175,-1.2034
21177,-0.8943
21179,-0.4884
21181,0.1870
21183,-0.8085
21185,1.6519
21187,0.6150
21189,-3.3711
21191,-1.0086
21193,-2.2730
21195,-1.1486
21197,-2.1407
21199,-0.9617
21203,-1.0392
21205,-0.8582
21207,-1.3734
21209,0.0731
21211,0.9746
21213,-0.0012
21215,0.1693
21217,-1.7554
21219,-1.0704
21221,0.0554
21223,-0.0782
21225,-0.3746
21227,-0.1310
21229,-0.2518
21231,-1.7797
21233,-0.5114
21235,-1.8612
21237,-4.2257
21239,0.9307
22001,-0.2934
22003,-0.6300
22005,1.1062
22007,0.3083
22009,-0.8869
22011,-0.2056
22013,0.6703
22015,0.8301
22017,0.4367
22019,-0.0719
22021,0.0236
22023,-0.0860
22025,-0.0698
22027,-0.2081
22029,-1.0124
22031,0.4064
22033,1.1637
22035,-2.5268
22037,-0.0144
22039,-0.5316
22041,-1.2524
22043,-0.2519
22045,-0.5321
22047,-0.8370
22049,-0.0589
22051,-0.0927
22053,-0.1435
22055,1.0020
22057,0.0545
22059,0.4955
22061,0.1515
22063,0.3063
22065,0.5098
22067,-0.5170
22069,-0.0537
22071,1.4486
22073,0.5513
22075,0.3039
22077,0.7252
22079,-0.2017
22081,-0.5495
22083,-0.3207
22085,-0.3534
22087,-0.8452
22089,0.7189
22091,-0.2738
22093,1.8800
22095,-0.4582
22097,-0.9465
22099,-0.0678
22101,-0.7206
22103,0.6618
22105,0.3063
22107,-2.8736
22109,-0.1217
22111,-0.0221
22113,-0.0856
22115,-0.3030
22117,-1.5620
22119,-0.2677
22121,-0.1022
22123,-1.2101
22125,1.3004
22127,-0.7843
23001,-0.7324
23003,-0.4349
23005,0.9280
23007,-0.7254
23009,-0.1331
23011,-0.3218
23013,-0.1023
23015,0.3535
23017,-0.7098
23019,-0.2508
23021,-0.2679
23023,0.5665
23025,-0.8372
23027,-0.9325
23029,-1.3367
23031,0.4422
24001,-0.5769
24003,1.6564
24005,1.0604
24009,1.7124
24011,0.3909
24013,1.6933
24015,0.5994
24017,1.4047
24019,0.0190
24021,1.7599
24023,0.1732
24025,1.5303
24027,2.6394
24029,1.0683
24031,2.7273
24033,1.4102
24035,1.6250
24037,1.2949
24039,-0.5260
24041,1.4873
24043,0.2954
24045,0.3498
24047,1.0286
24510,-0.1047
25001,1.1597
25003,0.4169
25005,0.2646
25007,2.0463
25009,1.3766
25011,0.0312
25013,0.4806
25015,1.1933
25017,1.8730
25019,1.6881
25021,1.8456
25023,1.1945
25025,0.4099
25027,1.1745
26001,-1.1607
26003,-0.7398
26005,0.3000
26007,-0.6650
26009,-0.7836
26011,-1.1326
26013,0.1154
26015,0.0799
26017,-0.4683
26019,-0.8021
26021,0.1167
26023,-0.5886
26025,-0.7096
26027,-0.3592
26029,-0.0030
26031,-1.8898
26033,-0.2278
26035,-2.1966
26037,0.8576
26039,-2.8423
26041,-0.3238
26043,0.3817
26045,0.3195
26047,0.3705
26049,-0.5202
26051,-1.4422
26053,-0.8851
26055,0.2411
26057,-0.7004
26059,-0.8754
26061,-0.5248
26063,-0.3616
26065,0.4881
26067,-0.6962
26069,-1.7543
26071,-0.5459
26073,-0.3240
26075,-0.4812
26077,0.0153
26079,-1.7248
26081,0.5293
26085,-3.1179
26087,-0.0523
26089,0.9567
26091,-0.1417
26093,1.1825
26095,-0.7808
26097,-0.7882
26099,0.1609
26101,-0.5534
26103,0.6218
26105,-0.7583
26107,-0.8553
26109,-0.2245
26111,0.5681
26113,-0.9319
26115,0.1785
26117,-1.2577
26119,-1.7506
26121,-0.8102
26123,-1.2163
26125,1.2079
26127,-0.7677
26129,-0.9224
26131,-0.3401
26133,-1.3749
26135,-2.2842
26137,-0.5983
26139,0.9079
26141,-0.5298
26143,-2.8875
26145,-0.1459
26147,-0.1425
26149,-0.5981
26151,-0.9139
26153,-0.8462
26155,-0.6266
26157,-1.0602
26159,-0.2078
26161,1.4943
26163,-0.0670
26165,-1.1136
27001,-0.4689
27003,1.1702
27005,0.7044
27007,0.4484
27009,0.6853
27011,1.1573
27013,0.9424
27015,0.6559
27017,0.6696
27019,1.7803
27021,0.2274
27023,0.7656
27025,0.9184
27027,0.8122
27029,-0.4422
27031,1.0997
27033,0.6398
27035,0.3353
27037,1.6454
27039,1.3878
27041,0.8257
27043,0.4629
27045,0.5704
27047,0.6620
27049,1.1679
27051,0.1517
27053,1.7597
27055,0.7021
27057,0.1943
27059,0.2916
27061,0.2410
27063,1.2083
27065,-0.6828
27067,0.6714
27069,1.2350
27071,0.0405
27073,0.5952
27075,1.2417
27077,0.2149
27079,0.7624
27081,0.9609
27083,1.6049
27085,1.2740
27087,0.4989
27089,0.9465
27091,0.8716
27093,0.5787
27095,0.4329
27097,0.0521
27099,0.5986
27101,0.7323
27103,0.1919
27105,0.9812
27107,0.8679
27109,1.5605
27111,0.5069
27113,0.3898
27115,-0.5191
27117,0.7958
27119,0.6619
27121,0.3265
27123,1.0873
27125,0.4515
27127,0.5726
27129,0.8423
27131,1.1915
27133,1.0096
27135,0.5785
27137,0.2800
27139,1.7243
27141,1.4327
27143,0.9090
27145,0.7391
27147,1.1249
27149,0.9530
27151,1.0440
27153,-0.1434
27155,1.1513
27157,1.0316
27159,0.1845
27161,0.9098
27163,1.6557
27165,0.3169
27167,0.3268
27169,0.6903
27171,1.1997
27173,0.5440
28001,-0.2227
28003,-0.3715
28005,-3.4335
28007,0.0162
28009,-0.6679
28011,1.4814
28013,-0.7261
28015,1.2524
28017,-0.2085
28019,0.4242
28021,0.3267
28023,-0.7151
28025,-0.5980
28027,-2.0572
28029,0.2147
28031,-0.3662
28033,0.8510
28035,0.6084
28037,0.2037
28039,-0.3459
28041,0.1812
28043,-0.3323
28045,-0.2955
28047,-0.1908
28049,1.2205
28051,-2.3807
28053,0.8797
28057,0.0801
28059,0.1662
28061,0.0453
28065,0.6266
28067,0.0713
28069,1.0549
28071,1.8451
28073,0.9629
28075,0.0948
28077,-0.2837
28079,-0.0552
28081,0.4331
28083,0.2203
28085,0.2240
28087,0.5778
28089,2.1143
28091,-0.3911
28093,-0.3036
28095,0.3703
28097,0.9574
28099,-0.3193
28101,0.7164
28103,-0.7095
28105,0.2663
28107,-0.0087
28109,-0.3148
28111,0.6073
28113,0.8048
28115,-0.4889
28117,-0.3754
28119,-3.1239
28121,0.8362
28123,-0.2479
28125,-2.4779
28127,-0.5936
28129,0.5041
28131,0.0470
28133,-0.9296
28135,-0.0813
28137,-0.3485
28139,-2.0756
28141,-1.3116
28143,-2.3134
28145,-0.6342
28147,0.4041
28149,0.4921
28151,-1.2357
28153,-0.2645
28155,-1.1465
28157,-1.3976
28159,-0.4605
28161,-1.1009
28163,-0.3139
29001,-0.2025
29003,0.6254
29005,0.1732
29007,0.2176
29009,-0.7413
29011,-0.2216
29013,-0.6950
29015,-1.0730
29017,-0.9376
29019,1.1266
29021,-0.6351
29023,-1.4672
29025,0.0106
29027,0.0990
29029,-0.5920
29031,0.2097
29033,0.3635
29035,-0.7988
29037,0.6781
29039,-1.2449
29041,-0.2493
29043,0.5979
29045,-0.1454
29047,0.9958
29049,0.3033
29051,0.8640
29053,-0.0961
29055,-1.2999
29057,-1.5806
29059,-0.8501
29061,-0.7185
29063,0.2259
29065,-0.9584
29067,-1.2130
29069,-1.2877
29071,-0.0342
29073,-0.1914
29075,-0.0018
29077,-0.1016
29079,-0.3334
29081,-0.3551
29083,-0.8361
29085,-0.0624
29087,-0.1573
29089,-0.1304
29091,-0.7813
29093,-1.3844
29095,0.5690
29097,-0.7112
29099,0.1359
29101,0.1423
29103,-0.6444
29105,-0.8245
29107,0.5012
29109,-0.6469
29111,0.1733
29113,-0.4528
29115,0.3260
29117,-0.2461
29119,-0.8229
29121,-0.4949
29123,-0.9059
29125,-0.7093
29127,-0.3209
29129,-1.0238
29131,-0.6549
29133,-0.7382
29135,0.1940
29137,-0.5350
29139,-1.0937
29141,-1.3570
29143,-0.8317
29145,-0.9411
29147,0.7327
29149,-1.1037
29151,0.7259
29153,-0.2737
29155,-1.0894
29157,0.1010
29159,-0.5872
29161,-0.0492
29163,0.0016
29165,1.3588
29167,-1.0906
29169,0.0289
29171,0.1476
29173,0.0143
29175,-0.8114
29177,0.3701
29179,-1.0869
29181,-2.0560
29183,1.3707
29185,-0.9604
29186,-0.1768
29187,-0.6353
29189,1.5111
29195,-0.7169
29197,-1.9477
29199,0.9826
29201,-0.1749
29203,-1.7026
29205,-0.2458
29207,-1.1374
29209,-1.0680
29211,-1.1892
29213,-0.7547
29215,-0.3935
29217,-1.2637
29219,-0.4230
29221,-1.2644
29223,-0.7741
29225,0.0282
29227,-0.6177
29229,-2.1833
29510,-0.5754
30001,0.5480
30003,-0.6852
30005,-0.0645
30007,0.4600
30009,0.9684
30011,0.4512
30013,0.3744
30015,1.0197
30017,0.3557
30019,1.1651
30021,0.4767
30023,-0.5741
30025,0.0723
30027,0.0984
30029,0.4622
30031,1.1512
30033,0.1257
30035,1.0743
30039,0.9959
30041,0.9046
30043,1.1925
30047,-0.5961
30049,1.1884
30051,1.2912
30053,-1.1403
30055,1.4109
30057,0.8405
30059,0.6496
30061,-0.3231
30063,0.6404
30065,0.8794
30067,0.1522
30071,0.5792
30073,0.5231
30075,0.6137
30077,-0.6596
30081,0.0330
30083,0.6764
30085,1.3181
30087,1.4434
30089,-0.2532
30091,0.9362
30093,-0.1633
30095,0.9055
30097,0.9671
30099,1.0471
30101,0.3417
30105,1.2180
30109,-0.0829
30111,0.8173
31001,0.4396
31003,0.3459
31011,1.1714
31013,0.3952
31015,0.8268
31017,0.5202
31019,0.7435
31021,0.9386
31023,-0.0614
31025,1.1896
31027,0.5215
31029,-0.7365
31031,1.5249
31033,1.2380
31035,0.7780
31037,1.1256
31039,0.4253
31041,0.7987
31043,0.0508
31045,0.4073
31047,-0.2926
31049,1.2916
31051,0.9931
31053,-0.0220
31055,1.1700
31057,0.4558
31059,0.8860
