id,all_grd
010135000488,1.0249
010135000489,0.9348
010135001504,1.0064
010135001505,-9999.0000
010135001506,0.9624
010138000493,0.9712
010138000494,1.0556
010138000496,0.6971
010138000497,-9999.0000
010138000499,0.9599
010138000500,0.9637
010138000501,0.8313
010138000502,0.9053
010138000503,0.9615
010138000505,-9999.0000
010138000507,-9999.0000
010138000508,1.0613
010138000509,1.1302
010138001507,1.1374
010138001508,0.8972
010138001509,0.8265
010141000513,1.0544
010141001510,1.2660
010144000515,0.8455
010144000516,-9999.0000
010144000517,1.0755
010144000518,0.7028
010144000519,0.7932
010147000521,-9999.0000
010147000523,0.8436
010147000525,0.7713
010147001512,1.0651
010147001514,-9999.0000
010153000532,-9999.0000
010153000534,-9999.0000
010153000535,-9999.0000
010153000536,-9999.0000
010153001664,-9999.0000
010156000539,-9999.0000
010156001750,0.9761
010159000541,0.7714
010159000542,0.7663
010159000544,-9999.0000
010159000545,0.5390
010159000547,0.7176
010159000548,0.4197
010159001861,1.0102
010159001869,-9999.0000
010162000551,0.9453
010162000552,1.0341
010162000553,1.0872
010162000555,0.9327
010162000559,0.8514
010162000563,0.8436
010162000564,1.2284
010162000565,0.7120
010162001517,0.9668
010162001665,0.5290
010162001666,0.8471
010164000568,0.9117
010164001788,1.1194
010166001771,1.0053
010166001772,-9999.0000
010166001791,1.0138
010166001792,1.0271
010166001793,0.8374
010166001794,1.0746
010168000578,0.5253
010168001452,-9999.0000
010168001520,0.7080
010169000579,0.9449
010169000580,0.9006
010171000585,-9999.0000
010171000586,-9999.0000
010171000588,-9999.0000
010171000589,0.9958
010171000592,0.8532
010171001495,-9999.0000
010171001496,-9999.0000
010171001522,-9999.0000
010171001523,-9999.0000
010171002156,0.8009
010171002158,0.8841
010171002165,0.9021
010172001795,0.8987
010172001885,0.8282
010173000328,-9999.0000
010173000596,1.1524
010173000597,-9999.0000
010173000598,1.0008
010173002356,-9999.0000
010174000600,-9999.0000
010174000601,-9999.0000
010174000602,1.0091
010174000603,0.9120
010174000605,0.9969
010176000606,1.0187
010176000607,0.9818
010176000609,0.9489
010176000610,1.2244
010177000611,-9999.0000
010177000612,0.7581
010177000614,-9999.0000
010177000616,1.0693
010177000617,1.0246
010177001668,0.9395
010177002077,1.1659
010177002078,1.0649
010180000254,-9999.0000
010180000533,0.9755
010180000618,0.8686
010180000620,0.9719
010180000621,0.9621
010180000622,0.4175
010180000623,0.6297
010180000624,1.1281
010180000626,-9999.0000
010180000627,0.6715
010180000628,1.1124
010180000630,1.0296
010180000632,0.6689
010180000634,1.0394
010180000635,0.8397
010180000637,-9999.0000
010180000638,0.8170
010180000639,1.2286
010180000640,0.7402
010180000642,-9999.0000
010180000643,0.9491
010180000644,0.6323
010180000645,-9999.0000
010180000646,-9999.0000
010180000647,0.8014
010180000649,-9999.0000
010180000650,0.9802
010180000651,1.0166
010180000652,0.8585
010180000653,-9999.0000
010180001527,0.8882
010180001528,0.8622
010180001529,0.9144
010180001530,0.9338
010180001531,0.7727
010180001652,0.7902
010180001773,0.8818
010180001774,0.7429
010180001796,1.2058
010180002093,1.0044
010180002146,0.8765
010180002172,-9999.0000
010180002173,-9999.0000
010180002379,-9999.0000
010183000654,-9999.0000
010183000655,1.2413
010183000656,1.0096
010183000657,0.9920
010183000658,0.8807
010183000659,0.8240
010183000662,0.7388
010183000663,0.7849
010183000666,0.6981
010183000667,0.7022
010183000668,0.9050
010183000671,0.6731
010183001532,0.8684
010183001533,-9999.0000
010183001534,0.9029
010183001674,0.8627
010186000672,1.0191
010186000673,-9999.0000
010189000674,0.8002
010189000675,0.6848
010189000677,0.8112
010189000679,0.9423
010192000472,0.8127
010192000483,0.9717
010192000681,0.7680
010192000684,0.9701
010192000687,0.7956
010192000689,0.8980
010192000691,0.8755
010192000692,0.9883
010192000695,0.8509
010192000696,0.9025
010192000697,0.9177
010192000698,-9999.0000
010192000699,0.8290
010192000701,0.8314
010192000702,-9999.0000
010192000703,0.9198
010192000704,-9999.0000
010192000705,0.8636
010192000710,1.0301
010192000715,0.7821
010192000716,0.8942
010192000718,0.8349
010192000720,1.0010
010192000724,0.8549
010192000725,-9999.0000
010192000727,0.8538
010192000729,1.0949
010192000730,0.8468
010192000732,0.8161
010192000735,0.8455
010192000736,0.7391
010192000737,-9999.0000
010192000740,-9999.0000
010192000749,1.1234
010192000750,0.8813
010192001453,0.7465
010192001542,0.7920
010192001543,0.8535
010192001680,1.0319
010192002079,0.6645
010192002080,0.5476
010192002117,0.9556
010192002166,0.8407
010192002169,-9999.0000
010192002174,0.9025
010192002182,-9999.0000
010195000756,0.8054
010195000757,-9999.0000
010195001511,0.6113
010195001720,0.9071
010198000760,-9999.0000
010198001544,0.9004
010201000763,1.0496
010201000764,-9999.0000
010201000765,0.7207
010201000766,-9999.0000
010201000767,1.0568
010201000769,1.1449
010201000770,0.7733
010201000772,1.0998
010201000773,0.9677
010201000774,0.7640
010201000775,1.0724
010201001545,0.9593
010204000776,0.7863
010204000778,0.8475
010204000779,0.8777
010204000780,-9999.0000
010204000781,0.9419
010204000782,-9999.0000
010204000783,-9999.0000
010204000785,-9999.0000
010204000786,0.8749
010204000787,0.9862
010204000788,0.8326
010204001410,-9999.0000
010207000284,-9999.0000
010207000285,1.0045
010207000290,0.8985
010207000296,1.0937
010207000486,0.9855
010207000791,-9999.0000
010207000792,-9999.0000
010207000793,0.9877
010207000794,0.8117
010207000796,-9999.0000
010207002188,0.8932
010210000797,0.7603
010210000799,0.8613
010210000800,1.0589
010210000802,1.0034
010210000805,0.9084
010210000806,0.8769
010210000807,-9999.0000
010210000808,0.8803
010210000810,0.9028
010210001454,0.8508
010210001549,0.7119
010210002081,0.9234
010210002164,-9999.0000
010213000811,0.9613
010213000812,0.8042
010216000816,0.9954
010216000821,1.1053
010216001635,0.9660
010216001636,0.9648
010216001637,1.0010
010219000824,0.8744
010219000826,1.0756
010219000827,0.4833
010219000829,0.6382
010219001863,-9999.0000
010222000030,0.7958
010222000310,-9999.0000
010222000560,1.0092
010222000566,0.8862
010222000835,0.9657
010222000837,0.9572
010222000838,0.8010
010222000842,1.0213
010222000844,1.0182
010222000846,1.0245
010222000850,0.5997
010222001411,0.8304
010222001412,0.9252
010222001433,0.9852
010222001513,-9999.0000
010222001684,1.0571
010222001731,1.1447
010222001820,0.8941
010222002082,-9999.0000
010222002163,-9999.0000
010222002178,-9999.0000
010222002376,-9999.0000
010225000852,0.6275
010225000854,1.0054
010225000856,0.9161
010225000857,0.9709
010231000861,0.8416
010231000862,-9999.0000
010231000863,-9999.0000
010231000865,1.1216
010231000866,0.9540
010231000867,0.8859
010231000869,-9999.0000
010231001455,0.8840
010231001552,-9999.0000
010231002160,0.9843
010235000890,-9999.0000
010235000892,1.0741
010237000572,0.9998
010237000895,0.5828
010237000896,0.7361
010237000897,0.7892
010237000901,0.5742
010237000902,0.9363
010237000904,0.9659
010237000905,-9999.0000
010237000907,1.3596
010237000910,0.9068
010237000911,-9999.0000
010237000913,0.7790
010237000914,1.0992
010237000915,1.0404
010237000916,1.0453
010237000918,0.6534
010237000919,1.0602
010237000920,0.9305
010237000921,-9999.0000
010237000922,0.7911
010237000924,0.9262
010237000925,-9999.0000
010237000926,-9999.0000
010237000927,0.9855
010237000928,0.7474
010237000930,0.8811
010237000931,1.2860
010237000932,0.8360
010237000935,0.8470
010237000936,0.5477
010237000937,0.9634
010237000938,0.8003
010237000939,0.7989
010237000940,0.6577
010237000943,0.7270
010237000944,0.9194
010237000946,0.8349
010237000947,1.4110
010237000949,1.0457
010237000954,0.7730
010237000955,0.7791
010237000956,1.0182
010237000960,0.8524
010237000961,0.7176
010237000963,0.9273
010237000965,0.7201
010237000966,1.1661
010237000968,0.9089
010237000970,0.6360
010237000971,-9999.0000
010237000990,0.8241
010237000992,1.0805
010237001028,0.7389
010237001030,0.8715
010237001038,-9999.0000
010237001414,-9999.0000
010237001415,-9999.0000
010237001435,0.8968
010237001436,0.9404
010237001437,0.7917
010237001438,0.6631
010237001516,0.8136
010237001518,-9999.0000
010237001556,0.3873
010237001559,1.0064
010237001560,1.1535
010237001595,1.0585
010237001605,-9999.0000
010237001609,-9999.0000
010237001617,0.7261
010237001618,1.4109
010237001619,0.8951
010237001620,0.8598
010237001686,-9999.0000
010237001687,0.4556
010237001689,-9999.0000
010237001732,0.9625
010237001775,0.8857
010237001813,0.8396
010237002083,0.6778
010237002136,0.8402
010237002168,0.8713
010237002202,-9999.0000
010237002208,-9999.0000
010240000972,-9999.0000
010240000975,0.9222
010240000976,-9999.0000
010240000979,0.8880
010240000980,0.8514
010240000981,1.0454
010240000982,-9999.0000
010240000983,0.5809
010240001562,-9999.0000
010243000512,0.8942
010243000991,1.0419
010243000993,0.7352
010243000995,0.6755
010243000996,0.7973
010243000998,1.1574
010243001001,0.8069
010243001004,0.8567
010243001006,0.7150
010243001007,0.7592
010243001008,0.6478
010243001009,0.8875
010243001010,0.6940
010243001011,0.9534
010243001012,0.9084
010243001013,0.8967
010243001014,0.9202
010243001016,0.5716
010243001017,0.5800
010243001018,-9999.0000
010243001019,-9999.0000
010243001020,-9999.0000
010243001021,0.6671
010243001022,0.7843
010243001023,-9999.0000
010243001025,0.8287
010243001027,0.8692
010243001029,-9999.0000
010243001031,0.8303
010243001032,-9999.0000
010243001034,0.7024
010243001037,0.6588
010243001039,0.5868
010243001101,0.7975
010243001105,0.5953
010243001111,0.9039
010243001392,0.9666
010243001439,0.6391
010243001458,0.8031
010243001459,0.6002
010243001521,-9999.0000
010243001524,0.9315
010243001563,0.7122
010243001564,0.8656
010243001691,1.4076
010243001753,-9999.0000
010243001776,1.3024
010243001777,0.6042
010243002084,0.8380
010243002151,0.8842
010243002152,0.8662
010243002157,-9999.0000
010248000202,-9999.0000
010248000204,0.7752
010248000212,-9999.0000
010248000574,0.7925
010248001041,0.9542
010248001043,0.8758
010248001044,0.8648
010248001046,0.7672
010248001049,-9999.0000
010248001050,1.0869
010248001051,0.9199
010248001440,0.7679
010248001864,0.9277
010248001871,0.9580
010249001053,1.0591
010249001054,1.0294
010249001055,1.1623
010249001057,-9999.0000
010249001058,1.2677
010252001059,0.9302
010252001424,0.9036
010255000583,0.8261
010255001064,-9999.0000
010255002355,-9999.0000
010258000093,0.8659
010258000349,0.9436
010258001071,0.9152
010258001566,1.1638
010261001074,1.2085
010261001078,-9999.0000
010263501076,-9999.0000
010263501383,-9999.0000
010263501733,-9999.0000
010263501865,-9999.0000
010263502099,-9999.0000
010264001081,0.9966
010264001084,0.8686
010264001085,0.7488
010265001469,-9999.0000
010265001541,-9999.0000
010265001569,-9999.0000
010265001570,-9999.0000
010265001572,-9999.0000
010265001722,-9999.0000
010265001883,-9999.0000
010265002200,-9999.0000
010267001577,0.6587
010267001579,0.7664
010267001734,0.4770
010267001735,-9999.0000
010270001089,0.9827
010270001090,-9999.0000
010270001091,0.7162
010270001092,-9999.0000
010270001093,0.8744
010270001096,0.9728
010270001547,0.8549
010270001548,1.0699
010273001097,-9999.0000
010273001098,-9999.0000
010273001099,1.1244
010273001100,-9999.0000
010273001102,-9999.0000
010273001103,1.0364
010273001104,-9999.0000
010273001106,1.0571
010276001109,0.7835
010276001818,0.7514
010279001110,0.9051
010279001112,-9999.0000
010279001113,0.8862
010279001114,-9999.0000
010279001115,1.0278
010282001119,0.9090
010282001122,1.2826
010282001123,0.8546
010282001124,1.1550
010282001125,0.7369
010282002171,-9999.0000
010285001127,1.0394
010285001128,-9999.0000
010288001132,0.9748
010288001133,0.9943
010288001134,1.0850
010288001135,0.7093
010288001138,-9999.0000
010288001441,-9999.0000
010291001140,0.7429
010291001141,0.9237
010294001144,-9999.0000
010294001145,-9999.0000
010294001148,-9999.0000
010294001486,-9999.0000
010294001587,-9999.0000
010297000152,0.9451
010297001149,-9999.0000
010297001150,0.7774
010297001151,0.6446
010297001153,-9999.0000
010297001154,0.2459
010297001156,0.3286
010297001157,0.6661
010297001158,0.9558
010297001161,-9999.0000
010300000160,-9999.0000
010300001168,1.0950
010303000031,0.9417
010303000124,0.9886
010303000324,-9999.0000
010303001169,-9999.0000
010303001170,-9999.0000
010303001173,1.1010
010303001176,1.2209
010303001178,1.2101
010303001181,-9999.0000
010303001182,-9999.0000
010303001184,-9999.0000
010303001186,1.0167
010303001187,0.9012
010303001188,1.0903
010303001393,0.9106
010303001442,0.8812
010303001460,-9999.0000
010303001461,0.9945
010303001588,0.9753
010303001621,-9999.0000
010303001803,1.6060
010303001804,-9999.0000
010303001814,-9999.0000
010303001815,-9999.0000
010303001822,0.8253
010303001868,0.8404
010303002085,1.0746
010303002128,0.9437
010303002149,-9999.0000
010303002189,-9999.0000
010303002199,-9999.0000
010306200217,0.9223
010306200322,0.9068
010306200520,1.1355
010306201172,1.2403
010306201372,0.9540
010306201376,0.7928
010306201378,0.8495
010306201537,-9999.0000
010306201622,-9999.0000
010306201779,-9999.0000
010306201877,0.9556
010306202170,-9999.0000
010309001192,0.7777
010309001193,0.9832
010309001195,0.8884
010309001592,0.7923
010312001199,1.0044
010312002100,0.8842
010315001201,0.7928
010315001203,0.7395
010315001204,-9999.0000
010315001205,0.6362
010315001208,-9999.0000
010315001724,0.8412
010318000577,0.8983
010318001209,-9999.0000
010318001210,-9999.0000
010318001211,1.0183
010318001212,-9999.0000
010318001215,-9999.0000
010318001216,0.7956
010318001226,0.8070
010318001443,0.6539
010318001599,-9999.0000
010318001756,1.0092
010318001805,1.0436
010318001806,0.9948
010318002086,0.6907
010321000038,0.8505
010321001228,0.9555
010321001229,-9999.0000
010321001231,-9999.0000
010321001234,0.9976
010321001857,1.1499
010324001236,0.8705
010324001601,-9999.0000
010327001239,-9999.0000
010327001240,-9999.0000
010327001241,0.8655
010327002138,1.0262
010330001247,-9999.0000
010330001701,1.0074
010333001603,0.9063
010333001807,0.9571
010336000584,1.1353
010336001250,1.1740
010336001251,1.2326
010336001252,-9999.0000
010336001255,0.9760
010336001256,1.1257
010336001257,-9999.0000
010336001260,0.9321
010336001266,0.9338
010336001268,0.8575
010336001269,0.8920
010336001271,0.8863
010336001610,-9999.0000
010336001632,0.8549
010336001881,0.6249
010336001886,0.7924
010336001889,1.0190
010336002134,1.0840
010336002143,1.0546
010336002145,0.9754
010339001272,1.0763
010339001273,0.8794
010339001275,0.8514
010339001276,1.1524
010339001277,1.0091
010339001278,0.9754
010339001279,0.8863
010339001280,1.0786
010339001283,0.8210
010339001284,1.1014
010339001285,0.8534
010339001286,-9999.0000
010339001289,1.0491
010339001292,1.0246
010339001293,0.9652
010339001294,1.0796
010339001295,1.0368
010339001462,1.0212
010339001540,1.0373
010339001633,1.0172
010339001702,1.2621
010339001882,0.8438
010339001887,1.2373
010339002087,0.9442
010339002088,1.0342
010339002154,1.1897
010339002350,-9999.0000
010342001298,0.8123
010342001299,0.6888
010343001301,1.0979
010343001302,-9999.0000
010343001303,-9999.0000
010343001425,1.1121
010343001757,-9999.0000
010343002103,1.1035
010343002135,1.0643
010345000131,0.9061
010345001305,1.0189
010345001307,-9999.0000
010345001309,0.8559
010345001315,-9999.0000
010345001317,0.7250
010345001319,0.9290
010345001320,-9999.0000
010345001321,0.8010
010345001322,-9999.0000
010345001324,0.8137
010345001325,0.8374
010345001326,1.0291
010345001329,-9999.0000
010345001611,0.9045
010345001703,1.0266
010345002377,-9999.0000
010348001332,0.8824
010348001333,-9999.0000
010348001335,0.7175
010348001336,0.8467
010348001337,0.7558
010348001338,0.7599
010348001339,0.6594
010351000325,0.3626
010351001342,0.8702
010351001344,0.4400
010351001353,-9999.0000
010351001809,-9999.0000
010354000343,0.7675
010354001613,-9999.0000
010358001356,-9999.0000
010358001358,-9999.0000
010358001359,-9999.0000
010358001360,-9999.0000
010358001463,0.8855
010358001464,0.8660
010358001465,0.8426
010358001466,0.7490
020000100206,1.2667
020000100207,0.9080
020000100208,-9999.0000
020000100209,1.0681
020000100210,1.1643
020000100211,1.2484
020000100212,1.4313
020000100213,1.1490
020000100214,1.0841
020000100329,1.6362
020000100389,1.0917
020000100391,0.9894
020000100392,1.2241
020000100406,1.1965
020000100408,-9999.0000
020000100409,1.1826
020000100438,1.4505
020000100439,1.0562
020000100440,1.1695
020000100441,1.1690
020000100474,1.0299
020000100476,1.0604
020000100619,1.1069
020000300216,0.7872
020000300217,1.0234
020000300218,0.9493
020000300219,1.0411
020000300220,0.9375
020000300222,0.6272
020000300410,0.8686
020000300411,0.9155
020000300412,0.8181
020000300413,0.6838
020000400579,0.9126
020000400623,0.9714
020000400624,1.1407
020000500582,1.0170
020000700177,1.0056
020000700461,0.8438
020002000012,1.0101
020002000013,0.7487
020002000014,0.9619
020002000015,1.0183
020002000016,0.9797
020002000017,0.9894
020002000019,-9999.0000
020002000421,1.0712
020002000422,-9999.0000
020002000423,0.8410
020002000466,0.9826
020002000467,0.9490
020002000468,0.8882
020003000020,-9999.0000
020003000626,-9999.0000
020005000027,-9999.0000
020005000028,1.1934
020006000029,-9999.0000
020006000627,0.7468
020007000032,-9999.0000
020007000034,1.0899
020007000036,1.1639
020007000039,-9999.0000
020007000398,-9999.0000
020009000160,0.9546
020009000433,-9999.0000
020009000629,-9999.0000
020010000559,-9999.0000
020010000599,-9999.0000
020010000631,1.1998
020012000042,-9999.0000
020012000634,-9999.0000
020013000044,1.1135
020013000635,-9999.0000
020015000046,1.1525
020015000048,-9999.0000
020015000050,-9999.0000
020015000052,1.0748
020015000306,0.9885
020015000427,-9999.0000
020015000523,1.2194
020015000584,1.0443
020018000053,1.0029
020018000054,1.1314
020018000056,1.0774
020018000058,1.0244
020018000059,1.3270
020018000060,0.7490
020018000062,1.3147
020018000063,-9999.0000
020018000064,1.2059
020018000065,-9999.0000
020018000066,1.3295
020018000067,1.2132
020018000068,1.4267
020018000070,0.6887
020018000071,0.9015
020018000072,1.1071
020018000074,0.9939
020018000076,1.1703
020018000077,0.9984
020018000078,0.9412
020018000080,0.8866
020018000082,0.9430
020018000083,1.0066
020018000086,1.0871
020018000087,0.9468
020018000088,1.1743
020018000089,1.0262
020018000091,1.1676
020018000092,1.2264
020018000093,1.0866
020018000094,1.0840
020018000095,1.3488
020018000096,0.8356
020018000097,1.0133
020018000098,1.2938
020018000099,1.1013
020018000101,1.2783
020018000102,1.0350
020018000103,1.2097
020018000104,0.9944
020018000105,1.2535
020018000106,-9999.0000
020018000107,1.1397
020018000108,1.1487
020018000110,-9999.0000
020018000112,0.9460
020018000115,-9999.0000
020018000116,0.9264
020018000117,1.1392
020018000118,1.1307
020018000119,-9999.0000
020018000121,1.0508
020018000122,1.0204
020018000123,1.2226
