id,perrlu
  2147483647,0.0341
  2147483647,0.1061
  2147483647,0.0244
  2147483647,0.0299
  2147483647,0.1113
  2147483647,0.0528
  2147483647,0.0265
  2147483647,0.0235
  2147483647,0.0151
  2147483647,0.0862
  2147483647,0.0759
  2147483647,0.0295
  2147483647,0.0384
  2147483647,0.0469
  2147483647,0.0186
  2147483647,0.0273
  2147483647,0.0357
  2147483647,0.0301
  2147483647,0.0518
  2147483647,0.0438
  2147483647,0.0628
  2147483647,0.0570
  2147483647,0.0245
  2147483647,0.0468
  2147483647,0.0975
  2147483647,0.0441
  2147483647,0.1263
  2147483647,0.0366
  2147483647,0.0713
  2147483647,0.0461
  2147483647,0.0310
  2147483647,0.0402
  2147483647,0.0596
  2147483647,0.0183
  2147483647,0.0478
  2147483647,0.0378
  2147483647,0.0461
  2147483647,0.1127
  2147483647,0.0282
  2147483647,0.0251
  2147483647,0.0758
  2147483647,0.0948
  2147483647,0.0627
  2147483647,0.0571
  2147483647,0.0645
  2147483647,0.0594
  2147483647,0.0667
  2147483647,0.0730
  2147483647,0.0386
  2147483647,0.0386
  2147483647,0.0621
  2147483647,0.0878
  2147483647,0.0293
  2147483647,0.0619
  2147483647,0.0578
  2147483647,0.0935
  2147483647,0.1617
  2147483647,0.0433
  2147483647,0.1002
  2147483647,0.0540
  2147483647,0.0195
  2147483647,0.0418
  2147483647,0.0182
  2147483647,0.0756
  2147483647,0.0917
  2147483647,0.0836
  2147483647,0.0946
  2147483647,0.0960
  2147483647,0.0882
  2147483647,0.0911
  2147483647,0.0816
  2147483647,0.0882
  2147483647,0.0728
  2147483647,0.0878
  2147483647,0.1654
  2147483647,0.0926
  2147483647,0.1060
  2147483647,0.0909
  2147483647,0.0974
  2147483647,0.0497
  2147483647,0.0605
  2147483647,0.0305
  2147483647,0.0521
  2147483647,0.0624
  2147483647,0.0458
  2147483647,0.0255
  2147483647,0.1245
  2147483647,0.0931
  2147483647,0.0842
  2147483647,0.0890
  2147483647,0.1494
  2147483647,0.0787
  2147483647,0.0680
  2147483647,0.0707
  2147483647,0.0920
  2147483647,0.1193
  2147483647,0.0830
  2147483647,0.1026
  2147483647,0.1024
  2147483647,0.0958
  2147483647,0.0997
  2147483647,0.0944
  2147483647,0.0746
  2147483647,0.1026
  2147483647,0.0896
  2147483647,0.0757
  2147483647,0.0920
  2147483647,0.0937
  2147483647,0.0811
  2147483647,0.0953
  2147483647,0.0466
  2147483647,0.0795
  2147483647,0.0870
  2147483647,0.0572
  2147483647,0.0874
  2147483647,0.0587
  2147483647,0.0731
  2147483647,0.0627
  2147483647,0.0781
  2147483647,0.0815
  2147483647,0.1153
  2147483647,0.0732
  2147483647,0.0916
  2147483647,0.0875
  2147483647,0.1145
  2147483647,0.1179
  2147483647,0.1001
  2147483647,0.1321
  2147483647,0.0776
  2147483647,0.0918
  2147483647,0.0853
  2147483647,0.0677
  2147483647,0.0780
  2147483647,0.0784
  2147483647,0.0666
  2147483647,0.0894
  2147483647,0.0628
  2147483647,0.0522
  2147483647,0.1008
  2147483647,0.0638
  2147483647,0.1101
  2147483647,0.0570
  2147483647,0.0858
  2147483647,0.0433
  2147483647,0.0662
  2147483647,0.0756
  2147483647,0.0544
  2147483647,0.0931
  2147483647,0.0666
  2147483647,0.0688
  2147483647,0.1178
  2147483647,0.1326
  2147483647,0.1007
  2147483647,0.1081
  2147483647,0.1189
  2147483647,0.1147
  2147483647,0.0944
  2147483647,0.1266
  2147483647,0.1240
  2147483647,0.0920
  2147483647,0.1373
  2147483647,0.1290
  2147483647,0.1268
  2147483647,0.1126
  2147483647,0.1114
  2147483647,0.1048
  2147483647,0.0986
  2147483647,0.0917
  2147483647,0.0857
  2147483647,0.0823
  2147483647,0.0977
  2147483647,0.0660
  2147483647,0.0908
  2147483647,0.1113
  2147483647,0.0911
  2147483647,0.0512
  2147483647,0.0230
  2147483647,0.0553
  2147483647,0.0275
  2147483647,0.0533
  2147483647,0.0412
  2147483647,0.0867
  2147483647,0.0750
  2147483647,0.0824
  2147483647,0.1033
  2147483647,0.0804
  2147483647,0.1150
  2147483647,0.1191
  2147483647,0.1003
  2147483647,0.0960
  2147483647,0.1057
  2147483647,0.0679
  2147483647,0.0906
  2147483647,0.0854
  2147483647,0.0791
  2147483647,0.0970
  2147483647,0.1102
  2147483647,0.0561
  2147483647,0.0636
  2147483647,0.0407
  2147483647,0.0508
  2147483647,0.0795
  2147483647,0.1347
  2147483647,0.0909
  2147483647,0.0907
  2147483647,0.0715
  2147483647,0.1362
  2147483647,0.0644
  2147483647,0.0792
  2147483647,0.0719
  2147483647,0.0881
  2147483647,0.1026
  2147483647,0.0864
  2147483647,0.0954
  2147483647,0.0862
  2147483647,0.1152
  2147483647,0.0775
  2147483647,0.0748
  2147483647,0.1123
  2147483647,0.0639
  2147483647,0.1078
  2147483647,0.1178
  2147483647,0.0842
  2147483647,0.0999
  2147483647,0.0825
  2147483647,0.1229
  2147483647,0.1296
  2147483647,0.0969
  2147483647,0.0717
  2147483647,0.0621
  2147483647,0.0660
  2147483647,0.0818
  2147483647,0.0597
  2147483647,0.0798
  2147483647,0.0607
  2147483647,0.0921
  2147483647,0.0854
  2147483647,0.0793
  2147483647,0.0740
  2147483647,0.0470
  2147483647,0.0800
  2147483647,0.0213
  2147483647,0.0743
  2147483647,0.0390
  2147483647,0.0239
  2147483647,0.0385
  2147483647,0.0394
  2147483647,0.0153
  2147483647,0.0329
  2147483647,0.0777
  2147483647,0.0758
  2147483647,0.0326
  2147483647,0.0653
  2147483647,0.0492
  2147483647,0.0974
  2147483647,0.0796
  2147483647,0.1065
  2147483647,0.0901
  2147483647,0.1196
  2147483647,0.1028
  2147483647,0.1123
  2147483647,0.0890
  2147483647,0.0988
  2147483647,0.0644
  2147483647,0.0952
  2147483647,0.0628
  2147483647,0.0628
  2147483647,0.0442
  2147483647,0.0569
  2147483647,0.0496
  2147483647,0.0361
  2147483647,0.0534
  2147483647,0.0467
  2147483647,0.0438
  2147483647,0.0396
  2147483647,0.0490
  2147483647,0.0511
  2147483647,0.0488
  2147483647,0.0779
  2147483647,0.0659
  2147483647,0.0764
  2147483647,0.0367
  2147483647,0.0421
  2147483647,0.0736
  2147483647,0.0773
  2147483647,0.0780
  2147483647,0.0553
  2147483647,0.0756
  2147483647,0.0446
  2147483647,0.0768
  2147483647,0.0479
  2147483647,0.0622
  2147483647,0.0349
  2147483647,0.0737
  2147483647,0.0512
  2147483647,0.0551
  2147483647,0.0108
  2147483647,0.0737
  2147483647,0.0602
  2147483647,0.0592
  2147483647,0.0909
  2147483647,0.0604
  2147483647,0.0559
  2147483647,0.0619
  2147483647,0.0544
  2147483647,0.0749
  2147483647,0.0885
  2147483647,0.0923
  2147483647,0.0838
  2147483647,0.0780
  2147483647,0.0793
  2147483647,0.0691
  2147483647,0.0723
  2147483647,0.0765
  2147483647,0.1055
  2147483647,0.0918
  2147483647,0.0919
  2147483647,0.0860
  2147483647,0.0914
  2147483647,0.0745
  2147483647,0.0622
  2147483647,0.0772
  2147483647,0.0604
  2147483647,0.0713
  2147483647,0.0641
  2147483647,0.0624
  2147483647,0.0848
  2147483647,0.0576
  2147483647,0.0323
  2147483647,0.0687
  2147483647,0.0734
  2147483647,0.0639
  2147483647,0.0304
  2147483647,0.0517
  2147483647,0.0811
  2147483647,0.0648
  2147483647,0.0865
  2147483647,0.1264
  2147483647,0.0895
  2147483647,0.0821
  2147483647,0.0714
  2147483647,0.0704
  2147483647,0.0950
  2147483647,0.0422
  2147483647,0.1113
  2147483647,0.1007
  2147483647,0.1164
  2147483647,0.1244
  2147483647,0.1080
  2147483647,0.1196
  2147483647,0.1300
  2147483647,0.1458
  2147483647,0.1136
  2147483647,0.1235
  2147483647,0.1237
  2147483647,0.0796
  2147483647,0.1335
  2147483647,0.1193
  2147483647,0.1296
  2147483647,0.2895
  2147483647,0.1411
  2147483647,0.0908
  2147483647,0.0805
  2147483647,0.1196
  2147483647,0.0239
  2147483647,0.0289
  2147483647,0.0677
  2147483647,0.0618
  2147483647,0.0385
  2147483647,0.0535
  2147483647,0.0210
  2147483647,0.0677
  2147483647,0.0820
  2147483647,0.0768
  2147483647,0.0306
  2147483647,0.1122
  2147483647,0.0846
  2147483647,0.1030
  2147483647,0.1075
  2147483647,0.0575
  2147483647,0.0740
  2147483647,0.0571
  2147483647,0.0529
  2147483647,0.0616
  2147483647,0.0596
  2147483647,0.0309
  2147483647,0.0579
  2147483647,0.0615
  2147483647,0.0653
  2147483647,0.0629
  2147483647,0.0479
  2147483647,0.0407
  2147483647,0.0554
  2147483647,0.1340
  2147483647,0.1089
  2147483647,0.1139
  2147483647,0.1276
  2147483647,0.0891
  2147483647,0.1447
  2147483647,0.0943
  2147483647,0.1071
  2147483647,0.0825
  2147483647,0.0443
  2147483647,0.0541
  2147483647,0.0638
  2147483647,0.0757
  2147483647,0.0843
  2147483647,0.0383
  2147483647,0.0643
  2147483647,0.1207
  2147483647,0.0352
  2147483647,0.0400
  2147483647,0.0251
  2147483647,0.0670
  2147483647,0.0674
  2147483647,0.0558
  2147483647,0.0729
  2147483647,0.0923
  2147483647,0.0840
  2147483647,0.0667
  2147483647,0.0630
  2147483647,0.0697
  2147483647,0.0694
  2147483647,0.0757
  2147483647,0.0638
  2147483647,0.0755
  2147483647,0.0708
  2147483647,0.0284
  2147483647,0.0548
  2147483647,0.0465
  2147483647,0.0537
  2147483647,0.0538
  2147483647,0.0471
  2147483647,0.0448
  2147483647,0.0884
  2147483647,0.0903
  2147483647,0.0894
  2147483647,0.0954
  2147483647,0.0678
  2147483647,0.0534
  2147483647,0.0694
  2147483647,0.0703
  2147483647,0.0468
  2147483647,0.0536
  2147483647,0.0380
  2147483647,0.0683
  2147483647,0.0679
  2147483647,0.0731
  2147483647,0.1073
  2147483647,0.0840
  2147483647,0.1106
  2147483647,0.0376
  2147483647,0.0698
  2147483647,0.0498
  2147483647,0.0544
  2147483647,0.0458
  2147483647,0.0576
  2147483647,0.0873
  2147483647,0.1099
  2147483647,0.0667
  2147483647,0.0681
  2147483647,0.0724
  2147483647,0.0657
  2147483647,0.0206
  2147483647,0.0519
  2147483647,0.0560
  2147483647,0.0485
  2147483647,0.0363
  2147483647,0.0739
  2147483647,0.0903
  2147483647,0.1018
  2147483647,0.0808
  2147483647,0.0969
  2147483647,0.0552
  2147483647,0.0840
  2147483647,0.0750
  2147483647,0.0597
  2147483647,0.0258
  2147483647,0.0065
  2147483647,0.0128
  2147483647,0.0503
  2147483647,0.0617
  2147483647,0.0556
  2147483647,0.0638
  2147483647,0.0529
  2147483647,0.0864
  2147483647,0.0517
  2147483647,0.0814
  2147483647,0.0636
  2147483647,0.0309
  2147483647,0.0625
  2147483647,0.0188
  2147483647,0.0221
  2147483647,0.0740
  2147483647,0.0200
  2147483647,0.0496
  2147483647,0.0768
  2147483647,0.0372
  2147483647,0.0430
  2147483647,0.0271
  2147483647,0.0704
  2147483647,0.0619
  2147483647,0.0615
  2147483647,0.0576
  2147483647,0.0371
  2147483647,0.0090
  2147483647,0.0356
  2147483647,0.0267
  2147483647,0.0723
  2147483647,0.0439
  2147483647,0.0485
  2147483647,0.0517
  2147483647,0.0692
  2147483647,0.0703
  2147483647,0.2027
  2147483647,0.0694
  2147483647,0.0616
  2147483647,0.0478
  2147483647,0.0461
  2147483647,0.0483
  2147483647,0.0728
  2147483647,0.0987
  2147483647,0.0413
  2147483647,0.0482
  2147483647,0.0879
  2147483647,0.0110
  2147483647,0.0970
  2147483647,0.0504
  2147483647,0.0074
  2147483647,0.0754
  2147483647,0.0777
  2147483647,0.0727
  2147483647,0.0893
  2147483647,0.0856
  2147483647,0.1307
  2147483647,0.1047
  2147483647,0.1185
  2147483647,0.1424
  2147483647,0.0932
  2147483647,0.1475
  2147483647,0.1712
  2147483647,0.1226
  2147483647,0.1106
  2147483647,0.0741
  2147483647,0.0890
  2147483647,0.0907
  2147483647,0.0958
  2147483647,0.0715
  2147483647,0.0687
  2147483647,0.0545
  2147483647,0.0501
  2147483647,0.0425
  2147483647,0.0534
  2147483647,0.0367
  2147483647,0.2722
  2147483647,0.0746
  2147483647,0.0845
  2147483647,0.0708
  2147483647,0.1158
  2147483647,0.0612
  2147483647,0.1010
  2147483647,0.0543
  2147483647,0.0366
  2147483647,0.0801
  2147483647,0.0563
  2147483647,0.0788
  2147483647,0.0677
  2147483647,0.0691
  2147483647,0.0607
  2147483647,0.0896
  2147483647,0.0706
  2147483647,0.0805
  2147483647,0.0825
  2147483647,0.0732
  2147483647,0.0562
  2147483647,0.0500
  2147483647,0.0605
  2147483647,0.0847
  2147483647,0.0847
  2147483647,0.0733
  2147483647,0.0964
  2147483647,0.0673
  2147483647,0.0483
  2147483647,0.0386
  2147483647,0.0612
  2147483647,0.1074
  2147483647,0.0483
  2147483647,0.0362
  2147483647,0.1114
  2147483647,0.0566
  2147483647,0.0794
  2147483647,0.0721
  2147483647,0.0788
  2147483647,0.0919
  2147483647,0.0913
  2147483647,0.0786
  2147483647,0.0756
  2147483647,0.0601
  2147483647,0.1174
  2147483647,0.0677
  2147483647,0.0798
  2147483647,0.0888
  2147483647,0.0880
  2147483647,0.0830
  2147483647,0.0875
  2147483647,0.0588
  2147483647,0.0819
  2147483647,0.0956
  2147483647,0.0627
  2147483647,0.0908
  2147483647,0.0748
  2147483647,0.0612
  2147483647,0.0917
  2147483647,0.0940
  2147483647,0.0863
  2147483647,0.1298
  2147483647,0.0548
  2147483647,0.0556
  2147483647,0.0406
  2147483647,0.1217
  2147483647,0.0490
  2147483647,0.0800
  2147483647,0.0453
  2147483647,0.0745
  2147483647,0.0302
  2147483647,0.0612
  2147483647,0.0850
  2147483647,0.0571
  2147483647,0.0968
  2147483647,0.0769
  2147483647,0.0411
  2147483647,0.0872
  2147483647,0.1158
  2147483647,0.0987
  2147483647,0.1046
  2147483647,0.0758
  2147483647,0.0903
  2147483647,0.0968
  2147483647,0.0951
  2147483647,0.0976
  2147483647,0.0907
  2147483647,0.0923
  2147483647,0.1082
  2147483647,0.1210
  2147483647,0.1251
  2147483647,0.0965
  2147483647,0.0808
  2147483647,0.0476
  2147483647,0.0972
  2147483647,0.1023
  2147483647,0.1062
  2147483647,0.0960
  2147483647,0.0616
  2147483647,0.1026
  2147483647,0.0924
  2147483647,0.0723
  2147483647,0.0922
  2147483647,0.0888
  2147483647,0.0872
  2147483647,0.0723
  2147483647,0.0697
  2147483647,0.0417
  2147483647,0.0916
  2147483647,0.0878
  2147483647,0.0673
  2147483647,0.1235
  2147483647,0.0796
  2147483647,0.0781
  2147483647,0.0465
  2147483647,0.0668
  2147483647,0.0719
  2147483647,0.0758
  2147483647,0.0537
  2147483647,0.0374
  2147483647,0.0586
  2147483647,0.0506
  2147483647,0.0182
  2147483647,0.0213
  2147483647,0.0383
  2147483647,0.0247
  2147483647,0.0306
  2147483647,0.0374
  2147483647,0.0701
  2147483647,0.0567
  2147483647,0.0496
  2147483647,0.0409
  2147483647,0.0636
  2147483647,0.0474
  2147483647,0.0571
  2147483647,0.0908
  2147483647,0.0570
  2147483647,0.0655
  2147483647,0.0405
  2147483647,0.0947
  2147483647,0.0855
  2147483647,0.0618
  2147483647,0.0805
  2147483647,0.0933
  2147483647,0.0331
  2147483647,0.0834
  2147483647,0.1100
  2147483647,0.0831
  2147483647,0.0558
  2147483647,0.0858
  2147483647,0.0904
  2147483647,0.1082
  2147483647,0.0501
  2147483647,0.0599
  2147483647,0.0706
  2147483647,0.0557
  2147483647,0.0683
  2147483647,0.0291
  2147483647,0.0731
  2147483647,0.0561
  2147483647,0.0721
  2147483647,0.0770
  2147483647,0.0858
  2147483647,0.0253
  2147483647,0.0411
  2147483647,0.0135
  2147483647,0.1018
  2147483647,0.0822
  2147483647,0.1031
  2147483647,0.0722
  2147483647,0.0766
  2147483647,0.1216
  2147483647,0.0868
  2147483647,0.1024
  2147483647,0.1315
  2147483647,0.2449
  2147483647,0.1040
  2147483647,0.0736
  2147483647,0.0815
  2147483647,0.0657
  2147483647,0.0886
  2147483647,0.0778
  2147483647,0.0723
  2147483647,0.0772
  2147483647,0.0643
  2147483647,0.0455
  2147483647,0.0420
  2147483647,0.0527
  2147483647,0.0487
  2147483647,0.0271
  2147483647,0.0163
  2147483647,0.0990
  2147483647,0.1218
  2147483647,0.0745
  2147483647,0.0765
  2147483647,0.0638
  2147483647,0.0907
  2147483647,0.0647
  2147483647,0.0843
  2147483647,0.0877
  2147483647,0.0850
  2147483647,0.0993
  2147483647,0.0161
  2147483647,0.0220
  2147483647,0.0382
  2147483647,0.0217
  2147483647,0.0491
  2147483647,0.0722
  2147483647,0.0360
  2147483647,0.0644
  2147483647,0.0762
  2147483647,0.0528
  2147483647,0.0558
  2147483647,0.0933
  2147483647,0.0374
  2147483647,0.0767
  2147483647,0.0482
  2147483647,0.0181
  2147483647,0.0223
  2147483647,0.0669
  2147483647,0.0155
  2147483647,0.0230
  2147483647,0.0512
  2147483647,0.0919
  2147483647,0.0635
  2147483647,0.0396
  2147483647,0.0765
  2147483647,0.0138
  2147483647,0.0697
  2147483647,0.0748
  2147483647,0.0416
  2147483647,0.0746
  2147483647,0.0747
  2147483647,0.1119
  2147483647,0.0806
  2147483647,0.0421
  2147483647,0.0303
  2147483647,0.0296
  2147483647,0.1021
  2147483647,0.0435
  2147483647,0.0154
  2147483647,0.0307
  2147483647,0.0711
  2147483647,0.0207
  2147483647,0.0707
  2147483647,0.0850
  2147483647,0.0316
  2147483647,0.1024
  2147483647,0.0207
  2147483647,0.0103
  2147483647,0.0538
  2147483647,0.0544
  2147483647,0.0415
  2147483647,0.0095
  2147483647,0.0685
  2147483647,0.0756
  2147483647,0.0712
  2147483647,0.0817
  2147483647,0.0903
  2147483647,0.0625
  2147483647,0.0161
  2147483647,0.0514
  2147483647,0.0785
  2147483647,0.0324
  2147483647,0.1042
  2147483647,0.0501
  2147483647,0.0749
  2147483647,0.0195
  2147483647,0.0691
  2147483647,0.0791
  2147483647,0.0798
  2147483647,0.0666
  2147483647,0.0381
  2147483647,0.0744
  2147483647,0.0670
  2147483647,0.0679
  2147483647,0.0177
  2147483647,0.0623
  2147483647,0.0594
  2147483647,0.0787
  2147483647,0.0786
  2147483647,0.0166
  2147483647,0.0427
  2147483647,0.0477
  2147483647,0.1011
  2147483647,0.0807
  2147483647,0.0436
  2147483647,0.0559
  2147483647,0.0663
  2147483647,0.0950
  2147483647,0.0594
  2147483647,0.1047
  2147483647,0.0282
  2147483647,0.0767
  2147483647,0.0640
  2147483647,0.0560
  2147483647,0.0757
  2147483647,0.0425
  2147483647,0.0486
  2147483647,0.0422
  2147483647,0.0465
  2147483647,0.0797
  2147483647,0.0690
  2147483647,0.0311
  2147483647,0.0687
  2147483647,0.0860
  2147483647,0.0720
  2147483647,0.0200
  2147483647,0.0921
  2147483647,0.0786
  2147483647,0.0505
  2147483647,0.0856
  2147483647,0.0818
  2147483647,0.0355
  2147483647,0.0573
  2147483647,0.0966
  2147483647,0.0838
  2147483647,0.0202
  2147483647,0.0119
  2147483647,0.0720
  2147483647,0.0220
  2147483647,0.0323
  2147483647,0.0662
  2147483647,0.0900
  2147483647,0.0684
  2147483647,0.1068
  2147483647,0.0394
  2147483647,0.0566
  2147483647,0.0048
  2147483647,0.1058
  2147483647,0.0722
  2147483647,0.0620
  2147483647,0.0392
  2147483647,0.0797
  2147483647,0.0484
  2147483647,0.0199
  2147483647,0.0384
  2147483647,0.0742
  2147483647,0.0666
  2147483647,0.0345
  2147483647,0.0230
  2147483647,0.0837
  2147483647,0.0902
  2147483647,0.0683
  2147483647,0.0641
  2147483647,0.0722
  2147483647,0.0789
  2147483647,0.0930
  2147483647,0.0561
  2147483647,0.0916
  2147483647,0.0566
  2147483647,0.0569
  2147483647,0.0444
  2147483647,0.0325
  2147483647,0.0675
  2147483647,0.0781
  2147483647,0.0330
  2147483647,0.1045
  2147483647,0.0539
  2147483647,0.1001
  2147483647,0.0687
  2147483647,0.0779
  2147483647,0.1025
  2147483647,0.0522
  2147483647,0.0824
  2147483647,0.0960
  2147483647,0.0812
  2147483647,0.1291
  2147483647,0.1192
  2147483647,0.0870
  2147483647,0.0666
  2147483647,0.0837
  2147483647,0.1148
  2147483647,0.0927
  2147483647,0.0740
  2147483647,0.0817
  2147483647,0.1015
  2147483647,0.0763
  2147483647,0.0810
  2147483647,0.0285
  2147483647,0.0309
  2147483647,0.0425
  2147483647,0.0628
  2147483647,0.0350
  2147483647,0.0408
  2147483647,0.0748
  2147483647,0.0845
  2147483647,0.0711
  2147483647,0.0512
  2147483647,0.0718
  2147483647,0.0539
  2147483647,0.0658
  2147483647,0.0638
  2147483647,0.0707
  2147483647,0.0628
  2147483647,0.0664
  2147483647,0.0437
  2147483647,0.0437
  2147483647,0.0638
  2147483647,0.0634
  2147483647,0.0670
  2147483647,0.0406
  2147483647,0.0623
  2147483647,0.0704
  2147483647,0.0538
  2147483647,0.0619
  2147483647,0.0593
  2147483647,0.0767
  2147483647,0.0818
  2147483647,0.0757
  2147483647,0.0906
  2147483647,0.0631
  2147483647,0.0635
  2147483647,0.0743
  2147483647,0.0512
  2147483647,0.0593
  2147483647,0.0921
  2147483647,0.0854
  2147483647,0.0572
  2147483647,0.0853
  2147483647,0.0725
  2147483647,0.0777
  2147483647,0.0751
  2147483647,0.0766
  2147483647,0.0664
  2147483647,0.0426
  2147483647,0.0168
  2147483647,0.0221
  2147483647,0.0440
  2147483647,0.0727
  2147483647,0.0164
  2147483647,0.0700
  2147483647,0.0766
  2147483647,0.0674
  2147483647,0.0865
  2147483647,0.0458
  2147483647,0.0522
  2147483647,0.0628
  2147483647,0.0683
  2147483647,0.0417
  2147483647,0.0383
  2147483647,0.0738
  2147483647,0.0595
  2147483647,0.0435
  2147483647,0.0931
  2147483647,0.0834
  2147483647,0.0676
  2147483647,0.1039
  2147483647,0.0680
  2147483647,0.0524
  2147483647,0.0612
  2147483647,0.0992
  2147483647,0.0827
  2147483647,0.0714
  2147483647,0.0905
  2147483647,0.0605
  2147483647,0.0713
  2147483647,0.0796
  2147483647,0.0681
  2147483647,0.0710
  2147483647,0.0723
  2147483647,0.0528
  2147483647,0.0919
  2147483647,0.0789
  2147483647,0.0550
  2147483647,0.0972
  2147483647,0.0529
  2147483647,0.1568
  2147483647,0.1397
  2147483647,0.0368
  2147483647,0.1105
  2147483647,0.0960
  2147483647,0.1505
  2147483647,0.0733
  2147483647,0.0816
  2147483647,0.0896
  2147483647,0.0636
  2147483647,0.0879
  2147483647,0.0811
  2147483647,0.0950
  2147483647,0.0995
  2147483647,0.1096
  2147483647,0.0977
  2147483647,0.0272
  2147483647,0.0155
  2147483647,0.0463
  2147483647,0.0206
  2147483647,0.0361
  2147483647,0.0335
  2147483647,0.0122
  2147483647,0.0618
  2147483647,0.0120
  2147483647,0.0411
  2147483647,0.0398
  2147483647,0.0886
  2147483647,0.0755
  2147483647,0.0572
  2147483647,0.0762
  2147483647,0.0329
  2147483647,0.0290
  2147483647,0.0317
  2147483647,0.0977
  2147483647,0.0905
  2147483647,0.0260
  2147483647,0.1109
  2147483647,0.0857
  2147483647,0.0395
  2147483647,0.0726
  2147483647,0.0774
  2147483647,0.0886
  2147483647,0.0392
  2147483647,0.0939
  2147483647,0.0596
  2147483647,0.0489
