id,perfrlu
  2147483647,0.8122
  2147483647,0.8006
  2147483647,0.6989
  2147483647,0.8785
  2147483647,0.5188
  2147483647,0.8668
  2147483647,0.5340
  2147483647,0.8647
  2147483647,0.8296
  2147483647,0.8763
  2147483647,0.8739
  2147483647,0.8929
  2147483647,0.7825
  2147483647,0.9709
  2147483647,0.8583
  2147483647,0.7918
  2147483647,0.8594
  2147483647,0.7793
  2147483647,0.8438
  2147483647,0.4496
  2147483647,0.7137
  2147483647,0.7674
  2147483647,0.6552
  2147483647,0.7971
  2147483647,0.8389
  2147483647,0.8061
  2147483647,0.7296
  2147483647,0.8841
  2147483647,0.8958
  2147483647,0.8482
  2147483647,0.9211
  2147483647,0.7443
  2147483647,0.9146
  2147483647,0.8454
  2147483647,0.7514
  2147483647,0.7614
  2147483647,0.4664
  2147483647,0.8658
  2147483647,0.5092
  2147483647,0.7454
  2147483647,0.8373
  2147483647,0.8221
  2147483647,0.8982
  2147483647,0.7849
  2147483647,0.4160
  2147483647,0.5801
  2147483647,0.6768
  2147483647,0.5069
  2147483647,0.4330
  2147483647,0.3573
  2147483647,0.5383
  2147483647,0.4490
  2147483647,0.5761
  2147483647,0.6362
  2147483647,0.6552
  2147483647,0.5639
  2147483647,0.6091
  2147483647,0.7211
  2147483647,0.4066
  2147483647,0.5405
  2147483647,0.4790
  2147483647,0.3249
  2147483647,0.8613
  2147483647,0.9954
  2147483647,0.8127
  2147483647,0.8616
  2147483647,0.8174
  2147483647,0.7395
  2147483647,0.8140
  2147483647,0.6052
  2147483647,0.8927
  2147483647,0.7824
  2147483647,0.7908
  2147483647,0.8062
  2147483647,0.4914
  2147483647,0.5656
  2147483647,0.7307
  2147483647,0.6478
  2147483647,0.7341
  2147483647,0.5854
  2147483647,0.5914
  2147483647,0.7726
  2147483647,0.3245
  2147483647,0.5904
  2147483647,0.5274
  2147483647,0.4353
  2147483647,0.4536
  2147483647,0.7231
  2147483647,0.5590
  2147483647,0.4153
  2147483647,0.8968
  2147483647,0.6662
  2147483647,0.9156
  2147483647,0.6047
  2147483647,0.8971
  2147483647,0.7124
  2147483647,0.4581
  2147483647,0.9533
  2147483647,0.5531
  2147483647,0.6292
  2147483647,0.7087
  2147483647,0.6256
  2147483647,0.6276
  2147483647,0.5264
  2147483647,0.7538
  2147483647,0.5605
  2147483647,0.5248
  2147483647,0.6136
  2147483647,0.5398
  2147483647,0.5891
  2147483647,0.5559
  2147483647,0.5978
  2147483647,0.5940
  2147483647,0.7054
  2147483647,0.6348
  2147483647,0.6384
  2147483647,0.5015
  2147483647,0.6601
  2147483647,0.7244
  2147483647,0.7961
  2147483647,0.6824
  2147483647,0.8174
  2147483647,0.7010
  2147483647,0.9167
  2147483647,0.7224
  2147483647,0.6740
  2147483647,0.6701
  2147483647,0.7426
  2147483647,0.6978
  2147483647,0.6234
  2147483647,0.6827
  2147483647,0.5657
  2147483647,0.7023
  2147483647,0.5933
  2147483647,0.6547
  2147483647,0.5609
  2147483647,0.6020
  2147483647,0.5836
  2147483647,0.6972
  2147483647,0.6363
  2147483647,0.5463
  2147483647,0.6385
  2147483647,0.5894
  2147483647,0.5295
  2147483647,0.5499
  2147483647,0.5280
  2147483647,0.5984
  2147483647,0.6643
  2147483647,0.6344
  2147483647,0.6453
  2147483647,0.6097
  2147483647,0.7383
  2147483647,0.7010
  2147483647,0.6240
  2147483647,0.6547
  2147483647,0.8086
  2147483647,0.8358
  2147483647,0.7521
  2147483647,0.9103
  2147483647,0.7895
  2147483647,0.8068
  2147483647,0.6518
  2147483647,0.7908
  2147483647,0.7448
  2147483647,0.7322
  2147483647,0.5638
  2147483647,0.7221
  2147483647,0.6971
  2147483647,0.5411
  2147483647,0.6570
  2147483647,0.4814
  2147483647,0.7605
  2147483647,0.5414
  2147483647,0.6668
  2147483647,0.5725
  2147483647,0.6207
  2147483647,0.6468
  2147483647,0.4095
  2147483647,0.3178
  2147483647,0.2085
  2147483647,0.2571
  2147483647,0.4961
  2147483647,0.7126
  2147483647,0.4772
  2147483647,0.5423
  2147483647,0.4966
  2147483647,0.5983
  2147483647,0.4874
  2147483647,0.5762
  2147483647,0.5160
  2147483647,0.5377
  2147483647,0.5719
  2147483647,0.4974
  2147483647,0.6499
  2147483647,0.5779
  2147483647,0.5929
  2147483647,0.5525
  2147483647,0.7576
  2147483647,0.7371
  2147483647,0.5900
  2147483647,0.6839
  2147483647,0.6575
  2147483647,0.6142
  2147483647,0.5766
  2147483647,0.5800
  2147483647,0.7191
  2147483647,0.7425
  2147483647,0.6241
  2147483647,0.5837
  2147483647,0.4476
  2147483647,0.4948
  2147483647,0.6475
  2147483647,0.3617
  2147483647,0.8020
  2147483647,0.6207
  2147483647,0.7430
  2147483647,0.5672
  2147483647,0.6113
  2147483647,0.7252
  2147483647,0.8610
  2147483647,0.6577
  2147483647,0.9667
  2147483647,0.7197
  2147483647,0.8878
  2147483647,0.8340
  2147483647,0.9618
  2147483647,0.8939
  2147483647,0.8750
  2147483647,0.8745
  2147483647,0.6179
  2147483647,0.6878
  2147483647,0.9352
  2147483647,0.8562
  2147483647,0.8361
  2147483647,0.5702
  2147483647,0.6391
  2147483647,0.6337
  2147483647,0.5793
  2147483647,0.7224
  2147483647,0.5532
  2147483647,0.7853
  2147483647,0.6716
  2147483647,0.7995
  2147483647,0.6881
  2147483647,0.6427
  2147483647,0.4454
  2147483647,0.4992
  2147483647,0.8176
  2147483647,0.8077
  2147483647,0.5486
  2147483647,0.2917
  2147483647,0.3780
  2147483647,0.8014
  2147483647,0.6008
  2147483647,0.7964
  2147483647,0.8129
  2147483647,0.5235
  2147483647,0.4328
  2147483647,0.6981
  2147483647,0.7820
  2147483647,0.3926
  2147483647,0.4167
  2147483647,0.7993
  2147483647,0.5305
  2147483647,0.6026
  2147483647,0.6058
  2147483647,0.6279
  2147483647,0.3475
  2147483647,0.8621
  2147483647,0.6389
  2147483647,0.7977
  2147483647,0.8025
  2147483647,0.9590
  2147483647,0.4300
  2147483647,0.2952
  2147483647,0.8952
  2147483647,0.8791
  2147483647,0.5693
  2147483647,0.3576
  2147483647,0.8212
  2147483647,0.5355
  2147483647,0.8124
  2147483647,0.4893
  2147483647,0.5471
  2147483647,0.7118
  2147483647,0.6051
  2147483647,0.5120
  2147483647,0.4539
  2147483647,0.4408
  2147483647,0.5266
  2147483647,0.4813
  2147483647,0.5857
  2147483647,0.4136
  2147483647,0.5636
  2147483647,0.5588
  2147483647,0.5392
  2147483647,0.5627
  2147483647,0.5391
  2147483647,0.5371
  2147483647,0.4220
  2147483647,0.3023
  2147483647,0.5503
  2147483647,0.5591
  2147483647,0.4161
  2147483647,0.3521
  2147483647,0.3366
  2147483647,0.4073
  2147483647,0.5391
  2147483647,0.2264
  2147483647,0.4809
  2147483647,0.6287
  2147483647,0.4422
  2147483647,0.4471
  2147483647,0.9342
  2147483647,0.8536
  2147483647,0.9152
  2147483647,0.5225
  2147483647,0.7518
  2147483647,0.4835
  2147483647,0.6671
  2147483647,0.6203
  2147483647,0.7800
  2147483647,0.7651
  2147483647,0.8946
  2147483647,0.6641
  2147483647,0.7255
  2147483647,0.6471
  2147483647,0.4892
  2147483647,0.3896
  2147483647,0.5354
  2147483647,0.4929
  2147483647,0.6539
  2147483647,0.4948
  2147483647,0.7142
  2147483647,0.5283
  2147483647,0.3114
  2147483647,0.6647
  2147483647,0.7531
  2147483647,0.5515
  2147483647,0.7591
  2147483647,0.4826
  2147483647,0.3568
  2147483647,0.2980
  2147483647,0.4230
  2147483647,0.1936
  2147483647,0.5325
  2147483647,0.5854
  2147483647,0.6898
  2147483647,0.6407
  2147483647,0.7352
  2147483647,0.8795
  2147483647,0.7705
  2147483647,0.8835
  2147483647,0.6815
  2147483647,0.8773
  2147483647,0.5700
  2147483647,0.5660
  2147483647,0.5709
  2147483647,0.6106
  2147483647,0.5703
  2147483647,0.4822
  2147483647,0.4573
  2147483647,0.5211
  2147483647,0.4288
  2147483647,0.8559
  2147483647,0.9470
  2147483647,0.5534
  2147483647,0.7557
  2147483647,0.6421
  2147483647,0.5213
  2147483647,0.6605
  2147483647,0.6180
  2147483647,0.6281
  2147483647,0.6444
  2147483647,0.6212
  2147483647,0.6130
  2147483647,0.5386
  2147483647,0.7846
  2147483647,0.6832
  2147483647,0.6872
  2147483647,0.7435
  2147483647,0.8553
  2147483647,0.9172
  2147483647,0.6443
  2147483647,0.2530
  2147483647,0.7278
  2147483647,0.4936
  2147483647,0.9014
  2147483647,0.8450
  2147483647,0.7937
  2147483647,0.9303
  2147483647,0.9012
  2147483647,0.8677
  2147483647,0.6710
  2147483647,0.5101
  2147483647,0.5934
  2147483647,0.5723
  2147483647,0.5371
  2147483647,0.6543
  2147483647,0.5134
  2147483647,0.7394
  2147483647,0.7191
  2147483647,0.6566
  2147483647,0.6314
  2147483647,0.6518
  2147483647,0.6008
  2147483647,0.8474
  2147483647,0.9167
  2147483647,0.8510
  2147483647,0.9421
  2147483647,0.4444
  2147483647,0.4685
  2147483647,0.4909
  2147483647,0.3675
  2147483647,0.8978
  2147483647,0.7778
  2147483647,0.4707
  2147483647,0.5537
  2147483647,0.9380
  2147483647,0.8596
  2147483647,0.8380
  2147483647,0.8757
  2147483647,0.9221
  2147483647,0.9118
  2147483647,0.8729
  2147483647,0.8913
  2147483647,0.8847
  2147483647,0.5714
  2147483647,0.5101
  2147483647,0.6109
  2147483647,0.5837
  2147483647,0.1813
  2147483647,0.3498
  2147483647,0.4505
  2147483647,0.2923
  2147483647,0.2207
  2147483647,0.3188
  2147483647,0.8013
  2147483647,0.8653
  2147483647,0.8490
  2147483647,0.5217
  2147483647,0.4787
  2147483647,0.4986
  2147483647,0.1873
  2147483647,0.3568
  2147483647,0.2757
  2147483647,0.3031
  2147483647,0.2508
  2147483647,0.6234
  2147483647,0.7041
  2147483647,0.7661
  2147483647,0.4247
  2147483647,0.8238
  2147483647,0.3918
  2147483647,0.6756
  2147483647,0.5167
  2147483647,0.5743
  2147483647,0.4917
  2147483647,0.0426
  2147483647,0.2188
  2147483647,0.7737
  2147483647,0.3097
  2147483647,0.3650
  2147483647,0.5387
  2147483647,0.8298
  2147483647,0.5129
  2147483647,0.6713
  2147483647,0.8674
  2147483647,0.3432
  2147483647,0.1895
  2147483647,0.7973
  2147483647,0.1783
  2147483647,0.2562
  2147483647,0.7450
  2147483647,0.1752
  2147483647,0.7962
  2147483647,0.6285
  2147483647,0.9323
  2147483647,0.8086
  2147483647,0.2010
  2147483647,0.7922
  2147483647,0.2365
  2147483647,0.8094
  2147483647,0.8185
  2147483647,0.9363
  2147483647,0.8784
  2147483647,0.8470
  2147483647,0.9656
  2147483647,0.7920
  2147483647,0.2620
  2147483647,0.8578
  2147483647,0.4607
  2147483647,0.6998
  2147483647,0.3867
  2147483647,0.6034
  2147483647,0.8871
  2147483647,0.9109
  2147483647,0.8193
  2147483647,0.2561
  2147483647,0.3575
  2147483647,0.4149
  2147483647,0.5679
  2147483647,0.3252
  2147483647,0.3102
  2147483647,0.4322
  2147483647,0.0807
  2147483647,0.4911
  2147483647,0.4713
  2147483647,0.0659
  2147483647,0.7303
  2147483647,0.7090
  2147483647,0.7183
  2147483647,0.6773
  2147483647,0.7330
  2147483647,0.7642
  2147483647,0.8730
  2147483647,0.5847
  2147483647,0.7168
  2147483647,0.6639
  2147483647,0.6531
  2147483647,0.5572
  2147483647,0.6360
  2147483647,0.5958
  2147483647,0.6394
  2147483647,0.6405
  2147483647,0.6192
  2147483647,0.6474
  2147483647,0.5359
  2147483647,0.4366
  2147483647,0.4489
  2147483647,0.3119
  2147483647,0.4567
  2147483647,0.3830
  2147483647,0.8097
  2147483647,0.5816
  2147483647,0.4091
  2147483647,0.5093
  2147483647,0.3976
  2147483647,0.7109
  2147483647,0.3566
  2147483647,0.7327
  2147483647,0.3249
  2147483647,0.9230
  2147483647,0.7289
  2147483647,0.8753
  2147483647,0.6751
  2147483647,0.3589
  2147483647,0.3741
  2147483647,0.2690
  2147483647,0.7210
  2147483647,0.8838
  2147483647,0.7601
  2147483647,0.6506
  2147483647,0.5487
  2147483647,0.3113
  2147483647,0.2818
  2147483647,0.4824
  2147483647,0.7750
  2147483647,0.5714
  2147483647,0.4652
  2147483647,0.7306
  2147483647,0.2816
  2147483647,0.2719
  2147483647,0.9346
  2147483647,0.4097
  2147483647,0.7887
  2147483647,0.2776
  2147483647,0.2126
  2147483647,0.6798
  2147483647,0.3381
  2147483647,0.6208
  2147483647,0.4642
  2147483647,0.4852
  2147483647,0.4955
  2147483647,0.4030
  2147483647,0.3764
  2147483647,0.4322
  2147483647,0.6540
  2147483647,0.5548
  2147483647,0.4232
  2147483647,0.7154
  2147483647,0.5926
  2147483647,0.5549
  2147483647,0.5345
  2147483647,0.6234
  2147483647,0.3373
  2147483647,0.7038
  2147483647,0.6803
  2147483647,0.4809
  2147483647,0.4826
  2147483647,0.3121
  2147483647,0.8796
  2147483647,0.6239
  2147483647,0.6344
  2147483647,0.5604
  2147483647,0.4986
  2147483647,0.8390
  2147483647,0.8953
  2147483647,0.9232
  2147483647,0.5787
  2147483647,0.3041
  2147483647,0.5192
  2147483647,0.7530
  2147483647,0.4307
  2147483647,0.0898
  2147483647,0.3650
  2147483647,0.4226
  2147483647,0.3809
  2147483647,0.6645
  2147483647,0.5611
  2147483647,0.3204
  2147483647,0.8555
  2147483647,0.6286
  2147483647,0.4849
  2147483647,0.4288
  2147483647,0.9027
  2147483647,0.8000
  2147483647,0.4915
  2147483647,0.5704
  2147483647,0.5561
  2147483647,0.6182
  2147483647,0.7231
  2147483647,0.6570
  2147483647,0.5738
  2147483647,0.7734
  2147483647,0.6597
  2147483647,0.6251
  2147483647,0.9328
  2147483647,0.4995
  2147483647,0.4951
  2147483647,0.5431
  2147483647,0.5566
  2147483647,0.8735
  2147483647,0.6299
  2147483647,0.5238
  2147483647,0.3641
  2147483647,0.4608
  2147483647,0.5771
  2147483647,0.4523
  2147483647,0.3740
  2147483647,0.5213
  2147483647,0.2627
  2147483647,0.5145
  2147483647,0.6582
  2147483647,0.7444
  2147483647,0.7037
  2147483647,0.7181
  2147483647,0.4690
  2147483647,0.2919
  2147483647,0.4713
  2147483647,0.4268
  2147483647,0.6352
  2147483647,0.8666
  2147483647,0.8076
  2147483647,0.8434
  2147483647,0.8693
  2147483647,0.8897
  2147483647,0.9084
  2147483647,0.8977
  2147483647,0.8967
  2147483647,0.9084
  2147483647,0.9222
  2147483647,0.8449
  2147483647,0.9339
  2147483647,0.9267
  2147483647,0.9302
  2147483647,0.9453
  2147483647,0.9188
  2147483647,0.9383
  2147483647,0.4488
  2147483647,0.2596
  2147483647,0.3664
  2147483647,0.1792
  2147483647,0.5160
  2147483647,0.4264
  2147483647,0.2849
  2147483647,0.5468
  2147483647,0.4894
  2147483647,0.1925
  2147483647,0.4275
  2147483647,0.4868
  2147483647,0.4759
  2147483647,0.2354
  2147483647,0.5544
  2147483647,0.3875
  2147483647,0.4834
  2147483647,0.2210
  2147483647,0.3288
  2147483647,0.2925
  2147483647,0.3218
  2147483647,0.3544
  2147483647,0.1666
  2147483647,0.2911
  2147483647,0.2875
  2147483647,0.3372
  2147483647,0.3369
  2147483647,0.3951
  2147483647,0.9613
  2147483647,0.9588
  2147483647,0.9432
  2147483647,0.6243
  2147483647,0.6352
  2147483647,0.5403
  2147483647,0.5557
  2147483647,0.6081
  2147483647,0.6261
  2147483647,0.5755
  2147483647,0.4876
  2147483647,0.7000
  2147483647,0.7176
  2147483647,0.7839
  2147483647,0.6057
  2147483647,0.6684
  2147483647,0.8153
  2147483647,0.7277
  2147483647,0.8263
  2147483647,0.4663
  2147483647,0.6937
  2147483647,0.4487
  2147483647,0.8800
  2147483647,0.8424
  2147483647,0.3567
  2147483647,0.8058
  2147483647,0.9208
  2147483647,0.8061
  2147483647,0.7487
  2147483647,0.5970
  2147483647,0.6270
  2147483647,0.4351
  2147483647,0.7001
  2147483647,0.4587
  2147483647,0.5394
  2147483647,0.6520
  2147483647,0.7242
  2147483647,0.6040
  2147483647,0.6279
  2147483647,0.9374
  2147483647,0.8705
  2147483647,0.8625
  2147483647,0.9656
  2147483647,0.8892
  2147483647,0.5929
  2147483647,0.8463
  2147483647,0.8939
  2147483647,0.6377
  2147483647,0.7396
  2147483647,0.8248
  2147483647,0.4959
  2147483647,0.8765
  2147483647,0.4783
  2147483647,0.8149
  2147483647,0.8938
  2147483647,0.9415
  2147483647,0.5850
  2147483647,0.9315
  2147483647,0.9332
  2147483647,0.5647
  2147483647,0.6093
  2147483647,0.7957
  2147483647,0.9113
  2147483647,0.4128
  2147483647,0.8716
  2147483647,0.4815
  2147483647,0.4225
  2147483647,0.8841
  2147483647,0.6058
  2147483647,0.6641
  2147483647,0.6616
  2147483647,0.7315
  2147483647,0.7673
  2147483647,0.9243
  2147483647,0.8323
  2147483647,0.6921
  2147483647,0.8695
  2147483647,0.8725
  2147483647,0.8667
  2147483647,0.7265
  2147483647,0.8843
  2147483647,0.5399
  2147483647,0.6187
  2147483647,0.8970
  2147483647,0.7929
  2147483647,0.9036
  2147483647,0.9280
  2147483647,0.8538
  2147483647,0.8052
  2147483647,0.2995
  2147483647,0.9035
  2147483647,0.4696
  2147483647,0.4837
  2147483647,0.6877
  2147483647,0.7356
  2147483647,0.5986
  2147483647,0.7500
  2147483647,0.8687
  2147483647,0.7340
  2147483647,0.5057
  2147483647,0.9123
  2147483647,0.2181
  2147483647,0.8005
  2147483647,0.5229
  2147483647,0.9358
  2147483647,0.6759
  2147483647,0.5522
  2147483647,0.6538
  2147483647,0.8683
  2147483647,0.8164
  2147483647,0.5485
  2147483647,0.5647
  2147483647,0.7434
  2147483647,0.8904
  2147483647,0.4124
  2147483647,0.5160
  2147483647,0.5650
  2147483647,0.6559
  2147483647,0.5003
  2147483647,0.2839
  2147483647,0.7281
  2147483647,0.4246
  2147483647,0.5798
  2147483647,0.9395
  2147483647,0.7173
  2147483647,0.5273
  2147483647,0.8926
  2147483647,0.8849
  2147483647,0.5647
  2147483647,0.9565
  2147483647,0.7815
  2147483647,0.7911
  2147483647,0.7988
  2147483647,0.2550
  2147483647,0.9198
  2147483647,0.1542
  2147483647,0.9052
  2147483647,0.9014
  2147483647,0.7016
  2147483647,0.7795
  2147483647,0.9102
  2147483647,0.8733
  2147483647,0.5156
  2147483647,0.8423
  2147483647,0.8875
  2147483647,0.7760
  2147483647,0.8405
  2147483647,0.8455
  2147483647,0.6994
  2147483647,0.2941
  2147483647,0.1416
  2147483647,0.7805
  2147483647,0.7092
  2147483647,0.7642
  2147483647,0.9726
  2147483647,0.9206
  2147483647,0.5958
  2147483647,0.9336
  2147483647,0.9266
  2147483647,0.9418
  2147483647,0.7097
  2147483647,0.9139
  2147483647,0.4584
  2147483647,0.9425
  2147483647,0.8016
  2147483647,0.9855
  2147483647,0.6327
  2147483647,0.7183
  2147483647,0.8364
  2147483647,0.8946
  2147483647,0.7135
  2147483647,0.8519
  2147483647,0.9447
  2147483647,0.9060
  2147483647,0.7418
  2147483647,0.8685
  2147483647,0.1086
  2147483647,0.8880
  2147483647,0.2756
  2147483647,0.5885
  2147483647,0.4586
  2147483647,0.9083
  2147483647,0.8382
  2147483647,0.8155
  2147483647,0.7834
  2147483647,0.5766
  2147483647,0.7416
  2147483647,0.8600
  2147483647,0.2011
  2147483647,0.9121
  2147483647,0.1395
  2147483647,0.3772
  2147483647,0.4771
  2147483647,0.8403
  2147483647,0.7057
  2147483647,0.8440
  2147483647,0.4247
  2147483647,0.5170
  2147483647,0.4819
  2147483647,0.6011
  2147483647,0.5796
  2147483647,0.4918
  2147483647,0.5217
  2147483647,0.4128
  2147483647,0.5245
  2147483647,0.5157
  2147483647,0.6717
  2147483647,0.2584
  2147483647,0.7729
  2147483647,0.7413
  2147483647,0.5725
  2147483647,0.4424
  2147483647,0.3693
  2147483647,0.4712
  2147483647,0.5490
  2147483647,0.3382
  2147483647,0.0940
  2147483647,0.0777
  2147483647,0.1220
  2147483647,0.1771
  2147483647,0.0682
  2147483647,0.0679
  2147483647,0.3168
  2147483647,0.4024
  2147483647,0.2677
  2147483647,0.2646
  2147483647,0.3261
  2147483647,0.2989
  2147483647,0.4832
  2147483647,0.3728
  2147483647,0.4081
  2147483647,0.8753
  2147483647,0.5653
  2147483647,0.8663
  2147483647,0.5725
  2147483647,0.5812
  2147483647,0.6622
  2147483647,0.6261
  2147483647,0.5422
  2147483647,0.4880
  2147483647,0.5159
  2147483647,0.5505
  2147483647,0.4336
  2147483647,0.5646
  2147483647,0.5459
  2147483647,0.5736
  2147483647,0.5614
  2147483647,0.6788
  2147483647,0.5686
  2147483647,0.6456
  2147483647,0.6656
  2147483647,0.7066
  2147483647,0.6932
  2147483647,0.6156
  2147483647,0.5168
  2147483647,0.5111
  2147483647,0.5150
  2147483647,0.7036
  2147483647,0.4591
  2147483647,0.5541
  2147483647,0.5358
  2147483647,0.5526
  2147483647,0.9251
  2147483647,0.9287
  2147483647,0.8872
  2147483647,0.9308
  2147483647,0.6550
  2147483647,0.9474
  2147483647,0.7191
  2147483647,0.8464
  2147483647,0.7306
  2147483647,0.6123
  2147483647,0.8606
  2147483647,0.2633
  2147483647,0.8555
  2147483647,0.6869
  2147483647,0.2826
  2147483647,0.9199
  2147483647,0.8411
  2147483647,0.8969
  2147483647,0.9541
  2147483647,0.7884
  2147483647,0.5496
  2147483647,0.4910
  2147483647,0.8514
  2147483647,0.5793
  2147483647,0.6299
  2147483647,0.6528
  2147483647,0.6401
  2147483647,0.8171
  2147483647,0.6766
  2147483647,0.6960
  2147483647,0.9227
  2147483647,0.6752
  2147483647,0.7736
  2147483647,0.6118
  2147483647,0.7455
  2147483647,0.5465
  2147483647,0.7348
  2147483647,0.5766
  2147483647,0.6416
  2147483647,0.6545
  2147483647,0.7269
  2147483647,0.7330
  2147483647,0.5592
  2147483647,0.7178
  2147483647,0.9640
  2147483647,0.7335
  2147483647,0.6575
  2147483647,0.5068
  2147483647,0.6642
  2147483647,0.6169
  2147483647,0.5631
  2147483647,0.6956
  2147483647,0.6169
  2147483647,0.4981
  2147483647,0.4179
  2147483647,0.5013
  2147483647,0.5254
  2147483647,0.5580
  2147483647,0.8165
  2147483647,0.8819
  2147483647,0.8059
  2147483647,0.7979
  2147483647,0.8816
  2147483647,0.7765
  2147483647,0.8021
  2147483647,0.6466
  2147483647,0.8511
  2147483647,0.8056
  2147483647,0.8542
  2147483647,0.7830
  2147483647,0.6399
  2147483647,0.6955
  2147483647,0.8052
  2147483647,0.1574
  2147483647,0.1323
  2147483647,0.1735
  2147483647,0.4754
  2147483647,0.4550
  2147483647,0.1462
  2147483647,0.5375
  2147483647,0.4417
  2147483647,0.1751
  2147483647,0.6652
  2147483647,0.5373
  2147483647,0.6369
  2147483647,0.2069
  2147483647,0.6178
  2147483647,0.3724
  2147483647,0.2711
