id,perasn
  2147483647,0.0047
  2147483647,0.0029
  2147483647,0.0049
  2147483647,0.0043
  2147483647,0.0032
  2147483647,0.0033
  2147483647,0.0026
  2147483647,0.0014
  2147483647,0.0079
  2147483647,0.0016
  2147483647,0.0013
  2147483647,0.0013
  2147483647,0.0024
  2147483647,0.0000
  2147483647,0.0013
  2147483647,0.0025
  2147483647,0.0038
  2147483647,0.0032
  2147483647,0.0019
  2147483647,0.0014
  2147483647,0.0752
  2147483647,0.0818
  2147483647,0.0670
  2147483647,0.0617
  2147483647,0.0799
  2147483647,0.0848
  2147483647,0.0456
  2147483647,0.1315
  2147483647,0.0538
  2147483647,0.0305
  2147483647,0.0248
  2147483647,0.0385
  2147483647,0.0479
  2147483647,0.0504
  2147483647,0.0666
  2147483647,0.0951
  2147483647,0.0985
  2147483647,0.0522
  2147483647,0.0677
  2147483647,0.0666
  2147483647,0.1045
  2147483647,0.1090
  2147483647,0.0888
  2147483647,0.0776
  2147483647,0.0806
  2147483647,0.1143
  2147483647,0.1149
  2147483647,0.0672
  2147483647,0.0063
  2147483647,0.0086
  2147483647,0.0079
  2147483647,0.0085
  2147483647,0.0143
  2147483647,0.0059
  2147483647,0.0035
  2147483647,0.0040
  2147483647,0.0221
  2147483647,0.0259
  2147483647,0.0265
  2147483647,0.0190
  2147483647,0.0059
  2147483647,0.0058
  2147483647,0.0119
  2147483647,0.0109
  2147483647,0.0086
  2147483647,0.0153
  2147483647,0.0146
  2147483647,0.0153
  2147483647,0.0010
  2147483647,0.0000
  2147483647,0.0117
  2147483647,0.0000
  2147483647,0.0035
  2147483647,0.0013
  2147483647,0.0013
  2147483647,0.0079
  2147483647,0.0081
  2147483647,0.0072
  2147483647,0.0073
  2147483647,0.0172
  2147483647,0.0103
  2147483647,0.0133
  2147483647,0.0165
  2147483647,0.0041
  2147483647,0.0116
  2147483647,0.0352
  2147483647,0.0000
  2147483647,0.0012
  2147483647,0.0011
  2147483647,0.0017
  2147483647,0.0109
  2147483647,0.0142
  2147483647,0.0046
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0022
  2147483647,0.0118
  2147483647,0.0151
  2147483647,0.0116
  2147483647,0.0136
  2147483647,0.0075
  2147483647,0.0169
  2147483647,0.0129
  2147483647,0.0400
  2147483647,0.0320
  2147483647,0.0261
  2147483647,0.0319
  2147483647,0.0805
  2147483647,0.0883
  2147483647,0.0901
  2147483647,0.0987
  2147483647,0.0633
  2147483647,0.0892
  2147483647,0.0461
  2147483647,0.0846
  2147483647,0.0843
  2147483647,0.1059
  2147483647,0.0792
  2147483647,0.1257
  2147483647,0.0031
  2147483647,0.0050
  2147483647,0.0101
  2147483647,0.0229
  2147483647,0.0185
  2147483647,0.0094
  2147483647,0.0121
  2147483647,0.0036
  2147483647,0.0385
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0225
  2147483647,0.0037
  2147483647,0.0074
  2147483647,0.0142
  2147483647,0.0141
  2147483647,0.0065
  2147483647,0.0150
  2147483647,0.0013
  2147483647,0.0000
  2147483647,0.0096
  2147483647,0.0055
  2147483647,0.0016
  2147483647,0.0029
  2147483647,0.0064
  2147483647,0.0111
  2147483647,0.0027
  2147483647,0.0013
  2147483647,0.0040
  2147483647,0.0092
  2147483647,0.0056
  2147483647,0.0077
  2147483647,0.0090
  2147483647,0.0250
  2147483647,0.0022
  2147483647,0.0123
  2147483647,0.0020
  2147483647,0.0036
  2147483647,0.0000
  2147483647,0.0123
  2147483647,0.0029
  2147483647,0.0133
  2147483647,0.0116
  2147483647,0.0135
  2147483647,0.0068
  2147483647,0.0102
  2147483647,0.0115
  2147483647,0.0000
  2147483647,0.0083
  2147483647,0.0188
  2147483647,0.0010
  2147483647,0.0060
  2147483647,0.0033
  2147483647,0.0038
  2147483647,0.0167
  2147483647,0.0126
  2147483647,0.0132
  2147483647,0.0006
  2147483647,0.0014
  2147483647,0.0000
  2147483647,0.0019
  2147483647,0.0017
  2147483647,0.0014
  2147483647,0.0011
  2147483647,0.0007
  2147483647,0.0008
  2147483647,0.0009
  2147483647,0.0000
  2147483647,0.0011
  2147483647,0.0021
  2147483647,0.0029
  2147483647,0.0059
  2147483647,0.0041
  2147483647,0.0037
  2147483647,0.0020
  2147483647,0.0019
  2147483647,0.0000
  2147483647,0.0039
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0014
  2147483647,0.0000
  2147483647,0.0047
  2147483647,0.0000
  2147483647,0.0272
  2147483647,0.0000
  2147483647,0.0010
  2147483647,0.0027
  2147483647,0.0000
  2147483647,0.0004
  2147483647,0.0000
  2147483647,0.0007
  2147483647,0.0016
  2147483647,0.0015
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0000
  2147483647,0.0053
  2147483647,0.0020
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0005
  2147483647,0.0010
  2147483647,0.0020
  2147483647,0.0009
  2147483647,0.0012
  2147483647,0.0023
  2147483647,0.0009
  2147483647,0.0004
  2147483647,0.0001
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0000
  2147483647,0.0011
  2147483647,0.0047
  2147483647,0.0005
  2147483647,0.0039
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0041
  2147483647,0.0030
  2147483647,0.0060
  2147483647,0.0007
  2147483647,0.0000
  2147483647,0.0007
  2147483647,0.0000
  2147483647,0.0007
  2147483647,0.0000
  2147483647,0.0016
  2147483647,0.0009
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0006
  2147483647,0.0048
  2147483647,0.0010
  2147483647,0.0010
  2147483647,0.0000
  2147483647,0.0006
  2147483647,0.0018
  2147483647,0.0035
  2147483647,0.0029
  2147483647,0.0009
  2147483647,0.0045
  2147483647,0.0035
  2147483647,0.0014
  2147483647,0.0023
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0029
  2147483647,0.0000
  2147483647,0.0024
  2147483647,0.0009
  2147483647,0.0027
  2147483647,0.0043
  2147483647,0.0064
  2147483647,0.0048
  2147483647,0.0086
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0000
  2147483647,0.0044
  2147483647,0.0095
  2147483647,0.0004
  2147483647,0.0000
  2147483647,0.0128
  2147483647,0.0128
  2147483647,0.0013
  2147483647,0.0055
  2147483647,0.0008
  2147483647,0.0130
  2147483647,0.0080
  2147483647,0.0083
  2147483647,0.0085
  2147483647,0.0128
  2147483647,0.0010
  2147483647,0.0020
  2147483647,0.0020
  2147483647,0.0018
  2147483647,0.0084
  2147483647,0.0005
  2147483647,0.0031
  2147483647,0.0065
  2147483647,0.0019
  2147483647,0.0026
  2147483647,0.0014
  2147483647,0.0000
  2147483647,0.0015
  2147483647,0.0000
  2147483647,0.0185
  2147483647,0.0102
  2147483647,0.0000
  2147483647,0.0037
  2147483647,0.0039
  2147483647,0.0057
  2147483647,0.0050
  2147483647,0.0056
  2147483647,0.0071
  2147483647,0.0000
  2147483647,0.0058
  2147483647,0.0007
  2147483647,0.0004
  2147483647,0.0028
  2147483647,0.0021
  2147483647,0.0044
  2147483647,0.0055
  2147483647,0.0078
  2147483647,0.0002
  2147483647,0.0027
  2147483647,0.0057
  2147483647,0.0095
  2147483647,0.0010
  2147483647,0.0000
  2147483647,0.0067
  2147483647,0.0012
  2147483647,0.0015
  2147483647,0.0009
  2147483647,0.0154
  2147483647,0.0046
  2147483647,0.0026
  2147483647,0.0042
  2147483647,0.0011
  2147483647,0.0035
  2147483647,0.0020
  2147483647,0.0042
  2147483647,0.0028
  2147483647,0.0018
  2147483647,0.0011
  2147483647,0.0024
  2147483647,0.0027
  2147483647,0.0004
  2147483647,0.0012
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0068
  2147483647,0.0011
  2147483647,0.0050
  2147483647,0.0021
  2147483647,0.0011
  2147483647,0.0016
  2147483647,0.0050
  2147483647,0.0043
  2147483647,0.0057
  2147483647,0.0013
  2147483647,0.0072
  2147483647,0.0043
  2147483647,0.0008
  2147483647,0.0011
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0000
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0084
  2147483647,0.0062
  2147483647,0.0020
  2147483647,0.0073
  2147483647,0.0030
  2147483647,0.0071
  2147483647,0.0094
  2147483647,0.0048
  2147483647,0.0000
  2147483647,0.0013
  2147483647,0.0001
  2147483647,0.0305
  2147483647,0.0118
  2147483647,0.0084
  2147483647,0.0095
  2147483647,0.0180
  2147483647,0.0092
  2147483647,0.0052
  2147483647,0.0000
  2147483647,0.0003
  2147483647,0.0022
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0007
  2147483647,0.0039
  2147483647,0.0029
  2147483647,0.0089
  2147483647,0.0028
  2147483647,0.0008
