id,np_grd
21009,0.9530
21011,1.0737
21013,0.8963
21015,0.9975
21017,0.9113
21019,1.0050
21021,1.0107
21023,0.9743
21025,0.8090
21027,0.9103
21029,0.9714
21031,0.9719
21033,1.0829
21035,1.1495
21037,1.0199
21039,1.0180
21041,0.9514
21043,1.0933
21045,1.1062
21047,0.8317
21049,1.0012
21051,0.9892
21053,0.9118
21055,0.9161
21059,0.8656
21061,1.1372
21065,0.9638
21067,0.9310
21069,1.0043
21071,0.8337
21073,0.9167
21077,0.7911
21079,0.8921
21081,0.9081
21083,0.8561
21085,0.9332
21087,0.7867
21089,1.0113
21091,0.9253
21093,0.9725
21095,1.1429
21097,0.8660
21099,0.9182
21101,0.9885
21103,0.9178
21105,1.0856
21107,1.0139
21109,0.8028
21111,1.0280
21113,0.9928
21115,0.9855
21117,0.9988
21119,0.9250
21121,0.9408
21123,1.1517
21125,1.0993
21127,0.7623
21131,0.9575
21133,1.1567
21135,0.9402
21137,0.9821
21139,1.0169
21141,1.0285
21143,1.1403
21145,1.0382
21147,0.9136
21149,0.9734
21151,0.9494
21153,0.7765
21155,0.9521
21157,0.9633
21159,0.9199
21161,0.9903
21163,1.0768
21165,0.8579
21167,1.0179
21169,0.9564
21171,0.5738
21173,1.0912
21175,0.8904
21177,0.8859
21179,1.0496
21181,0.8950
21183,1.0324
21185,1.0582
21187,0.9879
21191,0.8864
21193,1.0666
21195,0.8710
21197,0.9559
21199,0.9757
21203,0.8659
21205,1.0526
21207,0.8950
21209,0.9152
21211,0.8623
21213,0.8704
21215,1.0251
21217,1.0008
21219,0.7901
21221,0.8553
21223,0.9110
21225,0.7750
21227,1.0841
21229,0.9362
21231,0.7442
21233,1.0004
21235,1.1479
21239,0.9700
22001,1.0829
22003,0.9545
22005,1.1567
22007,1.1106
22009,0.9748
22011,0.8413
22013,1.0084
22015,0.9879
22017,0.9850
22019,0.9018
22021,1.0158
22023,0.9192
22025,0.8866
22027,0.8479
22029,0.9968
22031,1.2636
22033,1.0351
22037,0.9667
22039,0.9685
22041,0.9939
22043,1.0687
22045,0.9606
22047,1.0406
22049,0.9234
22051,1.0232
22053,0.8038
22055,1.0195
22057,1.1009
22059,1.0263
22061,1.0928
22063,0.9882
22067,0.9886
22069,1.1457
22071,1.2290
22073,0.9506
22075,0.9340
22077,0.9693
22079,0.9233
22083,1.0476
22085,0.9576
22087,0.9745
22089,1.1258
22093,1.0080
22095,1.0126
22097,0.9215
22099,0.8910
22101,1.0148
22103,0.9827
22105,1.0655
22109,0.9583
22111,1.1276
22113,0.9759
22115,1.0213
22117,0.9510
22119,1.0805
22121,1.0824
22123,1.0560
22125,0.9724
22127,1.1029
23001,1.0059
23003,0.9098
23005,1.0849
23007,0.9516
23009,1.0382
23011,0.9187
23013,1.0137
23015,1.0888
23017,0.9653
23019,1.0066
23021,0.9703
23023,0.9461
23025,0.9813
23027,0.9569
23029,0.9133
23031,0.9488
24001,0.7967
24003,0.8314
24005,0.8261
24009,0.8359
24011,0.9969
24013,1.0287
24015,0.9720
24017,0.9813
24019,0.9550
24021,1.0303
24023,1.0959
24025,1.0971
24027,0.9910
24029,0.8884
24031,1.0259
24033,0.9048
24035,0.9395
24037,0.9441
24039,0.9296
24041,0.8695
24043,0.9546
24045,0.9191
24047,0.9594
24510,0.6485
25001,0.9223
25003,0.9165
25005,0.9340
25007,0.9679
25009,0.9582
25011,0.8474
25013,0.8721
25015,0.9556
25017,1.0365
25019,1.0328
25021,0.9928
25023,0.9454
25025,0.9074
25027,0.9527
26001,0.8517
26003,1.0355
26005,0.9258
26007,1.0293
26009,1.0103
26011,0.9604
26013,0.9869
26015,0.9669
26017,0.9282
26019,0.9186
26021,1.0326
26023,1.1353
26025,0.9904
26027,0.9807
26029,1.0156
26031,0.9749
26033,0.9716
26035,1.0500
26037,1.0035
26039,1.0896
26041,0.9200
26043,0.9177
26045,1.0441
26047,1.0510
26049,0.9689
26051,1.0683
26053,0.8995
26055,1.0656
26057,1.0000
26059,0.9808
26061,1.0301
26063,0.9848
26065,0.9633
26067,0.9347
26069,1.0331
26071,0.9496
26073,0.9925
26075,0.9335
26077,1.0013
26079,0.9168
26081,0.9959
26087,0.9106
26089,1.0459
26091,1.0272
26093,0.9704
26095,1.0257
26097,1.0908
26099,1.0174
26101,0.9844
26103,0.9574
26105,0.9573
26107,0.8371
26109,1.0200
26111,1.0795
26113,0.8664
26115,0.9901
26117,0.9379
26121,0.9745
26123,0.9245
26125,1.0019
26127,1.0280
26129,1.1004
26133,0.9607
26135,1.0559
26137,1.0996
26139,1.0380
26141,0.8998
26143,1.0415
26145,0.9869
26147,0.9712
26149,0.9647
26151,0.9279
26153,0.9655
26155,0.9389
26157,1.0258
26159,0.9710
26161,1.0935
26163,1.0095
26165,0.9422
27001,1.0031
27003,0.9797
27005,0.9037
27007,1.2157
27009,1.0660
27011,0.7900
27013,0.9673
27015,0.9989
27017,0.9132
27019,1.0468
27021,0.8486
27023,0.9775
27025,1.0062
27027,1.0665
27029,0.9509
27031,0.9439
27033,0.8838
27035,1.0088
27037,0.9722
27039,0.9485
27041,1.0782
27043,0.8695
27045,0.9458
27047,0.9255
27049,1.0228
27051,1.0192
27053,1.0379
27055,0.9273
27057,0.9619
27059,1.0656
27061,0.9637
27063,0.7492
27065,0.9539
27067,1.1209
27069,0.8892
27071,1.0961
27073,0.9343
27075,0.9468
27079,0.8898
27081,0.8455
27083,1.0868
27085,1.0057
27087,0.8958
27089,0.7793
27091,0.9502
27093,1.0303
27095,1.0175
27097,0.9140
27099,1.0084
27101,1.0066
27103,1.0106
27105,0.9687
27107,0.9192
27109,0.9514
27111,0.9744
27113,0.9758
27115,0.8767
27117,0.8768
27119,0.8541
27121,0.9288
27123,0.9711
27125,0.9001
27127,0.9866
27129,0.8230
27131,1.0281
27133,0.9654
27135,0.9201
27137,0.8905
27139,1.1048
27141,1.1333
27143,0.9289
27145,1.0781
27147,0.9348
27149,0.9327
27151,0.7960
27153,0.9722
27155,0.6889
27157,1.0247
27159,0.9984
27161,0.8653
27163,1.0652
27165,0.9021
27167,0.9171
27169,1.0508
27171,1.0587
27173,0.9783
28001,0.6842
28003,0.9011
28007,0.8584
28011,0.7599
28013,1.0339
28017,1.0202
28019,1.0102
28023,1.1138
28025,0.8336
28029,0.9155
28031,0.9461
28033,0.9476
28035,1.1703
28037,0.9431
28039,1.1153
28041,0.9254
28043,1.1633
28045,1.0863
28047,0.9606
28049,0.9855
28057,1.1242
28059,0.9579
28061,1.1179
28067,1.0400
28071,1.0064
28073,1.0256
28075,0.9891
28077,0.9405
28079,0.8253
28081,1.0755
28085,0.7603
28087,0.9212
28089,1.0497
28091,1.0051
28093,1.0505
28095,1.0262
28097,1.0148
28099,0.9412
28101,0.9697
28105,0.9051
28107,1.0338
28109,0.9534
28111,0.7899
28113,0.9301
28115,0.9647
28117,1.0163
28121,1.0613
28123,0.8238
28127,1.0335
28129,0.9459
28131,0.9855
28133,1.0510
28137,0.8791
28139,0.8526
28141,0.9459
28145,0.9395
28147,0.8851
28149,0.9001
28151,0.8372
28153,0.8615
28155,1.1340
28159,1.0449
28161,0.9244
28163,0.7216
29001,0.9757
29003,1.0927
29005,1.0613
29007,0.9631
29009,0.9770
29011,1.1332
29013,0.9228
29015,0.8861
29017,0.9607
29019,0.9939
29021,0.9110
29023,0.8126
29025,1.0057
29027,0.8581
29029,1.0173
29031,0.9004
29033,0.9704
29035,0.9129
29037,0.9911
29039,0.9861
29041,0.9231
29043,0.9880
29045,0.7576
29047,0.9368
29049,1.0696
29051,0.8552
29053,0.9837
29055,0.8653
29057,0.9294
29059,1.0243
29061,0.9738
29063,1.1243
29065,1.0792
29067,0.8955
29069,0.6493
29071,0.9555
29073,0.9258
29075,1.0302
29077,0.9673
29079,0.9877
29081,1.0609
29083,0.9068
29085,0.9460
29087,0.9727
29089,0.9950
29091,0.9418
29093,0.9496
29095,0.9615
29097,0.8610
29099,0.8876
29101,1.0424
29105,0.9066
29107,0.9823
29109,1.0070
29111,0.9240
29113,0.9483
29115,1.0039
29117,0.9180
29119,0.9127
29121,0.8955
29123,0.7971
29125,0.8532
29127,0.9166
29129,0.9449
29131,1.0038
29133,0.8035
29135,1.0021
29137,0.8550
29139,1.0502
29141,0.9436
29143,0.6741
29145,0.8628
29147,1.0086
29149,0.9657
29151,0.9217
29153,1.0356
29155,0.7429
29157,0.8842
29159,0.9477
29161,0.9643
29163,0.9939
29165,1.0124
29167,0.9630
29169,0.9336
29171,0.7471
29173,0.9806
29175,0.8973
29177,1.0881
29179,0.9088
29181,0.9348
29183,1.0633
29185,0.8569
29186,0.8994
29187,0.8246
29189,1.0064
29195,1.0267
29201,0.8843
29203,1.1170
29205,0.9840
29207,0.8947
29209,0.9689
29211,1.1123
29213,1.0054
29215,0.9287
29217,0.8442
29219,0.9242
29221,0.8463
29223,0.9385
29225,0.9106
29229,0.9284
29510,1.1322
30001,1.1134
30007,1.0244
30009,0.9558
30013,0.9530
30015,1.0606
30017,0.8752
30021,0.8629
30023,0.9525
30025,1.0223
30027,1.2173
30029,1.0703
30031,0.9649
30035,0.7936
30041,1.1413
30043,1.0785
30047,1.0886
30049,1.1666
30053,1.0424
30057,0.9947
30063,0.9991
30065,1.0021
30067,1.0656
30073,0.9110
30077,0.9614
30081,1.0051
30083,0.9085
30085,0.7887
30087,0.9459
30089,1.0170
30093,0.9680
30095,0.8832
30097,1.1009
30099,0.9268
30101,1.0836
30105,1.0042
30111,1.0174
31001,1.0993
31003,0.9627
31011,0.9736
31013,0.9690
31019,0.9738
31021,1.1638
31023,0.8809
31025,1.0075
31027,1.0562
31029,1.0567
31031,0.9877
31033,1.1572
31035,1.1641
31037,1.0226
31039,1.1156
31041,0.9830
31043,1.1441
31045,1.0924
31047,1.0679
31051,1.0952
31053,1.1301
31055,0.9935
31059,1.0466
31065,0.9428
31067,1.0843
31079,1.0307
31081,1.0184
31089,1.1336
31093,1.0268
31095,1.2456
31097,1.1886
31099,0.9897
31101,0.9785
31107,0.9935
31109,0.9405
31111,0.9404
31119,0.9493
31121,0.8827
31123,1.0168
31125,0.8904
31127,1.1288
31131,1.0684
31137,0.8702
31139,1.2044
31141,0.9454
31143,1.0799
31145,1.0399
31147,0.8805
31151,1.0072
31153,1.1574
31155,1.1095
31157,1.0551
31159,1.1144
31161,1.1731
31169,1.0355
31175,0.8780
31177,1.0812
31179,0.9375
31185,1.1559
32001,1.0411
32003,1.0022
32005,1.0197
32007,0.9357
32013,0.8936
32015,0.8154
32017,0.9553
32019,0.9168
32023,0.9580
32029,0.9850
32031,1.0078
32033,1.0905
32510,0.9396
33001,1.0172
33003,0.9951
33005,0.9647
33007,1.0464
33009,1.1254
33011,0.9805
33013,1.0408
33015,0.9923
33017,1.0188
33019,1.0719
34001,1.1243
34003,1.0884
34005,1.0552
34007,1.0307
34009,1.1202
34011,0.9937
34013,1.0368
34015,1.0575
34017,0.9437
34019,1.1351
34021,1.1566
34023,1.0574
34025,1.1250
34027,1.1413
34029,1.0234
34031,1.0649
34033,1.0801
34035,1.1505
34037,1.0317
34039,1.0634
34041,1.0685
35001,0.9849
35005,1.0920
35006,1.0379
35007,1.1456
35009,0.9749
35013,0.9607
35015,0.8640
35017,0.7920
35025,0.9211
35027,0.9171
35028,1.1058
35031,0.8670
35035,0.9852
35039,0.9456
35041,0.9179
35043,0.9597
35045,0.9632
35047,1.0011
35049,0.8718
35053,1.0044
35055,0.9576
35057,1.0031
35061,0.8380
36001,1.0823
36003,0.9681
36007,1.0931
36009,0.9377
36011,0.9842
36013,0.9426
36015,0.9520
36017,0.9106
36019,0.9694
36021,0.8868
36023,1.0192
36025,0.8351
36027,0.9644
36029,1.0035
36031,0.8998
36033,0.8998
36035,0.8530
36037,0.9762
36039,0.9251
36043,0.8511
36045,0.9021
36049,0.8837
36051,1.1095
36053,0.9415
36055,1.0526
36057,0.8824
36059,0.9465
36061,0.9866
36063,0.9311
36065,0.9381
36067,1.0539
36069,1.0658
36071,0.9694
36073,0.9332
36075,0.9920
36077,0.8705
36079,0.9472
36083,0.9343
36087,1.0287
36089,0.9171
36091,1.0408
36093,1.0325
36095,0.8899
36097,0.9597
36099,0.8975
36101,0.9304
36103,0.9863
36105,0.8448
36107,0.8496
36109,1.0447
36111,0.9257
36113,1.0117
36115,0.9498
36117,0.9744
36119,1.0780
36121,0.8910
36123,0.9791
37001,0.8821
37003,0.7917
37005,0.8865
37007,0.8630
37009,1.0854
37011,1.0219
37013,0.8383
37015,0.7419
37017,0.7199
37019,0.8244
37021,0.9767
37023,0.9734
37025,0.9513
37027,0.9735
37029,0.8153
37031,0.9338
37033,0.6589
37035,0.9846
37037,1.0452
37039,0.8452
37041,0.9135
37043,0.9439
37045,0.7994
37047,0.8686
37049,0.8541
37051,0.8776
37053,0.8498
37055,0.9474
37057,0.9103
37059,0.9619
37061,0.8098
37063,0.9013
37065,0.6622
37067,0.8196
37069,0.7671
37071,0.8142
37073,0.8308
37075,0.8987
37077,0.8580
37079,0.8525
37081,0.8772
37083,0.7812
37085,0.8878
37087,0.8780
37089,1.0033
37091,0.7129
37093,0.8485
37097,0.9652
37099,0.9363
37101,0.9071
37103,0.7948
37105,0.8473
37107,0.6453
37109,0.9789
37111,0.8413
37113,0.9177
37115,0.8073
37117,0.7609
37119,0.9515
37121,0.9319
37123,0.8466
37125,0.9942
37127,0.7682
37129,0.9518
37131,0.9156
37133,0.8257
37135,0.9522
37137,0.9069
37139,0.8273
37141,0.9508
37143,0.7826
37145,0.8385
37147,0.9802
37149,0.8107
37151,0.8119
37153,0.8552
37155,0.6501
37157,0.8384
37159,0.7547
37161,0.8102
37163,0.9350
37165,0.8376
37167,0.9570
37169,0.9122
37171,0.9655
37173,1.1486
37175,0.8452
37179,1.0441
37181,0.7169
37183,0.9527
37185,0.5777
37187,0.8182
37189,1.0611
37191,0.8861
37193,0.8331
37195,0.8180
37197,0.9635
37199,1.0477
38003,0.9389
38009,0.8432
38015,1.0041
38017,1.0845
38021,0.9622
38029,0.9157
38031,1.1469
38035,0.9612
38045,0.9552
38049,1.0110
38053,0.6127
38055,0.9113
38057,0.9306
38059,0.9062
38061,0.8369
38067,1.1266
38069,1.0604
38071,0.8877
38073,1.1325
38075,1.0064
38077,0.9777
38081,1.0035
38089,0.9468
38093,0.9944
38097,1.0633
38099,1.0089
38101,0.9975
38103,1.0780
38105,0.8686
39001,0.9513
39003,1.0253
39005,0.9366
39007,0.9298
39009,1.0384
39011,1.0863
39013,0.8640
39015,0.9623
39017,1.0419
39019,1.0023
39021,0.9681
39023,1.0405
39025,0.9610
