id,b_ses
19045,-6.9232
19047,0.4483
19049,0.2812
19053,-10.3991
19057,-7.5800
19061,-6.1975
19063,-2.7084
19065,-10.2950
19067,-2.8422
19071,3.6762
19075,1.6062
19077,-8.7564
19079,1.5289
19083,3.6762
19087,3.3459
19097,-4.4405
19099,-2.9469
19101,2.9642
19103,-4.4382
19105,-2.2961
19109,-3.2041
19111,-4.1335
19113,-4.2507
19115,-5.3048
19119,1.9214
19121,-5.7621
19123,-8.8813
19125,-0.0763
19127,0.1830
19129,2.9120
19131,3.6762
19137,1.9214
19139,-0.2417
19141,1.9214
19145,2.1677
19149,1.9214
19153,-3.0996
19155,-3.8676
19157,2.7608
19161,-3.7646
19163,-3.9735
19169,-0.5769
19171,1.9214
19173,2.9219
19175,-8.0235
19179,-5.5161
19181,-2.9753
19183,1.8229
19187,-6.4486
19191,-0.3223
19193,-1.3904
20001,-0.8719
20005,-5.2397
20009,-2.7952
20011,-7.6653
20013,0.7945
20015,2.0504
20019,-1.5509
20021,-8.7564
20027,1.9214
20029,-9.0590
20031,-8.6433
20035,-2.3237
20037,-5.0197
20041,-4.7311
20043,-5.3726
20045,-1.4429
20047,1.9214
20051,1.3009
20053,1.9214
20055,-0.8742
20057,1.1462
20059,-1.9044
20061,-0.4375
20065,-2.0835
20079,-3.2282
20081,1.9214
20085,-2.1160
20087,0.0577
20091,-0.7054
20099,-9.1888
20103,-0.6945
20111,-2.4431
20113,0.0913
20115,-9.0590
20117,1.9214
20121,2.0247
20125,-4.2571
20127,-3.5351
20129,2.1298
20131,-0.6289
20133,0.9419
20137,0.6524
20139,-5.3988
20145,1.9214
20149,1.4849
20151,-3.0453
20153,3.6762
20155,-6.0684
20161,-0.3736
20163,1.9093
20169,-4.6909
20173,-3.3906
20175,-0.5704
20177,-2.8927
20179,-9.0590
20185,-9.0590
20191,-10.5578
20203,1.9214
20209,-3.8963
21001,-4.5985
21003,-6.2834
21005,1.8784
21007,-6.5656
21009,-2.2232
21011,-10.3497
21013,-1.4022
21015,-0.7903
21017,-1.5639
21019,-1.1061
21021,-2.5026
21027,-2.8440
21029,-4.7616
21033,-4.2651
21035,-1.7212
21037,-4.7906
21041,-6.5408
21047,-4.4921
21049,-2.7578
21051,-4.7231
21057,-2.4290
21059,-3.8118
21065,-9.0590
21067,-3.3798
21069,-2.0780
21071,-4.9460
21073,-0.7271
21075,-3.1208
21079,-3.1756
21081,-2.7179
21083,-6.5611
21085,-9.0590
21087,-0.6458
21089,2.4642
21091,2.4479
21093,-2.1577
21095,-6.0087
21097,-2.6858
21099,-0.3741
21101,-3.5617
21103,-5.7068
21105,-1.4625
21107,-5.5340
21111,-4.0889
21113,-2.4576
21117,-4.5758
21119,3.8155
21121,-1.8435
21123,-2.1719
21125,-3.9440
21133,-3.0900
21137,-1.5262
21139,-8.2110
21141,-4.5172
21143,1.7258
21145,-3.0638
21147,-8.9703
21149,-0.0374
21151,-3.7635
21155,-2.8376
21157,1.9214
21161,-4.3143
21163,-7.8709
21167,-1.3745
21169,0.8608
21171,-3.0466
21173,2.2663
21175,1.9214
21177,-4.9634
21179,-5.6911
21181,1.7352
21183,-5.3307
21185,-2.2224
21187,2.2981
21191,1.9214
21193,-7.0442
21197,2.2014
21199,-0.2641
21203,-8.4009
21205,-9.0590
21209,-3.8593
21211,-3.9702
21213,-3.5123
21215,0.9944
21217,-5.0945
21219,-2.0620
21221,-1.6911
21223,-3.6391
21225,-1.6916
21227,-3.6404
21229,-3.2405
21231,-1.1013
21233,-3.6106
21239,-2.2643
22001,-5.8664
22003,-2.6150
22005,-2.5462
22007,-3.1770
22009,-4.8745
22011,-4.0165
22013,-5.6244
22015,-4.1146
22017,-3.7512
22019,-3.0340
22021,-2.2445
22023,-5.3240
22025,-5.7379
22027,-5.7447
22029,-6.6009
22031,-4.5278
22033,-3.1659
22035,-4.5076
22037,-3.7597
22039,-4.6534
22041,-7.0832
22043,-4.9742
22045,-3.4666
22047,-2.1668
22049,-2.0940
22051,-3.1964
22053,-3.4795
22055,-3.7657
22057,-3.6059
22059,-4.7597
22061,-4.3805
22063,-4.1006
22065,-4.3362
22067,-4.2973
22069,-4.4672
22071,-4.1760
22073,-4.0797
22075,-1.5188
22077,-4.3188
22079,-2.8125
22081,-2.2549
22083,-4.5792
22085,-4.0220
22087,-4.0379
22089,-3.1718
22091,-3.7909
22093,-2.7155
22095,-2.0694
22097,-3.7153
22099,-4.0152
22101,-3.7953
22103,-1.0667
22105,-5.0781
22107,-4.2430
22109,-3.5699
22111,-4.1711
22113,-4.3787
22115,-0.8301
22117,-4.6480
22119,-5.0173
22121,-2.3956
22123,-4.0365
22125,-2.4549
22127,-4.2324
23001,-6.4760
23003,-0.5420
23005,-4.7408
23007,3.2584
23009,2.7988
23011,-3.6149
23013,-5.5114
23015,-1.6293
23017,-4.1574
23019,-1.9641
23023,-1.4513
23025,-3.2023
23027,-1.0895
23029,2.8481
23031,1.2761
24001,-0.3601
24003,-0.4260
24005,-0.7585
24009,0.1389
24011,-1.5202
24013,1.5708
24015,-1.3748
24017,0.4678
24019,-4.0506
24021,-0.6962
24025,0.1001
24027,0.6172
24029,-1.9178
24031,-0.4415
24033,0.0644
24035,-4.1924
24037,-1.5191
24039,-3.3313
24041,-1.2463
24043,-1.6022
24045,-3.1062
24047,-3.4731
24510,-3.2318
25001,-1.7027
25003,-2.8003
25005,-2.1556
25009,-1.7548
25011,-2.9980
25013,-2.7810
25015,-2.1597
25017,-1.2322
25019,2.5103
25021,-0.6219
25023,-0.9656
25025,-3.1474
25027,-1.1597
26005,-0.8709
26007,-7.6715
26009,1.9214
26011,-0.5397
26013,1.9418
26015,-1.8505
26017,-4.3042
26019,-9.4867
26021,-5.5194
26023,-5.5404
26025,-4.4561
26027,-3.9376
26029,-1.8075
26031,-10.7196
26033,1.0099
26035,-1.1518
26037,0.9506
26041,-3.8075
26043,-8.3723
26045,-1.2836
26047,-5.1346
26049,-4.7644
26051,-7.9253
26053,2.0473
26055,-4.7684
26057,-7.2269
26059,1.1119
26061,-4.6931
26063,-12.6966
26065,-2.9485
26067,1.9902
26069,-7.2157
26071,-5.5872
26073,-3.2441
26075,-3.6464
26077,-4.7837
26081,-4.8352
26085,-3.0661
26087,0.6661
26091,-3.1829
26093,0.7274
26095,-2.3802
26097,1.3981
26099,-3.2732
26103,-1.8642
26105,0.9645
26107,-8.8370
26109,-3.4179
26111,-3.7443
26113,-11.7491
26115,-1.2442
26117,-1.3280
26121,-4.6507
26123,-5.4781
26125,-1.6885
26127,-0.3874
26131,2.5794
26133,-5.5346
26139,-2.4382
26143,-3.7372
26145,-5.6165
26147,-3.2250
26149,-1.1449
26151,-5.3931
26153,1.9214
26155,-7.3599
26157,-0.3284
26159,-4.3117
26161,-2.2029
26163,-4.6742
26165,-3.8674
27003,-1.9689
27005,-2.8058
27007,-1.5061
27009,-11.4199
27013,-6.5871
27015,-2.6538
27017,2.3671
27019,0.3064
27021,3.2633
27023,-5.4887
27025,-4.1108
27027,-1.7931
27029,-0.1001
27033,1.9214
27035,-2.5610
27037,-1.9251
27039,-2.6291
27041,-4.4484
27043,-4.3603
27047,-4.2358
27049,-4.3481
27051,-2.4708
27053,-4.2167
27057,1.9214
27059,0.8951
27061,1.9988
27065,-2.2261
27067,-10.0860
27069,1.9214
27073,1.9214
27077,-1.3028
27079,0.7359
27081,1.9214
27083,0.5372
27085,-0.8318
27087,1.9214
27091,0.4255
27093,-4.9033
27095,1.9214
27099,-4.8926
27101,1.9214
27103,-0.7705
27105,-0.5319
27107,1.9214
27109,-3.8584
27111,-3.4090
27113,-9.6082
27115,-1.8331
27119,-1.9274
27121,0.6665
27123,-4.2845
27127,-6.8083
27131,-3.9859
27133,-8.7165
27135,1.9214
27137,-6.0198
27139,-2.9237
27141,1.2047
27143,2.3434
27145,-5.0869
27147,-3.3472
27151,-2.1592
27153,-3.7654
27157,-4.1176
27159,0.6375
27161,1.9489
27163,0.7057
27165,0.1689
27167,1.9214
27169,-4.4438
27171,-0.9344
27173,-10.8469
28001,-4.8661
28003,-4.3077
28005,-4.8029
28007,-3.8429
28009,-3.1679
28011,-5.5251
28013,-3.6992
28015,-5.1306
28017,-3.8572
28019,-6.8225
28021,-3.6013
28023,-5.0102
28025,-4.5383
28027,-5.6283
28029,-2.9424
28031,-2.1590
28033,-1.9212
28035,-4.4379
28037,-6.0039
28039,-4.0611
28041,-4.0144
28043,-5.6265
28045,-4.7181
28047,-2.5439
28049,-2.8264
28051,-5.4136
28053,-5.4234
28057,-4.9634
28059,-4.0914
28061,-2.7937
28063,-2.7135
28065,-3.5698
28067,-3.0362
28069,-4.4624
28071,-1.9534
28073,-2.5755
28075,-4.6896
28077,-3.9159
28079,-2.5409
28081,-3.9804
28083,-5.6632
28085,-3.6653
28087,-4.4776
28089,-1.7936
28091,-3.5178
28093,-3.1557
28095,-5.1015
28097,-3.7174
28099,-2.8620
28101,-3.5265
28103,-7.0845
28105,-2.9526
28107,-4.9741
28109,-3.4062
28111,-4.4224
28113,-3.7658
28115,-1.7603
28117,-4.5029
28119,-4.3016
28121,-2.2563
28123,-2.0767
28125,-6.6539
28127,-4.3487
28129,-4.3280
28131,-5.5106
28133,-4.6029
28135,-5.9186
28137,-3.6196
28139,-4.5511
28141,-0.5775
28143,-3.4070
28145,-1.6044
28147,-2.0119
28149,-3.0141
28151,-5.5268
28153,-3.8674
28155,-5.5120
28157,-4.3569
28159,-4.6007
28161,-4.7086
28163,-5.8015
29001,2.0478
29003,-2.4879
29007,-5.2679
29009,-5.1969
29011,-9.0590
29019,-4.4822
29021,-4.2336
29023,-2.9193
29025,-1.0392
29027,-0.1218
29029,1.4097
29031,-5.0240
29033,-3.1054
29037,-0.4256
29041,-4.3464
29043,-0.6477
29047,-1.8321
29049,1.9419
29051,-3.7798
29053,-3.8965
29055,1.9214
29057,1.9214
29061,3.6020
29063,1.1497
29069,-5.5272
29071,-0.1524
29075,-8.0083
29077,-3.9918
29079,1.9214
29083,-8.4072
29089,-3.2121
29091,2.1530
29093,-6.2003
29095,-3.4874
29097,-3.5479
29099,-3.3813
29101,0.1340
29105,0.8223
29107,-1.0702
29111,-2.5853
29113,-2.3318
29115,-2.4128
29117,-9.0515
29121,-3.2458
29125,-4.7524
29127,-4.6457
29133,-7.0223
29137,-4.5879
29139,1.6626
29141,0.2392
29143,-4.8913
29145,-0.5373
29147,0.1749
29151,2.0297
29155,-7.2210
29159,-3.8736
29161,-0.1693
29163,0.2403
29165,-0.9998
29169,-0.4958
29175,-6.0994
29177,0.7428
29179,-3.5688
29183,-0.8405
29185,0.4276
29186,-2.7670
29187,-0.1697
29189,-2.8155
29195,-4.2889
29201,-5.0304
29207,-1.2007
29211,3.6020
29213,-4.0850
29215,-1.3028
29217,1.9214
29219,-7.9295
29221,-4.4056
29225,-4.3641
29229,0.4744
29510,-5.5690
30013,-0.4802
30023,-6.1719
30031,-0.5340
30041,-9.0590
30047,1.1902
30049,2.3353
30053,1.9214
30063,-3.6365
30077,1.7882
30087,-1.8097
30093,2.1651
30095,1.9214
30111,0.8172
31001,-2.3319
31003,-3.0518
31013,1.9214
31019,0.6189
31021,-8.3780
31023,-10.1692
31025,1.9214
31037,-15.4766
31039,1.7352
31043,1.9214
31047,1.8093
31055,-4.0112
31067,-9.0590
31079,-5.0169
31081,-4.5739
31089,3.8155
31093,-13.6417
31097,1.9677
31099,1.9093
31109,-3.9094
31119,1.4652
31121,-10.8104
31137,0.2008
31141,1.7352
31153,-0.5911
31157,-6.5756
31159,1.2881
31169,-9.0590
31173,-15.6177
31177,-7.1554
31185,1.4970
32001,-0.1068
32003,-2.2143
32005,1.9214
32007,-3.9990
32015,1.4097
32017,2.5139
32019,-0.8588
32023,0.4988
32031,-4.0238
32510,-5.9433
33001,2.4280
33005,1.5378
33007,-4.9442
33009,-0.9004
33011,-2.5189
33013,-3.5744
33015,1.1582
33017,-1.1874
33019,-7.9079
34001,-2.4596
34003,0.0669
34005,-0.2033
34007,-2.1908
34009,-2.7151
34011,-2.7913
34013,-2.4279
34015,-1.0096
34017,-2.8086
34019,2.3876
34021,-1.9787
34023,-0.4337
34025,-1.2178
34027,-0.1628
34029,-2.1421
34031,-2.4524
34033,-3.5300
34035,0.6513
34037,-1.5986
34039,-0.7958
34041,0.1789
35001,-1.8286
35005,0.5188
35007,-3.9962
35009,-2.6434
35013,-0.5593
35015,1.4334
35017,1.9214
35025,-6.0163
35028,4.4941
35029,-5.1868
35031,2.3410
35035,0.7138
35039,0.6390
35041,-7.2194
35043,0.6934
35045,-2.9995
35047,-1.8364
35049,1.7426
35051,2.0436
35053,1.3988
35057,-0.5846
35059,-1.1608
35061,-3.4920
36001,-3.2302
36003,-4.4121
36007,-2.6577
36009,-1.5846
36011,-4.2433
36013,-2.4343
36015,-1.8225
36017,-1.3949
36019,-1.8701
36021,-1.5275
36023,1.1115
36025,-2.2432
36027,-1.8052
36029,-4.2484
36031,1.9533
36033,-4.3221
36035,-3.8803
36037,-3.2489
36039,-0.4003
36043,-3.2158
36045,-1.1998
36049,0.3346
36051,-4.4870
36053,2.0422
36055,-3.6528
36057,-2.7196
36059,0.2608
36061,-2.2658
36063,-3.5253
36065,-4.3604
36067,-3.7647
36069,-2.7777
36071,-0.4267
36073,-5.9564
36075,-0.4909
36077,-1.4905
36079,1.0392
36083,-4.5522
36087,0.1817
36089,-1.0510
36091,-0.8668
36093,-2.4330
36095,-0.6750
36097,-3.4680
36099,1.3061
36101,-1.6410
36103,-0.3046
36105,-3.4990
36107,-0.8577
36109,-1.5757
36111,-2.3905
36113,-6.5245
36115,0.1906
36117,-3.9410
36119,-1.2361
36121,-7.6512
36123,-5.1341
37001,-4.1071
37003,-4.6708
37005,2.0668
37007,-3.8445
37009,1.9093
37013,-3.7111
37015,-5.4177
37017,-4.8217
37019,-2.9979
37021,-4.2744
37023,-2.7460
37025,-2.6817
37027,-6.0774
37029,-1.6214
37031,-4.4687
37033,-3.1639
37035,-3.1096
37037,-3.5623
37039,-1.3182
37041,-3.5138
37043,0.2541
37045,-4.3287
37047,-4.8639
37049,-3.6539
37051,-2.1001
37053,-1.2254
37055,-4.7216
37057,-4.6669
37059,-3.5348
37061,-3.7238
37063,-2.2192
37065,-3.3397
37067,-2.5685
37069,-1.7832
37071,-3.5877
37073,-3.5207
37077,-1.4978
37079,-3.1973
37081,-2.7353
37083,-3.2881
37085,-2.8297
37087,-1.1037
37089,-2.3431
37091,-4.2299
37093,-2.3267
37095,-5.4312
37097,-2.9064
37099,0.2892
37101,-1.9173
37103,-2.9374
37105,-3.8832
37107,-3.4077
37109,-4.4258
37111,-0.2821
37113,-9.0590
37115,-0.8138
37117,-3.9312
37119,-2.0287
37123,-2.8791
37125,-3.1022
37127,-3.2809
37129,-4.8527
37131,-2.6605
37133,-2.2011
37135,-2.6928
37137,-3.4904
37139,-2.9746
37141,-3.1819
37143,-6.4423
37145,-2.9352
37147,-3.4935
37149,-0.3756
37151,-3.0507
37153,-4.5403
37155,-4.3990
37157,-3.6931
37159,-2.9374
37161,-5.4469
37163,-3.0414
37165,-4.3743
37167,-3.2333
37169,-1.0061
37171,-3.9601
37173,-3.4068
37175,-8.1929
37177,-7.0247
37179,-1.5921
37181,-3.9589
37183,-1.3187
37185,-3.0500
37187,-5.0545
37189,0.0396
37191,-3.1573
37193,-3.5774
37195,-3.6165
37197,-2.3780
37199,-8.8991
38005,-8.3536
38015,2.0981
38017,-3.6843
38021,-7.9166
38035,-1.6828
38037,-10.0116
38045,-9.0590
38051,-19.5439
38057,-8.9720
38089,2.6735
38099,-9.0590
38101,0.2554
38103,1.9093
39003,-5.1531
39005,1.1964
39007,-3.8881
39009,-1.6123
39011,-7.0636
39013,-2.6423
39015,-3.1694
39017,-2.2149
39019,-5.1503
39021,-2.9635
39023,-3.5177
39025,-1.3450
39027,-1.6082
39029,-2.0405
39031,0.1345
39033,-0.6716
39035,-4.1785
39037,-1.0338
39039,-0.9846
39041,-0.3441
39043,-3.3555
39045,0.7041
39047,-2.2829
39049,-3.5161
39051,-2.2879
39053,-6.1785
39055,-3.3753
39057,-2.5263
39059,-4.5563
39061,-4.0188
39063,-2.9128
39065,-1.6424
39067,-4.0454
39069,1.0911
39071,-7.4010
39073,-0.2737
