id,m_grd
1600780,1.0692
1600930,0.9632
1600960,1.0726
1601020,1.0021
1601050,1.0259
1601080,0.9134
1601110,0.9021
1601140,0.8455
1601260,0.9739
1601470,0.8608
1601530,1.0232
1601570,0.8880
1601590,0.8696
1601620,1.1599
1601650,0.9349
1601710,1.1108
1601770,1.0323
1601800,1.0705
1601830,0.9568
1601860,1.0329
1601920,0.8366
1601950,1.0924
1601980,1.0081
1602030,1.0362
1602070,0.9988
1602100,1.0595
1602130,0.8410
1602190,0.9498
1602220,1.0855
1602250,1.0217
1602340,0.9565
1602370,0.7871
1602490,1.0658
1602520,0.8797
1602550,0.8745
1602580,0.7998
1602640,1.0339
1602670,0.9338
1602790,1.0295
1602850,0.9274
1602910,0.7806
1602940,1.2498
1602970,0.9292
1603000,1.0226
1603060,1.0381
1603090,1.0789
1603180,0.9999
1603240,0.8851
1603270,0.9436
1603300,1.0721
1603330,0.8255
1603360,0.7991
1603400,1.1425
1603420,1.1743
1700001,0.8439
1700002,0.8801
1700003,0.8108
1700004,0.8699
1700005,0.9054
1700007,0.8876
1700009,0.9545
1700010,0.7340
1700014,0.9937
1700041,1.0467
1700044,0.8340
1700045,0.9818
1700077,0.9700
1700092,0.7586
1700099,1.1665
1700106,1.0237
1700109,0.7690
1700110,0.8708
1700112,0.7488
1700113,0.8892
1700114,0.8713
1700115,0.6180
1700119,0.7995
1700123,0.7784
1700125,0.8723
1700126,0.8797
1700153,0.5990
1700217,0.7252
1700222,1.1561
1700223,0.7707
1700310,0.6741
1700314,0.6485
1700319,0.7229
1700320,0.8341
1700321,0.7852
1700324,0.7816
1700326,0.8971
1700332,0.7852
1701385,1.1253
1701387,0.9821
1701395,0.8274
1701403,0.7464
1703090,0.6209
1703150,0.9667
1703480,1.1263
1703510,0.8996
1703600,0.8566
1703690,0.8146
1703750,0.9459
1703840,0.8687
1703900,1.0652
1703930,0.8063
1703960,0.9839
1703990,0.6864
1704050,0.9971
1704140,0.9435
1704260,0.7225
1704380,0.8505
1704470,0.7048
1704560,0.9936
1704620,0.7159
1704680,1.0306
1704710,0.8667
1704740,0.9660
1704800,1.2445
1704920,0.7881
1705050,0.8963
1705220,0.8600
1705310,0.8907
1705430,0.8467
1705466,0.6632
1705580,0.9143
1705610,0.7468
1705760,0.9286
1705790,0.8963
1705880,0.8772
1705910,0.9165
1705950,0.8478
1706000,0.9137
1706060,1.0989
1706090,0.8446
1706120,0.7983
1706270,0.8086
1706390,1.0010
1706450,0.9859
1706480,0.7311
1706510,0.9047
1706750,0.9048
1706930,0.8287
1707010,0.9612
1707170,1.0345
1707200,0.9862
1707290,1.1180
1707320,0.8125
1707650,0.9965
1707770,0.8684
1707830,1.1071
1707950,1.0034
1707980,1.1856
1708010,0.7923
1708040,0.7793
1708100,0.9624
1708130,1.0269
1708220,0.9609
1708250,0.9287
1708280,0.9158
1708340,0.8627
1708430,0.8639
1708460,0.7271
1708500,0.8796
1708550,1.0000
1708610,0.9984
1708640,0.8863
1708730,1.0420
1708790,0.9522
1708970,0.9929
1709100,0.9767
1709150,1.0503
1709170,0.6995
1709210,0.8892
1709270,0.6842
1709330,0.8697
1709400,0.6732
1709420,0.7170
1709510,0.8960
1709540,0.9461
1709600,0.8569
1709810,0.9599
1709930,1.1399
1709960,0.9557
1709990,0.9136
1710200,0.9698
1710380,1.0236
1710410,0.8340
1710440,0.6431
1710470,0.9530
1710530,0.8377
1710570,1.0789
1710650,0.8244
1710690,0.7213
1710740,0.9358
1710790,0.8915
1710800,0.8625
1710820,0.7616
1710950,0.7142
1711010,1.0341
1711250,0.8862
1711290,0.9891
1711350,1.0201
1711400,0.7992
1711610,0.8687
1711790,0.8858
1711850,0.7408
1711880,0.8952
1711980,1.0412
1712000,0.8491
1712090,0.6472
1712120,0.9196
1712210,1.0433
1712330,0.8336
1712420,0.7767
1712450,0.8482
1712540,0.9344
1712700,0.8968
1712720,0.8106
1712760,0.8596
1712810,0.7950
1712840,0.7754
1712960,0.8305
1713050,0.9998
1713140,1.0513
1713170,0.7666
1713240,0.7339
1713260,1.0588
1713290,0.7573
1713320,0.4122
1713440,1.1011
1713500,0.9404
1713530,0.9220
1713560,0.9140
1713660,0.7818
1713710,1.0101
1713770,0.7815
1713920,0.6617
1713970,0.9253
1714050,0.9201
1714100,1.1137
1714160,1.0994
1714220,0.6801
1714250,1.0147
1714350,1.1230
1714430,0.9252
1714460,1.0238
1714550,0.8251
1714710,0.8714
1714820,0.8938
1715100,0.5967
1715180,0.9816
1715400,0.6801
1715420,0.7954
1715450,0.8666
1715480,0.8066
1715490,0.7355
1715630,0.9315
1715660,0.9732
1715700,1.0409
1715780,0.9534
1715820,1.0172
1715880,0.9008
1715900,0.5956
1715930,1.0358
1716050,1.0826
1716080,0.7424
1716140,0.8068
1716290,0.6841
1716350,0.8844
1716380,0.9603
1716410,0.8799
1716560,0.9757
1716680,1.0939
1716800,1.0274
1716860,1.0819
1716920,0.9018
1716950,0.7347
1717040,0.8974
1717160,0.9763
1717280,0.6689
1717310,0.8596
1717370,0.7456
1717520,1.0030
1717730,0.9741
1717800,0.8270
1717850,1.2205
1718060,0.9030
1718200,0.8132
1718240,0.8681
1718270,0.7998
1718360,0.8427
1718420,1.0466
1718450,0.8989
1718480,0.7819
1718510,0.8766
1718570,1.0317
1718600,0.4768
1718810,0.8603
1718840,1.0813
1718870,0.7535
1718960,0.9458
1718990,1.0027
1719110,1.0764
1719200,1.0350
1719230,0.8998
1719260,0.9603
1719290,0.9795
1719500,1.0797
1719530,0.9072
1719660,0.6960
1719680,1.1167
1719830,1.0418
1719960,1.0099
1719970,0.9691
1720170,0.9314
1720180,0.7620
1720220,0.9928
1720280,0.7620
1720380,0.8753
1720430,0.7717
1720490,0.9279
1720550,0.7866
1720580,1.0283
1720640,0.9670
1720760,0.7682
1720880,0.9993
1720970,1.1479
1721000,0.9237
1721030,1.1103
1721180,0.9021
1721270,0.9496
1721300,0.8036
1721390,0.8065
1721420,0.7585
1721450,0.8182
1721600,0.9765
1721630,0.9301
1721720,0.8940
1721750,0.8941
1721870,0.9333
1721900,0.8864
1722020,0.8947
1722050,0.7988
1722080,0.6637
1722130,0.8243
1722150,0.7000
1722300,1.0149
1722530,0.9175
1722620,1.0062
1722710,0.8753
1722770,0.8569
1722800,0.9115
1722980,0.8166
1723090,1.0596
1723100,1.0575
1723200,0.8508
1723250,0.8770
1723460,0.8533
1723730,1.1227
1723850,0.8354
1723920,0.8424
1723970,0.8083
1724000,1.0801
1724060,0.8335
1724270,0.9443
1724330,0.8693
1724390,0.8037
1724420,1.0972
1724480,0.9072
1724600,0.7838
1724650,0.8644
1724720,0.7240
1724750,0.9456
1724780,0.9329
1724870,0.9404
1724940,1.0071
1725000,0.8258
1725020,0.6572
1725050,0.8076
1725110,0.9377
1725190,0.7370
1725290,0.9627
1725500,1.0891
1725590,0.6361
1725620,1.0533
1725690,0.8338
1725740,0.8410
1725920,0.9866
1725950,0.8290
1726100,0.9858
1726190,0.9863
1726310,0.8620
1726370,0.9997
1726400,0.7594
1726430,0.6677
1726550,0.9079
1726610,0.9112
1726710,0.9541
1726800,0.7512
1726820,0.9502
1726850,1.1126
1726970,0.7069
1727180,0.7243
1727210,0.9175
1727300,0.9176
1727340,0.9232
1727390,0.8199
1727540,0.8994
1727610,0.7697
1727710,1.0629
1727720,1.0121
1727840,0.6569
1727960,0.7718
1727990,0.7997
1728140,0.9535
1728500,1.1838
1728560,1.0886
1728620,0.8156
1728650,1.0771
1728700,0.8312
1728810,0.9537
1728890,0.9571
1728920,0.6963
1728980,0.9328
1729040,0.7751
1729100,0.6745
1729130,1.0219
1729190,1.0385
1729250,0.9563
1729420,0.8671
1729670,1.0439
1729760,0.9108
1729890,0.7478
1729940,0.8311
1730160,0.9177
1730200,0.9427
1730220,0.8116
1730270,0.8563
1730300,0.9413
1730420,1.0002
1730510,1.0906
1730570,1.0061
1730600,0.9873
1730630,0.7730
1730750,0.9032
1730780,1.0187
1730810,0.7912
1730840,0.9920
1730930,0.7455
1731050,1.0242
1731080,0.7106
1731200,1.0242
1731230,0.7457
1731270,0.9407
1731290,1.0235
1731380,0.8966
1731410,0.7177
1731500,0.9116
1731710,0.9044
1731740,1.0618
1731770,1.0193
1731920,0.7578
1731950,0.9224
1732040,1.0588
1732100,0.8406
1732160,0.8740
1732190,0.9120
1732280,0.8338
1732370,0.8580
1732520,1.0953
1732550,1.1256
1732670,0.7999
1732770,1.0549
1732830,0.8781
1732850,1.0426
1732960,0.4875
1732970,0.9787
1733000,0.8236
1733210,0.8306
1733300,0.7955
1733380,0.9381
1733390,0.9999
1733450,0.8289
1733690,0.7534
1733810,0.9384
1733840,1.1346
1733870,1.0579
1733930,0.9519
1733950,1.0718
1733990,0.8619
1734100,0.7942
1734140,0.8755
1734230,1.0409
1734260,0.7928
1734320,0.9013
1734350,0.8897
1734410,0.8848
1734440,0.6608
1734510,0.8890
1734540,1.0470
1734710,1.1403
1734740,1.1464
1734990,0.9400
1735010,0.8713
1735160,0.9357
1735220,0.9321
1735340,0.8504
1735370,0.8389
1735400,0.9176
1735460,0.7816
1735640,0.8855
1735820,0.8417
1735940,0.5673
1735970,0.9984
1736090,1.0034
1736180,0.9392
1736210,0.9820
1736300,0.8503
1736360,0.8454
1736450,0.9628
1736480,0.9971
1736510,1.1709
1736570,0.9673
1736600,0.8856
1736720,0.9246
1736750,0.8827
1736810,0.9995
1736900,0.8781
1737050,0.8600
1737080,0.9146
1737170,0.9877
1737320,0.7370
1737350,0.7851
1737380,0.9907
1737490,0.9021
1737590,0.7953
1737680,0.8612
1737860,0.8822
1737980,0.8853
1738130,0.7180
1738220,0.8386
1738370,0.9316
1738400,1.0967
1738460,0.9085
1738700,0.8652
1738760,0.9131
1739030,0.8343
1739090,0.6688
1739120,0.8464
1739390,0.7374
1739420,0.7408
1739450,0.8053
1739510,0.9073
1739600,0.9172
1739780,1.1659
1739930,1.1615
1739960,0.7208
1740070,0.9869
1740080,1.0121
1740140,0.9114
1740260,0.9080
1740320,0.5748
1740350,0.9129
1740470,0.9043
1740500,1.1306
1740830,0.4558
1741010,0.7899
1741040,1.0035
1741070,1.0315
1741190,0.8919
1741250,0.8531
1741360,1.0423
1741520,1.1003
1741550,1.1538
1741580,0.7685
1741690,0.9828
1741700,0.9368
1741750,0.7697
1741790,0.8933
1741820,1.0846
1741980,0.8352
1742060,1.0289
1742180,0.9575
1742210,1.0544
1742240,0.8083
1742300,0.9564
1742310,0.7218
1742480,0.9088
1742570,0.7777
1742600,1.0791
1742630,0.7471
1742660,0.8367
1742790,0.7638
1742840,1.1819
1742900,0.7574
1742960,0.9167
1743020,0.9461
1743050,0.7094
1743110,1.0055
1743330,0.9462
1743380,0.8897
1743800,0.9209
1743860,0.9329
1743960,0.8471
1743962,0.8089
1800008,0.8155
1800030,0.9345
1800060,0.8946
1800120,0.8766
1800150,0.8299
1800180,1.0667
1800210,0.8289
1800240,0.8538
1800270,0.9469
1800330,1.0933
1800360,1.0327
1800390,1.0007
1800420,1.0858
1800450,0.9234
1800480,0.8138
1800570,1.1247
1800600,0.9465
1800630,1.1198
1800660,0.8661
1800690,1.0080
1800720,0.8294
1800750,0.8341
1800840,0.8420
1800900,1.0590
1800960,0.9988
1801020,1.1625
1801050,0.8910
1801060,0.8342
1801200,1.0462
1801290,0.7599
1801410,0.7042
1801440,0.9984
1801560,0.9918
1801590,0.9597
1801710,0.8402
1801740,0.9835
1801770,0.9648
1801890,0.9602
1801920,0.8799
1802040,0.9767
1802130,0.9491
1802160,0.8521
1802190,0.9010
1802220,0.9972
1802280,0.9697
1802400,0.9662
1802430,1.0384
1802440,1.0488
1802460,0.9541
1802490,0.9418
1802520,0.7914
1802550,1.0261
1802610,0.8240
1802640,0.8000
1802660,0.9440
1802700,0.9032
1802800,0.9594
1802830,1.0282
1802850,0.9568
1802880,0.5971
1802910,0.9151
1802940,0.8528
1802970,0.8963
1803000,0.9503
1803030,1.0502
1803060,0.9708
1803090,1.1580
1803120,1.0480
1803150,0.7938
1803180,0.7858
1803210,0.8038
1803240,0.7250
1803270,1.1055
1803300,0.8976
1803450,0.9189
1803480,0.9920
1803510,1.0626
1803570,1.0190
1803630,0.8891
1803660,0.9244
1803690,0.9612
1803700,0.9572
1803720,0.9753
1803750,0.9964
1803780,1.0153
1803810,0.9151
1803840,0.9392
1803870,0.6249
1803930,1.0428
1803940,0.8530
1803960,1.1009
1803990,0.9295
1804050,1.0137
1804080,0.8174
1804110,1.0663
1804140,0.8450
1804170,0.8875
1804260,0.9452
1804320,0.8732
1804350,0.9077
1804470,1.0326
1804500,0.8292
1804560,1.0104
1804590,0.9143
1804620,0.7848
1804710,1.0561
1804770,0.8193
1804800,0.8437
1804980,1.0370
1805190,0.8840
1805280,0.9227
1805340,0.8182
1805370,0.7180
1805400,0.8283
1805450,0.8622
1805460,0.8760
1805520,0.9076
1805550,0.8522
1805580,0.8283
1805670,1.0701
1805700,1.0078
1805790,0.8464
1805880,1.0924
1805910,0.9719
1806030,0.9351
1806060,0.8633
1806080,1.0803
1806090,0.9202
1806120,0.7423
1806240,0.8841
1806270,0.8504
1806390,0.8697
1806480,0.8677
1806510,0.8594
1806570,0.8942
1806600,1.1377
1806630,0.9188
1806660,0.9304
1806840,0.8181
1806870,0.7940
1806900,0.8822
1807020,0.9551
1807080,0.9957
1807110,0.8613
1807140,0.9945
1807230,1.0014
1807260,0.8786
1807290,0.9578
1807320,0.8402
1807350,1.0102
1807380,0.8812
1807410,1.0218
1807440,0.9275
1807470,0.7148
1807560,0.8337
1807620,0.8476
1807650,0.9489
1807680,0.9350
1807710,0.9596
1807770,1.0059
1807800,0.9667
1807830,0.8466
1807860,0.8353
1807890,0.8981
1807900,0.8829
1807920,0.9032
1807950,0.9933
1807980,0.8959
1808010,0.9737
1808040,0.7528
1808070,1.0263
1808100,0.8018
1808120,1.0749
1808130,0.9206
1808160,0.7918
1808190,0.9633
1808220,0.9484
1808250,0.9808
1808280,1.0284
1808310,0.9928
1808340,0.9603
1808460,0.7149
1808490,0.8196
1808640,0.8766
1808760,1.1132
1808820,0.8868
1808850,1.0278
1808900,0.8112
1808910,0.8354
1808940,0.8260
1808970,0.9432
1809000,0.7368
1809060,0.8390
1809120,0.9104
1809150,0.8446
1809180,0.8147
1809300,1.0140
1809360,0.7886
1809370,0.9909
1809420,0.9855
1809480,1.0039
1809510,0.9194
1809600,0.7803
1809630,0.9138
1809690,0.8269
1809720,0.8844
1809750,0.9723
1809810,0.9444
1809840,1.0105
1809990,1.0299
1810020,1.0248
1810080,0.8310
1810110,0.8972
1810140,1.0092
1810170,0.8171
1810230,0.8797
1810260,1.1101
1810290,0.9713
1810350,0.9911
1810360,0.9521
1810380,0.8799
1810410,0.8551
1810440,0.9788
1810450,0.9504
1810470,0.7853
1810500,0.9681
1810530,1.1421
1810560,0.9822
1810590,1.1101
1810620,0.9698
1810640,0.9150
1810650,1.0688
1810680,0.8880
1810710,1.0586
1810740,0.7999
1810770,0.8468
1810800,0.7109
1810830,1.1153
1810860,1.1332
1810870,1.1097
1810900,0.6658
1810920,1.1458
1810950,0.9834
1810980,0.8012
1811100,0.9570
1811190,0.9370
1811220,0.9360
1811250,0.9433
1811260,1.0318
1811340,0.9715
1811370,0.8494
1811400,0.8623
1811430,0.8848
1811460,0.9840
1811490,0.9344
1811580,0.9447
1811610,0.9991
1811700,0.9594
1811910,0.7974
1811970,0.8719
1812090,0.8868
1812120,0.9348
1812150,0.8662
1812180,0.7823
1812240,1.1246
1812360,0.7992
1812390,1.0235
1812420,0.9863
1812450,0.8486
1812720,0.8563
1812810,0.8887
1812870,1.0708
1812880,0.9039
1812900,1.0021
1812930,0.8192
1812990,1.0791
1813050,0.8090
1813080,0.9543
1813110,1.0361
1813200,0.9681
1813230,0.8590
1900006,0.7659
1900009,0.9525
1900015,1.0514
1900021,0.7924
1900022,0.8826
1900023,0.8507
1900025,0.9294
1900026,1.0480
1900027,1.0136
1900028,0.8668
1900040,1.0535
1900060,0.9371
1903060,1.0805
1903150,1.1097
1903220,0.9378
1903270,1.0037
1903300,0.8561
1903360,0.9527
1903390,0.9167
1903450,0.8543
1903540,1.1655
1903570,0.9445
1903690,1.0943
1903750,0.8748
1903930,1.1528
1903960,1.0682
1904080,1.1344
1904200,1.0691
1904440,1.1165
1904560,0.9254
1904620,0.9148
1904650,0.9387
1904680,0.9590
1904830,1.0661
1904860,0.8570
1904950,0.9906
1905070,1.0258
1905130,0.8293
1905190,1.0866
1905430,1.2144
1905490,0.9413
1905790,0.7422
1906000,0.9031
1906060,0.7698
1906240,0.7225
1906270,1.0963
1906330,1.1050
1906510,1.0072
1906540,0.9431
1906660,1.1397
1906750,0.9798
1906810,0.9344
1906900,0.8826
1906930,0.9943
1906960,0.9023
1907050,0.8138
1907080,0.9198
1907170,0.9849
1907350,1.0949
1907380,0.9574
1907410,0.9457
1907590,0.9725
1907620,1.0943
1907710,0.7741
1907860,0.9083
1907980,0.8902
1908220,0.8636
1908310,1.0254
1908520,0.9715
1908550,1.0559
1908580,0.8402
1908610,0.9165
1908730,1.2002
1908910,1.0531
1908940,1.2128
1908970,0.8792
1909120,0.8750
1909480,0.8965
1909570,0.8877
1909600,0.8617
1909990,0.8700
1910050,1.0866
1910110,0.9853
1910500,0.7966
1910950,0.9997
1911070,0.8699
1911340,0.9518
1911790,0.8320
1911820,0.8202
1911850,0.8209
1912330,0.8397
1912480,0.8982
1912510,1.0496
1912660,1.0620
1912690,1.0504
1913110,0.9197
1913200,0.9765
1913290,1.1056
1913320,1.0934
1913350,0.9286
1913470,0.9938
1913500,1.0505
1913660,0.9709
1914010,1.0161
1914160,1.0492
1914280,1.0488
1914340,1.0189
1914370,0.9094
1914580,0.9500
1914640,1.1973
1914670,0.9733
1914700,1.1067
1914730,0.9566
1914850,0.9265
1914880,1.1114
1915210,0.8399
1915330,1.0791
1915450,1.1398
1915630,0.7925
1915840,1.0170
1916110,0.9428
1916440,0.9487
1916530,1.1455
1916680,1.0033
1917100,0.8687
1917220,0.9344
1917250,1.0161
1917460,0.8333
1917550,0.7854
1917820,0.8507
1918030,1.0585
1918120,1.0867
1918180,0.9501
1918330,1.0068
1918510,0.8653
1918540,0.8946
1918690,1.0363
1918720,0.9347
1918750,1.0154
1918780,0.9317
1918840,0.8702
1918930,0.9405
1919140,1.0288
1919440,0.8137
1919590,0.8248
1919650,0.8683
1919860,0.9407
1919890,0.9525
1920040,0.9932
1920130,0.6281
1920190,0.9372
1920250,0.9970
1920340,0.9567
1920460,0.9986
1920610,0.9759
1920820,0.8833
1920850,0.8519
1920910,1.1150
1920940,0.9061
1921000,0.8418
1921090,1.0863
1921240,1.1932
1921630,0.8860
1921660,1.0495
1921840,0.8854
1921870,0.8279
1922110,0.9676
1922440,0.8157
1922470,0.9701
1922530,1.0212
1923110,1.0961
1923160,0.8018
1923190,0.9894
1923340,0.8902
1924000,0.9387
1924660,0.9920
1924720,0.9129
1924870,0.8646
1924960,0.9060
1925200,0.9635
1925320,0.9349
1925590,0.7978
1925920,0.7608
1925980,0.9869
1926070,0.9742
1926280,1.0042
1926370,0.9529
1926400,0.9553
1926580,1.0451
1926640,0.9537
1926730,0.9142
1926820,0.9286
1926850,0.8723
1926910,1.0211
1927000,0.9514
1927270,0.8043
1927390,0.9196
1927500,1.0930
1927600,1.0654
1927870,0.9836
1927960,1.0158
1927990,1.0392
1928050,0.9731
1928230,0.7960
1928680,0.9520
1928980,0.9168
1929010,1.1294
1929310,1.0408
1929490,0.9835
1929580,0.9095
1929730,0.9352
1929760,0.9551
1930240,1.0413
1930480,1.0260
1930510,1.0394
1930540,0.9635
1930630,0.9812
1930750,0.9034
1930780,0.8449
1930900,1.0213
1930930,1.0796
1930990,1.1719
1931020,0.8322
1931080,1.0346
1931110,0.9198
1931290,0.8563
1931350,1.1170
1931470,0.9790
1931680,0.8794
1931800,0.8186
1931860,1.1288
1931950,0.9402
1932010,0.9231
1999017,0.9365
1999019,0.7612
2000001,0.9504
2000002,0.8845
2000003,0.7281
2000004,0.8406
2000006,1.1734
2000014,0.8999
2000015,0.8045
2000016,0.8515
2000017,1.0129
2000350,0.9065
2000351,0.6895
2003180,0.9744
2003200,0.8942
2003300,0.8978
2003360,1.1145
2003390,0.8098
2003450,0.9277
2003480,1.0875
2003540,1.0158
2003630,0.7223
2003720,0.9167
2003780,0.7735
2003810,0.6489
2003870,0.9226
2003900,0.9263
2003960,0.7204
2004050,0.8127
2004200,0.8484
2004290,1.0602
2004410,0.6700
2004560,0.9792
2004590,0.9483
2004620,0.7478
2004670,0.7954
2004710,0.7949
2004740,0.9237
2004800,1.0721
2004890,0.7511
2004920,0.8758
2004980,0.8817
2005010,1.0147
2005070,0.8282
2005100,0.8588
2005280,1.0251
2005460,0.8788
2005490,1.0923
2005580,0.7385
2005610,0.8506
2005640,0.5741
2005700,0.8058
2005730,0.6569
2005800,0.9112
2005870,0.5770
2005940,0.9164
2006060,0.9483
2006090,0.9587
2006120,0.7034
2006180,1.0181
2006240,1.1114
2006270,0.7384
2006300,0.9797
2006330,1.0653
2006360,0.9031
2006390,0.8167
2006420,0.9355
2006450,0.7224
2006480,0.8517
2006540,1.0026
2006580,1.0195
2006660,0.9813
2006840,0.8267
2006960,0.7559
2007020,0.8637
2007050,0.7838
2007170,1.0927
2007290,0.8794
2007320,0.7032
2007350,0.9410
2007380,1.0432
2007470,0.8840
2007560,0.5803
2007590,0.8250
2007620,0.8763
2007650,1.0601
2007740,0.7817
2007750,1.0055
2007890,0.6610
2007950,0.7732
2007970,0.7810
2008070,0.9137
2008190,0.8456
2008250,0.8459
2008280,0.9557
2008340,1.1417
2008370,0.7576
2008400,0.9294
2008430,0.8795
2008730,0.7996
2008970,1.0618
2009030,0.6941
2009140,0.9211
2009180,1.0518
2009240,1.0305
2009320,0.7746
2009360,0.8909
2009390,0.6353
2009510,0.8742
2009570,0.9542
2009840,1.0105
2009900,0.9037
2009960,0.6951
2009990,0.7032
2010020,0.8180
2010140,0.9416
2010230,1.0454
2010260,0.8762
2010320,0.6489
2010410,0.8030
2010500,1.0439
2010560,0.8772
2010620,0.8646
2010650,0.6392
2010680,0.8402
2010710,0.9105
2010800,1.2188
2010890,0.6871
2011080,0.9306
2011100,0.9603
2011130,0.8080
2011250,1.1189
2011310,0.6673
2011370,0.8911
2011490,1.0356
2011550,0.8308
2011640,0.9648
2011700,1.0905
2011850,1.1403
2012000,1.0339
2012030,1.0401
2012150,0.9422
2012180,1.0181
2012210,0.9295
2012260,0.8090
2012300,0.9062
2012360,0.7112
2012420,0.9588
2012510,1.0014
2012810,0.8835
2012840,0.9503
2012870,0.8656
2012990,0.7818
2013050,1.0977
2100030,0.8876
2100070,1.0478
2100081,0.7937
2100090,1.2527
2100120,0.8228
2100150,0.9989
2100210,1.0236
2100240,1.1657
2100270,0.9465
2100300,0.8887
2100330,0.9646
2100360,0.9980
2100390,0.7748
2100420,0.6503
2100480,0.8915
2100510,0.9124
2100540,0.8166
2100570,0.9684
2100620,0.8515
2100630,1.0465
2100660,0.9223
2100690,0.6688
2100720,0.8550
2100750,0.9040
2100810,0.8641
2100840,1.0152
2100870,0.9220
2100900,0.9102
2100930,0.9384
2100960,0.8937
2100990,0.8664
2101020,1.0256
2101050,0.9641
2101110,0.8218
2101150,0.7457
2101200,0.9254
2101230,0.7744
2101260,0.7873
2101320,1.1236
2101350,0.5931
2101380,0.8623
2101410,1.1170
2101440,0.6624
2101470,0.8562
2101500,1.2139
2101530,1.0160
2101590,1.0391
2101620,1.0791
2101650,1.0068
2101680,0.9778
2101710,1.0218
2101740,0.7342
2101760,0.8596
2101800,0.7722
2101860,0.8256
2101920,1.0067
2101950,0.8579
2101980,0.8977
2102010,0.8323
2102040,1.0024
2102100,0.7964
2102130,0.7203
2102160,0.7478
2102220,0.9478
2102250,0.8573
2102280,0.7796
2102300,0.8597
2102340,0.7507
2102400,0.8764
2102460,0.9005
2102490,0.9116
2102520,0.9805
2102540,1.0695
2102580,0.8148
2102640,0.9050
2102670,1.1985
2102710,0.8549
2102760,0.8066
2102790,1.0253
2102860,0.9435
2102940,0.5864
2102990,0.8582
2103030,0.8880
2103060,0.9175
2103090,0.9317
2103120,0.9548
2103150,0.8692
2103180,1.0130
2103210,0.9653
2103240,0.7514
2103270,0.9553
2103330,0.9604
2103360,1.1357
2103390,0.8507
2103480,0.9282
2103510,0.8719
2103540,1.0067
2103630,0.9977
2103690,1.1587
2103720,0.9033
2103750,0.7518
2103780,0.8079
2103810,0.8833
2103840,0.8622
2103870,0.8931
2103900,0.9020
2103960,0.9777
2103990,0.7919
2104020,0.9029
2104050,1.0048
2104080,0.8462
2104110,0.9591
2104140,0.9458
2104170,0.7199
2104200,0.3522
2104250,1.0312
2104260,0.7415
2104290,0.7476
2104380,1.1919
2104410,0.9671
2104440,0.8846
2104470,0.8067
2104500,1.0015
2104530,1.0257
2104560,0.9334
2104590,0.6140
2104620,0.6575
2104650,0.8061
2104680,1.1621
2104710,0.7721
2104740,0.7610
2104770,0.8446
2104800,0.7882
2104830,0.9639
2104890,0.8328
2104950,0.8493
2104980,0.8670
2105070,0.7479
2105100,0.9728
2105130,1.0148
2105160,0.7479
2105190,0.8729
2105220,0.8136
2105260,0.8102
2105320,0.7892
2105400,0.8807
2105430,1.0037
2105490,1.0184
2105520,1.0065
2105550,0.8359
2105580,0.7799
2105610,0.8624
2105640,0.7216
2105700,0.9298
2105730,1.0255
2105760,0.8230
2105790,0.5954
2105820,0.9180
2105880,0.9550
2105910,0.8391
2105940,0.8653
2105970,0.9129
2106000,0.8720
2200022,0.8062
2200030,0.9239
2200039,0.9221
2200040,0.7965
2200060,0.8265
2200090,1.0463
2200120,0.9876
2200125,0.9323
2200150,0.7719
2200180,0.7256
2200210,0.9975
2200240,0.5704
2200270,0.9081
2200300,0.8738
2200330,0.7983
2200360,0.8859
2200390,0.8258
2200420,0.7211
2200450,0.8037
2200480,0.8939
2200510,1.1419
2200540,0.9372
2200570,0.8034
2200600,0.9586
2200630,0.8658
2200660,0.9079
2200690,0.9047
2200720,0.8631
2200750,0.7892
2200780,0.7790
2200810,0.7056
2200840,0.9021
2200870,0.9377
2200900,1.0085
2200960,0.9378
2200990,0.9857
2201020,0.9099
2201050,0.7514
2201080,0.6318
2201110,0.7856
2201140,1.0651
2201170,1.0693
2201200,0.8325
2201230,0.8718
2201260,0.8440
2201290,0.8113
2201320,0.7621
2201350,0.9159
2201380,0.8631
2201410,0.8538
2201440,1.0342
2201470,0.9537
2201500,0.8009
2201530,0.9550
2201560,0.8856
2201590,0.8168
2201620,0.8320
2201650,0.8910
2201680,0.9194
2201710,0.8034
2201740,0.8404
2201770,1.0655
2201800,0.9235
2201830,0.9382
2201860,0.8776
2201890,0.9307
2201920,0.9905
2201950,0.9476
2201980,0.8508
2202010,0.9798
2302610,0.8707
2302640,0.8937
2302820,0.9658
2302850,0.9719
2303150,0.8397
2303290,1.0001
2303510,1.0989
2303780,1.1643
2303930,1.0730
2305500,0.9904
2305670,1.0510
2306000,0.8556
2306060,1.0323
2306160,1.1070
2306510,0.8166
2307140,0.9768
2307320,0.8529
2307530,0.9682
2307710,0.7879
2307800,0.8465
2308280,0.6736
2309330,1.1106
2309930,1.0475
2310380,0.9172
2310500,0.8509
2310530,1.0451
2310590,0.9222
2310710,1.0314
2310770,0.8270
2310860,0.7036
2310890,0.8109
2310950,1.0676
2310980,0.9564
2311100,0.8614
2311130,1.0806
2311160,0.8560
2311370,0.9177
2311430,0.8859
2311520,0.7715
2311550,0.9122
2311580,0.7208
2311670,0.8013
2311730,0.7560
2311790,0.8265
2311880,1.0653
2312330,0.8432
2313110,1.0959
