id,f_avg
0623970,-0.5346
0624000,0.1930
0624030,0.2443
0624090,-1.1111
0624180,0.6075
0624230,-1.7407
0624300,-0.4757
0624360,0.3309
0624390,-1.2196
0624480,-0.1012
0624500,0.9533
0624540,-0.1189
0624570,2.7474
0624600,-1.3461
0624720,0.2193
0624750,-0.3274
0624870,2.0123
0624900,1.0701
0625130,-1.5748
0625190,-1.0034
0625230,-2.2905
0625320,-0.1613
0625350,-1.3969
0625470,-1.5733
0625500,2.7486
0625530,-1.0271
0625690,0.5371
0625740,2.3536
0625770,1.2675
0625800,-1.4857
0625830,-0.1320
0625860,-0.6544
0625980,-0.1226
0626040,-0.1515
0626100,-0.8696
0626190,-1.5711
0626220,-0.4586
0626280,0.6578
0626370,-0.1293
0626400,-1.2580
0626490,-0.6946
0626640,-0.5762
0626670,-0.8104
0626760,-1.8286
0626820,-0.0660
0626910,-0.3985
0627030,-1.0391
0627060,-0.5713
0627120,1.0031
0627180,1.5213
0627200,-1.3727
0627240,0.1884
0627450,0.2530
0627480,0.2472
0627590,-1.7918
0627690,-0.6522
0627720,0.5212
0627780,-1.0807
0627810,-0.2014
0627840,0.6939
0627850,1.8828
0627900,-0.6235
0627930,0.2596
0628050,-1.1876
0628080,-0.7286
0628140,0.5862
0628170,-1.5800
0628250,-0.5430
0628270,-0.1799
0628320,-0.2816
0628470,-1.2098
0628530,-2.5165
0628650,-0.0053
0628680,-0.5555
0628710,-0.2149
0628860,2.7876
0628950,-1.2350
0629100,-1.4824
0629220,-1.7721
0629270,1.6871
0629280,-0.7759
0629370,0.9511
0629400,-1.1504
0629430,-0.5124
0629490,-1.5252
0629540,-1.2984
0629550,-1.2331
0629580,-1.5272
0629610,2.9683
0629640,-2.0451
0629670,-0.9138
0629700,2.1993
0629820,-1.0277
0629850,-1.0596
0629910,-2.2175
0629940,-0.8195
0630030,-1.2665
0630180,-1.3947
0630230,0.1120
0630250,0.0804
0630330,2.6865
0630360,-0.9116
0630450,-0.7616
0630480,0.1171
0630510,0.1226
0630600,-1.3813
0630630,-2.3621
0630660,0.8522
0630720,0.5922
0630780,0.0968
0630840,-1.5347
0630930,0.2969
0630960,-0.1481
0630990,0.4547
0631050,-1.9991
0631170,-0.1749
0631180,-0.1432
0631290,-0.3400
0631320,-1.3790
0631470,2.6407
0631530,1.5929
0631680,-2.4831
0631710,-0.1166
0631740,2.5359
0631860,-1.9947
0631950,-1.1837
0631980,-1.0814
0632040,-0.3895
0632070,0.0417
0632130,-0.6697
0632160,2.4131
0632270,-2.5536
0632310,1.1005
0632370,-1.4774
0632430,-2.2832
0632550,-1.4227
0632610,-0.7178
0632640,0.5860
0632710,-0.7567
0632730,-0.5427
0632760,-1.7482
0632880,0.1144
0633110,-0.7042
0633150,-0.4348
0633240,-1.4233
0633270,-0.3776
0633330,-0.5433
0633390,-0.9844
0633480,-0.1342
0633510,-0.8964
0633570,0.4438
0633600,0.6694
0633660,2.1434
0633750,-0.2521
0633840,-0.8075
0633860,0.7016
0633900,-0.7680
0633930,-1.6042
0634170,-1.6258
0634230,-0.1493
0634290,1.5483
0634320,-0.2297
0634410,-0.0121
0634425,0.3335
0634440,-1.4605
0634590,-0.1357
0634620,-0.3991
0634680,-1.2753
0634710,-1.2296
0634740,-0.0591
0634800,0.7286
0634860,2.8872
0634880,0.6929
0634920,0.6517
0635010,-1.0713
0635040,0.8901
0635070,-2.4365
0635090,-0.4033
0635130,2.1674
0635220,-1.1197
0635250,-0.1312
0635310,-1.3005
0635360,-0.5197
0635370,0.5258
0635430,0.1229
0635590,0.5841
0635600,0.1461
0635700,1.1844
0635730,-0.8860
0635790,-1.2284
0635810,-0.6521
0635830,1.5827
0635880,0.3838
0635910,3.4032
0635970,0.7332
0636000,0.2305
0636030,-0.2187
0636180,-0.2854
0636210,-1.5189
0636270,-0.7506
0636330,-2.1309
0636360,-0.6924
0636600,0.6617
0636670,-0.5203
0636800,-0.5065
0636805,-0.3777
0636820,-0.4858
0636840,0.1668
0636970,-0.5489
0636990,2.2604
0637050,-1.4446
0637110,0.1422
0637140,-1.1592
0637200,-1.2944
0637230,0.0551
0637290,-0.0571
0637320,-0.0130
0637350,-1.0062
0637380,-0.8125
0637470,-1.5257
0637500,2.1777
0637530,0.0063
0637560,-1.4039
0637590,-0.7955
0637620,-1.7860
0637710,0.3328
0637770,-0.3894
0637830,0.0282
0637890,-1.6200
0637950,-0.5927
0638010,-1.8597
0638130,-1.6625
0638220,0.2448
0638250,-0.1085
0638340,0.2859
0638430,-2.0646
0638460,0.1590
0638550,-0.9034
0638640,-0.6117
0638670,-0.2644
0638700,-1.3795
0638770,0.3146
0638880,-0.6719
0638980,1.5206
0639000,0.3588
0639060,-2.1018
0639180,-1.6194
0639300,-1.1631
0639420,0.8530
0639630,0.0319
0639870,-1.0063
0639940,-1.4049
0640150,0.7155
0640200,0.0985
0640230,0.4359
0640300,-1.4735
0640320,1.8751
0640380,-0.0324
0640470,-2.0174
0640590,-0.4158
0640650,-0.2440
0640680,0.7122
0640740,-1.4714
0640980,-0.1590
0641040,-1.1487
0641130,-2.7552
0641160,-0.7663
0641190,-0.5561
0641250,1.5691
0641280,1.9099
0641400,-1.9103
0641460,-1.3824
0641580,-0.8526
0641610,1.1133
0641790,1.1933
0641880,-1.1616
0642000,0.0543
0642060,-2.1802
0642120,-0.2192
0642140,-0.2730
0642150,0.0738
0642180,-2.2039
0642330,-0.3005
0642450,-1.0426
0642510,-0.5459
0642540,-1.6035
0642560,-1.4519
0642710,-1.4897
0642750,1.0686
0642810,-1.4634
0642930,-1.0395
0642960,-1.0470
0642990,0.0508
0643020,-1.7324
0643080,-0.9918
0643140,2.9760
0643170,-2.0204
0643200,-0.1435
0643380,-0.4988
0643470,-0.4891
0643560,-0.3070
0684500,2.4508
0691005,-1.2138
0691007,-1.9426
0691012,-2.3750
0691021,0.4992
0691024,-0.8659
0691026,-0.5926
0691027,-1.5146
0691029,-1.5515
0691030,-0.5990
0691031,-2.1238
0691035,-0.6404
0691037,-1.4499
0691041,-2.0952
0691045,-0.8465
0691047,0.0981
0691078,-1.7831
0691134,-2.1401
0691135,-0.7384
0691136,-1.1550
0691137,-0.8607
0800004,1.3626
0800016,0.5765
0800017,0.7042
0801920,1.8674
0801950,-1.0351
0802070,0.1354
0802190,0.3449
0802280,1.8310
0802310,0.0059
0802340,-0.8756
0802370,1.5284
0802400,0.8131
0802430,0.5223
0802490,1.9355
0802580,0.3271
0802610,-0.0565
0802640,0.5182
0802670,0.0775
0802700,-0.1128
0802730,0.0916
0802790,0.5930
0802850,-0.7642
0802910,1.5231
0802940,2.5668
0803000,1.1332
0803060,0.5765
0803090,-0.5187
0803210,1.5760
0803300,0.6726
0803330,0.7879
0803360,-0.2520
0803390,0.9016
0803450,1.8685
0803480,1.0936
0803540,0.8109
0803600,1.4537
0803720,0.7923
0803750,-0.1527
0803780,-0.3240
0803810,0.7085
0803840,0.6386
0803870,1.0028
0803960,0.0936
0803990,1.7707
0804020,-0.3619
0804050,-0.1121
0804080,0.5857
0804110,1.0624
0804200,-0.1898
0804230,0.6172
0804260,0.4109
0804320,1.1307
0804350,0.5160
0804380,-0.7022
0804410,-0.3647
0804470,1.2497
0804530,0.4492
0804710,0.3066
0804770,-0.5926
0804800,1.3121
0804830,0.5715
0804920,0.3431
0804950,0.2171
0805070,0.2691
0805100,0.7183
0805130,-0.6069
0805190,-1.1352
0805220,0.1330
0805250,0.6712
0805280,0.8227
0805310,1.9156
0805370,1.0652
0805400,0.9971
0805490,1.0052
0805550,-0.8441
0805610,1.2537
0805730,-0.1513
0805760,-0.9492
0805790,0.3323
0805820,1.8946
0806060,0.6353
0806120,-0.1913
0806150,0.7897
0806180,0.7799
0806240,0.3432
0806270,-0.5039
0806330,1.7651
0806390,0.5315
0806450,0.8748
0806480,0.4694
0806540,-1.0202
0806660,2.2299
0806690,0.7810
0806750,0.3019
0806810,1.1890
0806870,1.5680
0806900,0.4984
0806960,0.0733
0807080,-0.4233
0807230,-1.0800
0807290,0.7921
0807350,1.5539
0807380,1.0197
0900030,2.0256
0900060,-0.3587
0900070,-0.3579
0900090,0.9483
0900120,2.6824
0900150,1.4551
0900210,1.4444
0900214,0.2479
0900240,2.1449
0900270,1.7183
0900330,-0.2419
0900360,1.9515
0900420,1.2587
0900450,-1.6257
0900510,0.4225
0900540,1.9535
0900570,0.7684
0900660,1.1351
0900690,1.8539
0900700,0.4674
0900720,0.2263
0900750,2.1015
0900780,1.9117
0900810,1.3282
0900840,1.4211
0900900,1.2949
0900910,0.4261
0900960,1.3516
0900990,1.2540
0901020,0.0067
0901050,2.8089
0901080,1.5949
0901110,-0.5596
0901170,1.8996
0901200,1.0759
0901230,1.3183
0901260,-1.2225
0901290,-0.2760
0901320,1.9416
0901350,-0.0777
0901410,2.4982
0901440,1.7574
0901470,0.6356
0901500,2.0628
0901530,2.0141
0901560,2.3958
0901620,2.2441
0901680,2.3653
0901710,2.0769
0901740,0.4447
0901770,0.5133
0901800,2.3371
0901860,0.2263
0901920,-1.5766
0902010,1.8272
0902070,0.2140
0902130,1.2518
0902160,1.3145
0902190,0.6287
0902220,1.7447
0902280,2.2413
0902310,-0.0900
0902340,1.9304
0902370,2.3644
0902400,-0.7154
0902490,0.2836
0902520,1.1183
0902550,2.0949
0902580,0.6658
0902640,-0.0665
0902670,-2.2074
0902700,2.7776
0902730,1.4031
0902760,2.0976
0902790,-1.0819
0902820,-1.2673
0902850,0.6906
0902880,1.0272
0902910,2.2030
0902970,0.9857
0903000,0.8664
0903030,1.1419
0903060,1.5066
0903090,0.1495
0903120,-0.8985
0903180,1.4016
0903210,2.1248
0903240,1.2514
0903270,0.2914
0903300,0.6968
0903330,0.4508
0903360,1.5971
0903390,1.8364
0903420,1.1216
0903450,0.1116
0903480,-0.2640
0903510,2.4995
0903515,1.2264
0903520,1.7324
0903530,1.7600
0903535,1.3973
0903536,1.3786
0903537,1.9171
0903538,1.0561
0903539,1.7936
0903540,2.2242
0903810,2.5875
0903840,1.6132
0903900,2.0185
0903930,2.3323
0903990,0.7524
0904050,1.3167
0904080,1.8284
0904110,2.5791
0904140,1.2733
0904170,1.7997
0904230,1.6310
0904260,0.6342
0904290,1.1318
0904320,0.1384
0904350,0.1843
0904380,1.4861
0904440,0.3894
0904470,1.6906
0904500,0.8491
0904530,-0.0637
0904560,1.7668
0904590,0.2120
0904620,2.3483
0904680,0.0305
0904710,1.3080
0904740,0.8576
0904830,-1.3193
0904860,1.4025
0904890,0.6755
0904920,1.6750
0904950,-0.2852
0904980,1.4860
0905010,2.3794
