id,mf_coh
17185,-0.0373
17187,-0.0660
17189,-0.0438
17191,-0.0720
17193,-0.0494
17195,-0.0676
17197,-0.0542
17199,-0.0373
17201,-0.0534
17203,-0.0478
18001,0.0021
18003,-0.0237
18005,-0.0008
18007,-0.0066
18009,-0.0083
18011,-0.0380
18013,-0.0075
18015,-0.0377
18017,-0.0461
18019,-0.0612
18021,-0.0089
18023,-0.0158
18025,-0.0568
18027,0.0017
18029,-0.0293
18031,-0.0066
18033,-0.0133
18035,-0.0177
18037,-0.0114
18039,-0.0075
18041,-0.0104
18043,0.0044
18045,0.0026
18047,0.0094
18049,0.0055
18051,-0.0407
18053,-0.0171
18055,0.0231
18057,-0.0187
18059,0.0047
18061,-0.0102
18063,-0.0297
18065,0.0208
18067,-0.0201
18069,0.0089
18071,0.0137
18073,-0.0118
18075,0.0037
18077,-0.0091
18079,0.0141
18081,-0.0333
18083,-0.0462
18085,-0.0328
18087,-0.0052
18089,-0.0102
18091,-0.0112
18093,-0.0176
18095,-0.0341
18097,-0.0104
18099,-0.0280
18101,-0.0481
18103,-0.0175
18105,-0.0098
18107,0.0196
18109,-0.0117
18111,-0.0218
18113,-0.0048
18115,-0.0110
18117,-0.0018
18119,-0.0048
18121,-0.0594
18123,-0.0241
18125,-0.0281
18127,-0.0097
18129,0.0143
18131,0.0238
18133,-0.0083
18135,0.0156
18137,-0.0132
18139,-0.0251
18141,-0.0126
18143,0.0114
18145,-0.0389
18147,0.0340
18149,-0.0319
18151,-0.0268
18153,-0.0137
18155,0.0279
18157,0.0153
18159,0.0072
18161,-0.0136
18163,-0.0202
18165,0.0203
18167,0.0047
18169,-0.0396
18171,0.0165
18173,-0.0153
18175,-0.0048
18177,-0.0072
18179,0.0182
18181,-0.0118
18183,-0.0305
19001,-0.0326
19005,0.0092
19007,-0.0082
19011,0.0008
19013,-0.0233
19015,-0.0018
19017,-0.0008
19019,0.0064
19021,-0.0341
19023,0.0042
19025,-0.0190
19027,-0.0462
19029,-0.0446
19031,0.0089
19033,-0.0205
19035,-0.0282
19037,0.0285
19039,-0.0457
19041,-0.0197
19043,-0.0233
19045,-0.0331
19047,-0.0342
19049,-0.0294
19051,-0.0113
19053,0.0173
19055,-0.0210
19057,-0.0099
19059,0.0092
19061,-0.0155
19063,0.0125
19065,-0.0272
19067,-0.0237
19069,0.0236
19071,-0.0155
19073,-0.0026
19075,0.0190
19077,-0.0464
19079,-0.0224
19081,-0.0175
19083,-0.0250
19085,-0.0644
19087,-0.0212
19089,0.0064
19091,-0.0154
19095,-0.0257
19097,0.0058
19099,0.0198
19101,-0.0331
19103,-0.0166
19105,-0.0506
19107,-0.0315
19109,-0.0182
19111,-0.0199
19113,-0.0366
19115,0.0118
19117,0.0006
19119,-0.0280
19121,-0.0416
19123,0.0002
19125,-0.0455
19127,-0.0754
19129,-0.0465
19131,-0.0335
19133,-0.0117
19135,-0.0766
19137,-0.0735
19139,-0.0341
19141,-0.0267
19143,-0.0462
19145,-0.0459
19147,-0.0209
19149,-0.0051
19153,-0.0323
19155,-0.0104
19157,-0.0269
19161,0.0080
19163,-0.0202
19165,-0.0350
19167,-0.0089
19169,-0.0236
19171,-0.0005
19173,-0.0341
19175,-0.0562
19177,-0.0540
19179,-0.0326
19181,-0.0042
19183,0.0046
19185,-0.0350
19187,-0.0335
19189,-0.0393
19191,-0.0300
19193,-0.0116
19197,-0.0831
20001,-0.0316
20003,0.0024
20005,-0.0288
20009,-0.0187
20011,-0.0480
20013,-0.0243
20015,-0.0195
20021,-0.0380
20027,0.0108
20029,-0.0507
20031,-0.0552
20035,-0.0163
20037,-0.0393
20041,0.0166
20043,-0.0910
20045,0.0044
20051,-0.0162
20053,-0.0366
20055,-0.0570
20057,-0.0357
20059,-0.0028
20061,-0.0248
20067,-0.0290
20069,-0.0055
20073,0.0341
20077,-0.0763
20079,0.0176
20081,-0.0627
20085,-0.0292
20087,-0.0394
20091,-0.0176
20093,-0.0415
20095,-0.0356
20099,-0.0164
20103,-0.0038
20107,-0.0429
20111,-0.0111
20113,-0.0292
20115,-0.0331
20117,-0.0518
20121,0.0046
20123,-0.0008
20125,-0.0544
20127,-0.0228
20129,-0.0446
20131,-0.0454
20133,-0.0332
20137,-0.0290
20139,-0.0335
20143,-0.0444
20145,-0.0073
20147,-0.0206
20149,0.0110
20151,-0.0162
20155,-0.0536
20157,-0.0353
20159,-0.0522
20161,-0.0186
20163,-0.0414
20167,-0.0588
20169,-0.0080
20171,-0.0297
20173,-0.0220
20175,-0.0453
20177,-0.0402
20181,-0.0090
20185,-0.0094
20189,-0.0336
20191,-0.0357
20193,-0.0361
20197,-0.0365
20201,-0.0275
20205,-0.0349
20209,-0.0213
21001,0.0196
21003,0.0358
21005,0.0106
21007,0.0474
21009,-0.0075
21011,0.0201
21013,0.0234
21015,0.0279
21017,0.0288
21019,0.0329
21021,0.0073
21023,0.0507
21025,0.0138
21027,0.0089
21029,0.0138
21031,0.0746
21033,0.0240
21035,0.0108
21037,0.0563
21039,0.0059
21041,0.0066
21043,0.0718
21045,0.0473
21047,-0.0127
21049,0.0112
21051,0.0003
21053,0.0187
21055,-0.0207
21057,0.0180
21059,0.0328
21061,-0.0160
21063,0.0088
21065,0.0425
21067,0.0427
21069,0.0376
21071,0.0258
21073,0.0171
21075,0.0672
21077,0.0163
21079,-0.0053
21081,0.0431
21083,0.0653
21085,0.0066
21087,0.0400
21089,0.0304
21091,0.0103
21093,0.0299
21095,0.0367
21097,-0.0327
21099,0.0375
21101,0.0058
21103,0.0279
21105,0.0386
21107,0.0620
21109,0.0023
21111,0.0246
21113,0.0071
21115,0.0304
21117,0.0355
21119,0.0600
21121,0.0499
21123,0.0166
21125,0.0226
21127,0.0038
21129,-0.0261
21131,0.0241
21133,0.0148
21135,0.0085
21137,-0.0157
21139,0.0294
21141,-0.0069
21143,0.0201
21145,0.0218
21147,0.0128
21149,0.0162
21151,0.0533
21153,0.0263
21155,0.0095
21157,0.0220
21159,0.0061
21161,0.0202
21163,0.0007
21165,-0.0277
21167,-0.0550
21169,0.0300
21171,0.0225
21173,0.0202
21175,0.0115
21177,-0.0010
21179,0.0462
21181,0.0366
21183,0.0309
21185,0.0497
21187,0.0367
21189,-0.0255
21191,-0.0290
21193,0.0448
21195,0.0471
21197,0.0127
21199,-0.0044
21203,0.0003
21205,0.0419
21207,0.0521
21209,0.0431
21211,-0.0193
21213,0.0026
21215,0.0331
21217,0.0618
21219,0.0460
21221,0.0031
21223,0.0137
21225,0.0349
21227,0.0318
21229,0.0107
21231,0.0287
21233,-0.0150
21235,0.0185
21237,-0.0101
21239,0.0510
22001,-0.0753
22003,-0.0215
22005,-0.0738
22007,-0.0306
22009,-0.0321
22011,-0.0414
22013,-0.0394
22015,-0.0400
22017,-0.0502
22019,-0.0442
22021,-0.0414
22023,-0.0226
22025,-0.0217
22027,-0.0303
22029,-0.0480
22031,-0.0166
22033,-0.0259
22035,-0.0340
22037,-0.0171
22039,-0.0641
22041,0.0111
22043,-0.0342
22045,-0.0540
22047,-0.0295
22049,0.0071
22051,-0.0538
22053,-0.0404
22055,-0.0280
22057,0.0094
22059,-0.0289
22061,-0.0601
22063,-0.0721
22065,-0.0390
22067,-0.0305
22069,-0.0557
22071,-0.0342
22073,-0.0260
22075,-0.0535
22077,-0.0605
22079,-0.0409
22081,-0.0178
22083,-0.0298
22085,-0.0153
22087,-0.0535
22089,-0.0780
22091,-0.0484
22093,-0.0357
22095,-0.0519
22097,-0.0692
22099,-0.0407
22101,-0.0454
22103,-0.0647
22105,-0.0648
22109,-0.0486
22111,-0.0439
22113,-0.0798
22115,-0.0396
22117,-0.0587
22119,-0.0356
22121,-0.0499
22123,-0.0355
22125,-0.0154
22127,-0.0039
23001,-0.0166
23003,-0.0251
23005,-0.0140
23007,-0.0153
23009,-0.0168
23011,-0.0195
23013,-0.0212
23015,-0.0163
23017,-0.0424
23019,-0.0289
23021,-0.0110
23023,-0.0327
23025,-0.0284
23027,-0.0081
23029,-0.0271
23031,0.0032
24001,-0.0986
24003,-0.0399
24005,-0.0509
24009,-0.0490
24011,-0.0415
24013,-0.0454
24015,-0.0277
24017,-0.0499
24019,-0.0654
24021,-0.0460
24023,-0.0705
24025,-0.0420
24027,-0.0354
24029,-0.0325
24031,-0.0390
24033,-0.0361
24035,-0.0130
24037,-0.0251
24039,-0.0568
24041,-0.0124
24043,-0.0817
24045,-0.0348
24047,-0.0293
24510,-0.0275
25001,-0.0283
25003,-0.0282
25005,-0.0334
25007,0.0239
25009,-0.0274
25011,-0.0419
25013,-0.0399
25015,-0.0099
25017,-0.0223
25019,-0.0218
25021,-0.0224
25023,-0.0257
25025,-0.0303
25027,-0.0250
26001,-0.0333
26003,0.0050
26005,-0.0094
26007,-0.0342
26009,-0.0462
26011,-0.0220
26013,-0.0740
26015,-0.0303
26017,-0.0369
26019,0.0077
26021,-0.0146
26023,-0.0229
26025,-0.0605
26027,-0.0213
26029,-0.0656
26031,-0.0588
26033,-0.0461
26035,-0.0603
26037,-0.0634
26039,-0.0230
26041,-0.0500
26043,-0.0732
26045,-0.0557
26047,-0.0154
26049,-0.0365
26051,-0.0616
26053,-0.0004
26055,-0.0307
26057,-0.0528
26059,-0.0334
26061,-0.0367
26063,-0.0513
26065,-0.0375
26067,-0.0379
26069,-0.0282
26071,-0.0379
26073,-0.0154
26075,-0.0251
26077,-0.0352
26079,-0.0273
26081,-0.0438
26087,-0.0478
26089,-0.0128
26091,-0.0665
26093,-0.0184
26095,-0.0520
26097,-0.0149
26099,-0.0399
26101,-0.0579
26103,-0.0353
26105,-0.0199
26107,-0.0554
26109,-0.0787
26111,-0.0416
26113,-0.0548
26115,-0.0310
26117,-0.0482
26119,-0.0682
26121,-0.0263
26123,-0.0359
26125,-0.0217
26127,-0.0284
26129,0.0038
26133,-0.0525
26135,0.0027
26137,-0.0375
26139,-0.0265
26141,0.0208
26143,0.0144
26145,-0.0529
26147,-0.0434
26149,-0.0461
26151,-0.0606
26153,-0.0161
26155,-0.0583
26157,-0.0132
26159,-0.0103
26161,-0.0533
26163,-0.0360
26165,-0.0288
27001,-0.0133
27003,-0.0077
27005,0.0202
27007,0.0028
27009,0.0110
27011,0.0213
27013,0.0128
27015,0.0411
27017,0.0190
27019,0.0077
27021,-0.0258
27023,-0.0164
27025,0.0231
27027,0.0138
27029,-0.0044
27033,-0.0172
27035,0.0187
27037,-0.0075
27039,-0.0625
27041,0.0146
27043,0.0093
27045,0.0216
27047,-0.0321
27049,-0.0238
27051,-0.0105
27053,-0.0072
27055,0.0232
27057,-0.0313
27059,-0.0237
27061,0.0237
27063,0.0065
27065,0.0271
27067,0.0012
27071,0.0398
27073,-0.0215
27075,0.0019
27079,0.0269
27081,0.0055
27083,0.0167
27085,0.0175
27087,-0.0352
27089,-0.0103
27091,-0.0250
27093,-0.0101
27095,0.0028
27097,-0.0116
27099,-0.0143
27101,0.0147
27103,-0.0084
27105,-0.0044
27107,-0.0150
27109,-0.0013
27111,-0.0148
27113,0.0046
27115,-0.0468
27117,0.0343
27119,-0.0191
27121,-0.0292
27123,-0.0077
27125,-0.0244
27127,-0.0135
27129,0.0235
27131,-0.0341
27133,-0.0484
27135,0.0203
27137,-0.0118
27139,-0.0131
27141,-0.0165
27143,-0.0318
27145,-0.0164
27147,-0.0511
27149,-0.0226
27151,0.0367
27153,0.0172
27157,-0.0265
27159,-0.0176
27161,-0.0238
27163,0.0021
27165,-0.0094
27167,-0.0226
27169,0.0405
27171,-0.0055
27173,-0.0084
28001,-0.0113
28003,0.0192
28005,-0.0585
28007,-0.0046
28009,-0.0301
28011,-0.0249
28013,0.0420
28015,-0.0483
28017,0.0152
28019,0.0048
28021,-0.0341
28023,0.0020
28025,-0.0222
28027,0.0053
28029,-0.0492
28031,0.0251
28033,-0.0145
28035,-0.0239
28037,-0.0207
28039,-0.0097
28041,-0.0250
28043,0.0149
28045,-0.0254
28047,-0.0168
28049,0.0058
28051,0.0058
28053,-0.0145
28057,0.0056
28059,-0.0364
28061,-0.0356
28063,-0.0018
28065,0.0292
28067,-0.0365
28069,-0.0052
28071,-0.0046
28073,-0.0120
28075,0.0060
28077,0.0040
28079,-0.0168
28081,0.0017
28083,0.0193
28085,0.0032
28087,-0.0042
28089,-0.0267
28091,-0.0234
28093,0.0044
28095,-0.0144
28097,-0.0073
28099,-0.0087
28101,-0.0261
28103,-0.0143
28105,0.0350
28107,0.0118
28109,0.0011
28111,-0.0127
28113,-0.0606
28115,-0.0119
28117,0.0211
28119,0.0021
28121,0.0164
28123,-0.0130
28125,0.0138
28127,-0.0361
28129,-0.0102
28131,-0.0248
28133,0.0083
28135,0.0221
28137,-0.0078
28139,-0.0165
28141,-0.0184
28143,0.0160
28145,0.0023
28147,-0.0407
28149,-0.0440
28151,-0.0399
28153,-0.0081
28155,-0.0123
28157,-0.0115
28159,-0.0096
28161,-0.0075
28163,-0.0176
29001,-0.0226
29003,-0.0087
29005,0.0071
29007,0.0203
29009,0.0176
29011,-0.0185
29013,-0.0147
29015,-0.0730
29017,-0.0112
29019,-0.0119
29021,-0.0138
29023,0.0299
29025,-0.0680
29027,0.0210
29029,-0.0204
29031,0.0072
29033,-0.0733
29035,0.0414
29037,-0.0111
29039,0.0225
29041,-0.0059
29043,-0.0216
29045,-0.0506
29047,0.0009
29049,-0.0207
29051,-0.0527
29053,0.0076
29055,-0.0014
29057,0.0189
29059,0.0209
29061,-0.0030
29063,-0.0018
29065,0.0051
29067,-0.0245
29069,-0.0107
29071,0.0092
29073,-0.0271
29075,-0.0059
29077,0.0009
29079,-0.0603
29081,-0.0138
29083,0.0064
29085,-0.0298
29089,0.0079
29091,0.0001
29093,0.0259
29095,0.0000
29097,-0.0029
29099,-0.0020
29101,0.0076
29105,-0.0186
29107,0.0002
29109,-0.0197
29111,-0.0373
29113,0.0285
29115,-0.0414
29117,-0.0358
29119,0.0040
29121,-0.0114
29123,-0.0181
29125,-0.0364
29127,-0.0078
29131,-0.0288
29133,-0.0155
29135,-0.0174
29137,0.0162
29139,-0.0458
29141,-0.0319
29143,-0.0175
29145,-0.0034
29147,-0.0344
29149,-0.0199
29151,0.0108
29153,-0.0120
29155,-0.0146
29157,-0.0067
29159,-0.0202
29161,-0.0008
29163,-0.0074
29165,-0.0252
29167,0.0165
29169,-0.0090
29171,-0.0207
29173,-0.0094
29175,-0.0363
29177,-0.0001
29179,-0.0512
29181,-0.0293
29183,0.0107
29185,-0.0327
29186,0.0319
29187,-0.0205
29189,-0.0086
29195,0.0039
29201,-0.0211
29203,-0.0606
29205,-0.0938
29207,0.0109
29209,0.0310
29211,-0.0091
29213,-0.0011
29215,-0.0543
29217,0.0073
29219,-0.0257
29221,0.0056
29223,-0.0498
29225,-0.0044
29229,-0.0065
29510,0.0223
30001,-0.0679
30003,0.0073
30005,0.0064
30009,-0.0543
30013,-0.0335
30017,-0.0185
30021,-0.0380
30023,-0.0501
30027,-0.0453
30029,-0.0039
30031,-0.0358
30035,0.0044
30041,-0.0254
30043,-0.0262
30047,-0.0223
30049,-0.0255
30053,0.0178
30063,-0.0322
30067,0.0213
30073,-0.0462
30081,-0.0171
30083,-0.0169
30085,-0.0076
30087,-0.0242
30089,-0.0330
30093,-0.0256
30095,-0.0058
30099,-0.0519
30105,-0.0191
30111,-0.0428
31001,0.0125
31013,0.0076
31019,-0.0011
31021,-0.0287
31025,0.0208
31027,-0.0134
31033,-0.0319
31035,0.0457
31037,-0.0235
31039,0.0123
31041,-0.0269
31043,0.0236
31047,0.0073
31053,-0.0585
31055,0.0073
31065,-0.0121
31067,-0.0305
31079,-0.0124
31081,-0.0223
31089,-0.0270
31093,0.0344
31095,-0.0571
31107,-0.0223
31109,-0.0161
31111,-0.0167
31119,-0.0581
31131,-0.0172
31137,-0.0053
31141,-0.0160
31143,0.0145
31145,-0.0426
31151,-0.0095
31153,0.0230
31155,-0.0175
31157,-0.0019
31159,0.0144
31177,0.0333
31179,-0.0188
31185,-0.0035
32001,0.0185
32003,-0.0092
32005,-0.0266
32007,-0.0427
32013,0.0123
32015,-0.0185
32019,0.0128
32023,-0.0251
32031,-0.0014
32510,-0.0235
33001,-0.0182
33003,-0.0016
33005,-0.0087
33007,0.0300
33009,0.0368
33011,-0.0120
33013,-0.0058
33015,-0.0002
33017,-0.0126
33019,0.0404
34001,-0.0176
34003,-0.0316
34005,-0.0247
34007,-0.0296
34009,-0.0357
34011,-0.0064
34013,-0.0075
34015,-0.0139
34017,-0.0429
34019,-0.0211
34021,-0.0256
34023,-0.0245
34025,-0.0233
34027,-0.0318
34029,-0.0356
34031,-0.0348
34033,-0.0130
34035,-0.0449
34037,-0.0366
34039,-0.0378
34041,-0.0216
35001,0.0036
35005,-0.0103
35006,-0.0146
35007,0.0137
35009,-0.0221
35013,-0.0181
35015,-0.0193
35017,-0.0342
35025,0.0158
35027,-0.0002
35028,0.0042
35029,-0.0237
35031,-0.0115
35035,-0.0495
35037,-0.0403
35039,0.0148
35041,-0.0074
35043,-0.0237
35045,0.0069
35047,0.0020
35049,-0.0145
35051,-0.0207
35053,-0.0495
35055,-0.0242
35057,-0.0179
35061,0.0009
36001,-0.0220
36003,0.0041
36007,-0.0074
36009,-0.0308
36011,-0.0276
36013,-0.0186
36015,0.0068
36017,-0.0143
36019,0.0096
36021,-0.0050
36023,-0.0080
36025,-0.0184
36027,-0.0154
36029,-0.0143
36031,-0.0104
36033,-0.0242
36035,0.0267
36037,-0.0108
