id,w_avg
0606870,-0.8978
0607140,1.3971
0607170,0.4891
0607200,1.4193
0607260,-0.6717
0607440,1.2812
0607470,1.8535
0607500,1.7009
0607530,2.0510
0607560,1.2201
0607680,-1.4098
0607740,0.3496
0607800,1.2255
0607840,1.2108
0607900,-0.4320
0607950,0.0687
0607970,-0.0759
0607980,0.4259
0608070,0.6160
0608130,-0.5488
0608190,0.2825
0608250,-0.3506
0608370,-0.0740
0608460,0.8951
0608520,-1.1071
0608610,1.2405
0608760,0.8822
0608850,1.3777
0608970,-0.4536
0609030,1.2889
0609070,-1.0712
0609120,-0.9121
0609270,2.8533
0609300,-0.3091
0609330,0.8555
0609390,-0.7334
0609450,-0.1618
0609480,-0.2179
0609570,-0.2674
0609640,1.3196
0609690,-0.1353
0609780,-1.1459
0609850,0.6380
0609870,1.5232
0609940,-0.4346
0609990,-0.5428
0610050,-0.1880
0610260,1.5916
0610290,2.0162
0610320,-0.7491
0610380,0.1523
0610440,0.4065
0610620,1.6925
0610710,-0.8474
0610740,2.5105
0610770,-1.0697
0611040,-0.8324
0611110,0.7850
0611220,1.6588
0611280,-0.2436
0611460,-0.1647
0611490,0.3845
0611520,0.2021
0611610,-0.3514
0611730,0.0824
0611850,0.6831
0611870,0.2337
0611910,-1.8085
0611940,-1.2006
0612030,-0.1304
0612090,-0.2252
0612210,0.9232
0612330,0.5213
0612360,-2.3831
0612600,-0.3414
0612690,-0.5152
0612750,1.9706
0612810,-0.2710
0612840,-0.1588
0612880,0.2683
0612930,-0.4461
0612960,1.1846
0613080,1.2460
0613140,1.7960
0613170,0.1695
0613200,-0.3203
0613290,-2.4320
0613360,0.4788
0613470,-0.5080
0613500,0.8281
0613800,-0.4723
0613890,0.5181
0613920,-0.7800
0613980,-0.3283
0614010,0.1306
0614070,-0.7661
0614160,-0.9728
0614220,0.9154
0614250,0.5716
0614340,0.6615
0614370,-0.5724
0614400,0.8091
0614520,0.6912
0614550,-0.2087
0614700,0.4878
0614730,1.0540
0614790,0.1609
0614880,0.4178
0614950,-0.7734
0615180,1.0040
0615240,0.5709
0615270,1.1323
0615390,-0.2693
0615450,0.4406
0615510,1.8942
0615600,-1.5115
0615690,0.9809
0615780,-0.5841
0615840,1.2419
0616050,-1.0068
0616110,-0.7088
0616300,-0.5914
0616320,0.4428
0616323,-0.9360
0616325,0.1542
0616470,-0.1511
0616560,0.7190
0616570,-0.7749
0616620,-0.3393
0616650,-0.0578
0616680,-0.9680
0616740,-0.8225
0616860,-0.6751
0616920,-0.5890
0617040,1.7281
0617160,0.4071
0617190,2.8213
0617220,-0.6075
0617340,-0.0795
0617490,1.9995
0617850,-0.2691
0617880,0.0845
0618030,1.2712
0618120,-0.1654
0618210,0.4188
0618510,0.7441
0618660,1.4891
0618690,-1.1687
0618730,0.0772
0618780,-0.5585
0618840,0.5422
0618870,-0.8232
0618990,-0.7114
0619050,-0.8470
0619140,0.0132
0619200,0.2396
0619260,-0.3590
0619320,-1.1223
0619380,1.9617
0619410,1.1650
0619440,-0.9757
0619490,0.1256
0619590,-1.3745
0619620,-0.8377
0619680,-0.1417
0619700,0.1832
0619770,0.4094
0619800,0.6107
0619890,-1.0912
0620040,0.1865
0620070,-2.0866
0620130,2.6560
0620190,-0.0391
0620250,0.6226
0620310,1.9445
0620370,1.6496
0620460,0.7313
0620520,-0.4522
0620640,0.4590
0620670,-0.4031
0620730,-0.6934
0620790,-0.2302
0620880,-1.0422
0620910,1.8502
0621000,1.2755
0621090,0.4982
0621210,-0.0591
0621330,-0.1500
0621360,-0.4625
0621450,-1.2837
0621540,1.5178
0621690,0.0607
0621810,-0.2630
0621870,-1.3368
0621930,-0.1467
0621990,0.2582
0622050,-0.6725
0622110,0.8513
0622170,-1.4343
0622230,-0.2487
0622350,2.0442
0622380,2.8075
0622410,0.0971
0622500,1.2489
0622560,0.9505
0622590,1.9355
0622650,2.9252
0622710,0.9407
0622740,-0.4327
0622830,1.7548
0622860,0.0459
0622920,0.5840
0623010,1.0017
0623040,-1.2984
0623080,0.6016
0623340,-0.4145
0623430,-0.4139
0623530,1.2767
0623610,-0.8156
0623700,0.8501
0623800,-1.2710
0623820,-2.2611
0623940,-0.3771
0623970,-0.5523
0624000,0.6235
0624030,0.5907
0624090,-0.9396
0624180,1.8403
0624300,-0.3047
0624360,0.7976
0624480,-0.2352
0624500,0.7410
0624540,0.2033
0624570,2.8795
0624600,-0.3473
0624720,0.6959
0624750,-0.1841
0624870,2.0889
0624900,0.5579
0624930,0.8753
0625130,-0.5225
0625190,-0.9890
0625230,-1.6596
0625320,1.0750
0625470,-0.7174
0625500,2.5182
0625530,-0.0227
0625690,1.3548
0625740,2.1838
0625770,1.7013
0625800,-0.6936
0625830,0.8515
0625860,-0.5319
0625980,-0.0242
0626040,-0.1404
0626100,-0.1205
0626220,0.1081
0626280,2.6767
0626370,0.8236
0626490,-0.5755
0626640,0.3675
0626670,-0.2476
0626760,-1.4820
0626820,-0.1479
0626910,-0.1947
0627030,-0.9651
0627060,-0.1692
0627120,0.8376
0627180,2.0924
0627200,-0.3959
0627240,1.3557
0627450,0.2798
0627480,0.6697
0627510,0.5642
0627590,-0.8744
0627690,0.2222
0627720,1.2922
0627780,-0.2247
0627810,0.5956
0627840,0.9777
0627850,1.5588
0627930,0.8025
0628050,1.8377
0628080,-0.3802
0628140,0.9228
0628170,-0.6580
0628250,0.4329
0628270,0.3024
0628320,0.2884
0628470,-0.4983
0628650,0.9323
0628710,0.0854
0628860,2.6804
0628950,-0.8648
0629100,-1.4272
0629220,-0.6400
0629270,1.6921
0629280,-0.8245
0629370,1.0026
0629430,-0.0281
0629490,0.6975
0629540,-1.0781
0629550,-0.3234
0629580,-0.7333
0629610,2.6565
0629640,-1.1963
0629700,1.8007
0629820,-1.1163
0629850,-0.9108
0629940,1.0441
0630030,-0.5635
0630180,-1.1543
0630230,0.6780
0630250,0.2059
0630330,2.4893
0630360,0.2603
0630450,-0.4286
0630480,-0.1391
0630510,0.5065
0630600,-0.9411
0630660,1.3689
0630720,0.4805
0630780,0.1993
0630900,0.5572
0630930,0.2659
0630960,-0.4109
0630990,0.9611
0631170,-0.1320
0631180,-0.1248
0631290,-0.4321
0631320,-0.0148
0631470,2.8383
0631530,1.3668
0631710,0.3632
0631740,2.1257
0631830,-0.7242
0631950,-1.3353
0631980,-0.8681
0632040,-0.3283
0632070,0.7492
0632130,1.6689
0632160,2.5738
0632310,1.0934
0632370,-0.9097
0632400,0.3448
0632520,0.5733
0632550,0.3271
0632610,-0.5918
0632640,0.8846
0632710,-0.4371
0632730,-0.9260
0632760,-0.5152
0632880,0.3788
0633110,-0.4207
0633150,0.5510
0633240,-1.2325
0633270,-0.2469
0633330,-0.6470
0633390,-0.6442
0633480,-0.0462
0633600,0.7993
0633660,2.2438
0633750,0.0973
0633840,0.4073
0633860,1.2092
0633900,-0.2707
0633930,-0.4557
0634170,-0.7864
0634230,0.4662
0634290,1.6071
0634320,1.3053
0634410,1.5439
0634425,0.4781
0634440,-0.9419
0634590,1.2957
0634620,-0.1267
0634680,-0.4478
0634710,-0.8044
0634740,0.0640
0634800,1.1623
0634860,2.2805
0634880,1.6179
0634920,1.3433
0635010,-0.6630
0635040,1.4582
0635090,2.1471
0635130,1.5662
0635250,0.9488
0635310,1.0269
0635360,1.8644
0635370,1.8543
0635430,0.7872
0635590,1.4230
0635600,1.2287
0635700,1.9624
0635730,0.0037
0635790,-0.9772
0635810,0.4637
0635830,1.9416
0635880,0.3798
0635910,1.9712
0635970,0.9284
0636030,0.0686
0636100,-1.0631
0636180,-0.0514
0636270,0.3000
0636360,-0.2807
0636420,-1.3587
0636600,0.9539
0636670,1.2422
0636780,-0.5519
0636800,-0.4117
0636805,-0.0692
0636820,-0.4673
0636840,0.3500
0636970,-0.1991
0636990,2.2850
0637110,0.8219
0637140,-0.8359
0637200,-0.2331
0637230,0.1195
0637290,0.5097
0637320,-0.2405
0637350,-0.9264
0637380,0.0555
0637470,-1.6189
0637500,2.3445
0637530,0.2929
0637560,-0.1349
0637590,-0.8961
0637620,-1.3694
0637710,0.5549
0637770,-0.6080
0637830,1.1812
0637890,-1.7629
0637950,-0.0368
0638010,-1.4299
0638220,0.6897
0638250,-0.0651
0638280,-0.7082
0638340,0.8516
0638460,1.5433
0638550,-0.7620
0638640,0.6967
0638670,-0.0328
0638700,-1.3794
0638770,1.0738
0638880,-0.4974
0638980,0.3986
0639000,0.5141
0639180,-1.8337
0639420,0.7962
0639630,0.0232
0639720,0.7203
0639870,-0.4364
0640150,1.5687
0640200,-0.3178
0640230,0.5248
0640300,-0.8817
0640320,1.9308
0640380,-0.2656
0640470,-1.7756
0640590,0.0777
0640680,0.5341
0640740,-0.9326
0640980,0.7509
0641040,-0.4234
0641160,0.2266
0641190,0.7813
0641250,1.5610
0641280,0.7718
0641400,-0.9447
0641580,-0.3371
0641610,1.0615
0641790,1.3789
0641880,-0.5540
0641980,-2.1114
0642000,0.4769
0642120,0.1175
0642140,-0.0895
0642150,0.4141
0642270,-0.2475
0642300,-2.0391
0642330,-0.2444
0642450,-0.3467
0642510,-0.0946
0642560,-1.3305
0642580,-1.4497
0642710,-0.9766
0642750,1.0964
0642810,-1.2500
0642930,-0.1801
0642960,-0.4073
0642990,0.8727
0643080,-0.1039
0643140,3.2590
0643200,0.3206
0643380,-0.3568
0643470,-0.2072
0643560,-0.0863
0684500,1.7302
0691012,-2.4672
0691024,-0.5403
0691025,-1.3207
0691026,-0.8634
0691029,-1.6342
0691030,0.8997
0691035,0.3907
0691037,-1.7163
0691040,-1.3884
0691041,-1.6694
0691047,0.2309
0691078,-0.4246
0691135,-0.1823
0691136,-0.1412
0691137,-1.0962
0800004,1.2142
0800016,1.1108
0800017,0.7771
0801920,1.8546
0801950,-0.8336
0802040,0.4918
0802070,0.9818
0802190,0.5573
0802280,1.8566
0802310,0.7041
0802340,0.3572
0802370,1.4117
0802400,0.8680
0802430,0.4348
0802490,2.3449
0802580,0.7538
0802610,0.2258
0802640,0.5526
0802670,0.3114
0802700,0.4063
0802730,0.0298
0802790,0.3502
0802910,1.9353
0802940,2.6674
0803000,1.1010
0803030,-0.1512
0803060,1.0522
0803090,0.2349
0803180,0.2491
0803210,0.7620
0803330,0.8265
0803360,2.2741
0803390,0.4882
0803420,-0.4573
0803450,1.7944
0803480,1.3962
0803540,1.9630
0803600,1.7016
0803720,0.7542
0803750,0.1452
0803780,-0.1485
0803810,1.2279
0803840,0.9707
0803870,1.0665
0803960,-0.0503
0803990,2.0158
0804020,0.5740
0804050,0.9657
0804080,0.7286
0804110,1.1331
0804200,0.2724
0804230,0.4268
0804260,1.7864
0804320,1.1728
0804350,0.6510
0804380,-0.5431
0804410,0.8270
0804470,1.4420
0804530,0.9703
0804560,0.6317
0804590,0.8296
0804710,1.0480
0804770,0.2490
0804800,1.6149
0804830,0.8775
0804920,0.4496
0804950,0.5330
0805010,0.8705
0805070,0.8228
0805100,1.8121
0805130,0.0495
0805190,0.6342
0805220,0.6018
0805280,1.0549
0805310,2.1335
0805370,1.6364
0805400,1.1769
0805460,0.6656
0805490,0.9171
0805550,-0.3774
0805610,1.2589
0805640,0.7745
0805670,-0.0669
0805730,0.0272
0805790,0.8628
0805820,1.9853
0805850,0.7523
0805910,0.2547
0806060,0.7548
0806120,0.6282
0806150,0.8797
0806180,0.3288
0806210,1.5660
0806240,0.8867
0806330,1.5757
0806390,1.2655
0806450,1.0373
0806480,0.5696
0806600,0.4738
0806660,2.2585
0806690,0.8266
0806750,0.3377
0806810,2.0608
0806840,1.6605
0806870,1.8795
0806900,1.1284
0806960,0.4650
0807200,0.9724
0807230,-0.2504
0807290,1.5442
0807350,1.5136
0807380,0.8479
0900030,2.0238
0900060,0.0274
0900070,0.4964
0900090,0.7263
0900120,2.6327
0900150,1.3575
0900210,1.4968
0900240,1.7099
0900270,1.6802
0900360,1.9470
0900390,0.7222
0900420,1.1963
0900450,-0.9543
0900510,0.7198
0900540,1.7932
0900570,0.7199
0900660,0.8286
0900690,1.9939
0900700,1.7621
0900720,0.3659
0900750,1.9236
0900780,1.8823
0900810,1.2651
0900840,1.4471
0900870,1.5409
0900900,1.1115
0900960,1.1851
0900990,1.3652
0901020,0.6526
0901050,2.7754
0901080,1.4757
0901110,-0.1812
0901170,1.8753
0901200,1.1519
0901230,1.0934
0901260,-0.4800
0901290,-0.2912
0901320,1.8103
0901350,0.3655
0901380,1.8457
0901410,2.3341
0901440,1.6852
0901470,0.8056
0901500,2.0005
0901530,2.0342
0901560,2.3700
0901590,1.8295
0901620,2.1690
0901680,2.3543
0901710,2.3801
0901740,0.3747
0901770,0.8806
0901800,2.3329
0901860,1.1741
0901920,0.5498
0901950,1.5163
0902010,1.7229
0902040,1.6887
0902070,0.1479
0902130,1.1052
0902160,1.4409
0902190,0.4266
0902220,1.6841
0902280,2.2247
0902310,0.7264
0902340,1.9010
0902370,2.2173
0902400,0.3534
0902490,1.0083
0902520,1.0189
0902550,2.0184
0902580,0.5529
0902640,0.0321
0902670,-1.0812
0902700,2.7812
0902730,1.3520
0902760,1.8883
0902790,0.8171
0902820,-0.2103
0902850,0.7528
0902880,1.2394
0902910,2.1713
0902940,1.0722
0902970,0.7280
0903000,0.5666
0903030,1.0478
0903060,1.3954
0903090,1.3229
0903120,-0.3257
0903180,1.4751
0903210,1.9854
0903240,1.2506
0903270,0.2080
0903300,0.8899
0903330,0.3785
0903360,1.5419
0903390,1.8264
0903420,1.1796
0903450,1.5548
0903480,-0.3023
0903510,2.4068
0903515,0.9595
0903520,1.6110
0903530,1.6739
0903535,1.1915
0903536,1.1904
0903537,1.8087
0903538,0.9233
0903539,1.7850
0903540,2.0566
0903810,2.5224
0903840,1.4882
0903900,1.9420
0903930,1.9749
0903990,0.7902
0904020,0.1816
0904050,1.3636
0904080,1.6679
0904110,2.5273
0904140,1.2550
0904170,1.8324
0904230,1.6432
0904260,0.7430
0904290,1.0659
0904320,1.5807
0904350,-0.0608
0904380,1.2805
0904440,0.9669
0904470,1.7128
0904500,0.5959
0904530,-0.0422
0904560,1.7667
0904590,0.3345
0904620,2.3035
0904680,0.4086
0904710,1.0896
0904740,0.9479
0904830,-0.3265
0904860,1.2829
0904890,0.5557
0904920,2.2230
0904950,0.2323
0904980,1.5609
0905010,2.3460
0905040,2.6596
0905070,1.3356
0905100,0.6860
0905130,2.2323
0905160,0.2706
0905190,-0.4803
0905220,1.4422
0905250,0.2175
0905280,1.4926
0905310,2.3079
0905370,1.2178
1000080,1.2979
1000170,1.3919
1000180,1.2571
1000190,0.4265
1000200,0.9425
1000230,0.1132
1000270,0.2497
1000680,1.5029
1000790,0.8671
1000810,-0.2317
1001080,1.0346
1001240,1.3731
1001300,1.1533
1001530,0.1747
1001620,0.5886
1001850,0.1128
1100030,2.8818
1200030,1.4421
1200060,0.4614
1200090,0.5472
1200120,-0.3686
1200150,1.1358
1200180,1.4488
1200210,0.6809
1200240,0.5024
1200270,0.5868
1200300,0.8205
1200330,1.3763
1200360,0.4730
1200390,1.5582
1200420,-0.3367
1200450,0.1371
1200480,0.8547
1200510,0.5355
1200540,0.8102
1200570,-0.1908
1200600,0.3314
1200630,0.6540
1200660,0.7235
1200690,0.4768
1200720,-0.1882
1200750,0.1782
1200780,0.2209
1200810,0.3761
1200840,0.4428
1200870,1.0870
1200900,-0.1668
1200930,0.7784
1200960,0.8456
1200990,-0.6487
1201020,0.3149
1201050,0.4739
1201080,0.9312
1201110,1.7152
1201140,-0.0373
1201170,0.0138
1201200,0.2309
1201230,0.7782
1201260,0.2963
1201290,1.2014
1201320,1.0843
1201350,0.8940
1201410,-0.0991
1201440,1.3579
1201470,0.6418
1201500,1.5602
1201530,0.2400
1201560,0.6915
1201590,0.2784
1201620,0.0419
1201650,1.2084
1201680,1.4362
1201710,1.5689
1201740,1.6326
1201770,0.3195
1201800,0.9108
1201830,0.0179
1201860,-0.0152
1201890,0.7205
1201920,0.4863
1201950,0.7113
1201980,0.8665
1202010,0.2563
1202012,1.4639
1202015,1.3671
1300001,0.5338
1300060,0.0306
1300090,-0.0404
1300120,3.0220
1300150,0.2310
1300210,-0.3817
1300240,0.2269
1300290,0.0007
1300330,-0.0392
1300360,-0.1827
1300390,0.3609
1300420,0.1409
1300440,1.0547
1300480,-0.1049
1300510,1.2727
1300540,-0.2551
1300570,0.7960
1300600,1.7614
1300630,0.5889
1300660,0.0140
1300690,-0.3324
1300720,0.7216
1300750,0.0062
1300780,0.7430
1300810,0.1580
1300840,-0.0760
1300870,1.4512
1300900,1.0962
1300930,0.0756
1300990,-0.4710
1301020,0.4259
1301050,-0.7971
1301080,-1.2387
1301110,1.1096
1301140,0.6105
