id,b_avg
28083,-1.8962
28085,-1.7911
28087,-1.5799
28089,-1.2232
28091,-1.8506
28093,-1.9058
28095,-1.8267
28097,-1.3416
28099,-1.9288
28101,-1.6316
28103,-1.8937
28105,-2.2087
28107,-1.7715
28109,-2.0165
28111,-2.2863
28113,-1.8637
28115,-1.0479
28117,-1.3662
28119,-1.8773
28121,-1.1566
28123,-1.9539
28125,-0.8680
28127,-1.9638
28129,-2.1361
28131,-1.6190
28133,-2.3730
28135,-2.0707
28137,-1.7679
28139,-1.8118
28143,-1.8213
28145,-1.1858
28147,-2.5083
28149,-2.0882
28151,-1.9141
28153,-1.8875
28155,-1.8389
28157,-2.0430
28159,-1.6165
28161,-1.8901
28163,-2.5312
29019,-2.4858
29021,-1.1093
29023,-1.1135
29027,-1.4377
29031,-1.5604
29037,-0.8076
29047,-0.8477
29051,-1.1302
29069,-1.0044
29071,-0.6894
29077,-1.4439
29095,-1.6015
29097,-0.7498
29099,-0.4785
29101,-0.6037
29107,-1.0185
29113,-1.4749
29127,-1.8144
29133,-1.5056
29143,-1.4675
29155,-1.5242
29159,-1.1067
29161,-1.0792
29165,-0.7078
29169,-0.3563
29175,-1.5922
29183,-0.7218
29187,-0.6531
29189,-1.4411
29195,-1.7545
29201,-2.1499
29510,-2.3204
30013,0.0867
30063,-0.5506
30111,-0.9765
31055,-2.1394
31079,-1.0765
31109,-0.9506
31153,-0.7611
32003,-1.9260
32031,-1.2396
33011,-1.0761
33013,-0.7857
33015,0.1280
33017,-0.4446
34001,-1.2296
34003,-0.0745
34005,-0.5547
34007,-1.2873
34009,-0.8843
34011,-1.7031
34013,-1.0197
34015,-0.6587
34017,-1.2946
34019,0.4113
34021,-1.4807
34023,-0.2221
34025,-1.0997
34027,0.3120
34029,-0.6790
34031,-1.5412
34033,-1.5746
34035,-0.2543
34037,-0.1350
34039,-0.7245
34041,-0.3228
35001,-1.4253
35005,-1.0914
35009,-1.1993
35013,-1.1827
35025,-2.4975
35035,-0.7627
35043,-0.4064
35045,-1.6993
36001,-1.3784
36007,-1.6322
36009,-1.2615
36011,-1.7063
36013,-1.7819
36015,-1.9663
36019,-1.3693
36021,-2.5529
36027,-1.6261
36029,-2.1113
36035,-1.3857
36037,-1.6723
36039,-1.6254
36045,-1.1613
36055,-2.1678
36057,-1.6097
36059,-0.3179
36061,-0.9127
36063,-1.5249
36065,-2.0254
36067,-2.6899
36069,-1.7273
36071,-1.3226
36073,-1.1870
36075,-0.9657
36077,-1.0641
36079,-0.1152
36083,-1.9942
36087,-1.0225
36091,-0.3871
36093,-2.2429
36101,-0.9463
36103,-1.0047
36105,-1.8482
36109,-1.5216
36111,-1.5315
36117,-1.6827
36119,-1.0635
37001,-1.3556
37003,-1.2571
37007,-2.0169
37013,-1.5938
37015,-1.3077
37017,-1.5245
37019,-1.2219
37021,-1.4829
37023,-0.8144
37025,-0.9061
37027,-1.1690
37029,-0.3922
37031,-0.7748
37033,-1.3098
37035,-1.3663
37037,-1.3033
37041,-1.4887
37045,-0.7768
37047,-1.3580
37049,-0.9483
37051,-0.9782
37053,-0.9563
37057,-1.3846
37059,-0.6083
37061,-1.5574
37063,-1.5117
37065,-2.0865
37067,-1.3176
37069,-1.1374
37071,-1.4368
37073,-1.0243
37077,-1.5993
37079,-2.1418
37081,-1.1028
37083,-2.0492
37085,-1.8954
37089,-0.7458
37091,-1.5793
37093,-1.1564
37097,-1.3795
37101,-0.8781
37103,-0.8175
37105,-1.1945
37107,-1.6363
37109,-0.7310
37117,-1.2992
37119,-0.8521
37123,-1.7608
37125,-1.3493
37127,-1.5327
37129,-1.4457
37131,-1.0690
37133,-1.0669
37135,-1.0249
37137,-1.4577
37139,-1.5995
37141,-1.1977
37143,-1.4786
37145,-0.9811
37147,-1.5037
37151,-1.6177
37153,-1.6493
37155,-1.8382
37157,-1.2890
37159,-2.0832
37161,-1.1162
37163,-0.9432
37165,-0.9476
37167,-1.4400
37169,-0.9220
37171,-0.9362
37177,-1.3541
37179,-0.5066
37181,-1.1009
37183,-0.9413
37185,-1.6024
37187,-1.7476
37191,-1.4503
37193,-1.0121
37195,-1.1731
37197,-0.7493
38015,-1.0124
38017,-1.6572
38035,-0.6227
38101,-0.4978
39003,-1.8111
39007,-1.6771
39013,-0.4732
39017,-0.8390
39023,-1.7895
39025,-0.6172
39029,-1.3646
39035,-1.9564
39041,0.1937
39043,-1.7879
39045,-0.0576
39049,-1.6863
39055,-0.8478
39057,-1.0272
39061,-1.4560
39063,-0.9003
39081,0.3683
39085,-1.2369
39087,-0.6329
39089,-0.6894
39093,-1.7161
39095,-2.0889
39099,-2.0251
39101,-1.7455
39103,-0.8362
39109,-1.0406
39113,-2.0127
39119,-1.9521
39133,-0.8940
39139,-1.9573
39141,-1.0851
39143,-1.3484
39151,-1.7984
39153,-1.6227
39155,-2.0030
39165,0.5743
39169,-0.9597
39173,-0.2165
40017,-0.9105
40019,-1.7796
40023,-2.1372
40027,-0.6897
40031,-0.7592
40037,-1.4295
40047,-1.4039
40051,-1.0592
40065,-0.9380
40071,-0.9363
40083,-1.2674
40089,-1.7344
40101,-1.7371
40109,-1.6323
40111,-1.6736
40119,-0.9315
40125,-1.4617
40131,-0.8444
40135,-0.9442
40137,-1.2661
40143,-2.0603
40145,-1.8710
40147,-0.4054
41005,-1.1963
41029,-1.1621
41039,-1.2806
41047,-1.4176
41051,-2.0618
41067,-0.8385
42001,-0.3515
42003,-1.4899
42007,-1.1401
42011,-0.7354
42013,-0.6860
42017,-0.6307
42019,-0.4298
42021,-1.6974
42025,-0.6508
42027,-0.8100
42029,-0.8612
42039,-1.2418
42041,-0.6844
42043,-1.8898
42045,-1.5799
42049,-1.9354
42051,-1.4817
42055,-1.1325
42069,-1.2323
42071,-0.9121
42073,-1.0540
42075,-1.0675
42077,-1.1392
42079,-1.5132
42081,-1.1955
42085,-1.5852
42089,-0.4084
42091,-0.2634
42095,-0.7117
42097,-1.0222
42101,-1.8409
42103,0.0112
42107,-1.0371
42125,-0.8701
42129,-0.8838
42133,-1.1189
44003,-0.3449
44005,-1.4687
44007,-1.4087
44009,-0.4953
45001,-0.6617
45003,-1.7716
45005,-3.0662
45007,-1.3986
45009,-1.8037
45011,-2.3820
45013,-1.8473
45015,-1.4078
45017,-1.2732
45019,-1.8169
45021,-2.2008
45023,-2.1743
45025,-1.9112
45027,-1.5495
45029,-2.1776
45031,-1.6799
45033,-1.8395
45035,-1.0059
45037,-1.6355
45039,-1.7239
45041,-1.7802
45043,-1.7667
45045,-1.6775
45047,-1.8803
45049,-2.0857
45051,-1.6724
45053,-3.0564
45055,-1.5614
45057,-1.6992
45059,-1.8126
45061,-2.9503
45063,-1.8095
45065,-1.7515
45067,-2.4057
45069,-2.2749
45071,-2.0545
45073,-1.7915
45075,-2.0315
45077,-1.7765
45079,-1.4196
45081,-1.5823
45083,-1.5916
45085,-1.7137
45087,-1.7474
45089,-1.9307
45091,-1.3952
46099,-1.6070
46103,-1.0730
47001,-1.1331
47003,-1.4624
47009,-1.0700
47011,-1.3534
47017,-1.3184
47023,-1.4277
47029,-1.4645
47031,-1.6623
47033,-1.5197
47037,-1.7194
47043,-0.7785
47045,-1.5464
47047,-2.0526
47051,-1.4876
47053,-1.5105
47055,-1.7976
47059,-0.6889
47063,-0.9667
47065,-1.9060
47069,-1.6989
47075,-1.7758
47077,-0.7848
47079,-1.6130
47089,-1.4534
47093,-1.9038
47095,-2.5453
47097,-1.6272
47103,-1.6900
47107,-1.1875
47109,-1.3758
47113,-1.7978
47117,-1.2683
47119,-1.8917
47123,-1.3666
47125,-0.9344
47131,-1.8030
47141,-1.2038
47145,-1.4145
47147,-1.6754
47149,-0.6240
47155,-1.5789
47157,-1.9121
47163,-0.6093
47165,-1.1348
47167,-1.2908
47177,-1.5643
47179,-0.2282
47183,-1.2119
47187,0.0661
47189,-1.0464
48001,-1.5309
48005,-1.0556
48015,-1.5592
48021,-1.4983
48027,-0.9629
48029,-0.9387
48037,-1.4460
48039,-0.2159
48041,-1.6751
48049,-1.0287
48051,-2.0413
48055,-1.4925
48063,-0.5190
48067,-1.1542
48071,-0.7934
48073,-1.0657
48085,0.0448
48089,-1.9206
48091,0.2358
48097,-1.5228
48099,-0.4819
48113,-1.1354
48121,-0.5071
48123,-1.6504
48135,-1.9095
48139,-0.6558
48141,-0.3585
48145,-2.9621
48147,-1.6030
48149,-1.6288
48157,-0.2687
48161,-1.1851
48167,-1.1259
48177,-1.5411
48181,-1.2463
48183,-1.5095
48185,-2.7207
48187,-0.2930
48189,-1.0421
48199,-1.1245
48201,-0.9985
48203,-1.7154
48209,-0.8550
48213,-1.2298
48215,0.3668
48217,-1.5638
48223,-1.7437
48225,-2.0560
48227,-2.2566
48231,-1.9182
48239,-1.6178
48241,-1.7635
48245,-1.3552
48251,-0.9102
48257,-0.9340
48277,-1.6247
48287,-1.7899
48289,-1.8238
48291,-1.6612
48293,-1.8738
48303,-1.6657
48309,-1.6775
48313,-1.5702
48315,-1.5143
48321,-1.6654
48329,-1.8151
48331,-1.6544
48339,-0.4598
48343,-1.1099
48347,-2.1158
48349,-1.4204
48351,-1.6420
48355,-1.0447
48361,-2.0314
48365,-1.1955
48367,-0.8223
48373,-1.9781
48375,-1.1975
48381,-0.6138
48387,-1.7628
48395,-2.0459
48397,-0.3688
48401,-1.1466
48405,-1.9898
48407,-1.8606
48409,-0.6707
48419,-1.5206
48423,-1.4234
48439,-1.1590
48441,-1.1366
48449,-1.3255
48451,-0.7227
48453,-1.1787
48455,-2.4602
48457,-1.9270
48459,-1.4843
48467,-1.3637
48469,-1.6481
48471,-1.7048
48473,-1.2146
48477,-1.3892
48481,-1.7519
48485,-1.2462
48487,-1.6521
48491,-0.5129
48499,-1.6009
49005,-0.8836
49011,-1.2421
49035,-2.0316
49049,-1.0752
49053,-0.3426
49057,-1.6253
50007,-1.6135
51001,-1.1831
51007,-1.2486
51009,-1.2596
51011,-0.9572
51013,-0.6245
51015,-1.0857
51019,-1.4632
51025,-0.9924
51029,-1.1587
51031,-1.1866
51033,-1.0051
51036,-1.0117
51037,-0.6745
51041,-0.5507
51047,-0.9510
51049,-1.2280
51053,-0.8156
51057,-1.1292
51059,-0.2971
51061,-1.2714
51065,-1.3195
51067,-0.5547
51073,-0.7119
51075,-0.5577
51079,-1.3142
51083,-1.1434
51085,-0.4691
51087,-0.8637
51089,-0.6645
51093,-0.7361
51095,-1.0173
51097,-0.1216
51099,-0.8434
51101,-1.1869
51103,-1.9168
51107,-0.3417
51109,-1.2526
51111,-1.3987
51117,-0.8412
51119,-0.5399
51121,-1.0181
51125,-1.2947
51127,-0.6351
51131,-1.6948
51133,-0.8050
51135,-1.4532
51137,-1.0173
51141,-1.3487
51143,-0.6934
51145,-1.0669
51147,-1.2687
51149,-0.2457
51153,-0.3245
51155,-1.4158
51159,-0.6563
51161,-0.5619
51175,-1.0883
51177,-0.7586
51179,-0.4829
51181,-0.5870
51183,-0.9485
51187,-1.0789
51193,-1.1191
51197,-1.2791
51199,-0.3673
51510,-1.0744
51520,-1.0075
51540,-1.3924
51550,-0.6424
51570,-0.8759
51590,-1.1182
51595,-1.1088
51620,-1.5356
51630,-1.2476
51650,-0.9732
51660,-1.2141
51670,-1.3643
51680,-1.5088
51683,-1.1388
51685,-0.2522
51690,-1.4106
51700,-1.2205
51710,-1.4084
51730,-1.4485
51740,-0.8604
51750,-1.1809
51760,-1.3626
51770,-0.9695
51775,-0.5798
51790,-1.4870
51800,-0.8643
51810,-0.6714
51820,-1.3495
51840,-1.1296
53005,-1.0768
53011,-1.2653
53021,-1.5661
53029,-0.5785
53033,-1.2134
53035,-1.0724
53053,-1.1279
53061,-0.3761
53063,-1.1790
53067,-0.5324
53073,-0.2879
53077,-1.1579
54003,-1.1771
54011,-1.6121
54019,-2.0482
54025,-1.6363
54033,-1.0838
54037,-1.3821
54039,-1.3937
54047,-1.8429
54049,-1.0447
54055,-1.6159
54061,-0.6309
54069,-0.7913
54081,-1.3722
54107,-1.2293
55009,-1.7613
55025,-2.2008
55031,-1.1054
55035,-1.1935
55039,-1.9290
55055,-1.3747
55059,-1.8640
55063,-1.4967
55071,-0.9195
55073,-0.8144
55079,-2.4646
55087,-1.2744
55089,-0.0297
55101,-2.5015
55105,-1.7451
55109,-0.5716
55117,-1.1608
55127,-0.5534
55131,-0.6067
55133,-0.7641
55139,-1.3700
55141,-1.0769
56021,-0.7291
56025,-0.8834
