id,m_coh
19085,-0.0235
19087,0.0599
19089,-0.0181
19091,0.0470
19093,0.0018
19095,-0.0425
19097,0.0670
19099,0.1101
19101,0.0016
19103,0.0383
19105,-0.0456
19107,0.0310
19109,0.0137
19111,0.0094
19113,-0.0157
19115,0.0799
19117,-0.0352
19119,-0.0121
19121,0.0778
19123,-0.0565
19125,-0.0009
19127,0.0314
19129,0.0667
19131,0.0206
19133,-0.0277
19135,0.0040
19137,0.0081
19139,-0.1082
19141,0.0053
19143,0.0591
19145,0.0841
19147,-0.0271
19149,0.0957
19151,0.0775
19153,0.0476
19155,0.0142
19157,0.0782
19159,0.0397
19161,0.0749
19163,0.0145
19165,-0.0531
19167,-0.0254
19169,0.0653
19171,0.0774
19173,0.0538
19175,-0.0280
19177,-0.0701
19179,0.0072
19181,0.1240
19183,0.0560
19185,-0.0204
19187,-0.0811
19189,-0.0152
19191,0.0596
19193,0.0626
19195,0.0512
19197,-0.0195
20001,-0.1462
20003,0.0576
20005,-0.1311
20007,-0.0831
20009,-0.1773
20011,-0.0495
20013,-0.0180
20015,-0.0220
20019,-0.1381
20021,-0.0870
20027,-0.1225
20029,-0.1387
20031,0.0413
20035,-0.0690
20037,-0.0139
20041,-0.0520
20043,-0.0958
20045,0.0283
20051,-0.1077
20053,-0.0643
20055,-0.1106
20057,-0.0865
20059,-0.0707
20061,-0.0930
20067,-0.1193
20069,-0.0324
20073,-0.0040
20077,-0.1036
20079,-0.0905
20081,-0.0859
20085,-0.0317
20087,-0.0984
20091,-0.0058
20093,-0.0283
20095,-0.0205
20099,-0.0467
20103,-0.0035
20105,-0.0430
20107,-0.0746
20111,0.0079
20113,-0.0642
20115,-0.0487
20117,-0.0792
20121,-0.0258
20123,0.0199
20125,-0.0226
20127,-0.0274
20129,-0.0132
20131,-0.0702
20133,0.0032
20137,0.0196
20139,-0.0208
20143,-0.0708
20145,-0.0489
20147,-0.0790
20149,-0.0379
20151,-0.1393
20155,-0.0993
20157,-0.0392
20159,-0.0579
20161,0.0526
20163,-0.1464
20167,-0.1233
20169,-0.0632
20171,-0.0400
20173,-0.0177
20175,-0.0275
20177,-0.0457
20181,0.1103
20183,-0.0352
20185,-0.0473
20189,-0.1761
20191,-0.0713
20193,-0.0462
20197,-0.0181
20201,-0.1454
20205,-0.1567
20209,-0.0892
21001,-0.0057
21003,0.0558
21005,0.0252
21007,0.0317
21009,-0.0047
21011,0.0925
21013,-0.0594
21015,0.0195
21017,0.0107
21019,0.0773
21021,0.0283
21023,0.0306
21025,-0.2262
21027,0.1015
21029,0.0404
21031,-0.0012
21033,0.0217
21035,0.1471
21037,0.0734
21039,0.0727
21041,-0.0452
21043,0.1450
21045,0.1491
21047,-0.0182
21049,0.1146
21051,0.0487
21053,0.0017
21055,0.0236
21057,0.1251
21059,-0.0317
21061,0.1015
21063,0.0971
21065,-0.0281
21067,-0.0552
21069,0.1091
21071,0.1094
21073,0.0183
21075,0.0465
21077,-0.0356
21079,-0.0104
21081,0.0280
21083,-0.0107
21085,0.0251
21087,0.0374
21089,0.1327
21091,-0.0664
21093,0.0904
21095,0.0860
21097,-0.0474
21099,-0.0454
21101,0.0412
21103,-0.0016
21105,0.0634
21107,0.1513
21109,-0.0311
21111,0.0755
21113,0.0382
21115,0.0370
21117,0.0989
21119,0.1196
21121,0.0528
21123,0.0772
21125,0.1052
21127,0.0591
21129,0.1468
21131,0.0027
21133,0.1178
21135,-0.0002
21137,-0.0347
21139,0.0753
21141,0.0303
21143,0.0403
21145,0.0865
21147,-0.0171
21149,-0.0297
21151,0.0450
21153,-0.0056
21155,0.0490
21157,0.0586
21159,0.0026
21161,-0.0009
21163,0.0597
21165,-0.0229
21167,0.0228
21169,0.0636
21171,-0.0032
21173,0.2147
21175,0.0689
21177,0.0049
21179,0.1183
21181,0.0938
21183,-0.0169
21185,0.0546
21187,0.0562
21189,-0.1403
21191,-0.1174
21193,0.0460
21195,0.0389
21197,0.0590
21199,0.0477
21203,-0.0616
21205,0.0715
21207,0.0145
21209,0.0580
21211,-0.0211
21213,-0.0130
21215,0.2146
21217,0.0018
21219,0.0100
21221,-0.0689
21223,0.0321
21225,-0.0161
21227,0.0549
21229,0.0421
21231,-0.0797
21233,-0.0215
21235,0.0276
21237,0.0148
21239,0.0808
22001,0.0510
22003,-0.0016
22005,0.0656
22007,0.0491
22009,-0.0343
22011,-0.0568
22013,0.0247
22015,0.0218
22017,-0.0314
22019,-0.0486
22021,-0.0243
22023,0.0487
22025,-0.0536
22027,-0.0605
22029,-0.0381
22031,0.1116
22033,0.0687
22035,-0.0934
22037,0.0944
22039,0.0007
22041,0.0773
22043,0.0123
22045,0.0225
22047,0.0673
22049,-0.0762
22051,0.0425
22053,-0.1018
22055,-0.0099
22057,0.1379
22059,-0.0011
22061,-0.0024
22063,0.0066
22065,-0.0381
22067,-0.1455
22069,0.0353
22071,0.0959
22073,-0.0697
22075,0.0725
22077,-0.0262
22079,-0.0518
22081,-0.0866
22083,-0.1019
22085,-0.0997
22087,-0.0003
22089,0.0854
22091,0.0262
22093,0.0041
22095,-0.0262
22097,-0.0631
22099,0.0076
22101,0.0200
22103,-0.0015
22105,-0.0445
22107,-0.0022
22109,0.0094
22111,0.0354
22113,0.0069
22115,0.0060
22117,-0.0685
22119,0.0454
22121,0.0168
22123,-0.0633
22125,-0.0304
22127,-0.0327
23001,-0.0208
23003,-0.0159
23005,0.0006
23007,-0.0397
23009,0.0065
23011,-0.0063
23013,-0.0346
23015,0.0059
23017,-0.0486
23019,-0.0298
23021,-0.0021
23023,-0.0227
23025,-0.0126
23027,-0.0019
23029,-0.0052
23031,-0.0170
24001,-0.0649
24003,-0.0541
24005,-0.0621
24009,-0.0724
24011,-0.0644
24013,0.0197
24015,-0.0404
24017,-0.0416
24019,-0.0989
24021,0.0244
24023,-0.0988
24025,0.0949
24027,-0.0565
24029,-0.0983
24031,-0.0503
24033,-0.0283
24035,-0.0216
24037,-0.0570
24039,-0.0521
24041,-0.0251
24043,-0.1590
24045,-0.0441
24047,-0.0411
24510,-0.1521
25001,-0.0683
25003,-0.0536
25005,-0.0234
25007,-0.0516
25009,0.0014
25011,-0.0301
25013,0.0042
25015,-0.0077
25017,0.0070
25019,-0.0705
25021,-0.0021
25023,-0.0329
25025,0.0282
25027,-0.0149
26001,-0.0829
26003,0.0969
26005,0.0131
26007,0.0167
26009,-0.0296
26011,0.0910
26013,-0.0797
26015,-0.0067
26017,-0.0409
26019,-0.0605
26021,-0.0114
26023,0.0366
26025,-0.0612
26027,0.0294
26029,0.0333
26031,-0.0694
26033,0.0158
26035,0.0289
26037,-0.0353
26039,0.0308
26041,-0.0404
26043,-0.0030
26045,0.0334
26047,0.0335
26049,-0.0065
26051,0.0560
26053,0.0323
26055,0.0211
26057,-0.0950
26059,0.0270
26061,-0.0075
26063,-0.0149
26065,-0.0201
26067,0.0253
26069,0.0545
26071,0.0728
26073,-0.0458
26075,-0.0213
26077,-0.0081
26079,-0.0276
26081,-0.0294
26085,-0.0347
26087,-0.0351
26089,-0.0147
26091,0.0057
26093,-0.0058
26095,0.0772
26097,0.0100
26099,-0.0271
26101,-0.0465
26103,-0.0202
26105,-0.0247
26107,-0.0514
26109,-0.0452
26111,-0.0447
26113,-0.0984
26115,0.0224
26117,-0.0403
26119,-0.1335
26121,0.0042
26123,-0.0693
26125,-0.0362
26127,-0.0382
26129,0.1222
26131,-0.0277
26133,-0.0651
26135,0.1177
26137,0.0012
26139,0.0506
26141,0.0405
26143,-0.0264
26145,-0.0271
26147,-0.0096
26149,-0.0357
26151,-0.0362
26153,0.1178
26155,-0.0479
26157,0.0186
26159,0.0110
26161,0.0018
26163,-0.0267
26165,0.0061
27001,-0.0931
27003,0.0171
27005,0.0400
27007,0.0367
27009,0.0202
27011,0.0143
27013,0.0600
27015,0.0805
27017,0.0352
27019,0.0186
27021,-0.0687
27023,0.0173
27025,0.0408
27027,0.0322
27029,-0.0520
27031,-0.0932
27033,-0.0454
27035,0.0370
27037,-0.0110
27039,-0.0458
27041,0.0967
27043,-0.0448
27045,-0.0054
27047,-0.0405
27049,-0.0043
27051,0.0396
27053,-0.0056
27055,-0.0175
27057,-0.0233
27059,0.0500
27061,0.0383
27063,-0.1301
27065,0.1153
27067,0.0751
27069,0.0133
27071,0.0624
27073,0.0301
27075,0.0207
27079,0.0700
27081,-0.0945
27083,0.0012
27085,0.0661
27087,-0.0663
27089,-0.0428
27091,-0.0447
27093,0.0282
27095,0.0561
27097,-0.0197
27099,-0.0715
27101,0.0998
27103,0.0658
27105,-0.0046
27107,-0.0699
27109,-0.0606
27111,0.0133
27113,-0.0394
27115,-0.0840
27117,-0.0922
27119,-0.0675
27121,-0.0292
27123,-0.0371
27125,0.0678
27127,-0.0064
27129,0.0862
27131,-0.0383
27133,-0.0462
27135,0.0449
27137,0.0145
27139,0.0868
27141,0.1260
27143,-0.0444
27145,-0.0237
27147,-0.0501
27149,0.0505
27151,-0.0404
27153,0.0001
27155,-0.0714
27157,0.0301
27159,0.0566
27161,-0.0735
27163,0.0347
27165,0.0767
27167,0.0132
27169,0.1032
27171,0.0699
27173,0.0091
28001,0.0562
28003,0.0256
28005,0.0608
28007,0.0288
28009,0.1047
28011,0.0072
28013,0.1036
28015,0.0457
28017,0.1720
28019,0.2233
28021,-0.0393
28023,0.0380
28025,0.0958
28027,0.1296
28029,0.0318
28031,0.0738
28033,0.0434
28035,0.0901
28037,0.1425
28039,0.0915
28041,0.0525
28043,0.1262
28045,0.0257
28047,-0.0218
28049,-0.0015
28051,-0.0435
28053,-0.1418
28057,0.1473
28059,0.0671
28061,0.1378
28063,0.0293
28065,0.1436
28067,0.0553
28069,0.2073
28071,0.1273
28073,0.0132
28075,0.0607
28077,-0.0011
28079,0.0611
28081,0.1418
28083,0.0714
28085,0.0009
28087,0.0412
28089,0.0243
28091,0.1361
28093,0.0624
28095,0.1388
28097,0.0082
28099,-0.0161
28101,0.0586
28103,0.0228
28105,0.1249
28107,0.2013
28109,0.0429
28111,-0.0559
28113,0.0066
28115,0.0096
28117,0.1122
28119,0.1012
28121,0.1300
28123,-0.0441
28125,-0.0857
28127,0.0624
28129,0.0711
28131,0.0210
28133,0.0923
28135,0.1854
28137,0.0802
28139,-0.0451
28141,-0.0021
28143,0.0598
28145,0.1247
28147,0.0466
28149,0.0963
28151,0.0939
28153,-0.0418
28155,0.1535
28157,0.0142
28159,0.0919
28161,-0.0158
28163,-0.0194
29001,-0.0518
29003,-0.0339
29005,0.1011
29007,-0.0151
29009,-0.0476
29011,-0.0028
29013,0.0117
29015,-0.0928
29017,-0.0702
29019,-0.0401
29021,-0.0214
29023,-0.0149
29025,-0.0459
29027,-0.0113
29029,-0.0447
29031,-0.0279
29033,0.0225
29035,-0.0271
29037,0.0067
29039,0.0186
29041,-0.0488
29043,0.0331
29045,-0.1452
29047,0.0097
29049,0.0697
29051,-0.1668
29053,-0.0008
29055,-0.0121
29057,-0.0938
29059,0.0377
29061,0.0168
29063,0.1023
29065,0.0102
29067,-0.0688
29069,-0.1156
29071,-0.0145
29073,-0.0557
29075,0.0381
29077,-0.0821
29079,-0.0221
29081,-0.0057
29083,0.0014
29085,0.0408
29087,0.0456
29089,0.0824
29091,-0.0601
29093,0.0588
29095,-0.0102
29097,-0.0540
29099,0.0008
29101,0.0167
29103,0.0308
29105,-0.0258
29107,-0.0032
29109,-0.0299
29111,-0.0617
29113,0.0295
29115,0.0088
29117,0.0039
29119,-0.0846
29121,0.0336
29123,-0.0093
29125,-0.0449
29127,0.0051
29129,-0.0247
29131,-0.0085
29133,-0.0536
29135,-0.0161
29137,-0.0444
29139,0.0354
29141,-0.0846
29143,-0.1036
29145,-0.0863
29147,-0.0655
29149,-0.0725
29151,0.0450
29153,-0.0264
29155,0.0494
29157,-0.0144
29159,0.0086
29161,0.0119
29163,0.0018
29165,-0.0239
29167,-0.0096
29169,-0.0065
29171,-0.1545
29173,0.0476
29175,-0.0169
29177,0.0661
29179,-0.0213
29181,-0.0647
29183,0.0779
29185,-0.0719
29186,-0.0324
29187,-0.0817
29189,0.0050
29195,0.0300
29197,-0.0325
29199,0.0065
29201,-0.0434
29203,-0.0703
29205,-0.2054
29207,-0.0275
29209,-0.0525
29211,-0.0027
29213,-0.0010
29215,-0.1061
29217,-0.0333
29219,0.0743
29221,0.0481
29223,-0.1142
29225,-0.0532
29229,-0.0639
29510,0.0639
30001,-0.0065
30003,-0.0750
30005,0.0832
30007,-0.0575
30009,-0.0780
30013,-0.0446
30015,-0.0309
30017,-0.0839
30021,-0.0725
30023,-0.1801
30027,-0.0238
30029,0.0379
30031,-0.0139
30035,-0.0981
30041,-0.0165
30043,0.0221
30047,-0.0644
30049,0.0513
30053,0.0619
30057,-0.0127
30061,-0.0162
30063,-0.0311
30065,-0.0643
30067,-0.0609
30071,0.0016
30073,-0.1881
30077,0.0006
30081,-0.0206
30083,-0.0932
30085,-0.0896
30087,-0.1739
30089,-0.0337
30093,0.0350
30095,-0.0163
30099,-0.0400
30101,0.0472
30105,-0.0738
30111,-0.0891
31001,0.0852
31003,0.0419
31011,0.0153
31013,0.1102
31019,0.0620
31021,0.1169
31023,0.1087
31025,0.0791
31027,0.0465
31029,0.1502
31031,0.0131
31033,-0.0264
31035,0.1423
31037,0.1424
31039,0.0565
31041,-0.0044
31043,0.1959
31045,-0.0142
31047,0.0675
31051,0.1934
31053,-0.0219
31055,0.0793
31059,-0.0331
31065,0.0515
31067,0.0351
31079,-0.0022
31081,0.0698
31089,0.0519
31093,0.0739
31095,0.0493
31097,0.0921
31099,-0.0819
31101,-0.0117
31107,0.0180
31109,0.0254
31111,0.0306
31119,0.0679
31121,-0.0015
31123,0.0268
31125,0.1089
31127,0.1247
31131,-0.0332
31137,-0.0932
31139,0.1657
31141,0.0733
31143,0.0818
31145,0.0114
31147,0.0112
31151,0.0539
31153,0.1271
31155,0.0975
31157,0.0729
31159,0.1871
31161,0.0655
31169,-0.0059
31173,0.0561
31177,0.1142
31179,0.1426
31185,0.1255
32001,0.0239
32003,0.0208
32005,0.0016
32007,-0.0161
32013,-0.0151
32015,-0.0419
32017,0.0047
32019,0.0576
32023,-0.0647
32027,-0.0328
32031,0.0555
32033,-0.0166
32510,-0.0388
33001,-0.0002
33003,-0.1009
33005,-0.0016
33007,-0.0467
33009,-0.0008
33011,-0.0032
33013,-0.0200
33015,0.0328
33017,0.0397
33019,0.0389
34001,-0.0013
34003,0.0408
34005,0.0329
34007,0.0084
34009,-0.0048
34011,-0.0061
34013,0.0467
34015,0.0199
34017,0.0182
34019,0.0105
34021,0.0446
34023,0.0127
34025,0.0365
34027,0.0167
34029,-0.0400
34031,0.0336
34033,0.0445
34035,0.0234
34037,0.0167
34039,0.0298
34041,0.0073
35001,0.0029
35005,-0.0382
35006,0.0149
35007,-0.0297
35009,-0.0050
35013,0.0480
35015,-0.0447
35017,-0.0573
35019,0.0359
35023,0.0148
35025,0.0225
35027,-0.0412
35028,0.0456
35029,0.0229
35031,-0.0226
35035,-0.0386
35037,-0.0098
35039,0.0079
35041,0.0780
35043,-0.0509
35045,-0.0186
35047,0.0030
35049,0.0660
