id,h_grd
2732390,0.9707
2732430,0.9214
2733000,0.9533
2733270,0.9314
2733330,0.9162
2733510,0.9792
2733600,0.9667
2733780,0.8590
2733810,1.0719
2733840,0.8607
2742160,0.9214
2742270,0.9046
2742360,0.9174
2742720,1.1097
2744160,0.9434
2801320,0.9668
2801770,1.0496
2802280,0.9764
2802400,0.9809
2802790,0.8948
2803480,0.9617
2803520,0.9627
2803830,1.0456
2901000,0.9707
2904620,0.8438
2905310,0.8894
2905760,1.0738
2907460,0.9918
2908370,1.1503
2912290,0.8084
2913140,0.9123
2913830,0.9119
2914340,0.9064
2915480,0.8808
2916190,0.8167
2916350,0.8249
2916400,0.9833
2918300,0.9828
2918540,0.8426
2920410,1.0546
2920610,0.9094
2920670,0.9330
2920940,0.9904
2921120,1.0985
2921810,0.8779
2922800,0.9193
2923550,0.9910
2923580,1.1151
2923700,0.9809
2926070,0.9053
2926640,0.9342
2926850,0.9950
2927060,0.8200
2927830,0.9376
2927870,0.7497
2928860,0.9441
2928920,0.9124
2928950,1.0057
2929280,1.0630
2931440,0.9619
2931500,0.8336
2931650,0.9512
3003870,0.9761
3013040,0.9878
3100006,1.1473
3100016,1.0131
3100022,0.8453
3100095,1.1660
3100098,0.9303
3102910,1.0455
3103810,1.1734
3105340,0.9867
3170710,1.1268
3171580,1.1142
3172390,0.9637
3172810,1.2639
3172840,0.9048
3173230,0.9286
3173740,0.8127
3174430,0.9301
3174820,0.8847
3175270,1.1170
3175900,1.0134
3176450,0.9655
3176470,1.0114
3176860,1.2516
3178660,1.0548
3200030,1.0224
3200060,0.9195
3200090,1.0882
3200120,1.0023
3200210,0.9419
3200240,0.9199
3200300,1.0130
3200360,1.0017
3200390,1.0082
3200480,1.0479
3304590,0.8517
3304980,0.7857
3400930,0.8695
3400960,0.9801
3401260,0.9275
3401350,0.9816
3401410,1.0849
3401500,0.8147
3401560,0.8987
3401830,0.8172
3401920,1.0097
3402100,1.0503
3402220,1.1605
3402250,1.0347
3402280,1.0582
3402400,1.0283
3402460,1.0587
3402640,1.0073
3402820,0.9728
3403000,0.9267
3403270,0.8990
3403300,0.9447
3403900,1.1728
3403930,0.8754
3403990,1.0845
3404020,0.9705
3404110,0.9998
3404200,1.1948
3404230,0.5808
3404290,0.9722
3404320,1.1790
3404410,1.0845
3404500,0.9624
3404560,0.9918
3404590,0.9545
3404660,0.9438
3404740,0.8580
3404890,1.0422
3404920,1.1154
3404980,1.0740
3405070,0.9327
3405190,1.0979
3405310,1.0502
3405490,1.1042
3405580,1.0980
3405640,1.0445
3405730,1.1662
3405760,0.9935
3406030,0.9444
3406240,1.1481
3406270,0.8285
3406450,0.8730
3406510,1.1114
3406540,0.9127
3406570,1.1943
3406870,1.1215
3406930,0.9304
3406990,0.9150
3407230,1.0530
3407290,0.9834
3407350,0.9453
3407440,0.8707
3407560,0.9712
3407680,0.8214
3407740,0.9680
3407770,0.9376
3407830,1.0077
3407890,1.0063
3408220,0.7918
3408400,0.9765
3408520,1.2161
3408610,0.9881
3408640,0.8588
3408760,1.0897
3408850,0.8870
3408940,0.9278
3409210,1.1811
3409270,1.0021
3409390,1.1069
3409450,1.1356
3409630,1.0151
3409660,1.0031
3409750,1.0410
3409810,1.1899
3410050,1.1086
3410110,1.0553
3410320,1.0573
3410470,0.9339
3410500,0.9958
3410560,0.9644
3410810,1.1111
3410950,1.0140
3410980,1.1282
3411160,1.0200
3411220,0.9089
3411280,1.1202
3411340,0.8942
3411430,0.9142
3411460,1.0225
3411490,0.9788
3411640,0.9415
3411880,0.9680
3412060,1.1427
3412270,0.7848
3412360,0.8955
3412420,1.0268
3412480,1.1064
3412540,0.9646
3412690,0.9675
3412810,0.9073
3412840,0.8758
3412870,1.0351
3412930,0.6939
3412960,0.8018
3413050,0.9357
3413140,0.9823
3413200,0.8154
3413410,1.3281
3413470,1.0155
3413530,1.0351
3413650,1.0312
3413740,1.0752
3413770,1.0517
3413800,0.5124
3413830,1.0669
3414130,1.0565
3414280,0.9180
3414310,0.9139
3414340,1.1262
3414460,1.2448
3414490,0.9888
3414640,0.9472
3414670,1.0792
3414850,0.9747
3415090,1.0594
3415180,1.0273
3415210,0.9908
3415330,1.0874
3415360,0.9657
3415390,1.0028
3415630,0.9906
3415900,1.0654
3416080,1.0175
3416200,0.9969
3416230,0.9054
3416260,1.0617
3416290,0.8995
3416380,0.9278
3416470,0.9572
3416500,0.9778
3416680,1.1297
3416710,1.1134
3416800,0.9476
3417070,1.0111
3417280,1.0972
3417310,0.9547
3417580,0.9640
3417610,0.9716
3417640,1.0311
3417700,1.1051
3417820,1.0552
3417880,1.1814
3417940,0.9291
3418000,0.8444
3418060,0.8841
3418120,0.7506
3418270,1.0869
3500010,0.9366
3500030,0.9629
3500060,0.9425
3500120,0.9723
3500150,0.8725
3500180,0.9541
3500210,0.8472
3500240,0.9393
3500300,0.7522
3500420,1.0637
3500570,0.9852
3500600,0.8443
3500690,0.9748
3500750,0.8825
3500900,0.7887
3500930,0.8900
3500960,1.0540
3500990,0.9448
3501080,1.0413
3501110,0.9966
3501170,1.0106
3501200,0.9818
3501230,1.1234
3501260,0.9606
3501500,0.9106
3501530,0.8724
3501560,0.7818
3501620,0.9104
3501650,1.0461
3501680,0.9764
3501710,1.0414
3501740,0.9946
3501860,0.9121
3501890,1.0409
3501980,0.8516
3502010,1.0372
3502040,0.9027
3502070,0.8639
3502100,0.8799
3502160,0.9714
3502190,0.8667
3502250,0.8854
3502310,0.9157
3502370,0.9260
3502400,1.0808
3502430,0.7439
3502460,0.8551
3502520,0.9495
3502580,0.9230
3502610,1.1531
3502640,0.9812
3502670,1.0355
3600008,0.8796
3602460,0.6023
3602940,0.7983
3602970,0.7888
3603270,0.8010
3603840,0.7784
3604080,1.0010
3604140,0.8664
3604870,0.7526
3605280,0.8685
3605310,1.0713
3605850,0.7760
3606570,0.9035
3606870,0.6116
3608160,0.9370
3608310,0.6394
3608430,1.0468
3608880,0.9904
3609420,0.8747
3609660,1.0800
3609690,0.9062
3609720,0.9912
3609840,0.8920
3610500,0.6945
3610620,0.9290
3610650,0.8574
3610950,0.8886
3610980,0.7110
3611160,0.8734
3611460,0.7821
3611550,0.6248
3611970,0.8183
3612180,0.6393
3612330,1.1979
3612510,0.8995
3612630,0.9274
3612720,0.9959
3613290,1.0989
3613530,0.9331
3613740,1.0535
3614010,0.8270
3614130,0.4243
3614190,1.0899
3614340,0.9041
3615090,0.9662
3615300,0.8902
3615510,0.8625
3615540,1.0497
3615630,0.8787
3615780,0.7896
3616230,0.8920
3616290,0.8693
3616620,1.0105
3616830,0.8244
3617160,0.8313
3617380,0.8197
3617730,0.7896
3618120,1.0117
3618210,0.9665
3618240,0.9200
3618690,0.7156
3619200,1.0981
3619230,1.0059
3619320,1.0129
3619500,0.8537
3619560,0.9313
3619650,1.1771
3619680,0.8347
3619740,0.8112
3619950,1.0400
3620100,0.3783
3620340,1.0752
3620400,0.9489
3620490,0.6549
3620580,0.8772
3620700,0.8375
3620910,0.8436
3621480,0.8748
3621570,0.8192
3622020,0.8779
3622470,1.0220
3622650,0.9191
3623010,0.7145
3623460,0.6844
3623580,1.0258
3623760,0.8256
3624690,0.8987
3624750,0.5901
3624990,0.4830
3625350,1.0045
3626010,0.6075
3627060,0.9713
3627300,1.0535
3627540,1.2074
3627810,0.7929
3627900,1.2274
3628320,1.0251
3628590,0.6951
3628650,1.0338
3628950,0.8851
3629280,0.8640
3629370,0.6539
3629430,0.9097
3629460,1.0807
3629490,0.9861
3629790,0.7848
3629880,0.8579
3629970,0.9001
3630030,0.8938
3630120,0.8081
3630540,1.0591
3630660,0.8446
3630960,0.6297
3631260,1.0646
3631800,0.7153
3631920,0.6741
3700011,0.8595
3700012,1.0634
3700030,0.9049
3700090,0.7861
3700210,1.0500
3700240,1.0068
3700270,0.9819
3700330,0.8351
3700390,0.8228
3700420,0.8720
3700450,0.9918
3700480,1.0004
3700530,0.9545
3700580,0.9430
3700630,0.9833
3700690,1.0155
3700720,0.9507
3700750,0.9121
3700900,0.8429
3700930,0.8824
3700960,0.9868
3701110,0.9339
3701140,0.9734
3701170,1.0135
3701200,0.8419
3701260,0.8788
3701320,0.8878
3701500,0.8179
3701530,0.9141
3701620,0.9290
3701800,0.9271
3701830,0.8539
3701920,0.8844
3702010,0.9623
3702040,0.9298
3702100,1.0638
3702190,0.9903
3702250,0.9553
3702310,0.9744
3702340,1.0493
3702370,0.9035
3702430,0.7919
3702560,0.8543
3702610,0.8604
3702640,0.7612
3702680,1.0400
3702760,1.0041
3702940,0.9711
3702970,0.9195
3703060,0.8498
3703090,1.0107
3703120,0.8489
3703210,0.9457
3703270,0.7921
3703310,0.9387
3703330,0.9871
3703360,0.8402
3703450,0.7998
3703480,0.9370
3703540,0.7766
3703570,0.9330
3703630,0.8679
3703720,1.0255
3703780,0.8564
3703870,1.0744
3703930,0.8610
3703990,0.9300
3704050,0.8458
3704080,0.8359
3704140,0.9203
3704320,1.0379
3704380,1.0275
3704410,0.9235
3704500,1.0423
3704620,0.9727
3704650,0.9273
3704720,0.9367
3704830,1.0218
3704880,0.9466
3704950,0.9683
3705020,0.8772
3705040,1.0386
3705070,0.9748
3806780,0.9173
3808130,0.9156
3904348,0.8385
3904351,0.9238
3904360,0.7433
3904371,0.8420
3904375,0.8625
3904378,0.8205
3904380,0.8946
3904384,1.0696
3904386,0.8604
3904394,0.8990
3904399,0.7508
3904401,0.8161
3904408,0.7638
3904410,0.8481
3904419,1.0194
3904421,1.0429
3904426,0.8871
3904440,0.8368
3904456,0.9903
3904460,0.9434
3904463,0.8870
3904467,0.8809
3904480,1.0645
3904481,0.9028
3904490,0.7739
3904504,0.9413
3904507,0.9159
3904509,0.9277
3904513,1.0757
3904516,0.7665
3904519,1.0298
3904558,1.0321
3904564,0.9441
3904610,0.8724
3904611,1.0907
3904624,1.1335
3904676,1.1277
3904689,0.8785
3904696,1.0315
3904697,0.8702
3904700,0.7682
3904701,1.1953
3904702,1.2437
3904813,1.0471
3904823,0.9128
3904875,0.8886
3905045,1.0474
3910000,0.9667
3910015,0.8375
4002850,1.0482
4003000,1.0955
4003180,0.7695
4003630,0.9938
4004500,1.1848
4005490,0.8170
4006870,0.9208
4007620,0.9300
4007740,1.0017
4008070,0.9445
4009060,0.9073
4009570,0.9075
4010290,1.0181
4010350,0.7945
4010590,1.0389
4010650,1.1371
4010740,0.9429
4010920,0.8822
4012150,0.8908
4013560,1.2546
4013590,0.8471
4014160,0.8656
4014340,1.0016
4015090,1.1068
4015720,1.0465
4017250,0.8879
4018700,1.0443
4018990,1.0871
4019950,0.8092
4020250,1.0232
4020970,0.8753
4021000,1.1215
4021720,0.9862
4022770,0.8475
4023280,0.9697
4024690,1.0046
4024870,0.9646
4025230,1.0998
4025290,0.9705
4026880,0.8239
4027570,0.8816
4028680,1.1878
4029380,1.0009
4030240,0.8393
4030600,0.9117
4032070,0.9653
4032370,0.8901
4033180,0.8573
4033480,0.9422
4100009,1.1159
4100015,1.1551
4100020,1.0422
4100023,0.9438
4100048,1.1617
4101120,1.0868
4101620,0.9186
4101920,0.9978
4101980,1.0598
4102040,0.9943
4102640,1.1639
4102780,1.0565
4102800,1.2637
4102840,1.1550
4102940,1.0776
4103480,1.1710
4103660,1.0142
4103720,1.1358
4103860,1.0878
4103940,1.1546
4103990,1.0613
4104500,1.1154
4104740,1.0810
4105160,1.0508
4105610,0.8974
4105910,0.9308
4106000,1.0904
4106300,1.1949
4106510,1.2085
4106740,1.0964
4106900,1.2150
4107020,1.1147
4107080,1.0865
4107230,0.9778
4107380,1.0246
4107500,1.0469
4108010,1.1122
4108040,1.0970
4108160,0.9350
4108310,1.1237
4108520,0.9420
4108550,1.0767
4108720,0.9355
4108830,0.8867
4108880,1.1006
4109000,0.8482
4109270,1.0371
4109330,1.0810
4109480,0.9759
4109510,1.0586
4109630,1.0586
4110040,1.0756
4110350,1.1463
4110520,1.0224
4110710,1.0828
4110820,1.1125
4110890,1.1685
4111100,1.0518
4111290,1.1886
4111450,1.1387
4111670,0.9423
4111720,1.2264
4112240,0.9498
4112320,0.9970
4112600,1.1509
4113170,1.0697
4113530,1.1596
4202040,1.0489
4202280,0.7125
4202400,1.0878
4202790,1.1782
4203330,1.0216
4203450,1.0905
4203570,0.8522
4204200,0.9635
4204230,0.9059
4205010,0.9548
4205160,0.9497
4205190,0.8907
4205310,1.1270
4205400,0.8545
4205490,1.0684
4205550,1.0201
4205860,0.7735
4206240,0.8379
4206360,0.8231
4206480,1.1096
4206550,1.2828
4206840,0.9158
4207110,1.0088
4207230,1.0662
4207530,0.7622
4207650,1.0152
4207710,1.0723
4208550,0.8723
4208670,0.8821
4208850,0.7790
4209270,0.9620
4209300,0.8020
4209480,0.9030
4210710,1.2108
4210860,0.8830
4211450,0.9287
4211580,0.8776
4211700,0.6797
4211790,0.9808
4212690,1.0802
4213140,0.8027
4213440,0.8017
4214580,0.9226
4216200,0.9437
4216410,0.8369
4216980,0.9823
4217280,0.9001
4217370,0.8694
4218300,1.1128
4218510,1.0895
4218630,1.0258
4218840,0.9212
4218990,0.8337
4219050,1.0812
4219170,0.7676
4219290,0.8896
4219500,0.8650
4219680,0.7112
4219890,0.8787
4220040,0.6924
4221090,0.7827
4221490,0.6851
4221870,0.8858
4222860,0.9823
4224300,1.0763
4224320,0.8509
4224480,0.9783
4225290,0.9208
4225830,0.8898
4225950,0.8811
4225980,0.8908
4226250,0.7880
4226300,0.8029
4226550,0.7751
4226580,0.8914
4226760,0.7633
4226820,0.6413
4400120,0.8643
4400240,0.9614
4400270,0.9924
4400330,1.0271
4400540,0.9474
4400720,0.9579
4400780,0.8939
4400840,0.8809
4400900,0.8349
4401110,0.8522
4401140,0.9499
4401200,0.8079
4500720,0.9720
4500780,1.0048
4500900,0.9487
4501110,0.9879
4501170,0.9088
4501440,0.9967
4501500,1.0624
4501560,0.9816
4502010,0.9976
4502130,0.9315
4502280,0.9165
4502310,0.9744
4502340,0.9783
4502490,1.0070
4502520,1.0261
4502550,1.0316
4502580,1.0218
4502610,1.1020
4502700,1.0218
4502730,1.0651
4502820,1.1821
4503030,1.0747
4503060,1.1771
4503330,0.9682
4503360,1.0290
4503390,0.9149
4503460,1.0624
4503480,1.0330
4503510,0.9801
4503600,1.0448
4503630,0.9895
4503660,1.0373
4503720,0.7886
4503810,1.1588
4503870,1.0116
4503900,1.1795
4659820,0.9773
4666270,1.0847
4700001,1.2070
4700180,1.0183
4700300,1.1301
4700330,0.8690
4700690,1.1044
4700990,1.0463
4701020,1.0682
4701260,1.0992
4701590,1.0502
4702100,1.1445
4702130,1.1969
4702220,1.0775
4702370,1.1632
4702400,1.0618
4702520,1.1421
4702580,0.7919
4702670,1.1972
4702760,0.8557
4702940,1.0007
4703030,1.0447
4703150,1.1263
4703180,1.1055
4703240,1.0626
4703480,0.9236
4703600,1.0568
4703690,1.0415
4703780,0.9039
4703810,1.0731
4704020,1.0645
4704350,1.2027
4704530,1.2516
4704550,1.2278
4800008,1.1644
4800009,1.1906
4800010,1.0463
4800011,0.8748
4807350,1.0220
4807410,0.9683
4807440,0.9801
4807530,1.1413
4807590,1.1082
4807710,0.8833
4807780,1.1069
4807800,0.8727
4807830,0.9373
4807890,1.1134
4807950,0.9902
4808090,0.8466
4808130,0.9954
4808190,1.0643
4808280,0.9608
4808310,0.9735
4808340,1.0310
4808400,1.0718
4808430,1.0838
4808550,0.9659
4808580,0.9429
4808700,1.0815
4808870,0.9854
4808910,0.9538
4808940,0.9184
4809200,0.8616
4809300,0.8368
4809360,1.0884
4809410,0.9860
4809450,1.0440
4809570,0.9695
4809630,0.8261
4809670,0.8212
4809720,0.8148
4809810,0.8696
4809860,1.1025
4809870,0.7404
4810200,1.0065
4810230,1.0036
4810260,0.8849
4810320,0.9083
4810500,0.7141
4810710,1.1033
4810780,0.9287
4810800,1.0014
4810890,1.1443
4810950,1.0364
4811070,1.1679
4811110,1.1453
4811190,0.8316
4811220,1.1514
4811280,0.9075
4811310,0.9814
4811340,0.9501
4811580,1.1221
4811610,1.1804
4811640,1.0660
4811680,0.9538
4811700,0.7974
4811790,0.8852
4811990,1.0079
4812120,1.0687
4812180,1.1134
4812220,0.9285
4812420,0.8449
4812460,1.0252
4812480,0.8520
4812640,1.0704
4812700,1.0162
4812780,0.9588
4812810,0.9734
4812870,1.0711
4812990,0.7916
4813020,0.9854
4813050,0.9269
4813110,1.2346
4813170,1.0230
4813230,0.9627
4813290,1.1421
4813320,1.0440
4813350,0.9909
4813590,0.9847
4813650,1.0894
4813710,1.0377
4813860,0.9122
4813960,0.9752
4814280,1.0229
4814310,1.0151
4814370,1.1319
4814400,1.2677
4814430,0.9844
4814640,1.0695
4814670,1.0862
4814700,0.9258
4814730,1.0046
4814760,0.8355
4814790,1.1313
4814820,1.0910
4814850,1.0091
4814880,1.0869
4814970,1.0385
4815000,1.0503
4815180,0.9398
4815210,1.1167
4815240,1.0704
4815270,0.8873
4815300,0.9561
4815330,0.9021
4815400,1.0039
4815510,1.0310
4815540,0.8696
4815690,0.9723
4815720,1.1065
4815750,1.0712
4815910,0.9323
4815930,1.0505
4815960,0.9985
4815990,0.9246
4816110,1.0454
4816200,0.8820
4816230,0.9245
4816410,1.0324
4816500,1.1322
4816530,1.0012
4816620,1.0353
4816710,1.0104
4816740,0.9992
4816770,1.1562
4816860,0.8364
4816950,1.0864
4817040,1.0703
4817070,0.9123
4817100,1.0214
4817160,0.8921
4817390,0.9946
4817550,1.0664
4817580,1.2116
4817610,1.0305
4817640,0.9584
4817700,1.0795
4817730,1.0455
4817760,1.1074
4817830,1.0788
4817850,0.9136
4817880,1.0449
4817960,1.0410
4818000,0.8598
4818060,0.8930
4818150,0.9122
4818180,0.9125
4818210,1.0737
4818280,0.8968
4818300,0.8748
4818360,0.9005
4818540,0.9080
4818810,0.8870
4818900,0.9585
4818940,1.0027
4819080,1.0320
4819110,1.1212
4819170,0.9831
4819280,1.0523
4819320,1.0233
4819350,1.1983
4819380,1.0716
4819440,1.0847
4819560,0.9870
4819650,1.0194
4819700,0.9521
4819820,1.0190
4819830,1.0165
4819840,0.9205
4819950,1.2089
4819980,1.0369
4820010,1.1318
4820130,1.0024
4820160,1.1266
4820190,0.9885
4820220,1.0273
4820250,0.9536
4820280,0.9661
4820310,0.7830
4820340,0.8415
4820500,1.0345
4820550,0.8234
4820600,0.9067
4820640,1.0157
4820700,1.1480
4820850,0.9289
4820960,0.9526
4821030,1.0378
4821060,0.9785
4821150,1.0173
4821360,1.0557
4821390,0.9534
4821420,0.9357
4821450,1.0776
4821600,1.2117
4821660,0.9197
4821720,1.0814
4821750,1.0102
4821780,0.9268
4821810,0.9478
4822050,0.8779
4822170,0.9656
4822470,0.9602
4822530,0.9273
4822710,1.2142
4822830,1.1080
4822920,0.7885
4822970,1.0732
4823010,0.8142
4823100,1.0167
4823280,1.0673
4823310,1.1592
4823430,0.9904
4823640,0.9050
4823790,1.1757
4823820,0.9938
4823910,1.0982
4824030,0.8936
4824060,1.0873
4824100,1.1199
4824120,0.9438
4824150,1.1058
4824180,1.0132
4824210,1.0856
4824420,0.9753
4824590,0.8928
4824600,1.0539
4824630,0.9184
4824750,0.8803
4824930,1.0960
4824960,1.0099
4824990,0.9784
4825140,0.9173
4825170,0.9943
4825200,0.9395
4825230,1.2495
4825260,1.1022
4825440,0.9414
4825500,1.0787
4825560,1.0588
4825590,0.9216
4825620,0.9881
4825660,1.0141
4825680,0.7622
4825740,1.0306
4825980,1.1281
4826040,0.9063
4826100,1.0449
4826130,0.9087
4826160,0.8633
4826190,1.0320
4826250,1.0251
4826280,0.6856
4826310,1.1745
4826340,1.1527
4826400,1.0515
4826430,1.0660
4826470,1.1299
4826490,0.9906
4826580,0.9788
4826610,1.0485
4826640,1.1439
4826670,1.0899
4826790,0.9158
4826850,1.0629
4827030,1.1304
4827240,0.8862
4827300,1.0760
4827420,1.0216
4827450,1.0030
4827510,1.2498
4827690,0.9591
4827720,0.8632
4827750,0.8432
4827780,0.8676
4827810,0.9677
4827870,0.7988
4827890,0.9054
4828110,0.9177
4828290,1.0250
4828500,0.9522
4828550,1.1210
4828590,0.9909
4828620,1.0963
4828650,0.9863
4828680,1.1218
4828710,1.1892
4828740,0.9323
4828890,1.1774
4828920,0.9957
4829010,0.9202
4829040,0.9908
4829100,0.9501
4829130,1.0593
4829160,0.8968
4829400,1.0091
4829670,0.9115
4829700,0.9643
4829820,1.0857
4829850,1.1229
4830060,0.9829
4830120,1.0716
4830250,0.9916
4830390,0.9498
4830420,1.0656
4830570,1.0165
4830600,1.0982
4830640,0.9215
4830930,1.0996
4830950,1.1031
4831040,0.9555
4831170,0.9661
4831230,0.9014
4831260,0.9373
4831470,1.1297
4831760,0.7966
4831770,1.1943
4831890,0.9620
4831950,0.8764
4832090,1.1326
4832130,1.0740
4832160,1.2415
4832190,0.9022
4832280,0.7516
4832310,1.0676
4832370,0.9402
4832400,0.9011
4832430,0.9090
4832610,1.1776
4832740,1.1421
4832940,1.0806
4833060,0.9673
4833120,0.9995
4833180,1.1546
4833360,0.8783
4833660,1.0795
4833720,0.8119
4834020,1.0557
4834050,1.0113
4834110,1.1021
4834170,0.9882
4834290,1.0507
4834320,0.9440
4834440,1.0127
4834470,0.9998
4834550,0.9632
4834650,0.9143
4834830,0.9840
4834860,0.8132
4834920,1.2011
4834980,1.0655
4835010,1.0931
4835070,0.8935
4835100,1.1091
4835190,0.9689
4835250,1.1427
4835400,0.9896
4835430,0.8806
4835490,0.8658
4835520,0.8930
4835550,1.1268
4835760,0.9347
4835800,0.9166
4835850,1.0394
4835910,0.7461
4836000,1.1934
4836240,0.9348
4836390,1.0696
4836450,1.0891
4836540,0.7958
4836570,0.9725
4836660,1.0128
4836780,1.1800
4836930,1.0635
4836960,1.1015
4836970,1.0124
4837020,0.9595
4837140,0.8946
4837170,1.0585
4837410,0.9499
4837440,0.8558
4837590,1.0536
4837650,1.1142
4837740,0.7672
4837800,0.8947
4838080,1.0551
4838190,0.8115
4838220,0.9897
4838310,0.9336
4838430,1.1550
4838580,1.0885
4838700,0.8660
4838730,0.9372
4838790,0.9812
4838820,1.0093
4838850,0.9268
4838900,0.8986
4838970,0.9496
4839030,1.2544
4839180,0.8691
4839270,0.7717
4839330,1.0159
4839360,1.0771
4839480,1.0942
4839510,1.0123
4839600,0.8978
4839630,1.1177
4839690,0.9160
4839750,1.0228
4839870,1.1886
4839930,1.1002
4839990,1.0012
4840020,1.0064
4840080,0.9365
4840350,1.0628
4840410,0.9717
4840440,0.9106
4840550,0.9491
4840650,1.0172
4840680,0.9642
4840710,1.0249
4840740,0.9128
4840800,1.1225
4840920,0.8696
4840950,0.9206
4841010,1.2057
4841070,0.9078
4841100,0.9153
4841220,0.8591
4841280,1.2050
4841350,1.0178
4841430,0.9683
4841520,0.9489
4841610,1.0904
4841670,1.0157
4841820,0.9752
4841850,0.9463
4841910,1.1909
4841970,1.0717
4842030,0.7688
4842060,1.0723
4842090,1.0345
4842240,1.0950
4842280,1.1342
4842300,0.9766
4842330,0.9466
4842450,1.1045
4842480,0.9576
4842510,0.9561
4842690,0.9460
4842810,1.1168
4842960,1.1748
4842990,0.8322
4843200,1.1164
4843260,1.0537
4843290,0.9889
4843320,1.0067
4843350,0.9113
4843470,0.9072
4843650,1.0326
4843720,0.8867
4843800,0.7192
4843920,1.1230
4844010,1.1840
4844110,1.0300
4844150,0.8599
4844160,1.0158
4844280,0.8743
4844430,0.9864
4844470,1.1460
4844730,1.0058
4844800,1.0724
4844810,1.0075
4844960,0.8766
4845120,0.8716
4845380,0.9589
4845540,0.9880
4845600,1.1392
4845780,1.0196
4845900,0.8381
4845950,0.9848
4846260,0.9104
4846500,0.8923
4846530,1.1482
4846620,0.9198
4846680,0.9432
4846710,0.9765
4899130,1.1557
4900030,1.1483
4900090,1.0529
4900120,0.9039
4900142,1.0131
4900150,0.9278
4900210,1.0573
4900240,0.8842
4900360,0.9121
4900390,0.8181
4900420,1.0956
4900510,0.7952
4900540,1.0907
4900600,1.0695
4900630,0.9387
4900660,1.0126
4900720,1.0269
4900750,1.0020
4900810,0.9750
4900870,1.0210
4900960,0.9666
4901050,0.9995
4901080,0.9189
4901110,0.9707
4901140,1.2046
4901200,0.9945
5100060,0.8817
5100090,0.9347
5100120,0.7947
5100270,0.8374
5100300,0.9735
5100780,0.8900
5100810,0.9320
5100840,0.8257
5101050,0.8909
5101260,0.7842
5101320,0.8517
5101440,0.8998
5101470,0.8834
5101510,1.0275
5101560,0.6891
5101800,1.0406
5101830,0.7473
5101860,0.6531
5101890,0.8063
5101920,0.8258
5102250,0.9855
5102360,0.8211
5102390,0.9347
5102640,0.8564
5102670,0.7967
5103000,0.7901
5103090,0.8199
5103130,0.8568
5103240,0.6290
5103300,0.8541
5103330,0.9867
5103390,0.8517
5103510,0.9608
5103640,0.9166
5103660,0.9675
5103710,0.8125
5103840,1.0035
5104020,0.8508
5104050,0.6947
5104150,0.7970
5300001,1.2164
5300003,1.0001
5300030,0.9319
5300240,1.1201
5300300,0.8088
5300380,1.1801
5300390,1.2942
5300420,1.1774
5300480,1.0850
5300660,0.9305
5300690,0.8449
5300720,1.1755
5300780,1.1211
5300950,1.3003
5300960,1.1307
5301080,1.1444
5301110,1.1261
5301140,0.9631
5301200,0.8461
5301410,1.1667
5301470,1.1546
5302310,0.9269
5302400,1.1182
5302460,1.0217
5302610,1.0539
5302670,1.2393
5302700,1.1723
5302820,0.8840
5302850,1.0896
5302880,1.0740
5303150,1.2418
5303180,0.9164
5303510,0.9872
5303540,1.1737
5303750,1.0336
5303930,1.0265
5303960,1.1348
5304020,1.1419
5304200,1.1397
5304230,1.2024
5304470,1.0420
5304620,0.9750
5304650,0.7564
5304740,0.8791
5304860,1.0895
5305130,1.1185
5305220,0.9727
5305370,0.8618
5305400,1.1619
5305430,1.1731
5305670,1.0943
5305730,1.0547
5305760,1.0413
5305850,1.0398
5305910,1.2337
5305940,0.9740
5306180,1.0979
5306480,1.3207
5306570,1.2226
5306690,1.1702
5306900,1.0139
5306960,1.1454
5307080,1.0481
5307230,1.0700
5307320,0.9770
5307470,1.1022
5307620,1.0801
5307710,1.1749
5307740,1.2279
5307770,1.2638
5307900,1.2080
5307920,1.2281
5308020,1.0296
5308160,1.0304
5308250,1.0398
5308460,1.0413
5308610,1.0914
5308670,1.1369
5308700,0.9058
5308760,1.0901
5308970,1.0763
5309100,1.0467
5309150,1.3071
5309180,1.0950
5309270,1.1183
5309360,1.1155
5309450,1.0503
5309480,0.9809
5309510,1.2499
5309660,1.0447
5309720,0.9798
5309810,0.9503
5310110,1.0977
5310140,0.8921
5310170,0.8929
5400060,0.9387
5400570,0.8263
5400600,0.9897
5500390,1.0641
5500420,1.0914
5500960,0.8459
5501050,0.8989
5501770,1.0044
5501890,1.1409
5503060,0.8615
5503640,1.0583
5504050,0.9918
5504290,1.0218
5504680,1.0835
5504740,1.0430
5504830,1.0963
5505820,0.8375
5505940,0.8981
5507020,0.9742
5507050,1.0782
5507320,0.9567
5507620,0.9967
5508520,0.9938
5508610,1.0627
5509030,1.0141
5509510,1.1447
5509600,1.0190
5510320,1.0200
5510830,1.0630
5511190,1.0239
5512360,0.7744
5513410,0.9451
5513650,0.8555
5514040,0.9034
5514490,0.8993
5514640,1.0231
5515330,1.0738
5515750,0.9951
5515780,0.9441
5515900,0.9382
5515960,1.1505
5515990,0.9143
5516260,0.8871
5516290,0.8981
5516680,0.9621
5600730,0.9905
5601030,1.0722
5601470,0.9454
5601980,0.9286
5602760,1.0124
5602990,1.0039
5604510,0.8178
5605302,1.0032
5605762,1.0504
5605830,1.1679
5606240,0.8835
