id,wh_avg
0629700,-4.3506
0629820,-4.9831
0629850,-5.1567
0629940,-2.8031
0630030,-4.1885
0630180,-4.8896
0630230,-3.2959
0630250,-3.4825
0630360,-3.6602
0630450,-4.4593
0630510,-4.4426
0630600,-4.8480
0630660,-3.4157
0630780,-4.0831
0630990,-3.4100
0631170,-4.4765
0631180,-4.7676
0631320,-3.7044
0631530,-3.8409
0631710,-3.9166
0631980,-4.6063
0632040,-4.7228
0632070,-3.8769
0632130,-2.1616
0632310,-4.2992
0632370,-4.6989
0632550,-3.2278
0632610,-4.5249
0632640,-3.7171
0632710,-4.1740
0632760,-3.8599
0632880,-4.1687
0633110,-4.5168
0633150,-3.7463
0633240,-4.8190
0633270,-3.8607
0633390,-4.5856
0633480,-4.5044
0633600,-3.7594
0633750,-4.0377
0633840,-3.4737
0633860,-3.3431
0633900,-4.4395
0633930,-3.9520
0634170,-4.4153
0634230,-3.8841
0634290,-3.8988
0634320,-2.8430
0634410,-2.0217
0634425,-3.4873
0634440,-4.6756
0634590,-2.4131
0634620,-3.7516
0634680,-3.9381
0634710,-4.5004
0634740,-4.1617
0634800,-2.8966
0634860,-4.1317
0634880,-3.1467
0634920,-2.3299
0635010,-4.4049
0635040,-3.0851
0635090,-1.5249
0635130,-4.6026
0635250,-3.7860
0635310,-2.9012
0635360,-2.0147
0635370,-2.4459
0635430,-3.1338
0635590,-2.3902
0635600,-2.4272
0635700,-2.9441
0635730,-4.4530
0635790,-4.8146
0635810,-3.2717
0635830,-2.7463
0635880,-4.7402
0635970,-4.1337
0636030,-4.3297
0636180,-3.4014
0636270,-4.0575
0636670,-2.2936
0636800,-4.4474
0636820,-4.7588
0636840,-3.9648
0636970,-4.4754
0636990,-2.8778
0637110,-3.4487
0637200,-3.2772
0637290,-3.4038
0637350,-4.6978
0637380,-4.1623
0637500,-3.4147
0637530,-4.3217
0637560,-4.1577
0637620,-4.6595
0637710,-4.2850
0637830,-3.0631
0637890,-5.2271
0637950,-4.0319
0638010,-4.6365
0638220,-3.8168
0638340,-3.5053
0638460,-2.0518
0638550,-4.7509
0638640,-3.7478
0638670,-4.4498
0638700,-4.8709
0638770,-2.6751
0638880,-4.1977
0638980,-4.4496
0639000,-4.1684
0639180,-5.1916
0639420,-4.0932
0639630,-4.7549
0639870,-4.4383
0640150,-2.8693
0640230,-3.8090
0640300,-3.9417
0640320,-3.0862
0640590,-3.8606
0640740,-4.3676
0640980,-3.3378
0641040,-4.5185
0641160,-3.7690
0641190,-3.2351
0641250,-3.8051
0641280,-4.6126
0641400,-4.3570
0641580,-3.8527
0641790,-3.8878
0641880,-4.5381
0642000,-4.5473
0642120,-4.5750
0642140,-4.3593
0642150,-3.3707
0642330,-4.8675
0642450,-4.5457
0642510,-3.8703
0642560,-4.3973
0642710,-4.2285
0642810,-5.1226
0642930,-3.6465
0642960,-4.5710
0642990,-4.3195
0643080,-3.9199
0643200,-4.6328
0643380,-4.8232
0643470,-4.3774
0643560,-4.2284
0684500,-3.8312
0691012,-4.9429
0691024,-3.1296
0691026,-4.6050
0691029,-5.0324
0691030,-4.1951
0691035,-3.2102
0691047,-4.5605
0691078,-3.9321
0691135,-4.6419
0691136,-3.8430
0800016,-3.7159
0801920,-4.5635
0801950,-5.0593
0802070,-3.9816
0802190,-4.1026
0802280,-3.7078
0802310,-3.3940
0802340,-3.6625
0802430,-4.6660
0802490,-2.4571
0802580,-4.1881
0802610,-4.3973
0802670,-4.0552
0802790,-5.0235
0802910,-3.6460
0802940,-4.3035
0803060,-3.9630
0803090,-4.4232
0803330,-4.4426
0803360,-1.9983
0803450,-4.5092
0803480,-3.5054
0803540,-2.7752
0803600,-3.8349
0803720,-4.1746
0803750,-3.6869
0803780,-4.4344
0803810,-2.6780
0803870,-4.5244
0803960,-4.8114
0803990,-2.9958
0804020,-3.9220
0804050,-3.8096
0804080,-4.8704
0804200,-4.4742
0804260,-2.6975
0804350,-4.2288
0804380,-4.7092
0804410,-3.4030
0804470,-2.9844
0804530,-4.3423
0804710,-3.9035
0804800,-3.6407
0804830,-3.9735
0804920,-4.3264
0804950,-3.9759
0805100,-3.4145
0805130,-4.3291
0805190,-2.9768
0805220,-4.1649
0805310,-3.6160
0805370,-2.9409
0805400,-3.6332
0805550,-4.5891
0805730,-4.1572
0805790,-3.7600
0805820,-4.4253
0806120,-4.2270
0806150,-4.6737
0806240,-3.7754
0806480,-4.8105
0806660,-3.6122
0806690,-4.4776
0806810,-2.3756
0806900,-3.3873
0806960,-4.8170
0807230,-4.2434
0807350,-4.1773
0900060,-4.4607
0900070,-3.7077
0900210,-3.4373
0900270,-4.3460
0900420,-4.0335
0900450,-4.4358
0900510,-3.5595
0900700,-3.2072
0901020,-3.8764
0901110,-4.2361
0901260,-4.1238
0901290,-4.8057
0901470,-4.2349
0901530,-3.8296
0901620,-3.7709
0901710,-3.4375
0901770,-3.7619
0901800,-4.5580
0901860,-3.5785
0901920,-2.6174
0902310,-3.5038
0902400,-3.3925
0902490,-3.2180
0902520,-4.2434
0902550,-4.2068
0902580,-4.5146
0902640,-4.5457
0902670,-3.7611
0902790,-3.0968
0902820,-3.8069
0902850,-4.2411
0902880,-4.3237
0902910,-4.5249
0903030,-4.5739
0903090,-3.6269
0903120,-4.0658
0903300,-4.2300
0903450,-3.3912
0903810,-4.2153
0903840,-4.0924
0903990,-4.3014
0904050,-4.1752
0904110,-4.2433
0904170,-4.1905
0904230,-4.1223
0904320,-2.9591
0904440,-4.1097
0904590,-4.2536
0904620,-4.0893
0904680,-3.6490
0904740,-4.1378
0904830,-3.9201
0904860,-4.6735
0904920,-2.7682
0904950,-4.2439
0905040,-3.8489
0905070,-3.9349
0905190,-3.5928
0905220,-3.5740
1000080,-4.3897
1000170,-4.0997
1000180,-4.5571
1000190,-4.2066
1000200,-3.5878
1000230,-4.6028
1000680,-4.1497
1000790,-4.5443
1001080,-4.2445
1001240,-3.2882
1001300,-2.9772
1001530,-4.6037
1001620,-4.7773
1001850,-4.7700
1100030,-1.3905
1200030,-4.3002
1200090,-4.7020
1200150,-4.4746
1200180,-4.5761
1200240,-4.7682
1200270,-5.2384
1200300,-5.0527
1200330,-3.5908
1200360,-4.9231
1200390,-4.1409
1200420,-4.9938
1200480,-4.3858
1200510,-4.7157
1200540,-4.9461
1200600,-5.0813
1200660,-4.3394
1200720,-4.1453
1200750,-4.6342
1200780,-4.6065
1200810,-4.7187
1200840,-4.4920
1200870,-3.8876
1200930,-4.1516
1200960,-4.1372
1201020,-5.1026
1201050,-4.5496
1201080,-4.2755
1201110,-4.3534
1201140,-4.7574
1201230,-3.5158
1201260,-4.6739
1201290,-3.9788
1201320,-4.2615
1201350,-5.1060
1201410,-4.7329
1201440,-3.7372
1201470,-4.1195
1201500,-3.8950
1201530,-4.8276
1201560,-4.2222
1201590,-4.3977
1201620,-4.5534
1201650,-5.0183
1201680,-4.2607
1201710,-4.1294
1201740,-4.8985
1201770,-4.7728
1201800,-4.5740
1201830,-4.4655
1201920,-4.3685
1201980,-4.3007
1202012,-5.1898
1202015,-5.2706
1300001,-4.7988
1300060,-4.7890
1300090,-4.7758
1300120,-1.4443
1300150,-3.9666
1300240,-4.5156
1300290,-5.0189
1300330,-5.0174
1300360,-5.0677
1300390,-4.9313
1300420,-4.0742
1300540,-4.7294
1300570,-4.9199
1300600,-3.3266
1300630,-4.2239
1300720,-4.0124
1300780,-4.9720
1300810,-4.3858
1300840,-5.0082
1300870,-3.2725
1300900,-3.8229
1300930,-5.0206
1301020,-4.4012
1301110,-3.9847
1301170,-2.9512
1301230,-5.3391
1301290,-3.0273
1301350,-4.7368
1301380,-4.4026
1301410,-4.6055
1301470,-4.3557
1301500,-4.7395
1301620,-3.7793
1301650,-4.5462
1301710,-4.3577
1301740,-1.8578
1301830,-4.3273
1301860,-4.4027
1301950,-4.3520
1301980,-5.2663
1302010,-4.5018
1302040,-5.0414
1302070,-5.0392
1302130,-3.9305
1302190,-4.9414
1302220,-3.7763
1302250,-4.7811
1302280,-2.4191
1302310,-2.8010
1302340,-4.1635
1302400,-4.0581
1302430,-5.1261
1302460,-4.5691
1302520,-5.1702
1302550,-3.2297
1302580,-3.9207
1302610,-3.9167
1302700,-4.8220
1302730,-4.6257
1302820,-4.7544
1302880,-4.4110
1302940,-4.7360
1303000,-4.6389
1303030,-4.6284
1303300,-5.1564
1303360,-4.8629
1303390,-4.6911
1303420,-4.7539
1303480,-4.6783
1303510,-2.5517
1303840,-5.2517
1303870,-4.2864
1303930,-4.7489
1303960,-3.7497
1304020,-5.0510
1304050,-4.9446
1304110,-4.4410
1304140,-4.8810
1304200,-4.8293
1304260,-5.2027
1304320,-4.5700
1304380,-5.0198
1304410,-4.4870
1304440,-3.5155
1304620,-4.8497
1304770,-4.4731
1304890,-4.3872
1304980,-4.1371
1305040,-4.8268
1305310,-4.2180
1305370,-4.8656
1305390,-4.7531
1305430,-4.7369
1305550,-4.5270
1305700,-4.6953
1500030,-4.1157
1600030,-3.5141
1600060,-3.7742
1600270,-3.4261
1600300,-3.0572
1600360,-3.3817
1600480,-3.8559
1600510,-3.9652
1600600,-3.6789
1600660,-3.4051
1600780,-4.7356
1600930,-3.4893
1600960,-3.6990
1601020,-4.0032
1601050,-3.9980
1601110,-3.4967
1601140,-3.8628
1601260,-3.6541
1601470,-4.1441
1601530,-3.2494
1601570,-3.2018
1601590,-3.8420
1601770,-4.0376
1601860,-4.7854
1601920,-3.1877
1601980,-4.1302
1602100,-4.0800
1602130,-4.0861
1602190,-3.9600
1602250,-4.0462
1602340,-3.7433
1602550,-4.1313
1602580,-4.4110
1602640,-3.9405
1602670,-4.8072
1602910,-3.4490
1602940,-3.9173
1602970,-3.5245
1603180,-3.1064
1603240,-4.0191
1603270,-3.4461
1603330,-4.0125
1603360,-4.1822
1603400,-3.4260
1700010,-4.1702
1700077,-3.8525
1700110,-3.7611
1700112,-4.8212
1700119,-2.1751
1700320,-4.6277
1703150,-3.6287
1703480,-4.9327
1703840,-4.4871
1703930,-4.3822
1703960,-4.1585
1704050,-5.0490
1704140,-3.2851
1704560,-4.6612
1704680,-4.2636
1704710,-3.3697
1705050,-2.3093
1705220,-3.2959
1705310,-4.6425
1705790,-3.9615
1705910,-3.9873
1706000,-4.8546
1706060,-4.6737
1706090,-4.4189
1706270,-4.3846
1706480,-3.3516
1706510,-4.4990
1706750,-4.3689
1706930,-4.4660
1707170,-5.1670
1707290,-4.5232
1707320,-4.6796
1707830,-3.9956
1708550,-3.6194
1708730,-2.8883
1709420,-3.2286
1709510,-4.6945
1709930,-3.0462
1709960,-4.5742
1709990,-5.2388
1710200,-5.7137
1710470,-3.7064
1710650,-4.1497
1711250,-4.8491
1711350,-3.4773
1711790,-4.8805
1711850,-5.4370
1712000,-3.5192
1712120,-3.7484
1712210,-2.8794
1712540,-3.4272
1713140,-3.5922
1713170,-4.6554
1713710,-3.2848
1713770,-3.1509
1713970,-3.3629
1714100,-4.5622
1714460,-1.8685
1714550,-3.9988
1715420,-3.8389
1715480,-4.5401
1715700,-5.0579
1715780,-4.4928
1715900,-4.1544
1715930,-3.8506
1716080,-4.8667
1716290,-4.7878
1716380,-3.8820
1716410,-3.5344
1716800,-2.6439
1716920,-2.5015
1717040,-3.5995
1717280,-4.8124
1717520,-3.6056
1717800,-3.7220
1718240,-4.7545
1718420,-3.8340
1718570,-2.5830
1719290,-4.1906
1719500,-4.8272
1719530,-4.4179
1719830,-4.5838
1720180,-4.4790
1720580,-4.4698
1720760,-4.3575
1720880,-4.3223
1721000,-5.2209
1721030,-3.1208
1721270,-4.7978
1721420,-4.4487
1721450,-3.5286
1721600,-3.2108
1721630,-3.3376
1721870,-4.2458
1721900,-3.3107
1722020,-5.0575
1722080,-5.2826
1723460,-3.6581
1723850,-4.9669
1724000,-3.4951
1724330,-4.5762
1724480,-4.1966
1724780,-4.1554
1724940,-5.2803
1725290,-3.7521
1725620,-4.7469
1725690,-4.7466
1725920,-4.9382
1726310,-4.5445
1726400,-4.1387
1726430,-3.9442
1726610,-4.9738
1727210,-4.1942
1727540,-3.2196
1727710,-3.4590
1728140,-4.3835
1728620,-3.6304
1728650,-4.0193
1728700,-4.6270
1728890,-4.7555
1729190,-4.6434
1729250,-3.3986
1729760,-4.6991
1730220,-4.3043
1730270,-3.6919
1730300,-4.5958
1730420,-2.2733
1730600,-5.0002
1730840,-4.4776
1731230,-3.9011
1731740,-4.2267
1731770,-4.4732
1732850,-2.9758
1732970,-4.1647
1733210,-3.9480
1733390,-4.1692
1733450,-4.9599
1733690,-5.0957
1733840,-4.2769
1733870,-3.3308
1733990,-3.9320
1734260,-3.9804
1734350,-5.4571
1734410,-4.0264
1734510,-4.0706
1734740,-3.6734
1734990,-4.5747
1735370,-4.3524
1735640,-4.6344
1736360,-4.8363
1736450,-4.4696
1736480,-4.3884
1736600,-4.7508
1736810,-5.0348
1737050,-4.1529
1737080,-4.8706
1737170,-3.3405
1737680,-5.0000
1738220,-4.9501
1738460,-3.6599
1739030,-4.4947
1739510,-4.5840
1739780,-4.1981
1739960,-2.9596
1740070,-4.1791
1740350,-3.3943
1740500,-3.7553
1741190,-3.4777
1741250,-4.1344
1741550,-2.8602
1741690,-3.6450
1741790,-3.9631
1741980,-4.0145
1742180,-2.7488
1742210,-2.5349
1742310,-4.5966
1742600,-4.2647
1743020,-4.3657
1743110,-3.1194
1743330,-3.6649
1743380,-4.8102
1743860,-4.6966
1743960,-4.1270
1800030,-4.6732
1800150,-4.4825
1800270,-4.4118
1800360,-3.6039
1800630,-4.6105
1800900,-4.1999
1801020,-4.1984
1801200,-3.6586
1801440,-4.4312
1801890,-4.6003
1802400,-4.1224
1802460,-4.3403
1802490,-4.8585
1802640,-4.8027
1802800,-4.7234
1802830,-4.6064
1802850,-3.8412
1802910,-5.4990
1802970,-4.6566
1803270,-4.3221
1803450,-4.1710
1803630,-4.2763
1803660,-4.5722
1803690,-4.3002
1803750,-3.9707
1803930,-3.8473
1803940,-4.4602
1803960,-3.2244
1804110,-4.0208
1804170,-4.8059
1804320,-5.0555
1804350,-4.8932
1804560,-4.8389
1804590,-5.0240
1804620,-5.3886
1804770,-4.8988
1805280,-4.6411
1805370,-4.6536
1805400,-4.6263
1805450,-4.5264
1805460,-5.0894
1805520,-4.3221
1805550,-4.6216
1805580,-4.6099
1805670,-2.9557
1806030,-4.3416
1806390,-4.3939
1806570,-5.1633
1806600,-3.9995
1806840,-4.8821
1807320,-5.1708
1807350,-4.4903
1807410,-4.3479
1807560,-4.4085
1807650,-3.7076
1807680,-4.5867
1808130,-4.0852
1808250,-4.9024
1808760,-4.2597
1808820,-3.8143
1808910,-2.8575
1808970,-4.7387
1809060,-4.2936
1809150,-5.0665
1809510,-4.7982
1809690,-4.7069
1810080,-4.2772
1810140,-4.3200
1810290,-3.9511
1810650,-4.2081
1810870,-3.8969
1810920,-3.9168
1811100,-3.9193
1811340,-3.9331
1811370,-4.4492
1811460,-5.0912
1811580,-4.5086
1811970,-4.2663
1812090,-5.2559
1812240,-4.0866
1812360,-4.2952
1812390,-4.6297
1812420,-3.8901
1812450,-4.5139
1812720,-2.3114
1812810,-4.7514
1812900,-4.2888
1813080,-3.5142
1813200,-4.9368
1903540,-3.9339
1903690,-4.1600
1904860,-4.9022
1905790,-5.3207
1906540,-4.1079
1907380,-3.4226
1907410,-4.1946
1907710,-4.6156
1907980,-3.7657
1908220,-4.7023
1908580,-4.2831
1908910,-3.8243
1908970,-3.9404
1909480,-4.4550
1911070,-3.8854
1911820,-4.1706
1913470,-3.5838
1914700,-2.3381
1915450,-3.6571
1916530,-3.6949
1916680,-4.1390
1917220,-4.4390
1918720,-3.6055
1918780,-5.1665
1920130,-4.0544
1922110,-4.1319
1922530,-4.0370
1923340,-3.7869
1926370,-3.0548
1926400,-4.0061
1926730,-3.9282
1926820,-4.4526
1927390,-3.4182
1928680,-3.1029
1930240,-4.5122
1930480,-4.2635
1930510,-3.9315
1930930,-3.0958
1930990,-3.6369
1931290,-3.1980
2000017,-4.4873
2003200,-4.5848
2003360,-4.8523
2003450,-4.6304
2004050,-4.8154
2004980,-4.6848
2005460,-4.3754
2005490,-4.2283
2005580,-4.3139
2005940,-4.1712
2006330,-4.5627
2006390,-4.0884
2006420,-4.7451
2006540,-4.8050
2006580,-4.1246
2006660,-4.4406
2007020,-3.7124
2007050,-5.0964
2007350,-4.5090
2007560,-4.2907
2007620,-4.7395
2007890,-4.9518
2007950,-5.0212
2008190,-3.9273
2008280,-4.0549
2008340,-4.6678
2008400,-4.1184
2008430,-5.2054
2008730,-3.7436
2009030,-5.1032
2009140,-4.8070
2009180,-4.2503
2009960,-4.4027
2010140,-3.7402
2010710,-4.5211
2011370,-4.4437
2011490,-4.6235
2011640,-3.4658
2012000,-4.4600
2012150,-4.3100
2012180,-4.6870
2012260,-4.1328
2012360,-5.4229
2012420,-3.9412
2012510,-4.0810
2012990,-4.0665
2013050,-4.6142
2100510,-3.9776
2100540,-5.1699
2100570,-3.3772
2100750,-4.9365
2101150,-4.9369
2101200,-4.7901
2101350,-5.2296
2101470,-4.4268
2101860,-3.2934
2102010,-4.8152
2102280,-4.7539
2102490,-4.9419
2102710,-4.4868
2102860,-4.7106
2102990,-4.3942
2103030,-4.6096
2103090,-4.5646
2103720,-4.5644
2103900,-5.1022
2104250,-4.0597
2104500,-5.0252
