id,b_grd
3623010,0.7036
3623760,0.7574
3624690,0.8289
3624750,0.6120
3624900,0.8694
3624990,0.4257
3625170,1.0189
3625350,1.0664
3626010,0.6716
3627210,0.9306
3627300,1.0431
3627810,0.7437
3628500,0.9279
3628590,0.6266
3628950,0.8612
3629280,0.9254
3629370,0.5672
3629430,0.8743
3629460,1.0510
3629490,1.0272
3629880,0.8591
3630120,0.8428
3630660,0.7875
3630960,0.6524
3631260,1.0348
3631470,1.1353
3631800,0.6172
3631920,0.6567
3700011,0.8254
3700012,0.8824
3700030,0.8071
3700180,0.7205
3700240,0.8592
3700270,0.8782
3700330,0.7516
3700360,0.8412
3700390,0.7392
3700420,0.7590
3700450,0.8526
3700480,0.8600
3700530,0.9192
3700580,0.8790
3700630,0.8397
3700660,0.6864
3700690,0.9496
3700720,0.7808
3700750,0.9113
3700840,0.9414
3700900,0.7020
3700930,0.8699
3700960,0.9320
3701140,0.9201
3701170,0.8859
3701200,0.7796
3701260,0.8368
3701320,0.8055
3701500,0.7659
3701530,0.8145
3701620,0.8233
3701680,0.8191
3701800,0.8782
3701830,0.8147
3701920,0.8094
3701950,0.8452
3702010,0.8808
3702100,0.8597
3702160,0.7579
3702190,0.7929
3702250,0.8829
3702310,0.8190
3702370,0.8278
3702400,0.9854
3702430,0.7607
3702560,0.7991
3702610,0.7932
3702640,0.6918
3702680,1.0042
3702880,0.8688
3702970,0.8918
3703060,0.7654
3703090,0.8526
3703120,0.8585
3703270,0.7320
3703310,0.8889
3703330,0.8720
3703360,0.8323
3703420,0.9759
3703450,0.7858
3703480,0.8292
3703510,0.8880
3703540,0.7714
3703570,0.8151
3703600,0.7852
3703630,0.7713
3703780,0.7288
3703870,0.8707
3703900,0.8374
3703930,0.7729
3703990,0.8239
3704050,0.7319
3704080,0.7654
3704140,0.8725
3704200,0.7887
3704320,0.8861
3704500,0.9822
3704620,0.8953
3704650,0.7772
3704720,0.8491
3704740,0.7626
3704800,1.0346
3704880,0.8604
3704890,0.8411
3704920,0.8985
3704950,0.8645
3705020,0.7999
3806780,0.9077
3808130,0.7681
3813030,0.8613
3819410,1.0029
3904348,0.8379
3904349,0.8896
3904351,0.7954
3904353,0.9514
3904355,1.1216
3904360,0.7171
3904370,0.7757
3904371,0.8217
3904373,1.0260
3904375,0.8806
3904378,0.8568
3904379,0.8785
3904380,0.8821
3904384,0.8445
3904387,0.9041
3904390,0.9133
3904394,0.9365
3904395,0.8571
3904396,0.8633
3904401,0.8625
3904404,0.5818
3904408,0.7388
3904410,0.8412
3904416,0.9708
3904418,1.0006
3904419,0.9635
3904422,0.7560
3904423,0.8422
3904426,0.9453
3904429,0.8789
3904430,0.8170
3904433,0.8811
3904435,0.9604
3904437,0.9825
3904439,0.9339
3904440,0.9223
3904441,0.8465
3904445,0.8960
3904451,0.7730
3904463,0.9036
3904467,0.8456
3904474,0.7790
3904475,0.7872
3904479,0.8681
3904480,1.0210
3904481,0.9954
3904482,0.6052
3904486,0.9063
3904487,1.0345
3904490,0.8067
3904499,0.8783
3904500,0.7881
3904504,0.8441
3904505,0.8067
3904507,0.8538
3904510,0.8526
3904513,0.9787
3904515,0.9373
3904516,0.7071
3904517,0.8283
3904577,0.9369
3904610,0.8797
3904611,1.0265
3904659,0.6771
3904660,1.3543
3904676,1.1784
3904689,0.9015
3904694,1.0013
3904695,1.0287
3904696,1.0187
3904697,0.9500
3904699,1.0399
3904700,0.7934
3904701,1.1105
3904702,1.1124
3904733,0.8266
3904736,0.8229
3904800,1.0815
3904822,0.8336
3904823,0.9281
3904829,0.9267
3904830,0.8274
3904868,0.9609
3904869,0.6203
3904870,0.6406
3904872,0.9063
3904873,0.8285
3904875,0.8087
3904923,0.9463
3904993,0.9414
3904997,1.0813
3904998,1.0269
3905004,1.1181
3905007,0.9257
3905019,1.0744
3905045,1.0308
3910015,0.7955
3910016,1.0709
3910017,0.9953
4002850,0.9736
4003180,0.8316
4003630,0.8905
4005490,0.7376
4007560,0.8215
4010590,1.0069
4010920,0.8108
4013560,0.9850
4015210,0.6837
4015370,0.8407
4015720,0.9082
4017250,0.8946
4019950,0.7898
4020080,0.9179
4020250,0.9845
4020970,0.8099
4021000,0.9522
4021720,0.7945
4022770,0.9035
4022800,0.7758
4023280,0.8354
4025290,0.9148
4028680,0.8885
4030240,0.7665
4030600,0.8753
4032370,0.7676
4033480,0.9190
4100023,0.9672
4101920,0.9115
4102800,0.9446
4103940,1.0065
4106000,0.8428
4109480,0.8620
4110040,0.9412
4110520,0.9569
4110820,0.9375
4202040,1.0296
4202130,0.7186
4202280,0.7107
4202340,0.9083
4202400,0.9571
4202440,0.7867
4202970,0.9244
4203330,0.9757
4203570,0.8790
4203630,0.6410
4204080,0.7900
4204200,0.8000
4204230,0.9113
4205010,0.8596
4205310,1.0879
4205400,0.8075
4205490,0.9348
4205550,0.9458
4205760,0.9035
4205860,0.6603
4205910,0.8307
4206030,0.9626
4206240,0.7640
4206480,1.0775
4207080,1.1780
4207230,0.9385
4207710,0.9743
4208010,0.8460
4208060,0.7666
4208550,0.9455
4208670,0.8595
4208850,0.7745
4209300,0.7551
4209480,0.9761
4209690,0.9441
4210620,0.8629
4210860,0.9632
4210950,0.6923
4211580,0.8763
4211610,0.8425
4211670,1.0898
4211700,0.5986
4211790,0.9501
4213140,0.8274
4213440,0.8210
4214160,0.9302
4214580,0.9689
4214940,0.8168
4215030,0.9608
4215330,1.0296
4215720,0.9658
4215900,0.8638
4216410,1.0114
4216500,0.7363
4216620,0.6271
4216740,0.5032
4216980,0.8996
4217280,0.9233
4217520,1.0675
4218510,1.1059
4218590,0.7194
4218840,0.8370
4218930,0.9486
4218990,0.8864
4219050,1.1069
4219170,0.8566
4219290,0.9379
4219470,0.9384
4219500,0.8783
4219650,0.9590
4219680,0.7213
4220040,0.6730
4220370,0.9381
4221090,0.6882
4221330,0.7296
4221870,0.8415
4222400,0.8960
4222560,1.1384
4222620,1.0039
4222790,0.8658
4222800,0.6393
4222830,0.7023
4222860,0.9557
4223010,0.9393
4224150,0.8110
4224320,0.8445
4224390,0.9771
4224480,0.9947
4224510,0.9741
4224790,0.9249
4224990,0.7369
4225290,0.8358
4225680,0.7199
4225830,0.7412
4225950,0.6706
4225980,0.9141
4226250,0.8729
4226300,0.7560
4226370,0.7526
4226390,0.9151
4226460,0.9202
4226580,0.9293
4226820,0.6864
4400120,0.7523
4400240,0.9276
4400330,0.9948
4400720,0.9539
4400780,0.9489
4400840,0.8559
4400900,0.8453
4401200,0.8055
4500002,0.8171
4500690,0.9645
4500720,0.8855
4500750,0.9420
4500780,0.9653
4500810,0.9102
4500840,1.0437
4500870,0.9276
4500900,0.8900
4500930,1.0210
4500960,1.1139
4501020,0.8483
4501050,0.9509
4501080,0.9841
4501110,0.9550
4501170,0.8830
4501250,0.8906
4501440,0.8845
4501500,0.9648
4501530,0.9664
4501560,0.8939
4501740,0.9278
4501770,0.8873
4501800,0.8862
4501830,0.8853
4501860,0.9048
4501920,0.9172
4501950,1.0078
4502010,0.9078
4502070,0.9653
4502100,0.9894
4502130,0.8863
4502160,0.8300
4502190,1.0089
4502220,1.0519
4502250,0.9405
4502280,0.8430
4502310,0.8976
4502340,0.8803
4502400,0.8276
4502430,0.9742
4502460,0.9571
4502490,0.8862
4502520,0.9653
4502550,0.9603
4502580,0.9572
4502610,0.9881
4502640,0.9141
4502670,0.9529
4502700,0.9155
4502730,0.9829
4502760,0.9795
4502790,0.9021
4502820,0.9702
4502850,0.9144
4502880,0.8626
4502970,0.9635
4503000,0.7625
4503030,1.0047
4503060,0.9776
4503150,0.8938
4503180,1.1550
4503210,0.9149
4503330,0.7936
4503360,0.8749
4503390,0.8228
4503460,0.9167
4503480,0.9612
4503510,0.9492
4503540,0.9958
4503570,1.1396
4503600,0.9675
4503630,0.8903
4503660,0.9047
4503690,0.7588
4503720,0.7933
4503750,0.8483
4503780,0.8784
4503810,1.0771
4503840,0.9957
4503870,0.9749
4503900,1.0685
4503908,0.9392
4666270,1.0622
4700001,1.2127
4700060,1.2370
4700120,1.1193
4700180,0.8538
4700330,0.8333
4700600,1.0247
4700690,1.0267
4701020,1.0417
4701050,1.1638
4701080,1.2874
4701170,0.9742
4701200,0.8578
4701260,1.0211
4701290,0.9483
4701410,1.1178
4701590,1.0600
4701650,1.0379
4701770,1.0903
4701950,1.0847
4702130,1.1611
4702190,1.0679
4702220,1.0420
4702280,1.1573
4702310,1.1300
4702370,0.9649
4702460,1.1100
4702580,0.7800
4702670,1.1492
4702760,0.9259
4702880,1.0763
4702940,1.0169
4702970,1.2209
4703030,0.9583
4703150,1.1359
4703180,1.0370
4703240,1.0263
4703360,0.9478
4703480,0.8953
4703590,1.0794
4703600,0.9395
4703690,1.0133
4703780,0.8859
4703810,1.0186
4704020,1.0049
4704080,1.0992
4704100,1.0564
4704200,1.0725
4704260,1.1338
4704350,0.9911
4704470,1.0074
4704530,1.1886
4704550,1.1315
4800010,0.9234
4807350,0.8853
4807440,0.9689
4807710,0.9512
4807830,1.0818
4807890,1.0781
4808090,0.9175
4808130,0.9845
4808310,0.9228
4808700,1.0617
4808870,0.8828
4808880,0.8582
4808940,0.8670
4809570,0.9602
4809630,0.8573
4809670,0.7149
4809860,1.0382
4810200,0.8998
4810230,1.0332
4811190,0.7561
4811280,0.8936
4811790,0.8899
4812180,1.1142
4812640,0.9526
4813050,0.9152
4813110,1.1281
4813230,0.9053
4813320,0.9181
4813590,1.0054
4813650,1.1177
4814190,0.9889
4814280,1.0021
4814370,1.0689
4814520,1.0567
4814670,0.9959
4814730,1.0129
4814820,0.9808
4814970,0.9669
4815000,1.0593
4815210,1.0551
4815240,1.0845
4815270,0.8655
4815300,0.9094
4815330,0.8712
4815510,0.9348
4815720,1.0081
4815750,0.9562
4815910,0.9799
4815960,1.0197
4816110,1.0282
4816180,0.9006
4816230,0.9066
4816410,0.9049
4816530,0.9432
4816620,0.9707
4816710,0.7788
4816740,0.9649
4816860,0.8319
4817070,0.8977
4817640,0.9495
4817700,0.9906
4817850,0.8367
4818000,0.8890
4818280,0.8223
4818300,0.9754
4818360,0.9425
4818540,0.8755
4818810,0.8745
4818940,0.9786
4819560,0.9320
4819650,1.0414
4819700,0.9317
4819830,0.9348
4820010,1.0933
4820160,1.0154
4820250,0.9882
4820280,0.9394
4820340,0.8496
4820600,0.9517
4820700,1.0389
4820760,0.8044
4821150,0.9931
4821420,0.9693
4821660,1.0044
4821720,0.9718
4822170,0.9121
4822830,1.0601
4822920,0.6718
4822970,0.9949
4823280,1.0046
4823310,1.1418
4823640,0.9470
4823910,1.0767
4824030,0.8575
4824060,1.0857
4824100,1.0560
4824420,1.0679
4824590,0.8130
4824630,0.8453
4824730,0.9851
4824990,1.0135
4825170,1.0022
4825260,1.1212
4825500,0.9396
4825620,0.9502
4825660,1.0198
4825740,1.0187
4826160,0.8620
4826190,0.8928
4826280,0.6269
4826430,0.9243
4826490,0.9683
4826580,1.0145
4826670,1.0292
4827030,1.1071
4827300,1.0130
4827390,0.8237
4827450,1.0811
4827720,0.9459
4827780,0.7979
4827870,0.7428
4828110,1.0043
4828500,0.8954
4828550,0.9718
4828710,1.0777
4828740,0.8667
4828890,1.0430
4828920,1.0033
4829130,0.9905
4829160,0.9251
4829850,1.0358
4830390,0.9760
4830420,0.9681
4830570,1.0072
4830600,1.0320
4830640,0.8941
4831260,0.9047
4831760,0.7699
4832090,1.0244
4832190,0.8806
4832280,0.6473
4832340,1.1477
4832400,0.7999
4832730,0.9062
4832940,1.0324
4833060,0.9660
4833120,0.9790
4833180,1.0857
4834050,0.9930
4834290,1.0068
4834320,0.9247
4834440,1.0298
4834830,1.0683
4834980,0.9633
4835010,0.8928
4835100,1.1039
4835400,1.0554
4836000,1.1135
4836660,0.9993
4837020,0.9316
4837650,1.0346
4838080,1.0156
4838190,0.8725
4838220,1.0323
4838360,0.8855
4838700,0.8121
4838730,0.9188
4838760,0.9854
4838970,0.8354
4839480,1.1030
4839630,1.1207
4839690,0.8964
4839990,0.9849
4840080,0.9858
4840230,0.8714
4840710,1.0006
4840950,0.8878
4841100,1.0159
4841220,0.9249
4841350,1.0688
4841820,0.8720
4841970,1.0347
4842240,0.9912
4842280,1.0541
4842330,0.9076
4842450,1.0832
4842480,0.8176
4842510,0.9488
4842960,1.2037
4843290,1.0638
4843470,1.0224
4844150,0.8595
4844280,0.8233
4844430,0.7869
4844730,1.0365
4845090,1.0432
4845380,0.8553
4845540,0.9595
4845600,1.0545
4845780,0.9404
4845900,0.8654
4846440,0.9653
4846530,1.1207
4846680,0.9183
4900030,1.0419
4900142,0.9647
4900210,0.9950
4900360,0.8586
4900420,1.0434
4900630,0.8124
4900720,1.0026
4900870,1.0153
4901140,1.1642
4901200,0.9503
5002820,1.0763
5100060,0.8661
5100090,0.7689
5100120,0.8262
5100180,0.8911
5100210,0.9689
5100240,0.7531
5100270,0.9705
5100360,0.9541
5100480,0.9251
5100540,0.7921
5100600,0.8850
5100660,0.7652
5100720,0.7673
5100750,0.7378
5100780,0.7341
5100810,0.8643
5100840,0.8319
5100960,0.8660
5101050,0.8858
5101080,0.8715
5101110,0.8107
5101170,0.7200
5101200,0.8834
5101260,0.9241
5101320,0.8250
5101380,1.0096
5101410,1.0136
5101440,0.7391
5101470,0.8139
5101510,0.9729
5101620,0.9276
5101650,0.9910
5101710,0.9429
5101740,0.8363
5101770,0.6086
5101800,0.9723
5101830,0.7934
5101860,0.7473
5101890,0.7404
5101920,0.7470
5101980,0.8906
5102010,0.9259
5102100,0.9215
5102120,0.8052
5102160,0.7710
5102250,0.9936
5102280,0.9091
5102310,0.8295
5102340,0.7370
5102360,0.9779
5102390,0.9915
5102400,0.7093
5102460,0.7575
5102520,0.8122
5102580,0.8811
5102610,0.9304
5102640,0.8355
5102670,0.7734
5102710,1.0217
5102730,0.7795
5102790,0.7703
5102820,0.8844
5102910,0.8009
5102940,0.8833
5103000,0.7533
5103030,1.0011
5103060,0.8835
5103090,0.8246
5103130,0.9183
5103150,0.8302
5103240,0.4923
5103270,0.9917
5103300,0.8964
5103330,0.8638
5103460,0.8723
5103600,0.9947
5103640,0.9181
5103660,0.9746
5103690,0.7555
5103710,0.8709
5103750,0.8411
5103780,1.1359
5103840,0.9283
5103870,0.9672
5103930,0.6889
5103980,0.8168
5104020,0.8345
5104050,0.8777
5104150,0.7927
5300300,0.7641
5300390,1.0694
5300480,1.0618
5301080,1.0152
5301410,1.0025
5302400,0.9907
5302670,1.2007
5302700,1.0644
5302820,0.8373
5303540,1.0683
5303750,0.9434
5303960,1.0312
5304230,0.9450
5305430,0.9358
5305850,0.8720
5305910,1.0956
5305940,0.9472
5306570,0.9821
5306960,1.0720
5307230,1.0288
5307710,1.0843
5307920,1.0265
5308250,0.9468
5308700,0.8514
5309180,0.9472
5309270,0.8909
5400060,0.8609
5400180,0.6586
5400300,0.8092
5400510,0.9231
5400570,0.7994
5400600,0.8807
5400720,0.8366
5400810,0.6856
5400840,0.9491
5400930,0.9808
5401050,0.7225
5401230,0.8012
5401620,0.9016
5500390,1.0214
5501050,0.7875
5501770,0.9144
5501800,1.0298
5504050,0.8908
5504680,0.9232
5505460,0.9623
5505820,0.7826
5507020,0.9423
5507320,0.8144
5507530,0.8738
5508520,0.8666
5509060,1.0329
5509510,1.0566
5509600,0.8485
5510830,0.9786
5511190,0.7956
5512360,0.7575
5513650,0.7996
5513800,0.9411
5514640,0.8208
5515330,0.9591
5515780,0.8329
5515900,0.9420
5515990,0.8074
5516260,0.8144
5516620,0.9170
5601980,0.8849
