id,p_avg
18107,-0.3488
18109,-0.2213
18111,-0.1794
18113,-0.5076
18115,-0.5931
18117,-0.2278
18119,-0.2644
18121,-0.5661
18123,0.2536
18125,-0.3433
18127,0.2287
18129,-0.1332
18131,-0.0594
18133,-0.4319
18135,-0.2742
18137,0.2237
18139,-0.3305
18141,-0.8034
18143,-0.4564
18145,0.1931
18147,0.2747
18149,-0.7028
18151,-0.3641
18153,-0.5161
18155,-0.2251
18157,-0.3784
18159,-0.4872
18161,0.0704
18163,-1.1830
18165,-0.6813
18167,-0.4826
18169,-0.3250
18171,-0.1001
18173,0.1889
18175,-0.2665
18177,-0.4377
18179,-0.2125
18181,-0.2165
18183,-0.3500
19001,-0.7184
19003,-0.5968
19005,-0.6926
19007,-0.4469
19009,-0.2255
19011,-0.4834
19013,-1.4309
19015,-0.4283
19017,-0.2111
19019,-0.5871
19021,-1.1494
19023,-0.3736
19025,-0.4845
19027,-0.1311
19029,-0.3871
19031,-0.7607
19033,-0.8563
19035,-0.7975
19037,-0.3311
19039,-0.7348
19041,-0.5209
19043,-0.5107
19045,-0.4401
19047,-0.7272
19049,-0.5471
19051,-0.5563
19053,-0.8665
19055,-0.2610
19057,-0.9317
19059,0.0118
19061,-0.9086
19063,-1.0910
19065,-0.3523
19067,-0.7334
19069,-0.6478
19071,-0.7806
19073,-0.3851
19075,-0.3210
19077,-0.3880
19079,-0.2229
19081,-0.3160
19083,-0.6633
19085,-0.7184
19087,-0.6758
19089,-0.5983
19091,0.1511
19093,-0.3229
19095,-0.4952
19097,-0.7415
19099,-0.6378
19101,-0.5590
19103,-1.6891
19105,-0.6686
19107,-0.6893
19109,-0.5227
19111,-0.5514
19113,-1.0111
19115,-1.1542
19117,-0.6417
19119,-0.0498
19121,-0.2998
19123,-1.0269
19125,-0.3320
19127,-1.3962
19129,-0.1941
19131,-0.1418
19133,-0.8432
19135,-0.5066
19137,-0.8045
19139,-0.9085
19141,-0.2449
19143,-0.8328
19145,-0.6968
19147,-0.5995
19149,-0.2682
19151,-0.5347
19153,-1.3265
19155,-1.0343
19157,-0.2324
19159,-0.0798
19161,-0.3983
19163,-1.1012
19165,-0.2036
19167,-0.5502
19169,-0.4174
19171,-0.8878
19173,-0.0548
19175,-0.8826
19177,-0.4535
19179,-1.1735
19181,-0.1956
19183,-0.8731
19185,-0.2127
19187,-1.1057
19189,-0.3610
19191,0.2744
19193,-0.9830
19195,-0.0680
19197,-0.6348
20001,-0.3319
20003,0.2475
20005,-0.7043
20007,-0.1176
20009,-0.3542
20011,-0.9782
20013,-0.0079
20015,-0.0992
20019,-0.3874
20021,-0.6500
20023,-0.0894
20025,-0.0735
20027,0.1707
20029,-0.1565
20031,-0.4342
20035,-0.2646
20037,-0.4861
20041,-0.0581
20043,-0.9587
20045,-0.4075
20047,0.0764
20049,0.1974
20051,0.3674
20053,0.2355
20055,-0.9614
20057,-1.0051
20059,-0.4752
20061,-0.3566
20067,-1.4933
20069,-0.1071
20073,0.1663
20075,-0.9076
20077,0.0898
20079,-0.2537
20081,-0.5460
20085,0.0097
20087,-0.2655
20091,-0.1159
20093,-0.2507
20095,-0.4686
20099,0.1336
20103,-1.0279
20105,0.1615
20107,-0.2747
20109,0.7491
20111,-0.5529
20113,-0.6516
20115,0.0341
20117,-0.1425
20119,-0.0711
20121,-0.1302
20123,0.1264
20125,-0.4579
20127,-0.1577
20129,-0.4494
20131,0.3739
20133,-0.2786
20137,0.2452
20139,-0.0644
20141,-0.4110
20143,-0.3534
20145,-0.8826
20147,0.4174
20149,0.0294
20151,-0.5203
20155,-0.3114
20157,-0.0379
20159,0.0268
20161,0.1076
20163,-0.2926
20165,-0.5526
20167,-0.5398
20169,-0.5137
20171,-0.3124
20173,-1.1609
20175,-1.0976
20177,-1.0781
20179,-0.2875
20181,-0.6556
20183,0.3396
20185,-0.3559
20187,-0.5895
20189,-0.8774
20191,-0.3696
20193,-0.9039
20197,-0.0775
20201,-0.1795
20203,-0.2632
20205,-0.2538
20207,0.2681
20209,-1.7647
21001,-0.5790
21003,-0.2531
21005,-0.4921
21007,-0.2942
21009,-0.4175
21011,-0.5660
21013,-0.5287
21015,-0.5584
21017,-0.6922
21019,-0.5971
21021,-0.2993
21023,-0.8838
21025,-0.6615
21027,-0.1259
21029,-0.6727
21031,-0.7380
21033,-0.3659
21035,0.0769
21037,-0.6910
21039,-1.0478
21041,-0.9693
21043,-0.4170
21045,-0.0903
21047,-0.8064
21049,-0.5343
21051,-0.7726
21053,-0.7727
21055,-0.5821
21057,-0.9007
21059,-0.1163
21061,-0.0077
21063,-1.1939
21065,-1.0789
21067,-0.6801
21069,-0.6667
21071,0.3476
21073,-1.0968
21075,-0.9087
21077,-1.0964
21079,-0.5959
21081,-0.7064
21083,0.0101
21085,-0.3015
21087,-0.2521
21089,-0.8030
21091,-0.0574
21093,-0.7704
21095,-0.4254
21097,-0.6320
21099,-0.1253
21101,0.0425
21103,-1.0658
21105,-1.0465
21107,-0.4557
21109,-0.8707
21111,-1.4585
21113,-0.6153
21115,0.2757
21117,-0.7846
21119,-0.3576
21121,-0.9279
21123,-0.1186
21125,-0.1656
21127,-0.9414
21129,-0.6151
21131,-0.5873
21133,-0.5477
21135,-1.1963
21137,-0.5994
21139,-0.7656
21141,-0.4234
21143,-0.0258
21145,-0.5027
21147,-0.4082
21149,-0.2190
21151,-0.7301
21153,-0.2788
21155,-0.1351
21157,0.0101
21159,-0.8197
21161,-0.5027
21163,-0.0554
21165,-1.0170
21167,-0.9892
21169,-0.4318
21171,-0.1376
21173,-0.4229
21175,-0.2537
21177,-0.1536
21179,-0.9781
21181,-0.9755
21183,-0.3099
21185,-0.7097
21187,-0.7479
21189,-1.0697
21191,-0.6779
21193,-0.4608
21195,-0.2665
21197,-0.6327
21199,-0.0326
21201,-1.1953
21203,-0.1015
21205,-0.8093
21207,-0.1599
21209,-0.7408
21211,-0.8621
21213,-0.4587
21215,-0.3617
21217,-0.5542
21219,-0.7128
21221,-0.4280
21223,-1.1741
21225,-0.5774
21227,-0.7797
21229,-0.5611
21231,-0.5706
21233,-0.8288
21235,0.2016
21237,-0.4161
21239,-0.8337
22001,-1.2622
22003,-0.7375
22005,-1.0721
22007,-1.3810
22009,-1.7685
22011,-1.2815
22013,-1.4956
22015,-1.3850
22017,-2.0547
22019,-1.1752
22021,-1.4504
22023,-1.1209
22025,-1.1338
22027,-2.1024
22029,-1.6960
22031,-1.5624
22033,-1.6360
22035,-1.5232
22037,-1.8150
22039,-0.9550
22041,-1.6476
22043,-1.2282
22045,-1.0855
22047,-1.4587
22049,-1.6683
22051,-1.3131
22053,-0.8765
22055,-1.2852
22057,-1.3362
22059,-1.0695
22061,-1.4015
22063,-0.5503
22065,-2.5061
22067,-1.9393
22069,-1.8729
22071,-1.5927
22073,-1.1866
22075,-0.1242
22077,-1.8605
22079,-1.3941
22081,-1.9325
22083,-1.7644
22085,-1.2029
22087,-0.4352
22089,-0.6382
22091,-3.2442
22093,-1.2457
22095,-1.1636
22097,-1.4547
22099,-1.3118
22101,-1.0057
22103,-0.7616
22105,-1.8422
22107,-1.9615
22109,-1.1814
22111,-1.8025
22113,-1.1300
22115,-0.2670
22117,-1.5483
22119,-1.8462
22121,-1.3097
22123,-1.0854
22125,-0.6642
22127,-1.3474
23001,-0.8286
23003,-0.4822
23005,-0.7169
23007,-0.2380
23009,-0.2382
23011,-0.6479
23013,-0.5693
23015,-0.2041
23017,-0.7221
23019,-0.4266
23021,-0.7824
23023,-0.3663
23025,-0.7157
23027,-0.8852
23029,-0.4175
23031,-0.4460
24001,-0.5912
24003,-0.7225
24005,-0.8394
24009,-0.4032
24011,-0.3256
24013,-0.5036
24015,-1.1477
24017,-1.0965
24019,-1.4950
24021,-0.7174
24023,-0.3778
24025,-0.6172
24027,-0.7930
24029,-1.1889
24031,-0.9599
24033,-1.3807
24035,-0.5110
24037,-0.8759
24039,-0.6394
24041,-1.0744
24043,-0.6230
24045,-0.9978
24047,0.4905
24510,-1.8953
25001,0.0895
25003,-0.2315
25005,-0.3443
25007,1.0791
25009,-0.4846
25011,-0.2056
25013,-0.8670
25015,-0.2530
25017,-0.1539
25019,-1.2631
25021,0.2641
25023,-0.2884
25025,-0.4901
25027,-0.4754
26001,-1.0574
26003,-0.9650
26005,-0.6371
26007,-0.9872
26009,-0.7260
26011,-0.8742
26013,-1.0434
26015,-0.6419
26017,-1.1243
26019,-0.4621
26021,-1.2331
26023,-1.1432
26025,-1.5476
26027,-0.9079
26029,-0.6772
26031,-0.8467
26033,-0.6647
26035,-1.3940
26037,-0.6813
26039,-0.2106
26041,-1.0842
26043,-0.5721
26045,-1.0621
26047,-0.3098
26049,-1.3906
26051,-1.0281
26053,-0.9468
26055,-0.7199
26057,-0.8868
26059,-1.3178
26061,-0.2015
26063,-0.5813
26065,-1.5347
26067,-0.9875
26069,-0.9343
26071,-0.9773
26073,-0.9901
26075,-1.3126
26077,-1.6948
26079,-1.2743
26081,-1.2484
26085,-1.7405
26087,-0.8380
26089,-0.6601
26091,-0.9850
26093,-0.3699
26095,-1.5180
26097,-0.7574
26099,-1.2956
26101,-1.0675
26103,-0.8504
26105,-0.8307
26107,-0.9355
26109,-0.8726
26111,-0.7640
26113,-0.7485
26115,-1.1149
26117,-1.3384
26119,-0.8618
26121,-1.5020
26123,-0.8903
26125,-1.2590
26127,-1.3383
26129,-0.9046
26131,-0.7948
26133,-1.3775
26135,-1.1325
26137,-0.3741
26139,-0.3827
26141,-0.5468
26143,-0.8728
26145,-1.7278
26147,-1.0067
26149,-0.9179
26151,-0.4990
26153,-1.1910
26155,-1.1131
26157,-1.0425
26159,-1.1070
26161,-1.3464
26163,-1.9156
26165,-0.7362
27001,-0.4421
27003,-0.3446
27005,0.0893
27007,-0.7942
27009,0.2068
27011,0.2660
27013,-0.0053
27015,-0.1188
27017,0.0579
27019,-0.1870
27021,-0.8165
27023,-0.5574
27025,0.0194
27027,-0.6790
27029,-0.9330
27031,-0.9733
27033,-0.1983
27035,0.0777
27037,-0.6862
27039,-0.4509
27041,0.4228
27043,-0.3623
27045,0.2164
27047,-0.6715
27049,-0.3497
27051,0.1754
27053,-1.4733
27055,-0.1997
27057,-0.2668
27059,0.1046
27061,-0.3941
27063,0.1384
27065,-0.2053
27067,-1.1916
27069,0.6336
27071,-0.4225
27073,-0.2375
27075,-0.2303
27077,-0.5161
27079,-0.3958
27081,0.3802
27083,-0.4587
27085,-0.3183
27087,-1.2777
27089,-0.0118
27091,-0.5153
27093,0.1796
27095,-0.5960
27097,-0.1165
27099,-0.8923
27101,0.0321
27103,-0.0561
27105,-1.0340
27107,0.1291
27109,-0.7051
27111,-0.0853
27113,-0.3165
27115,-0.7603
27117,-0.2588
27119,-0.2910
27121,0.2932
27123,-1.3500
27125,-0.0255
27127,-0.1204
27129,-0.6080
27131,-0.9906
27133,-0.0423
27135,0.0626
27137,-0.5419
27139,-0.1718
27141,-0.0131
27143,-0.5252
27145,-0.8001
27147,-0.5262
27149,0.2569
27151,-0.5908
27153,-0.6485
27155,-0.0629
27157,-0.0316
27159,0.0043
27161,0.0143
27163,-0.1554
27165,-1.2424
27167,-0.5061
27169,-0.6511
27171,0.2655
27173,-1.1139
28001,-2.1540
28003,-1.0707
28005,-2.2466
28007,-0.9141
28009,-1.5192
28011,-1.9034
28013,-1.2354
28015,-1.4370
28017,-1.7208
28019,-1.0135
28021,-1.6796
28023,-1.4575
28025,-1.5048
28027,-2.1862
28029,-2.1662
28031,-2.1886
28033,-0.8717
28035,-1.3288
28037,-1.7543
28039,-1.0977
28041,-1.3725
28043,-1.0986
28045,-0.6537
28047,-0.5608
28049,-1.6432
28051,-2.4632
28053,-2.3081
28057,-0.9417
28059,-1.2385
28061,-1.5029
28063,-2.3958
28065,-1.6641
28067,-1.4490
28069,-2.1590
28071,-1.3651
28073,-1.1020
28075,-1.8510
28077,-1.4077
28079,-2.3104
28081,-1.5059
28083,-1.8814
28085,-1.5217
28087,-1.5267
28089,-1.4372
28091,-1.6075
28093,-1.7206
28095,-1.3934
28097,-1.1920
28099,-1.4812
28101,-1.2110
28103,-1.8595
28105,-2.2128
28107,-1.6661
28109,-1.2100
28111,-1.5383
28113,-1.7369
28115,-0.7713
28117,-0.9437
28119,-1.8300
28121,-1.0872
28123,-1.6562
28125,-0.8665
28127,-1.7129
28129,-1.5583
28131,-1.1200
28133,-2.4041
28135,-1.9911
28137,-1.4043
28139,-1.3591
28141,-0.4655
28143,-1.8297
28145,-0.7373
28147,-2.3835
28149,-1.9167
28151,-1.8899
28153,-1.5859
28155,-1.2021
28157,-2.0603
28159,-1.4560
28161,-1.6868
28163,-2.4138
29001,-0.4592
29003,-0.5096
29005,0.0912
29007,-0.8260
29009,-0.6784
29011,-0.9116
29013,-0.5016
29015,-0.3551
29017,-0.4721
29019,-1.5733
29021,-0.8234
29023,-0.5833
29025,-0.2137
29027,-0.7945
29029,-0.5148
29031,-0.6343
29033,-0.2737
29035,-0.6437
29037,-0.5337
29039,-0.7990
29041,-0.6469
29043,-0.0080
29045,-0.4666
29047,-0.4928
29049,-0.5018
29051,-0.5944
29053,-0.7900
29055,-0.5993
29057,-0.6480
29059,-0.5151
29061,-0.5885
29063,-0.2260
29065,-0.2266
29067,0.0744
29069,-0.4723
29071,-0.3269
29073,-0.4313
29075,-0.2969
29077,-0.7423
29079,-0.4336
29081,-0.4996
29083,-0.9310
29085,0.2427
29087,-0.3691
29089,-1.2176
29091,-0.2136
29093,-0.2235
29095,-1.2086
29097,-0.5851
29099,-0.0206
29101,-0.5407
29103,-0.4629
29105,-0.6135
29107,-0.8268
29109,-0.6423
29111,-0.2650
29113,-1.0380
29115,-0.3869
29117,-0.6829
29119,-0.4425
29121,-0.5497
29123,-0.1942
29125,-0.8903
29127,-1.0637
29129,-0.8446
29131,-0.4418
29133,-0.9667
29135,-0.5778
29137,-0.3834
29139,-0.9809
29141,-0.3690
29143,-0.8154
29145,-0.4455
29147,-0.4515
29149,-0.4646
29151,-0.4568
29153,-0.0955
29155,-1.0576
29157,-0.8963
29159,-0.6163
29161,-0.2646
29163,-0.8035
29165,-0.3781
29167,-0.6211
29169,-0.5033
29171,-0.3628
29173,-0.4839
29175,-0.7501
29177,-0.5816
29179,-0.5391
29181,-0.7230
29183,-0.4510
29185,-0.5914
29186,0.2994
29187,-0.0097
29189,-1.2318
29195,-1.2138
29197,-0.4701
29199,0.1683
29201,-1.2018
29203,-0.0870
29205,-0.6100
29207,-0.4183
29209,-0.4956
29211,-0.8935
29213,-0.1109
29215,-0.5374
29217,-0.5749
29219,-0.8970
29221,0.0088
29223,-0.8467
29225,-0.5398
29227,-0.8206
29229,-0.4436
29510,-2.1709
30001,0.0955
30003,-2.2003
30005,-1.0854
30007,-0.2559
30009,-0.0824
30013,-0.2103
30015,-0.1128
30017,-0.7999
30021,-0.7679
30023,-0.6768
30027,-0.0720
