id,wh_coh
22015,-0.0473
22017,-0.0096
22019,-0.0456
22033,0.0384
22045,-0.0315
22051,0.0435
22055,0.0437
22057,0.0253
22063,-0.0353
22071,0.0229
22073,-0.0401
22079,0.0324
22087,-0.0176
22089,0.0456
22101,-0.0147
22103,0.0145
22105,-0.0106
22109,0.0210
22115,-0.0721
23005,-0.0622
23031,-0.0308
24003,0.0259
24005,0.0622
24009,0.0014
24011,-0.0070
24013,0.0279
24015,0.0114
24017,0.0579
24021,0.0236
24025,0.0486
24027,-0.0110
24031,0.0494
24033,0.0283
24037,0.0277
24041,-0.0050
24043,-0.0153
24045,0.0042
24510,0.1561
25001,0.0276
25003,-0.0214
25005,-0.0371
25009,-0.0674
25011,-0.0170
25013,-0.0726
25015,-0.0002
25017,-0.0125
25021,-0.0110
25023,0.0118
25025,0.0506
25027,-0.0241
26005,0.0017
26015,-0.0262
26017,-0.0872
26021,0.0244
26023,-0.0891
26025,-0.0220
26027,0.0083
26037,-0.0108
26045,0.0074
26049,0.0133
26055,0.0080
26057,0.0217
26065,0.0327
26067,-0.0905
26075,-0.0121
26077,-0.0753
26081,-0.0065
26087,-0.0491
26091,-0.0165
26093,-0.0224
26099,-0.0167
26111,-0.0967
26115,-0.0093
26117,0.0186
26121,-0.0131
26123,-0.0468
26125,-0.0801
26127,-0.0461
26139,-0.0357
26145,0.0393
26147,-0.0834
26149,-0.0952
26155,-0.0264
26157,-0.0213
26159,-0.0280
26161,0.0231
26163,0.0096
27003,0.0592
27013,-0.0312
27019,-0.0362
27027,0.0006
27037,0.0290
27039,0.0344
27047,0.0042
27049,-0.0252
27053,-0.0039
27067,-0.0689
27079,0.0320
27083,-0.0355
27085,-0.0227
27099,-0.0198
27105,-0.0435
27109,0.0847
27111,0.0108
27119,-0.0002
27123,0.1016
27129,0.0548
27131,-0.0197
27137,-0.0141
27139,-0.0268
27141,-0.0467
27143,0.0199
27145,-0.0264
27147,0.0012
27153,0.0178
27163,0.0105
27165,-0.0671
27171,-0.0112
28033,0.0074
28047,0.0426
28059,-0.0410
28067,0.0775
28081,-0.0565
28089,0.1661
28115,-0.0389
28121,0.0751
28123,-0.0367
29009,-0.0174
29019,0.0552
29021,0.0561
29037,0.0299
29043,-0.0181
29047,-0.0352
29051,-0.0409
29069,-0.0241
29077,-0.0226
29095,-0.0155
29097,0.0001
29099,0.0090
29101,0.0040
29109,0.0183
29119,-0.0558
29145,-0.0282
29159,-0.0714
29165,-0.0014
29169,-0.0287
29183,-0.0463
29189,-0.0193
29195,-0.0441
29213,0.0382
29510,0.1102
30013,-0.0124
30029,-0.0212
30031,-0.0455
30063,-0.0461
30111,-0.0152
31001,-0.0675
31019,0.0416
31037,-0.1758
31043,-0.0764
31047,-0.1231
31053,0.0280
31055,-0.0317
31079,-0.0194
31109,-0.0076
31111,-0.0620
31119,-0.0171
31141,-0.0605
31151,-0.1051
31153,-0.0198
31157,0.0089
32001,-0.0254
32003,0.0247
32005,-0.0435
32007,-0.0412
32013,-0.0059
32019,0.0070
32023,0.0083
32031,-0.0256
32510,-0.0394
33011,-0.0272
33015,-0.0247
34001,0.0375
34003,0.0170
34005,-0.0280
34007,-0.0440
34009,0.0196
34011,0.0028
34013,0.0708
34015,0.0005
34017,0.0056
34019,-0.0263
34021,0.0217
34023,0.0266
34025,0.0528
34027,-0.0382
34029,0.0609
34031,-0.0322
34033,-0.0387
34035,0.0138
34037,-0.0390
34039,0.0117
34041,-0.0026
35001,0.0356
35005,0.0631
35006,0.0292
35007,0.0149
35009,-0.0030
35013,-0.0060
35015,-0.0037
35017,0.0616
35025,-0.0260
35027,0.0416
35028,0.0584
35029,-0.0157
35031,-0.0316
35035,0.0289
35037,0.0813
35041,0.0042
35043,-0.0036
35045,0.0070
35047,-0.1053
35049,-0.0131
35051,-0.0519
35053,0.0328
35055,-0.0417
35057,0.0021
35061,0.0306
36001,0.0276
36007,-0.0211
36013,-0.0120
36027,0.0472
36029,-0.0261
36045,-0.0240
36055,0.1071
36057,-0.0483
36059,0.0420
36061,0.0396
36063,-0.0087
36065,0.0284
36067,0.0218
36071,-0.0102
36079,-0.0634
36083,-0.0234
36087,0.0528
36093,-0.0654
36103,-0.0109
36105,0.0105
36111,0.0427
36119,0.0752
37001,-0.0091
37003,-0.0078
37013,-0.0217
37017,-0.0453
37019,-0.0477
37021,-0.0526
37023,-0.0145
37025,0.0084
37027,-0.0112
37031,-0.0032
37035,-0.0047
37037,0.0032
37045,-0.0465
37047,-0.0592
37049,-0.0639
37051,-0.0118
37055,-0.0390
37057,-0.0592
37059,-0.0776
37061,-0.0296
37063,0.0222
37065,-0.0255
37067,0.0081
37069,-0.0936
37071,-0.0151
37077,0.0232
37079,-0.0508
37081,-0.0298
37085,-0.0625
37087,-0.0409
37089,-0.0523
37093,-0.0381
37097,0.0033
37099,-0.0069
37101,-0.0030
37105,-0.0408
37107,-0.0672
37109,-0.0299
37111,-0.0493
37113,-0.0909
37119,-0.0042
37123,-0.0320
37125,-0.0170
37127,-0.0226
37129,-0.0106
37133,-0.0143
37135,0.0034
37141,0.0059
37145,-0.0083
37147,-0.0492
37151,-0.0837
37153,-0.0557
37155,-0.0192
37157,-0.0463
37159,-0.0602
37161,-0.0438
37163,-0.0577
37167,-0.0566
37171,-0.0169
37179,-0.0347
37181,-0.2008
37183,-0.0511
37191,-0.0132
37193,-0.0900
37195,-0.0678
37197,-0.0462
38017,0.0166
38035,-0.0386
39003,0.0265
39007,-0.0626
39017,0.0051
39023,0.0344
39025,0.0276
39035,0.0006
39039,-0.0233
39041,-0.0015
39043,-0.0297
39045,-0.0224
39049,0.0046
39051,-0.0014
39057,-0.0269
39061,0.0973
39063,-0.0226
39069,-0.0506
39077,-0.0056
39085,0.0109
39089,0.0380
39093,-0.0089
39095,0.0060
39099,-0.0350
39103,-0.0313
39113,-0.0277
39137,0.0257
39143,-0.0094
39151,0.0111
39153,0.0282
39155,0.0497
39165,0.0669
39173,-0.0448
40007,-0.0141
40009,-0.0056
40013,0.0194
40015,0.0079
40017,-0.0313
40019,-0.0134
40021,-0.0183
40027,-0.0085
40031,0.0096
40037,-0.0143
40039,-0.0161
40047,-0.0002
40049,-0.0029
40051,-0.0548
40065,-0.0836
40071,0.0188
40073,-0.0763
40079,-0.0426
40085,-0.0945
40087,-0.0536
40089,-0.0457
40095,-0.0012
40101,-0.0118
40109,-0.0105
40115,-0.0516
40119,-0.0835
40121,-0.0422
40123,-0.0067
40125,-0.0105
40131,-0.0140
40135,0.0201
40137,-0.0664
40139,-0.0411
40141,-0.0392
40143,0.0118
40147,-0.0303
40153,0.0226
41003,-0.0167
41005,-0.0079
41007,-0.0236
41009,-0.0292
41011,-0.0148
41013,-0.0098
41017,-0.0647
41019,0.0020
41027,0.0098
41029,-0.0730
41031,-0.0989
41033,-0.0257
41035,-0.0400
41039,-0.0332
41041,-0.0666
41043,-0.0203
41045,-0.0522
41047,0.0252
41049,-0.0237
41051,-0.0116
41053,-0.0313
41057,0.0296
41059,-0.0097
41065,-0.0583
41067,-0.0209
41071,-0.0842
42001,0.0146
42003,0.0317
42011,0.1117
42017,0.0223
42025,-0.0496
42029,-0.0338
42041,-0.0512
42043,-0.0303
42045,0.0592
42049,0.0563
42055,-0.0358
42069,0.0127
42071,-0.0106
42075,0.0108
42077,0.0075
42079,0.0465
42081,-0.0157
42089,0.0010
42091,0.0041
42095,-0.0212
42097,-0.0573
42101,0.0465
42103,0.0386
42107,0.0052
42125,-0.0246
42129,0.0308
42133,0.0204
44003,-0.0367
44005,-0.0365
44007,-0.0111
44009,0.0566
45003,-0.0011
45007,0.0965
45013,-0.0132
45015,0.0377
45019,0.0259
45021,-0.0841
45025,-0.0399
45035,-0.0264
45041,0.0366
45043,0.0110
45045,0.0392
45047,-0.0621
45051,-0.0435
45053,0.0187
45055,-0.0240
45057,0.0303
45059,-0.0090
45063,0.0147
45071,0.0216
45073,-0.0113
45077,0.0145
45079,-0.0313
45081,0.0547
45083,-0.0119
45085,-0.0079
45091,0.0008
46099,0.0238
46103,0.0216
47001,0.0422
47003,-0.0522
47009,0.0073
47011,0.0325
47031,-0.0850
47033,-0.0025
47037,-0.0710
47063,-0.0257
47065,0.0316
47089,-0.0213
47093,0.0081
47105,0.0164
47107,-0.0123
47113,-0.0780
47117,-0.0323
47119,0.0482
47123,-0.0834
47125,-0.0369
47141,0.0602
47147,-0.0450
47149,-0.0313
47155,0.0197
47157,-0.0579
47163,-0.0381
47165,-0.0213
47177,-0.0482
47179,-0.1151
47187,-0.0834
47189,0.0030
48001,-0.0430
48003,0.0187
48005,-0.0035
48007,0.0206
48013,-0.0042
48015,0.0184
48019,-0.0473
48021,-0.0040
48025,-0.0308
48027,-0.0119
48029,0.0231
48031,-0.0105
48035,-0.0248
48037,-0.0040
48039,0.0151
48041,-0.0209
48043,0.0395
48049,0.0164
48051,-0.0315
48053,-0.0081
48055,0.0041
48057,0.0012
48059,0.0183
48061,-0.0617
48063,-0.0709
48067,-0.0343
48069,-0.0025
48071,-0.0207
48073,-0.0194
48075,-0.0525
48083,-0.0877
48085,-0.0145
48089,-0.0297
48091,0.0008
48093,-0.0646
48097,0.0039
48099,-0.0027
48111,0.0043
48113,0.0126
48115,-0.0204
48117,-0.0686
48121,0.0067
48123,-0.0055
48133,-0.0310
48135,-0.0104
48139,-0.0380
48141,0.0040
48143,-0.0310
48145,-0.0256
48147,0.0332
48149,0.0100
48157,-0.0045
48159,-0.0748
48161,-0.0367
48165,-0.0275
48167,-0.0155
48169,-0.0677
48171,-0.0171
48175,-0.0312
48177,-0.0149
48179,-0.0513
48181,-0.0207
48183,-0.0490
48185,0.0280
48187,0.0084
48189,-0.0411
48195,0.0100
48199,-0.0225
48201,0.0495
48203,-0.0223
48209,0.0228
48211,-0.0377
48213,-0.0187
48215,-0.0678
48217,0.0315
48219,-0.0352
48221,-0.0283
48223,-0.0506
48225,-0.0130
48227,-0.0035
48231,-0.0069
48233,-0.0358
48237,0.0558
48239,-0.0075
48241,0.0053
48245,0.0152
48249,-0.0721
48251,-0.0210
48253,0.0301
48255,0.0597
48257,-0.0077
48259,-0.0216
48265,-0.0074
48273,-0.0213
48277,-0.0428
48279,-0.0439
48281,-0.0119
48285,-0.0349
48287,-0.0377
48289,-0.0503
48291,-0.0606
48293,0.0060
48297,-0.0462
48299,0.0382
48303,0.0247
48305,0.0335
48307,0.0547
48309,0.0274
48313,0.0050
48317,-0.0065
48321,-0.0349
48325,0.0495
48329,0.0058
48331,-0.0426
48335,0.0613
48337,-0.0356
48339,0.0105
48341,-0.0307
48347,0.0111
48349,0.0225
48353,0.0097
48355,0.0049
48357,-0.0747
48361,-0.0422
48363,0.0008
48365,-0.0940
48367,0.0348
48369,-0.0745
48371,-0.0467
48373,0.0224
48375,-0.0284
48381,-0.0147
48391,-0.0473
48395,0.0590
48397,-0.0556
48399,0.0164
48401,-0.0439
48407,-0.0582
48409,0.0130
48415,0.0004
48419,0.0195
48423,-0.0188
48425,-0.0023
48429,-0.0934
48437,0.0553
48439,-0.0163
48441,0.0452
48445,-0.0185
48449,0.0068
48451,0.0083
48453,0.0063
48455,-0.0069
48459,-0.0177
48463,0.0411
48465,-0.0046
48467,-0.0017
48469,0.0312
48471,0.0297
48473,0.0345
48475,-0.0320
48477,0.0062
48479,-0.0279
48481,0.0197
48483,0.0066
48485,0.0366
48487,-0.0815
48491,-0.0088
48493,-0.0035
48495,-0.0186
48497,-0.0396
48499,-0.0697
48501,-0.0073
48503,-0.0492
49003,-0.0007
49005,0.0274
49007,-0.0480
49011,-0.0399
49021,0.0439
49027,0.0468
49035,0.0170
49039,0.0593
49043,-0.0236
49045,-0.0211
49047,0.0279
49049,-0.0406
49051,-0.0072
49053,-0.0278
49057,-0.0595
50007,0.0323
51001,0.0175
51013,-0.0347
51015,-0.0140
51041,0.0087
51047,0.0302
51059,0.0502
51061,0.0047
51085,0.0214
51087,0.0054
51089,-0.0847
51095,0.0753
51107,-0.0508
51149,-0.0603
51153,0.0199
51161,-0.0284
51171,0.0284
51177,0.0123
51179,-0.0158
51199,-0.0017
51510,-0.0126
51540,0.0118
51550,0.0122
51630,-0.0285
51650,0.0069
51660,0.0575
51683,0.0555
51685,-0.0020
51700,-0.0021
51710,-0.0054
51740,-0.0220
51760,0.0721
51770,-0.0329
51800,-0.0159
51810,-0.0079
51840,-0.0331
53005,-0.0386
53007,-0.0044
53011,-0.0474
53015,-0.0112
53017,-0.0415
53021,-0.0318
53025,-0.0383
53027,-0.0299
53033,-0.0458
53035,-0.0664
53041,-0.0298
53045,-0.0088
53047,-0.0245
53053,-0.0741
53057,-0.0830
53061,-0.1020
53063,-0.0454
53067,-0.0712
53071,0.0103
53073,-0.0743
53077,-0.0418
54003,0.0539
54037,0.0248
55009,0.0974
55019,-0.0355
55021,-0.0283
55025,0.0159
55027,-0.0382
55035,-0.0381
55039,-0.0087
55055,-0.0024
55059,0.0303
55063,0.0500
55071,0.0034
55073,0.0518
55079,-0.0034
55081,-0.0403
55087,-0.0093
55089,0.0107
55097,0.0079
55101,0.0894
55105,0.0093
55109,0.0062
55111,0.0005
55117,0.0113
55121,-0.0669
55127,-0.0296
55131,-0.0127
55133,-0.0037
55135,0.0176
55137,-0.0552
55139,-0.0203
55141,-0.0432
56001,0.0230
56003,0.0254
56005,0.0485
56007,0.0367
56013,0.0736
56021,-0.0047
56025,0.0064
56029,-0.0207
56037,-0.0044
56039,0.0001
56041,0.0272
56043,0.0064
