id,wb_grd
45043,0.0472
45045,0.0675
45047,0.0259
45049,0.0410
45051,0.0223
45053,-0.0403
45055,0.0004
45057,0.0227
45059,-0.0048
45063,-0.0113
45067,0.0088
45069,-0.0096
45071,0.0640
45073,-0.0075
45075,0.0573
45077,0.0845
45079,0.0921
45081,0.0115
45083,0.0292
45085,-0.0236
45087,0.0470
45091,0.0049
46099,0.0490
47001,0.0329
47003,0.0692
47009,-0.0339
47011,-0.0237
47017,-0.0592
47023,0.0102
47031,-0.0458
47033,0.0381
47037,-0.0256
47043,-0.0128
47045,-0.0941
47047,0.0056
47051,-0.0657
47053,0.0135
47055,-0.0399
47059,-0.1377
47063,-0.0947
47065,-0.0511
47069,0.0245
47075,-0.0008
47077,0.0263
47079,0.1405
47093,0.0136
47097,0.0067
47103,0.1324
47107,0.0000
47109,-0.0481
47113,-0.0260
47117,-0.0356
47119,0.0386
47125,0.0231
47131,-0.0479
47141,0.0571
47145,-0.0051
47147,0.1264
47149,-0.0318
47155,0.0143
47157,-0.0305
47163,-0.0030
47165,0.0395
47167,0.0265
47177,0.0370
47179,0.0022
47183,0.0310
47187,-0.0314
47189,0.0405
48001,0.0012
48005,0.0853
48015,0.0378
48021,0.0324
48027,0.0286
48029,0.0684
48037,0.1278
48039,-0.0205
48041,0.1069
48051,-0.0049
48055,0.0744
48063,0.0679
48067,0.0217
48071,-0.0547
48073,0.0611
48085,0.0100
48089,-0.0073
48091,0.0117
48099,-0.0326
48113,0.0820
48121,0.0511
48123,0.0350
48135,0.0084
48139,0.0052
48141,0.0187
48145,0.0627
48147,0.0791
48149,0.0319
48157,0.0457
48161,0.0447
48167,0.0563
48181,0.0742
48183,0.0288
48185,0.1216
48187,-0.0224
48199,0.0260
48201,0.0656
48203,0.0040
48209,0.1541
48213,0.0352
48215,-0.0123
48217,0.0867
48223,0.0254
48225,0.0283
48231,0.0111
48241,0.1187
48245,0.0729
48251,-0.0345
48257,-0.0376
48277,-0.0337
48291,-0.0060
48293,0.0149
48303,0.1525
48309,0.1030
48313,0.0226
48315,-0.0247
48321,0.0890
48329,0.0212
48331,0.0112
48339,0.0144
48343,0.0725
48347,0.0469
48349,0.0821
48351,-0.0015
48355,0.1006
48361,-0.0771
48365,-0.0562
48367,0.0601
48373,0.0383
48375,0.0050
48387,-0.0194
48395,0.1190
48397,0.0153
48401,-0.0067
48407,-0.1147
48419,0.0713
48423,-0.0020
48439,0.0170
48441,0.0369
48449,0.1094
48451,0.1270
48453,0.1246
48457,-0.0031
48459,0.0185
48467,-0.0094
48469,0.0632
48471,0.0555
48473,0.1644
48477,0.0774
48481,0.1256
48485,0.0471
48491,0.0583
49011,0.0268
49035,0.1258
49049,0.0739
49057,0.0463
50007,0.0958
51001,0.0273
51007,0.0349
51009,-0.0354
51011,0.0510
51013,-0.0095
51019,0.0073
51029,0.0320
51031,0.0211
51033,-0.0356
51037,0.0135
51041,0.0462
51047,0.0385
51053,-0.0318
51059,0.0485
51061,0.0063
51065,-0.0347
51067,0.0622
51073,-0.0875
51075,-0.0337
51083,0.0801
51085,-0.0157
51087,0.1073
51089,0.0113
51093,-0.0422
51095,0.1039
51099,0.0419
51101,0.0996
51107,-0.0161
51109,0.0213
51117,0.0780
51121,0.0629
51131,-0.0303
51135,0.0914
51137,-0.0139
51143,0.0074
51147,-0.0152
51149,0.0219
51153,0.0554
51161,0.0406
51175,0.0073
51177,0.0074
51179,-0.0145
51193,0.0752
51199,-0.0164
51510,0.0089
51540,0.1266
51550,0.0497
51570,0.0355
51590,0.1018
51595,0.0664
51630,0.0074
51650,-0.0355
51660,0.1126
51670,-0.0293
51680,0.0847
51683,-0.0102
51690,0.0802
51700,0.0063
51710,0.0730
51740,0.0581
51760,0.1820
51770,-0.0114
51775,-0.0117
51790,0.1223
51800,-0.0729
51810,0.0481
51820,0.0412
51840,0.0245
53005,0.1187
53011,0.1207
53033,0.0520
53035,0.0731
53053,0.0871
53061,0.0228
53063,0.0859
53067,0.0978
54003,0.0782
54011,0.1540
54019,0.0370
54033,-0.0142
54037,0.1293
54039,-0.0157
54047,0.0966
54049,0.0648
54055,0.0189
54061,0.0552
54069,0.1520
54081,0.1080
54107,0.0393
55009,0.2054
55025,0.1566
55035,0.1055
55039,0.1279
55059,0.1997
55063,0.1575
55073,0.0723
55079,0.1538
55087,0.0692
55089,0.1780
55101,0.2122
55105,0.1542
55117,0.1635
55127,0.0325
55131,0.1218
55133,0.1536
55139,0.1950
56021,0.0587
