id,h_ses
0512210,-0.1027
0512450,-0.5635
0512510,-2.3084
0512520,0.8855
0512540,0.9425
0512630,1.1970
0512660,-0.9736
0512930,-5.0902
0513080,-0.4495
0513110,-1.2427
0513380,0.8857
0513410,-0.4732
0513530,-0.3631
0513680,-0.5143
0513740,-0.5693
0513950,0.5979
0514010,1.0895
0514020,0.3626
0514160,-0.7186
0514430,0.8969
0600001,1.0497
0600006,1.4494
0600013,0.3910
0600014,-1.1466
0600016,-0.1051
0600017,-1.1651
0600019,1.0173
0600020,0.6946
0600022,-2.6104
0600025,1.3399
0600026,-4.0101
0600027,-0.3616
0600028,0.4002
0600029,0.2146
0600032,-0.2550
0600033,-1.7361
0600034,0.6011
0600035,-1.6980
0600036,-0.0074
0600037,0.4353
0600039,-0.6440
0600040,-1.2604
0600043,0.7775
0600044,-0.4107
0600045,-0.0792
0600046,-0.5979
0600047,-0.4337
0600048,-0.3087
0600049,-0.6764
0600051,-0.6779
0600052,-0.6789
0600060,-1.5843
0600061,-1.2809
0600062,-0.0698
0600063,-0.2523
0600064,-2.0188
0600065,-1.0956
0600067,-2.2929
0600068,0.8590
0600069,0.5146
0600153,-0.0332
0600158,-0.8013
0600159,-1.7785
0600160,-0.6253
0601332,-1.4389
0601620,-0.3203
0601650,1.1454
0601680,-3.5122
0601710,0.0286
0601770,0.0852
0601860,-0.4442
0601950,-1.4037
0602100,1.1459
0602160,0.9770
0602220,-3.0792
0602250,0.2796
0602310,-0.2791
0602360,-0.8853
0602430,-0.2474
0602450,0.0985
0602550,-2.4575
0602610,-0.9969
0602630,-0.8535
0602670,0.4200
0602700,-1.8285
0602820,-0.3563
0602850,-0.1371
0602970,0.6819
0603000,-1.8718
0603030,-4.1870
0603060,-4.1575
0603090,-1.1833
0603180,-0.7729
0603270,-1.6623
0603300,-0.0880
0603420,-1.1283
0603480,1.2709
0603600,-0.2189
0603630,-1.9147
0603690,-0.5678
0603720,1.1153
0603750,-0.2459
0603840,-0.7468
0603870,0.0865
0604020,-0.6957
0604080,-0.7143
0604110,-0.1963
0604200,0.5258
0604230,-0.6128
0604260,-2.1110
0604290,-0.0943
0604380,-0.2461
0604440,-0.2049
0604530,0.7588
0604620,0.8140
0604650,-0.2923
0604740,0.1280
0604800,-0.4572
0604830,-0.7808
0605040,-0.5037
0605130,1.2446
0605160,0.8584
0605240,-1.6540
0605400,-2.2009
0605580,-0.7763
0605610,0.9149
0605670,0.2728
0605790,-1.6578
0605820,-1.3731
0605880,0.1885
0605910,0.6945
0605940,0.8900
0606001,1.4755
0606004,0.2744
0606013,-0.6839
0606014,-2.0181
0606015,0.0992
0606017,-0.8795
0606030,-0.5840
0606037,-1.0980
0606053,-0.7637
0606060,-0.6391
0606090,0.8229
0606107,-1.0710
0606270,0.9388
0606330,0.3729
0606360,-0.4895
0606390,-0.2547
0606450,0.3073
0606480,-0.6153
0606540,-0.2252
0606570,-0.6814
0606580,-1.3745
0606720,-0.6717
0606750,-0.6401
0606780,0.5032
0606810,-0.9028
0606870,0.4756
0606900,-1.4456
0606990,-1.2254
0607020,0.8197
0607140,0.6090
0607200,-0.7837
0607230,-0.1847
0607410,-2.1482
0607440,0.5541
0607470,-0.5302
0607500,-0.0229
0607530,0.7060
0607560,-0.4609
0607680,-1.1134
0607740,-0.0943
0607800,0.6482
0607900,0.0477
0607920,-0.5435
0607950,0.2099
0607970,-0.3218
0607980,-0.4411
0608010,-1.1892
0608070,0.0181
0608130,-0.9772
0608160,-0.0091
0608190,-0.1408
0608250,0.1268
0608370,-1.7672
0608460,0.5558
0608520,-0.4901
0608550,-1.2354
0608580,-0.6703
0608610,-0.2475
0608700,-1.1904
0608760,-0.0612
0608970,0.7681
0609030,-0.1376
0609070,-1.6015
0609120,-2.2326
0609270,2.5130
0609300,-3.6382
0609330,1.0486
0609390,-0.3965
0609450,1.6198
0609480,-1.0695
0609570,-1.9972
0609620,-0.9134
0609640,0.2597
0609690,-1.4660
0609780,-1.3976
0609810,-1.2763
0609850,0.1717
0609870,0.8977
0609940,0.1443
0609990,-1.1373
0610050,0.0485
0610260,0.9448
0610290,-0.0614
0610320,0.3893
0610350,-2.1371
0610440,-0.5437
0610620,-1.2229
0610740,1.5246
0610770,-0.7637
0610860,-1.6549
0610890,-1.2185
0611040,-0.1686
0611110,-0.8490
0611220,-1.2697
0611280,-0.0176
0611460,-0.0831
0611490,0.3103
0611520,0.3179
0611700,1.0895
0611730,1.7181
0611760,-2.9050
0611780,0.4694
0611820,-0.3274
0611850,0.3917
0611910,-0.2293
0611940,-0.6896
0612030,-2.0376
0612070,0.4423
0612090,-0.5497
0612120,-0.5670
0612150,-0.4485
0612180,0.2446
0612210,0.8506
0612330,-0.1919
0612690,-0.3151
0612750,-0.0393
0612810,-0.2479
0612840,-0.4490
0612880,-0.5495
0612910,-0.4748
0612930,0.0502
0612960,0.8380
0613080,1.4361
0613140,-0.1343
0613170,-3.4242
0613200,-0.9899
0613230,-2.0110
0613290,-0.8540
0613360,-0.3028
0613470,1.1519
0613500,-0.4610
0613530,0.3991
0613800,-0.0636
0613840,-2.3006
0613890,-0.6569
0613920,-0.3837
0613980,1.3318
0614010,1.3318
0614070,-0.5708
0614160,-1.2436
0614190,-0.9166
0614220,0.9247
0614250,-0.9521
0614340,-1.0820
0614370,-0.6603
0614400,0.4487
0614430,0.3385
0614550,-2.0967
0614580,-4.3229
0614700,0.4252
0614730,-0.4564
0614760,-0.0390
0614790,-0.1296
0614820,-0.1165
0614880,-0.3497
0614940,-0.3356
0614950,-0.7652
0615150,-0.1254
0615180,-0.3882
0615240,-0.2683
0615270,0.7013
0615390,1.0377
0615450,-1.1491
0615510,0.3314
0615780,-2.5468
0615810,1.2163
0615840,1.0895
0616050,-0.6182
0616080,-0.8275
0616230,-0.2699
0616260,-0.5784
0616300,0.1074
0616320,1.7249
0616323,-1.3331
0616325,0.1625
0616410,-1.2873
0616440,-1.2145
0616470,-1.6596
0616500,-1.2339
0616570,-0.7259
0616650,-1.0355
0616680,-0.5545
0616740,-0.4566
0616830,-1.4569
0616920,-1.2106
0617040,2.3066
0617160,0.0180
0617190,3.0009
0617220,-0.5132
0617340,-0.6064
0617430,-1.2558
0617490,0.0026
0617760,0.1843
0617850,-0.6160
0617880,2.0325
0618030,-0.1841
0618060,-0.0814
0618210,-0.5226
0618390,-0.6847
0618510,-1.6895
0618690,-0.0187
0618730,-1.0536
0618780,2.1808
0618840,0.9167
0618870,0.1729
0618930,0.5773
0618990,-0.9013
0619200,0.0206
0619260,-0.5640
0619320,-2.7540
0619380,2.0765
0619440,-0.2208
0619490,-1.3582
0619540,-1.1103
0619590,-4.0010
0619620,-1.3121
0619650,-0.6448
0619680,-0.5683
0619700,-1.4875
0619740,-1.1203
0619770,0.1781
0619800,-1.4893
0619830,-3.5265
0619890,-1.8107
0620040,-0.9800
0620070,-1.6642
0620130,2.3047
0620190,-0.0949
0620250,-0.4977
0620310,-0.5037
0620370,1.5566
0620460,-0.2402
0620520,-1.3371
0620640,-0.7864
0620670,-0.7363
0620700,3.0866
0620730,-1.0157
0620760,-2.0170
0620790,-0.4297
0620820,1.2157
0620850,-1.9669
0620880,-0.8168
0620910,0.0191
0621000,1.3377
0621060,-1.6608
0621090,0.7225
0621150,-0.5400
0621180,2.1636
0621210,-0.4084
0621240,-1.4087
0621270,-0.7186
0621330,-0.0866
0621360,-0.3113
0621400,-1.0545
0621420,-0.8986
0621450,-1.0640
0621540,1.6478
0621600,0.5228
0621690,-0.4212
0621810,-0.6510
0621870,-2.4985
0621930,0.4621
0621990,-0.2838
0622050,-1.4514
0622110,0.0308
0622170,-0.6269
0622230,-0.7785
0622320,0.9111
0622350,1.0377
0622380,1.0394
0622410,-0.5365
0622500,-1.1078
0622560,1.0253
0622590,0.9466
0622620,-1.2028
0622650,1.8584
0622710,-0.9925
0622740,-0.5346
0622800,2.2639
0622830,-1.7583
0622860,0.0947
0622890,-0.7133
0622920,-6.6792
0622950,-1.2254
0623010,0.5575
0623080,-0.4679
0623160,-0.5991
0623340,-1.3079
0623430,-0.7388
0623530,-0.2613
0623610,-0.2155
0623820,-0.8005
0623940,-1.1903
0623970,0.8919
0624000,-2.3079
0624030,0.5960
0624090,-0.9831
0624150,-0.5582
0624180,0.9046
0624230,-1.7037
0624300,-3.4536
0624360,-0.0768
0624390,-0.6380
0624500,-0.2443
0624540,0.0072
0624570,1.7073
0624600,-1.7321
0624630,0.2835
0624660,-1.0046
0624720,-1.7647
0624750,0.1669
0624870,1.6067
0624900,0.1345
0624930,1.0377
0625130,-1.9625
0625150,-1.1106
0625190,-0.9967
0625230,-2.1385
0625320,-0.7041
0625350,-0.8997
0625380,-3.8251
0625470,-0.6938
0625500,-3.1627
0625530,-0.6022
0625690,0.6378
0625740,1.0102
0625770,0.0527
0625800,-0.4262
0625830,-0.1534
0625860,-2.1151
0625980,0.9579
0626040,0.8398
0626100,-0.1298
0626190,-1.0686
0626220,0.4116
0626280,-0.3597
0626310,-1.6360
0626370,-0.0584
0626400,-0.5702
0626490,-1.1561
0626640,0.0661
0626670,-1.2588
0626760,-0.8345
0626820,1.3248
0626880,0.4276
0626910,0.1085
0627060,-0.1313
0627180,-0.3479
0627200,-1.1025
0627240,-0.3056
0627450,0.5933
0627480,1.0394
0627510,1.3383
0627590,-0.9346
0627690,-0.1197
0627720,-0.1361
0627780,0.7084
0627810,-0.1052
0627850,-1.0384
0627900,-0.1922
0627930,-1.4202
0628050,-0.8462
0628080,-0.2525
0628140,-0.4624
0628170,-0.2027
0628250,-0.5152
0628270,0.5578
0628320,-0.1302
0628470,-0.5175
0628500,1.1827
0628530,-2.7915
0628650,-0.3624
0628680,0.9014
0628710,0.6877
0628860,1.9989
0629100,-0.3171
0629130,-1.4697
0629220,-0.4870
0629270,-0.2744
0629280,-0.8036
0629370,1.0860
0629400,-0.8538
0629430,-0.0108
0629490,-0.9121
0629540,-1.0604
0629550,-0.4894
0629580,-0.7991
0629610,0.4267
0629640,-1.4712
0629670,-2.2027
0629700,1.5500
0629820,0.5734
0629850,-0.6427
0629910,-1.3989
0629940,-0.5631
0630030,-0.2828
0630180,-1.6966
0630210,-0.4658
0630230,0.2996
0630250,0.5516
0630330,0.6918
0630360,-0.5058
0630450,-0.7952
0630510,-0.2787
0630600,-0.3879
0630630,-1.9467
0630660,-0.0191
0630720,2.1560
0630750,0.1017
0630780,-0.2456
0630840,-1.1725
0630900,0.7588
0630930,0.9652
0630960,1.6200
0630990,0.4896
0631050,-3.1847
0631170,-1.3214
0631180,-0.3255
0631230,0.1300
0631290,-3.3897
0631320,-0.5287
0631470,0.4543
0631530,0.5245
0631680,-2.3919
0631710,-0.4447
0631740,2.6306
0631860,-0.1588
0631980,-2.3690
0632010,-1.6865
0632040,-0.2791
0632070,-0.1493
0632130,-0.3755
0632160,-1.5653
0632270,-1.6433
0632310,1.3664
0632370,-0.5296
0632400,-0.3740
0632430,-1.9163
0632520,0.7203
0632550,-0.0969
0632610,0.3106
0632640,-1.0747
0632710,0.0362
0632760,-0.2029
0632880,-0.6029
0633110,-0.5397
0633150,-0.4109
0633240,-1.7516
0633270,-1.0803
0633330,-1.8016
0633390,-0.3750
0633480,1.0961
0633510,-0.4587
0633570,-0.1252
0633600,0.1534
0633630,0.5182
0633660,0.7276
0633750,-0.1481
0633840,-1.4951
0633860,0.6947
0633900,0.0480
0633930,-0.9802
0633980,-0.6533
0634050,0.4058
0634140,-0.2991
0634170,-1.3133
0634230,0.0998
0634290,0.8601
0634320,-0.7235
0634380,0.2853
0634410,-0.3588
0634425,-0.5463
0634440,-0.6279
0634590,-0.7326
0634620,-1.0394
0634680,-0.1163
0634710,0.1001
0634740,-0.6113
0634800,-0.0128
0634860,1.4753
0634880,-0.4080
0634920,0.3911
0634980,-0.0058
0635010,-2.1746
0635040,1.2620
0635070,-1.7578
0635090,-0.1390
0635110,-0.3499
0635130,1.5453
0635220,-0.7469
0635250,-1.0557
0635310,-0.5043
0635360,-0.7613
0635370,-0.3318
0635430,0.2363
0635590,-0.4450
0635600,-0.1450
0635670,-0.3829
0635700,-0.5376
0635730,-1.1337
0635760,-1.0027
0635790,-0.5783
0635810,-0.1181
0635830,-0.2088
0635850,0.8382
0635880,0.2260
0635910,1.1563
0635970,0.7997
0636000,1.8191
0636030,-0.4636
0636180,-0.8075
0636210,-0.9114
0636270,-1.2736
0636360,-0.8372
0636390,-0.3487
0636450,0.7488
0636600,-0.0301
0636670,0.9627
0636780,-0.8915
0636800,-0.6217
0636805,0.8104
0636820,-0.0188
0636840,0.1433
0636940,0.5620
0636970,-0.0631
0636972,-1.0022
0636990,0.6781
0637050,-0.5698
0637110,1.1970
0637140,-0.9171
0637200,-0.2044
0637230,1.5471
0637260,1.0524
0637290,1.0932
0637350,0.9732
0637380,-0.9540
0637500,0.9335
0637530,0.0464
0637560,-0.1230
0637590,-0.5910
0637620,-0.7355
0637650,-0.2989
0637710,1.1395
0637830,0.5363
0637890,-1.8699
0637950,-0.8012
0638010,-1.5371
0638040,-1.5654
0638130,-1.9103
0638220,-0.6452
0638280,1.0377
0638340,0.2283
0638430,-1.6496
0638460,-0.3619
0638550,0.4497
0638610,0.7393
0638640,-0.6102
0638670,-0.4875
0638700,-0.0678
0638730,-0.0423
0638770,-0.6759
0638790,0.6224
0638880,-0.4631
0638980,-0.3839
0639000,1.5213
0639060,-3.0914
0639180,-3.1213
0639300,-0.4871
0639420,0.4077
0639600,-2.2183
0639630,0.2387
0639870,-1.1764
0639930,-0.5763
0639940,-1.4514
0640150,0.0344
0640230,1.0377
0640260,1.2420
0640300,-1.7041
0640320,0.7991
0640500,-1.2105
0640590,0.3499
0640650,0.5424
0640710,-0.7963
0640740,-0.4109
0640800,1.2101
0640980,-0.1710
0641040,-1.1798
0641130,-1.8481
0641160,-1.1613
0641190,-0.1436
0641250,0.5673
0641280,0.8053
0641400,-1.2631
0641430,-1.0006
0641580,-1.2906
0641610,2.9479
0641640,-1.3848
0641790,0.3227
0641820,-1.3013
0641880,-2.9598
0642000,0.5048
0642060,-1.0926
0642120,0.2568
0642140,-0.2439
0642150,-0.1430
0642180,-1.8785
0642210,-0.8651
0642330,-2.4495
0642350,-1.4209
0642450,-0.1554
0642480,0.0242
0642510,0.2861
0642540,-1.4689
0642560,-1.1918
0642710,-0.0042
0642810,-1.0609
0642930,-0.9080
0642960,-2.4613
0642990,1.1894
0643020,-1.9370
0643050,-1.8190
0643080,-0.4630
0643170,-2.0636
0643200,0.1899
0643380,-1.7389
0643410,0.0513
0643470,-1.4246
0643560,-0.1363
0684500,0.8156
0691134,-1.9078
0691135,-0.3415
0691136,-0.4203
0800001,1.4414
0800016,-0.3520
0800017,0.1152
0801920,1.1572
0801950,-0.9039
0802040,-4.1605
0802070,-1.1432
0802190,-0.1808
0802260,1.3318
0802280,1.3350
0802310,-1.6487
0802340,-0.9829
0802370,1.0377
0802400,0.6319
0802430,1.0069
0802490,-0.5483
0802580,0.2315
0802610,0.4990
0802640,-1.0340
0802670,0.6000
0802700,-0.5590
0802730,1.7368
0802790,-1.6705
0802850,-2.1294
0802910,0.1232
0802940,0.8060
0803000,0.9213
0803030,-1.5225
0803060,-1.5038
0803090,-1.4397
0803180,-0.3762
0803210,-1.3251
0803300,-1.3987
0803330,-1.3375
0803360,-1.2624
0803390,1.0895
0803450,1.3150
0803480,-0.7171
0803540,-0.5359
0803600,0.2726
0803720,0.7175
0803750,0.1646
0803780,-0.9901
0803810,0.0372
0803870,0.4891
0803960,1.1803
0803990,-1.0045
0804020,-0.2858
0804050,-1.0387
0804080,-0.4781
0804110,-0.6926
0804200,-0.4867
0804230,-0.5048
0804260,-0.0799
0804290,-2.0403
0804320,-1.5522
0804350,-1.0967
0804380,-0.4998
0804410,-1.1900
0804470,1.0466
0804500,-2.1148
0804530,-1.8594
0804590,-1.1955
0804650,0.4555
0804680,-2.5178
0804710,-0.4740
0804770,0.4606
0804800,-0.7793
0804830,0.8741
0804860,0.0943
0804920,-0.0171
0804950,-1.8869
0805010,1.0377
0805070,0.6917
0805100,-1.6267
0805130,-0.6719
0805190,-1.8500
0805220,-2.6226
0805250,-2.4488
0805310,-0.3532
0805370,-0.3724
0805400,-0.3987
0805460,-0.5844
0805490,-1.8588
0805520,-2.2992
0805550,-0.3730
0805610,-1.5109
0805640,1.0391
0805670,-0.5630
0805730,-0.7277
0805760,-0.6598
0805790,-1.0779
0805820,-0.0231
0805880,1.3318
0806120,-1.2265
0806150,0.0384
0806180,0.3821
0806210,-4.8367
0806240,-0.0886
0806270,-2.5012
0806330,-4.1210
0806390,2.0654
0806420,-0.8472
0806450,1.4187
0806480,-0.3273
0806540,-1.5757
0806600,-3.8114
0806630,0.0644
0806660,1.8035
0806690,-1.6763
0806750,1.1226
0806780,-0.8124
0806810,0.6346
0806840,1.0297
0806870,-2.4123
0806900,-0.3930
0806960,-0.9223
0807050,-0.4158
0807080,-3.3194
0807230,-1.0648
0807290,-0.5182
0807320,1.3853
0807350,0.9408
0807380,-0.1240
0900005,-1.9582
0900060,-0.0844
0900090,-3.9340
0900120,1.1643
0900210,-2.1518
0900240,2.6306
0900270,0.2283
0900330,0.3283
0900360,-3.0741
0900390,0.9555
0900420,-0.8708
0900450,-1.5608
0900510,-2.5478
0900540,2.3433
0900570,1.0377
0900690,0.2110
0900750,2.4287
0900810,1.6729
0900840,2.0955
0900900,-3.7793
0900930,1.5504
0900960,1.1741
0900990,1.4829
0901020,-0.0334
0901050,1.3126
0901080,0.9555
0901110,-0.7558
0901200,1.3318
0901230,1.9119
0901260,-1.8385
0901290,-1.6809
0901320,0.5319
0901350,-1.2194
0901380,2.6306
0901410,2.5958
0901440,1.9352
0901470,-0.7533
0901530,0.0782
0901560,1.8185
0901620,0.6988
0901680,0.9947
0901710,0.4942
0901740,1.0387
0901770,-1.4324
0901800,2.4539
0901860,-0.8115
0901890,1.0377
0901920,-3.2975
0902010,-0.7696
0902070,-4.7068
0902130,1.3318
0902160,2.0515
0902220,0.1499
0902280,2.1732
0902310,-0.9134
0902340,0.1937
0902370,2.6306
0902400,-2.1826
0902490,-2.1700
0902520,0.2693
0902550,1.6565
0902580,1.2407
0902640,-0.2580
0902670,-2.4218
0902700,0.9502
0902730,0.7399
0902790,-2.9353
0902820,-2.3241
0902850,0.1116
0902880,-0.2699
0902910,1.1224
0902940,1.5892
0902970,2.1171
0903030,-1.3759
0903060,2.6306
0903090,0.1026
0903120,-2.4758
0903210,-0.5641
0903240,0.5230
0903270,-0.6076
0903300,-0.4312
0903330,0.8393
0903390,-3.2039
0903420,-1.5575
0903480,-1.2965
0903510,2.9479
0903515,2.6306
0903520,1.7598
0903530,-0.4232
0903535,1.7457
0903536,0.8914
0903537,1.3255
0903538,0.1534
0903539,1.5121
0903540,0.0011
0903570,1.0377
0903630,-1.6390
0903660,1.1601
0903720,1.0377
0903750,1.3318
0903810,1.3701
0903840,-0.9623
0903960,1.6174
0903990,0.7328
0904050,-0.0445
0904110,1.5666
0904170,0.1530
0904230,-0.3456
0904290,-1.9457
0904320,-0.4028
0904380,-2.6276
0904440,0.3313
0904470,-0.5924
0904500,2.6450
0904560,-1.2008
0904590,-2.5096
0904620,1.8042
0904680,-1.1554
0904710,1.4755
0904740,-1.4835
0904830,-2.7908
0904860,1.0940
0904890,1.1348
0904920,0.2778
0904950,-0.9174
0904980,1.6697
0905010,1.6169
0905040,0.3246
0905070,0.2364
0905100,1.9411
0905130,1.9342
0905160,0.8025
0905190,-2.4516
0905220,0.9574
0905250,1.3738
0905280,1.2497
0905310,2.1171
1000080,1.0728
1000170,-1.1406
1000180,-0.3766
1000190,-1.8898
1000200,-0.5534
1000230,-0.9477
1000270,1.2901
1000680,-1.2008
1000790,-0.6951
1000810,0.8148
1001080,-0.8621
1001240,-0.4524
1001300,-0.9237
1001530,0.1131
1001620,-1.4807
1001850,-1.6488
1100030,-0.4548
1200030,-0.6307
1200060,-3.5197
1200090,-0.4895
1200120,-1.6039
1200150,-0.3684
1200180,0.0427
1200210,-0.7453
