id,b_ses
0636600,0.7370
0636800,-1.3485
0636820,-5.6259
0636840,0.1075
0636970,-0.6544
0636972,-2.5430
0636990,2.3598
0637230,0.7210
0637380,-0.0198
0637500,1.0031
0637530,1.5003
0637620,-2.0935
0637830,1.8814
0637950,0.9316
0638010,-2.4841
0638220,0.7973
0638430,1.0377
0638460,-0.1885
0638640,0.0473
0638670,-0.1005
0638700,1.1202
0638790,-7.4983
0638880,1.0877
0638980,1.7549
0639420,0.7877
0639630,-0.1098
0639870,-1.1672
0639930,-2.1738
0640150,1.1156
0640260,1.6510
0640300,-1.5541
0640320,-0.8261
0640590,-1.8408
0640740,-0.9558
0640980,0.7164
0641040,-3.1121
0641160,-0.3174
0641190,-0.5728
0641250,1.0671
0641280,1.5055
0641400,-2.7171
0641430,-0.9035
0641580,-0.9477
0641640,-1.5661
0641880,-3.7396
0642000,0.7251
0642120,-0.8199
0642140,1.2279
0642150,-0.3642
0642450,-0.1104
0642480,-2.0419
0642510,0.8301
0642540,-0.6499
0642810,-2.2562
0642960,1.0895
0642990,1.2486
0643050,-2.8502
0643080,-0.9561
0643470,0.5022
0643560,-1.7160
0684500,-1.0274
0691135,-0.6113
0801920,0.9682
0801950,-3.5656
0802340,-1.8672
0802400,-7.4132
0802430,2.5858
0802490,-1.0359
0802580,0.7634
0802910,-0.5219
0802940,0.8579
0803060,-1.5694
0803330,1.0377
0803360,-1.6288
0803450,1.0034
0803540,1.1202
0803600,1.3896
0803780,-6.3561
0803870,1.0585
0803990,-0.9232
0804050,-9.3051
0804080,0.6652
0804350,-4.2943
0804410,-1.2398
0804500,1.0377
0804530,-1.0858
0804590,1.0377
0804770,1.0377
0804800,-2.9053
0805310,-0.4920
0805370,0.5942
0805400,1.5153
0805550,1.6462
0805790,1.0377
0805820,2.2451
0806120,-2.2613
0806150,1.4001
0806270,0.5614
0806330,1.0377
0806480,1.0959
0806540,-5.7064
0806750,1.3318
0806900,-0.3726
0806960,-4.4370
0807230,-1.4021
0807290,0.7115
0900060,-2.0831
0900120,0.2973
0900210,-1.5857
0900240,2.6450
0900270,-2.4908
0900330,-0.2356
0900420,0.6892
0900450,-1.5110
0900510,-0.4353
0900540,2.9479
0900750,2.5017
0900840,1.0851
0900990,-0.6117
0901020,-0.3594
0901080,0.2789
0901110,-4.4096
0901170,2.2528
0901260,-0.4455
0901290,1.3135
0901320,2.5314
0901350,-0.7517
0901440,-0.1918
0901470,0.0875
0901530,0.0483
0901560,-7.6816
0901620,0.8907
0901680,2.6306
0901710,1.0722
0901770,0.2942
0901800,2.5210
0901860,0.0539
0901920,-2.7667
0902070,-5.2008
0902160,1.8465
0902280,2.7212
0902310,-0.7672
0902340,2.6306
0902370,2.4200
0902400,-1.0887
0902490,-0.1273
0902520,1.3290
0902580,1.2833
0902640,0.1121
0902670,-1.3505
0902790,-1.9083
0902820,-2.4496
0902850,0.8105
0902880,-3.2004
0902910,2.7132
0903030,0.7385
0903090,-2.3037
0903120,-1.0501
0903180,1.1202
0903210,-1.0947
0903300,-5.4915
0903390,1.4755
0903480,-3.0490
0903520,2.7656
0903537,-1.3049
0903539,-1.7253
0903660,-0.4862
0903750,2.4200
0903810,0.0555
0903840,0.9066
0903990,2.7656
0904050,0.4430
0904110,0.9848
0904140,-4.8235
0904170,1.5352
0904230,-4.4493
0904290,2.2297
0904320,-1.1068
0904380,0.8177
0904440,0.4318
0904470,1.3318
0904500,-0.1839
0904530,1.1970
0904560,2.1090
0904590,0.2543
0904620,0.6652
0904680,-1.2136
0904740,1.6167
0904830,-1.6475
0904860,0.4366
0904890,1.6198
0904920,0.2074
0904950,-0.1928
0905010,2.9479
0905040,-0.4537
0905070,-0.4622
0905190,-2.5043
0905220,0.8299
0905250,-0.1878
0905280,0.8556
0905370,0.8640
1000080,0.0630
1000170,-2.1589
1000180,-1.1661
1000190,-2.2021
1000200,-1.3201
1000230,-0.8336
1000270,-2.4102
1000680,-2.0517
1000790,-1.2386
1000810,-1.4388
1001080,-1.0780
1001240,-1.1810
1001300,-1.9833
1001530,-5.5343
1001620,-0.5309
1001850,-2.3996
1100030,-2.7243
1200030,-1.8030
1200060,-1.2797
1200090,-1.4906
1200120,-1.5348
1200150,-1.0362
1200180,-1.1258
1200210,-2.9019
1200240,-1.1195
1200270,-2.6226
1200300,-0.3597
1200330,-1.3538
1200360,-1.9514
1200390,-1.6517
1200420,-1.9600
1200450,0.2271
1200480,-1.5578
1200510,-2.5133
1200540,-0.5743
1200570,-5.9380
1200600,-2.0329
1200630,-0.2865
1200660,-1.0798
1200690,-2.4529
1200720,-1.9496
1200750,-3.5377
1200780,-2.7330
1200810,-1.9591
1200840,-1.8695
1200870,-1.7576
1200900,-3.3897
1200930,-2.3298
1200960,-1.9819
1200990,-2.1781
1201020,-4.2993
1201050,-1.2034
1201080,-1.9745
1201110,-1.7485
1201140,-3.6260
1201200,-2.3406
1201230,-1.7810
1201260,-2.1033
1201290,-1.4139
1201320,-0.2681
1201350,-1.3836
1201380,-1.1767
1201410,-2.0124
1201440,-1.1559
1201470,-0.6963
1201500,-1.2813
1201530,-0.4249
1201560,-1.6602
1201590,-1.7006
1201620,-2.6306
1201650,-1.4934
1201680,-2.2414
1201710,-1.1484
1201740,-1.7652
1201770,-1.4126
1201800,-2.4132
1201830,-2.7685
1201860,-2.7764
1201890,-3.8560
1201920,-1.7985
1201950,-0.0639
1201980,-4.2870
1202010,-1.8445
1300001,-2.4830
1300002,-0.6842
1300003,-1.3284
1300004,0.7723
1300060,-1.8815
1300090,-3.4771
1300120,-3.1848
1300150,-2.6863
1300210,-1.9170
1300240,-0.8848
1300290,-1.6468
1300330,-0.2758
1300360,-2.7371
1300390,-4.5512
1300420,-2.4729
1300440,-2.6708
1300480,-3.7086
1300510,-7.3715
1300540,-1.9246
1300570,-0.6367
1300600,-1.3046
1300630,-1.8921
1300660,-2.2929
1300690,-1.7597
1300720,-2.0849
1300750,-2.4989
1300780,-1.7116
1300810,-1.1932
1300840,-1.1340
1300870,-2.6956
1300900,-1.8645
1300930,-0.5799
1300990,-1.4903
1301020,-1.4530
1301080,-0.3405
1301110,-0.4802
1301170,-2.7827
1301230,-1.0696
1301260,-1.5881
1301290,-0.4887
1301350,-1.4866
1301380,-2.9466
1301410,0.0131
1301440,-1.7210
1301470,-3.6902
1301500,-1.3513
1301530,-2.8136
1301560,-2.9943
1301620,-2.9317
1301680,-4.3082
1301710,-1.8633
1301740,-1.2473
1301770,-1.8551
1301800,-3.6031
1301830,-2.6006
1301860,-0.5001
1301870,-3.0037
1301890,-1.6067
1301920,-3.4191
1301950,-6.1043
1301980,-1.1902
1302010,-2.6966
1302040,-3.3049
1302070,-2.5623
1302100,-0.9641
1302130,0.7762
1302190,-1.8898
1302220,0.5307
1302250,-5.1700
1302280,-0.9130
1302310,-2.0091
1302370,-1.4580
1302400,-2.0210
1302430,-2.3623
1302460,-4.2753
1302490,-3.2985
1302520,-2.0470
1302550,-0.2992
1302580,-0.7049
1302610,-0.9678
1302640,-2.5409
1302670,-2.6555
1302700,-0.5335
1302730,-3.1297
1302790,-1.5130
1302820,-0.1592
1302880,-1.2673
1302910,-1.1687
1302940,-2.7306
1302970,-2.6904
1303000,-1.8003
1303030,-3.0945
1303060,-2.7153
1303090,-2.6687
1303120,-3.1147
1303150,-0.6823
1303210,-1.5682
1303240,-1.7035
1303270,-1.0580
1303300,-1.0217
1303330,-2.7769
1303360,-1.6685
1303390,-0.8155
1303420,-1.4408
1303450,-1.9792
1303480,-0.4185
1303510,-0.9408
1303540,-2.9915
1303570,-2.4046
1303600,-1.5249
1303630,-2.8201
1303660,-2.9772
1303690,-1.7285
1303720,-1.4078
1303750,-1.5437
1303780,-1.7718
1303840,-1.0658
1303870,-1.9889
1303930,-1.0488
1303960,0.5260
1303990,0.7326
1304020,-0.1999
1304050,-3.0808
1304110,-2.0758
1304140,-1.4799
1304170,-2.3532
1304200,-2.4387
1304220,-0.3427
1304260,-1.6004
1304380,-2.0797
1304410,-0.7618
1304440,-2.3503
1304470,-2.4212
1304500,-1.9456
1304530,-3.7396
1304560,-1.8668
1304590,-2.7182
1304620,-2.6215
1304650,-1.6419
1304770,-2.0064
1304800,-2.6201
1304830,-1.8373
1304860,-4.1711
1304890,-2.8495
1304950,-2.5456
1304980,-2.9487
1305040,-1.3448
1305100,-2.9725
1305190,-3.1451
1305220,-2.1488
1305280,-2.4288
1305310,-2.8960
1305340,-2.6875
1305370,-2.2313
1305390,-1.5478
1305430,-2.6757
1305460,-2.0223
1305490,-2.5295
1305550,-2.4589
1305640,-2.3366
1305670,0.6080
1305700,-0.2414
1305730,-3.9578
1305760,-2.4449
1305790,-1.5760
1305850,-2.8210
1313053,-0.5002
1313215,2.1723
1500030,0.2913
1600002,-0.2625
1600240,2.6306
1600360,-1.3897
1600660,-0.7817
1600780,0.8869
1600960,1.0377
1601530,-2.3384
1601950,-3.0074
1602100,0.8907
1602220,0.6266
1602250,-0.5233
1602340,-0.3922
1602460,0.3935
1602640,1.1900
1603090,2.2528
1700010,0.2798
1700015,-1.6184
1700041,-0.4704
1700077,-3.2760
1700110,-1.8921
1700112,0.3175
1700119,2.3131
1700123,-0.9558
1700222,2.5314
1700314,-0.6878
1700320,-4.7769
1700326,1.0921
1703090,1.1970
1703150,-3.8271
1703480,0.0950
1703600,-1.9237
1703810,1.9690
1703840,2.4332
1703870,-0.8713
1703900,2.2674
1703930,-4.9246
1704020,0.1183
1704050,-3.0389
1704140,2.0035
1704170,-1.5832
1704380,1.1970
1704440,2.6306
1704560,0.0003
1704680,-3.9370
1704710,-2.0777
1704920,-4.3725
1705050,-7.9061
1705220,-3.7813
1705430,1.2280
1705580,-1.5558
1705610,-1.7594
1705640,-1.1283
1705760,-1.0038
1705790,-0.4123
1705880,1.3318
1705910,-6.6930
1706000,-1.7462
1706060,-1.9242
1706090,-1.5187
1706120,-5.2602
1706270,-0.9041
1706420,-1.5844
1706480,-1.3038
1706510,-2.1919
1706540,-1.1059
1706750,-0.5492
1706930,1.0895
1706960,2.0704
1707050,-1.2505
1707170,-1.0373
1707290,2.9479
1707320,2.5033
1707770,1.4149
1707830,2.4153
1707860,-2.6398
1708010,1.4755
1708040,-3.1237
1708100,-2.8968
1708130,-1.1167
1708280,-0.7817
1708310,-8.1424
1708340,-3.3001
1708370,-0.6471
1708400,-0.9648
1708460,0.3652
1708550,-4.0202
1708580,-0.6324
1708640,-6.1801
1709170,0.9215
1709180,-7.7992
1709270,-0.1924
1709300,-3.1449
1709420,-2.6052
1709510,-10.4916
1709540,1.3318
1709600,-3.7232
1709810,1.5046
1709930,-2.8177
1709960,-3.5518
1709990,-1.0729
1710200,-1.6579
1710380,0.7293
1710410,-2.7965
1710440,-5.2008
1710470,-2.2460
1710650,-1.7197
1710790,-7.3296
1710800,2.0035
1710820,2.3877
1711010,-0.8941
1711250,-0.9634
1711350,1.3763
1711370,0.8640
1711400,-7.8147
1711790,-4.5925
1711850,-2.6408
1711980,2.6450
1712000,-3.6696
1712090,-1.1828
1712120,-1.8583
1712210,2.3613
1712330,-1.7426
1712420,-1.1417
1712450,-1.7725
1712510,-3.1510
1712540,-1.6118
1712570,-0.3461
1712700,-1.3050
1712760,-1.7946
1713140,-0.0033
1713170,-4.2821
1713290,-0.3708
1713320,-3.5629
1713500,-1.0695
1713530,-1.8628
1713590,-2.2581
1713660,-4.9981
1713710,-1.4852
1713770,-1.0061
1713940,-3.7254
1713970,-2.8795
1714100,0.5854
1714220,-0.0628
1714460,-0.5691
1714490,-0.9707
1714550,-0.5313
1714580,-1.7212
1714710,-2.7562
1715030,-4.2630
1715100,0.9555
1715400,1.1202
1715420,1.1985
1715450,0.2937
1715480,0.0575
1715630,-1.5504
1715700,2.7656
1715900,-2.0603
1715930,2.4200
1716080,-2.1031
1716290,-0.1708
1716350,1.1991
1716380,2.7370
1716800,0.1712
1716830,-0.8305
1716860,1.8597
1716920,0.6226
1716950,-0.6368
1717040,-2.2869
1717160,2.5339
1717280,-3.8302
1717310,-0.3722
1717340,0.5480
1717520,1.0540
1717550,-3.2675
1717800,-2.7407
1718240,-0.6267
1718270,-3.4980
1718450,-2.9966
1718480,-3.8141
1718570,1.4755
1718600,-2.2176
1718810,-1.0966
1718840,1.2792
1718960,-3.2341
1719080,-0.1060
1719290,-0.8266
1719320,-2.0118
1719500,1.3805
1719530,1.4095
1719560,1.1641
1719620,-0.4862
1719680,-1.3029
1719830,1.5367
1720170,-10.3622
1720220,3.0866
1720280,-4.5894
1720430,2.6306
1720490,1.0377
1720580,-2.7080
1720610,-1.1106
1720760,-3.1154
1720880,-2.8440
1721000,-2.6985
1721030,2.9479
1721180,-2.2999
1721270,-0.2430
1721420,-1.6765
1721450,-3.4245
1721600,-1.3825
1721630,-0.7118
1721750,3.0866
1721780,2.7656
1721840,1.5100
1721870,-3.3320
1722020,-1.5767
1722050,-1.0323
1722110,-2.3648
1722130,-6.4560
1722300,-3.2226
1722500,3.0866
1722740,-1.0313
1722800,0.3453
1722830,-1.2733
1722920,2.0035
1722950,-2.5714
1722980,-8.4536
1723050,-0.0768
1723070,1.8995
1723100,-0.6878
1723200,-0.0517
1723350,-0.5841
1723460,-1.8338
1723850,-1.0719
1723880,-1.1176
1723920,-4.2566
1724000,-1.7992
1724120,-1.0889
1724330,0.8055
1724390,-3.7892
1724480,2.2528
1724600,-3.4347
1724720,-1.2328
1724780,-2.1350
1724900,-8.6798
1724940,-0.1145
1725000,-1.6932
1725020,-0.7782
1725050,-5.2461
1725110,-1.4792
1725290,-10.7344
1725320,-4.7276
1725620,-5.5131
1725650,1.0377
