id,f_avg
18165,0.1619
18167,0.5370
18169,0.5979
18171,0.8688
18173,1.4130
18175,0.4594
18177,0.2931
18179,0.9866
18181,0.6012
18183,0.7679
19001,0.0320
19003,-0.0280
19005,0.0870
19007,0.2021
19009,0.3878
19011,0.5476
19013,-0.1688
19015,0.3175
19017,0.8331
19019,0.2141
19021,-0.5603
19023,0.3546
19025,0.4906
19027,0.6945
19029,0.3717
19031,0.2764
19033,0.0758
19035,0.2366
19037,0.4654
19039,-0.1348
19041,0.2846
19043,0.1725
19045,0.2831
19047,-0.0768
19049,1.2044
19051,0.4000
19053,-0.3218
19055,0.6015
19057,0.0460
19059,0.9177
19061,0.4770
19063,-0.4172
19065,0.3083
19067,-0.1491
19069,0.2765
19071,0.0160
19073,0.4587
19075,0.6877
19077,0.5397
19079,0.6929
19081,0.4658
19083,0.2017
19085,0.3565
19087,0.4015
19089,-0.0140
19091,1.0323
19093,0.6981
19095,0.4483
19097,0.2713
19099,0.3074
19101,0.4859
19103,0.8040
19105,0.2366
19107,0.3584
19109,0.1701
19111,-0.0292
19113,0.5320
19115,-0.4291
19117,-0.1748
19119,0.7999
19121,0.6766
19123,-0.1605
19125,0.6752
19127,-0.5010
19129,0.6642
19131,0.7270
19133,-0.1502
19135,0.2428
19137,0.0245
19139,0.0193
19141,0.7963
19143,0.2266
19145,0.2790
19147,0.0794
19149,0.4672
19151,0.5441
19153,0.2820
19155,-0.2211
19157,0.8808
19159,0.5386
19161,0.3312
19163,0.3320
19165,0.9725
19167,0.7566
19169,1.3000
19171,-0.1194
19173,0.5982
19175,-0.2268
19177,0.2152
19179,-0.4650
19181,0.8347
19183,0.2408
19185,0.2907
19187,-0.4059
19189,0.3691
19191,1.0831
19193,-0.2119
19195,0.7350
19197,0.1709
20001,0.4409
20003,0.8957
20005,-0.1107
20007,0.4935
20009,0.2382
20011,-0.2921
20013,0.9968
20015,1.0470
20019,-0.0069
20021,-0.0538
20023,0.3534
20025,1.2081
20027,0.8953
20029,0.4942
20031,0.5985
20035,0.3015
20037,0.2241
20041,0.5698
20043,-0.1270
20045,0.9660
20047,0.2521
20049,1.0502
20051,1.2288
20053,0.7950
20055,-0.4169
20057,-0.6089
20059,0.2332
20061,0.2861
20063,0.5643
20065,0.2440
20067,-0.7996
20069,0.6526
20073,0.7002
20075,0.1386
20077,0.6505
20079,0.6668
20081,0.2291
20085,1.0764
20087,0.5999
20091,1.5345
20093,0.4652
20095,0.2549
20097,0.5389
20099,0.8446
20103,0.4669
20105,0.7747
20107,0.2702
20109,1.2324
20111,0.2262
20113,0.1265
20115,0.8429
20117,1.0120
20119,0.9307
20121,0.8262
20123,0.6296
20125,0.1178
20127,0.7339
20129,0.1378
20131,1.5181
20133,0.2803
20137,0.9820
20139,0.6496
20143,0.4373
20145,-0.1598
20147,1.2520
20149,0.9699
20151,0.3627
20155,0.3417
20157,0.7555
20159,0.6694
20161,1.1513
20163,0.1429
20165,0.7137
20167,0.2002
20169,0.2550
20171,0.5266
20173,-0.1265
20175,-0.6320
20177,0.0454
20179,0.5036
20181,0.3580
20183,0.8656
20185,0.2832
20187,0.2312
20189,-0.3484
20191,0.3550
20193,-0.0306
20197,0.5602
20201,0.5800
20203,0.2269
20205,0.3682
20207,0.7237
20209,-1.1991
21001,0.2304
21003,0.6007
21005,0.6737
21007,0.5243
21009,0.5550
21011,0.2231
21013,-0.0893
21015,0.9478
21017,0.3537
21019,0.2835
21021,0.7960
21023,-0.0529
21025,0.0738
21027,0.5769
21029,0.3453
21031,0.0439
21033,0.5954
21035,1.1675
21037,0.8809
21039,-0.1590
21041,-0.1851
21043,0.4163
21045,0.5706
21047,0.0388
21049,0.3620
21051,0.0416
21053,-0.0641
21055,0.3057
21057,-0.0864
21059,0.8335
21061,0.6590
21063,-0.6392
21065,-0.2768
21067,0.9780
21069,-0.0407
21071,0.6757
21073,0.1261
21075,-0.0759
21077,-0.3489
21079,0.2121
21081,0.1147
21083,0.9065
21085,0.3279
21087,0.3973
21089,0.4030
21091,0.6837
21093,0.2154
21095,0.0290
21097,0.2690
21099,0.5125
21101,0.8818
21103,-0.1126
21105,0.1079
21107,0.3718
21109,-0.2594
21111,-0.2406
21113,0.3766
21115,0.7608
21117,0.4570
21119,0.0781
21121,-0.3851
21123,0.6367
21125,0.6683
21127,-0.1039
21129,0.2072
21131,0.0171
21133,0.0167
21135,-0.2854
21137,0.1313
21139,-0.0304
21141,0.6563
21143,0.7641
21145,0.5731
21147,0.0456
21149,0.5285
21151,0.4572
21153,0.0785
21155,0.6557
21157,0.9325
21159,-0.2259
21161,0.4512
21163,0.9515
21165,-0.4182
21167,-0.0192
21169,0.2998
21171,0.5359
21173,0.5782
21175,0.4024
21177,0.7342
21179,0.0731
21181,-0.0832
21183,0.3481
21185,1.4014
21187,0.1864
21189,-0.5255
21191,0.3567
21193,0.1704
21195,0.4620
21197,0.0284
21199,0.8305
21203,0.4600
21205,0.2517
21207,0.6441
21209,0.7568
21211,0.3349
21213,0.4099
21215,0.4971
21217,0.2619
21219,0.2015
21221,0.4504
21223,-0.0303
21225,0.3276
21227,0.5627
21229,0.2940
21231,0.0995
21233,0.0747
21235,0.7706
21237,0.0605
21239,0.8618
22001,-0.5308
22003,0.0980
22005,0.3232
22007,-0.5273
22009,-1.1381
22011,-0.3488
22013,-0.6718
22015,-0.0806
22017,-0.9446
22019,-0.3123
22021,-0.7095
22023,-0.2651
22025,-0.5408
22027,-1.5173
22029,-1.0329
22031,-0.5751
22033,-0.6488
22035,-0.9493
22037,-1.3151
22039,-0.3210
22041,-1.0899
22043,-0.5222
22045,-0.4049
22047,-0.8347
22049,-0.8407
22051,-0.7124
22053,-0.1772
22055,-0.1832
22057,-0.4061
22059,-0.1849
22061,-0.2277
22063,0.3003
22065,-1.9985
22067,-1.4504
22069,-0.8781
22071,-0.9799
22073,-0.2495
22075,0.5777
22077,-1.2725
22079,-0.5018
22081,-1.4776
22083,-1.0293
22085,-0.4066
22087,0.0948
22089,0.4622
22091,-2.8748
22093,-0.4458
22095,-0.7644
22097,-0.9473
22099,-0.7029
22101,-0.2291
22103,0.4678
22105,-1.1267
22107,-1.5899
22109,-0.3605
22111,-1.1597
22113,-0.2711
22115,0.4379
22117,-1.0189
22119,-0.9501
22121,-0.6080
22123,-0.5142
22125,0.7242
22127,-0.5945
23001,0.1741
23003,0.3869
23005,1.1841
23007,0.4062
23009,0.8650
23011,0.4419
23013,0.5803
23015,0.7659
23017,0.0645
23019,0.7674
23021,0.0190
23023,0.8751
23025,0.1211
23027,0.1177
23029,0.1940
23031,0.7928
24001,0.5228
24003,1.2429
24005,0.5893
24009,1.5403
24011,0.8668
24013,1.5089
24015,0.1956
24017,0.5348
24019,-0.3664
24021,1.2381
24023,0.5946
24025,1.2114
24027,1.9517
24029,0.1104
24031,1.3175
24033,-0.5664
24035,1.2534
24037,1.1525
24039,-0.0563
24041,0.3982
24043,0.7427
24045,0.1719
24047,1.9167
24510,-1.3479
25001,1.6390
25003,1.0302
25005,1.1389
25007,2.1889
25009,1.2928
25011,1.0447
25013,0.3559
25015,1.3874
25017,2.0694
25019,0.8371
25021,2.3116
25023,1.5352
25025,0.2594
25027,1.3216
26001,-0.5232
26003,-0.2337
26005,0.3928
26007,-0.2549
26009,0.0832
26011,-0.2017
26013,-0.2186
26015,0.2722
26017,-0.2560
26019,0.1290
26021,-0.1968
26023,-0.4189
26025,-0.5768
26027,0.0021
26029,0.2543
26031,-0.1703
26033,0.0326
26035,-0.7627
26037,0.5267
26039,0.5588
26041,-0.2255
26043,0.2279
26045,-0.1583
26047,0.6535
26049,-0.3639
26051,-0.2060
26053,-0.0442
26055,0.3027
26057,-0.0616
26059,-0.6404
26061,0.5903
26063,0.2286
26065,-0.0890
26067,-0.1573
26069,-0.4001
26071,-0.3230
26073,-0.0477
26075,-0.3787
26077,-0.1499
26079,-0.7288
26081,0.1555
26085,-1.7085
26087,-0.0413
26089,0.6829
26091,-0.1363
26093,0.7866
26095,-0.5380
26097,0.1816
26099,-0.1451
26101,-0.2508
26103,0.0410
26105,0.1699
26107,-0.2575
26109,-0.2668
26111,0.7586
26113,-0.1072
26115,-0.0630
26117,-0.6152
26119,-0.5767
26121,-0.6300
26123,-0.1869
26125,0.8044
26127,-0.6831
26129,-0.2769
26131,-0.6908
26133,-0.7776
26135,-0.7796
26137,0.4183
26139,0.8304
26141,0.0935
26143,-0.2033
26145,-0.6449
26147,0.0959
26149,-0.2688
26151,0.1227
26153,-0.2154
26155,-0.3275
26157,-0.3773
26159,-0.0994
26161,0.9189
26163,-0.8850
26165,-0.0835
27001,0.4194
27003,1.0389
27005,1.0568
27007,0.2281
27009,1.1325
27011,0.8442
27013,1.2932
27015,0.7579
27017,1.0634
27019,1.5635
27021,-0.1772
27023,0.5445
27025,1.1992
27027,0.8285
27029,-0.1923
27031,0.5467
27033,0.5314
27035,1.2143
27037,1.2430
27039,0.9599
27041,1.4816
27043,0.4452
27045,0.9374
27047,0.4410
27049,1.0771
27051,0.9289
27053,0.7078
27055,0.7976
27057,0.5686
27059,0.9989
27061,0.4809
27063,0.8938
27065,0.7629
27067,0.2137
27069,1.2508
27071,0.3690
27073,0.5655
27075,0.6369
27077,-0.2284
27079,0.4746
27081,1.2492
27083,0.7300
27085,1.0416
27087,-0.9006
27089,0.7096
27091,0.3803
27093,0.9421
27095,0.5091
27097,0.5345
27099,0.2388
27101,1.0688
27103,1.3521
27105,-0.1547
27107,0.8690
27109,1.1554
27111,0.8571
27113,0.9336
27115,0.1563
27117,0.6309
27119,0.6713
27121,1.2553
27123,0.1288
27125,0.5488
27127,0.6186
27129,0.4305
27131,0.6885
27133,1.1212
27135,0.9329
27137,0.6216
27139,1.4767
27141,1.1045
27143,0.5491
27145,0.7538
27147,0.6133
27149,1.2896
27151,0.6954
27153,-0.1408
27155,1.2343
27157,1.0836
27159,0.7197
27161,1.0248
27163,1.5559
27165,-0.1157
27167,0.2576
27169,0.5601
27171,1.3976
27173,-0.1562
28001,-1.7562
28003,0.0334
28005,-2.0060
28007,0.0581
28009,-1.1568
28011,-1.2447
28013,-0.4696
28015,-0.9271
28017,-0.9072
28019,-0.2502
28021,-1.2056
28023,-0.4941
28025,-1.0014
28027,-1.8172
28029,-1.5524
28031,-1.5190
28033,0.3035
28035,-0.3900
28037,-0.9266
28039,-0.2237
28041,-0.8111
28043,-0.0208
28045,0.0153
28047,0.3653
28049,-0.8919
28051,-2.0927
28053,-1.8978
28057,-0.1187
28059,-0.1836
28061,-0.8298
28063,-1.8859
28065,-1.2406
28067,-0.6431
28069,-1.7556
28071,0.1815
28073,0.3440
28075,-0.7547
28077,-0.5676
28079,-1.5938
28081,-0.2229
28083,-1.4198
28085,-0.5808
28087,-0.5663
28089,0.3177
28091,-0.9304
28093,-1.2445
28095,-0.3311
28097,-0.3072
28099,-0.4792
28101,-0.1693
28103,-1.5286
28105,-0.9952
28107,-0.9684
28109,-0.3752
28111,-0.6521
28113,-1.0603
28115,0.2514
28117,0.0322
28119,-1.2963
28121,0.2082
28123,-0.9452
28125,-0.3810
28127,-0.9668
28129,-0.4489
28131,-0.1560
28133,-1.9347
28135,-1.5793
28137,-0.5567
28139,-0.4594
28141,0.3819
28143,-1.4888
28145,0.3113
28147,-1.7342
28149,-1.2253
28151,-1.4468
28153,-0.9183
28155,0.0364
28157,-1.6203
28159,-0.6291
28161,-0.7786
28163,-1.8302
29001,0.7113
29003,0.4671
29005,1.0335
29007,0.0603
29009,0.1383
29011,-0.1014
29013,0.2883
29015,0.2602
29017,0.3285
29019,0.3123
29021,0.2179
29023,0.1319
29025,0.5311
29027,0.2851
29029,0.3406
29031,0.4520
29033,0.8320
29035,-0.0334
29037,0.5625
29039,-0.0345
29041,0.1895
29043,1.0790
29045,0.1615
29047,0.8776
29049,0.5385
29051,0.4102
29053,0.0520
29055,0.1741
29057,0.1249
29059,0.1678
29061,0.4122
29063,0.5557
29065,0.2991
29067,0.5981
29069,0.2113
29071,0.6079
29073,0.2854
29075,0.7174
29077,0.3945
29079,0.4009
29081,0.0928
29083,-0.1583
29085,0.8127
29087,0.7138
29089,-0.1417
29091,0.5002
29093,0.5147
29095,-0.0500
29097,0.3295
29099,0.8867
29101,0.6312
29103,0.0388
29105,0.1500
29107,0.3170
29109,0.1065
29111,0.6996
29113,-0.1542
29115,0.5364
29117,0.3923
29119,0.0859
29121,0.2114
29123,0.4630
29125,0.1573
29127,0.0439
29129,-0.3746
29131,0.4334
29133,-0.2821
29135,0.3397
29137,0.3179
29139,-0.1496
29141,0.2048
29143,-0.1530
29145,0.2672
29147,0.5645
29149,0.2635
29151,0.5416
29153,0.4188
29155,-0.4103
29157,-0.0463
29159,0.2100
29161,0.6555
29163,0.1798
29165,1.2764
29167,0.2653
29169,0.2547
29171,0.5263
29173,0.2894
29175,-0.0034
29177,0.4189
29179,0.2876
29181,-0.0682
29183,1.0764
29185,0.0831
29186,0.8827
29187,0.7243
29189,0.6020
29195,-0.4343
29197,0.2047
29199,0.7632
29201,-0.3291
29203,0.4990
29205,0.2003
29207,0.2842
29209,0.2243
29211,-0.4778
29213,0.7032
29215,0.0884
29217,0.2759
29219,0.0236
29221,0.4954
29223,-0.1401
29225,0.4445
29229,0.2175
29510,-1.6503
30001,1.0340
30003,-1.6361
30005,-0.4164
30007,0.7109
30009,0.6533
30013,0.8977
30015,0.5958
30017,0.0580
30021,0.1395
30023,-0.1613
30025,0.4649
30027,0.9965
30029,1.0323
30031,1.4236
30035,-1.3478
30041,-0.3917
30043,1.1884
30047,-0.1404
30049,0.7644
30053,0.3094
30057,1.0945
30061,0.2872
30063,1.1419
30065,0.1304
30067,0.9695
30071,0.6674
30073,-0.1577
30077,0.6692
30081,0.7766
30083,0.8692
30085,-1.6593
30087,-0.8767
30089,0.5246
30091,0.0076
30093,0.8267
30095,0.9010
30097,1.4547
30099,0.6753
30101,0.4140
30105,0.1303
30111,0.4860
31001,0.3146
31003,0.5054
31011,0.3716
31013,-0.6136
31017,0.5420
31019,0.3582
31021,0.0120
31023,0.5257
31025,0.2355
31027,0.5442
31029,0.1546
31031,0.9177
31033,1.0498
31035,0.1344
31037,-0.2233
31039,0.0365
31041,0.9135
31043,-0.8058
31045,0.6279
31047,-0.5190
31049,0.2351
31051,0.0416
31053,0.0080
31055,0.1075
31059,0.6873
31063,0.5796
31065,0.5627
31067,0.5325
31077,0.1173
31079,-0.0174
31081,0.8112
31089,0.2246
31093,0.4604
31095,0.0026
31097,0.5042
31099,0.2746
31101,0.3083
31105,-0.8011
31107,0.2565
31109,1.0363
31111,0.1272
31119,0.1955
31121,-0.3210
31123,0.4121
31125,0.2913
31127,0.8137
31129,0.1332
31131,0.3225
31133,0.5905
31137,0.9748
31139,0.9646
31141,0.4480
31143,0.2564
31145,0.9657
31147,0.3112
31151,-0.1198
31153,0.7525
31155,0.8549
31157,-0.0024
31159,0.9062
31161,0.0744
31167,0.0357
31169,0.8582
31173,-2.6953
31175,0.9713
31177,0.9055
31179,0.3452
31181,-0.3376
31185,0.8341
32001,-0.1741
32003,-0.2931
