id,pn_grd
16071,0.0715
16073,0.0516
16075,0.0376
16077,-0.0168
16079,0.0216
16083,0.0960
16085,0.0157
16087,0.0333
17001,0.0655
17005,0.1176
17007,-0.0427
17011,0.0199
17015,0.0096
17017,0.0366
17019,0.0621
17021,0.0695
17023,0.0077
17025,0.0377
17027,0.0545
17029,0.0957
17031,-0.0500
17033,-0.0177
17035,0.1295
17037,0.0234
17039,0.0732
17041,0.0005
17043,-0.0269
17045,0.0451
17047,0.0325
17049,0.0602
17051,-0.0178
17053,0.0964
17055,0.0089
17057,0.0417
17061,0.0173
17063,0.0212
17065,0.0459
17067,0.0340
17071,0.0813
17073,0.0259
17075,0.0329
17077,-0.0134
17079,0.0256
17081,0.0260
17083,0.0661
17085,0.0767
17087,0.0763
17089,-0.0471
17091,0.1090
17093,-0.0299
17095,0.0614
17097,0.0102
17099,0.0219
17101,0.0820
17103,0.0816
17105,0.0931
17107,0.0834
17109,0.0399
17111,-0.0287
17113,0.0931
17115,0.0548
17117,-0.0142
17119,0.0747
17121,0.0610
17123,-0.0355
17125,0.0283
17127,0.0159
17129,0.0468
17131,-0.0044
17133,0.0132
17135,0.0506
17137,0.0208
17139,0.0561
17141,0.0370
17143,0.0385
17145,-0.0081
17147,0.1174
17149,-0.0035
17157,0.0110
17159,0.0352
17161,-0.0528
17163,0.1893
17165,0.0260
17167,-0.0607
17169,-0.0377
17171,0.0846
17173,0.0913
17175,0.0965
17177,0.0984
17179,0.0456
17181,0.0909
17183,0.0180
17185,0.0506
17187,0.0547
17189,0.0305
17191,0.0152
17193,-0.0117
17195,0.1273
17197,0.0177
17199,-0.0114
17201,-0.0117
17203,0.0588
18001,0.0428
18003,0.0236
18005,0.1142
18007,0.1083
18009,0.0224
18011,0.0762
18013,0.0023
18015,-0.0155
18017,0.0744
18019,0.0866
18021,0.0863
18023,-0.0113
18025,-0.0452
18027,0.1614
18029,0.0313
18031,0.0707
18033,0.0266
18035,0.1525
18037,0.1005
18039,0.0316
18041,0.0475
18043,0.0657
18045,0.0779
18047,0.0694
18049,0.0745
18051,0.0368
18053,0.0931
18055,0.0859
18057,0.0781
18059,0.0503
18061,0.0311
18063,0.0412
18065,0.0868
18067,0.1718
18069,0.0680
18071,0.0893
18073,0.0183
18075,0.0544
18077,0.1626
18079,0.0312
18081,0.0606
18083,0.0248
18085,0.0361
18087,0.0759
18089,0.1249
18091,0.0428
18093,0.0753
18095,0.0453
18097,0.0356
18099,0.1085
18101,0.0914
18103,0.0171
18105,0.0847
18107,0.0304
18109,0.0362
18111,0.0756
18113,0.0347
18115,0.0358
18117,0.0398
18119,0.1034
18121,0.0425
18123,0.0453
18125,0.1045
18127,0.0596
18129,0.1094
18131,0.0556
18133,0.0713
18135,0.1065
18137,0.0178
18139,0.0700
18141,0.1187
18143,0.0100
18145,0.0772
18147,0.0410
18149,0.1102
18151,0.0468
18153,0.0306
18155,-0.0025
18157,0.0838
18159,0.0790
18161,0.0888
18163,0.1106
18165,0.0507
18167,0.0820
18169,0.0580
18171,0.0788
18173,0.0796
18175,0.0704
18177,0.0468
18179,0.0717
18181,0.0418
18183,0.0679
19005,0.0385
19007,0.0473
19011,0.0883
19013,0.0361
19015,0.1032
19017,0.0436
19019,0.0934
19021,0.0451
19023,0.0526
19025,0.1592
19027,0.1320
19029,0.1371
19031,0.0823
19033,0.1177
19035,0.1004
19037,0.0477
19039,0.1265
19041,0.0638
19043,-0.0184
19045,0.0640
19047,0.0173
19049,0.0530
19051,0.1005
19053,0.0819
19055,-0.0033
19057,0.1360
19059,0.0840
19061,0.1188
19063,0.0832
19065,0.0385
19067,0.0591
19069,-0.0087
19071,0.0103
19073,0.1277
19075,0.0834
19077,0.0456
19079,0.0727
19081,0.0772
19083,0.0683
19085,0.0366
19087,0.0841
19089,0.0359
19091,0.1522
19095,0.0807
19097,0.1753
19099,0.0897
19101,-0.0264
19103,0.1718
19105,0.0660
19107,0.0654
19109,0.0555
19111,0.0860
19113,0.1151
19115,0.0456
19117,0.0343
19119,0.0777
19121,0.0143
19123,0.0947
19125,0.1215
19127,0.1022
19129,0.0685
19131,0.0837
19133,0.0352
19135,0.1147
19137,0.0575
19139,0.1379
19141,0.0685
19145,0.0477
19147,0.0172
19149,0.0753
19153,0.1535
19155,0.0407
19157,0.0847
19161,0.0969
19163,0.1252
19165,0.1378
19167,0.1394
19169,0.1282
19171,0.0142
19173,0.0505
19175,0.0020
19177,-0.0286
19179,0.1023
19181,0.1028
19183,0.0491
19185,0.0686
19187,0.0473
19189,0.0964
19191,0.0287
19193,0.0544
19195,0.0544
19197,0.0587
20001,0.0720
20003,0.1356
20005,0.0657
20009,0.0297
20011,0.0293
20013,0.1031
20015,0.1886
20021,-0.0359
20027,0.0651
20029,0.0173
20031,0.0935
20035,0.0979
20037,0.0050
20041,0.1099
20043,0.1463
20045,0.1649
20051,0.1489
20053,0.0133
20055,0.0517
20057,-0.0056
20059,0.0701
20061,0.0649
20067,0.0256
20069,0.0456
20073,0.0747
20077,0.0756
20079,0.1247
20085,0.1109
20087,0.0833
20091,0.1097
20095,0.0689
20099,0.1016
20103,0.0809
20107,0.0150
20111,0.0750
20113,0.0741
20115,0.0655
20117,0.0082
20121,0.0788
20123,0.1541
20125,0.0248
20127,0.0421
20131,0.0182
20133,0.1206
20139,0.0842
20143,-0.0239
20145,0.0519
20149,0.0922
20151,0.0567
20155,0.0313
20157,0.0291
20159,0.1450
20161,0.1481
20163,0.0596
20167,0.0168
20169,0.0687
20171,0.0016
20173,0.1352
20175,-0.0192
20177,0.0729
20181,0.0604
20185,0.0313
20189,0.0772
20191,0.0586
20193,0.0569
20197,-0.0627
20201,0.0594
20205,0.0096
20209,-0.0481
21001,-0.0336
21003,-0.0123
21005,0.0760
21007,-0.0254
21009,0.0255
21011,0.1051
21013,0.1093
21015,0.1371
21017,0.0929
21019,0.1298
21021,0.1508
21023,0.0261
21025,0.0973
21027,0.0404
21029,0.0721
21031,0.0906
21033,0.0575
21035,0.1729
21037,0.1103
21041,0.0868
21043,0.0564
21045,0.0906
21047,0.0933
21049,0.0730
21051,0.1446
21053,0.0767
21055,0.0510
21059,0.0990
21061,0.0359
21065,0.0975
21067,0.1624
21069,0.0020
21071,-0.0385
21073,0.0790
21077,0.0279
21079,0.0927
21081,0.0451
21083,0.0484
21085,0.0529
21087,0.0275
21089,0.1040
21091,0.0353
21093,0.0532
21095,0.0860
21097,0.0422
21099,0.0211
21101,0.1350
21103,0.0607
21107,0.0493
21109,0.1410
21111,0.1787
21113,0.1361
21115,0.0817
21117,0.1933
21119,-0.0002
21121,0.0280
21123,0.1480
21125,0.1241
21127,-0.0295
21131,0.0105
21133,0.0289
21135,0.0613
21137,0.0484
21139,0.0585
21141,0.0431
21143,0.0463
21145,0.1646
21147,0.0729
21149,0.1270
21151,0.0495
21153,0.0165
21155,0.1227
21157,0.0936
21159,0.0236
21161,0.0803
21163,0.0758
21167,0.0450
21169,0.0107
21171,0.1279
21173,0.0674
21175,0.1245
21177,0.0760
21179,0.1186
21181,0.0432
21183,0.0427
21185,0.0766
21187,0.0670
21191,0.0926
21193,0.1445
21195,0.0774
21197,0.0830
21199,0.0827
21203,0.0794
21205,0.0874
21207,0.0934
21209,0.1465
21211,0.0653
21213,-0.0060
21215,0.1003
21217,0.0353
21219,-0.0285
21221,0.1070
21223,0.0105
21225,-0.0035
21227,0.0756
21229,0.1035
21231,0.0421
21233,0.0765
21235,0.1688
21239,0.1214
22001,0.1000
22003,0.0830
22005,0.0444
22007,0.0331
22009,0.1491
22011,0.0935
22013,-0.0602
22015,0.0206
22017,0.0574
22019,0.0348
22021,0.0542
22023,0.0585
22025,0.0573
22027,0.0218
22029,0.0236
22031,0.0910
22033,0.0246
22037,-0.0462
22039,0.0045
22041,-0.0237
22043,0.0944
22045,0.0403
22047,0.1456
22049,0.0344
22051,0.0248
22053,0.0433
22055,0.0060
22057,0.0795
22059,0.0318
22061,0.0668
22063,0.0326
22067,0.0990
22069,0.0115
22071,0.0792
22073,0.1430
22075,0.0217
22077,0.0369
22079,0.0395
22083,0.0114
22085,0.0217
22087,0.0229
22089,0.0295
22093,0.1368
22095,0.0052
22097,-0.0189
22099,0.0238
22101,0.1142
22103,0.0322
22105,0.0617
22109,0.0342
22111,0.0209
22113,0.0073
22115,0.0752
22117,0.0611
22119,0.0845
22121,0.0311
22123,0.0329
22125,0.0059
22127,0.0421
23001,0.0762
23003,0.0935
23005,0.1182
23007,0.0254
23009,0.0592
23011,0.0964
23013,0.1099
23015,0.0576
23017,0.1150
23019,0.1186
23021,0.1290
23023,0.0228
23025,0.0622
23027,0.1303
23029,0.0214
23031,0.1118
24001,0.0112
24003,0.0931
24005,0.0866
24009,-0.0189
24011,0.0299
24013,0.0731
24015,0.1154
24017,0.0490
24019,0.0761
24021,0.1472
24023,0.1323
24025,0.1044
24027,0.1012
24029,0.1234
24031,0.1566
24033,0.0673
24035,0.0465
24037,0.0770
24039,0.0452
24041,0.0263
24043,0.0722
24045,0.1116
24047,0.0466
24510,0.0305
25001,0.0825
25003,0.0875
25005,0.1018
25007,0.0395
25009,0.0817
25011,0.0586
25013,0.1265
25015,0.0368
25017,0.0668
25021,0.0572
25023,0.0293
25025,-0.0221
25027,0.0797
26003,-0.0017
26005,0.0672
26007,0.0568
26009,0.0840
26011,0.0996
26013,0.0408
26015,0.1018
26017,0.0665
26019,0.0632
26021,0.0802
26023,0.0764
26025,0.0881
26027,0.0710
26029,0.0825
26031,0.0191
26033,0.0488
26035,-0.0183
26037,0.0865
26039,0.0692
26041,0.0770
26043,-0.0127
26045,0.0779
26047,0.0153
26049,0.0544
26051,0.0885
26053,0.0130
26055,0.0868
26057,0.1283
26059,-0.0016
26061,0.0676
26063,0.0642
26065,0.1651
26067,-0.0119
26069,0.0048
26071,-0.0830
26073,0.0994
26075,0.0446
26077,0.0695
26079,0.0205
26081,0.0913
26087,0.0022
26089,0.0527
26091,0.0724
26093,0.0733
26095,0.0495
26097,0.0274
26099,0.0946
26101,0.0770
26103,0.0879
26105,0.0868
26107,0.0763
26109,0.0444
26111,0.1330
26113,0.0389
26115,0.0385
26117,0.0477
26121,0.0578
26123,0.0177
26125,0.1014
26127,-0.0040
26129,0.0780
26133,0.0544
26137,0.0391
26139,0.0674
26141,0.0148
26143,0.0979
26145,0.1087
26147,0.0210
26149,-0.0017
26151,0.0440
26153,0.0746
26155,0.0835
26157,0.0718
26159,0.0439
26161,0.0894
26163,0.0703
26165,0.1149
27001,0.0878
27003,0.0416
27005,0.0816
27007,0.2943
27009,0.0629
27011,0.0391
27013,0.1119
27015,0.0635
27017,0.1220
27019,0.0544
27021,0.0857
27023,0.0400
27025,0.1446
27027,0.1424
27029,0.0469
27033,0.0784
27035,0.1062
27037,0.0968
27039,0.1696
27041,0.0437
27043,0.0810
27045,0.0574
27047,0.1365
27049,0.1152
27051,0.0601
27053,0.0809
27055,0.0691
27057,0.1402
27059,0.0720
27061,0.1133
27063,0.0658
27065,0.0675
27067,0.1139
27071,0.1354
27073,0.0387
27075,0.0493
27079,0.0001
27083,0.1386
27085,0.0808
27087,0.1666
27089,0.0808
27091,0.1053
27093,0.0276
27095,0.0702
27097,0.0072
27099,0.1439
27101,0.0290
27103,0.0533
27105,0.0398
27107,0.0618
27109,0.1036
27111,0.0459
27113,0.1576
27115,0.1038
27117,0.0954
27119,0.1335
27121,0.1607
27123,0.0334
27127,0.0637
27129,0.0227
27131,0.1066
27133,0.0165
27135,0.0366
27137,0.0945
27139,0.0589
27141,0.0579
27143,0.0810
27145,0.2024
27147,0.0684
27149,0.0782
27151,0.0674
27153,0.0789
27157,0.0439
27159,0.1016
27161,0.0910
27163,0.0460
27165,0.0262
27167,0.0593
27169,0.1324
27171,0.1036
27173,0.1327
28001,-0.0707
28003,0.0114
28007,0.0228
28011,-0.0652
28013,0.0600
28017,0.0391
28019,0.0586
28023,0.1058
28025,-0.0173
28029,0.0315
28031,0.0640
28033,0.0313
28035,0.0830
28037,0.0528
28039,0.0628
28041,0.0054
28043,0.0400
28045,0.0370
28047,0.0481
28049,0.1833
28057,0.1223
28059,0.0574
28061,0.0722
28067,0.0497
28071,0.0563
28073,0.0747
28075,0.0352
28077,0.0346
28079,-0.0901
28081,0.1028
28085,0.0278
28087,0.1370
28089,0.1343
28091,0.0133
28093,0.0014
28095,0.0559
28097,0.0152
28099,-0.0037
28101,0.1685
28105,0.0496
28107,-0.0292
28109,-0.0377
28111,0.0196
28113,0.0116
28115,0.0548
28117,0.0452
28121,0.0398
28123,-0.0184
28127,0.0107
28129,-0.0413
28131,0.0633
28133,0.0278
28137,-0.0234
28139,0.0337
28141,0.0015
28145,-0.0142
28147,0.0390
28149,-0.0117
28151,-0.0684
28153,0.0959
28155,0.0174
28159,0.0950
28161,-0.0238
28163,-0.1395
29001,0.1149
29003,0.0682
29007,0.0105
29009,0.0348
29011,0.1320
29013,0.0102
29015,0.0481
29017,0.0540
29019,0.1116
29021,0.0655
29023,0.0109
29025,0.0442
29027,0.0298
29029,0.0661
29031,0.0998
29033,0.0666
29035,0.0329
29037,0.0601
29039,-0.0294
29041,0.1155
29043,0.0354
29045,0.0180
29047,0.0772
29049,0.0019
29051,0.1604
29053,0.0519
29055,0.0084
29057,0.0139
29059,0.0386
29061,0.0148
29063,0.0909
29065,0.0127
29067,-0.0101
29069,-0.0131
29071,0.0502
29073,-0.0101
29075,0.0381
29077,0.0639
29079,0.0289
29081,0.1055
29083,-0.0387
29085,0.0602
29089,0.0244
29091,0.0275
29093,0.0347
29095,0.0540
29097,0.0577
29099,0.0549
29101,0.0667
29105,0.0570
29107,0.0170
29109,0.0698
29111,0.0724
29113,0.0391
29115,-0.0001
29117,0.0446
29119,0.0291
29121,-0.0039
29123,0.0225
29125,0.0557
29127,0.1040
29131,0.0485
29133,0.0017
29135,0.0294
29137,0.0101
29139,0.0810
29141,0.0608
29143,-0.0001
29145,0.0136
29147,0.0794
29149,0.0557
29151,0.0048
29153,0.0462
29155,-0.0415
29157,0.0140
29159,0.0364
29161,0.0628
29163,0.0433
29165,0.1010
29167,0.0799
29169,0.0373
29175,0.0275
29177,0.0224
29179,0.0928
29181,-0.0278
29183,0.0798
29185,0.0182
29186,0.0256
29187,0.0653
29189,0.1336
29195,0.0548
29201,0.0361
29203,0.1227
29205,0.1020
29207,0.0068
29209,0.0856
29211,0.1029
29213,0.0550
29215,0.0271
29217,-0.0972
29219,0.0461
29221,-0.0238
29223,0.0528
29225,0.0375
29229,0.0571
29510,0.1611
30001,0.1165
30009,0.0253
30013,0.0669
30017,0.0227
30021,-0.0108
30023,0.0425
30027,0.1146
30029,0.0130
30031,0.0212
30035,0.0814
30041,0.1984
30043,0.0857
30047,0.0798
30049,0.1253
30053,0.0200
30063,0.0163
30067,0.0010
30081,0.0699
30083,-0.0011
30085,0.0351
30087,0.1996
30089,0.0865
30093,0.0849
30095,-0.0247
30099,-0.0800
30105,0.1041
30111,0.0663
31001,0.0437
31003,0.0556
31013,-0.0240
31019,0.0417
31021,0.0602
31025,0.0731
31027,0.0615
31033,0.0229
31035,0.0865
31037,0.0383
31039,0.0771
31041,0.0373
31043,-0.0601
31047,-0.0076
31053,0.0514
31055,0.1169
31065,-0.0165
31067,0.1292
31079,0.0250
31081,0.0468
31089,0.0433
31093,0.0834
31095,0.1054
31099,0.0328
31107,0.0232
31109,0.0843
31111,0.0953
31119,0.0452
31131,0.1318
31137,0.1273
31141,0.0140
31143,0.0975
31145,-0.0319
31151,-0.0513
31153,0.0508
31155,0.1080
31157,0.0996
31159,0.0092
31177,-0.0741
31179,0.0990
31185,0.0926
32001,0.0611
32003,0.0807
32005,0.0066
32007,-0.0178
32013,0.0465
32019,-0.0514
32023,-0.0033
32031,0.0025
32033,-0.0330
32510,0.0051
33001,0.1160
33003,0.1783
33005,0.1271
33007,0.1046
33009,0.2575
33011,0.1454
33013,0.1138
33015,0.1631
33017,0.1677
33019,0.2461
34001,0.1133
34003,0.1387
34005,0.0869
34007,0.0311
34009,0.1126
34011,-0.0066
34013,0.1364
34015,0.0580
34017,-0.0389
34019,0.0796
34021,0.1567
34023,0.1315
34025,0.0903
34027,0.1170
34029,0.0789
34031,0.0663
34033,0.0681
34035,0.0975
34037,0.0538
34039,0.1019
34041,0.1010
35001,0.0706
35005,0.1905
35006,0.0468
35007,0.1223
35009,-0.0094
35013,-0.0066
35015,0.0674
35017,-0.0108
35025,-0.0171
35027,0.0221
35031,-0.0883
35035,0.0533
35039,0.0992
35041,0.0441
35043,0.0636
35045,0.0191
35047,0.0817
35049,-0.0327
35053,0.1491
35055,0.0480
35057,0.0472
35061,-0.0919
36001,0.2981
36003,0.0779
36007,0.2007
36009,0.1118
36011,0.0763
36013,0.1214
36015,0.1946
36017,0.0605
36019,0.0602
36021,0.0577
36023,0.1063
36025,0.0142
36027,0.1067
36029,0.1411
36031,0.0576
36033,0.1081
36035,0.0624
36037,0.1114
36039,-0.0146
36043,0.0253
36045,0.0953
36049,-0.0247
36051,0.1250
36053,0.0854
36055,0.2795
36057,0.0333
36059,0.1658
36061,0.1060
36063,0.1091
36065,0.1600
36067,0.2575
36069,0.1476
36071,0.0619
36073,0.1192
36075,0.0912
36077,0.0616
36079,0.0545
36083,0.1043
36087,0.1892
36089,0.0702
36091,0.1157
36093,0.2492
36095,0.0037
36097,0.0524
36099,0.0969
36101,0.0590
36103,0.0993
36105,0.0314
36107,0.0599
36109,0.2266
36111,0.1147
36113,0.1297
36115,0.0741
36117,0.0723
36119,0.3480
36121,0.0942
36123,0.1067
37001,0.0572
37003,0.0558
37005,0.0256
37007,0.1431
37009,0.0852
37011,0.0924
37013,0.0748
37015,-0.0317
37017,0.0116
37019,0.0769
37021,0.0832
37023,0.0844
37025,0.0991
37027,0.0929
37029,0.0394
37031,0.1111
37033,0.0093
37035,0.0715
37037,0.1441
37039,-0.0050
37041,0.0018
37043,0.0125
37045,0.1054
37047,-0.0226
37049,0.0193
37051,0.0652
37053,0.0325
37055,0.1284
37057,0.0512
37059,0.0556
37061,0.0120
37063,0.0906
37065,-0.0735
37067,0.0691
37069,-0.0419
37071,0.0179
37073,0.0134
37075,0.0494
37077,0.0072
37079,0.0637
37081,0.0542
37083,-0.0407
37085,0.0650
37087,0.1019
37089,0.0732
37091,0.0068
37093,-0.0230
37097,0.1483
37099,-0.0134
37101,0.0663
37105,0.0574
37107,-0.0850
37109,0.0642
37111,0.0200
37113,0.0330
37115,0.0641
37117,-0.0503
37119,0.0730
37121,0.0336
37123,0.0437
37125,0.1305
37127,0.0467
37129,0.0252
37131,-0.0407
37133,0.0251
37135,0.1233
37137,-0.0126
37139,0.0580
37141,0.1301
37143,0.0007
37145,0.0902
37147,0.0749
37149,0.0010
37151,0.0293
37153,-0.0025
37155,-0.0579
37157,0.0212
37159,0.0442
37161,0.1127
37163,0.0380
37165,0.0886
37167,0.0332
37169,0.0577
37171,0.1027
37173,0.1765
37175,0.0157
37179,0.1672
37181,-0.0646
37183,0.1035
37185,-0.0953
37187,-0.1018
37189,0.1501
37191,0.0008
37193,0.0269
37195,0.0397
37197,0.0427
37199,0.0507
38003,0.0233
38015,0.1425
38017,0.2279
38035,0.1244
38049,0.0080
38055,0.0261
38059,0.1190
38061,0.0016
38067,0.0926
38071,0.1300
38077,0.1123
38089,0.0142
38093,0.0974
38097,0.1005
38099,0.1406
38101,0.0940
38105,0.1215
39001,0.0542
39003,0.1495
39005,0.0509
39007,0.0394
39009,0.1313
39011,0.0753
39013,-0.0023
39015,0.0221
39017,0.1489
39019,-0.0080
39021,0.0896
39023,0.0369
39025,0.0758
39027,0.0720
39029,0.0648
39031,0.0306
39033,0.0849
39035,0.1595
39037,0.1446
39039,0.0409
39041,0.1246
39043,0.0939
39045,0.0388
39047,0.0335
39049,0.1344
39051,0.0555
39053,0.0143
39055,0.0501
39057,0.1554
39059,0.0546
39061,0.1582
39063,0.0781
39065,0.1108
39067,-0.0302
39069,0.0573
39071,0.0659
39073,0.1300
39075,0.0921
39077,0.0074
39079,0.1247
39081,0.0575
39083,0.0989
39085,0.0702
39087,0.0574
39089,0.0750
39091,0.1025
39093,0.0822
39095,0.1083
39097,0.0439
39099,0.1476
39101,0.0973
39103,0.0622
39105,-0.0642
39107,0.1376
39109,0.1862
39111,0.0242
39113,0.1781
39115,-0.0115
39117,0.0372
39119,0.0804
39121,0.0070
39123,-0.0157
39125,0.1035
39127,0.0856
39129,0.0891
39131,-0.0901
39133,0.0715
39135,0.0398
39137,0.1113
39139,0.1112
39141,0.0626
