id,wb_coh
1305430,0.0064
1305490,0.0245
1305550,0.0028
1305640,0.0724
1305730,0.0647
1305760,0.0642
1305790,0.0295
1305850,0.0100
1500030,0.0151
1600360,0.0052
1602100,0.0496
1700010,-0.0284
1703480,-0.0260
1703600,0.0137
1704680,0.0271
1704710,-0.0089
1704920,-0.0439
1705580,-0.0464
1705610,-0.0062
1706060,0.0180
1706480,0.0172
1706510,-0.0225
1706750,0.0085
1707170,0.0079
1708040,0.0068
1708340,-0.0601
1708550,0.0498
1709270,0.0455
1709420,0.1120
1709930,0.0708
1710200,0.0009
1710470,0.0739
1710650,0.0613
1711250,-0.0493
1711790,0.0120
1711850,-0.0033
1712000,-0.1095
1712120,-0.0120
1712540,-0.0498
1713170,-0.0777
1713530,0.0171
1713710,0.0048
1713770,-0.0104
1714220,0.0048
1714460,-0.0541
1714550,0.1060
1715420,-0.0187
1715900,-0.0503
1716080,-0.0062
1717040,-0.0259
1717280,-0.0561
1717310,0.0893
1717800,0.0090
1718240,-0.0054
1719530,-0.0346
1720280,-0.0517
1720580,0.0300
1720760,-0.0544
1720880,0.0184
1721450,-0.0015
1721600,-0.1308
1722020,-0.0121
1723460,-0.0621
1724600,-0.0018
1724780,-0.0259
1724940,0.0321
1725920,-0.0438
1726310,-0.0058
1726400,-0.0363
1727340,-0.0287
1727610,0.0112
1727710,0.0826
1728620,-0.0128
1728890,-0.0107
1729190,-0.0362
1729250,-0.0108
1729760,-0.0080
1730220,-0.0154
1730270,-0.0220
1730420,-0.0104
1731230,0.0175
1731740,-0.0150
1732190,-0.0604
1733000,-0.0128
1733210,-0.0425
1734410,-0.0444
1734510,0.0334
1734740,-0.0092
1734990,0.0048
1736450,-0.1239
1736480,-0.0220
1737080,-0.0289
1737680,0.0300
1738220,-0.0690
1739510,0.0262
1739960,-0.0043
1740070,-0.0158
1740350,-0.0639
1741250,-0.0224
1741690,-0.0258
1741790,-0.0448
1742180,0.0338
1742300,-0.0127
1743110,0.0704
1743860,0.0985
1743960,0.0331
1800030,-0.0693
1800150,-0.0291
1800270,-0.0862
1800630,0.0103
1801020,-0.0200
1801200,0.0308
1802400,0.0170
1802640,-0.0313
1802850,0.0902
1803270,-0.0510
1803450,0.0110
1803630,-0.0055
1803750,0.0468
1803940,0.0338
1804170,0.0569
1804320,-0.0159
1804770,0.0445
1805370,0.0432
1805400,-0.0567
1805450,-0.0005
1805460,-0.0453
1805670,-0.0181
1806390,-0.0677
1806570,-0.0618
1807260,0.0631
1807320,-0.0153
1807410,0.0196
1807650,0.0648
1808760,-0.0209
1808820,-0.1147
1808910,0.0250
1809150,0.0154
1809510,-0.0397
1809690,-0.0311
1810290,0.0238
1810650,0.0135
1811340,0.0372
1812090,-0.0129
1812360,-0.0248
1812720,0.1038
1812810,-0.0490
1903540,0.0763
1904860,0.0039
1905790,0.0150
1906540,0.0741
1907710,0.0273
1907860,0.0345
1908220,-0.0287
1908580,0.0602
1908970,0.0179
1909480,0.0584
1911820,0.0576
1914700,0.1023
1917220,0.0151
1918780,0.0535
1926400,0.0245
1928680,-0.0562
1930480,-0.0104
1930510,0.0752
1930930,0.0237
2005460,-0.0111
2007890,0.0012
2007950,0.0166
2008400,0.0563
2008430,0.0290
2009180,0.1192
2010140,0.0112
2010680,0.0544
2011370,0.0286
2011640,0.0757
2012000,0.0785
2012260,0.0346
2012360,-0.0417
2012990,0.0381
2100270,-0.0086
2100510,0.0567
2100570,0.0869
2101150,0.0453
2101200,0.0683
2101350,0.0250
2101440,0.0258
2101470,0.0178
2101650,0.1577
2101860,0.1068
2102010,0.0184
2102220,0.0521
2102490,0.0710
2102710,0.0709
2102860,0.0153
2102990,0.0687
2103030,0.0453
2103090,-0.0288
2103720,-0.0068
2103900,0.1181
2103960,0.0725
2104440,0.0544
2104530,-0.0036
2104590,0.0736
2104650,0.0570
2105190,-0.0348
2105260,0.0653
2105320,-0.0066
2105400,0.0300
2105640,-0.1004
2105730,0.0727
2200030,0.0466
2200039,-0.0116
2200060,0.0078
2200090,0.0284
2200120,0.0339
2200125,0.0173
2200150,0.0956
2200180,0.0357
2200210,0.0158
2200240,-0.0298
2200270,0.0340
2200300,-0.0106
2200330,-0.0116
2200360,-0.0163
2200420,0.0194
2200450,0.0393
2200480,0.0257
2200510,0.0314
2200540,0.0042
2200600,0.0414
2200630,-0.0364
2200660,-0.0790
2200690,0.0100
2200720,0.0183
2200750,0.0069
2200780,0.0036
2200810,0.0293
2200840,0.0065
2200870,-0.0089
2200900,0.0537
2200960,-0.0773
2200990,0.0370
2201020,-0.0495
2201080,0.0367
2201110,0.0527
2201140,0.0697
2201170,-0.0671
2201200,-0.0047
2201230,0.0321
2201260,-0.0300
2201290,0.0043
2201320,-0.0013
2201350,0.0377
2201380,-0.0205
2201410,-0.0088
2201440,-0.0144
2201500,0.0018
2201530,0.0193
2201560,-0.0109
2201590,-0.0639
2201620,0.0233
2201650,-0.0192
2201680,0.0101
2201740,0.0058
2201770,0.0507
2201800,0.0342
2201830,-0.0236
2201860,0.0209
2201890,-0.0056
2201920,-0.0415
2201950,-0.0244
2201980,0.0252
2202010,0.1209
2302610,0.0175
2307320,0.0182
2309930,-0.0195
2400030,-0.0231
2400060,-0.0038
2400090,0.1034
2400120,0.0343
2400150,-0.0157
2400180,-0.0839
2400210,-0.0824
2400240,0.0442
2400270,0.0226
2400300,-0.0108
2400330,-0.0365
2400390,0.0484
2400420,-0.0218
2400450,0.0892
2400480,-0.0298
2400510,-0.0435
2400540,-0.0068
2400570,-0.0344
2400600,0.0093
2400630,-0.0104
2400660,0.0182
2400690,0.0175
2400720,-0.0232
2502190,0.0679
2502310,0.0311
2502790,0.0655
2503090,0.0028
2503150,0.0932
2503270,0.0176
2503300,-0.0136
2503540,-0.0465
2503660,-0.1205
2504770,-0.0078
2504830,0.0505
2504890,-0.0003
2504950,-0.0503
2504980,0.0889
2505970,0.0041
2506780,-0.0094
2506840,-0.0241
2507020,-0.0343
2507110,-0.0581
2507170,-0.0309
2507560,0.0148
2507980,-0.0055
2508430,0.0528
2508610,-0.0131
2509060,-0.0324
2509630,-0.0240
2509870,0.0086
2509930,-0.0399
2510050,-0.0696
2510380,0.0325
2510890,0.1727
2511130,-0.0415
2511250,-0.0033
2511520,-0.0018
2512000,0.0186
2512840,0.0161
2513200,0.0271
2513230,-0.0102
2600005,-0.0175
2600015,0.0239
2600016,-0.0251
2602820,0.0299
2603540,-0.0837
2603690,-0.0296
2604260,0.0284
2604830,0.1615
2605010,-0.0361
2605430,0.0619
2605850,-0.0430
2606090,-0.0871
2606780,-0.0927
2607890,-0.0215
2608070,0.0957
2608580,0.0008
2609570,0.0278
2609840,-0.0113
2610080,-0.1285
2610590,0.0440
2611600,0.0472
2611610,0.0282
2611640,0.0073
2612000,0.0582
2612450,-0.0657
2612600,0.1061
2614070,0.0037
2614280,0.1380
2614460,-0.0393
2614520,0.0358
2614550,0.0443
2614610,-0.0018
2614820,-0.0188
2615540,0.0691
2616110,0.0377
2616350,0.0290
2616410,0.0750
2616440,0.0809
2617520,-0.0025
2618030,-0.1076
2618420,0.0177
2618480,0.0628
2619620,-0.0076
2619950,0.0949
2620160,0.0022
2620340,0.0121
2620730,-0.0533
2620850,0.1034
2621120,0.0379
2621150,0.0404
2621570,0.0421
2621600,0.0050
2621840,-0.0135
2621870,0.0145
2622290,-0.0727
2623460,-0.0227
2623850,-0.0615
2624120,-0.0426
2624150,0.0212
2624690,0.0001
2624720,0.0711
2624840,-0.0218
2625230,0.0594
2625560,0.0391
2625740,0.0055
2625980,-0.0293
2626130,-0.0077
2626280,-0.0846
2626760,0.0431
2628560,-0.0022
2628740,0.0757
2628830,0.0702
2628950,0.0789
2629460,0.0132
2629940,-0.0800
2630120,0.0591
2630210,-0.0044
2630300,0.0731
2630390,0.1533
2630450,0.0497
2632220,-0.0279
2632250,-0.0264
2632280,0.0643
2632300,0.0713
2632310,0.2166
2632340,-0.0419
2633420,0.0375
2633540,0.0112
2634260,-0.0509
2634470,0.0052
2634560,0.0968
2634680,0.0101
2635160,-0.0269
2635190,-0.0298
2635220,-0.0188
2635310,-0.0390
2635520,-0.0022
2635820,0.0010
2635910,0.0148
2636485,0.0665
2636570,0.0562
2636630,0.0859
2700161,-0.0336
2703180,0.0018
2703450,-0.0177
2705790,0.0243
2706240,0.0648
2707290,-0.0074
2708190,0.0208
2709510,-0.0587
2711040,0.1097
2711250,-0.0465
2711370,0.0720
2711760,0.0411
2712420,-0.0192
2714220,0.0451
2714260,0.0409
2715030,0.0796
2717780,0.0462
2718780,0.0217
2721240,0.1090
2721420,0.1519
2722950,0.0387
2723850,-0.0406
2725200,0.0066
2728050,-0.0233
2730060,-0.0650
2731750,0.0453
2731780,0.0841
2731800,-0.0128
2732390,-0.0345
2732430,0.0731
2733000,0.0134
2733330,0.0331
2733510,0.1346
2733780,0.1535
2733810,-0.0156
2733840,0.1025
2742160,0.0537
2742270,0.0382
2742360,-0.0334
2742720,0.1421
2800450,-0.0047
2800510,-0.0897
2800540,-0.0286
2800600,0.1600
2800630,0.0843
2800750,-0.0071
2800820,-0.0074
2800840,0.0410
2800870,0.0617
2800930,-0.0084
2800990,0.0334
2801090,-0.0008
2801170,-0.0358
2801200,-0.0675
2801220,0.0703
2801260,0.0243
2801290,-0.0026
2801320,0.0160
2801410,0.0033
2801490,-0.0083
2801530,0.0199
2801560,0.0198
2801590,-0.0061
2801680,-0.0233
2801710,0.0086
2801770,0.0135
2801860,-0.0177
2802010,-0.0671
2802100,0.0084
2802160,0.0179
2802190,0.0417
2802280,-0.0334
2802340,-0.0399
2802370,-0.0375
2802400,-0.0223
2802430,-0.0051
2802490,0.0015
2802520,-0.0969
2802550,0.0348
2802640,-0.0143
2802670,-0.0229
2802700,0.0890
2802730,0.0201
2802790,-0.0125
2802820,0.0414
2802850,0.0025
2802910,0.0418
2803000,-0.0834
2803030,-0.0342
2803060,0.0258
2803090,0.0330
2803120,-0.0018
2803150,0.0397
2803240,-0.0101
2803360,-0.0465
2803450,0.0195
2803480,-0.0275
2803510,0.0113
2803520,-0.0030
2803530,-0.0146
2803570,0.0847
2803630,-0.0712
2803660,-0.0249
2803690,0.0396
2803780,-0.0232
2803830,-0.0134
2803900,-0.0160
2803930,0.0195
2803990,0.0115
2804020,0.0276
2804050,-0.0705
2804080,-0.0081
2804110,0.0232
2804140,-0.0226
2804170,0.0481
2804230,0.0479
2804320,0.0215
2804440,-0.0938
2804470,-0.0492
2804500,0.0320
2804530,-0.0062
2804560,-0.0039
2804590,-0.0331
2804620,-0.0380
2804680,-0.0646
2804740,-0.0216
2804800,-0.0501
2900004,-0.0362
2901000,0.0814
2904620,-0.0372
2905310,0.0134
2907120,0.0518
2907470,-0.0615
2908250,0.0496
2908370,-0.0166
2908670,-0.0553
2909720,0.0085
2912010,-0.0036
2912290,0.0117
2913140,-0.0311
2913620,0.0032
2913650,0.0298
2913830,0.0509
2914340,0.0218
2915480,0.0283
2916190,0.0091
2916350,-0.0059
2916400,0.1138
2916500,-0.0988
2916770,0.0606
2917820,0.0272
2918300,0.0011
2918540,0.0114
2919890,0.0127
2920010,0.0495
2920670,-0.0127
2922800,0.0432
2923550,0.0201
2923580,-0.0131
2923700,-0.0175
2923730,0.0272
2925230,0.0973
2925450,-0.0323
2926070,0.0157
2926640,0.0083
2926850,0.0294
2927060,0.0089
2927830,-0.0016
2928260,-0.0138
2928860,0.0294
2928920,-0.0186
2928950,0.0632
2929280,0.1284
2930660,0.0475
2931440,0.0354
2931530,0.0857
2931650,-0.0171
3003870,0.0527
3013040,-0.0132
3100016,0.0837
3103810,-0.0070
3172840,0.0636
3173740,0.0156
3174820,0.0028
3175270,0.0188
3178660,-0.1050
3200060,0.1018
3200480,0.0860
3304590,-0.0464
3304980,-0.0636
3401260,0.0097
3401350,-0.0096
3401830,-0.0139
3402030,-0.0590
3402220,0.0389
3402250,0.0110
3402280,-0.0600
3402400,0.0186
3402430,-0.0329
3402460,0.0005
3402820,0.0126
3403000,0.0335
3403180,-0.0410
3403300,0.0474
3403780,-0.0077
3403900,0.0159
3404110,0.0444
3404320,-0.0386
3404470,0.0697
3404500,-0.0262
3404560,0.0580
3404590,-0.0298
3404890,0.0231
3404920,0.0187
3405220,-0.0215
3405490,0.0278
3405730,-0.0504
3405760,0.0373
3405880,-0.0049
3406030,0.0247
3406270,-0.0340
3406510,0.0083
3406540,0.0137
3407230,-0.0696
3407560,-0.0747
3407740,0.0460
3407830,0.0167
3408220,-0.0365
3408400,0.0253
3408610,-0.0546
3408640,-0.0275
3408850,-0.0387
3408940,-0.0656
3409180,0.0408
3409270,-0.0299
3409450,0.0330
3409750,0.0505
3410020,-0.0243
3410320,-0.0454
3410470,0.0129
3410560,0.0082
3410710,-0.0471
3410810,-0.0262
3410920,-0.0084
3410950,-0.0095
3411160,-0.0233
3411340,-0.1446
3411490,-0.0343
3411640,0.0038
3412060,-0.0211
3412690,-0.0954
3412810,-0.0251
3412840,-0.0095
3412870,-0.0010
3412960,-0.0635
3412990,-0.0070
3413050,0.0073
3413530,-0.0179
3414640,-0.0166
3414670,0.0066
3415210,0.0033
3415330,0.0374
3415360,-0.0622
3415990,0.0454
3416080,-0.0785
3416230,0.0015
3416500,-0.0371
3416800,-0.0468
3416830,-0.0251
3417070,0.0406
3417610,-0.0449
3417700,0.0385
3417730,0.0554
3418060,-0.0013
3418120,-0.0169
3418150,-0.0310
3500010,0.0385
3500030,0.0282
3500060,0.0157
3500570,-0.0401
3501260,-0.0358
3501500,-0.0092
3600008,0.0585
3602460,0.0137
3603270,0.0389
3603840,0.0302
3604080,0.0383
3604140,0.0080
3604870,0.0179
3605280,0.0634
3605850,0.0295
3607230,-0.0156
3608310,0.0098
3608880,-0.0405
3609690,0.0356
3610560,-0.0385
3610620,0.0537
3611880,-0.0013
3612630,0.0061
3613290,-0.0246
3614010,0.0333
3615570,0.0675
3616230,-0.0090
3616290,0.0500
3616740,0.0039
3617520,0.0313
3617670,0.0293
3618690,0.0801
3619230,0.0043
3619320,-0.0628
3619650,-0.0037
3619680,0.0282
3619740,0.0420
3620100,0.0607
3620490,0.0447
3620580,0.0404
3620700,-0.0051
3620820,0.0183
3620910,0.0276
3621210,0.1057
3621480,0.0154
3622020,-0.0428
3623010,0.0297
3623760,0.0012
3624690,0.0374
3624750,0.0553
3625170,0.0226
3626010,0.0081
3627300,-0.0266
3627810,-0.0472
3628500,0.0002
3628590,0.0636
3628950,-0.0428
3629370,0.0678
3629430,-0.0275
3629880,-0.0137
3631260,-0.0105
3631920,0.0499
3700011,-0.0228
3700012,-0.0226
3700030,0.0486
3700180,-0.0047
3700240,-0.0553
3700270,0.0311
3700330,-0.0353
3700360,0.0332
3700390,0.0148
3700420,-0.0047
3700450,-0.0388
3700480,-0.0182
3700530,-0.0128
3700580,-0.0141
3700630,-0.0012
3700660,0.0107
3700690,0.0105
3700720,-0.0013
3700750,0.0644
3700840,0.0060
3700900,-0.0057
3700930,-0.0366
3700960,-0.0353
3701140,-0.0306
3701170,-0.0224
3701200,0.0029
3701260,0.0521
3701320,-0.0152
3701500,0.0363
3701530,-0.0352
3701620,-0.0082
3701680,-0.0379
3701800,-0.0123
3701830,-0.0111
3701920,-0.0066
3702010,-0.0369
3702100,0.0243
3702160,0.0178
3702190,0.0029
3702250,0.0107
3702310,0.0662
3702370,0.0283
3702400,-0.0155
3702430,0.0177
3702560,-0.0149
3702610,-0.0699
3702640,0.0053
3702680,0.0026
3702880,-0.0307
3702970,-0.0201
3703060,-0.0246
3703090,-0.0186
3703120,-0.0318
3703270,-0.0260
3703310,-0.0311
3703330,0.0493
3703360,-0.0068
3703420,-0.0744
3703450,0.0138
3703480,0.0454
3703510,0.0640
3703540,-0.0323
3703570,0.0442
3703600,0.1104
3703630,-0.0028
3703780,-0.0092
3703870,-0.0047
3703900,-0.0250
3703930,0.0073
3703990,-0.0093
3704050,-0.0135
3704080,-0.0257
3704140,-0.0428
3704200,0.0364
3704320,-0.0120
3704500,-0.0909
3704620,-0.0004
3704650,-0.1052
3704720,-0.0484
3704740,0.0028
3704800,-0.0846
3704880,0.0160
3704920,-0.0666
3704950,-0.0060
3705020,-0.0184
3806780,-0.0252
3808130,0.0738
3813030,0.0543
3819410,-0.0317
3904348,0.0252
3904349,-0.0155
3904351,-0.0293
3904353,-0.0269
3904355,0.0207
3904360,0.0058
3904370,0.0948
3904371,-0.0039
3904373,-0.0037
3904375,0.0949
3904378,-0.0032
3904379,-0.0348
3904380,0.0148
3904384,0.0961
3904387,-0.0286
3904394,-0.0218
3904395,-0.0157
3904396,0.0074
3904401,0.0214
3904404,0.0081
3904408,-0.0590
3904410,-0.0213
3904416,0.0860
3904418,0.0329
3904419,0.0074
3904422,-0.0408
3904426,-0.0468
3904429,0.0473
3904433,0.0362
3904435,-0.1088
3904437,-0.0191
3904439,0.0115
3904440,-0.0566
3904441,-0.0666
3904445,0.1072
3904463,-0.0573
3904467,-0.0391
3904474,-0.0153
3904475,-0.0564
3904479,0.0115
3904480,-0.0168
3904481,0.0497
3904482,0.0833
3904486,-0.0473
3904487,-0.0143
3904490,-0.0261
3904499,0.0099
3904504,0.0471
3904505,-0.0063
3904507,-0.0292
3904510,-0.0116
3904513,-0.0111
3904515,-0.0232
