id,m_avg
0625800,-1.9525
0625830,-0.6243
0625860,-1.0056
0625980,-0.6153
0626040,-0.4246
0626100,-1.2733
0626190,-1.8274
0626220,-0.9122
0626280,0.3103
0626370,-0.6601
0626400,-1.5797
0626490,-0.9579
0626640,-0.9517
0626670,-1.1023
0626760,-2.0484
0626820,-0.3384
0626910,-0.9716
0627030,-1.5209
0627060,-0.8832
0627120,0.5974
0627180,1.1267
0627200,-1.7670
0627240,-0.0259
0627450,-0.0138
0627480,-0.1429
0627510,-0.0287
0627590,-2.3311
0627690,-1.1564
0627720,0.1603
0627780,-1.5394
0627810,-0.7151
0627840,0.5251
0627850,1.6691
0627900,-0.9896
0627930,-0.0141
0628050,-1.7008
0628080,-1.1765
0628140,0.2232
0628170,-2.0942
0628250,-1.0368
0628270,-0.4826
0628320,-0.5750
0628470,-1.7109
0628530,-2.8828
0628650,-0.3014
0628680,-1.1363
0628710,-0.6422
0628860,2.6102
0628950,-1.5223
0629100,-1.7874
0629220,-2.3199
0629270,1.3182
0629280,-1.2108
0629370,0.5869
0629400,-1.2682
0629430,-0.6188
0629490,-1.9334
0629540,-1.5210
0629550,-1.6954
0629580,-2.0337
0629610,2.7560
0629640,-2.4555
0629670,-1.3489
0629700,1.9415
0629820,-1.3708
0629850,-1.5208
0629910,-2.9761
0629940,-1.3056
0630030,-1.8504
0630180,-1.9092
0630230,-0.1466
0630250,-0.3470
0630330,2.3717
0630360,-1.3779
0630450,-1.0289
0630480,-0.3474
0630510,-0.0862
0630600,-1.8888
0630630,-2.8061
0630660,0.6058
0630720,0.2957
0630780,-0.3670
0630840,-1.7947
0630930,0.0381
0630960,-0.7752
0630990,0.1644
0631050,-2.8305
0631170,-0.5808
0631180,-0.4898
0631290,-0.7215
0631320,-1.8150
0631470,2.4782
0631530,1.3788
0631680,-3.1035
0631710,-0.3181
0631740,2.1963
0631860,-2.4042
0631980,-1.2489
0632040,-0.5412
0632070,-0.2833
0632130,-1.1931
0632160,2.4839
0632270,-3.0605
0632310,0.9149
0632370,-1.9854
0632430,-2.9792
0632550,-1.8895
0632610,-1.0708
0632640,0.3319
0632710,-1.1412
0632730,-1.1615
0632760,-2.1757
0632880,-0.1761
0633110,-1.2196
0633150,-0.7801
0633240,-1.9706
0633270,-1.3953
0633330,-1.2363
0633390,-1.5359
0633480,-0.4593
0633510,-1.0756
0633570,-0.1096
0633600,0.3979
0633660,2.2965
0633750,-0.6825
0633840,-1.2874
0633860,0.5190
0633900,-1.1964
0633930,-2.0331
0634170,-2.0338
0634230,-0.6032
0634290,1.2485
0634320,-0.5829
0634410,-0.4610
0634425,-0.0907
0634440,-1.7907
0634590,-0.5089
0634620,-0.8690
0634680,-1.6920
0634710,-1.6976
0634740,-0.1427
0634800,0.1645
0634860,2.7823
0634880,0.3985
0634920,0.1945
0635010,-1.3425
0635040,0.6211
0635070,-2.7825
0635090,-0.7099
0635130,1.9345
0635220,-1.3856
0635250,-0.5518
0635310,-1.6577
0635360,-0.8273
0635370,0.1304
0635430,-0.2540
0635590,0.5199
0635600,-0.2179
0635700,0.8952
0635730,-1.1361
0635790,-1.7031
0635810,-0.9837
0635830,1.5370
0635880,-0.0095
0635910,3.1466
0635970,0.4256
0636000,-1.0364
0636030,-0.5868
0636180,-0.7430
0636210,-1.5930
0636270,-1.2598
0636360,-0.7656
0636600,1.0047
0636670,-0.5025
0636800,-0.9134
0636805,-0.6022
0636820,-1.0688
0636840,-0.1980
0636970,-0.9295
0636990,2.3076
0637050,-1.9813
0637110,-0.2814
0637140,-1.7763
0637200,-1.7033
0637230,-0.1038
0637290,-0.3122
0637320,-0.6141
0637350,-1.3721
0637380,-1.2005
0637500,2.0225
0637530,-0.4531
0637560,-1.8280
0637590,-1.3401
0637620,-2.2533
0637650,1.0898
0637710,0.0514
0637770,-0.7595
0637830,-0.2142
0637890,-2.0703
0637950,-1.0373
0638010,-2.4847
0638130,-2.0056
0638220,-0.3477
0638250,-0.4885
0638340,-0.0767
0638430,-2.6677
0638460,-0.2348
0638550,-1.3747
0638640,-0.7390
0638670,-0.6464
0638700,-2.0234
0638770,-0.2146
0638880,-1.0433
0638980,1.2779
0639000,0.1279
0639060,-2.6859
0639180,-1.9403
0639300,-2.0375
0639420,0.5388
0639630,-0.3652
0639870,-1.5469
0639940,-1.3791
0640150,0.3382
0640200,-0.5226
0640230,0.0992
0640300,-2.0120
0640320,1.5816
0640380,-0.5025
0640470,-2.6869
0640590,-0.7618
0640650,-0.6916
0640680,0.1580
0640740,-2.0780
0640980,-0.5142
0641040,-1.5647
0641130,-3.3272
0641160,-1.2447
0641190,-0.8446
0641250,1.2310
0641280,1.6859
0641400,-2.4827
0641460,-2.3515
0641580,-1.4123
0641610,1.1499
0641790,1.0041
0641880,-1.4602
0641980,-2.7011
0642000,-0.3137
0642060,-3.0383
0642120,-0.5582
0642140,-0.5244
0642150,-0.3747
0642180,-1.9072
0642300,-2.5307
0642330,-0.5706
0642450,-1.4369
0642510,-0.7062
0642540,-2.1847
0642560,-1.8824
0642710,-1.8782
0642750,0.1098
0642810,-1.9415
0642930,-1.6756
0642960,-1.3945
0642990,-0.0682
0643020,-2.3720
0643080,-1.4249
0643140,2.5887
0643170,-2.6140
0643200,-0.2858
0643380,-0.8612
0643470,-0.8602
0643560,-0.8210
0684500,2.1227
0691005,-1.7316
0691007,-2.4156
0691012,-3.2131
0691017,-1.9831
0691020,-2.6605
0691021,-0.7869
0691024,-1.6766
0691025,-1.8033
0691026,-1.2649
0691027,-2.7095
0691029,-2.3664
0691030,-1.1985
0691031,-2.8520
0691033,-1.5534
0691035,-1.2217
0691037,-2.0108
0691040,-2.1316
0691041,-3.3181
0691042,-3.3339
0691045,-1.2321
0691047,-0.1338
0691051,-2.5549
0691078,-2.2503
0691134,-2.6803
0691135,-1.1813
0691136,-1.5435
0691137,-1.3608
0800004,1.0042
0800016,-0.3257
0800017,-0.4664
0801920,1.5332
0801950,-1.4117
0802040,-0.1194
0802070,-0.2386
0802190,-0.0453
0802280,1.4017
0802310,-0.2047
0802340,-1.3351
0802370,1.0692
0802400,0.5300
0802430,-0.2756
0802490,1.6904
0802580,-0.0937
0802610,-0.5707
0802640,0.2712
0802670,-0.4099
0802700,0.2278
0802730,-0.1905
0802790,-0.0137
0802850,-0.9402
0802910,1.1172
0802940,2.3128
0803000,0.8799
0803060,0.2036
0803090,-0.8506
0803210,0.0584
0803300,-0.0162
0803330,0.3716
0803360,-0.7876
0803390,-0.2010
0803450,1.5326
0803480,0.7156
0803540,0.4460
0803600,1.1830
0803720,0.3876
0803750,-0.3813
0803780,-0.7694
0803810,0.3789
0803840,0.1916
0803870,0.5587
0803960,-0.3218
0803990,1.3801
0804020,-0.7455
0804050,-0.2682
0804080,0.2560
0804200,-0.4339
0804260,0.2411
0804320,0.8163
0804350,0.1671
0804380,-0.9517
0804410,-0.7321
0804470,0.8082
0804530,0.0082
0804710,0.1176
0804770,-1.3525
0804800,0.9341
0804830,0.2643
0804920,-0.2668
0804950,-0.0314
0805070,0.2410
0805100,0.4076
0805130,-0.7925
0805190,-1.4332
0805220,-0.5097
0805250,1.3626
0805280,0.5543
0805310,1.6414
0805370,0.6921
0805400,0.6277
0805490,0.7588
0805550,-1.2606
0805610,0.4026
0805730,-0.4974
0805760,-1.1879
0805790,0.0316
0805820,1.7803
0806060,0.4577
0806120,-0.3977
0806150,0.3957
0806180,-0.6271
0806240,-0.0573
0806270,-0.8499
0806330,0.9259
0806450,0.3985
0806480,-0.0187
0806540,-1.5300
0806660,1.8652
0806690,0.1939
0806750,0.1677
0806810,0.8820
0806870,1.3836
0806900,0.1633
0806960,-0.5421
0807080,-0.6339
0807230,-1.3612
0807290,0.6554
0807350,1.0743
0807380,0.6211
0900030,1.8072
0900060,-0.7731
0900070,-0.8097
0900090,0.2541
0900120,2.5277
0900150,1.2311
0900210,1.2815
0900214,-0.3481
0900240,1.4262
0900270,1.3591
0900330,-0.6954
0900360,1.3456
0900420,0.8573
0900450,-2.0823
0900510,0.0692
0900540,1.6371
0900570,0.4706
0900660,0.5870
0900690,1.7551
0900700,0.2456
0900720,0.2073
0900750,1.8274
0900780,1.9929
0900810,0.9285
0900840,1.2746
0900900,0.9807
0900910,0.4333
0900960,0.9080
0900990,0.9000
0901020,-0.2007
0901050,2.6966
0901080,0.9726
0901110,-0.9677
0901170,1.3446
0901200,1.2044
0901230,0.8385
0901260,-1.6023
0901290,-0.6019
0901320,1.8359
0901350,-0.1169
0901410,2.2085
0901440,1.4919
0901470,0.4810
0901500,1.7325
0901530,1.8064
0901560,2.3080
0901620,1.9553
0901680,1.9908
0901710,2.0058
0901740,0.0603
0901770,0.1307
0901800,2.2346
0901860,-0.1571
0901920,-1.9473
0902010,1.5330
0902040,1.4588
0902070,-0.0871
0902130,0.7571
0902160,0.9294
0902190,0.3916
0902220,1.6483
0902280,2.2485
0902310,-0.4607
0902340,1.7324
0902370,1.9211
0902400,-1.0964
0902490,-0.0125
0902520,0.8347
0902550,1.8368
0902580,0.2703
0902640,-0.4416
0902670,-2.5321
0902700,2.6939
0902730,1.1894
0902760,1.6756
0902790,-1.5021
0902820,-1.7471
0902850,0.5466
0902880,1.0060
0902910,2.1013
0902970,0.4368
0903000,-0.0353
0903030,0.9042
0903060,1.2946
0903090,-0.0642
0903120,-1.1646
0903180,1.4145
0903210,1.9503
0903240,1.1141
0903270,-0.0062
0903300,0.5926
0903330,0.1835
0903360,1.3991
0903390,1.4408
0903420,0.8934
0903450,0.3631
