id,mf_avg
0506540,-6.2645
0506630,-6.6079
0506690,-6.1763
0506840,-6.1213
0506870,-5.9035
0506900,-6.0824
0506930,-6.1163
0506990,-6.2047
0507110,-6.2250
0507170,-6.2229
0507230,-6.3653
0507290,-6.4751
0507320,-6.3667
0507350,-6.3433
0507380,-6.2592
0507530,-6.0273
0507560,-6.2318
0507620,-6.1636
0507680,-6.2653
0507740,-6.6973
0507770,-6.1900
0507840,-6.3274
0507860,-6.4695
0507890,-6.3218
0507920,-6.3199
0507990,-6.2101
0508040,-6.2786
0508130,-6.1456
0508240,-6.4893
0508280,-6.1758
0508340,-6.2472
0508400,-6.0773
0508610,-6.1477
0508640,-6.4611
0508670,-6.0930
0508700,-6.3140
0508730,-6.2298
0508940,-6.5006
0509000,-6.3767
0509060,-6.1783
0509150,-6.3721
0509190,-5.9871
0509240,-6.2311
0509330,-6.3056
0509360,-6.1787
0509390,-6.2354
0509420,-6.1661
0509480,-5.9975
0509540,-6.2476
0509600,-6.3507
0509630,-6.4505
0509720,-6.1974
0509750,-6.2700
0509840,-6.2293
0509990,-6.2293
0510080,-5.7360
0510170,-6.2519
0510200,-6.3245
0510260,-6.3621
0510320,-6.5655
0510380,-6.2889
0510410,-6.0394
0510440,-6.2500
0510680,-6.2798
0510950,-6.1283
0510980,-5.8695
0511010,-6.1620
0511070,-6.0119
0511130,-6.1773
0511220,-6.1414
0511340,-6.4134
0511370,-6.3723
0511610,-6.1124
0511700,-6.2528
0511730,-6.0548
0511760,-6.2801
0511820,-6.0914
0511850,-6.3110
0511880,-6.2444
0511970,-6.0766
0512000,-6.3934
0512060,-6.1572
0512090,-6.1995
0512210,-6.2915
0512450,-6.1801
0512480,-6.4902
0512510,-6.3601
0512520,-6.1889
0512540,-6.3071
0512570,-6.1034
0512630,-6.1164
0512660,-6.1625
0512960,-6.5990
0513080,-6.2420
0513110,-6.2008
0513230,-6.3209
0513350,-6.1354
0513380,-5.9979
0513410,-6.0879
0513530,-6.1126
0513680,-6.2376
0513930,-6.3095
0514010,-6.3271
0514020,-6.1925
0514040,-6.0862
0514140,-6.2367
0514400,-6.3863
0514430,-6.1986
0514490,-6.0298
0600001,-5.9538
0600006,-5.7734
0600011,-5.9534
0600013,-5.7155
0600014,-5.9379
0600015,-5.7776
0600016,-5.8672
0600017,-5.8834
0600019,-5.8970
0600020,-5.7144
0600022,-5.9608
0600025,-5.6309
0600026,-5.8234
0600027,-5.7988
0600028,-5.8427
0600029,-5.8010
0600032,-5.7863
0600033,-6.0609
0600034,-6.0780
0600035,-5.8331
0600036,-5.9266
0600038,-6.0164
0600039,-5.8429
0600040,-5.8155
0600043,-5.9250
0600044,-5.7000
0600045,-6.0395
0600046,-6.1463
0600047,-5.9337
0600048,-5.8672
0600049,-5.7236
0600051,-5.8968
0600052,-5.8259
0600060,-5.7910
0600061,-5.8172
0600062,-5.6934
0600063,-5.7554
0600064,-6.0036
0600065,-6.0679
0600067,-5.9185
0600068,-5.9293
0600069,-5.9509
0600116,-5.8418
0600153,-6.0905
0600158,-5.8060
0600159,-5.6370
0600160,-5.9169
0601331,-5.9828
0601332,-5.9373
0601339,-6.0254
0601409,-5.7233
0601410,-6.1773
0601415,-5.7584
0601418,-5.9919
0601420,-5.8557
0601421,-6.0196
0601423,-6.1381
0601426,-5.9221
0601428,-5.8536
0601620,-5.9064
0601680,-5.9705
0601710,-5.9274
0601770,-5.9173
0601860,-5.7795
0601950,-5.8665
0602100,-5.8634
0602160,-5.7342
0602220,-6.4580
0602310,-5.9662
0602360,-5.8035
0602430,-5.9224
0602450,-5.7954
0602610,-5.8023
0602730,-5.9623
0602760,-5.8726
0602850,-6.0024
0602970,-5.8698
0603000,-5.7976
0603060,-6.0374
0603180,-6.0042
0603270,-6.1488
0603300,-5.7479
0603420,-5.8612
0603480,-5.8718
0603600,-5.9988
0603630,-6.0262
0603690,-5.9386
0603750,-5.4729
0603840,-5.9490
0604020,-5.8278
0604080,-5.7492
0604110,-5.9201
0604200,-5.9866
0604230,-5.8224
0604260,-5.7922
0604290,-5.9744
0604350,-6.1770
0604380,-6.0150
0604440,-5.8882
0604530,-6.0007
0604620,-5.8624
0604650,-5.8028
0604740,-5.8177
0604800,-5.9056
0604830,-5.5851
0605040,-5.8732
0605240,-5.6221
0605280,-5.7958
0605580,-5.9489
0605610,-5.9512
0605670,-5.8204
0605700,-5.6000
0605790,-5.9545
0605880,-5.6097
0605910,-6.0113
0606030,-5.7241
0606060,-5.8920
0606090,-5.8279
0606270,-5.7451
0606330,-5.8081
0606360,-5.8520
0606390,-5.9177
0606450,-5.9165
0606480,-5.9150
0606570,-6.0031
0606720,-6.2298
0606750,-6.0904
0606780,-5.7847
0606810,-5.8835
0606870,-5.8583
0606900,-5.8828
0606990,-5.8415
0607020,-5.8682
0607140,-5.9045
0607170,-5.9674
0607200,-6.0861
0607440,-5.7414
0607470,-5.8053
0607500,-5.7228
0607530,-5.8635
0607560,-6.0240
0607680,-5.8639
0607740,-5.9662
0607800,-5.8693
0607900,-5.7845
0607950,-5.9713
0607970,-6.0425
0607980,-5.7000
0608070,-5.9153
0608130,-5.8480
0608190,-5.7347
0608250,-5.9000
0608370,-5.7881
0608460,-5.8930
0608520,-6.0253
0608610,-5.8618
0608760,-5.7511
0608970,-5.8669
0609030,-5.7315
0609070,-5.9409
0609120,-6.1468
0609300,-5.7281
0609330,-5.7073
0609390,-5.9816
0609450,-5.6079
0609480,-5.6265
0609570,-5.8038
0609620,-6.0936
0609640,-5.7051
0609690,-6.1442
0609780,-5.6932
0609850,-5.8457
0609870,-5.8739
0609940,-5.9197
0609990,-5.7939
0610050,-5.7889
0610260,-5.8671
0610290,-5.7393
0610320,-5.8489
0610350,-6.2830
0610380,-5.6398
0610440,-5.9320
0610620,-5.8487
0610710,-5.9193
0610740,-5.8517
0610770,-5.9508
0610890,-6.1059
0611040,-6.0488
0611110,-5.7960
0611220,-5.7257
0611280,-5.9714
0611460,-5.9438
0611490,-5.8362
0611520,-6.0099
0611730,-5.9220
0611760,-6.2426
0611850,-5.9853
0611910,-6.0953
0611940,-6.2325
0612030,-5.8627
0612090,-5.8354
0612180,-5.9321
0612210,-5.8204
0612330,-5.9451
0612630,-5.9222
0612690,-5.8143
0612750,-5.7743
0612810,-5.8204
0612840,-6.0561
0612880,-5.9539
0612930,-5.8811
0612960,-5.8414
0613080,-5.5848
0613140,-6.0147
0613170,-6.0434
0613200,-5.9291
0613290,-6.1215
0613360,-6.0057
0613470,-6.0118
0613500,-5.7876
0613800,-5.7327
0613840,-6.0739
0613890,-5.8053
0613920,-5.8264
0613980,-6.1851
0614010,-6.0785
0614070,-6.0302
0614160,-6.0208
0614220,-5.8292
0614250,-5.6011
0614340,-5.8335
0614370,-5.9401
0614400,-5.8688
0614550,-6.0106
0614580,-5.9090
0614700,-5.8264
0614730,-5.8371
0614790,-5.9314
0614880,-5.8861
0614940,-6.0521
0614950,-5.7848
0615090,-5.9420
0615180,-5.8933
0615240,-5.8782
0615270,-5.8889
0615390,-5.8829
0615450,-5.7495
0615510,-5.8611
0615600,-5.7253
0615690,-5.9994
0615780,-5.7851
0615840,-5.8132
0616050,-5.8994
0616080,-6.1021
0616260,-6.2234
0616300,-5.9153
0616323,-6.0412
0616325,-5.8665
0616470,-6.1247
0616570,-5.9587
0616620,-5.9246
0616650,-5.6896
0616680,-6.0140
0616740,-5.9815
0616830,-6.0009
0616860,-5.9809
0616920,-6.0094
0617040,-5.6282
0617160,-5.7202
0617190,-5.7166
0617220,-6.0788
0617340,-5.9610
0617430,-6.0143
0617490,-5.8451
0617850,-5.9022
0617880,-5.9304
0618030,-5.8612
0618210,-5.7031
0618390,-5.9861
0618660,-5.7960
0618690,-5.8570
0618730,-5.7875
0618780,-5.7982
0618840,-5.7451
0618870,-5.8873
0618990,-6.0417
0619140,-5.7374
0619200,-5.7308
0619260,-5.9394
0619320,-6.0026
0619380,-5.5899
0619440,-5.9216
0619490,-5.9066
0619590,-5.9376
0619620,-5.7121
0619680,-5.8461
0619700,-5.8981
0619740,-6.2242
0619770,-5.7974
0619800,-5.9359
0619890,-6.1708
0619950,-5.8835
0620040,-6.0169
0620070,-6.0394
0620130,-5.7403
0620190,-5.9654
0620250,-5.9426
0620310,-5.7832
0620370,-5.7393
0620460,-6.0156
0620640,-6.0362
0620670,-5.7686
0620730,-5.9369
0620790,-5.9241
0620820,-5.9866
0620850,-6.0459
0620880,-5.9705
0620910,-5.7510
0621000,-5.6719
0621150,-5.6823
0621210,-5.9114
0621240,-6.1769
0621330,-5.8092
0621360,-5.8867
0621420,-5.8086
0621450,-6.0629
0621690,-5.8452
0621810,-6.0330
0621870,-6.1355
0621930,-5.8403
0621990,-5.6878
0622050,-5.9249
0622110,-5.8738
0622170,-5.7729
0622230,-6.0078
0622350,-5.7899
0622380,-5.7515
0622410,-5.9362
0622500,-5.9531
0622560,-5.7342
0622590,-5.6986
0622650,-5.8205
0622710,-5.9466
0622740,-5.9758
0622830,-5.9104
0622860,-5.9213
0622890,-6.0265
0622950,-5.5797
0623010,-5.9724
0623080,-5.7792
0623130,-6.0307
0623160,-5.9983
0623340,-5.9610
0623430,-5.9282
0623530,-5.6945
0623610,-5.9175
0623800,-5.7947
0623940,-5.9397
0623970,-5.9041
0624000,-5.7098
0624030,-5.8734
0624090,-6.0589
0624180,-5.8757
0624230,-6.0314
0624300,-5.7417
0624360,-5.8639
0624390,-5.9164
0624480,-6.0569
0624500,-5.9247
0624540,-5.8000
0624570,-5.9639
0624600,-5.9537
0624720,-5.7036
0624750,-5.8289
0624870,-5.5454
0624900,-5.7596
0625130,-5.8413
0625190,-5.9649
0625230,-5.8917
0625320,-5.8282
0625350,-6.0199
0625470,-5.9453
0625500,-5.6541
0625530,-6.0585
0625690,-5.7758
0625740,-5.5216
0625770,-6.0190
0625800,-5.9606
0625830,-5.9770
0625860,-5.8726
0625980,-5.9790
0626040,-5.8055
0626100,-5.8804
0626190,-5.7440
0626220,-5.9501
0626280,-5.8461
0626370,-6.0210
0626400,-5.8120
0626490,-5.7518
0626640,-5.8717
0626670,-5.7927
0626760,-5.7372
0626820,-5.7640
0626910,-6.0538
0627030,-5.9687
0627060,-5.8141
0627120,-5.8152
0627180,-5.8721
0627200,-5.8768
0627240,-5.7179
0627450,-5.7790
0627480,-5.8834
0627590,-6.0384
0627690,-5.9995
0627720,-5.8687
0627780,-5.9510
0627810,-6.0052
0627840,-5.7137
0627850,-5.7213
0627900,-5.8069
0627930,-5.7332
0628050,-6.0055
0628080,-5.9395
0628140,-5.8531
0628170,-6.0065
0628250,-6.0074
0628270,-5.8132
0628320,-5.7694
0628470,-5.9912
0628650,-5.7939
0628680,-6.0328
0628710,-5.9201
0628860,-5.7234
0628950,-5.7804
0629100,-5.8220
0629220,-6.0333
0629270,-5.8736
0629280,-5.9132
0629370,-5.8636
0629400,-5.9508
0629430,-5.6352
0629490,-5.9034
0629540,-5.7360
0629550,-5.9562
0629580,-6.0003
0629610,-5.7261
0629640,-5.8917
0629670,-5.9015
0629700,-5.7682
0629820,-5.7956
0629850,-5.9478
0629910,-6.2425
0629940,-5.9781
0630030,-6.0787
0630180,-6.0159
0630210,-6.0938
0630230,-5.7936
0630250,-5.8035
0630330,-5.8367
0630360,-5.9433
0630450,-5.7991
0630480,-5.7714
0630510,-5.7230
0630600,-6.0018
0630630,-5.9178
0630660,-5.7445
0630720,-5.7902
0630780,-5.9365
0630840,-5.7609
0630930,-5.7605
0630960,-6.0655
0630990,-5.7895
0631050,-6.0907
0631170,-5.9594
0631180,-5.8534
0631290,-5.8808
0631320,-5.9275
0631470,-5.7279
0631530,-5.7198
0631680,-5.9656
0631710,-5.6989
0631740,-5.8463
0631860,-5.9222
0631980,-5.6653
0632040,-5.6599
0632070,-5.8225
0632130,-6.0154
0632160,-5.5582
0632270,-5.9991
0632310,-5.7001
0632370,-6.0007
0632430,-6.1598
0632550,-5.9601
0632610,-5.8299
0632640,-5.7680
0632710,-5.8953
0632760,-5.9234
0632880,-5.7855
0633110,-5.9988
0633150,-5.8427
0633240,-6.0180
0633270,-6.4508
0633330,-5.9881
0633390,-6.0392
0633480,-5.8241
0633510,-5.6947
0633570,-6.0327
0633600,-5.7716
0633660,-5.7701
0633750,-5.9272
0633840,-5.9781
0633860,-5.6856
0633900,-5.9292
0633930,-5.9160
0634170,-5.9022
0634230,-5.9494
0634290,-5.8113
0634320,-5.8560
0634410,-5.9409
0634425,-5.9091
0634440,-5.8212
0634590,-5.8729
0634620,-5.9649
0634680,-5.9134
0634710,-5.9489
0634740,-5.6187
0634800,-6.0588
0634860,-5.7011
0634880,-5.7918
0634920,-5.9552
0635010,-5.8081
0635040,-5.8006
0635070,-5.8621
0635090,-5.8083
0635130,-5.7366
0635220,-5.7367
0635250,-5.9115
0635310,-5.8514
0635360,-5.7891
0635370,-5.9134
0635430,-5.8645
0635590,-5.6648
0635600,-5.8991
0635700,-5.7652
0635730,-5.7654
0635790,-5.9543
0635810,-5.7832
0635830,-5.8189
0635880,-5.8879
0635910,-5.7924
0635970,-5.8143
0636030,-5.8503
0636180,-5.9757
0636210,-5.8054
0636270,-6.0062
0636360,-5.9144
0636600,-5.4628
0636670,-5.5717
0636800,-5.8982
0636805,-5.7239
0636820,-6.0729
0636840,-5.8626
0636970,-5.8715
0636990,-5.5039
0637050,-6.0308
0637110,-5.9532
0637140,-5.9482
0637200,-5.9074
0637230,-5.6965
0637290,-5.7564
0637320,-6.0319
0637350,-5.8156
0637380,-5.8950
0637500,-5.6646
0637530,-5.9375
0637560,-5.9000
0637590,-6.0091
0637620,-5.9573
0637710,-5.7935
0637770,-6.0599
0637830,-5.7267
0637890,-5.8994
0637950,-5.9420
0638010,-6.1128
0638130,-5.8505
0638220,-6.0793
0638250,-5.7876
0638340,-5.8536
0638430,-6.0419
0638460,-5.8875
0638550,-5.9066
0638640,-5.8400
0638670,-5.8846
0638700,-6.1161
0638770,-6.0018
0638880,-5.8616
0638980,-5.7614
0639000,-5.7485
0639060,-6.0759
0639180,-5.8588
0639300,-6.3016
0639420,-5.8121
0639630,-5.8899
0639870,-6.0347
0639940,-5.9447
0640150,-5.8771
0640230,-5.8706
0640300,-6.0074
0640320,-5.7972
0640380,-5.9835
0640470,-6.0279
0640590,-5.8435
0640650,-5.9408
0640680,-6.0147
0640740,-6.0890
0640980,-5.8585
0641040,-5.9456
0641130,-6.0359
0641160,-5.9713
0641190,-5.7823
0641250,-5.8388
0641280,-5.7356
0641400,-6.0553
0641460,-6.2240
0641580,-6.0470
0641610,-5.5139
0641790,-5.7365
0641880,-5.8058
0642000,-5.8651
0642060,-6.1129
0642120,-5.8364
0642140,-5.7600
0642150,-5.9435
0642180,-5.6542
0642330,-5.7519
0642450,-5.8852
0642510,-5.7701
0642540,-5.9583
0642560,-5.8617
0642710,-5.9093
0642810,-5.9471
0642930,-6.1409
0642960,-5.8693
0642990,-5.6433
0643020,-6.0967
0643080,-5.9199
0643140,-5.8650
0643170,-5.9400
0643200,-5.6693
0643380,-5.8826
0643470,-5.8582
0643560,-6.0079
0684500,-5.8206
0691005,-6.1105
0691007,-5.8759
0691012,-6.1535
0691021,-5.8891
0691024,-6.2132
0691026,-6.0386
0691027,-5.9540
0691029,-6.0410
0691030,-5.8229
0691031,-5.9283
0691035,-6.0431
0691041,-5.8762
0691045,-5.7782
0691047,-5.8346
0691078,-5.9358
0691134,-6.0196
0691135,-5.9367
0691136,-5.9215
0691137,-5.9964
0800016,-6.2381
0800017,-6.2433
0801920,-5.8412
0801950,-5.8841
0802070,-5.9072
0802190,-5.9197
0802280,-5.9289
0802310,-5.7268
0802340,-5.9501
0802370,-5.9344
0802400,-5.8037
0802430,-6.2344
0802490,-5.7574
0802580,-5.9359
0802610,-5.9759
0802640,-5.8144
0802670,-6.0110
0802730,-5.9587
0802790,-6.1089
0802850,-5.8357
0802910,-5.9077
0802940,-5.7617
0803000,-5.7910
0803060,-5.8769
0803090,-5.8464
0803300,-6.0911
0803330,-5.9391
0803360,-6.0335
0803390,-6.3866
0803450,-5.8364
0803480,-5.8882
0803540,-5.8869
0803600,-5.8107
0803720,-5.8987
0803750,-5.7985
0803780,-5.9348
0803810,-5.8341
0803840,-5.8743
0803870,-5.9445
0803960,-5.9276
0803990,-5.8912
0804020,-5.9380
0804050,-5.6957
0804080,-5.8139
0804200,-5.7443
0804260,-5.6935
0804320,-5.8151
0804350,-5.8446
0804380,-5.7885
0804410,-5.8560
0804470,-5.9495
0804530,-5.9492
0804710,-5.9007
0804770,-6.1622
0804800,-5.8832
0804830,-5.8287
0804920,-6.0782
0804950,-5.8213
0805100,-5.8249
0805130,-5.7236
0805190,-5.8145
0805220,-6.1344
0805310,-5.7853
0805370,-5.8773
0805400,-5.8752
0805490,-5.7731
0805550,-5.8920
0805610,-6.0325
0805730,-5.8997
0805760,-5.8311
0805790,-5.8146
0805820,-5.6400
0806060,-5.8564
0806120,-5.7181
0806150,-5.9016
0806180,-6.2167
0806240,-5.8985
0806270,-5.8391
0806330,-6.2320
0806480,-5.9751
0806540,-5.9836
0806660,-5.8867
0806690,-6.0411
0806750,-5.6958
0806810,-5.8445
0806870,-5.7556
0806900,-5.8339
0806960,-6.0915
0807080,-5.7773
0807230,-5.7728
0807290,-5.8410
0807350,-5.9489
0807380,-5.8847
0900030,-5.9259
0900060,-5.9230
0900070,-5.8910
0900090,-6.1253
0900120,-5.6816
0900150,-5.7733
0900210,-5.6688
0900214,-6.0427
0900240,-6.1304
0900270,-5.8555
0900330,-5.9519
0900360,-6.0657
0900420,-5.8813
0900450,-5.9507
0900510,-5.8498
0900540,-5.8214
0900570,-5.8040
0900660,-6.0040
0900690,-5.6497
0900700,-5.7283
0900720,-5.6641
0900750,-5.7744
0900810,-5.9054
0900840,-5.6593
0900900,-5.8765
0900910,-5.6906
0900960,-5.9395
0900990,-5.8369
0901020,-5.7244
0901050,-5.6158
0901080,-6.0566
0901110,-5.8848
0901170,-6.0011
0901200,-5.4087
0901230,-5.9709
0901260,-5.8759
0901290,-5.8050
0901320,-5.6245
0901350,-5.5867
0901410,-5.7157
0901440,-5.7592
0901470,-5.6547
0901500,-5.8279
0901530,-5.7053
0901560,-5.6037
0901620,-5.7917
0901680,-5.8632
0901710,-5.5778
0901740,-5.8567
0901770,-5.8838
0901800,-5.6099
0901860,-5.8789
0901920,-5.8628
0902010,-5.7985
0902070,-5.7977
0902130,-5.9517
0902160,-5.8659
0902190,-5.7165
0902220,-5.6647
0902280,-5.5368
0902310,-5.8637
0902340,-5.7257
0902370,-5.9961
0902400,-5.8727
0902490,-5.7937
0902520,-5.7691
0902550,-5.7626
0902580,-5.8853
0902640,-5.8697
0902670,-5.8082
0902700,-5.6054
0902730,-5.6730
0902760,-5.8723
0902790,-5.9145
0902820,-5.9683
0902850,-5.6256
0902880,-5.5327
0902910,-5.5854
0902970,-6.0895
0903030,-5.7117
0903060,-5.6497
0903090,-5.7118
0903120,-5.7623
0903180,-5.5076
0903210,-5.7085
0903240,-5.6218
0903270,-5.7881
0903300,-5.6123
0903330,-5.7618
0903360,-5.7264
0903390,-5.8718
0903420,-5.8707
0903450,-5.5929
0903480,-5.8236
0903510,-5.7295
0903515,-5.8066
0903520,-5.8528
0903530,-5.7391
0903535,-5.9143
0903536,-5.8847
0903537,-5.6311
0903538,-5.8737
0903539,-5.5932
0903540,-5.8909
0903810,-5.6357
0903840,-5.6858
0903900,-5.6710
0903930,-6.0841
0903990,-5.7588
0904050,-5.6275
0904080,-5.7483
0904110,-5.8619
0904140,-5.7332
0904170,-5.5358
0904230,-5.6848
0904290,-5.7731
0904320,-5.7321
0904350,-5.9221
0904380,-6.0948
0904440,-5.8246
0904470,-5.6562
0904500,-6.0375
0904530,-5.6195
0904560,-5.6503
0904590,-5.7141
0904620,-5.7402
0904680,-5.7396
0904740,-5.7058
0904830,-5.8603
0904860,-5.8883
0904890,-5.8428
0904920,-5.8220
0904950,-5.8700
0904980,-5.5941
0905010,-5.6587
0905040,-5.6183
0905070,-5.8839
0905100,-5.9511
0905130,-5.4838
