id,h_coh
2715030,-0.0434
2717780,0.0524
2718780,0.0926
2720550,0.2010
2721240,0.0479
2721420,0.0446
2722950,0.0091
2723850,0.0200
2723880,0.0309
2725200,0.0608
2728050,-0.0065
2731750,0.1185
2731780,-0.0101
2731800,-0.1100
2732390,0.0027
2732430,-0.0038
2733000,0.0939
2733270,0.0063
2733330,-0.1119
2733510,0.0247
2733600,0.1917
2733780,-0.0209
2733810,0.0388
2733840,-0.1192
2742160,-0.0751
2742270,-0.0241
2742360,0.0489
2742720,0.1844
2744160,0.0752
2801320,0.0584
2801470,0.0124
2801770,-0.0608
2802280,-0.0222
2802400,0.0084
2803480,0.1508
2803520,0.0563
2803830,0.0323
2901000,-0.0726
2904620,-0.0533
2905310,0.0786
2905760,-0.0400
2907460,0.0170
2908370,0.1357
2912290,0.0214
2913140,0.0092
2913830,0.0220
2914340,0.0084
2915480,-0.0562
2916190,-0.0694
2916350,-0.1223
2916400,0.0264
2918300,-0.0284
2918540,-0.0584
2920410,0.0611
2920610,-0.0238
2920670,-0.0334
2920940,0.0689
2921120,-0.0076
2921810,-0.0462
2922800,0.0823
2923550,0.0055
2923580,0.1151
2923700,0.0373
2926070,-0.0521
2926640,0.0217
2926850,0.0122
2927060,-0.0659
2927830,0.1012
2927870,-0.1921
2928860,-0.0578
2928920,0.0842
2928950,0.1047
2929280,0.0416
2931440,0.0167
2931500,-0.0440
2931650,0.0347
3003870,-0.0663
3013040,-0.0169
3100016,0.0306
3100022,0.1153
3100095,0.2181
3100098,0.0012
3102910,0.0661
3103810,0.1543
3105340,0.1449
3170710,0.0003
3171580,0.1298
3172390,0.0366
3172810,0.1487
3172840,0.0537
3173230,0.0144
3173740,-0.0811
3174430,0.1527
3174820,0.1271
3175270,0.1073
3175900,0.0381
3176450,0.2428
3176470,0.1205
3176860,0.2287
3178660,0.1116
3200030,0.0451
3200060,0.0400
3200090,0.0626
3200120,0.0388
3200210,-0.0034
3200240,-0.0041
3200300,0.0501
3200360,-0.0511
3200390,0.0162
3200480,0.0929
3304590,0.0580
3304980,0.0203
3400930,-0.0031
3400960,-0.0311
3401260,-0.0402
3401350,-0.0177
3401410,-0.0181
3401500,0.0560
3401560,-0.0621
3401830,0.0038
3401920,0.1376
3402100,-0.0546
3402220,0.0903
3402250,-0.0342
3402280,0.0568
3402400,-0.0382
3402460,0.0116
3402640,0.1138
3402820,0.0458
3403000,-0.0370
3403270,0.0186
3403300,0.1004
3403900,0.0143
3403930,0.0672
3403990,0.1062
3404020,0.1119
3404110,0.1001
3404200,0.0663
3404230,-0.1174
3404290,0.0964
3404320,0.0584
3404410,0.0587
3404500,-0.0095
3404530,-0.0257
3404560,0.0045
3404590,0.0372
3404660,0.0083
3404740,0.1186
3404920,0.1144
3404980,0.1832
3405070,-0.0739
3405190,0.0238
3405310,0.0889
3405490,0.0870
3405580,0.1478
3405640,-0.0150
3405730,0.0906
3405760,0.0505
3406030,-0.0621
3406240,0.1584
3406270,-0.0143
3406300,0.0627
3406450,-0.0140
3406510,0.0174
3406540,0.0260
3406570,0.1040
3406870,0.0611
3406930,0.0193
3406990,0.1011
3407230,0.1056
3407290,0.0440
3407350,0.0744
3407560,0.0495
3407680,-0.0227
3407740,-0.0119
3407770,-0.0300
3407830,0.0956
3407890,-0.0154
3407920,-0.1214
3408220,-0.0807
3408400,0.0433
3408520,0.1423
3408610,0.0689
3408640,-0.1175
3408760,0.0509
3408850,0.0474
3408940,-0.0708
3409210,0.0234
3409270,0.0700
3409390,0.1085
3409450,0.0704
3409630,0.0244
3409660,-0.0536
3409750,0.0639
3409810,0.1692
3410050,0.0645
3410110,0.1281
3410320,0.0496
3410470,0.0064
3410500,0.0609
3410560,-0.0244
3410810,0.0637
3410950,0.1159
3410980,0.1231
3411160,0.0744
3411220,0.0504
3411280,0.1201
3411340,-0.0143
3411430,-0.1230
3411460,-0.0398
3411490,-0.0486
3411640,-0.0139
3411880,0.0263
3412060,0.0802
3412270,-0.0609
3412360,-0.0853
3412420,0.1207
3412480,0.1030
3412540,0.0723
3412690,0.0652
3412810,0.0213
3412840,0.0201
3412870,0.0341
3412930,-0.0072
3412960,0.0686
3413050,0.0003
3413140,0.0697
3413200,-0.0099
3413410,0.1296
3413470,-0.0456
3413530,0.0745
3413650,0.0349
3413680,0.0693
3413740,0.0252
3413770,0.0600
3413800,-0.2685
3413830,0.1778
3414130,0.0330
3414280,0.1301
3414310,-0.0380
3414340,0.0307
3414460,0.1179
3414490,0.0447
3414640,0.0175
3414670,0.1026
3414850,-0.0145
3415090,-0.0016
3415180,0.0168
3415210,-0.0020
3415330,0.1232
3415360,0.0415
3415390,0.0571
3415630,0.0806
3415900,0.1086
3416080,0.0664
3416200,-0.0387
3416230,-0.0435
3416260,0.0528
3416290,0.0551
3416380,-0.0552
3416470,-0.0990
3416500,0.1110
3416680,0.0448
3416710,0.0484
3416800,0.0289
3417280,0.1042
3417310,-0.0069
3417580,-0.0059
3417610,0.1412
3417640,0.0085
3417700,-0.0191
3417820,0.1557
3417880,0.0983
3417940,-0.0973
3418000,0.0049
3418060,0.1349
3418120,-0.1385
3418270,0.0552
3500010,-0.0277
3500030,-0.0425
3500060,-0.0085
3500120,0.0216
3500150,-0.0956
3500180,-0.0419
3500210,-0.0100
3500240,-0.0774
3500300,-0.0558
3500420,-0.0637
3500570,0.0096
3500600,-0.1424
3500690,0.0353
3500750,0.0579
3500900,0.0065
3500930,-0.0832
3500960,-0.0352
3500990,0.0642
3501080,0.1091
3501110,-0.0157
3501170,0.0480
3501200,0.0232
3501230,0.1394
3501260,0.0384
3501500,0.0219
3501530,-0.0659
3501560,0.0176
3501620,0.1051
3501650,0.0095
3501680,0.0803
3501710,-0.0006
3501740,0.0399
3501860,-0.0309
3501890,0.0344
3501980,0.0084
3502010,0.2345
3502040,-0.0028
3502070,0.0340
3502100,0.0698
3502160,0.0056
3502190,-0.0292
3502250,-0.0663
3502310,-0.0969
3502370,0.0610
3502400,0.0665
3502430,0.0010
3502460,-0.0060
3502520,-0.0116
3502610,0.0898
3502640,-0.0072
3502670,0.0790
3600008,0.0600
3602460,-0.0648
3602940,-0.0710
3602970,-0.0149
3603270,-0.1217
3603840,-0.0424
3604080,-0.0508
3604140,-0.0033
3604870,-0.0406
3605280,-0.0050
3605310,0.0244
3605850,-0.0268
3606570,-0.0242
3606870,-0.0689
3608160,0.0427
3608310,-0.0486
3608430,0.0827
3608880,0.0271
3609420,-0.0016
3609660,-0.0755
3609690,-0.0236
3609840,-0.0630
3610500,-0.1215
3610620,0.0437
3610650,-0.0055
3610950,0.0368
3611460,0.0452
3611550,-0.1703
3612180,-0.1741
3612330,0.1481
3612510,0.0139
3612630,0.0363
3612720,0.1150
3613290,0.1341
3613530,0.0048
3613740,0.0056
3614010,-0.0366
3614130,-0.1392
3614190,0.1091
3614340,0.0959
3615090,-0.0128
3615300,0.0411
3615540,-0.0421
3615630,-0.0735
3615780,0.0215
3616230,-0.0986
3616290,-0.0693
3616620,0.0420
3616830,-0.0560
3617160,-0.0146
3617380,0.0030
3617730,0.0155
3618120,0.1311
3618240,0.0939
3618690,-0.0091
3619200,0.0724
3619230,-0.0052
3619320,0.0370
3619500,-0.1362
3619560,-0.0598
3619650,0.0914
3619680,-0.0299
3619740,-0.0807
3619950,-0.0372
3620100,-0.2068
3620340,0.0908
3620400,0.0241
3620490,-0.0877
3620580,0.0656
3620700,0.0071
3620910,0.0250
3621570,-0.0729
3622020,0.0242
3622470,-0.0129
3622650,-0.1052
3623010,-0.0278
3623460,-0.1574
3623580,-0.0016
3623760,-0.0670
3624690,-0.0572
3624750,-0.1596
3624990,-0.1133
3625350,-0.0770
3626010,-0.0723
3627300,0.0164
3627810,-0.0297
3628320,0.0854
3628590,-0.0569
3628650,0.0955
3628950,-0.0257
3629280,0.0870
3629370,-0.1051
3629430,-0.0117
3629460,-0.0127
3629490,-0.0781
3629790,-0.0817
3629880,0.0066
3629970,0.0022
3630030,-0.0422
3630540,-0.0416
3630660,-0.1284
3630960,-0.1287
3631260,0.0216
3631920,-0.0365
3700011,0.0568
3700012,0.0952
3700030,0.0289
3700090,0.0052
3700240,0.1259
3700330,0.0380
3700390,0.0175
3700420,0.0328
3700450,0.0648
3700480,-0.0270
3700530,0.0511
3700580,-0.0069
3700630,0.0358
3700690,-0.0157
3700720,-0.0490
3700750,0.0550
3700900,0.0311
3700930,0.0726
3700960,0.0663
3701110,0.0418
3701140,0.0240
3701170,0.0668
3701200,-0.0281
3701260,0.0691
3701320,0.0408
3701500,0.0040
3701530,0.0754
3701620,0.0112
3701800,0.0015
3701830,0.0556
3701920,0.0036
3702010,0.0929
3702040,0.0858
3702100,0.1102
3702190,0.0362
3702250,0.0876
3702310,-0.0154
3702340,-0.0177
3702370,-0.0224
3702430,-0.0481
3702560,0.0135
3702610,-0.0025
3702640,0.0016
3702680,0.0943
3702760,0.1655
3702940,-0.0159
3702970,0.0476
3703060,0.0614
3703090,0.0394
3703120,0.0701
3703210,0.0034
3703270,-0.0594
3703310,0.0562
3703330,0.0568
3703360,-0.0295
3703450,-0.0042
3703480,0.0296
3703540,0.0050
3703570,-0.0093
3703630,0.0511
3703780,0.0898
3703870,0.1478
3703930,-0.0084
3703990,0.0897
3704050,0.0146
3704080,0.0994
3704140,0.1323
3704320,0.0732
3704380,-0.0579
3704410,0.0168
3704500,0.1679
3704620,0.0779
3704650,0.1929
3704720,0.0788
3704830,0.1160
3704880,-0.0057
3704950,0.0657
3705020,0.0050
3705040,0.1165
3806780,0.0396
3808130,0.0775
3904348,0.0282
3904351,0.0395
3904360,-0.1218
3904375,-0.0567
3904378,-0.0069
3904380,0.0081
3904384,0.0842
3904386,0.0305
3904394,0.0032
3904401,-0.0076
3904410,0.0062
3904419,0.1099
3904421,-0.0671
3904426,0.0784
3904440,-0.0758
3904456,0.0456
3904460,0.1324
3904463,0.0672
3904467,-0.0259
3904480,0.0723
3904490,-0.0532
3904504,-0.0236
3904507,0.0082
3904509,-0.0312
3904513,0.0801
3904516,0.1056
3904519,0.0549
3904610,-0.0244
3904611,0.0854
3904624,0.0658
3904676,0.1473
3904689,0.0105
3904697,0.0288
3904701,0.0700
3904702,0.1101
3904813,0.0162
3904823,-0.0143
3904875,0.0091
3905045,-0.0821
3910000,0.1402
3910015,-0.0010
4002850,0.1249
4003180,-0.0366
4003630,0.0790
4004500,0.1788
4005490,0.0001
4007740,0.0580
4008070,0.0539
4009060,0.1474
4010290,0.1259
4010350,0.0101
4010590,0.1175
4010650,0.2180
4010740,0.0416
4010920,0.0423
4012150,0.1620
4013560,0.1806
4013590,0.0678
4014160,0.1058
4014340,0.1263
4015090,0.0857
4015720,0.0830
4017250,0.0299
4018700,0.1480
4018990,0.1544
4019950,-0.0542
4020250,0.0887
4020970,0.1363
4021000,0.1547
4021720,0.0144
4022770,0.0552
4023280,0.1807
4024690,0.0167
4024870,0.1184
4025230,0.1957
4025290,0.1174
4026880,-0.0379
4027570,-0.0015
4028680,0.1590
4029380,0.1114
4030240,0.0041
4030600,0.0115
4032370,0.0344
4033180,0.0125
4033480,0.0231
4100009,0.0527
4100015,0.0433
4100020,0.1670
4100023,0.0640
4100048,0.0966
4101120,0.0710
4101920,0.0521
4101980,0.1064
4102040,0.0307
4102640,0.0636
4102780,-0.0686
4102800,0.0373
4102840,0.0498
4102940,0.0012
4103480,0.0570
4103660,0.0665
4103720,0.1122
4103940,0.0889
4103990,0.0519
4104500,0.0935
4105160,0.0163
4105610,0.0128
4105910,0.0522
4106000,0.0104
4106300,0.1093
4106510,0.0648
4106740,0.0755
4106900,0.0668
4107020,0.1041
4107080,0.1028
4107230,0.0659
4107380,-0.0077
4107500,0.0276
4108010,0.1309
4108040,0.1070
4108160,-0.0450
4108310,0.0652
4108520,0.0223
4108550,0.0502
4108720,0.0203
4108830,-0.0104
4108880,0.0095
4109000,-0.1207
4109270,0.0921
4109330,0.0285
4109480,0.0549
4109510,0.0095
4109630,0.0967
4110040,0.0299
4110350,0.0277
4110520,-0.0056
4110710,-0.0597
4110820,-0.0094
4110890,0.1053
4111100,0.0235
4111290,0.1159
4111450,0.0445
4111670,-0.0005
4111720,0.1212
4111790,0.0490
4112240,0.0688
4112320,-0.0739
4112600,-0.0242
4113170,0.0968
4113530,-0.0728
4202040,0.0971
4202280,-0.0141
4202790,0.0415
4203330,0.0577
4203450,0.0935
4203570,0.0035
4204200,0.0949
4204230,0.0397
4205010,0.0067
4205160,0.1096
4205190,-0.0587
4205310,0.0319
4205400,0.0871
4205490,0.0196
4205550,0.0782
4205860,-0.1593
4206240,-0.0234
4206360,0.0012
4206480,0.0972
4206550,0.1810
4206840,0.0527
4207230,0.0442
4207530,-0.1077
4207650,0.0198
4207710,0.2008
4208550,0.0471
4208670,0.0845
4208850,-0.0361
4209270,0.0595
4209300,-0.0743
4209480,0.0660
4210710,0.0316
4210860,-0.0004
4211450,0.1053
4211580,0.0757
4211700,-0.1450
4211790,0.0624
4212690,0.1213
4213140,0.0567
4213440,0.0250
4214580,0.1036
4216200,0.0183
4216410,0.0199
4216980,0.0301
4217280,-0.0334
4217370,-0.0311
4218030,0.0196
4218300,-0.0011
4218510,0.1000
4218630,-0.0042
4218840,0.0381
4218990,-0.0620
4219050,-0.0487
4219170,-0.0161
4219290,0.0489
4219500,-0.0632
4219680,-0.0694
4219890,0.0109
4220040,-0.1429
4221090,-0.0813
4221490,0.0784
4221870,-0.0118
4222860,0.0090
4224300,-0.0680
4224320,-0.0946
4224480,-0.0686
4225290,0.1453
4225830,0.1488
4225950,-0.0172
4225980,0.0223
4226250,0.0299
4226300,-0.0368
4226550,-0.0927
4226580,0.0359
4226760,0.0187
4226820,-0.0594
4400005,-0.0566
4400120,0.0616
4400240,0.0167
4400270,0.1876
4400330,0.0042
4400540,0.1391
4400720,0.0518
4400780,0.0426
4400840,0.0593
4400900,0.0279
4401110,-0.0261
4401140,0.0425
4401200,0.0050
4500720,-0.0396
4500780,-0.0453
4500900,-0.1208
4501110,0.0802
4501170,-0.0123
4501440,-0.0067
4501500,0.0795
4501560,0.0511
4502010,0.0718
4502130,-0.0308
4502280,-0.0266
4502310,0.0697
4502340,0.0342
4502490,0.0780
4502520,-0.0636
4502550,0.0144
4502580,0.0038
4502610,0.0066
4502700,0.0319
4502730,-0.0075
4502820,0.0850
4503030,0.0545
4503060,0.0329
4503330,-0.0215
4503360,-0.0098
4503390,0.0151
4503460,-0.1126
4503480,-0.1032
4503510,-0.0117
4503600,0.0064
4503630,0.0009
4503660,-0.0139
4503720,-0.1008
4503810,-0.0139
4503870,-0.0010
4503900,0.0676
4659820,-0.0092
4666270,-0.0228
4700001,0.1985
4700180,0.1690
4700300,0.1333
4700330,0.0524
4700690,0.0360
4701020,-0.0203
4701260,0.1995
4701590,0.1075
4702100,0.1189
4702130,0.2498
4702220,0.0593
4702370,0.1301
4702400,0.1110
4702520,0.1433
4702580,0.1808
4702670,0.1478
4702760,0.0299
4702940,0.1492
4703030,0.1679
4703150,0.1842
4703180,0.1947
4703480,0.0289
4703600,0.1836
4703690,0.1513
4703780,0.0341
4703810,0.1740
4704020,0.2051
4704350,0.1712
4704530,0.2418
4704550,0.2093
4800001,0.0201
4800008,0.1124
4800009,0.0872
4800010,-0.0053
4800011,-0.0141
4807350,0.0071
4807410,0.0379
4807440,-0.0065
4807530,0.1302
4807590,0.0189
4807710,-0.0676
4807780,0.1056
4807800,0.0217
4807830,-0.0212
4807890,0.0886
4807950,-0.0016
4808090,-0.0104
4808130,0.0692
4808190,0.0324
4808280,-0.0744
4808310,-0.0407
4808340,-0.0674
4808400,-0.0087
4808430,0.1358
4808550,-0.0013
4808580,0.0465
4808700,0.0591
4808870,0.0237
4808910,0.0027
4808940,0.0760
4809200,0.0800
4809300,-0.0397
4809360,0.0345
4809410,0.1610
4809450,0.0662
4809570,0.0134
4809630,-0.0073
4809670,-0.1024
4809720,-0.0121
4809810,-0.0491
4809860,0.0939
4809870,-0.0135
4810200,-0.0083
4810230,0.1054
4810260,0.0445
4810320,0.0566
4810500,-0.1902
4810710,0.0556
4810780,0.0075
4810800,-0.0419
4810890,0.0804
4810950,-0.0321
4811070,0.1098
4811110,0.0461
4811190,-0.0742
4811220,0.0736
4811280,0.0035
4811310,0.0260
4811340,0.0641
4811580,0.0406
4811610,0.0079
4811640,-0.0706
4811680,0.0704
4811700,-0.0424
4811790,0.0520
4811990,0.0981
4812120,0.0154
4812180,0.0751
4812220,0.0190
4812420,0.0214
4812460,0.0741
4812480,-0.0006
4812640,0.0274
4812700,0.1122
4812780,0.0709
4812810,0.0589
4812870,0.0461
4812990,-0.0743
4813020,0.1454
4813050,0.0152
4813110,0.1703
4813170,0.0246
4813230,-0.0148
4813290,0.0929
4813320,-0.0778
4813350,0.0067
4813590,0.0141
4813650,0.0089
4813680,-0.0338
4813710,0.1948
4813860,0.1056
4813960,0.0041
4814280,0.0135
4814310,0.0547
4814370,0.1731
4814400,0.1774
4814430,0.0488
4814490,0.0166
4814640,0.0135
4814670,-0.0430
4814700,0.0865
4814730,0.0518
4814760,0.0252
4814790,0.0900
4814820,0.0241
4814850,-0.0628
4814880,-0.0456
4814970,0.0256
4815000,0.0977
4815180,0.0480
4815210,-0.0903
4815240,0.0207
4815270,-0.0100
4815300,-0.0363
4815330,-0.0648
4815400,0.1089
4815510,-0.0082
4815540,-0.0228
4815690,-0.0632
4815720,0.0691
4815750,0.0848
4815910,0.0452
4815930,-0.0132
4815960,0.0551
4815990,0.0486
4816110,0.0911
4816200,0.0273
4816230,0.0153
4816410,0.0526
4816500,0.0392
4816530,0.0067
4816620,0.0293
4816710,0.0267
4816740,0.0387
4816770,0.0141
4816860,-0.0782
4816950,0.0672
4817040,-0.0044
4817070,0.0314
4817100,-0.0216
4817160,0.0234
4817390,0.0398
4817550,0.0831
4817580,0.2652
4817610,-0.0049
4817640,-0.0439
4817700,0.0277
4817730,0.0449
4817760,0.0634
4817790,-0.0534
4817830,0.1160
4817850,-0.0384
4817880,0.0017
4817960,0.1017
4818000,-0.0966
4818060,0.0361
4818150,0.0480
4818180,0.0735
4818210,0.0987
4818280,-0.0458
4818300,0.0411
4818360,0.0490
4818540,0.0988
4818810,0.1106
4818900,0.0958
4818940,0.0985
4819080,0.0933
4819110,0.0827
4819170,0.0414
4819280,0.0451
4819320,-0.0792
4819350,0.0712
4819380,0.0879
4819440,0.0744
4819560,0.0251
4819650,0.0898
4819700,0.0489
4819820,0.0110
4819830,-0.0043
4819840,0.0752
4819950,0.0483
4819980,0.0725
4820010,0.0371
4820130,0.1780
4820160,0.1271
4820190,0.0450
4820220,0.0401
4820250,0.0002
4820280,0.0324
4820310,-0.0644
4820340,-0.0142
4820500,0.0020
4820550,0.1246
4820600,-0.0442
4820640,0.0271
4820700,0.0638
4820850,0.0188
4820960,0.0483
4821030,0.0081
4821060,0.0260
4821150,-0.0095
4821360,0.0545
4821390,0.0029
4821420,0.0433
4821450,-0.0100
4821600,0.0655
4821660,-0.0233
4821720,0.0292
4821750,-0.0352
4821780,0.0395
4821810,-0.2053
4822050,0.0158
4822170,-0.0390
4822470,-0.0253
4822530,0.0247
4822710,0.0798
4822830,-0.0397
4822920,-0.1161
4822970,0.1298
4823010,0.1412
4823100,0.0693
4823250,0.0552
4823280,0.0150
4823310,0.1483
4823430,0.0880
4823640,0.0161
4823790,0.0327
4823820,-0.0036
4823910,0.0729
4824030,-0.1019
4824060,0.0580
4824100,0.1440
4824120,0.1217
4824150,0.0609
4824180,0.0921
4824210,0.0383
4824420,-0.0072
4824590,0.0392
4824600,0.0276
4824630,-0.0141
4824750,-0.0232
4824930,0.0292
4824960,-0.0146
4824990,0.0523
4825140,-0.1152
4825170,0.0991
4825200,-0.0318
4825230,-0.0371
4825260,0.0187
4825440,0.0151
4825500,0.0252
4825560,0.0258
4825590,-0.0026
4825620,-0.0200
4825660,0.0787
4825680,0.0498
4825740,0.0446
4825980,0.0238
4826040,0.0563
4826100,0.0624
4826130,0.0344
4826160,-0.0973
4826190,0.1076
4826250,0.0469
4826280,0.0602
4826310,0.1051
4826340,0.0326
4826400,0.0362
4826430,0.0563
4826470,0.0790
4826490,0.0373
4826580,0.0566
4826610,-0.0060
4826640,0.0624
4826670,0.1081
4826790,0.0915
4826850,-0.0195
4827030,-0.0071
4827240,0.0473
4827300,-0.0465
4827420,0.0029
4827450,0.1674
4827510,-0.0256
4827690,0.0483
4827720,-0.0054
4827750,0.0332
4827780,-0.0297
4827810,-0.0350
4827870,-0.0965
4827890,0.0219
4828110,0.0911
4828290,0.1139
4828380,0.0639
4828500,0.0293
4828550,-0.0236
4828590,0.0133
4828620,0.0565
4828650,-0.0316
4828680,0.0551
4828710,0.0017
4828740,-0.0137
4828890,0.0712
4828920,0.1030
4829010,0.0225
4829040,0.1045
4829100,0.1668
4829130,-0.0809
4829160,0.0151
4829400,-0.0589
4829670,0.0370
4829700,-0.0376
4829820,0.0624
4829850,0.0817
4830060,0.0679
4830250,0.0680
4830390,-0.0290
4830420,-0.0088
4830570,-0.0087
4830600,0.0238
4830640,0.0788
4830930,0.1366
4830950,0.0353
4831040,0.0339
4831170,-0.1046
4831230,-0.0152
4831260,0.0324
4831470,0.0873
4831760,-0.0237
4831770,0.1048
4831890,-0.0638
4831950,-0.0087
4832090,0.0129
4832130,-0.1838
4832160,0.1977
4832190,-0.0524
4832280,0.0750
4832310,0.0080
4832370,0.1003
4832400,-0.0801
4832430,-0.0021
4832610,0.0330
4832740,0.0565
4832940,0.0158
4833060,0.0320
4833120,0.0370
4833180,0.0499
4833360,0.0284
4833660,0.0901
4833720,-0.0743
4834020,0.0338
4834050,0.0813
4834110,0.0375
4834170,0.0271
4834290,0.1001
4834320,0.0366
4834440,0.0717
4834470,-0.0068
4834550,0.0324
4834650,0.0803
4834830,0.0671
4834860,0.0555
4834920,0.0271
4834980,0.0525
4835010,0.1613
4835040,-0.0301
4835070,0.0213
4835100,0.0440
4835190,-0.0401
4835250,0.0307
4835400,0.0383
4835430,0.0801
4835490,-0.0680
4835520,0.0034
4835550,0.0698
4835560,0.0861
4835760,0.0308
4835800,0.0284
4835850,0.0813
4835910,0.0066
4836000,0.1044
4836240,0.0032
4836390,-0.0254
4836540,0.0113
4836570,0.0005
4836660,0.0819
4836780,0.0974
4836930,0.0552
4836960,-0.0439
4836970,0.0625
4837020,-0.0554
4837140,-0.0678
4837170,0.0550
4837260,0.0123
4837410,0.0044
4837440,0.0976
4837590,0.0774
4837650,0.0879
4837740,0.1194
4837800,0.0179
4838080,0.0626
4838190,-0.0983
4838220,0.1052
4838310,-0.1501
4838430,0.0147
4838580,-0.0209
4838700,-0.0221
4838730,-0.0115
4838790,0.0214
4838820,0.0429
4838850,0.0739
4838900,-0.0149
4838970,-0.0014
4839030,0.3019
4839180,0.0408
4839270,-0.1006
4839330,0.0857
4839360,-0.0073
4839480,0.0619
4839510,0.0000
4839600,0.0353
4839630,0.0263
4839690,0.0093
4839750,-0.0374
4839870,0.1071
4839930,0.0607
4839990,0.0070
4840020,0.0243
4840080,0.0688
4840350,0.0373
4840410,0.0330
4840440,0.0176
4840550,0.0283
4840650,0.0047
4840680,0.0286
4840710,0.0588
4840740,0.0016
4840800,0.2086
4840920,-0.1332
4840950,0.0152
4841010,0.0253
4841070,0.0189
4841100,-0.0435
4841220,-0.0176
4841280,0.0925
4841350,0.1456
4841400,-0.0195
4841430,0.0039
4841520,0.0481
4841610,0.0708
4841670,-0.0132
4841820,0.0740
4841850,-0.0010
4841910,0.1143
4841970,0.0692
4842030,-0.0391
4842060,0.1031
4842090,0.0250
4842240,0.1219
4842280,0.0584
4842300,0.0117
4842330,0.0056
4842450,0.0457
4842480,0.0783
4842510,0.0813
4842690,-0.1269
4842810,0.1223
4842960,0.2424
4842990,-0.1458
4843260,-0.0316
4843290,-0.0042
4843320,-0.0736
4843350,0.0026
4843470,0.0098
4843650,0.1127
4843720,-0.0289
4843800,0.0911
4843920,0.0083
4844010,0.1254
4844110,0.0593
4844150,-0.0681
4844160,0.0615
4844280,-0.0080
4844430,0.1097
4844470,-0.0322
4844730,0.0741
4844800,-0.0425
4844810,-0.1940
4844960,-0.0106
4845120,0.0110
4845380,0.0515
4845540,0.0476
4845600,0.1287
4845780,-0.0202
4845900,0.0377
4845950,0.0113
4846260,-0.0148
4846500,0.0043
4846530,0.1238
4846620,0.0594
4846680,0.0518
4846710,0.0218
4899130,0.0771
4900030,0.1083
4900090,0.0947
4900120,0.0545
4900142,0.1041
4900150,0.0826
4900210,0.1273
4900240,-0.0177
4900330,0.1382
4900360,0.0136
4900390,-0.0045
4900420,0.1458
4900510,0.0119
4900540,0.0135
4900600,0.0834
4900630,0.0911
4900660,-0.0596
4900720,0.1968
4900750,0.0859
4900810,0.1149
4900870,0.1262
4900960,-0.0112
4901050,0.0913
4901080,0.0306
4901110,0.0535
4901140,0.1448
4901200,0.0970
5100060,0.0052
5100090,-0.0426
5100120,0.0344
5100270,0.1258
5100300,0.0214
5100780,0.0785
5100810,0.0194
5100840,0.0459
5101050,0.0381
5101110,-0.0102
5101260,-0.0092
5101320,-0.0098
5101440,0.0062
5101470,0.0235
5101510,0.1043
5101560,0.0637
5101800,0.0709
5101830,-0.0116
5101860,-0.0317
5101890,-0.0371
5101920,0.0555
5101980,0.0832
5102250,0.1063
5102360,0.1136
5102390,-0.0154
5102640,0.0347
5102670,0.0820
5102710,0.2075
5103000,0.0651
5103090,0.1014
5103130,0.0605
5103240,-0.0788
5103300,0.1356
5103330,0.0708
5103390,0.0321
5103510,-0.0367
5103640,0.0339
5103660,0.0741
5103710,0.0122
5103840,0.1301
5103870,0.0681
5103930,-0.0426
5104020,0.0022
5104050,0.0850
5104150,0.0498
5300003,0.0641
5300030,0.1060
5300240,0.0097
5300300,0.2074
5300380,0.1253
5300390,0.1731
5300420,0.2116
5300480,0.2019
5300690,-0.0238
5300780,0.1051
5300960,0.1331
5301080,0.1053
5301110,0.1613
5301140,0.0845
5301200,-0.0368
5301410,0.2610
5302310,0.0525
5302400,0.1989
5302610,0.0571
5302670,0.2041
5302700,0.0901
5302820,-0.0688
5302850,0.0769
5303150,0.2677
5303180,0.1425
5303510,0.1056
5303540,0.1895
5303750,0.0863
5303930,0.0915
5303960,0.1679
5304020,-0.0324
5304200,0.1933
5304230,0.1827
5304470,-0.0015
5304620,0.1991
5304650,0.0439
5304860,0.1243
5305220,-0.0420
5305370,-0.0174
5305400,0.1549
5305430,0.2102
5305730,0.0650
5305850,0.1141
5305910,0.1692
5306180,0.1258
5306480,0.1119
5306570,0.1601
5306900,0.0245
5306960,0.1181
5307080,0.1036
5307230,0.1720
5307320,0.1237
5307620,-0.0362
5307710,0.1315
5307740,0.1277
5307900,0.1159
5307920,0.1626
5308160,0.1560
5308250,0.0698
5308610,0.1831
5308670,0.1062
5308700,0.0660
5308970,0.0243
5309150,0.3153
5309270,0.1332
5309360,0.1137
5309450,0.0051
5309480,0.0323
5309510,0.2008
5309660,-0.0356
5309720,0.0788
5310110,0.0133
5310140,0.0694
5310170,0.0448
5400060,0.0269
5400570,0.0345
5500390,0.0349
5500420,0.1004
5500960,0.0728
5501050,0.0007
5501770,0.0925
5501890,0.1258
5503060,-0.0229
5503640,0.0533
5504050,0.0970
5504290,-0.0074
5504680,0.1182
5504740,0.1054
5504830,0.0761
5505820,-0.1087
5505940,0.0114
5507020,0.0585
5507050,0.0421
5507320,0.0196
5507620,0.1121
5508520,-0.0176
5508610,0.0759
5509030,0.0815
5509510,0.1769
5509600,0.0510
5510320,0.0791
5510830,0.0893
5511190,-0.0415
5512360,-0.1035
5513410,-0.0562
5513650,-0.0347
5514040,-0.0284
5514490,-0.0585
5514640,0.0960
5515330,0.0490
