id,wb_grd
1201800,0.0648
1201830,0.0267
1201860,0.0712
1201890,0.0705
1201920,0.0448
1201950,0.0425
1201980,0.1300
1202010,-0.0148
1202012,-0.0323
1300001,0.0487
1300060,0.0774
1300090,0.0273
1300120,0.2271
1300150,0.0751
1300210,-0.0107
1300290,0.0322
1300330,0.0145
1300360,0.0522
1300390,0.0836
1300420,0.0202
1300440,0.1081
1300540,0.0064
1300570,0.0231
1300600,0.0828
1300630,0.0943
1300660,0.0089
1300690,0.0065
1300750,0.1213
1300780,0.0555
1300810,0.0808
1300840,0.0397
1300870,0.1110
1300900,0.1007
1300930,0.0220
1300990,0.1155
1301020,0.0998
1301080,0.0130
1301110,0.0193
1301170,0.1589
1301230,-0.0167
1301260,0.0370
1301290,0.1253
1301350,0.0698
1301380,0.0132
1301410,0.0543
1301470,0.0698
1301500,0.0072
1301530,0.0379
1301560,0.0669
1301620,0.1178
1301680,0.0752
1301710,0.1114
1301740,0.1234
1301770,0.0374
1301830,0.1125
1301860,-0.0002
1301890,0.0695
1301920,0.0320
1301980,0.0753
1302010,0.0655
1302040,-0.0071
1302070,0.0538
1302130,0.0650
1302190,0.0466
1302220,0.0421
1302250,-0.0010
1302280,0.1920
1302310,0.0881
1302400,0.0532
1302460,0.0599
1302490,0.2016
1302520,0.0634
1302550,0.1049
1302610,0.0868
1302700,-0.0013
1302730,0.0315
1302820,0.0619
1302880,0.0614
1302910,0.0869
1302940,0.0205
1302970,-0.0430
1303000,0.0596
1303030,0.0527
1303060,-0.0203
1303090,0.0184
1303120,0.0715
1303150,-0.0235
1303210,0.0574
1303240,0.0767
1303270,0.0561
1303300,0.0328
1303330,0.0565
1303360,0.0225
1303390,0.0216
1303480,0.0509
1303510,0.0758
1303540,0.0093
1303570,0.0910
1303600,0.0429
1303630,0.0241
1303660,0.0379
1303690,-0.0561
1303720,0.0962
1303750,0.0529
1303780,0.0775
1303870,0.1276
1303930,-0.0136
1303960,0.0462
1303990,0.0013
1304020,-0.0048
1304050,0.1064
1304080,0.0658
1304140,0.0003
1304170,0.0096
1304200,0.0554
1304220,0.0236
1304260,0.0181
1304380,0.1050
1304410,0.0054
1304440,0.1744
1304500,0.0972
1304530,0.0506
1304540,0.0617
1304560,0.0528
1304620,-0.0437
1304770,0.1142
1304800,0.0578
1304830,0.0488
1304890,-0.0043
1304950,0.1614
1304980,0.1129
1305040,0.0057
1305100,0.0167
1305190,0.0043
1305220,0.0668
1305280,0.0047
1305310,0.1029
1305340,0.0015
1305370,0.0378
1305390,0.0258
1305430,0.0405
1305490,0.0564
1305550,0.0156
1305640,0.0809
1305730,0.0578
1305760,0.0756
1305790,-0.0516
1305850,-0.0095
1500030,-0.0663
1600360,0.1752
1602100,0.0339
1700010,-0.0382
1703480,0.0079
1703600,0.0062
1704680,0.0362
1704710,-0.0116
1704920,0.0296
1705580,-0.0108
1705610,-0.0108
1705790,0.0435
1706060,0.0382
1706480,0.0411
1706510,-0.0244
1706750,-0.0060
1707170,-0.0262
1708040,0.0036
1708340,0.0204
1708550,-0.0545
1709270,0.0012
1709420,0.0499
1709930,0.0323
1710200,-0.0155
1710470,0.0530
1710650,0.0262
1711250,-0.0230
1711790,0.0233
1711850,-0.0312
1712000,-0.0300
1712120,0.0595
1712540,0.0982
1713170,-0.0610
1713530,0.0189
1713710,0.0330
1713770,-0.0030
1714220,-0.0034
1714460,-0.0132
1714550,0.0412
1715420,0.0714
1715900,-0.0085
1716080,0.0441
1717040,0.0298
1717280,-0.0409
1717310,0.0571
1717800,0.0380
1718240,-0.0022
1719530,-0.0018
1720280,0.0552
1720580,0.0599
1720760,-0.0143
1720880,0.1524
1721450,0.0644
1721600,-0.0007
1722020,-0.0186
1723460,0.0214
1724600,0.0920
1724780,0.0189
1724940,0.0435
1725920,-0.0430
1726310,-0.0015
1726400,-0.0452
1727340,0.0366
1727610,0.0377
1727710,0.0416
1728620,0.0176
1728890,0.0200
1729190,0.0613
1729250,0.0473
1729760,0.0275
1730220,-0.0167
1730270,-0.0115
1730420,0.0225
1731230,0.0457
1731740,-0.0199
1732190,-0.0188
1733000,0.0920
1733210,-0.0128
1734410,-0.0804
1734510,0.0331
1734740,0.0390
1734990,0.0660
1736450,0.0285
1736480,0.0276
1737080,-0.0003
1737680,0.0422
1739510,0.0765
1739960,0.0613
1740070,0.0002
1740350,-0.0568
1741250,0.0538
1741690,-0.0176
1741790,-0.0260
1742180,0.0917
1742300,0.0424
1743110,0.0790
1743860,0.1671
1743960,0.0567
1800030,0.0371
1800150,-0.0199
1800270,0.0106
1800630,0.0613
1801020,0.0220
1801200,0.0686
1802400,0.0528
1802640,0.0344
1802850,0.0263
1803270,0.0884
1803450,0.0922
1803630,0.0479
1803750,0.0545
1803940,0.1321
1804170,0.0998
1804320,-0.0232
1804770,0.0200
1805370,0.0564
1805400,0.0833
1805450,0.0422
1805460,0.0041
1805670,0.0383
1806390,0.0208
1806570,0.0542
1807260,0.0090
1807320,0.0623
1807410,0.0736
1807650,0.0808
1808760,0.0536
1808820,-0.0753
1808910,0.1410
1809150,0.0212
1809510,0.0042
1809690,0.0347
1810290,0.0566
1810650,0.0608
1810920,0.0562
1811340,0.0816
1812090,0.0730
1812360,0.0589
1812720,0.1677
1812810,-0.0116
1903540,0.1604
1904860,0.0692
1905790,0.1488
1906540,0.1909
1907710,0.0486
1907860,0.0828
1908580,0.1051
1908970,0.0894
1909480,0.1227
1911820,0.0960
1914700,0.2540
1915450,0.1154
1917220,0.0828
1926400,0.0849
1930480,0.0835
1930510,0.1501
1930930,0.0425
2005460,0.0330
2007890,0.0107
2007950,-0.0174
2008400,0.1099
2008430,0.0622
2009180,0.1234
2010140,0.0403
2010680,0.0950
2011370,0.0933
2011640,0.1211
2012000,0.1266
2012260,0.0165
2012360,-0.0210
2012990,0.0697
2100270,0.0419
2100510,0.1225
2100570,0.0538
2101150,0.0534
2101200,0.0275
2101350,-0.0322
2101440,0.0962
2101470,0.0286
2101650,0.1355
2101740,-0.0010
2101860,0.1738
2102010,0.0166
2102220,0.0897
2102490,0.0296
2102710,0.0816
2102860,0.1053
2102990,0.1002
2103030,0.0475
2103090,0.0741
2103720,-0.0372
2103900,0.0685
2103960,0.0958
2104440,0.0330
2104530,0.0705
2104590,0.0492
2104650,0.1603
2105190,0.0188
2105260,0.0946
2105320,0.0687
2105400,0.0127
2105640,-0.0294
2105730,0.1492
2200030,0.2334
2200039,0.0548
2200060,0.0913
2200090,0.0342
2200120,-0.0046
2200125,0.0316
2200150,0.0627
2200180,0.0431
2200210,-0.0393
2200240,-0.0157
2200270,0.0570
2200300,0.1215
2200330,0.0241
2200360,0.0143
2200420,0.1306
2200450,0.0392
2200480,0.0162
2200510,0.1343
2200540,0.1074
2200600,0.0449
2200630,0.0055
2200660,0.1039
2200690,0.0412
2200720,0.0287
2200750,0.1274
2200780,0.0441
2200810,0.0699
2200840,0.0354
2200870,0.0339
2200900,0.1026
2200960,-0.0382
2200990,0.1130
2201020,-0.0105
2201080,0.1983
2201110,0.1260
2201140,0.0209
2201170,0.1368
2201200,0.0651
2201230,-0.1091
2201260,-0.0849
2201290,0.0392
2201320,0.0070
2201350,-0.0697
2201380,0.0015
2201410,-0.0209
2201440,0.0491
2201500,0.1600
2201530,-0.0047
2201560,-0.0169
2201590,0.0063
2201620,0.1171
2201650,0.0195
2201680,0.0933
2201740,0.0599
2201770,0.0488
2201800,0.0446
2201830,0.0589
2201860,-0.0021
2201890,0.0687
2201920,0.0556
2201950,0.0494
2201980,0.0813
2202010,0.0356
2302610,0.0953
2307320,0.0647
2309930,0.0594
2400030,-0.0222
2400060,0.0714
2400090,0.1688
2400120,0.0727
2400150,-0.0427
2400180,-0.0196
2400210,-0.0204
2400240,0.0938
2400270,0.0840
2400300,0.1082
2400330,0.0812
2400390,0.0763
2400420,0.0774
2400450,0.1406
2400480,0.0999
2400510,0.0449
2400540,0.0726
2400570,0.0198
2400600,0.0225
2400630,0.0374
2400660,0.0763
2400690,0.1128
2400720,0.0707
2502310,0.1047
2502790,0.0925
2503090,0.0004
2503150,0.1877
2503270,0.1537
2503300,0.0795
2503540,0.0284
2503660,-0.1378
2504770,0.0176
2504830,0.0366
2504890,0.0665
2504950,0.0790
2504980,0.0661
2505970,0.0210
2506780,0.0017
2506840,0.1445
2507020,-0.0183
2507110,-0.1102
2507170,-0.0263
2507560,0.0200
2507980,0.0463
2508430,0.0830
2508610,0.1105
2509060,0.0280
2509630,0.0260
2509870,0.0425
2509930,0.0004
2510050,-0.0837
2510380,-0.0447
2510890,0.1272
2511130,0.0079
2511250,-0.0183
2511520,0.0497
2512000,0.0696
2512270,0.1172
2512840,0.0189
2513200,0.0293
2513230,0.0509
2600005,0.0808
2600015,-0.0561
2600016,0.0717
2602820,0.1001
2603540,-0.1083
2603690,0.0353
2604260,0.0824
2604830,0.1719
2605010,0.0039
2605430,-0.0119
2605850,0.1042
2606090,-0.0017
2606780,-0.0659
2607890,-0.0055
2608070,0.0217
2608430,0.0277
2608580,-0.0353
2609570,0.0502
2609840,-0.0525
2610080,0.0387
2610590,0.0895
2611600,0.0761
2611610,0.0026
2612000,0.0513
2612450,-0.0537
2612600,0.1275
2614070,0.0644
2614280,0.1405
2614460,-0.0887
2614520,0.0128
2614550,0.1013
2614610,0.0700
2614820,0.0198
2615540,-0.0382
2616110,0.0499
2616350,0.0013
2616410,0.1071
2616440,0.2504
2617520,0.0284
2618030,-0.1144
2618420,0.1452
2618480,0.0807
2619620,0.0876
2619950,0.0870
2620070,-0.0230
2620160,-0.0097
2620340,0.0026
2620730,0.0432
2620850,0.0731
2621120,0.0373
2621150,0.0345
2621570,-0.0052
2621600,-0.0165
2621840,-0.0472
2621870,-0.0088
2623460,0.0055
2623850,-0.0910
2624120,0.0478
2624150,0.0157
2624690,-0.0490
2624720,0.0538
2624840,-0.0217
2625230,0.0981
2625560,0.1013
2625740,0.1231
2625980,0.0186
2626130,0.1157
2626280,-0.0316
2626760,0.0147
2628560,0.0118
2628740,0.0477
2628830,0.0471
2628950,0.0862
2629460,0.0008
2629940,-0.0440
2630120,0.1112
2630210,-0.0613
2630300,0.0454
2630390,0.2866
2630450,0.0138
2632220,-0.0081
2632280,0.1443
2632300,0.0229
2632310,0.2018
2632340,0.0028
2633420,0.0830
2633540,-0.0037
2634260,0.0410
2634470,0.0297
2634560,0.0886
2634680,-0.0502
2635160,-0.0413
2635190,-0.0201
2635220,-0.0406
2635310,-0.0192
2635520,-0.0026
2635820,0.0275
2636485,0.0564
2636570,0.0694
2636630,0.0847
2700161,0.0512
2703180,-0.0072
2703450,0.0873
2705790,0.0177
2706240,0.0941
2707290,0.0749
2708190,0.1059
2709510,-0.0064
2711040,0.1302
2711250,0.0501
2711370,0.0822
2711760,0.2352
2712420,0.0225
2714220,0.1788
2714260,0.1140
2715030,0.0586
2717780,0.0588
2718780,0.1165
2721240,0.2200
2721420,0.2396
2722950,0.0746
2723850,0.0099
2725200,0.0324
2728050,0.0132
2730060,0.0228
2731750,0.0869
2731780,0.1295
2731800,0.0215
2732390,0.0448
2732430,0.1496
2733000,0.0339
2733330,0.0869
2733510,0.3249
2733780,0.2295
2733810,0.0181
2733840,0.1538
2738190,0.0221
2742160,0.0917
2742270,0.1343
2742360,-0.0433
2742720,0.2220
2800450,0.0230
2800510,-0.0820
2800540,-0.0165
2800570,0.0193
2800600,0.0854
2800630,0.1091
2800750,0.0415
2800840,0.0464
2800870,0.0854
2800930,0.0052
2800990,0.0205
2801090,0.0811
2801170,0.0497
2801200,0.0469
2801220,0.0760
2801260,0.0530
2801290,0.0256
2801320,0.0199
2801410,0.0069
2801490,-0.0381
2801530,0.0169
2801560,0.0083
2801590,0.0455
2801680,0.0478
2801710,0.0179
2801770,0.0337
2801860,-0.0661
2802010,0.0139
2802100,0.0188
2802160,0.0356
2802190,-0.0048
2802280,0.0039
2802340,0.0152
2802370,0.0049
2802400,0.0168
2802430,-0.0076
2802490,0.0180
2802520,-0.0660
2802550,0.0727
2802640,-0.0549
2802670,-0.0240
2802700,0.0869
2802730,-0.0002
2802790,0.0681
2802820,0.0480
2802850,0.0174
2802910,-0.0156
2803000,-0.0460
2803030,-0.0208
2803060,0.0835
2803090,0.0130
2803120,0.0453
2803150,0.0320
2803240,-0.0200
2803360,-0.0073
2803450,0.0751
2803480,0.0484
2803510,0.0263
2803520,0.0079
2803530,0.0197
2803570,0.0187
2803630,-0.0006
2803660,0.0430
2803690,0.0915
2803720,0.0142
2803780,0.0535
2803830,0.0083
2803900,0.0055
2803930,0.0597
2803990,0.0182
2804020,0.0094
2804050,-0.0588
2804080,0.0163
2804110,0.0901
2804140,0.0482
2804170,0.0589
2804230,-0.0452
2804320,0.2015
2804440,-0.0732
2804470,-0.0516
2804500,0.0780
2804530,0.1015
2804560,0.0324
2804590,0.0938
2804620,-0.0598
2804680,-0.1721
2804740,0.0288
2804800,-0.0190
2900004,-0.0076
2901000,0.1540
2904620,0.0391
2905310,0.0557
2907120,0.1186
2907470,-0.0372
2908250,0.1073
2908370,0.0587
2908670,0.0032
2909720,0.1704
2912010,0.0604
2912290,0.0395
2913140,0.0306
2913620,-0.0371
2913650,0.0725
2913830,0.0738
2914340,0.0577
2915480,0.0678
2916190,0.1521
2916350,0.0335
2916400,0.1409
2916500,0.0097
2916770,0.2217
2917820,0.1324
2918300,0.0468
2918540,0.0417
2919890,0.0548
2920010,0.0117
2920670,-0.0084
2922800,0.0992
2923550,0.1282
2923580,0.1261
2923700,0.0085
2923730,0.0621
2925230,0.1392
2925450,0.0271
2926070,0.0667
2926640,-0.0031
2926850,0.1460
2927060,0.0647
2927830,0.1106
2928260,0.0869
2928860,0.0519
2928920,0.0313
2928950,0.0862
2929280,0.1363
2930660,0.2412
2931440,0.0735
2931530,0.1355
2931650,0.0326
3003870,0.0970
3013040,-0.0082
3100016,0.1312
3103810,0.0291
3172840,0.0629
3173740,0.0484
3174820,0.0757
3175270,0.0636
3178660,0.0555
3200060,0.1491
3200480,0.0752
3304590,0.0278
3304980,0.0178
3401260,0.0773
3401350,0.0516
3401500,0.0156
3401830,0.0166
3402030,-0.0174
3402220,0.0568
3402250,0.0212
3402280,0.0637
3402400,0.0909
3402430,-0.0177
3402460,-0.0122
3402820,0.0501
3403000,0.0524
3403180,0.0381
3403300,0.1041
3403780,0.0442
3403900,0.0236
3404110,0.0476
3404320,0.0159
3404470,0.1012
3404500,0.0127
3404560,0.1340
3404590,0.0810
3404890,0.0181
3404920,-0.0040
3405220,0.0106
3405490,0.1327
3405640,0.0248
3405730,-0.0309
3405760,0.1292
3405880,-0.0107
3406030,0.0011
3406270,0.0135
3406510,0.0915
3406540,0.0687
3407230,0.0271
3407560,0.0491
3407740,0.0186
3407830,0.1465
3408220,-0.0167
3408400,0.1391
3408610,0.0236
3408640,-0.0213
3408850,0.0187
3408940,0.0280
3409180,0.0612
3409270,-0.0036
3409450,0.0027
3409750,0.0390
3410020,0.0676
3410320,0.0314
3410470,0.0001
3410560,0.1099
3410710,0.0685
3410810,0.0927
3410920,0.0083
3410950,0.0598
3410980,-0.0028
3411160,0.0470
3411340,-0.0740
3411490,0.0283
3411640,0.0360
3412060,0.1132
3412690,0.0262
3412810,0.0289
3412840,0.0327
3412870,0.0532
3412960,-0.0075
3412990,-0.0144
3413050,0.0292
3413530,0.0626
3414640,0.0188
3414670,0.0727
3415210,0.0334
3415330,0.1132
3415360,0.0072
3415990,0.0715
3416080,0.0423
3416230,0.1406
3416500,0.0042
3416800,0.0590
3416830,0.0579
3417070,0.0792
3417610,0.0367
3417700,0.1054
3417730,-0.0047
3418060,0.0377
3418120,0.0502
3418150,0.0047
3500010,0.0740
3500030,0.0172
3500060,0.0209
3500570,-0.0185
3501260,0.0459
3501500,0.0080
3600008,0.1163
3602460,0.1094
3602920,0.0237
3603270,0.1191
3603480,0.1118
3603840,0.0990
3604080,0.0742
3604140,0.1025
3604870,0.1304
3605280,0.0357
3605850,0.0877
3607230,0.0968
3607530,0.0923
3607680,0.0484
3608310,0.0295
3608880,-0.0428
3609690,0.0044
3610560,0.0196
3610620,0.0475
3610710,0.0915
3610890,0.0630
3611550,-0.0270
3611880,0.0486
3611970,0.1527
3612630,0.0315
3613290,0.0615
3614010,-0.0181
3614940,0.0539
3615090,0.0963
3615180,0.0273
3615300,-0.0045
3615390,0.0242
3615570,0.1313
3615630,0.1498
3615900,0.0513
3616230,0.0067
3616290,0.0701
3616440,0.0345
3616620,0.0064
3616740,0.0418
3616830,0.1054
3617520,0.0778
3617670,0.0850
3617730,0.1753
3618690,0.0793
3619200,-0.0145
3619230,0.0426
3619320,-0.0261
3619650,0.0472
3619680,0.0153
3619740,0.0040
3620100,-0.0881
3620490,0.1136
3620580,0.1409
3620700,0.0662
3620820,0.0230
3620850,0.1571
3620910,0.0233
3621210,0.1380
3621480,0.0758
3622020,0.0868
3622470,-0.0196
3623010,0.0524
3623760,0.0932
3624690,0.0578
3624750,0.0963
3624900,0.0361
3625170,0.0251
3625350,0.0076
3626010,0.0161
3627210,0.0231
3627300,0.0412
3627810,0.0318
3628500,0.0036
3628590,0.0665
3628950,0.0025
3629370,0.1326
3629430,0.0281
3629460,-0.0137
3629880,0.0236
3630120,-0.0283
3630660,0.0625
3631260,0.0668
3631470,0.0271
3631920,0.1295
3700011,0.0191
3700012,0.1215
3700030,0.0636
3700180,0.0848
3700240,0.0276
3700270,0.1479
3700330,0.0739
3700360,0.1035
3700390,0.0149
3700420,0.0379
3700450,0.0607
3700480,0.0318
3700530,0.0437
3700580,0.0246
3700630,0.0589
3700660,0.0022
3700690,0.0181
3700720,0.1351
3700750,0.1128
3700840,0.0264
3700900,0.0574
3700930,0.0852
3700960,0.0003
3701140,-0.0098
3701170,0.0420
3701200,0.0462
3701260,0.1160
3701320,-0.0098
3701500,0.0923
3701530,-0.0097
3701620,0.0338
3701680,0.0042
3701800,-0.0110
3701830,0.0435
3701920,0.1113
3702010,0.0006
3702100,0.0868
3702160,-0.0289
3702190,0.1689
3702250,0.0492
3702310,0.1229
3702370,0.0639
3702400,-0.0658
3702430,0.0609
3702560,0.0132
3702610,-0.0401
3702640,0.0063
3702680,-0.0341
3702880,-0.0119
3702970,0.1389
3703060,0.0663
3703090,0.1044
3703120,0.0437
3703270,0.0736
3703310,-0.0337
3703330,0.0743
3703360,-0.0185
3703420,-0.0103
3703450,0.0240
3703480,0.1015
3703510,0.0553
3703540,0.0282
3703570,0.0909
3703600,0.0503
3703630,0.0538
3703780,0.0402
3703870,0.0545
3703900,0.0083
3703930,0.0096
3703990,0.0594
3704050,0.0265
3704080,0.0383
3704140,0.0473
3704200,0.0853
3704320,0.0555
3704500,-0.1011
3704620,0.1186
3704650,-0.0034
3704720,0.0850
3704740,0.0009
3704800,-0.1061
3704880,0.0653
3704920,0.0736
3704950,0.0067
3705020,0.0094
3806780,0.1272
3808130,0.1246
3813030,0.0980
3819410,0.0758
3904348,0.0724
3904349,-0.0295
3904351,0.0262
3904353,-0.0186
3904355,0.0506
3904360,0.1271
3904370,0.1527
3904371,0.0161
3904373,0.0435
3904375,0.2314
3904378,-0.0574
3904379,0.1364
3904380,-0.0379
3904384,0.1339
3904387,0.0213
3904394,-0.0397
3904395,0.0007
3904396,-0.0191
3904401,-0.0082
3904404,0.0642
3904408,0.0535
3904410,0.0008
3904416,0.0580
3904418,0.0474
3904419,0.0383
3904422,-0.0074
3904426,-0.0579
3904429,0.0054
3904433,-0.0419
3904435,-0.0327
3904437,0.0397
3904439,0.0289
3904440,-0.0544
3904441,-0.0285
3904445,0.0489
3904463,0.0115
3904467,0.0611
3904474,0.0154
3904475,0.1140
3904479,0.0429
3904480,0.0202
3904481,-0.0350
3904482,0.1206
3904486,0.0779
3904487,0.0303
3904490,0.0070
3904499,0.0171
3904504,0.1495
3904505,-0.0255
3904507,-0.0106
3904510,0.0606
3904513,0.0498
