id,wb_grd
3904515,-0.0318
3904516,-0.0080
3904517,0.0436
3904577,0.0041
3904610,0.0470
3904611,0.0717
3904660,-0.0524
3904676,-0.0157
3904689,0.0463
3904694,0.0167
3904695,-0.0066
3904696,0.0211
3904697,-0.0721
3904699,0.0119
3904700,-0.0213
3904701,-0.0128
3904702,0.0067
3904733,0.0697
3904736,0.0099
3904800,-0.0041
3904822,0.0741
3904823,0.0019
3904829,0.0162
3904830,0.1265
3904870,0.0800
3904872,0.0277
3904873,-0.0217
3904875,0.0108
3904923,0.0110
3904993,0.1226
3904997,0.0216
3904998,0.0316
3905004,-0.0088
3905007,0.1133
3905019,-0.0554
3905045,0.0350
3910015,-0.0032
3910016,0.0194
3910017,0.0065
4002850,0.0192
4003180,-0.0550
4003630,0.1240
4005490,0.0657
4007560,-0.0055
4010590,0.0504
4010920,0.0539
4013560,0.0626
4015720,0.0931
4017250,0.0057
4019950,0.0325
4020250,-0.0124
4020970,0.0739
4021000,0.0684
4021720,0.1358
4022770,0.0286
4022800,-0.0085
4023280,0.0854
4025290,0.0117
4028680,0.1531
4030240,0.0675
4030600,0.1009
4032370,0.0302
4033480,0.0390
4100023,0.0261
4101920,0.0757
4102800,0.1309
4103940,0.1222
4106000,0.1007
4108830,0.0867
4109480,0.0888
4110040,0.1242
4110520,0.0225
4110820,0.0821
4202040,0.0150
4202280,0.0135
4202340,0.0115
4202400,0.0916
4202440,0.0481
4202970,0.0505
4203330,0.0027
4203570,0.0366
4203630,0.0527
4204080,0.0379
4204200,0.0350
4204230,-0.0588
4205010,0.1211
4205310,0.0431
4205400,0.0652
4205490,0.1418
4205550,0.0479
4205760,0.1257
4205910,-0.0149
4206240,0.0366
4206480,0.0519
4207080,-0.0293
4207230,0.0724
4207710,0.0381
4208060,0.0525
4208550,-0.0061
4208670,0.0110
4208850,0.0598
4209300,0.0782
4209480,-0.0032
4210620,0.0152
4210860,0.0689
4210950,-0.0291
4211580,-0.0106
4211610,0.1014
4211670,0.0113
4211700,0.1106
4211790,0.0632
4213140,0.0311
4213440,-0.0061
4214160,0.0787
4214580,0.0667
4214940,-0.0332
4215030,0.0662
4215330,0.1013
4215720,0.1417
4215900,0.0153
4216410,-0.0335
4216500,0.0265
4216620,0.0145
4216740,0.0091
4216980,-0.0023
4217280,0.0782
4217520,0.0224
4218510,-0.0160
4218590,0.0433
4218840,0.1159
4218930,0.0204
4218990,0.0391
4219050,-0.0952
4219170,0.0232
4219290,-0.0290
4219470,-0.0798
4219500,0.0283
4219650,0.0409
4219680,0.0606
4220040,0.0548
4220370,0.0088
4221090,0.0712
4221330,-0.0067
4221870,0.1036
4222400,-0.0689
4222560,0.0746
4222620,0.0124
4222790,0.0245
4222800,0.0119
4222830,0.0313
4222860,0.0241
4223010,0.0275
4224150,0.0309
4224320,-0.0686
4224390,0.0465
4224480,0.0002
4224510,0.0083
4224790,0.0376
4224990,0.0504
4225290,0.1141
4225680,0.0743
4225830,0.0729
4225950,0.0744
4225980,0.0156
4226250,0.0033
4226300,0.0221
4226460,0.0715
4226580,0.0651
4226820,-0.0042
4400120,0.0978
4400240,0.0059
4400330,-0.0163
4400720,0.1372
4400780,-0.0554
4400840,-0.0384
4400900,0.0967
4401200,-0.0690
4500002,-0.0177
4500690,0.0587
4500720,0.0014
4500780,0.0283
4500810,0.0248
4500840,0.0964
4500870,0.0131
4500900,0.0536
4500930,0.0506
4501050,0.0522
4501080,0.0095
4501110,0.0393
4501170,0.0182
4501250,-0.0088
4501440,0.0885
4501500,-0.0288
4501530,-0.0449
4501560,-0.0046
4501770,0.0452
4501800,-0.0158
4501830,-0.0134
4501860,0.0318
4501920,0.0174
4501950,-0.0272
4502010,0.0359
4502070,0.0209
4502100,0.0529
4502130,0.0436
4502160,0.0496
4502190,-0.0498
4502250,0.0078
4502280,0.0484
4502310,0.0681
4502340,0.0516
4502400,0.0033
4502430,0.0132
4502490,0.0219
4502520,-0.0316
4502550,-0.0003
4502580,0.0229
4502610,-0.0124
4502640,0.0097
4502700,0.0252
4502730,0.0028
4502760,0.0019
4502790,-0.0140
4502820,0.0584
4502970,-0.0091
4503030,0.0631
4503060,-0.0077
4503150,0.0259
4503180,-0.0610
4503210,-0.0295
4503330,0.0806
4503360,0.2047
4503390,0.0159
4503460,0.0171
4503480,0.0395
4503510,0.0206
4503540,-0.0511
4503570,-0.0196
4503600,-0.0321
4503630,0.0440
4503660,0.1336
4503690,-0.0201
4503720,-0.0280
4503750,0.0455
4503780,-0.0045
4503810,0.0033
4503840,-0.0100
4503870,-0.0318
4503900,-0.0045
4503908,-0.0168
4666270,0.0986
4700001,-0.0911
4700060,0.0248
4700120,-0.0070
4700180,0.0643
4700300,0.0226
4700330,0.0333
4700600,0.0070
4700690,0.0275
4701020,-0.0150
4701050,-0.0532
4701080,0.0757
4701170,0.0073
4701200,0.0420
4701260,-0.0019
4701290,-0.0653
4701400,0.0455
4701410,-0.0428
4701590,-0.0516
4701650,0.0241
4701770,-0.0020
4702130,0.0526
4702190,0.0496
4702220,0.0127
4702310,0.0080
4702370,0.0642
4702460,0.0423
4702580,-0.0250
4702670,-0.0313
4702760,0.0377
4702880,-0.0420
4702940,0.0243
4702970,-0.0327
4703030,0.0216
4703150,-0.0751
4703180,-0.0268
4703240,-0.0229
4703360,0.0874
4703480,0.0501
4703590,-0.0070
4703600,0.1222
4703690,0.0301
4703780,0.0159
4703810,-0.0526
4704020,0.0375
4704080,0.0280
4704100,0.0351
4704200,0.0264
4704260,0.0355
4704350,0.0274
4704470,0.0230
4704530,-0.0561
4704550,-0.0030
4800010,0.0732
4807350,0.1243
4807440,0.0509
4807710,-0.0555
4807830,-0.0298
4807890,0.0762
4808090,-0.0670
4808130,-0.0099
4808310,0.0107
4808700,0.0317
4808870,0.0526
4808880,-0.0222
4808940,0.2170
4809570,0.0301
4809630,0.0600
4809670,0.2601
4809860,-0.0003
4810230,0.0238
4811190,0.1202
4811280,0.0805
4811790,0.0599
4812180,-0.0469
4813050,0.0452
4813110,-0.0456
4813230,0.0613
4813320,0.0590
4813590,-0.0394
4813650,-0.0776
4814280,0.0746
4814310,0.0543
4814370,-0.0306
4814520,-0.0849
4814670,0.0172
4814730,0.0169
4814820,0.0754
4814970,0.0030
4815000,0.0056
4815210,0.0410
4815240,-0.0015
4815270,0.0720
4815330,0.0015
4815510,0.0163
4815750,0.0348
4815910,-0.0265
4816110,0.0301
4816180,-0.0076
4816230,0.1939
4816410,0.0251
4816530,0.0439
4816620,0.0023
4816710,0.1088
4816740,0.0542
4816860,-0.1040
4817070,0.0206
4817640,0.1221
4817700,0.0354
4817850,-0.0052
4818000,0.0096
4818280,0.0877
4818300,0.0303
4818360,0.0078
4818540,0.0709
4818940,0.0365
4819560,0.0129
4819650,0.0621
4819700,-0.0064
4819830,0.0961
4820010,-0.0009
4820160,0.0951
4820250,-0.0332
4820280,0.0784
4820340,0.0295
4820600,0.0250
4820700,0.0164
4820760,0.1036
4821150,0.0180
4821420,0.0235
4821660,0.0492
4821720,0.0709
4822170,0.0256
4822970,0.0184
4823310,-0.0008
4823640,0.1443
4823910,-0.0052
4824030,0.0564
4824060,0.0450
4824100,0.0484
4824420,-0.0434
4824590,0.0684
4824630,0.1212
4824730,-0.0227
4824990,-0.0446
4825170,0.0698
4825260,-0.0434
4825500,0.0896
4825620,0.0496
4825660,0.0051
4825740,0.0244
4826190,0.0713
4826280,0.0802
4826430,0.0799
4826490,0.0045
4826580,0.0523
4827030,0.0385
4827300,0.0762
4827390,0.1085
4827450,-0.0229
4827720,0.0028
4827780,0.0689
4827870,0.0891
4828110,0.0117
4828500,0.1736
4828550,0.1436
4828710,0.0336
4828740,0.0881
4828890,-0.0548
4828920,-0.0351
4829160,-0.0478
4829850,0.0724
4830390,0.0164
4830420,0.0033
4830570,0.0298
4830600,0.0063
4830640,0.0601
4831260,0.0694
4831760,0.0813
4832090,0.0824
4832190,0.0636
4832280,0.0814
4832340,-0.0313
4832400,0.0463
4832730,-0.0370
4832940,0.0650
4833120,0.0656
4833180,-0.0131
4834050,0.0511
4834290,0.0619
4834320,0.0578
4834440,0.0033
4834830,0.0225
4834980,0.0405
4835010,0.0618
4835100,-0.0007
4836000,0.0374
4836660,-0.0412
4837020,0.1358
4837650,0.0152
4838080,0.0901
4838220,-0.0116
4838360,0.0388
4838700,0.0898
4838730,0.1299
4838970,0.0280
4839480,-0.0107
4839630,0.0279
4839690,0.0543
4839990,-0.0002
4840080,0.0372
4840230,0.0374
4840710,0.0002
4840950,0.0080
4841100,0.1216
4841220,-0.0148
4841820,0.0308
4841970,0.0110
4842240,-0.0022
4842280,0.1003
4842330,0.0568
4842450,-0.0604
4842480,0.1429
4842510,-0.0252
4842960,-0.0154
4843290,-0.0529
4843470,-0.0129
4844150,0.0494
4844280,0.0088
4844430,0.1253
4844730,-0.0220
4845090,-0.0324
4845380,0.0758
4845540,0.0189
4845600,0.0061
4845780,0.0673
4845900,0.0488
4846440,0.0044
4846530,-0.0067
4846680,0.0481
4900030,0.0415
4900142,0.1107
4900210,0.0215
4900360,0.1100
4900420,0.0320
4900630,0.1025
4900720,-0.0050
4900870,0.0791
4901140,0.0127
4901200,0.0603
5002820,0.0611
5100060,0.0300
5100090,0.1256
5100120,0.0147
5100180,0.0386
5100210,-0.0291
5100240,0.0517
5100270,-0.0064
5100360,0.0116
5100480,-0.0288
5100540,0.0377
5100600,0.0222
5100660,-0.0317
5100750,0.0187
5100780,0.1632
5100810,0.0497
5100840,0.0471
5100960,0.0328
5101050,0.0399
5101080,0.0153
5101110,0.0996
5101170,-0.0283
5101200,-0.0023
5101260,0.0493
5101320,0.0111
5101380,-0.0297
5101440,0.0602
5101470,0.0483
5101510,0.0141
5101620,-0.0791
5101650,-0.0244
5101710,0.0218
5101740,0.0679
5101770,0.0787
5101800,-0.0332
5101830,-0.0122
5101860,0.0641
5101890,0.1067
5101920,0.0131
5101980,-0.0232
5102010,-0.0366
5102100,0.0432
5102120,0.0772
5102160,0.0283
5102250,-0.0148
5102280,0.0231
5102310,0.0416
5102340,0.0855
5102360,-0.0055
5102390,0.0002
5102400,0.0778
5102460,0.0778
5102520,0.0585
5102580,0.0473
5102610,0.0723
5102640,0.0074
5102670,0.0726
5102710,-0.0230
5102730,0.0182
5102790,0.0890
5102820,-0.0093
5102940,0.0087
5103000,0.0585
5103030,0.0281
5103060,-0.0090
5103090,0.0219
5103130,0.0552
5103150,0.0319
5103240,0.2007
5103270,0.0468
5103300,-0.0086
5103330,0.0406
5103460,-0.0056
5103600,0.0127
5103640,0.0084
5103660,-0.0131
5103690,0.1170
5103710,-0.0685
5103840,0.0482
5103870,-0.0225
5103930,0.0408
5103980,0.0862
5104020,0.1022
5104050,0.0446
5104150,-0.0125
5300300,0.0606
5300390,0.0262
5300480,-0.0519
5301080,0.0311
5301410,0.0714
5302400,0.0281
5302670,-0.0168
5302700,0.0344
5302820,0.0553
5303540,0.0565
5303750,0.0880
5303960,0.1298
5304230,0.0949
5305430,0.1051
5305850,0.0792
5305910,0.0169
5305940,0.0199
5306570,0.0676
5306960,0.0111
5307230,-0.0001
5307320,0.0943
5307710,0.0171
5307920,0.1070
5308250,0.0537
5308700,0.1047
5309180,0.1063
5309270,0.1477
5400060,0.0758
5400180,0.1483
5400300,0.0315
5400510,-0.0171
5400570,0.1229
5400600,0.0084
5400720,0.0586
5400810,0.0867
5400840,0.0188
5400930,0.0498
5401050,0.1404
5401230,0.1034
5401620,0.0325
5500390,0.0362
5501050,0.1236
5501770,0.1003
5501800,0.0131
5504050,0.0891
5504680,0.1267
5505460,0.0928
5505820,0.2012
5507020,0.0717
5507320,0.1673
5507530,0.0874
5508520,0.1343
5509060,-0.0118
5509510,0.0710
5509600,0.1327
5510830,0.0722
5511190,0.1797
5512360,0.0996
5513650,0.1042
5514640,0.1715
5515330,0.0819
5515780,0.1680
5515900,0.0273
5515990,0.1681
5516260,0.0715
5516620,0.1130
5601980,0.0534
