id,wh_avg
23005,-3.8793
23011,-4.7705
23019,-4.9303
23031,-4.8226
24003,-3.7463
24005,-3.8717
24009,-4.7163
24011,-4.6837
24013,-4.5859
24015,-4.4768
24017,-4.5561
24019,-3.9414
24021,-3.9553
24025,-4.2748
24027,-3.1741
24031,-2.3085
24033,-3.3229
24035,-4.0020
24037,-4.6859
24041,-3.6455
24043,-4.5657
24045,-3.8101
24047,-3.9895
24510,-4.2349
25001,-3.8895
25003,-4.1979
25005,-3.6850
25007,-4.3941
25009,-3.2502
25011,-4.1543
25013,-3.1699
25015,-3.8229
25017,-3.2352
25021,-4.0017
25023,-3.5655
25025,-3.7805
25027,-3.2954
26005,-4.0595
26015,-4.3391
26017,-4.3628
26021,-4.2492
26023,-4.6100
26025,-4.2922
26027,-4.0555
26037,-4.5269
26045,-4.6377
26049,-4.4761
26055,-3.9356
26057,-4.5592
26065,-3.6957
26067,-4.3432
26073,-4.3211
26075,-4.4577
26077,-3.5457
26081,-3.1433
26087,-4.1846
26091,-4.4232
26093,-4.7522
26099,-4.4282
26105,-4.1367
26111,-4.9549
26115,-4.4131
26117,-4.9591
26121,-4.1817
26123,-4.3035
26125,-3.5551
26127,-4.0817
26139,-3.4638
26145,-3.9030
26147,-4.2657
26149,-4.4968
26151,-4.7356
26155,-4.7496
26157,-5.0114
26159,-3.9891
26161,-3.9022
26163,-3.8975
27003,-3.6146
27013,-3.9222
27015,-4.0298
27019,-3.0011
27023,-2.6506
27027,-2.9779
27033,-3.8506
27037,-2.9636
27039,-3.6198
27043,-4.4148
27047,-3.7617
27049,-3.5783
27053,-2.0557
27067,-2.9597
27079,-3.7932
27083,-3.1491
27085,-3.2555
27099,-3.6812
27103,-3.2534
27105,-3.3236
27109,-2.9233
27111,-3.2653
27119,-3.5109
27123,-2.6915
27129,-3.3658
27131,-2.7024
27137,-4.3678
27139,-3.1316
27141,-4.2606
27143,-3.6238
27145,-2.9996
27147,-3.2624
27153,-3.4118
27161,-4.2752
27163,-3.9762
27165,-3.1703
27169,-3.8116
27171,-3.6700
28003,-4.4410
28013,-4.3545
28033,-4.3963
28035,-4.0216
28047,-4.5011
28049,-3.4163
28059,-4.2595
28067,-4.7495
28073,-4.3302
28075,-4.1090
28079,-4.8210
28081,-4.7191
28089,-3.1876
28093,-5.6892
28109,-4.5588
28115,-4.4693
28121,-4.7253
28123,-4.4158
28139,-4.4375
28145,-4.8934
29009,-4.6131
29019,-3.8454
29021,-4.3081
29029,-4.5591
29031,-4.4415
29037,-4.5568
29043,-4.6309
29047,-4.4278
29051,-4.4124
29069,-4.2546
29071,-4.8167
29077,-4.4361
29095,-3.9265
29097,-4.0834
29099,-4.9804
29101,-5.2001
29109,-4.4768
29113,-4.9190
29119,-4.6765
29135,-3.5083
29145,-4.6031
29159,-4.1440
29165,-4.4517
29169,-5.6527
29183,-4.1905
29189,-3.7946
29195,-4.7263
29211,-5.1326
29213,-4.5485
29219,-4.3162
29225,-4.9456
29510,-4.1887
30013,-4.7693
30029,-4.6051
30031,-3.9038
30049,-4.4355
30063,-4.3462
30081,-4.8670
30111,-4.1041
31001,-4.3155
31013,-4.1128
31019,-3.8908
31037,-3.9156
31039,-3.5936
31043,-4.2803
31047,-3.8808
31053,-3.8312
31055,-3.0491
31079,-3.8382
31109,-3.7377
31111,-4.4059
31119,-3.8012
31131,-4.1583
31141,-4.1699
31151,-3.8298
31153,-4.1096
31157,-4.0330
31179,-4.2276
31185,-4.4300
32001,-4.2969
32003,-3.6986
32005,-4.1732
32007,-4.0460
32013,-4.2506
32015,-4.8002
32019,-4.7579
32023,-4.7484
32027,-4.1470
32031,-3.6387
32033,-4.4517
32510,-4.1101
33009,-4.6623
33011,-3.3433
33013,-4.6479
33015,-4.6262
33017,-4.6709
34001,-3.7494
34003,-3.8711
34005,-4.1825
34007,-2.9294
34009,-3.8307
34011,-4.1975
34013,-3.0788
34015,-4.2811
34017,-4.6666
34019,-4.2502
34021,-2.8270
34023,-3.4735
34025,-3.4078
34027,-3.9024
34029,-3.7988
34031,-3.5891
34033,-3.8007
34035,-3.0243
34037,-4.5154
34039,-3.2846
34041,-4.7575
35001,-3.3689
35005,-4.3716
35006,-4.5014
35007,-4.3552
35009,-3.6936
35013,-3.9759
35015,-4.2473
35017,-3.8820
35025,-4.3338
35027,-4.3498
35028,-3.6374
35029,-4.1030
35031,-4.0480
35035,-4.3725
35037,-4.5517
35039,-4.5380
35041,-4.1255
35043,-4.2833
35045,-4.4371
35047,-4.7872
35049,-3.2885
35051,-4.5627
35053,-3.7516
35055,-3.3402
35057,-4.3968
35059,-4.7619
35061,-4.5415
36001,-3.5335
36007,-3.9373
36009,-4.6029
36011,-4.3798
36013,-3.6032
36015,-4.2767
36021,-4.2078
36027,-4.1593
36029,-3.0886
36037,-3.6751
36039,-4.4879
36045,-4.9625
36051,-4.2013
36055,-2.6649
36057,-3.4207
36059,-3.5864
36061,-3.2144
36063,-4.3149
36065,-3.8986
36067,-2.5741
36069,-3.0363
36071,-3.9712
36073,-4.5761
36075,-4.3471
36077,-4.8985
36079,-4.4342
36083,-3.6454
36087,-3.1299
36091,-4.6593
36093,-3.2056
36103,-3.6749
36105,-4.3184
36109,-4.3505
36111,-4.3683
36117,-4.4549
36119,-2.8286
37001,-3.8062
37003,-4.5768
37005,-4.2948
37009,-4.8905
37011,-3.8390
37013,-4.1379
37017,-4.7424
37019,-4.5357
37021,-3.7533
37023,-4.5150
37025,-3.5047
37027,-4.3992
37031,-4.1385
37035,-3.9243
37037,-2.9491
37045,-4.3992
37047,-4.1066
37049,-4.3588
37051,-4.6201
37055,-3.7297
37057,-4.2357
37059,-3.9431
37061,-4.1771
37063,-2.4053
37065,-4.7203
37067,-2.7062
37069,-4.2844
37071,-4.3271
37077,-3.8972
37079,-4.1417
37081,-3.1992
37083,-3.8760
37085,-4.0766
37087,-4.6668
37089,-3.8744
37093,-4.2954
37097,-3.6849
37099,-4.5141
37101,-3.8437
37105,-4.0849
37107,-4.2314
37109,-4.2841
37111,-4.0956
37113,-4.2133
37119,-2.6327
37123,-4.4303
37125,-3.8383
37127,-3.9782
37129,-3.6631
37133,-4.9823
37135,-2.3242
37139,-4.7146
37141,-4.1852
37145,-4.3391
37147,-3.4484
37149,-4.4362
37151,-4.1779
37153,-4.4070
37155,-4.3297
37157,-4.4610
37159,-4.0341
37161,-4.6189
37163,-4.1628
37167,-4.4227
37169,-5.1663
37171,-4.4404
37175,-4.2930
37179,-3.4367
37181,-4.7698
37183,-2.7235
37189,-3.3109
37191,-4.2122
37193,-4.2542
37195,-4.0211
37197,-4.2083
37199,-3.5150
38015,-4.0510
38017,-3.8463
38035,-3.7880
38099,-3.9474
38101,-4.5451
39003,-4.7256
39007,-3.9933
39017,-3.8591
39023,-4.2868
39025,-5.1125
39027,-4.7392
39035,-2.8990
39039,-4.0612
39041,-4.3406
39043,-4.8500
39045,-4.7772
39049,-3.5088
39051,-4.3989
39057,-5.0047
39061,-3.5277
39063,-4.1779
39069,-4.1583
39077,-4.3240
39085,-3.2529
39089,-4.8794
39093,-3.6197
39095,-3.9205
39099,-3.4289
39101,-5.1010
39103,-4.6012
39109,-4.6745
39113,-4.1785
39123,-4.3858
39133,-5.0568
39137,-3.6121
39139,-4.8740
39143,-4.4448
39147,-4.5742
39151,-4.4755
39153,-4.1218
39155,-4.7348
39157,-3.6989
39165,-4.8644
39169,-4.5221
39171,-4.7260
39173,-4.2855
40001,-4.8062
40007,-4.3752
40009,-4.4454
40011,-4.4753
40013,-4.7392
40015,-4.5522
40017,-4.3287
40019,-4.7082
40021,-4.3619
40027,-4.5049
40031,-4.9813
40037,-4.8027
40039,-4.0731
40041,-4.2182
40047,-4.4565
40049,-4.4616
40051,-4.8080
40065,-4.3541
40071,-4.4463
40073,-4.2552
40075,-4.9398
40079,-5.1535
40083,-4.3800
40085,-4.2140
40087,-4.5015
40089,-4.6722
40095,-4.3257
40097,-4.7291
40101,-4.5947
40109,-3.4162
40111,-5.2091
40115,-4.3282
40119,-4.7781
40121,-4.6305
40123,-4.5817
40125,-4.7970
40131,-4.5716
40133,-5.4333
40135,-4.9740
40137,-4.4900
40139,-4.3279
40141,-4.7303
40143,-3.4891
40145,-4.8014
40147,-4.7717
40149,-4.6056
40153,-4.4041
41003,-3.3225
41005,-3.5123
41007,-4.2323
41009,-4.3410
41011,-4.4692
41013,-4.2538
41015,-4.3745
41017,-3.6664
41019,-5.0177
41027,-2.7417
41029,-3.9213
41031,-3.6299
41033,-4.7047
41035,-4.5297
41039,-4.2578
41041,-4.2111
41043,-4.1788
41045,-3.9315
41047,-3.5835
41049,-4.1710
41051,-2.9548
41053,-3.7445
41057,-4.1343
41059,-3.9124
41061,-4.4001
41065,-3.6483
41067,-2.8324
41071,-3.9433
42001,-4.1496
42003,-4.4219
42007,-4.3882
42011,-2.9666
42017,-3.7653
42019,-4.2493
42025,-4.6681
42027,-4.3652
42029,-2.7926
42041,-4.0333
42043,-2.7066
42045,-3.2559
42049,-3.3579
42055,-3.6654
42069,-3.7161
42071,-3.1527
42075,-3.2605
42077,-3.0261
42079,-3.5642
42081,-4.6284
42089,-4.5297
42091,-3.4112
42095,-3.6232
42097,-3.8282
42101,-3.3874
42103,-5.2917
42107,-4.2393
42125,-4.8306
42129,-4.9034
42133,-2.9970
44003,-4.3397
44005,-3.3182
44007,-3.5004
44009,-3.8599
45003,-4.3222
45007,-4.5068
45013,-3.2935
45015,-4.3177
45019,-2.6243
45021,-3.7667
45025,-4.3602
45027,-4.1168
45029,-4.7081
45031,-4.1545
45035,-4.2876
45041,-4.3902
45043,-4.3300
45045,-3.7223
45047,-3.2402
45051,-4.0928
45053,-4.7978
45055,-4.4358
45057,-4.4298
45059,-4.1417
45063,-4.0160
45071,-4.1234
45073,-4.3153
45075,-4.3775
45077,-4.3459
45079,-3.1224
45081,-4.5206
45083,-3.9658
45085,-4.8085
45091,-3.8790
46005,-3.5755
46099,-3.3637
46103,-4.4182
47001,-4.8597
47003,-4.5657
47009,-4.2480
47011,-4.7807
47031,-4.7998
47033,-4.1476
47035,-4.4833
47037,-3.8339
47041,-3.8814
47043,-4.4546
47051,-4.6870
47053,-4.1543
47059,-4.9264
47063,-4.4686
47065,-3.7326
47075,-5.0080
47089,-4.4008
47093,-3.9824
47103,-5.2180
47105,-4.3479
47107,-4.8685
47111,-4.2840
47113,-4.3099
47117,-4.9001
47119,-4.6010
47123,-4.4732
47125,-4.8299
47131,-4.4841
47141,-4.0651
47143,-4.7390
47147,-4.0151
47149,-4.1484
47155,-4.5688
47157,-2.9848
47163,-5.0623
47165,-4.2715
47171,-4.5727
47177,-4.4965
47179,-4.5327
47187,-3.8226
47189,-4.2243
48001,-4.4648
48003,-4.1423
48005,-4.4402
48007,-4.6109
48009,-4.6279
48013,-4.0351
48015,-3.9311
48017,-4.1118
48019,-4.6328
48021,-4.1164
48025,-4.1849
48027,-4.5266
48029,-3.7336
48031,-4.0269
48035,-4.1405
48037,-4.5052
48039,-4.2386
48041,-3.3382
48043,-4.1629
48049,-4.6037
48051,-4.3842
48053,-4.2592
48055,-4.5066
48057,-4.3144
48059,-5.0044
48061,-4.2335
48063,-4.7598
48067,-5.1401
48069,-2.7720
48071,-4.5424
48073,-4.5012
48075,-4.4412
48079,-3.3897
48083,-4.9518
48085,-3.8722
48089,-4.0520
48091,-4.2154
48093,-4.4082
48097,-3.7703
48099,-5.2054
48103,-4.6123
48107,-4.0585
48111,-4.2949
48113,-3.5309
48115,-3.2865
48117,-3.7317
48121,-3.9664
48123,-4.2025
48133,-4.7904
48135,-4.5264
48137,-4.0289
48139,-4.4096
48141,-4.4441
48143,-3.9680
48145,-4.0497
48147,-4.6397
48149,-4.1254
48153,-3.0957
48157,-3.8617
48159,-4.5856
48161,-4.6504
48163,-3.7131
48165,-3.5535
48167,-4.2027
48169,-4.0966
48171,-3.6276
48175,-3.8164
48177,-4.1509
48179,-4.5209
48181,-4.6424
48183,-4.1759
48185,-4.0414
48187,-4.2118
48189,-3.9663
48193,-4.6029
48195,-3.6913
48199,-4.9896
48201,-3.7619
48203,-4.2571
48207,-3.8797
48209,-3.6390
48211,-3.7633
48213,-4.5615
48215,-3.6577
48217,-4.8323
48219,-4.1342
48221,-4.3509
48223,-4.6268
48225,-4.0879
48227,-3.9138
48231,-4.4227
48233,-4.6463
48237,-4.3114
48239,-3.9830
48241,-5.0691
48245,-4.3344
48249,-3.8913
48251,-4.4497
48253,-4.6320
48255,-3.0965
48257,-4.5962
48259,-3.7553
48265,-4.1439
48267,-4.3858
48273,-3.8122
48275,-4.2561
48277,-4.5425
48279,-3.7205
48281,-4.4406
48285,-4.4059
48287,-4.2196
48289,-4.7424
48291,-5.0699
48293,-4.6981
48295,-4.9689
48297,-3.9168
48299,-4.1950
48303,-3.4714
48305,-3.7008
48307,-4.5643
48309,-3.9927
48313,-4.6441
48317,-4.0370
48319,-3.8001
48321,-4.4038
48325,-4.1009
48329,-3.8526
48331,-4.3103
48333,-3.8069
48335,-4.8164
48337,-4.6896
48339,-4.2640
48341,-4.1616
48343,-4.8614
48347,-3.5866
48349,-4.7343
48353,-4.5419
48355,-4.0279
48357,-4.1798
48361,-4.9434
48363,-4.8548
48365,-4.2508
48367,-4.3532
48369,-3.9976
48371,-4.2250
48373,-4.6783
48375,-4.4157
48379,-5.1906
48381,-4.7350
48387,-4.9710
48389,-3.9945
48391,-4.2135
48395,-4.0217
48397,-4.3169
48399,-3.6535
48401,-4.4971
48407,-4.7971
48409,-4.0708
48411,-4.0685
48413,-4.1700
48415,-4.0725
48419,-4.4237
48421,-4.4840
48423,-3.8064
48425,-4.3281
48429,-4.7882
48435,-3.9866
48437,-3.9101
48439,-3.8249
48441,-4.1356
48445,-3.9604
48449,-4.1327
48451,-4.0342
48453,-2.9045
48455,-4.6615
48459,-4.7433
48461,-4.0151
48463,-3.5150
48465,-3.7179
48467,-4.6061
48469,-3.7293
48471,-4.3579
48473,-4.1335
48475,-4.8060
48477,-3.8386
48479,-3.7816
48481,-3.5760
48483,-4.6162
48485,-4.4045
48487,-4.5016
48491,-3.9690
48493,-4.4588
48495,-4.4743
48497,-4.3854
48499,-4.6194
48501,-4.4879
48503,-4.3366
49001,-3.4659
49003,-3.5024
49005,-3.0006
49007,-4.5093
49011,-3.4466
49013,-3.7664
49019,-3.9152
49021,-4.0888
49027,-3.3420
49035,-3.2996
49039,-3.4905
49041,-3.4667
49043,-2.8328
49045,-4.0568
49047,-4.2209
49049,-3.5544
49051,-2.7234
49053,-3.5409
49057,-3.5243
50007,-4.6249
51001,-4.3134
51013,-2.5466
51015,-4.4022
51019,-4.7834
51033,-4.7452
51035,-4.6819
51041,-4.0136
51047,-4.3621
51053,-4.7725
51059,-3.2424
51061,-4.3317
51067,-4.7215
51073,-5.4087
51079,-4.4206
51085,-4.2937
51087,-3.5369
51089,-4.6381
51095,-4.0469
51107,-3.6326
51121,-4.6654
51131,-4.0824
51137,-4.9082
51143,-4.9376
51149,-4.8896
51153,-3.7637
51161,-4.7749
51171,-4.4179
51177,-4.4481
51179,-4.4088
51187,-4.8430
51193,-4.7453
51199,-4.9208
51510,-2.2177
51540,-3.2791
51550,-4.7857
51590,-4.8472
51610,-3.5950
51630,-3.7246
51640,-4.0751
51650,-5.0093
51660,-3.8973
51670,-4.7642
51680,-4.1530
51683,-3.6289
51685,-3.9789
51700,-4.3129
51710,-4.3031
51740,-5.1707
51760,-3.3117
51770,-4.5865
51800,-5.0576
51810,-4.5439
51820,-4.1021
51840,-4.2782
53001,-3.5816
53005,-3.6811
53007,-3.4068
53009,-4.4214
53011,-3.9291
53015,-4.2771
53017,-3.7992
53021,-3.1465
53025,-3.6991
53027,-4.4871
53029,-4.3952
53033,-3.0992
53035,-4.4604
53037,-3.3538
53039,-3.4147
53041,-4.5086
53045,-4.3785
53047,-4.1953
53049,-3.9771
53053,-4.1091
53057,-3.4054
53061,-3.8235
53063,-4.5282
53065,-4.7778
53067,-4.4169
53071,-3.7280
53073,-3.6244
53075,-4.8281
53077,-3.9453
54003,-4.7572
54037,-4.6567
54039,-5.3315
55005,-4.3127
55009,-2.9710
55019,-3.6041
55021,-3.8374
55025,-2.4332
55027,-4.1413
55035,-4.1985
55039,-3.8768
55045,-3.9129
55047,-4.0237
55055,-3.7038
55059,-3.6294
55063,-4.2547
55071,-3.8713
55073,-3.8147
55079,-3.2162
55081,-4.5816
55087,-3.5750
55089,-4.2876
55097,-3.8682
55101,-3.4132
55105,-4.0719
55109,-4.3392
55111,-4.0421
55117,-3.6511
55121,-3.6664
55127,-3.5384
55131,-3.8964
55133,-3.4060
55135,-3.9358
55137,-3.7994
55139,-3.5365
55141,-4.0631
56001,-4.2313
56003,-3.8797
56005,-4.5150
56007,-4.3488
56013,-4.4330
56015,-3.7818
56021,-4.4100
56025,-4.3373
56029,-4.3739
56033,-4.9196
56035,-4.1040
56037,-4.5435
56039,-2.5392
56041,-4.0538
56043,-4.3175
