id,np_avg
13039,1.0944
13043,0.7721
13045,0.9004
13047,0.7643
13049,0.2927
13051,0.4049
13055,0.5653
13057,1.4066
13059,1.5930
13063,-0.0803
13065,0.4948
13067,1.7309
13069,1.0721
13071,0.8087
13073,1.2906
13075,0.5310
13077,0.8485
13079,-0.0239
13081,1.4126
13083,0.3459
13085,0.7598
13087,0.7698
13089,1.1226
13091,0.6576
13095,0.1293
13097,0.6069
13099,1.5406
13101,-0.0923
13103,1.0991
13105,0.2385
13107,0.3049
13109,0.3594
13111,0.8343
13113,1.7933
13115,0.7084
13117,2.4539
13119,0.7293
13121,2.1224
13123,0.8177
13125,0.1818
13127,1.6596
13129,0.7539
13131,0.2929
13133,1.9763
13135,1.9331
13137,1.0657
13139,0.8590
13143,1.2074
13145,0.9157
13147,0.7025
13149,0.9448
13151,0.4988
13153,1.1880
13155,0.5146
13157,1.4791
13159,0.0829
13161,0.8676
13163,1.0196
13169,0.5520
13171,0.0591
13173,0.8529
13175,0.4355
13177,0.7213
13179,0.1298
13181,0.8709
13183,-0.0185
13185,1.2951
13187,1.1737
13189,0.4481
13191,0.0245
13195,1.1861
13197,0.9294
13201,0.1984
13205,0.0439
13207,1.2190
13209,-0.2770
13211,1.2839
13213,0.7551
13215,0.7030
13217,0.1958
13219,2.0643
13221,1.2066
13223,0.5705
13225,-0.1940
13227,0.8541
13229,1.4520
13231,0.5217
13233,0.6077
13235,0.5656
13237,0.6772
13241,1.2310
13245,-0.5522
13247,0.7446
13249,1.2694
13253,0.6694
13255,0.4074
13257,1.3178
13267,0.1825
13269,-0.1947
13275,0.6087
13277,1.1549
13279,0.6635
13281,0.8234
13283,0.8287
13285,1.2434
13287,-0.3891
13291,1.4194
13293,0.7248
13295,0.7177
13297,1.0629
13299,0.6810
13305,0.3099
13309,0.6645
13311,1.0179
13313,0.7890
13315,0.6942
13317,0.1645
13319,-0.0399
13321,0.1604
15003,0.6788
16001,1.1240
16005,1.3547
16007,0.5052
16009,0.7079
16011,0.5489
16013,1.6139
16015,0.8126
16017,1.2113
16019,1.1940
16021,0.5466
16023,1.1781
16027,0.9116
16029,0.5727
16031,0.8178
16035,0.3703
16037,0.1819
16039,0.4313
16041,0.6238
16043,0.4510
16045,0.8421
16047,-0.1802
16049,0.4924
16051,0.9471
16053,0.5660
16055,1.3845
16057,1.2981
16059,0.6966
16061,0.3058
16063,-0.3687
16065,1.5434
16067,0.4681
16069,0.7008
16071,0.5273
16073,0.4876
16075,1.0835
16077,0.6391
16079,0.1140
16081,-0.3019
16083,0.9262
16085,1.5710
16087,1.2855
17001,0.5406
17005,0.9227
17007,0.5555
17009,0.3593
17011,0.2638
17013,1.1782
17015,0.7202
17017,-0.1268
17019,1.5477
17021,0.4884
17023,0.6558
17025,0.3070
17027,1.2874
17029,0.8919
17031,1.5786
17033,0.3502
17035,0.5420
17037,0.8721
17039,0.3779
17041,0.3774
17043,1.9564
17045,0.5888
17047,0.3535
17049,1.1547
17051,0.2069
17053,0.8703
17055,-0.0530
17057,0.2950
17059,0.3210
17061,0.3486
17063,0.9253
17065,0.4621
17067,0.3897
17069,-0.2662
17071,0.3774
17073,0.7770
17075,1.0700
17077,0.6143
17079,0.8715
17081,0.2769
17083,0.7524
17085,0.9289
17087,0.5788
17089,1.2766
17091,0.6084
17093,1.2169
17095,0.6866
17097,1.5634
17099,0.5552
17101,0.6482
17103,0.5217
17105,0.8130
17107,0.5679
17109,1.1991
17111,1.1567
17113,1.5262
17115,0.7726
17117,0.7509
17119,0.8750
17121,0.3095
17123,0.9850
17125,0.5053
17127,1.3153
17129,0.4279
17131,0.7134
17133,1.3024
17135,0.6237
17137,0.9636
17139,0.6331
17141,0.9381
17143,1.2295
17145,0.3384
17147,1.0075
17149,0.1412
17151,-0.2730
17155,0.4506
17157,0.0565
17159,0.9600
17161,0.3711
17163,0.9516
17165,-0.0282
17167,0.9423
17169,0.2323
17171,0.3235
17173,1.1212
17175,0.8481
17177,0.8175
17179,1.0700
17181,0.2968
17183,0.1781
17185,0.5747
17187,0.3879
17189,0.6491
17191,0.9259
17193,0.4433
17195,0.8183
17197,0.8168
17199,0.8447
17201,0.8670
17203,1.2768
18001,1.4013
18003,1.3312
18005,1.5502
18007,0.9837
18009,1.1449
18011,1.9353
18013,1.0402
18015,1.1358
18017,0.6351
18019,0.7141
18021,1.1746
18023,0.8650
18025,1.5111
18027,1.3640
18029,0.9822
18031,1.4345
18033,1.0748
18035,1.2012
18037,1.7653
18039,1.0342
18041,1.1579
18043,1.3249
18045,0.8403
18047,1.2435
18049,1.1320
18051,1.1116
18053,1.0310
18055,0.9714
18057,2.1977
18059,1.0895
18061,1.2514
18063,1.9194
18065,0.9897
18067,1.0657
18069,1.4248
18071,0.8572
18073,1.0313
18075,1.5168
18077,0.9220
18079,1.0172
18081,1.5630
18083,1.0126
18085,1.3473
18087,0.9149
18089,0.8189
18091,1.2217
18093,0.6913
18095,0.9163
18097,0.9012
18099,1.2872
18101,1.2280
18103,1.0200
18105,1.7518
18107,1.2110
18109,1.0365
18111,0.8838
18113,0.8066
18115,0.4733
18117,1.1597
18119,0.9878
18121,0.5948
18123,1.4876
18125,0.7812
18127,1.4814
18129,1.3708
18131,1.3692
18133,0.9539
18135,1.0007
18137,1.1352
18139,1.2814
18141,1.4152
18143,0.7674
18145,1.3905
18147,1.8743
18149,0.5302
18151,1.0839
18153,0.9910
18155,0.5966
18157,1.6330
18159,0.8427
18161,1.3563
18163,1.0479
18165,0.5647
18167,1.3227
18169,1.0198
18171,1.1330
18173,1.6679
18175,0.8484
18177,0.8825
18179,1.2232
18181,0.9954
18183,1.0359
19001,0.5058
19003,0.9923
19005,1.0921
19007,0.7884
19009,0.9905
19011,0.9326
19013,0.9289
19015,0.8315
19017,1.1148
19019,0.6219
19021,0.5958
19023,0.5844
19025,0.9866
19027,1.1526
19029,1.1621
19031,0.6509
19033,0.7371
19035,0.7123
19037,0.9011
19039,0.6581
19041,0.9962
19043,0.6142
19045,0.8653
19047,0.8498
19049,1.6729
19051,0.7552
19053,0.5176
19055,1.0049
19057,0.9740
19059,1.3937
19061,1.1410
19063,0.3305
19065,0.9097
19067,0.6393
19069,0.8560
19071,0.6472
19073,1.0427
19075,0.9863
19077,0.9216
19079,1.3856
19081,0.7200
19083,0.8615
19085,0.7649
19087,1.0506
19089,0.5027
19091,1.5344
19093,1.2445
19095,0.9006
19097,0.9860
19099,0.8529
19101,0.9891
19103,1.6290
19105,0.7953
19107,0.6847
19109,0.6505
19111,0.6166
19113,1.2734
19115,0.1723
19117,0.5127
19119,1.0487
19121,1.1468
19123,0.6200
19125,1.1869
19127,0.8020
19129,1.1614
19131,1.0900
19133,0.4344
19135,0.6735
19137,0.7880
19139,1.0069
19141,1.2924
19143,0.7890
19145,0.7870
19147,0.4023
19149,0.7554
19151,1.3780
19153,1.3995
19155,0.4941
19157,1.4875
19159,1.1602
19161,0.6591
19163,1.4799
19165,1.3110
19167,1.3670
19169,1.7658
19171,0.3756
19173,1.2502
19175,0.4460
19177,0.3725
19179,0.3887
19181,1.2029
19183,0.6422
19185,0.7619
19187,0.3077
19189,0.8922
19191,1.5089
19193,0.7125
19195,0.8985
19197,0.8934
20001,1.0208
20003,1.5329
20005,0.5946
20007,0.9042
20009,1.1245
20011,0.4264
20013,1.7838
20015,1.4810
20017,1.2743
20021,0.5979
20023,1.1702
20025,1.0116
20027,1.4038
20029,1.1999
20031,1.1461
20033,0.9442
20035,1.0518
20037,1.0356
20041,1.1101
20043,0.5182
20045,1.6046
20051,1.6094
20053,1.1668
20055,0.5665
20057,0.6594
20059,0.8484
20061,0.7917
20063,0.8164
20067,0.0935
20069,1.2450
20073,1.2029
20075,0.9014
20077,1.3687
20079,1.4120
20081,1.4957
20085,1.5090
20087,0.9797
20091,1.9193
20093,1.1580
20095,0.6521
20099,1.5381
20103,1.0606
20105,1.0063
20107,0.8877
20109,1.2754
20111,1.1305
20113,0.5855
20115,1.2797
20117,1.6404
20119,1.1435
20121,1.2753
20123,1.2369
20125,0.9361
20127,1.1633
20129,0.1808
20131,2.0046
20133,1.0837
20135,0.2612
20137,1.3290
20139,1.0698
20141,2.1413
20143,1.1470
20145,0.6392
20147,1.8653
20149,1.3432
20151,0.9422
20155,1.0397
20157,1.3402
20159,1.3199
20161,1.7112
20163,0.4605
20165,0.9893
20167,0.8976
20169,1.0154
20171,1.0595
20173,1.0957
20175,0.4237
20177,1.1577
20179,0.4251
20181,1.2394
20183,1.1414
20185,0.8158
20189,0.4588
20191,0.8815
20193,0.3830
20195,0.7791
20197,0.7640
20201,1.0230
20203,0.6306
20205,0.8132
20209,0.2659
21001,1.1169
21003,1.1722
21005,1.2473
21007,1.1866
21009,1.3864
21011,1.1322
21013,0.7750
21015,1.3652
21017,1.2544
21019,0.9514
21021,1.6933
21023,0.6189
21025,1.2046
21027,1.3300
21029,0.7582
21031,0.5231
21033,1.4113
21035,1.8414
21037,1.6798
21039,0.6964
21041,0.8085
21043,1.1025
21045,1.2457
21047,1.0023
21049,1.1803
21051,1.3458
21053,1.0351
21055,1.0996
21057,0.8138
21059,1.6108
21061,1.1717
21063,0.0355
21065,0.5417
21067,2.1508
21069,0.7145
21071,1.0737
21073,0.8703
21075,0.4324
21077,0.4467
21079,0.6775
21081,0.7801
21083,1.6594
21085,0.8081
21087,0.8714
21089,0.9935
21091,1.1234
21093,0.8878
21095,0.7881
21097,0.8912
21099,1.1346
21101,1.5934
21103,0.4140
21105,0.6904
21107,1.1085
21109,0.4962
21111,1.3012
21113,1.0078
21115,1.4002
21117,1.1562
21119,0.7850
21121,0.6702
21123,1.4154
21125,1.5602
21127,0.4814
21129,0.9567
21131,0.5430
21133,0.8361
21135,0.7601
21137,0.7800
21139,0.5471
21141,1.3718
21143,1.2821
21145,1.5161
21147,0.7299
21149,1.0902
21151,1.1825
21153,0.8387
21155,1.3765
21157,1.3339
21159,0.4200
21161,1.3537
21163,1.5418
21165,0.1471
21167,0.5586
21169,0.9991
21171,1.3615
21173,1.2683
21175,1.6938
21177,1.2528
21179,0.7260
21181,0.5831
21183,0.9988
21185,1.5721
21187,0.7893
21191,1.0856
21193,0.9527
21195,1.0867
21197,1.1302
21199,1.6498
21203,1.2972
21205,1.0937
21207,1.3743
21209,1.3314
21211,1.0796
21213,1.0026
21215,0.9021
21217,1.1042
21219,0.8960
21221,1.0657
21223,0.4374
21225,0.9191
21227,1.6259
21229,1.0522
21231,1.1855
21233,0.7175
21235,1.8576
21237,1.0939
21239,1.6023
22001,0.4240
22003,0.6246
22005,1.0583
22007,0.2364
22009,0.1412
22011,0.2266
22013,0.2285
22015,0.6663
22017,0.5783
22019,0.5290
22021,-0.1374
22023,-0.3020
22025,0.3443
22027,-0.5621
22029,0.1154
22031,0.3296
22033,1.1775
22037,-0.5178
22039,0.5400
22041,-0.0757
22043,0.1678
22045,0.4222
22047,0.2633
22049,-0.0227
22051,0.4163
22053,0.4108
22055,0.9231
22057,0.2656
22059,0.3313
22061,1.1829
22063,0.7652
22067,-0.3165
22069,0.5497
22071,0.7202
22073,0.9116
22075,0.9718
22077,-0.3455
22079,0.6451
22083,0.0692
22085,0.3276
22087,0.6931
22089,1.0676
22093,0.5526
22095,-0.0138
22097,0.0187
22099,0.0732
22101,0.6888
22103,1.1084
22105,0.1468
22109,0.5612
22111,-0.3745
22113,0.4613
22115,0.7180
22117,0.1062
22119,-0.1608
22121,0.2968
22123,0.4838
22125,1.4257
22127,0.4404
23001,0.9832
23003,0.8276
23005,1.6644
23007,0.9221
23009,1.2018
23011,0.8884
23013,1.1599
23015,1.0435
23017,0.6974
23019,1.2990
23021,0.6028
23023,1.2243
23025,0.6602
23027,0.8942
23029,0.6531
23031,1.1828
24001,1.3036
24003,1.7046
24005,1.3787
24009,1.6884
24011,1.4102
24013,1.5802
24015,0.6422
24017,0.6948
24019,0.6257
24021,1.4631
24023,0.8629
24025,1.5564
24027,2.2107
24029,0.6624
24031,2.0784
24033,-0.1917
24035,1.3596
24037,1.5171
24039,0.4892
24041,0.9275
24043,1.3300
24045,1.2396
24047,2.5461
24510,-0.1499
25001,1.8058
25003,1.5161
25005,1.6024
25007,2.2056
25009,1.8437
25011,1.3044
25013,1.3290
25015,1.6303
25017,2.3713
25019,0.6874
25021,2.3664
25023,1.7948
25025,1.0174
25027,1.8294
26001,0.1308
26003,0.4114
26005,0.8419
26007,0.2694
26009,0.6384
26011,0.3604
26013,-0.0502
26015,0.7968
26017,0.4792
26019,0.9561
26021,0.9310
26023,0.2881
26025,0.2938
26027,0.9505
26029,0.8179
26031,0.4099
26033,0.5847
26035,-0.0408
26037,0.8258
26039,1.4995
26041,0.1729
26043,0.7532
26045,0.2683
26047,1.1109
26049,0.5688
26051,0.4690
26053,0.4437
26055,0.7377
26057,0.4935
26059,-0.0450
26061,0.9476
26063,0.6518
26065,0.9607
26067,0.4543
26069,0.3826
26071,0.3123
26073,0.4340
26075,0.4683
26077,1.0945
26079,-0.3403
26081,1.2640
26087,0.3856
26089,1.2162
26091,0.3579
26093,0.9728
26095,0.2895
26097,0.6446
26099,0.4733
26101,0.4546
26103,0.3676
26105,1.0708
26107,0.3650
26109,0.3504
26111,1.3286
26113,0.5599
26115,0.4155
26117,-0.0323
26119,-0.2107
26121,0.3763
26123,0.5492
26125,1.4953
26127,0.3165
26129,0.4855
26131,-0.0416
26133,-0.0975
26135,0.2385
26137,1.0782
26139,1.3924
26141,0.2809
26143,0.7645
26145,0.5366
26147,0.5999
26149,0.3710
26151,0.6241
26153,0.2825
26155,0.1400
26157,0.2647
26159,0.8205
26161,1.7372
26163,0.4210
26165,0.6560
27001,1.0683
27003,1.6016
27005,1.4555
27007,1.1492
27009,1.4479
27011,1.0156
27013,1.8234
27015,1.1179
27017,1.4579
27019,1.8128
27021,0.6391
27023,1.0418
27025,1.3616
27027,1.4134
27029,0.4382
27031,1.0434
27033,1.2096
27035,1.7831
27037,1.7388
27039,1.4123
27041,1.8877
27043,1.0624
27045,1.1999
27047,1.2770
27049,1.4351
27051,1.2300
27053,2.1055
27055,1.0749
27057,1.3331
27059,1.3288
27061,1.0376
27063,1.2401
27065,1.2751
27067,1.3790
27069,1.3005
27071,0.8323
27073,1.3205
27075,0.9339
27077,0.3760
27079,0.8354
27081,1.6558
27083,1.3553
27085,1.5399
27087,0.2943
27089,1.0655
27091,0.9766
27093,1.3503
27095,0.8323
27097,0.8492
27099,0.9724
27101,1.5746
27103,1.8724
27105,0.9590
27107,1.3223
27109,1.8678
27111,1.3893
27113,1.2342
27115,0.6496
27117,1.0090
27119,1.1519
27121,1.6623
27123,1.8446
27125,0.7874
27127,0.9053
27129,1.1091
27131,1.5089
27133,1.4484
27135,1.1480
27137,1.2241
27139,1.8289
27141,1.2875
27143,0.9705
27145,1.4704
27147,1.3138
27149,1.5790
27151,1.1513
27153,0.5276
27155,1.6775
27157,1.5032
27159,1.0382
27161,1.4307
27163,1.7835
27165,1.0246
27167,0.8212
27169,1.2626
27171,1.6383
27173,0.6737
28001,-1.6081
28003,0.6699
28007,0.9991
28011,0.0479
28013,0.4432
28017,0.0025
28019,0.4803
28023,0.5701
28025,-0.1236
28027,-1.2016
28029,-0.0320
28031,-0.8188
28033,0.7178
28035,0.7038
28037,-0.3160
28039,0.2407
28041,-0.2505
28043,1.0485
28045,0.5908
28047,1.0369
28049,0.2695
28051,-2.0083
28057,0.1661
28059,0.4034
28061,0.2215
28067,0.1901
28071,1.1039
28073,0.9103
28075,0.3165
28077,0.1364
28079,-0.8078
28081,0.6320
28083,-0.2965
28085,0.1128
28087,0.5103
28089,1.1888
28091,-0.0822
28093,-0.8481
28095,0.6320
28097,0.7814
28099,0.2602
28101,0.6969
28105,0.8450
28107,0.2024
28109,0.1591
28111,-0.4056
28113,0.0812
28115,0.8419
28117,0.6332
28121,0.5567
28123,0.0529
28127,-0.0944
28129,0.2847
28131,0.4132
28133,-1.7358
28135,-0.3354
28137,0.1374
28139,0.2565
28141,0.6903
28145,0.7715
28147,-1.3055
28149,-0.1390
28151,-1.1293
28153,0.0825
28155,0.5982
28159,0.3571
28161,0.2999
28163,-0.9719
29001,1.4867
29003,0.9326
29005,1.3771
29007,0.5792
29009,0.9033
29011,0.6941
29013,0.8241
29015,1.1337
29017,0.8537
29019,1.1157
29021,1.1102
29023,0.9161
29025,0.9264
29027,0.8172
29029,1.0444
29031,1.1421
29033,1.1798
29035,0.8094
29037,0.8696
29039,0.5734
29041,0.8341
29043,1.4135
29045,0.7107
29047,1.2440
29049,0.9014
29051,1.0335
29053,0.5414
29055,0.5898
29057,0.5422
29059,0.5379
29061,0.7770
29063,0.9479
29065,0.8744
29067,0.9996
29069,1.4606
29071,0.9410
29073,0.6086
29075,1.1312
29077,1.1606
29079,1.0318
29081,0.5486
29083,0.3974
29085,1.5517
29087,1.3019
29089,0.4941
29091,1.1319
29093,1.1871
29095,1.0415
29097,1.0846
29099,1.1930
29101,0.9710
29105,0.8068
29107,0.7292
29109,0.7996
29111,1.0433
29113,0.1935
29115,1.1495
29117,0.9208
29119,0.8303
29121,0.6800
29123,0.9496
29125,0.3498
29127,0.9820
29129,0.1759
29131,0.9885
29133,1.0480
29135,0.9430
29137,0.4882
29139,0.5575
29141,0.9262
29143,0.6073
29145,0.9170
29147,0.8870
29149,1.1906
29151,0.6827
29153,1.0910
29155,0.5723
29157,0.4516
29159,0.9640
29161,1.3661
29163,0.7362
29165,1.5986
29167,0.8103
29169,0.6235
29171,0.5829
29173,0.6630
29175,0.6515
29177,0.7085
29179,0.7560
29181,0.5219
29183,1.2679
29185,0.7187
29186,1.3263
29187,1.2958
29189,1.6124
29195,0.2412
29197,0.3477
29199,1.1259
29201,0.5687
29203,0.9611
29205,0.8723
29207,0.7604
29209,0.8539
29211,0.2596
29213,1.5389
29215,0.6849
29217,0.9707
29219,0.5902
29221,0.9902
29223,0.5674
29225,0.8935
29229,1.1180
29510,-0.0286
30001,1.4326
30003,-0.3876
30005,0.8768
30007,1.2130
30009,0.9084
30013,1.6313
30015,1.3555
30017,0.5169
30021,0.2507
30023,0.2597
30025,0.6325
30027,1.4316
30029,1.4048
30031,1.6938
30035,0.9961
30039,1.0376
30041,0.6668
30043,1.3452
30047,0.9896
30049,1.1601
30053,0.7688
30057,1.2751
30061,0.7209
30063,1.6828
30065,0.6760
30067,1.4717
30071,1.0243
30073,0.3207
30077,0.9615
30081,1.2926
30083,0.7776
30085,0.1431
30087,0.4573
30089,1.0268
30091,0.3211
30093,1.4467
30095,0.9967
30097,1.1596
30099,0.7690
30101,0.8739
30105,0.5922
30111,0.9924
31001,1.1429
31003,0.9503
31011,0.5750
31013,0.2953
31017,1.2210
31019,0.9898
31021,0.7594
31023,0.6025
31025,0.6691
31027,1.0506
31029,0.5186
31031,1.6272
31033,1.4014
31035,0.9698
31037,0.7609
31039,0.7739
31041,1.4199
31043,-0.1562
31045,1.3568
31047,0.6535
31049,0.8601
31051,0.1825
31053,0.9453
31055,1.4652
31059,0.9305
31063,0.8230
31065,1.0841
31067,1.1104
31071,1.0912
31079,1.1779
31081,1.2319
31089,0.8021
31093,0.8057
31095,0.7824
31097,1.1243
31099,0.7225
31101,0.6082
31105,0.4695
31107,1.1571
31109,1.8254
31111,0.4165
31119,0.9506
31121,0.2410
31123,0.7398
31125,0.2897
31127,1.5727
31129,0.8171
31131,0.9214
31135,0.8112
31137,1.4077
31139,1.2676
31141,1.2325
31143,0.7414
31145,1.4155
31147,1.0389
31151,0.5338
31153,1.0196
31155,1.2366
31157,0.9555
31159,1.1566
31161,0.8223
31167,0.5676
31169,1.1297
31173,-0.4539
31175,1.7054
31177,1.2672
31179,0.8462
31181,-0.0465
31185,1.3598
32001,0.3288
32003,0.5848
32005,0.9050
32007,-0.0871
32013,-0.1491
32015,0.2521
32017,-0.2713
32019,0.4383
32023,-0.3871
32027,-0.7473
32029,0.2589
32031,0.9762
32033,-0.6107
32510,0.5246
33001,1.2242
33003,1.5090
33005,1.1732
33007,0.8540
33009,1.6252
33011,1.3673
33013,1.3948
33015,1.5278
33017,1.2522
33019,1.0678
34001,1.1028
34003,2.0595
34005,1.3259
34007,1.2577
34009,1.2856
34011,0.3408
34013,1.5691
34015,1.2313
34017,0.7366
34019,2.0951
34021,1.9328
34023,2.0207
34025,1.8511
34027,2.1695
34029,1.2919
34031,0.9311
34033,0.9229
34035,2.3059
34037,1.2553
34039,1.6912
34041,1.2079
35001,0.9620
35005,0.8350
35006,0.1454
35007,0.6113
35009,1.2674
35013,0.4009
35015,0.3526
35017,0.6464
35023,-0.1854
35025,-0.4412
35027,-0.0198
35028,1.8283
35031,-0.2005
35035,0.8210
35039,-1.0885
35041,0.6224
35043,0.8647
35045,0.0791
35047,-0.3545
35049,0.4477
35051,0.1768
35053,-0.1918
35055,0.9555
35057,0.6870
35059,0.7389
35061,0.6045
36001,1.2579
36003,0.6334
36007,1.0723
36009,0.4974
36011,0.7322
36013,0.6938
36015,0.6783
36017,0.2825
36019,0.6237
36021,0.2210
36023,0.6043
36025,0.3493
36027,0.7580
36029,1.2913
36031,0.6398
36033,0.1737
36035,0.4865
36037,1.0461
36039,0.3297
36041,0.5034
36043,0.4853
36045,0.4961
36049,0.6542
36051,0.8071
36053,1.0301
36055,1.4335
36057,0.4035
36059,1.6185
36061,1.6171
36063,0.7888
36065,0.7989
36067,1.1438
36069,1.1166
36071,0.8552
36073,0.3699
36075,0.6745
36077,0.6277
36079,1.1257
36083,0.8584
36087,1.3841
36089,0.5506
36091,1.3005
36093,0.9525
36095,0.5661
36097,0.2157
36099,0.4540
36101,0.8219
36103,1.1755
36105,0.1418
36107,0.5527
36109,1.4287
36111,0.4436
36113,1.1296
36115,0.5147
36117,0.8395
36119,1.8619
36121,0.6710
36123,0.4128
37001,1.0471
37003,1.0252
37005,1.4088
