id,mf_avg
18093,-5.9558
18095,-5.8828
18097,-5.8939
18099,-5.8024
18101,-6.2458
18103,-5.9558
18105,-5.9591
18107,-5.7412
18109,-5.9739
18111,-5.9494
18113,-5.8845
18115,-6.3041
18117,-5.9225
18119,-6.0356
18121,-6.0329
18123,-5.8101
18125,-5.8562
18127,-5.8841
18129,-5.7154
18131,-5.8356
18133,-5.9108
18135,-5.9601
18137,-5.9599
18139,-6.0666
18141,-5.8582
18143,-6.0822
18145,-5.9170
18147,-5.9183
18149,-5.9371
18151,-6.0206
18153,-6.0693
18155,-5.9446
18157,-5.8356
18159,-5.8277
18161,-6.0192
18163,-5.9582
18165,-5.9054
18167,-5.8635
18169,-5.9347
18171,-5.9045
18173,-5.8740
18175,-5.8704
18177,-5.8411
18179,-6.0728
18181,-5.8921
18183,-5.9150
19001,-5.5367
19005,-5.6481
19007,-5.5701
19009,-5.4676
19011,-5.6123
19013,-5.6042
19015,-5.3976
19017,-5.5174
19019,-5.5453
19021,-5.4231
19023,-5.6842
19025,-5.5329
19027,-5.5766
19029,-5.3906
19031,-5.6120
19033,-5.5920
19035,-5.7055
19037,-5.4835
19039,-5.4921
19041,-5.3558
19043,-5.6588
19045,-5.4942
19047,-5.5887
19049,-5.5729
19051,-5.9094
19053,-5.6117
19055,-5.5889
19057,-5.6202
19059,-5.4238
19061,-5.6423
19063,-5.4615
19065,-5.5228
19067,-5.3395
19069,-5.8407
19071,-5.6074
19073,-5.7507
19075,-5.6431
19077,-5.7990
19079,-5.5142
19081,-5.7920
19083,-5.5426
19085,-5.7683
19087,-5.7483
19089,-5.5475
19091,-5.5455
19093,-5.9282
19095,-5.5021
19097,-5.5861
19099,-5.6139
19101,-5.6791
19103,-5.6650
19105,-5.5251
19107,-5.7702
19109,-5.5036
19111,-5.4542
19113,-5.5181
19115,-5.7970
19117,-5.4303
19119,-5.5209
19121,-5.4416
19123,-5.4803
19125,-5.4396
19127,-5.4670
19129,-5.5484
19131,-5.6248
19133,-5.6735
19135,-5.6260
19137,-5.7132
19139,-5.4852
19141,-5.6175
19143,-5.4620
19145,-5.9282
19147,-5.6824
19149,-5.5042
19151,-5.5767
19153,-5.6024
19155,-5.5578
19157,-5.5267
19159,-5.5621
19161,-5.7117
19163,-5.5992
19165,-5.7288
19167,-5.6415
19169,-5.6240
19171,-5.7484
19173,-5.5416
19175,-5.6141
19177,-5.9436
19179,-5.6123
19181,-5.4611
19183,-5.7626
19185,-5.6754
19187,-5.6616
19189,-5.3231
19191,-5.4668
19193,-5.5200
19195,-5.8395
19197,-5.6108
20001,-5.9018
20003,-5.5651
20005,-5.7262
20007,-5.8274
20009,-5.5996
20011,-5.8738
20013,-5.9400
20015,-5.6265
20019,-5.9061
20021,-5.7173
20027,-5.5396
20029,-5.6110
20031,-5.7831
20035,-5.6134
20037,-5.6442
20041,-5.5997
20043,-5.7236
20045,-5.7513
20051,-5.7243
20053,-5.6221
20055,-5.6223
20057,-5.6202
20059,-5.6122
20061,-5.8002
20067,-5.7731
20069,-5.5953
20073,-5.8142
20077,-5.7452
20079,-5.5958
20081,-5.8920
20085,-5.8495
20087,-5.7301
20091,-5.6725
20093,-5.8193
20095,-5.7812
20099,-5.8489
20103,-5.7564
20105,-5.6360
20107,-5.4949
20111,-5.7918
20113,-5.5207
20115,-5.7794
20117,-5.7145
20119,-6.0048
20121,-5.7073
20123,-5.5404
20125,-5.6935
20127,-5.7471
20129,-6.0046
20131,-5.6476
20133,-5.5432
20137,-5.8604
20139,-5.7390
20143,-5.5132
20145,-5.6321
20147,-5.6360
20149,-5.6434
20151,-5.6513
20155,-5.6350
20157,-5.7278
20159,-5.6392
20161,-5.6427
20163,-5.6563
20165,-5.8122
20167,-5.5796
20169,-5.7021
20171,-5.8788
20173,-5.7159
20175,-5.6684
20177,-5.6831
20179,-6.1091
20181,-5.7491
20183,-5.7087
20185,-5.8013
20189,-5.5556
20191,-5.7421
20193,-5.6719
20197,-5.8731
20201,-5.6889
20205,-5.8482
20209,-5.7755
21001,-5.9515
21003,-6.0858
21005,-5.9645
21007,-5.7903
21009,-6.0590
21011,-5.9954
21013,-5.8150
21015,-6.0096
21017,-6.1139
21019,-5.9650
21021,-5.8367
21023,-5.8104
21025,-6.1752
21027,-5.9382
21029,-6.0474
21031,-6.1157
21033,-5.9997
21035,-5.9749
21037,-6.1575
21039,-5.7791
21041,-5.8806
21043,-6.1011
21045,-6.0255
21047,-6.1659
21049,-5.8815
21051,-6.1221
21053,-6.0334
21055,-5.7878
21057,-6.1550
21059,-5.9030
21061,-5.9031
21063,-6.0763
21065,-6.1172
21067,-6.0693
21069,-5.8253
21071,-5.7683
21073,-6.1097
21075,-6.1755
21077,-6.0932
21079,-6.0911
21081,-6.0032
21083,-6.0769
21085,-5.9982
21087,-6.0730
21089,-6.1130
21091,-5.8152
21093,-5.9077
21095,-5.7711
21097,-5.9604
21099,-5.8645
21101,-5.8846
21103,-6.1137
21105,-6.2609
21107,-5.8467
21109,-6.0381
21111,-6.1019
21113,-5.9767
21115,-5.6734
21117,-6.0324
21119,-5.8673
21121,-5.8878
21123,-5.8232
21125,-5.9642
21127,-6.2489
21129,-6.3268
21131,-6.0134
21133,-5.8368
21135,-6.3005
21137,-6.0682
21139,-5.9720
21141,-6.1468
21143,-5.8223
21145,-5.8797
21147,-5.9960
21149,-5.8181
21151,-5.9719
21153,-5.8849
21155,-5.9586
21157,-5.9952
21159,-5.9389
21161,-6.0129
21163,-5.9735
21165,-6.0897
21167,-5.8853
21169,-6.1687
21171,-5.9713
21173,-6.0581
21175,-5.8111
21177,-6.0533
21179,-6.1484
21181,-6.1024
21183,-5.8530
21185,-6.0053
21187,-6.1081
21189,-6.3463
21191,-6.1058
21193,-5.9252
21195,-5.9894
21197,-5.9114
21199,-6.0440
21203,-5.7952
21205,-6.1602
21207,-6.1758
21209,-6.0503
21211,-5.9251
21213,-6.0935
21215,-5.7926
21217,-5.9011
21219,-6.1423
21221,-6.0354
21223,-6.2339
21225,-6.0850
21227,-6.0032
21229,-6.1340
21231,-5.9912
21233,-6.0330
21235,-5.6790
21237,-5.9068
21239,-6.0460
22001,-5.9880
22003,-6.1960
22005,-6.0673
22007,-6.1821
22009,-6.0907
22011,-5.9909
22013,-6.1900
22015,-5.9208
22017,-6.1528
22019,-5.9187
22021,-6.2324
22023,-6.2764
22025,-6.0092
22027,-6.0774
22029,-5.9350
22031,-6.1344
22033,-6.1894
22035,-6.4976
22037,-6.0471
22039,-6.0948
22041,-6.0630
22043,-5.9817
22045,-6.0245
22047,-6.1014
22049,-5.9683
22051,-5.9845
22053,-5.8742
22055,-6.0552
22057,-6.1200
22059,-6.0159
22061,-5.9757
22063,-5.8859
22065,-6.4323
22067,-5.9672
22069,-6.2433
22071,-6.0990
22073,-5.9590
22075,-5.9747
22077,-6.1423
22079,-6.1184
22081,-6.0323
22083,-6.1517
22085,-6.0588
22087,-6.0298
22089,-6.0637
22091,-6.1617
22093,-6.0182
22095,-5.9860
22097,-5.9653
22099,-6.0233
22101,-6.1360
22103,-5.9635
22105,-6.0211
22107,-6.0890
22109,-5.9783
22111,-6.0967
22113,-5.9597
22115,-5.9889
22117,-6.0543
22119,-6.1722
22121,-5.8969
22123,-5.8687
22125,-6.1428
22127,-6.0135
23001,-5.8962
23003,-6.0501
23005,-6.0027
23007,-5.8073
23009,-6.0755
23011,-6.0164
23013,-5.9448
23015,-6.0373
23017,-5.9326
23019,-6.0438
23021,-6.1084
23023,-6.0799
23025,-6.0836
23027,-6.1187
23029,-5.9555
23031,-5.9117
24001,-6.0555
24003,-6.0840
24005,-6.0689
24009,-6.1417
24011,-6.3123
24013,-6.0646
24015,-6.1076
24017,-6.3338
24019,-6.1702
24021,-6.0591
24023,-6.1528
24025,-6.0759
24027,-6.0610
24029,-6.2177
24031,-6.0442
24033,-6.2023
24035,-6.1764
24037,-6.2276
24039,-6.0025
24041,-6.0701
24043,-6.1384
24045,-6.0384
24047,-6.0601
24510,-6.1400
25001,-6.1116
25003,-6.0232
25005,-6.1058
25007,-5.8925
25009,-6.1438
25011,-6.1663
25013,-6.0802
25015,-6.0680
25017,-6.0966
25019,-6.1947
25021,-6.1179
25023,-6.1430
25025,-6.1718
25027,-6.0612
26001,-5.8499
26003,-5.7223
26005,-5.8676
26007,-5.8142
26009,-5.7582
26011,-5.8513
26013,-6.1381
26015,-5.7185
26017,-5.6868
26019,-5.6586
26021,-5.6895
26023,-5.7522
26025,-5.8198
26027,-5.6939
26029,-5.8123
26031,-5.9022
26033,-5.7437
26035,-5.7597
26037,-5.7036
26039,-5.7817
26041,-5.9086
26043,-5.6409
26045,-5.7842
26047,-5.7994
26049,-5.8081
26051,-5.9689
26053,-6.0228
26055,-5.7972
26057,-5.7913
26059,-5.7416
26061,-5.9206
26063,-5.9621
26065,-5.7325
26067,-5.7833
26069,-5.7877
26071,-5.8744
26073,-5.7921
26075,-5.7038
26077,-5.7627
26079,-5.9167
26081,-5.7296
26085,-5.5762
26087,-5.7681
26089,-5.8599
26091,-5.7155
26093,-5.7029
26095,-5.8096
26097,-6.0398
26099,-5.8256
26101,-5.8362
26103,-5.7670
26105,-5.8813
26107,-5.8669
26109,-5.6207
26111,-5.7642
26113,-5.7435
26115,-5.7489
26117,-5.8174
26119,-5.8098
26121,-5.7906
26123,-5.8066
26125,-5.8302
26127,-5.8448
26129,-5.8090
26131,-5.3237
26133,-5.7629
26135,-5.4916
26137,-5.6308
26139,-5.6901
26141,-6.1425
26143,-5.8821
26145,-5.7913
26147,-5.7730
26149,-5.8066
26151,-5.7871
26153,-6.1903
26155,-5.7290
26157,-5.7478
26159,-5.6927
26161,-5.7746
26163,-5.8383
26165,-5.6834
27001,-5.7568
27003,-5.7627
27005,-5.8728
27007,-5.8486
27009,-5.7153
27011,-5.7990
27013,-5.7280
27015,-5.6387
27017,-5.6988
27019,-5.6784
27021,-5.7852
27023,-5.8768
27025,-5.9038
27027,-5.6592
27029,-5.8139
27031,-6.1239
27033,-5.5756
27035,-5.8154
27037,-5.8036
27039,-5.6271
27041,-5.7201
27043,-5.6427
27045,-5.7275
27047,-5.8156
27049,-5.7384
27051,-5.7363
27053,-5.7626
27055,-5.7028
27057,-5.6956
27059,-5.8101
27061,-5.7720
27063,-5.7338
27065,-5.8756
27067,-5.6619
27069,-5.9279
27071,-5.6300
27073,-5.4495
27075,-5.7848
27079,-5.7046
27081,-5.8472
27083,-5.8046
27085,-5.7615
27087,-5.5965
27089,-5.8538
27091,-5.6855
27093,-5.6991
27095,-5.9783
27097,-5.7106
27099,-5.9927
27101,-5.6317
27103,-5.8771
27105,-5.7558
27107,-5.8227
27109,-5.7708
27111,-5.6627
27113,-6.0097
27115,-5.9078
27117,-5.9728
27119,-5.6692
27121,-5.7636
27123,-5.8721
27125,-5.8524
27127,-5.7794
27129,-5.7523
27131,-5.7461
27133,-5.8100
27135,-5.8307
27137,-5.7913
27139,-5.6904
27141,-5.7351
27143,-5.9717
27145,-5.7887
27147,-5.5535
27149,-5.7142
27151,-5.8734
27153,-5.5928
27155,-5.9006
27157,-5.5667
27159,-6.0326
27161,-5.7945
27163,-5.7297
27165,-5.8091
27167,-5.5070
27169,-5.4915
27171,-5.6613
27173,-5.5916
28001,-6.1416
28003,-5.9962
28005,-5.9150
28007,-6.0956
28009,-5.9462
28011,-6.1950
28013,-6.0029
28015,-6.1904
28017,-6.2669
28019,-5.8463
28021,-6.3923
28023,-5.9449
28025,-6.0862
28027,-6.1766
28029,-6.1539
28031,-6.1243
28033,-6.0509
28035,-6.0769
28037,-6.1094
28039,-6.1092
28041,-5.9592
28043,-6.1206
28045,-6.0279
28047,-6.0390
28049,-6.2183
28051,-6.2247
28053,-6.1896
28057,-6.1669
28059,-6.1328
28061,-6.1560
28063,-6.3921
28065,-6.2019
28067,-6.0473
28069,-6.0638
28071,-5.9320
28073,-6.1436
28075,-6.1026
28077,-6.1199
28079,-6.2388
28081,-6.1415
28083,-6.2981
28085,-5.9667
28087,-5.9902
28089,-6.0240
28091,-6.0246
28093,-6.2290
28095,-6.1125
28097,-5.8520
28099,-6.1615
28101,-6.0967
28103,-6.1401
28105,-6.0441
28107,-6.1127
28109,-6.1359
28111,-6.5367
28113,-6.0950
28115,-6.1035
28117,-6.0299
28119,-6.5107
28121,-6.0596
28123,-5.9937
28125,-6.1409
28127,-6.1358
28129,-6.2266
28131,-6.0825
28133,-6.2691
28135,-5.9887
28137,-6.0850
28139,-6.0430
28141,-6.1326
28143,-6.1397
28145,-6.1932
28147,-6.2131
28149,-6.0069
28151,-6.2319
28153,-6.1282
28155,-6.1096
28157,-6.2464
28159,-6.3001
28161,-6.1709
28163,-6.2639
29001,-5.9170
29003,-5.7465
29005,-5.9477
29007,-6.1149
29009,-5.9673
29011,-5.7603
29013,-5.8425
29015,-5.8499
29017,-5.9921
29019,-6.0113
29021,-6.0741
29023,-5.8550
29025,-5.9170
29027,-6.0187
29029,-5.9538
29031,-5.8884
29033,-6.3238
29035,-6.1961
29037,-5.9687
29039,-6.0350
29041,-5.8388
29043,-5.9611
29045,-5.6541
29047,-5.9787
29049,-5.8981
29051,-5.8543
29053,-6.1488
29055,-6.0723
29057,-6.0825
29059,-6.0191
29061,-6.1361
29063,-5.7131
29065,-5.7783
29067,-6.0036
29069,-5.9199
29071,-6.0020
29073,-5.8919
29075,-6.0670
29077,-5.9112
29079,-5.9321
29081,-5.8406
29083,-5.9522
29085,-5.8288
29087,-5.7479
29089,-5.9535
29091,-5.8713
29093,-6.0176
29095,-5.9256
29097,-5.8524
29099,-5.8678
29101,-6.0734
29103,-5.9246
29105,-5.9497
29107,-6.0702
29109,-5.8723
29111,-6.0379
29113,-5.9535
29115,-5.8219
29117,-5.8559
29119,-5.8251
29121,-5.8827
29123,-5.9556
29125,-6.2738
29127,-5.8359
29129,-5.6962
29131,-6.0252
29133,-5.9715
29135,-5.7806
29137,-6.0779
29139,-5.9035
29141,-5.9182
29143,-5.9458
29145,-5.8748
29147,-5.9412
29149,-5.8368
29151,-6.1578
29153,-5.8312
29155,-6.0090
29157,-5.9520
29159,-6.0378
29161,-5.8487
29163,-6.0551
29165,-5.9067
29167,-6.0911
29169,-5.8732
29171,-6.1886
29173,-5.8189
29175,-5.8889
29177,-5.9319
29179,-6.1498
29181,-6.0445
29183,-5.9310
29185,-5.9070
29186,-5.7252
29187,-5.8824
29189,-5.9441
29195,-5.9511
29197,-6.1697
29199,-5.9020
29201,-5.8912
29203,-6.0113
29205,-5.8175
29207,-5.8602
29209,-5.9630
29211,-5.7209
29213,-5.8987
29215,-5.8813
29217,-5.8726
29219,-5.9632
29221,-5.8917
29223,-6.0460
29225,-5.9821
29229,-5.8683
29510,-6.1038
30001,-5.6603
30003,-5.9182
30005,-6.0043
30007,-5.8798
30009,-5.7374
30013,-5.7986
30015,-5.4953
30017,-5.6685
30021,-5.8453
30023,-5.6872
30027,-5.9009
30029,-5.8357
30031,-5.9414
30035,-6.1754
30041,-5.9239
30043,-5.9008
30047,-5.7585
30049,-5.8987
