id,b_coh
1809690,0.1443
1810290,-0.0014
1810650,0.0197
1810920,0.1238
1811340,0.0411
1812090,0.0386
1812360,0.0469
1812720,0.0120
1812810,0.1092
1903540,0.0314
1904860,0.0822
1905790,0.0053
1906540,-0.0608
1907710,0.0620
1907860,-0.0967
1908220,0.0299
1908580,-0.0716
1908970,0.0205
1909480,-0.0831
1911820,-0.1226
1914700,-0.0201
1917220,0.0130
1918780,-0.0739
1926400,0.0475
1930480,0.0646
1930510,-0.0344
1930930,0.0665
2005460,0.0478
2007890,-0.0803
2007950,-0.1283
2008400,-0.0139
2008430,-0.0629
2009180,-0.0327
2010140,-0.0421
2010680,-0.0550
2011370,-0.1006
2011640,-0.0315
2012000,-0.0639
2012260,-0.0953
2012360,-0.0836
2012990,-0.0391
2100270,0.0599
2100510,-0.0501
2100570,-0.0457
2101150,-0.0387
2101200,0.0230
2101350,0.0574
2101440,-0.0586
2101470,-0.0142
2101650,-0.1118
2101860,-0.1293
2102010,0.0032
2102220,-0.0844
2102490,0.0177
2102710,-0.0148
2102860,0.1047
2102990,0.0389
2103030,-0.0128
2103090,0.1292
2103720,0.0200
2103900,-0.0604
2103960,0.0159
2104440,-0.0420
2104530,0.0287
2104590,-0.1618
2104650,-0.0041
2105190,0.0651
2105260,-0.0120
2105320,0.0109
2105400,-0.0014
2105640,0.0947
2105730,-0.0073
2200023,0.0639
2200030,0.0425
2200039,0.0654
2200040,0.0690
2200055,-0.1318
2200060,-0.0090
2200090,0.0855
2200120,0.0604
2200125,0.0897
2200150,-0.0632
2200180,-0.0710
2200210,0.0309
2200240,-0.1389
2200270,0.0199
2200300,-0.0001
2200330,-0.0172
2200360,0.0070
2200420,-0.0727
2200450,-0.0620
2200480,-0.0464
2200510,0.0754
2200540,0.0646
2200570,-0.0832
2200600,0.0580
2200630,0.0472
2200660,0.0943
2200690,0.0202
2200720,0.0364
2200750,0.0654
2200780,-0.1030
2200810,-0.1065
2200840,0.0644
2200870,0.0133
2200900,0.0760
2200960,0.0985
2200990,-0.0022
2201020,0.0919
2201050,-0.0124
2201080,-0.0997
2201110,-0.1472
2201140,0.0466
2201170,0.1040
2201200,-0.0315
2201230,0.0708
2201260,0.0186
2201290,-0.0350
2201320,-0.0955
2201350,-0.0896
2201380,-0.0511
2201410,0.0457
2201440,0.1416
2201470,0.0635
2201500,0.0034
2201530,-0.0068
2201560,-0.0215
2201590,0.0568
2201620,0.0271
2201650,0.0488
2201680,-0.0125
2201710,-0.0487
2201740,0.0351
2201770,0.0011
2201800,0.0231
2201830,0.0383
2201860,-0.0250
2201890,0.0549
2201920,0.0580
2201950,-0.0207
2201980,-0.0362
2202010,-0.1089
2302610,-0.0607
2307320,-0.0216
2309930,0.0672
2400027,-0.0621
2400030,0.0417
2400060,-0.0202
2400090,-0.1451
2400120,-0.0537
2400150,-0.0365
2400180,0.0439
2400210,0.1316
2400240,-0.0564
2400270,-0.0100
2400300,-0.0267
2400330,0.0895
2400390,0.0867
2400420,-0.0205
2400450,-0.1428
2400480,-0.0006
2400510,0.0112
2400540,0.0076
2400570,0.0043
2400600,-0.0482
2400630,-0.0038
2400660,-0.1224
2400690,-0.0253
2400720,0.0095
2502190,-0.0521
2502310,-0.0877
2502790,0.0392
2503090,-0.0102
2503150,-0.1448
2503270,0.0806
2503300,-0.0107
2503540,0.0098
2503660,0.2134
2504770,0.0294
2504830,-0.0093
2504890,0.0573
2504950,0.0742
2504980,-0.1603
2505970,0.0339
2506780,0.1022
2506840,-0.0021
2507020,0.1237
2507110,0.1023
2507170,0.0423
2507560,-0.0355
2507980,0.0075
2508430,-0.0117
2508610,0.0270
2509060,0.1394
2509630,-0.0842
2509870,-0.0046
2509930,-0.0199
2510050,0.1250
2510380,0.0283
2510890,-0.0290
2511130,0.0537
2511250,0.0078
2511520,-0.1112
2512000,-0.0007
2512840,-0.0465
2513230,0.0193
2600005,-0.1120
2600015,-0.0829
2600016,0.0252
2602070,-0.0486
2602820,-0.0469
2603540,0.0367
2603690,0.0402
2604260,-0.0677
2604500,0.0919
2604830,-0.1623
2605010,0.0869
2605430,-0.0143
2605850,0.0085
2606090,0.0243
2606780,-0.0688
2607230,-0.0668
2607890,-0.0275
2608070,-0.0835
2608580,-0.0877
2609570,0.0306
2609840,0.0078
2610080,-0.0872
2610590,0.0061
2611600,0.0599
2611610,-0.0639
2611640,-0.1922
2612000,-0.0998
2612450,-0.1159
2612600,-0.0383
2612930,0.1279
2614070,-0.0787
2614280,-0.0341
2614460,0.0012
2614520,-0.0121
2614550,0.0178
2614610,-0.0266
2614820,0.0061
2615540,0.0383
2616110,-0.0304
2616350,-0.0075
2616410,-0.0545
2616440,-0.0567
2617520,0.1074
2617760,-0.0123
2618030,0.1016
2618330,-0.0413
2618420,-0.0077
2618480,-0.0417
2619140,-0.3817
2619620,0.0478
2619950,-0.0140
2620160,-0.1420
2620340,-0.0519
2620730,0.0617
2620850,-0.0360
2621120,-0.0729
2621150,-0.1153
2621570,-0.0270
2621600,-0.1125
2621840,-0.0350
2621870,-0.0259
2622290,0.0223
2623460,-0.0285
2623850,0.2030
2624120,-0.0284
2624150,0.0069
2624690,-0.0384
2624720,-0.0408
2624840,-0.0496
2624870,-0.0010
2625230,0.0378
2625560,-0.0481
2625740,0.1155
2625980,0.0797
2626130,0.0012
2626190,-0.0134
2626280,0.1273
2626760,-0.0018
2628560,0.0129
2628740,-0.0918
2628830,-0.0539
2628950,-0.0741
2629460,-0.0433
2629760,-0.0300
2629940,0.0593
2630120,-0.0565
2630210,-0.0283
2630300,-0.0595
2630390,-0.1049
2630450,0.0457
2632220,-0.0226
2632280,-0.0343
2632300,-0.0061
2632310,-0.0639
2632340,-0.0056
2633420,-0.0002
2633540,0.0930
2634260,0.0587
2634470,0.0146
2634560,-0.0491
2634680,-0.0158
2635160,-0.0444
2635190,-0.0133
2635220,0.0181
2635310,0.0113
2635520,0.0756
2635820,-0.1155
2635910,0.0796
2635970,-0.0774
2636450,-0.0088
2636485,0.0129
2636570,-0.0457
2636630,-0.0225
2700161,-0.1647
2703180,0.0543
2703450,0.0450
2705790,-0.0331
2706240,-0.0837
2707290,0.0124
2708190,-0.0377
2709510,0.0496
2711040,-0.0576
2711250,0.0568
2711370,0.0712
2711760,-0.0035
2712420,-0.0239
2714220,-0.0033
2714260,-0.0226
2715030,-0.0782
2717780,0.0297
2718780,0.0622
2721240,-0.0240
2721420,-0.1710
2722950,0.0381
2723850,0.0591
2725200,0.0368
2728050,0.0024
2730060,0.1372
2731750,0.0685
2731780,-0.1071
2731800,-0.0630
2732390,0.0337
2732430,-0.0429
2733000,0.0835
2733330,0.0253
2733510,-0.1410
2733780,-0.0538
2733810,0.0713
2733840,-0.1014
2742160,-0.0330
2742270,0.0091
2742360,0.0878
2742720,0.0178
2800360,0.1224
2800420,0.1379
2800450,0.1802
2800510,0.0954
2800540,0.0634
2800570,-0.0144
2800600,-0.0126
2800630,0.0540
2800660,0.1170
2800720,-0.0797
2800750,-0.0102
2800780,-0.0284
2800810,0.1763
2800820,0.0659
2800840,-0.0669
2800870,0.0392
2800900,-0.0546
2800930,0.0563
2800990,0.1992
2801020,-0.0363
2801050,0.0475
2801090,0.0805
2801110,0.2599
2801140,0.0380
2801170,0.0622
2801200,-0.0842
2801220,0.0458
2801260,-0.0621
2801290,0.0726
2801320,0.0628
2801360,-0.0381
2801380,0.0580
2801410,0.0748
2801470,0.0076
2801490,0.1057
2801530,0.1404
2801560,0.0762
2801590,0.0658
2801620,0.0804
2801650,0.0817
2801680,0.1310
2801710,-0.0325
2801770,-0.0046
2801800,0.0337
2801830,0.0487
2801860,0.0723
2801890,0.2329
2801950,0.0446
2801980,-0.0551
2802010,0.1922
2802040,-0.1590
2802070,0.1069
2802100,0.0791
2802160,0.1084
2802190,-0.0436
2802220,0.0234
2802250,0.0848
2802280,0.0903
2802310,0.2027
2802340,0.0283
2802370,0.1334
2802400,0.0457
2802430,0.0404
2802460,0.0779
2802490,-0.0092
2802520,0.1273
2802550,0.0917
2802580,0.0181
2802610,-0.0135
2802640,0.0576
2802670,-0.0366
2802700,0.0622
2802730,0.1197
2802760,-0.0045
2802790,0.0701
2802820,0.1791
2802850,0.0195
2802880,0.0353
2802910,0.0789
2802970,0.1655
2803000,0.0546
2803030,0.0575
2803060,-0.0430
2803090,0.0692
2803120,0.0384
2803150,0.0427
2803180,0.0234
2803210,0.1664
2803240,0.0917
2803300,0.0375
2803360,0.1116
2803390,0.2068
2803420,0.1963
2803450,0.1085
2803480,0.0921
2803510,-0.0989
2803520,0.1009
2803530,0.1452
2803570,-0.1145
2803600,-0.0145
2803630,0.0920
2803660,0.0806
2803690,-0.0237
2803720,-0.0860
2803780,0.0100
2803810,0.0926
2803830,0.1398
2803900,-0.0483
2803930,0.0208
2803960,-0.1132
2803990,0.0813
2804020,0.0639
2804050,0.2047
2804080,-0.0522
2804110,-0.0472
2804140,0.1072
2804170,-0.0008
2804200,0.1368
2804230,0.0571
2804290,0.0373
2804320,0.1851
2804440,0.1204
2804470,0.1284
2804500,-0.0736
2804530,-0.0201
2804560,0.1705
2804590,0.1867
2804620,0.0889
2804650,0.2406
2804680,0.1579
2804710,0.0022
2804740,0.0130
2804770,-0.0072
2804800,-0.0259
2900004,-0.1095
2901000,-0.1026
2904620,0.0934
2905310,0.0396
2907120,-0.0525
2907470,0.1449
2908250,-0.0255
2908370,0.0935
2908670,-0.0156
2909720,0.0138
2912010,-0.0899
2912290,-0.0282
2913140,0.0015
2913620,0.0329
2913650,-0.0223
2913800,-0.0112
2913830,0.0003
2914340,-0.0598
2915480,-0.0736
2916190,-0.1314
2916290,0.0332
2916350,-0.0987
2916400,0.0047
2916500,-0.0115
2916770,-0.0435
2917820,0.0079
2918300,-0.0558
2918540,-0.0338
2919890,-0.1071
2920010,0.0028
2920670,-0.0864
2922650,-0.0376
2922800,0.0161
2923550,-0.0338
2923580,0.0883
2923700,0.0367
2923730,-0.0297
2925230,-0.0862
2925450,-0.0084
2926070,-0.0549
2926640,-0.0283
2926670,-0.0506
2926850,-0.0262
2927060,-0.0187
2927830,0.0115
2928260,-0.0408
2928860,-0.1311
2928920,0.0725
2928950,0.0243
2929280,0.0277
2930660,-0.1157
2931440,-0.0259
2931530,-0.0812
2931650,0.0651
3003870,-0.1137
3013040,-0.0126
3100016,-0.1128
3103810,0.0939
3172840,-0.0071
3173740,-0.0360
3174820,0.1198
3175270,0.0862
3178660,0.1096
3200060,-0.0371
3200480,-0.0217
3304590,0.1193
3400930,-0.0006
3400960,-0.1176
3401260,-0.0640
3401350,0.0046
3401500,0.1214
3401830,0.0500
3402030,0.1016
3402220,0.0047
3402250,-0.1156
3402400,0.0145
3402430,0.0971
3402460,0.0402
3402640,0.0702
3402820,0.0268
3403000,-0.0301
3403180,0.1036
3403300,-0.0074
3403780,0.0451
3403900,-0.0246
3404110,0.0427
3404230,0.0266
3404320,0.1070
3404410,-0.0299
3404470,0.0127
3404500,0.0172
3404560,-0.0563
3404590,0.0350
3404740,0.0973
3404890,-0.0181
3404920,0.1413
3405040,-0.0305
3405220,0.1282
3405490,0.0522
3405580,0.1239
3405730,0.1115
3405760,0.0637
3405880,0.0851
3406030,-0.0339
3406270,-0.0351
3406510,0.0292
3406540,0.0687
3407230,0.1198
3407290,0.0341
3407350,0.0624
3407560,0.0860
3407680,-0.0087
3407740,-0.0612
3407830,0.1034
3408220,-0.0859
3408340,0.0628
3408400,0.0402
3408610,0.0340
3408640,-0.0332
3408850,0.0318
3408940,-0.0452
3409180,-0.0753
3409270,0.1034
3409450,-0.0395
3409660,0.0001
3409750,0.0231
3410020,-0.0123
3410320,0.0809
3410470,0.0180
3410560,0.0111
3410710,0.1046
3410810,0.0268
3410920,0.0598
3410950,0.0836
3410980,0.0943
3411160,0.0640
3411220,0.0504
3411340,0.1077
3411490,-0.0568
3411640,0.0289
3412060,0.1107
3412270,-0.0601
3412540,0.1294
3412690,0.0902
3412720,0.0146
3412810,-0.0044
3412840,0.0238
3412870,0.0113
3412930,0.0100
3412960,0.1209
3412990,0.0685
3413050,0.0106
3413140,0.0741
3413200,0.0271
3413530,0.0675
3414280,0.0719
3414550,-0.0012
3414640,0.0621
3414670,0.0479
3415210,-0.0025
3415330,0.0754
3415360,0.0752
3415990,-0.0032
3416080,0.0567
3416200,0.0363
3416230,0.0000
3416290,0.0286
3416500,0.1699
3416800,0.0331
3416830,0.0278
3417070,-0.0476
3417610,0.1599
3417700,0.0172
3417730,0.0282
3418000,0.0282
3418060,0.0713
3418120,-0.1361
3418150,0.0615
3500010,-0.0495
3500030,-0.0233
3500060,0.0154
3500570,0.0496
3501260,0.0838
3501500,0.0669
3600008,0.0599
3602460,-0.0000
3602920,0.0209
3602940,-0.0793
3603270,-0.0378
3603840,-0.1125
3604080,-0.0825
3604140,-0.0102
3604870,-0.0945
3605280,-0.0642
