id,p_coh
1600490,0.0647
1600510,-0.0322
1600600,0.0232
1600660,-0.0571
1600780,0.0433
1600815,-0.0023
1600930,-0.0168
1600960,0.0159
1601020,-0.1257
1601050,-0.0702
1601080,-0.0904
1601110,-0.0068
1601140,-0.1092
1601230,-0.0526
1601260,-0.0595
1601290,-0.0328
1601410,0.0270
1601470,-0.0683
1601530,-0.0260
1601570,-0.0763
1601590,-0.0716
1601620,0.0242
1601650,0.0590
1601710,0.0187
1601770,-0.0195
1601800,-0.0499
1601830,-0.1082
1601860,-0.0186
1601920,-0.0846
1601950,0.0728
1601980,0.0014
1602030,0.0800
1602070,0.0217
1602100,0.0977
1602130,-0.0268
1602190,0.1176
1602220,0.0297
1602250,0.0187
1602340,-0.0099
1602370,-0.0423
1602460,-0.2438
1602490,-0.1253
1602520,0.0366
1602550,0.0814
1602580,-0.0053
1602640,0.0290
1602670,0.0455
1602790,0.0022
1602850,-0.0787
1602910,-0.0791
1602940,0.2293
1602970,-0.0072
1603000,-0.0490
1603060,-0.0881
1603090,-0.0734
1603180,0.0042
1603240,-0.0338
1603270,-0.0880
1603300,-0.0016
1603330,0.0209
1603360,-0.1507
1603400,0.0320
1603420,0.0457
1603480,-0.0667
1700002,-0.0080
1700003,-0.0746
1700004,-0.0006
1700005,-0.1080
1700009,0.0254
1700010,-0.0132
1700041,0.0407
1700044,-0.0262
1700045,0.0043
1700077,0.1179
1700092,0.0609
1700110,0.0332
1700112,-0.0919
1700113,0.0259
1700114,0.0528
1700115,-0.1031
1700119,-0.0633
1700123,-0.0497
1700125,0.0193
1700126,-0.0132
1700153,-0.1220
1700217,-0.2160
1700222,0.1789
1700310,-0.0046
1700314,-0.0436
1700319,-0.0717
1700320,-0.0178
1700321,0.0110
1700324,0.0307
1700326,0.0977
1700332,-0.0062
1701385,0.1169
1701387,0.0045
1701395,-0.0340
1701403,-0.0845
1703150,0.0022
1703480,0.0902
1703510,-0.0997
1703600,0.0209
1703690,-0.0296
1703750,0.0036
1703840,-0.0052
1703900,0.0382
1703930,-0.0136
1703960,0.0903
1703990,-0.0754
1704050,0.0863
1704140,0.1248
1704470,0.1692
1704560,-0.0079
1704620,-0.0036
1704680,0.0045
1704710,0.0120
1704920,-0.0330
1705050,0.1015
1705220,0.0555
1705310,-0.0608
1705466,-0.0392
1705580,0.0438
1705610,-0.1212
1705760,0.0398
1705790,-0.0312
1705910,-0.0547
1705950,-0.0380
1706000,-0.0274
1706060,0.0640
1706090,-0.0471
1706120,-0.0736
1706270,0.0233
1706390,0.0934
1706480,-0.0723
1706510,0.0190
1706750,0.0471
1706930,0.0772
1707010,0.0856
1707170,0.1529
1707290,0.0469
1707320,-0.0241
1707650,0.0955
1707770,-0.1074
1707830,0.0382
1707860,0.0343
1707950,0.1056
1708010,0.1270
1708040,-0.1474
1708070,-0.0614
1708100,0.0610
1708130,-0.0007
1708220,-0.0182
1708250,-0.0608
1708280,-0.0032
1708310,0.0568
1708340,-0.0653
1708430,0.0171
1708460,0.1086
1708500,-0.0325
1708550,0.1038
1708580,0.0225
1708640,0.0165
1708730,0.0302
1709100,0.0633
1709170,-0.1105
1709270,0.0031
1709420,-0.1314
1709510,-0.0570
1709600,-0.2200
1709810,-0.0010
1709930,0.0978
1709960,0.0546
1709990,-0.0070
1710200,-0.0001
1710380,0.1423
1710410,-0.1167
1710440,-0.0874
1710470,0.0963
1710530,-0.0161
1710570,0.0950
1710650,-0.0343
1710690,0.0149
1710790,0.0363
1710800,-0.0159
1710820,-0.0615
1710950,-0.0111
1711010,0.1633
1711250,0.0797
1711290,0.0729
1711350,0.0678
1711400,-0.0383
1711790,-0.0255
1711850,-0.1210
1712000,-0.0270
1712090,0.1143
1712120,0.0854
1712210,-0.0496
1712330,0.0047
1712420,-0.0660
1712450,0.0109
1712540,0.0107
1712700,-0.0881
1712720,-0.0004
1712760,0.0707
1712930,0.1007
1712960,-0.1245
1713140,-0.0014
1713170,-0.0638
1713240,-0.0040
1713290,-0.0759
1713320,-0.2950
1713440,0.0365
1713500,0.0176
1713530,0.0591
1713560,-0.0349
1713590,-0.0138
1713660,-0.1155
1713710,0.0179
1713770,-0.0305
1713860,-0.0114
1713970,0.0680
1714100,-0.0090
1714220,-0.0438
1714430,-0.0395
1714460,0.0309
1714550,0.0440
1714710,-0.1404
1714760,0.0398
1715100,-0.0720
1715400,-0.1381
1715420,0.0132
1715450,0.0491
1715480,0.1086
1715490,0.0627
1715630,-0.0306
1715780,0.1406
1715900,-0.1270
1715930,0.0892
1716050,0.0698
1716080,-0.1399
1716290,0.0211
1716350,0.0218
1716380,0.0326
1716410,0.0221
1716680,0.1592
1716800,0.1601
1716920,0.1244
1716950,0.0643
1717040,0.0274
1717280,-0.0909
1717310,-0.0744
1717520,0.1399
1717730,-0.0099
1717800,-0.1008
1718200,-0.0081
1718240,0.0157
1718270,0.0054
1718360,0.0062
1718420,0.0435
1718450,0.0066
1718480,0.0633
1718510,-0.0982
1718570,0.0739
1718600,-0.0980
1718810,0.0440
1718840,-0.0225
1718960,-0.0262
1718990,0.0146
1719200,0.0212
1719230,0.0529
1719500,0.1337
1719530,0.0452
1719660,-0.0066
1719680,-0.0127
1719830,0.0540
1719970,0.0327
1720170,0.0830
1720180,0.0598
1720280,-0.0086
1720380,-0.1270
1720430,0.0502
1720490,-0.0581
1720550,-0.0725
1720580,0.0186
1720640,0.0011
1720760,-0.1124
1720880,0.0306
1721000,0.0192
1721030,0.1665
1721180,0.0529
1721390,-0.0822
1721450,0.0094
1721600,0.1451
1721630,0.1044
1721870,0.0193
1721900,0.0627
1722020,0.0830
1722050,0.1613
1722080,-0.1388
1722130,-0.0801
1722150,-0.0707
1722530,0.1555
1722980,-0.0333
1723200,0.0526
1723250,-0.0293
1723460,0.0936
1723730,0.1458
1723850,-0.0169
1723920,-0.2064
1723970,-0.1000
1724000,0.0851
1724060,-0.0479
1724270,0.0975
1724330,0.0136
1724390,-0.0569
1724480,0.0284
1724600,0.0314
1724650,-0.0135
1724720,0.0210
1724780,0.0425
1724870,-0.0162
1724940,0.0470
1725000,0.0552
1725020,-0.0729
1725050,-0.0290
1725110,0.0100
1725290,0.1065
1725620,0.0491
1725690,-0.0009
1725920,0.0768
1725950,0.0104
1726310,0.0076
1726370,0.0454
1726400,-0.0987
1726430,-0.1423
1726550,0.0919
1726610,-0.0703
1726710,0.0237
1726800,0.0259
1726970,0.0163
1727300,0.0615
1727340,0.0542
1727390,-0.0863
1727540,-0.0480
1727610,0.0298
1727710,0.1335
1727720,0.0404
1727840,-0.1540
1728140,0.0427
1728500,0.0410
1728560,0.1244
1728620,-0.0075
1728650,0.1095
1728700,0.0258
1728810,-0.2232
1728890,0.0870
1728920,-0.0021
1729040,0.0446
1729190,0.0905
1729250,0.0832
1729670,0.0491
1729760,0.1007
1729890,-0.1264
1729940,-0.0280
1730160,-0.0979
1730220,-0.0032
1730270,0.1024
1730300,0.0730
1730420,0.0194
1730510,0.1436
1730600,0.0502
1730630,-0.0508
1730750,0.0037
1730810,-0.0485
1730840,0.0200
1730900,0.0136
1731080,-0.0576
1731140,-0.1079
1731230,-0.1370
1731270,-0.0608
1731290,0.0350
1731380,0.0429
1731410,-0.1237
1731500,0.0601
1731710,-0.0083
1731740,0.0542
1731770,0.0978
1731860,-0.0238
1731950,-0.0020
1732100,-0.0447
1732160,-0.0736
1732190,0.0717
1732280,0.0592
1732370,-0.0075
1732670,0.0048
1732830,0.0864
1732850,0.0530
1732960,-0.0942
1732970,0.0905
1733000,-0.0323
1733090,0.0615
1733210,-0.0810
1733300,0.0093
1733380,0.0028
1733390,0.1019
1733450,0.0519
1733690,-0.0153
1733840,0.1320
1733870,0.1598
1733930,0.1026
1733950,0.1205
1733990,0.0103
1734100,-0.0191
1734230,0.0066
1734260,-0.0800
1734350,-0.1674
1734410,-0.0227
1734470,0.0779
1734510,0.0192
1734540,0.0914
1734740,0.2117
1734990,0.0256
1735010,-0.0170
1735160,0.0265
1735310,0.0479
1735340,0.1036
1735370,0.1145
1735400,0.1583
1735460,-0.1388
1735640,-0.0204
1735940,-0.0624
1736090,-0.0535
1736180,0.0615
1736300,0.0870
1736360,-0.0115
1736450,0.0966
1736480,0.0885
1736600,0.0205
1736610,0.0612
1736720,0.1627
1736750,-0.0005
1736810,0.1219
1736900,0.0299
1737050,-0.0437
1737080,0.0298
1737120,0.0127
1737170,0.0661
1737230,0.1051
1737350,-0.1113
1737490,0.0243
1737590,0.0352
1737680,-0.0618
1737860,0.0120
1738130,-0.0084
1738370,0.0536
1738460,0.0746
1738700,-0.1034
1739030,0.1011
1739090,-0.1830
1739120,0.0542
1739420,-0.1431
1739510,-0.0057
1739600,-0.0419
1739630,-0.1076
1739780,0.1829
1739930,0.0129
1739960,-0.1733
1740070,0.1015
1740140,-0.0674
1740260,-0.0943
1740320,-0.1772
1740350,0.0628
1740470,-0.0565
1740500,0.2544
1740830,-0.0394
1741010,-0.0080
1741040,0.0574
1741070,0.0960
1741190,-0.0827
1741250,-0.0461
1741360,-0.1339
1741520,0.1419
1741550,-0.0451
1741580,0.0692
1741690,0.1203
1741790,-0.0510
1741980,0.0070
1742180,0.0452
1742210,0.0244
1742240,-0.0541
1742300,0.1179
1742310,-0.0779
1742630,-0.0919
1742790,0.1006
1742900,-0.0034
1742990,-0.0552
1743020,-0.0533
1743050,-0.0694
1743110,0.0310
1743330,0.0030
1743380,0.0414
1743800,-0.0438
1743860,-0.0283
1743960,0.0897
1743962,0.0037
1800008,0.1072
1800030,0.0508
1800060,-0.0023
1800120,0.0999
1800150,0.1389
1800180,0.0542
1800210,0.0646
1800240,0.0486
1800270,0.1126
1800360,0.1584
1800390,0.1157
1800420,0.1528
1800450,0.0133
1800480,0.0666
1800570,0.1759
1800600,0.0903
1800630,0.1090
1800660,0.0775
1800690,0.1492
1800720,0.0741
1800750,-0.0202
1800840,0.1377
1800900,0.0785
1800960,0.0694
1801020,0.2800
1801050,0.0464
1801060,0.0583
1801200,0.0191
1801290,-0.0253
1801410,0.0022
1801440,0.0322
1801560,0.1326
1801590,0.1096
1801710,0.0476
1801740,0.1277
1801770,0.1521
1801890,0.0969
1801920,0.1410
1802040,-0.0069
1802130,-0.0836
1802160,0.0155
1802220,0.1491
1802280,0.0911
1802400,0.1102
1802430,0.1409
1802440,0.1483
1802460,0.1064
1802490,0.1363
1802520,0.0703
1802550,0.0433
1802610,0.1180
1802640,0.0821
1802660,0.1582
1802700,0.1439
1802800,0.0877
1802830,0.0503
1802850,0.1383
1802880,0.0213
1802910,0.1533
1802940,0.0453
1802970,0.0737
1803000,0.1464
1803030,0.1279
1803060,0.0072
1803090,0.1371
1803120,0.0711
1803150,0.0099
1803180,0.0670
1803210,0.0233
1803240,0.1918
1803270,0.1469
1803300,0.0674
1803450,0.1142
1803480,0.1018
1803510,0.0574
1803570,0.0498
1803630,0.0878
1803660,0.0645
1803690,0.1100
1803700,0.0309
1803750,0.1262
1803780,0.1423
1803840,-0.0322
1803870,-0.0207
1803930,0.1858
1803940,0.1006
1803960,0.1484
1803990,0.0821
1804050,0.1495
1804080,0.0677
1804110,0.1336
1804140,0.1198
1804170,0.0555
1804260,-0.0131
1804320,0.0970
1804350,0.1141
1804470,0.0897
1804500,-0.1393
1804560,0.0252
1804590,0.1478
1804620,0.0225
1804710,0.0790
1804770,0.0237
1804800,0.1078
1804980,0.1440
1805190,0.1440
1805280,0.0426
1805340,-0.0082
1805370,-0.0755
1805400,0.1478
1805450,0.0239
1805460,0.1597
1805520,0.0406
1805550,0.0325
1805580,0.0364
1805670,0.1173
1805700,0.1505
1805790,0.0399
1805880,0.1291
1805910,0.0718
1806030,0.1073
1806060,0.0526
1806080,0.1778
1806090,0.0169
1806120,-0.0456
1806240,0.0376
1806270,0.0879
1806390,0.0815
1806480,-0.0172
1806510,0.0680
1806570,0.1070
1806600,0.0290
1806630,0.0403
1806660,0.0531
1806840,0.0095
1806870,0.0275
1806900,0.0938
1807080,0.1562
1807110,0.1109
1807140,0.1170
1807230,0.1286
1807260,-0.0027
1807290,0.0560
1807320,0.0958
1807350,0.1780
1807380,0.1774
1807410,0.1097
1807440,0.1002
1807470,0.0356
1807560,0.1018
1807620,0.1092
1807650,0.0796
1807680,0.0033
1807710,0.1169
1807770,0.0776
1807800,0.0119
1807830,0.0079
1807860,0.0287
1807890,0.0443
1807900,0.0166
1807920,0.0153
1807950,0.1253
1807980,0.0600
1808010,0.0718
1808040,-0.0106
1808070,0.1474
1808100,0.0241
1808120,0.0545
1808130,0.1463
1808160,0.1112
1808190,-0.0021
1808220,0.0979
1808250,0.0812
1808280,0.0442
1808310,0.1244
1808340,0.0295
1808460,0.0803
1808490,-0.0204
1808640,-0.0191
1808760,0.1531
1808820,0.0353
1808850,0.0991
1808900,-0.0582
1808910,0.0576
1808940,-0.1117
1808970,0.1006
1809000,0.0376
1809060,0.0525
1809120,0.0455
1809150,0.0209
1809180,-0.0396
1809300,0.0900
1809360,0.0543
1809370,0.0248
1809420,0.1532
1809480,0.0898
1809510,0.0762
1809600,-0.0484
1809630,-0.0198
1809690,0.0984
1809750,0.1029
1809810,-0.0113
1809840,0.1050
1809990,0.1890
1810020,0.1555
1810080,0.0398
1810110,0.1712
1810140,0.1302
1810170,0.1246
1810230,-0.0057
1810260,0.1018
1810290,0.0467
1810350,-0.0341
1810360,0.1630
1810380,-0.0059
1810410,0.1118
1810440,0.0852
1810450,0.0705
1810470,0.0279
1810500,0.0228
1810530,0.2180
1810560,0.1070
1810590,0.1782
1810620,0.0210
1810640,0.1232
1810650,0.0021
1810680,0.0467
1810710,0.0817
1810770,-0.0801
1810800,0.0726
1810860,0.1697
1810870,0.0907
1810900,0.0029
1810920,0.1508
1810950,0.0910
1810980,0.0367
1811100,0.1266
1811190,0.0780
1811220,0.0399
1811250,-0.0350
1811260,0.1563
1811340,0.1180
1811370,0.0911
1811400,0.0801
1811430,0.0666
1811460,0.0102
1811490,0.1503
1811580,0.0926
1811610,0.1142
1811700,0.1076
1811910,0.0445
1811970,0.0602
1812090,0.0859
1812120,0.1710
1812150,0.0200
1812180,0.0737
1812240,0.1107
1812360,0.0229
1812390,0.1477
1812420,0.1054
1812450,0.0168
1812720,0.0198
1812810,0.0635
1812870,-0.0282
1812880,0.0544
1812900,0.1395
1812930,0.1527
1812990,0.0421
1813050,0.0325
1813080,0.0048
1813110,0.0348
1813200,0.0686
1813230,0.0141
1900006,-0.0059
1900009,0.0494
1900015,0.1268
1900021,-0.0351
1900022,0.0342
1900025,0.0476
1900040,0.1501
1903150,0.0750
1903270,0.0320
1903360,0.0344
1903390,0.0321
1903540,0.1499
1903570,0.0016
1903690,0.1134
1903750,0.0484
1903930,0.0773
1904200,-0.0194
1904560,-0.0105
1904680,0.0526
1904830,0.0392
1904860,0.0776
1904950,0.0495
1905070,0.0944
1905130,0.0142
1905430,0.1358
1905790,0.0028
1906060,-0.0034
1906240,-0.0386
1906270,0.0853
1906330,0.0373
1906510,0.0549
1906540,0.0019
1906750,0.0870
1906810,-0.0248
1906900,0.0163
1906930,-0.0079
1907050,-0.0505
1907080,-0.0726
1907170,0.0648
1907350,0.0752
1907380,-0.0142
1907410,-0.0110
1907590,0.0312
1907620,0.1190
1907710,0.1074
1907860,-0.0822
1907980,0.0282
1908220,-0.0061
1908310,0.0311
1908520,0.0516
1908580,0.0121
1908610,-0.0814
1908730,0.0334
1908910,0.1045
1908970,0.0248
1909480,-0.0721
1909990,0.1505
1910690,0.0442
1910950,-0.0178
1911070,-0.0483
1911340,0.0027
1911790,-0.0671
1911820,-0.0832
1911850,-0.0535
1912330,-0.0418
1912690,0.0979
1913110,-0.0266
1913200,0.0584
1913470,0.0577
1913500,-0.0599
1913660,-0.0128
1914280,-0.0077
1914310,0.0897
1914370,0.0042
1914580,0.1545
1914640,0.0875
1914700,0.0177
1914730,0.0116
1914880,0.0514
1915210,-0.1183
1915330,0.1742
1915450,0.1070
1915630,0.0322
1915840,-0.0181
1916530,0.1133
1916680,0.0517
1917100,-0.0057
1917220,0.0203
1917820,0.1443
1918120,0.0642
1918510,-0.0153
1918540,0.1033
1918690,0.0671
1918720,0.0811
1918780,0.0027
1918840,-0.0038
1919140,0.0239
1919440,-0.0210
1919650,-0.0892
1919860,0.0362
1919890,0.0993
1920130,-0.1359
1920250,0.0455
1920340,-0.0154
1920610,0.1602
1920940,-0.0185
1921240,0.0851
1921630,-0.0105
1921840,0.0897
1921870,-0.0836
1922110,0.0165
1922470,-0.0675
1922530,0.0441
1923110,0.0892
1923340,0.0594
1924000,0.0579
1925320,0.0308
1925590,0.0246
1925980,0.0549
1926070,0.1047
1926370,-0.1125
1926400,0.1052
1926730,0.1050
1926820,0.0559
1926910,0.1070
1927000,0.0052
1927270,0.0282
1927390,0.0559
1927500,0.2145
1928680,0.1051
1928980,-0.0291
1929310,0.2002
1929730,-0.0040
1930240,0.0228
1930480,0.0629
1930510,0.0472
1930540,0.0783
1930560,0.0397
1930630,0.0055
1930780,0.1316
1930900,0.1194
1930930,0.0941
1930990,0.0987
1931080,0.1025
1931110,0.0031
1931290,-0.0006
1931350,0.0431
1931800,-0.1498
1931860,0.0841
1999019,-0.0146
2000002,-0.0533
2000003,-0.1047
2000004,-0.1042
2000006,-0.0059
2000014,-0.0655
2000015,-0.0757
2000016,0.0299
2000017,-0.0385
2000350,-0.0224
2000351,-0.0452
2003180,-0.0589
2003200,-0.1092
2003300,-0.1127
2003360,0.0017
2003390,-0.0641
2003450,-0.1112
2003480,-0.0728
2003540,-0.1100
2003630,-0.1873
2003720,-0.0648
2003780,-0.0256
2003810,-0.0520
2003870,0.0025
2003900,-0.1561
2003960,-0.0320
2004050,0.0444
2004200,-0.0628
2004290,0.0203
2004410,-0.1388
2004590,0.0670
2004620,-0.0661
2004710,-0.1392
2004740,-0.0979
2004770,-0.0883
2004800,-0.0130
2004890,-0.1436
2004920,-0.0564
2004980,0.0876
2005010,-0.0593
2005070,-0.0578
2005100,-0.1392
2005280,0.0317
2005460,0.0175
2005490,0.0570
2005580,-0.0606
2005610,-0.0650
2005700,-0.0303
2005730,-0.1230
2005870,-0.1165
2005940,0.0264
2006000,-0.1220
2006090,0.0116
2006120,-0.0389
2006180,-0.0404
2006270,-0.1543
2006300,0.0436
2006360,-0.0214
2006390,-0.0725
2006420,-0.0304
2006450,-0.0056
2006480,0.0161
2006540,0.0319
2006580,0.1401
2006660,-0.1413
2006840,-0.1140
2006960,-0.0988
2007020,-0.1735
2007050,0.0660
2007110,-0.1338
2007170,0.0278
2007320,-0.0899
2007350,-0.0225
2007380,-0.0811
2007470,-0.0673
2007560,-0.1689
2007590,-0.1280
2007620,-0.0391
2007650,0.0418
2007740,-0.1457
2007750,0.1593
2007860,-0.0441
2007890,-0.0804
2007950,-0.0745
2007970,-0.0307
2008070,-0.0300
2008190,-0.0641
2008250,-0.1590
2008280,-0.0052
2008340,-0.0284
2008370,-0.0424
2008400,-0.0187
2008430,-0.0496
2008550,-0.1335
2008730,0.0390
2008970,-0.0784
2009030,-0.0738
2009140,-0.0010
2009180,0.0366
2009240,0.0131
2009320,-0.0957
2009390,-0.0663
2009510,-0.0833
2009570,0.0747
2009840,-0.0206
2009900,-0.0776
2009960,-0.1638
2009990,-0.1253
2010020,0.0361
2010140,-0.0854
2010230,-0.0365
2010260,-0.0584
2010320,-0.0756
2010350,-0.0271
2010410,-0.0506
2010500,0.0096
2010560,0.0225
2010620,-0.1251
2010650,-0.0816
2010680,-0.0172
2010710,0.0414
2010800,0.1128
2010890,-0.1648
2011080,-0.0087
2011130,-0.1382
2011250,0.1060
2011310,-0.0694
2011370,-0.0491
2011490,0.0121
2011640,-0.0112
2011850,0.0077
2012000,-0.0039
2012090,-0.0867
2012150,-0.0882
2012180,0.0693
2012210,-0.0448
2012260,-0.0405
2012300,-0.0173
2012360,-0.1266
2012420,-0.0664
2012450,-0.0534
2012510,-0.0152
2012840,-0.0095
2012870,-0.0854
2012990,-0.0003
2013050,0.0167
2013110,-0.0799
2100030,0.0215
2100070,0.0529
2100081,-0.0006
2100120,0.0445
2100150,0.0915
2100210,0.0433
2100240,0.0748
2100270,0.0502
2100300,0.0430
2100330,0.1068
2100390,-0.0720
2100420,-0.0277
2100480,0.0279
2100510,-0.0205
2100540,0.0120
2100570,0.0177
2100620,0.0394
2100630,0.1400
2100660,0.0087
2100690,-0.2747
2100720,0.1020
2100750,0.0405
2100810,-0.0604
2100840,0.0279
2100870,0.0726
2100900,0.0522
2100930,-0.0089
2100960,0.0340
2100990,-0.0483
2101020,0.1081
2101050,0.1316
2101110,0.0820
2101150,-0.0195
2101200,0.1101
2101230,0.0604
2101260,-0.0045
2101290,-0.0148
2101320,-0.0185
2101350,0.0657
2101380,0.0470
2101410,0.1387
2101440,-0.0481
2101470,0.0052
2101500,0.0336
2101530,0.1911
2101590,0.1432
2101620,0.1245
2101650,0.0530
2101680,0.0943
2101710,-0.0016
2101740,0.0219
2101760,-0.0495
2101800,-0.0095
2101860,-0.0833
2101920,0.0757
2101950,0.0925
2101980,-0.0237
2102010,0.0476
2102040,0.0325
2102070,0.0290
2102100,-0.0321
2102130,-0.0355
2102160,0.0066
2102220,0.0022
2102250,-0.0135
2102280,-0.0361
2102300,0.0128
2102340,0.0059
2102400,0.0768
2102460,-0.0762
2102490,0.0781
2102520,0.0044
2102540,0.1010
2102580,-0.0167
2102640,-0.0506
2102670,0.1119
2102710,0.0267
2102760,0.0016
2102790,0.0251
2102860,0.1264
2102940,-0.0609
2102990,0.0701
2103000,0.1559
2103030,0.0088
2103060,-0.0141
2103090,0.0808
2103120,0.0883
2103150,0.0288
2103180,0.0466
2103210,0.1014
2103240,0.0727
2103270,0.1678
2103330,-0.0020
2103360,0.1135
2103390,-0.0082
2103480,-0.0278
2103510,0.0830
2103540,0.0218
2103630,0.0719
2103690,0.0181
2103720,0.0334
2103750,-0.0291
2103780,0.0229
2103810,0.0329
2103840,0.0046
2103870,-0.0135
2103900,-0.0169
2103960,0.0922
2103990,-0.0363
2104020,-0.0866
2104050,0.0835
2104080,-0.0273
2104110,0.0721
2104140,0.0337
2104170,-0.1059
2104200,-0.0015
2104250,0.2265
2104260,0.0192
2104290,0.0497
2104380,0.2757
2104410,0.0938
2104440,-0.0633
2104470,0.1014
2104500,-0.0446
2104530,0.0121
2104560,0.0240
2104590,-0.1317
2104620,-0.1097
2104650,0.0260
2104680,0.0951
2104710,-0.0477
2104740,-0.0814
2104770,-0.0081
2104800,-0.0004
2104830,0.1089
2104860,0.0343
2104890,0.0528
2104950,0.0473
2104980,0.2168
2105070,-0.0657
2105100,0.0686
2105130,0.1460
2105160,-0.0481
2105190,0.0633
2105220,-0.0231
2105260,0.0409
2105320,0.0018
2105400,-0.0135
2105430,0.1875
2105490,0.1513
2105520,-0.0174
2105550,-0.0042
2105580,-0.0871
2105610,0.0510
2105640,-0.0181
2105700,0.0600
2105730,0.0462
2105760,0.0261
2105790,-0.1557
2105820,-0.0207
2105880,0.0721
2105910,-0.0787
2105940,0.1344
2105970,0.0102
2106000,0.0740
2200030,0.0872
2200039,0.0316
2200040,0.0716
2200055,-0.1105
2200060,-0.0055
2200090,0.0991
2200120,0.0711
2200125,0.0666
2200150,-0.0510
2200180,-0.0404
2200210,0.0679
2200240,-0.1499
2200270,0.0478
2200300,0.0162
2200330,-0.0153
2200360,0.0046
2200390,0.0202
2200420,-0.0730
2200450,-0.0358
2200480,-0.0179
2200510,0.1029
2200540,0.0607
2200570,-0.0833
2200600,0.0987
2200630,0.0277
2200660,0.0914
2200690,0.0452
2200720,0.0505
2200750,0.0566
2200780,-0.0825
2200810,-0.0954
2200840,0.0778
2200870,0.0225
2200900,0.1117
2200960,0.0223
2200990,0.0150
2201020,0.0436
2201050,-0.0199
2201080,-0.0920
2201110,-0.1325
2201140,0.0664
2201170,0.0990
2201200,-0.0289
2201230,0.0778
2201260,0.0048
2201290,-0.0384
2201320,-0.0913
2201350,-0.0908
2201380,-0.1059
2201410,0.0427
2201440,0.1558
2201470,0.0711
2201500,-0.0012
2201530,-0.0121
2201560,-0.0276
2201590,0.0357
2201620,0.0458
2201650,0.0646
2201680,-0.0001
2201710,-0.0350
2201740,0.0416
2201770,0.0383
2201800,0.0464
2201830,0.0112
2201860,-0.0171
2201890,0.0717
2201920,0.0450
2201950,-0.0453
2201980,0.0215
2202010,-0.0366
2302610,-0.0239
2302640,0.0467
2302820,-0.0646
2303150,-0.0264
2303510,0.0906
2303780,0.0070
2303870,-0.0234
2305500,-0.0002
2306060,0.0012
2307140,0.1032
2307320,-0.0499
2307530,-0.0097
2307710,0.0316
2308280,0.0215
2309930,0.0544
2310380,-0.0040
2310500,-0.0971
2310530,0.0421
2310590,0.0613
2310710,-0.0098
2310770,-0.0664
2310860,-0.1063
2310890,0.0640
2310950,0.0579
2310980,0.1030
2311100,0.1054
2311160,0.0482
2311250,0.0428
2311370,-0.1381
2311430,-0.0785
2311520,-0.0301
2311550,-0.0272
2311580,-0.0597
2311670,-0.0382
2311730,0.0566
2311790,-0.0964
2312330,-0.0543
2313110,-0.0310
2313350,0.0683
2313490,-0.0142
2313560,-0.0856
2313860,0.0839
2313970,0.0816
2314160,0.0165
2314190,0.0527
2314210,0.0292
2314300,-0.0171
2314330,-0.0076
2314440,0.0217
2314530,-0.0865
2314560,-0.0164
2314590,0.0794
2314610,0.0284
2314670,-0.0277
2314700,0.0501
2314761,0.0268
2314762,-0.0348
2314765,0.0888
2314767,-0.0725
2314768,-0.0262
2314772,0.0193
2314773,0.0743
2314775,0.0376
2314776,-0.0628
2314777,-0.1369
2314779,-0.1074
2314780,0.0445
2314782,-0.1376
2314783,-0.1040
2314784,-0.0584
2314785,-0.0895
2314787,-0.0751
2314788,0.1741
2314789,0.0593
2314790,-0.0169
2314791,0.0361
2314793,-0.0331
2314794,0.0784
2314795,-0.0669
2314796,0.0433
2400027,-0.0724
2400030,0.0069
2400060,-0.0145
2400090,-0.1531
2400120,-0.0461
2400150,-0.0201
2400180,-0.0216
2400210,0.0618
2400240,-0.0092
2400270,0.0145
2400300,-0.0241
2400330,0.0443
2400360,-0.0874
2400390,0.0942
2400420,-0.0057
2400450,-0.0917
2400480,-0.0300
2400510,-0.0039
2400540,0.0009
2400570,0.0046
2400600,-0.0292
2400630,0.0093
2400660,-0.1025
2400690,-0.0011
2400720,-0.0188
2500001,-0.0232
2500002,-0.0142
2500013,-0.0355
2501650,-0.0025
2501740,0.0528
2501780,-0.0644
2501800,0.0006
2501860,-0.0237
2501890,-0.0340
2501920,-0.1186
2501950,-0.0110
2501980,0.0404
2502040,0.0312
2502100,0.0624
2502160,-0.0739
2502190,0.0450
2502220,0.0646
2502310,-0.0575
2502430,0.0483
2502460,-0.0618
2502490,0.0462
2502530,0.0238
2502640,0.0773
2502670,-0.0075
2502715,0.0325
2502790,0.0354
2502820,-0.0246
2502940,0.0928
2503030,0.0981
2503090,-0.0195
2503150,-0.0413
2503240,-0.0395
2503270,0.0773
2503300,0.0459
2503360,0.0688
2503390,-0.0362
2503510,-0.0028
2503540,-0.0324
2503660,0.1101
2503750,-0.0518
2503990,-0.0493
2504020,0.0100
2504050,0.0469
2504140,0.0326
2504200,0.0008
2504230,0.0509
2504320,0.0220
2504360,-0.0194
2504440,-0.0582
2504500,0.2007
2504560,0.0672
2504590,0.0274
2504620,0.0297
2504770,0.0491
2504800,-0.0233
2504830,0.0296
2504860,0.0020
2504890,0.0386
2504950,0.0702
2504980,-0.0131
2505010,-0.0323
2505070,0.0442
2505130,-0.1935
2505160,0.0896
2505270,-0.0301
2505280,0.1305
2505370,0.0125
2505490,-0.0078
2505730,-0.0444
2505970,0.0465
2506150,0.0297
2506270,0.0659
2506390,0.0097
