id,pn_coh
12131,0.0082
12133,-0.0373
13001,0.0639
13005,0.0282
13009,0.0412
13011,0.0082
13013,0.0572
13015,0.0337
13017,0.0114
13019,0.0385
13021,0.0156
13023,0.0556
13025,0.0197
13029,0.0610
13031,0.1186
13039,0.0499
13043,0.0376
13045,0.0031
13047,0.0485
13049,0.0638
13051,0.1200
13055,0.0125
13057,0.0472
13059,0.0747
13063,0.0362
13065,0.0364
13067,0.0611
13069,0.0387
13071,0.0569
13073,0.0227
13075,0.0226
13077,0.0449
13079,-0.0492
13083,-0.0452
13085,0.0441
13087,0.0980
13089,0.1423
13091,0.0888
13095,-0.0659
13097,-0.0166
13103,0.0036
13105,0.0517
13111,0.0519
13113,0.0291
13115,0.0037
13117,0.0953
13119,0.0085
13121,0.1737
13123,0.0485
13127,0.0685
13129,-0.0375
13131,0.0052
13135,0.0143
13137,-0.0221
13139,0.0512
13143,0.0815
13145,0.0367
13147,0.0674
13149,-0.0025
13151,0.0797
13153,0.0280
13155,0.0128
13157,0.0411
13159,0.0159
13169,0.0388
13171,0.0377
13175,0.2335
13177,0.0211
13179,0.0133
13181,0.0145
13183,-0.0123
13185,0.0269
13187,0.0195
13189,0.0416
13195,0.0489
13205,-0.0399
13207,0.0497
13211,0.0441
13213,0.1033
13215,0.1665
13217,0.0700
13219,0.0114
13221,0.0284
13223,0.0597
13225,0.1209
13227,0.0456
13229,0.0419
13231,0.0231
13233,0.0584
13235,0.0230
13237,0.0546
13241,0.0805
13245,-0.0419
13247,0.0161
13249,-0.0080
13255,0.0752
13257,-0.0254
13269,0.0143
13275,-0.0209
13277,0.0405
13279,0.0138
13281,0.0169
13285,0.0318
13291,-0.0187
13293,0.0736
13295,0.0874
13297,0.0499
13299,0.0398
13305,0.0117
13311,0.0035
13313,0.0334
13319,-0.0274
13321,0.0367
15003,0.0382
16001,-0.0025
16005,0.0039
16007,0.0541
16009,-0.0340
16011,0.0079
16013,-0.0424
16015,0.0676
16017,0.0540
16019,0.0083
16021,0.0230
16027,0.0362
16029,0.0251
16031,0.0255
16035,-0.0297
16039,0.0211
16041,0.0112
16043,0.0121
16045,0.1141
16047,-0.0367
16049,0.1049
16051,0.0080
16053,0.0497
16055,0.0476
16057,0.0818
16061,0.0168
16065,0.0708
16067,0.0009
16069,0.0869
16071,0.0609
16073,0.0042
16075,0.0358
16077,-0.0363
16079,-0.0229
16081,0.0422
16083,0.0406
16085,0.0158
16087,-0.0059
17001,0.0358
17005,0.0338
17007,0.0280
17011,-0.0241
17015,-0.0372
17017,0.0374
17019,0.1011
17021,0.0435
17023,0.0161
17025,0.0229
17027,0.0399
17029,0.0462
17031,0.0099
17033,-0.0188
17035,0.1078
17037,0.0245
17039,-0.0056
17041,0.0171
17043,0.0042
17045,0.0278
17047,-0.0066
17049,0.0207
17051,-0.0267
17053,0.0291
17055,0.0325
17057,0.0447
17061,-0.0185
17063,0.0233
17065,0.0092
17067,-0.0213
17071,0.0164
17073,-0.0046
17075,-0.0208
17077,-0.0486
17079,0.0175
17081,-0.0018
17083,0.0274
17085,0.0162
17087,0.0459
17089,-0.0081
17091,0.0458
17093,-0.0030
17095,0.0728
17097,0.0265
17099,0.0162
17101,0.0419
17103,-0.0073
17105,0.0516
17107,0.0274
17109,0.0023
17111,-0.0096
17113,0.0202
17115,0.0677
17117,-0.0230
17119,0.0548
17121,0.0139
17123,0.0091
17125,0.0294
17127,0.0160
17129,0.0711
17131,0.0338
17133,0.0074
17135,0.0505
17137,0.0139
17139,0.0607
17141,0.0728
17143,0.0157
17145,-0.0613
17147,0.0751
17149,0.0075
17155,-0.0302
17157,-0.0177
17159,-0.0095
17161,-0.0114
17163,0.1112
17165,0.0108
17167,-0.0639
17169,-0.0121
17171,0.0536
17173,0.0386
17175,0.0078
17177,0.0582
17179,0.0407
17181,0.1032
17183,0.0302
17185,0.0273
17187,0.0638
17189,-0.0180
17191,0.0546
17193,0.0024
17195,0.0663
17197,0.0451
17199,-0.0154
17201,-0.0444
17203,0.0141
18001,0.0108
18003,-0.0190
18005,0.0442
18007,0.0512
18009,0.0365
18011,0.0275
18013,0.0775
18015,-0.0329
18017,-0.0336
18019,-0.0013
18021,0.0211
18023,0.0026
18025,-0.0348
18027,0.0862
18029,0.0082
18031,0.0157
18033,0.0461
18035,0.0672
18037,0.0188
18039,-0.0197
18041,0.0266
18043,-0.0096
18045,0.0669
18047,0.0285
18049,0.0573
18051,0.0015
18053,0.0151
18055,0.0394
18057,0.0408
18059,0.0113
18061,-0.0430
18063,0.0097
18065,0.0278
18067,0.0702
18069,-0.0034
18071,0.0399
18073,0.0063
18075,-0.0210
18077,0.0188
18079,-0.0073
18081,0.0189
18083,0.0047
18085,0.0131
18087,0.0430
18089,0.0417
18091,-0.0100
18093,0.0398
18095,-0.0266
18097,0.0045
18099,0.0339
18101,0.0359
18103,0.0091
18105,0.0339
18107,0.0144
18109,0.0080
18111,0.0376
18113,-0.0176
18115,0.0109
18117,0.0012
18119,0.0583
18121,0.0115
18123,0.0313
18125,0.0849
18127,0.0320
18129,0.0520
18131,-0.0034
18133,0.0383
18135,0.0269
18137,0.0450
18139,0.0344
18141,0.0777
18143,0.0122
18145,0.0663
18147,0.0052
18149,0.0916
18151,-0.0114
18153,-0.0279
18155,0.0234
18157,-0.0259
18159,0.0530
18161,0.0025
18163,0.0729
18165,-0.0024
18167,-0.0039
18169,0.0231
18171,0.0041
18173,0.0033
18175,0.0596
18177,-0.0006
18179,-0.0281
18181,-0.0023
18183,0.0209
19001,0.0530
19005,0.0339
19007,-0.0182
19011,-0.0199
19013,0.0016
19015,0.0371
19017,-0.0524
19019,-0.0138
19021,-0.0707
19023,0.0045
19025,-0.0294
19027,0.0039
19029,0.0203
19031,0.0171
19033,0.0606
19035,0.0047
19037,0.0724
19039,0.0775
19041,-0.0317
19043,-0.0293
19045,-0.0049
19047,-0.0111
19049,0.0217
19051,0.0563
19053,0.0747
19055,-0.0408
19057,0.0527
19059,0.0099
19061,0.0539
19063,0.0097
19065,0.0069
19067,0.0625
19069,-0.0268
19071,0.0054
19073,0.0855
19075,0.0229
19077,0.0089
19079,0.0646
19081,0.0552
19083,0.0447
19085,0.0216
19087,0.0453
19089,-0.0225
19091,0.0938
19095,0.0194
19097,0.1020
19099,-0.0209
19101,0.0387
19103,0.0585
19105,0.0576
19107,0.0569
19109,-0.0352
19111,0.0258
19113,0.0220
19115,0.0297
19117,0.0525
19119,0.0063
19121,0.0267
19123,0.0477
19125,0.0640
19127,-0.0000
19129,-0.0040
19131,0.0325
19133,-0.0143
19135,0.0484
19137,0.0409
19139,0.0455
19141,0.0121
19145,0.0347
19147,-0.0059
19149,0.0093
19151,0.0694
19153,0.0644
19155,0.0233
19157,0.0407
19161,0.0254
19163,0.0740
19165,0.0415
19167,0.0506
19169,-0.0001
19171,-0.0523
19173,-0.0039
19175,-0.0007
19177,-0.0319
19179,-0.0131
19181,0.0574
19183,0.0460
19185,0.0053
19187,0.0417
19189,0.0415
19191,0.0046
19193,-0.0204
19197,-0.0002
20001,0.0553
20003,0.0828
20005,0.0293
20009,-0.0261
20011,-0.0353
20013,0.0489
20015,0.1065
20021,0.0130
20027,0.0250
20029,0.0294
20031,0.0378
20035,0.0520
20037,0.0055
20041,0.0739
20043,0.0474
20045,0.0860
20051,0.0978
20053,0.0217
20055,-0.0024
20057,0.0041
20059,0.0079
20061,0.0074
20067,-0.0542
20069,0.0549
20073,-0.0098
20077,0.0428
20079,0.0441
20085,0.1378
20087,0.0364
20091,0.0654
20095,0.0403
20099,0.0537
20103,0.0704
20107,-0.0084
20111,-0.0077
20113,0.0380
20115,0.0234
20117,-0.0163
20121,0.0155
20123,0.1242
20125,0.0229
20127,-0.0233
20131,-0.0066
20133,0.0550
20137,0.0044
20139,0.0534
20143,-0.0381
20145,0.0146
20147,0.0374
20149,0.0604
20151,0.0347
20155,0.0212
20157,-0.0456
20159,0.0619
20161,0.0679
20163,0.0399
20167,-0.0038
20169,0.0216
20171,0.0377
20173,0.0377
20175,-0.0111
20177,0.0332
20181,-0.0077
20185,-0.0107
20189,0.0463
20191,-0.0093
20193,0.0533
20197,-0.0115
20201,0.0495
20205,-0.0147
20209,0.0072
21001,-0.0592
21003,-0.0050
21005,-0.0121
21007,-0.0649
21009,-0.0523
21011,-0.0193
21013,0.0529
21015,0.0793
21017,0.0589
21019,0.0625
21021,-0.0079
21023,0.0166
21025,0.1131
21027,0.0251
21029,0.0163
21031,0.0384
21033,-0.0122
21035,0.0739
21037,0.0519
21039,0.0442
21041,0.0397
21043,0.0284
21045,0.0062
21047,0.0831
21049,0.0458
21051,0.0120
21053,0.0478
21055,-0.0019
21059,0.0431
21061,0.0045
21065,0.0613
21067,0.0987
21069,0.0465
21071,-0.0497
21073,0.0146
21077,0.0116
21079,0.0154
21081,0.0366
21083,0.0209
21085,0.0541
21087,0.0143
21089,0.0447
21091,0.0062
21093,0.0415
21095,-0.0308
21097,0.0169
21099,-0.0296
21101,0.0892
21103,-0.0238
21105,0.0264
21107,0.0480
21109,0.0967
21111,0.0957
21113,0.0873
21115,0.0535
21117,0.0803
21119,-0.0060
21121,-0.0102
21123,0.0757
21125,0.0319
21127,0.0174
21131,-0.0370
21133,-0.0463
21135,0.0126
21137,0.0204
21139,0.0029
21141,0.0448
21143,0.0227
21145,0.0694
21147,0.0556
21149,0.0600
21151,0.0116
21153,-0.0154
21155,0.0886
21157,0.0357
21159,-0.0090
21161,0.0159
21163,-0.0239
21165,0.0572
21167,-0.0052
21169,0.0236
21171,-0.0368
21173,-0.0167
21175,0.0220
21177,0.0386
21179,0.0587
21181,-0.0342
21183,0.0304
21185,0.0337
21187,0.0114
21191,0.0396
21193,0.0822
21195,0.0274
21197,0.0385
21199,0.0006
21203,0.0347
21205,0.0009
21207,0.0892
21209,0.0383
21211,0.0309
21213,0.0357
21215,0.0622
21217,-0.0091
21219,0.0001
21221,0.0685
21223,-0.0326
21225,-0.0153
21227,0.0468
21229,0.0450
21231,0.0303
21233,0.0497
21235,0.0161
21239,0.0590
22001,0.0459
22003,0.0439
22005,0.0314
22007,0.0488
22009,0.1476
22011,0.0382
22013,0.0094
22015,0.0221
22017,0.0230
22019,0.0164
22021,0.0340
22023,0.0656
22025,0.0578
22029,0.0067
22031,0.0273
22033,0.0269
22037,-0.0436
22039,0.0278
22041,-0.0845
22043,0.0145
22045,0.0304
22047,0.0966
22049,0.0373
22051,0.0246
22053,0.0549
22055,-0.0016
22057,0.0181
22059,0.0268
22061,0.1104
22063,0.0322
22067,0.1068
22069,0.0599
22071,0.0531
22073,0.0652
22075,0.0331
22077,0.1128
22079,0.0335
22083,0.0784
22085,0.0287
22087,0.0285
22089,-0.0163
22093,0.0447
22095,0.0342
22097,0.0158
22099,-0.0082
22101,0.0511
22103,-0.0132
22105,0.0372
22109,0.0252
22111,0.0816
22113,0.0243
22115,0.0073
22117,0.0463
22119,0.0700
22121,-0.0088
22123,0.0146
22125,-0.0493
22127,0.0614
23001,0.0534
23003,0.0044
23005,0.0260
23007,0.0180
23009,0.0227
23011,0.0264
23013,0.0161
23015,0.0046
23017,0.0448
23019,0.0396
23021,0.0830
23023,0.0311
23025,0.0030
23027,0.0336
23029,0.0327
23031,0.0576
24001,-0.0017
24003,0.0116
24005,0.0522
24009,-0.0117
24011,-0.0028
24013,0.0072
24015,0.0229
24017,-0.0013
24019,0.0135
24021,0.0397
24023,0.0796
24025,0.0690
24027,0.0089
24029,0.0741
24031,0.0420
24033,0.0308
24035,-0.0043
24037,0.0181
24039,-0.0320
24041,0.0096
24043,0.0016
24045,0.0081
24047,0.0226
24510,0.0575
25001,-0.0385
25003,0.0268
25005,-0.0200
25007,-0.0153
25009,-0.0773
25011,0.0077
25013,-0.0720
25015,-0.0296
25017,-0.0287
25021,-0.0138
25023,-0.0115
25025,-0.0528
25027,0.0007
26003,-0.0446
26005,0.0484
26007,0.0270
26009,0.0342
26011,0.0548
26013,0.0583
26015,0.0739
26017,0.0192
26019,-0.0011
26021,0.0775
26023,0.0257
26025,0.0482
26027,0.0179
26029,0.0324
26031,0.0560
26033,0.0174
26035,0.0187
26037,0.0103
26039,0.0755
26041,0.0474
26043,-0.0068
26045,0.0487
26047,0.0024
26049,0.0424
26051,0.0333
26053,-0.0527
26055,0.0296
26057,0.0579
26059,0.0015
26061,0.0734
26063,0.0379
26065,0.0545
26067,-0.0141
26069,0.0049
26071,-0.1138
26073,0.0410
26075,0.0124
26077,0.0122
26079,-0.0192
26081,0.0407
26087,0.0353
26089,0.0102
26091,0.0341
26093,0.0405
26095,0.0599
26097,0.0269
26099,0.0641
26101,0.0462
26103,0.0092
26105,0.0435
26107,0.0197
26109,0.0035
26111,0.0205
26113,0.0208
26115,0.0462
26117,0.0393
26121,0.0420
26123,0.0260
26125,0.0281
26127,-0.0193
26129,0.0517
26133,0.0061
26137,-0.0174
26139,0.0226
26141,0.0461
26143,0.0766
26145,0.0921
26147,0.0286
26149,0.0144
26151,0.0089
26153,0.0269
26155,0.0457
26157,0.0447
26159,0.0082
26161,0.0405
26163,0.0863
26165,0.0460
27001,0.0564
27003,0.0340
27005,0.0913
27007,0.0965
27009,0.0431
27011,0.0262
27013,0.0602
27015,-0.0083
27017,0.0536
27019,0.0274
27021,0.0637
27023,-0.0081
27025,0.0904
27027,0.0950
27029,0.0073
27033,0.0543
27035,0.0642
27037,0.0416
27039,0.0943
27041,0.0164
27043,0.0632
27045,0.0757
27047,0.0821
27049,0.0310
27051,0.0373
27053,0.0512
27055,-0.0009
27057,0.0472
27059,0.0405
27061,0.0401
27063,0.0208
27065,0.0385
27067,0.0248
27071,0.1146
27073,0.0605
27075,0.0776
27079,0.0135
27081,0.0169
27083,0.0599
27085,-0.0244
27087,0.1053
27089,0.0779
27091,0.0374
27093,0.0276
27095,0.0327
27097,-0.0118
27099,0.0277
27101,0.0429
27103,-0.0497
27105,0.0148
27107,0.0589
27109,0.0616
27111,0.0533
27113,0.0401
27115,0.0782
27117,0.0696
27119,0.0959
27121,0.0463
27123,0.0675
27125,0.0353
27127,0.0300
27129,0.0373
27131,0.0175
27133,0.0771
27135,0.0456
27137,0.0310
27139,0.0150
27141,0.0118
27143,0.0595
27145,0.1315
27147,0.0282
27149,0.0221
27151,-0.0263
27153,0.0374
27157,0.0076
27159,0.0848
27161,0.0338
27163,0.0127
27165,-0.0056
27167,0.0469
27169,0.0529
27171,0.0495
27173,0.1365
28003,0.0068
28007,0.0179
28011,-0.0682
28013,0.0490
28017,0.0300
28019,0.0365
28023,0.0232
28025,-0.0238
28029,0.0494
28031,-0.0238
28033,0.0433
28035,0.0325
28037,0.0192
28039,0.0205
28041,-0.0023
28043,-0.0106
28045,-0.0076
28047,0.0192
28049,0.1518
28057,0.1038
28059,0.0309
28061,0.0536
28067,-0.0110
28071,0.0267
28073,-0.0270
28075,-0.0430
28077,-0.0022
28079,-0.0722
28081,0.0217
28085,0.0476
28087,0.1290
28089,0.0433
28091,-0.0155
28093,0.0142
28095,0.0055
28097,-0.0222
28099,-0.0338
28101,0.1240
28105,-0.0047
28107,-0.0092
28109,-0.0623
28111,0.0236
28113,0.1305
28115,0.0199
28117,0.0033
28121,0.0303
28123,-0.0228
28127,-0.0191
28129,-0.0201
28131,0.0143
28137,0.0177
28139,0.0221
28141,-0.0053
28145,-0.0128
28147,0.0037
28149,-0.0487
28151,-0.0793
28153,0.0264
28155,-0.0004
28159,0.0588
28161,-0.0041
28163,-0.0061
29001,0.1137
29003,0.0522
29005,-0.0016
29007,-0.0336
29009,0.0197
29011,0.0793
29013,-0.0397
29015,0.0034
29017,0.0090
29019,0.0464
29021,0.0440
29023,-0.0365
29025,-0.0059
29027,-0.0149
29029,0.0356
29031,0.0102
29033,0.0532
29035,-0.0156
29037,0.0242
29039,-0.0230
29041,0.0622
29043,0.0386
29045,0.0808
29047,0.0034
29049,0.0063
29051,0.0963
29053,0.0755
29055,-0.0111
29057,0.0018
29059,0.0234
29061,0.0034
29063,0.0866
29065,-0.0397
29067,0.0351
29069,-0.0164
29071,0.0128
29073,0.0203
29075,-0.0036
29077,0.0298
29079,-0.0398
29081,0.0754
29083,-0.0430
29085,0.0185
29089,0.0216
29091,0.0123
29093,-0.0380
29095,0.0311
29097,0.0558
29099,0.0331
29101,0.0349
29105,0.0407
29107,-0.0075
29109,0.0419
29111,-0.0054
29113,-0.0076
29115,-0.0077
29117,0.0258
29119,0.0296
29121,-0.0048
29123,0.0208
29125,0.0471
29127,0.0352
29131,0.0521
29133,-0.0015
29135,-0.0125
29137,-0.0325
29139,0.0588
29141,-0.0853
29143,0.0102
29145,-0.0020
29147,0.0092
29149,-0.0462
29151,-0.0220
29153,0.0691
29155,-0.1135
29157,-0.0048
29159,-0.0472
29161,-0.0201
29163,-0.0061
29165,0.0189
29167,0.0309
29169,0.0264
29171,0.0023
29173,-0.0050
29175,-0.0108
29177,0.0219
29179,0.0405
29181,0.0686
29183,0.0192
29185,0.0626
29186,0.0073
29187,0.0155
29189,0.0492
29195,0.0223
29201,-0.0074
29203,0.0323
29205,0.0345
29207,0.0174
29209,0.0265
29211,-0.0009
29213,0.0145
29215,0.0000
29217,-0.0527
29219,0.0195
29221,-0.0411
29223,-0.0006
29225,-0.0127
29229,0.0682
29510,0.2033
30001,0.0410
30009,-0.0451
30013,0.0301
30017,-0.0277
30021,-0.0061
30023,0.0504
30027,0.0436
30029,-0.0289
30031,-0.0178
30035,0.0427
30041,0.0415
30043,-0.0376
30047,0.0353
30049,0.0361
30053,-0.0157
30063,-0.0698
30067,-0.0032
30081,0.0747
30083,-0.0719
30085,-0.0357
30087,0.0968
30089,0.0809
30093,-0.0193
30095,-0.0271
30099,-0.1054
30105,0.0255
30111,0.0271
31001,-0.0157
31013,-0.0190
31019,0.0602
31021,0.0399
31025,0.0845
31027,0.0170
31033,0.0041
31035,-0.0103
31037,-0.1027
31039,0.0455
31041,0.0187
31043,-0.0788
31047,-0.0529
31053,0.0415
31055,-0.0120
31065,-0.0486
31067,0.0270
31079,-0.0008
31081,0.0155
31089,0.0101
31093,0.1024
31095,0.0248
31099,0.0843
31107,-0.0092
31109,0.0606
31111,0.0194
31119,-0.0096
31131,0.0665
31137,0.0584
31141,-0.0115
31143,0.0362
31145,0.0317
31151,-0.0169
31153,-0.0045
31155,0.0813
31157,0.0441
31159,0.0025
31177,-0.0821
31179,0.0258
31185,0.0076
32001,-0.0024
32003,0.0635
32005,-0.0020
32007,-0.0375
32013,0.0074
32017,-0.0390
32019,-0.0004
32023,-0.0068
32031,0.0078
32510,-0.0208
33001,0.0553
33003,0.0516
33005,0.0454
33007,0.0626
33009,0.0858
33011,0.0460
33013,0.0131
33015,0.0760
33017,0.0393
33019,0.1335
34001,0.0602
34003,0.0417
34005,0.0034
34007,-0.0241
34009,0.0362
34011,-0.0122
34013,0.0757
34015,0.0095
34017,0.0085
34019,0.0053
34021,0.0486
34023,0.0525
34025,0.0443
34027,0.0006
34029,0.0572
34031,0.0182
34033,0.0142
34035,0.0392
34037,0.0162
34039,0.0275
34041,-0.0254
35001,0.0770
35005,0.0639
35006,0.0493
35009,0.0027
35013,0.0136
35015,0.0610
35017,0.0473
35025,-0.0093
35027,-0.0182
35031,0.0277
35035,0.0320
35039,0.0875
35041,0.0062
35043,0.0319
35045,0.0818
35047,-0.0551
35049,0.0842
35053,0.0878
35055,0.0470
35057,0.0426
35061,0.0536
36001,0.0628
36003,0.0424
36007,0.1639
36009,0.0736
36011,0.0340
36013,0.0650
36015,0.1039
36017,0.0251
36019,-0.0111
36021,-0.0378
36023,0.0888
36025,0.0477
36027,0.0623
36029,0.0595
36031,0.0542
36033,0.0454
36035,0.0343
36037,0.0952
36039,-0.0191
36043,0.0117
36045,0.0236
36049,0.0030
36051,0.0945
36053,0.0721
36055,0.1414
36057,0.0376
36059,0.0617
36061,0.1457
36063,0.0843
36065,0.0840
36067,0.1326
36069,0.0553
36071,0.0024
36073,0.0681
36075,0.0476
36077,0.0351
36079,-0.0070
36083,0.0626
36087,0.0738
36089,0.0300
36091,0.0587
36093,0.1000
36095,0.0533
36099,0.0793
36101,0.0316
36103,0.0288
36105,0.0816
36107,0.0477
36109,0.0801
36111,0.0759
36113,0.0554
36115,0.0434
36117,0.0259
36119,0.1199
36121,0.0376
36123,0.0457
37001,0.0163
37003,0.0037
37005,0.0262
37007,0.0609
37009,0.0149
37011,0.0483
37013,-0.0270
37015,-0.0440
37017,-0.0174
37019,0.0179
37021,-0.0250
37023,0.0145
37025,0.0376
37027,0.0227
37029,-0.0027
37031,0.0237
37033,-0.0434
37035,0.0116
37037,0.0699
37039,-0.0431
37041,-0.0102
37043,0.0122
37045,0.0191
37047,-0.0873
37049,0.0027
37051,0.0012
37053,0.0597
37055,0.0832
37057,-0.0165
37059,0.0002
37061,0.0052
37063,0.0595
37065,-0.1265
37067,0.0031
37069,-0.0894
37071,-0.0373
37073,-0.0108
37075,0.0271
37077,0.0176
37079,0.0426
37081,-0.0629
37083,-0.1153
37085,0.0112
37087,-0.0118
37089,0.0247
37091,-0.0017
37093,-0.0230
37097,0.0597
37099,-0.0416
37101,0.0378
37103,-0.0143
37105,0.0124
37107,-0.1176
37109,0.0126
37111,-0.0613
37113,-0.0400
37115,-0.0142
37117,-0.0716
37119,-0.0328
37121,0.0214
37123,-0.0091
37125,0.0382
37127,-0.0533
37129,0.0051
37131,-0.0658
37133,-0.0179
37135,0.0385
37137,-0.0364
37139,-0.0082
37141,0.0628
37143,0.0652
37145,0.0252
37147,-0.0273
37149,-0.0262
37151,-0.0258
37153,-0.0240
37155,-0.0649
37157,-0.0386
37159,-0.0400
37161,-0.0334
37163,-0.0444
37165,-0.0310
37167,-0.0170
37169,-0.0021
37171,0.0417
37173,0.1114
37175,-0.0476
37179,0.0183
37181,-0.1517
37183,-0.0073
37185,-0.0495
37187,-0.1195
37189,0.0152
37191,-0.0612
37193,-0.0593
37195,-0.0512
37197,0.0178
37199,0.0254
38003,0.0151
38015,0.0371
38017,0.1238
38035,0.0741
38045,0.0561
38049,0.0102
38053,-0.1170
38055,-0.0487
38059,0.0520
38061,-0.0028
38067,0.0320
38071,0.0466
38077,0.0760
38089,0.0236
38093,0.0204
38097,0.0484
38099,0.1022
38101,0.0339
38105,0.0643
39001,0.0396
39003,0.0571
39005,0.0095
39007,0.0096
39009,0.0800
39011,0.0019
39013,-0.0203
39015,0.0205
39017,0.0384
39019,-0.0803
39021,0.0858
39023,-0.0353
39025,0.0193
39027,0.0150
39029,0.0120
39031,0.0397
39033,0.0485
39035,0.0868
39037,0.0882
39039,0.0035
39041,0.0837
39043,0.0275
39045,0.0260
39047,0.0060
39049,0.0443
39051,0.0354
39053,-0.0353
39055,0.0253
39057,0.0480
39059,-0.0332
39061,0.0604
39063,-0.0213
39065,0.0669
39067,-0.0281
