id,pn_avg
13037,-3.9965
13039,-3.9540
13043,-3.7128
13045,-3.6282
13047,-4.0653
13049,-3.7988
13051,-3.4803
13055,-3.6938
13057,-3.6111
13059,-2.4259
13063,-4.3472
13065,-3.6407
13067,-2.8944
13069,-3.6752
13071,-3.4480
13073,-3.8241
13075,-3.7240
13077,-3.6505
13079,-4.6191
13081,-3.2240
13083,-4.0801
13085,-4.0163
13087,-3.5034
13089,-2.6736
13091,-3.7087
13095,-3.7928
13097,-3.8796
13099,-3.1699
13101,-4.3971
13103,-3.9557
13105,-3.5453
13107,-3.8286
13109,-4.3594
13111,-4.1021
13113,-3.4902
13115,-4.0011
13117,-3.1959
13119,-3.9419
13121,-1.9027
13123,-3.7181
13125,-4.0886
13127,-2.9862
13129,-4.1635
13131,-3.8854
13133,-2.2256
13135,-3.3141
13137,-3.6765
13139,-3.4481
13143,-3.4055
13145,-3.8332
13147,-3.7689
13149,-4.1928
13151,-4.2375
13153,-3.5808
13155,-3.8750
13157,-3.7670
13159,-4.2214
13161,-3.9185
13163,-3.1202
13169,-4.0147
13171,-4.0928
13173,-3.7037
13175,-4.1071
13177,-4.0548
13179,-4.4406
13181,-3.9550
13183,-4.5797
13185,-3.4220
13187,-3.9039
13189,-3.7187
13191,-4.3365
13195,-3.6203
13197,-3.7818
13201,-4.1785
13205,-4.3402
13207,-3.7083
13209,-4.4215
13211,-3.4028
13213,-4.2005
13215,-3.0882
13217,-4.1297
13219,-3.3596
13221,-3.6324
13223,-4.0451
13225,-3.8099
13227,-3.9052
13229,-3.8390
13231,-4.0171
13233,-3.9620
13235,-3.4232
13237,-4.1655
13241,-3.9150
13245,-4.0687
13247,-4.2023
13249,-4.1274
13253,-3.6960
13255,-3.7019
13257,-4.0587
13267,-4.1000
13269,-4.1469
13275,-3.5147
13277,-3.3641
13279,-3.5935
13281,-4.3816
13283,-3.4489
13285,-3.1560
13287,-4.3782
13291,-4.2362
13293,-3.8022
13295,-4.1081
13297,-3.7086
13299,-3.8059
13305,-3.5444
13309,-3.7364
13311,-4.0817
13313,-3.6727
13315,-3.2634
13317,-4.2601
13319,-4.3016
13321,-3.9936
15003,-3.5728
16001,-3.6691
16005,-3.8159
16007,-4.6075
16009,-3.7346
16011,-3.8483
16013,-3.2000
16015,-4.1671
16017,-4.1205
16019,-3.4745
16021,-4.2532
16027,-3.7541
16029,-4.6085
16031,-3.7271
16035,-4.2756
16037,-4.4676
16039,-3.7807
16041,-4.4008
16043,-4.2398
16045,-4.1143
16047,-4.5998
16049,-4.3579
16051,-4.1798
16053,-3.7456
16055,-4.0559
16057,-3.7322
16059,-4.2342
16061,-4.3932
16063,-4.8525
16065,-4.2602
16067,-4.2548
16069,-4.0247
16071,-4.5049
16073,-4.0291
16075,-3.8901
16077,-3.8859
16079,-4.4752
16081,-3.8093
16083,-3.9380
16085,-3.9738
16087,-3.7330
17001,-3.6650
17005,-3.9453
17007,-3.8432
17009,-4.1555
17011,-4.1232
17013,-4.1290
17015,-3.9220
17017,-3.7544
17019,-2.4673
17021,-4.2138
17023,-4.2452
17025,-4.3307
17027,-3.7890
17029,-3.8302
17031,-2.7815
17033,-4.0342
17035,-4.1311
17037,-3.6704
17039,-3.9307
17041,-4.1989
17043,-2.7303
17045,-4.2295
17047,-4.1226
17049,-3.8177
17051,-3.8868
17053,-4.2623
17055,-4.2140
17057,-4.0743
17059,-4.0443
17061,-4.0634
17063,-4.1493
17065,-4.1360
17067,-4.1536
17069,-4.0334
17071,-4.3574
17073,-3.7065
17075,-4.0505
17077,-3.5574
17079,-4.1697
17081,-3.7983
17083,-4.2533
17085,-3.9910
17087,-4.2516
17089,-2.9028
17091,-3.6300
17093,-3.6022
17095,-3.8972
17097,-2.5916
17099,-3.8846
17101,-4.0525
17103,-3.9058
17105,-4.1398
17107,-4.0500
17109,-3.5007
17111,-3.5183
17113,-2.8863
17115,-3.2391
17117,-4.0554
17119,-3.3054
17121,-4.1708
17123,-4.2196
17125,-4.1930
17127,-3.9615
17129,-3.8749
17131,-4.0196
17133,-4.3369
17135,-3.7160
17137,-3.5875
17139,-4.3387
17141,-3.7742
17143,-2.6732
17145,-4.0105
17147,-3.9610
17149,-4.0882
17151,-4.4517
17155,-4.3227
17157,-4.1726
17159,-3.5389
17161,-3.5062
17163,-3.1948
17165,-3.9494
17167,-3.1393
17169,-4.2485
17171,-4.1708
17173,-4.0063
17175,-3.9927
17177,-3.3319
17179,-3.6384
17181,-4.0819
17183,-3.8064
17185,-3.9489
17187,-3.9687
17189,-3.9540
17191,-4.0982
17193,-4.0012
17195,-4.0909
17197,-3.8056
17199,-3.6932
17201,-3.1141
17203,-3.6656
18001,-4.1013
18003,-3.5187
18005,-3.2162
18007,-4.1298
18009,-4.1456
18011,-3.5458
18013,-4.5501
18015,-4.2952
18017,-4.1590
18019,-4.1872
18021,-4.0728
18023,-3.7572
18025,-4.3959
18027,-3.7360
18029,-4.1971
18031,-4.1233
18033,-4.0729
18035,-3.7396
18037,-3.7378
18039,-3.7028
18041,-4.4129
18043,-3.8134
18045,-4.0291
18047,-3.9834
18049,-4.1927
18051,-4.1590
18053,-3.8003
18055,-4.2069
18057,-3.4808
18059,-4.1501
18061,-4.2122
18063,-3.9794
18065,-4.2378
18067,-3.7913
18069,-3.8302
18071,-4.0885
18073,-4.3818
18075,-4.2082
18077,-3.8932
18079,-4.4682
18081,-3.9748
18083,-3.9291
18085,-3.8532
18087,-4.4044
18089,-3.8397
18091,-3.9776
18093,-4.1897
18095,-3.8686
18097,-3.7779
18099,-4.1009
18101,-3.9181
18103,-4.2443
18105,-3.2448
18107,-3.9467
18109,-4.2467
18111,-4.4380
18113,-4.1916
18115,-4.3833
18117,-4.1136
18119,-4.2217
18121,-4.3181
18123,-4.2419
18125,-4.3444
18127,-4.2518
18129,-4.0027
18131,-4.0505
18133,-4.1254
18135,-4.2217
18137,-4.5780
18139,-3.8639
18141,-3.2820
18143,-4.2518
18145,-4.2977
18147,-3.8825
18149,-4.2562
18151,-4.0459
18153,-3.9996
18155,-4.6392
18157,-3.4891
18159,-4.1537
18161,-4.1997
18163,-3.2738
18165,-4.2338
18167,-3.6981
18169,-4.1430
18171,-4.2325
18173,-4.0271
18175,-4.3758
18177,-4.1790
18179,-4.0402
18181,-4.2751
18183,-4.1101
19001,-4.2626
19005,-3.7197
19007,-4.2586
19009,-4.3633
19011,-4.0855
19013,-3.1530
19015,-4.2407
19017,-4.1762
19019,-4.2871
19021,-3.7576
19023,-4.5398
19025,-4.0314
19027,-4.2217
19029,-3.9569
19031,-4.0826
19033,-3.9055
19035,-4.0213
19037,-4.2521
19039,-4.0946
19041,-3.9951
19043,-4.3612
19045,-4.1957
19047,-3.9381
19049,-3.2920
19051,-4.1838
19053,-4.1423
19055,-4.2094
19057,-3.6028
19059,-4.1215
19061,-3.4583
19063,-4.0575
19065,-4.2466
19067,-4.1253
19069,-3.9962
19071,-4.0921
19073,-4.0610
19075,-4.1948
19077,-4.2032
19079,-3.8795
19081,-4.4539
19083,-3.9647
19085,-4.0180
19087,-3.7849
19089,-4.3775
19091,-4.0920
19093,-3.9971
19095,-4.0996
19097,-3.7683
19099,-4.0179
19101,-3.9443
19103,-2.1994
19105,-4.0429
19107,-4.1500
19109,-4.3453
19111,-4.3294
19113,-3.2256
19115,-4.1741
19117,-4.3657
19119,-4.3765
19121,-4.0561
19123,-3.8656
19125,-3.9946
19127,-3.3090
19129,-4.1465
19131,-4.2350
19133,-4.2893
19135,-4.3354
19137,-3.8893
19139,-3.5830
19141,-3.9673
19143,-3.9943
19145,-4.0324
19147,-4.4704
19149,-4.4818
19151,-3.6150
19153,-2.7799
19155,-3.9771
19157,-3.7732
19159,-4.2758
19161,-4.4371
19163,-2.9276
19165,-3.9690
19167,-3.5823
19169,-3.3265
19171,-4.2473
19173,-4.1952
19175,-4.1897
19177,-4.6384
19179,-3.9389
19181,-4.1069
19183,-3.9915
19185,-4.5455
19187,-4.0814
19189,-4.2444
19191,-4.2598
19193,-3.8127
19195,-4.3771
19197,-3.9630
20001,-4.1429
20003,-4.2061
20005,-4.1889
20007,-4.3390
20009,-4.0026
20011,-4.0581
20013,-3.6891
20015,-3.9209
20021,-4.2484
20027,-4.2491
20029,-4.1306
20031,-3.9055
20035,-4.1769
20037,-3.9591
20041,-4.3321
20043,-4.0035
20045,-3.4912
20051,-4.2584
20053,-4.5092
20055,-3.9753
20057,-3.8538
20059,-4.1783
20061,-4.3434
20067,-3.8847
20069,-4.1650
20073,-4.4299
20077,-4.2204
20079,-3.8339
20081,-3.6847
20085,-3.9967
20087,-4.2581
20091,-3.4740
20093,-4.1193
20095,-4.4043
20099,-4.0831
20103,-3.4188
20105,-4.4561
20107,-4.3275
20111,-3.8327
20113,-4.2831
20115,-4.2447
20117,-3.7033
20119,-4.0718
20121,-4.0865
20123,-4.3999
20125,-4.1094
20127,-4.1375
20129,-4.7227
20131,-3.8598
20133,-4.0987
20137,-4.3803
20139,-4.3640
20143,-3.9859
20145,-3.9760
20147,-3.9921
20149,-4.1760
20151,-4.0093
20155,-4.1480
20157,-4.0270
20159,-4.1841
20161,-3.8892
20163,-4.6643
20165,-4.0445
20167,-4.0570
20169,-3.9774
20171,-4.1303
20173,-3.2454
20175,-3.9794
20177,-3.2650
20181,-3.6299
20183,-4.5084
20185,-4.2980
20189,-4.1523
20191,-4.2518
20193,-4.1664
20197,-4.6612
20201,-4.3361
20205,-4.3969
20209,-3.4811
21001,-3.8042
21003,-4.0420
21005,-3.7545
21007,-4.0304
21009,-3.6954
21011,-3.7985
21013,-4.1969
21015,-3.5824
21017,-3.5272
21019,-3.9522
21021,-3.5011
21023,-4.0108
21025,-3.5933
21027,-4.0474
21029,-4.0718
21031,-4.2407
21033,-3.7016
21035,-3.7294
21037,-3.1331
21039,-3.8064
21041,-3.6984
21043,-3.9715
21045,-4.1514
21047,-3.6889
21049,-3.7865
21051,-3.3790
21053,-3.6937
21055,-3.7937
21057,-3.6646
21059,-3.7679
21061,-4.3261
21063,-4.2236
21065,-3.8863
21067,-2.6717
21069,-4.0994
21071,-4.7648
21073,-3.5346
21075,-3.9061
21077,-3.9667
21079,-4.2228
21081,-4.0178
21083,-3.8478
21085,-4.3802
21087,-4.3748
21089,-3.6985
21091,-4.3075
21093,-3.8463
21095,-4.2790
21097,-3.9824
21099,-4.2310
21101,-3.9412
21103,-4.0120
21105,-3.7616
21107,-3.9445
21109,-4.1136
21111,-2.7441
21113,-3.8786
21115,-4.3639
21117,-3.5651
21119,-4.3356
21121,-3.8891
21123,-3.9674
21125,-3.7732
21127,-4.0658
21129,-3.8405
21131,-4.3529
21133,-4.1168
21135,-3.5563
21137,-4.1038
21139,-4.1637
21141,-3.7051
21143,-4.2095
21145,-3.4832
21147,-4.3476
21149,-4.1604
21151,-3.5913
21153,-4.3447
21155,-3.9756
21157,-4.1775
21159,-4.2329
21161,-3.6232
21163,-3.9050
21165,-4.3695
21167,-3.9500
21169,-4.0690
21171,-3.9894
21173,-3.8218
21175,-3.5343
21177,-4.0959
21179,-3.7965
21181,-3.9210
21183,-4.1788
21185,-3.2328
21187,-3.9686
21191,-3.7206
21193,-4.0860
21195,-4.1314
21197,-3.7282
21199,-3.8183
21203,-4.0735
21205,-3.5859
21207,-3.9492
21209,-3.4285
21211,-3.5550
21213,-4.0549
21215,-4.2427
21217,-3.8392
21219,-3.9160
21221,-3.9679
21223,-3.8552
21225,-4.0063
21227,-3.0948
21229,-3.9015
21231,-3.6985
21233,-3.9483
21235,-3.8405
21237,-3.9944
21239,-3.0556
22001,-3.7728
22003,-4.0769
22005,-3.3300
22007,-3.8018
22009,-3.5004
22011,-3.9508
22013,-3.6764
22015,-3.3943
22017,-2.7772
22019,-3.7406
22021,-4.1645
22023,-4.6409
22025,-3.9297
22027,-3.9126
22029,-3.5865
22031,-3.5144
22033,-2.5527
22037,-3.9333
22039,-3.9161
22041,-3.7974
22043,-4.0416
22045,-3.9495
22047,-3.6496
22049,-3.7986
22051,-3.6754
22053,-4.1585
22055,-3.2180
22057,-3.8563
22059,-4.0670
22061,-2.8252
22063,-4.1630
22067,-3.7735
22069,-2.9780
22071,-3.0245
22073,-3.3381
22075,-4.3588
22077,-3.8905
22079,-3.3907
22083,-3.5849
22085,-3.8839
22087,-4.2955
22089,-3.7551
22093,-3.5558
22095,-4.2423
22097,-3.9633
22099,-4.0375
22101,-3.7370
22103,-3.5927
22105,-3.4324
22109,-3.6738
22111,-3.9782
22113,-3.8733
22115,-4.4689
22117,-3.6990
22119,-3.7772
22121,-3.8078
22123,-3.8395
22125,-3.3240
22127,-3.6108
23001,-3.7028
23003,-4.1901
23005,-3.1238
23007,-4.2982
23009,-4.0626
23011,-3.9634
23013,-3.7730
23015,-4.2415
23017,-4.0799
23019,-3.7781
23021,-4.1293
23023,-3.9038
23025,-4.1204
23027,-3.7136
23029,-4.4162
23031,-3.8740
24001,-3.5857
24003,-3.0751
24005,-3.2832
24009,-3.4008
24011,-3.7184
24013,-3.4118
24015,-3.6995
24017,-3.7075
24019,-3.3693
24021,-3.3139
24023,-4.2297
24025,-3.3343
24027,-2.4959
24029,-3.6315
24031,-2.4472
24033,-4.3180
24035,-3.6171
24037,-3.1008
24039,-4.3128
24041,-3.4857
24043,-3.5409
24045,-3.2439
24047,-3.3790
24510,-3.7627
25001,-3.7824
25003,-3.7476
25005,-3.5641
25007,-4.3660
25009,-3.1701
25011,-3.9966
25013,-3.3032
25015,-3.6143
25017,-2.9765
25019,-3.9089
25021,-3.3959
25023,-3.4079
25025,-3.9887
25027,-3.1964
26001,-4.4034
26003,-4.0918
26005,-4.0276
26007,-4.2381
26009,-4.1298
26011,-4.2449
26013,-4.4950
26015,-4.0619
26017,-3.9016
26019,-4.0399
26021,-3.3426
26023,-4.0723
26025,-3.6675
26027,-3.6487
26029,-4.0037
26031,-4.2529
26033,-4.2504
26035,-4.1433
26037,-3.9900
26039,-3.7866
26041,-4.2303
26043,-4.1732
26045,-4.1753
26047,-4.0966
26049,-3.5479
26051,-3.9921
26053,-4.0872
26055,-4.0401
26057,-4.1280
26059,-4.2299
26061,-4.3494
26063,-4.2655
26065,-3.0191
26067,-4.0650
26069,-4.1961
26071,-4.1787
26073,-4.0841
26075,-3.7238
26077,-2.7246
26079,-4.5252
26081,-2.9977
26087,-4.2782
26089,-3.6273
26091,-4.1589
26093,-4.1624
26095,-3.6835
26097,-4.0999
26099,-3.7379
26101,-3.9659
26103,-4.2894
26105,-3.5951
26107,-4.2046
26109,-4.2742
26111,-3.4158
26113,-4.1882
26115,-3.9729
26117,-4.1964
26119,-4.6828
26121,-3.6277
26123,-4.0572
26125,-2.7553
26127,-3.8483
26129,-4.1081
26131,-4.6888
26133,-4.2284
26135,-4.1033
26137,-4.0353
26139,-3.7338
26141,-4.6500
26143,-3.8647
26145,-3.2481
26147,-3.8980
26149,-4.2109
26151,-4.3829
26153,-3.9721
26155,-4.2516
26157,-4.2021
26159,-3.5820
26161,-2.4333
26163,-3.1650
26165,-4.1044
27001,-3.9595
27003,-3.5587
27005,-4.1302
27007,-3.5537
27009,-4.2542
27011,-4.7439
27013,-3.6737
27015,-4.2678
27017,-4.1012
27019,-3.5084
27021,-4.0442
27023,-3.8889
27025,-4.1622
27027,-3.4139
27029,-4.1078
27031,-3.4509
27033,-4.0917
27035,-3.7930
27037,-3.0809
27039,-3.6269
27041,-4.0400
27043,-4.0518
27045,-4.5171
27047,-3.5516
27049,-3.7147
27051,-4.4359
27053,-1.9263
27055,-4.2282
27057,-3.9045
27059,-4.2714
27061,-4.0740
27063,-4.4353
27065,-4.0243
27067,-2.9357
27069,-4.7751
27071,-4.2202
27073,-3.9294
27075,-4.3547
27079,-4.2677
27081,-4.2072
27083,-3.6880
27085,-3.6467
27087,-3.8435
27089,-4.4017
27091,-4.0030
27093,-4.3301
27095,-4.0699
27097,-4.5356
27099,-3.6413
27101,-3.9629
27103,-3.5396
27105,-3.5122
27107,-4.3094
27109,-2.9354
27111,-4.0262
27113,-3.9512
27115,-4.0834
27117,-4.2185
27119,-4.0551
27121,-4.0710
27123,-2.3126
27125,-4.6464
27127,-4.4727
27129,-3.7586
27131,-3.0135
27133,-3.9819
27135,-4.4069
27137,-3.7387
27139,-3.5083
27141,-4.2108
27143,-3.9663
27145,-3.2418
27147,-3.6656
27149,-4.1615
27151,-3.7333
27153,-4.3102
27155,-3.6237
27157,-3.9623
27159,-4.4644
27161,-4.0844
27163,-3.5672
27165,-3.2226
27167,-4.1774
27169,-3.6084
27171,-4.1344
27173,-3.7236
28001,-4.7406
28003,-3.7706
28007,-3.5916
28011,-3.5295
28013,-3.8558
28017,-3.7392
28019,-4.0020
28023,-3.5395
28025,-3.9531
28027,-4.3793
28029,-3.5134
28031,-4.1443
28033,-3.8803
28035,-3.4816
28037,-3.9829
28039,-4.1698
28041,-4.3926
28043,-3.3925
28045,-4.2559
28047,-3.8939
28049,-3.5975
28051,-5.0290
28057,-4.3851
28059,-3.8535
28061,-3.8101
28067,-3.8804
28071,-3.0198
28073,-3.4857
28075,-3.3407
28077,-3.8971
28079,-3.9859
28081,-3.4061
28083,-4.0357
28085,-3.8659
28087,-3.4453
28089,-2.8791
28091,-3.9645
28093,-4.6329
28095,-3.4672
28097,-3.5325
28099,-3.7608
28101,-3.5816
28105,-2.4523
28107,-3.6539
28109,-4.1219
28111,-4.3876
28113,-3.6967
28115,-3.8914
28117,-3.8857
28121,-3.8565
28123,-3.8243
28127,-3.8176
28129,-3.6382
28131,-3.9696
28133,-4.8197
28135,-3.7956
28137,-3.9780
28139,-3.8981
28141,-4.3058
28145,-3.9834
28147,-4.3403
28149,-3.6160
28151,-4.7662
28153,-3.6975
28155,-3.7011
28159,-3.7186
28161,-3.5018
28163,-3.9697
29001,-3.5429
29003,-4.0653
29005,-4.2255
29007,-4.0799
29009,-3.9165
29011,-3.8668
29013,-4.1734
29015,-4.0159
29017,-4.1678
29019,-2.8174
29021,-3.5668
29023,-4.0023
29025,-4.3548
29027,-3.8857
29029,-3.9460
29031,-3.7217
29033,-4.0285
29035,-4.0031
29037,-4.1004
29039,-4.1363
29041,-4.0044
29043,-4.0807
29045,-4.3183
29047,-3.7643
29049,-4.1026
29051,-3.8744
29053,-4.1516
29055,-4.3112
29057,-4.2497
29059,-4.4505
29061,-4.0955
29063,-4.3106
29065,-4.3877
29067,-4.5794
29069,-3.6052
29071,-4.2321
29073,-4.4629
29075,-4.0530
29077,-3.5980
29079,-4.0251
29081,-4.4281
29083,-4.1684
29085,-4.1576
29087,-3.8964
29089,-3.7806
29091,-4.1536
29093,-4.0689
29095,-3.2568
29097,-3.8325
29099,-4.2866
29101,-3.9899
29105,-4.0846
29107,-3.9441
29109,-4.0602
29111,-4.2015
29113,-4.2709
29115,-3.9681
29117,-3.8002
29119,-4.2247
29121,-4.2752
29123,-4.3335
29125,-4.2301
29127,-3.4590
29129,-4.5077
29131,-4.0664
29133,-3.5095
29135,-3.9852
29137,-4.6270
29139,-3.9642
29141,-4.2023
29143,-4.0743
29145,-4.1374
29147,-4.1576
29149,-3.8358
29151,-4.3524
29153,-4.2969
29155,-3.8529
29157,-4.1632
29159,-3.8966
29161,-3.8702
29163,-3.9774
29165,-3.5312
29167,-4.0770
29169,-4.3744
29171,-4.6109
29173,-4.3680
29175,-4.0915
29177,-4.2033
29179,-4.2228
29181,-4.2418
29183,-3.7841
29185,-4.2159
29186,-4.4663
29187,-4.1934
29189,-2.6579
29195,-4.0557
29197,-4.5350
29199,-4.3589
29201,-3.7304
29203,-4.4496
29205,-4.0025
29207,-4.3235
29209,-4.1478
29211,-4.3651
29213,-3.8540
29215,-4.2688
29217,-3.9530
29219,-4.0115
29221,-4.5016
29223,-4.0584
29225,-4.0694
29229,-3.9437
29510,-3.3662
30001,-4.1412
30003,-3.6810
30005,-3.5701
30007,-4.1340
30009,-4.4892
30013,-3.6685
30015,-4.0633
30017,-4.1692
30021,-4.4817
30023,-4.5458
30027,-3.9883
30029,-4.2738
30031,-3.7674
30035,-2.2836
30041,-3.4960
30043,-4.1551
30047,-3.5538
30049,-3.7785
30053,-4.2766
30057,-4.7039
30063,-3.8742
30065,-4.0928
30067,-4.0098
30071,-4.2686
30073,-3.3871
30077,-4.3470
30081,-4.1212
30083,-4.4860
30085,-3.1356
30087,-2.7432
30089,-4.1861
30093,-3.9492
30095,-4.6239
30099,-4.9612
30101,-4.0123
30105,-3.8811
30111,-3.8630
31001,-3.8679
31003,-4.5161
31011,-4.6593
31013,-3.7718
31019,-3.7918
31021,-4.0833
31023,-4.8854
31025,-4.1528
31027,-4.3395
31029,-3.9217
31031,-4.0010
31033,-3.5180
31035,-3.6389
31037,-3.9380
31039,-3.7645
31041,-3.9676
31043,-4.4158
31045,-3.6908
31047,-3.5553
31051,-4.7999
31053,-3.6707
31055,-2.5828
31059,-4.0933
31063,-4.4089
31065,-4.2785
31067,-3.8964
31079,-3.5166
31081,-3.6811
31089,-4.2719
31093,-4.2032
31095,-3.5095
31097,-3.9380
31099,-4.1277
31101,-4.3224
31107,-3.7460
31109,-3.3523
31111,-4.2526
31119,-3.7990
31121,-4.1041
31123,-4.0390
31125,-4.9832
31127,-3.7209
31131,-4.0087
31137,-3.7685
31139,-4.1508
31141,-3.7728
31143,-4.2343
31145,-4.2055
31147,-3.9466
