id,wb_avg
1709960,-3.9371
1710200,-4.6776
1710470,-3.0284
1710650,-3.8432
1711250,-4.0626
1711790,-3.8073
1711850,-3.9283
1712000,-2.9760
1712120,-3.5845
1712540,-2.7073
1712700,-3.3907
1713140,-4.1317
1713170,-3.7358
1713530,-3.3596
1713710,-2.5223
1713770,-3.4259
1713970,-2.4718
1714220,-3.7716
1714460,-1.1288
1714550,-3.4246
1715420,-3.4683
1715450,-3.5721
1715900,-3.3545
1716080,-3.7322
1716800,-1.7241
1717040,-3.0225
1717280,-4.0162
1717310,-4.0389
1717520,-3.3391
1717800,-3.0250
1718240,-4.1671
1718960,-3.8708
1719530,-3.5868
1719830,-4.6148
1720280,-2.6930
1720580,-3.5744
1720760,-3.6397
1720880,-3.3470
1721450,-2.9383
1721600,-1.7222
1722020,-4.1792
1723460,-2.8249
1724000,-2.5988
1724600,-3.6628
1724780,-3.0738
1724940,-4.4753
1725020,-4.7497
1725920,-4.0312
1726310,-4.0442
1726400,-3.5098
1727340,-3.6706
1727610,-3.6830
1727710,-2.4700
1728620,-2.9721
1728890,-3.9800
1729190,-3.8946
1729250,-2.1191
1729760,-3.1139
1730220,-3.4825
1730270,-3.5528
1730420,-2.6064
1731230,-2.7372
1731740,-3.9461
1731770,-4.1833
1731950,-4.4347
1732190,-4.0022
1733000,-3.7082
1733210,-4.2688
1733450,-3.9218
1734410,-3.2715
1734510,-3.0682
1734740,-3.2086
1734990,-3.7805
1736330,-3.1189
1736450,-3.2725
1736480,-3.4334
1736900,-3.9060
1737080,-3.2505
1737170,-2.9836
1737680,-4.5233
1738220,-5.1597
1739510,-3.8270
1739960,-2.6077
1740070,-3.9836
1740350,-3.0299
1740500,-2.1789
1741250,-3.3078
1741690,-3.0048
1741790,-3.3818
1742180,-2.0234
1742300,-3.4442
1742960,-3.3331
1743110,-2.8118
1743860,-3.6303
1743960,-3.6570
1800030,-3.4533
1800150,-4.0491
1800270,-3.7648
1800360,-3.8008
1800450,-3.8748
1800630,-3.2817
1801020,-3.8076
1801200,-4.0330
1802400,-3.2055
1802640,-4.2344
1802850,-2.5407
1803270,-3.3032
1803450,-3.0110
1803630,-3.4515
1803750,-3.4141
1803940,-4.0874
1804170,-3.7333
1804320,-4.3946
1804590,-4.0679
1804770,-4.2606
1805370,-4.3043
1805400,-3.6140
1805450,-3.8569
1805460,-4.7613
1805670,-2.8935
1806390,-3.9846
1806570,-3.6623
1806840,-4.0839
1807260,-3.9657
1807320,-4.0073
1807350,-3.9691
1807410,-3.7590
1807650,-3.5107
1808760,-3.9328
1808820,-3.7117
1808910,-2.8577
1809150,-4.1773
1809510,-4.2772
1809690,-4.0145
1810290,-3.2709
1810650,-3.5893
1810920,-3.2889
1811340,-3.2957
1811970,-2.9523
1812090,-3.9604
1812360,-3.7136
1812720,-2.6443
1812810,-4.3131
1903540,-2.2555
1904860,-3.0924
1905790,-3.2588
1906510,-3.2422
1906540,-2.7890
1907710,-3.9544
1907860,-2.7837
1908220,-4.5238
1908580,-3.1436
1908970,-3.2096
1909480,-2.3595
1911820,-3.7772
1914700,-1.5061
1915450,-2.8610
1917220,-2.9763
1918780,-4.1281
1926400,-3.6325
1928680,-2.7551
1930480,-3.2715
1930510,-3.3699
1930930,-3.0881
2003200,-3.5019
2004050,-4.6018
2005460,-4.3591
2006330,-3.8786
2007620,-4.2248
2007890,-4.4496
2007950,-4.6279
2008400,-3.3812
2008430,-4.0106
2009180,-3.6267
2010140,-3.6741
2010680,-4.3227
2011370,-4.0344
2011640,-2.9928
2012000,-3.6707
2012180,-3.3762
2012260,-3.8421
2012360,-4.5549
2012990,-3.5434
2100270,-3.7649
2100510,-4.0566
2100570,-3.0961
2101150,-3.9204
2101200,-4.1820
2101350,-4.6022
2101440,-3.9300
2101470,-3.7777
2101650,-3.5183
2101740,-4.0718
2101860,-2.9392
2102010,-4.4336
2102220,-3.7284
2102490,-4.1149
2102710,-4.1029
2102860,-4.0897
2102990,-3.3833
2103030,-3.9814
2103090,-4.0227
2103720,-4.0632
2103780,-4.4816
2103870,-3.8507
2103900,-4.2242
2103960,-3.4742
2104440,-4.5626
2104530,-3.2429
2104590,-4.2828
2104650,-3.2072
2105190,-4.1292
2105260,-3.6416
2105320,-3.5520
2105400,-4.0420
2105550,-3.3592
2105580,-3.8274
2105640,-4.3828
2105730,-3.5778
2200030,-3.5940
2200039,-3.8538
2200060,-4.4538
2200090,-3.3770
2200120,-3.8711
2200125,-4.1668
2200150,-3.7596
2200180,-4.3798
2200210,-3.7345
2200240,-4.8734
2200270,-3.4030
2200300,-3.0037
2200330,-3.8752
2200360,-4.4383
2200420,-3.9784
2200450,-4.0481
2200480,-3.3173
2200510,-3.4815
2200540,-2.7611
2200600,-3.6641
2200630,-4.1932
2200660,-4.0013
2200690,-3.4864
2200720,-4.1213
2200750,-3.8527
2200780,-3.8854
2200810,-4.1378
2200840,-3.8526
2200870,-3.3503
2200900,-3.8979
2200960,-3.5494
2200990,-3.2981
2201020,-4.0588
2201080,-2.8381
2201110,-3.9105
2201140,-3.2987
2201170,-1.5369
2201200,-3.5032
2201230,-4.0755
2201260,-4.0979
2201290,-3.5957
2201320,-4.1231
2201350,-3.6477
2201380,-3.6733
2201410,-4.1823
2201440,-3.7568
2201500,-3.6378
2201530,-4.3385
2201560,-4.0204
2201590,-4.2062
2201620,-3.9880
2201650,-3.6443
2201680,-3.6188
2201740,-3.8654
2201770,-3.8268
2201800,-3.7375
2201830,-4.6412
2201860,-3.9597
2201890,-3.5531
2201920,-4.0853
2201950,-3.7698
2201980,-3.6198
2202010,-3.7052
2302610,-3.7525
2307320,-2.7280
2309930,-2.4040
2400030,-4.3548
2400060,-3.1891
2400090,-3.5094
2400120,-3.5030
2400150,-3.6170
2400180,-3.6434
2400210,-3.8422
2400240,-3.9811
2400270,-3.6611
2400300,-3.1442
2400330,-3.5748
2400390,-3.4658
2400420,-3.0444
2400450,-3.0768
2400480,-2.5529
2400510,-3.5403
2400540,-3.3489
2400570,-4.1653
2400600,-3.2408
2400630,-2.9174
2400660,-3.7577
2400690,-3.2142
2400720,-2.9257
2501980,-2.2191
2502190,-4.2526
2502310,-3.3158
2502790,-3.3484
2502940,-4.1578
2503090,-4.1802
2503150,-2.5059
2503240,-4.3016
2503270,-2.7864
2503300,-3.1970
2503540,-4.4939
2503660,-4.7437
2504050,-3.8397
2504770,-4.6834
2504830,-4.4587
2504890,-4.6182
2504950,-3.4979
2504980,-3.6170
2505970,-4.4022
2506270,-3.6530
2506660,-4.8883
2506780,-4.1587
2506840,-2.7861
2507020,-4.6988
2507110,-4.3379
2507170,-4.2039
2507560,-4.0472
2507620,-3.5722
2507740,-4.5578
2507980,-3.0270
2508370,-3.1305
2508430,-4.6526
2508610,-2.5332
2509060,-3.6793
2509360,-4.1681
2509630,-4.0268
2509870,-3.6600
2509930,-4.2310
2510050,-4.6087
2510380,-4.1738
2510620,-3.3246
2510890,-3.2242
2511130,-4.4970
2511250,-4.1322
2511520,-4.1342
2512000,-3.7772
2512060,-3.8093
2512270,-2.4787
2512840,-4.0890
2513200,-4.5813
2513230,-4.2693
2600005,-4.1105
2600015,-3.9901
2600016,-4.1578
2601950,-4.1070
2602070,-4.0686
2602820,-2.1987
2603540,-4.1946
2603690,-3.7376
2604260,-3.4747
2604830,-3.4287
2605010,-3.2583
2605430,-3.9672
2605850,-3.5996
2606090,-3.4975
2606780,-4.8690
2607890,-4.3011
2608070,-4.1404
2608430,-4.4013
2608580,-3.8725
2609570,-3.8118
2609840,-3.8268
2609930,-3.2909
2610080,-4.4292
2610590,-3.9767
2610620,-3.1602
2611600,-4.0205
2611610,-4.3438
2611640,-4.5928
2612000,-5.2995
2612150,-3.6751
2612450,-4.0031
2612600,-3.2155
2612930,-5.0497
2614070,-3.5761
2614280,-2.7974
2614460,-4.5632
2614520,-4.5547
2614550,-3.8893
2614610,-2.8186
2614820,-3.5140
2615540,-4.2021
2615870,-3.7201
2616110,-3.8730
2616350,-3.3215
2616410,-3.8751
2616440,-3.0052
2617520,-5.1574
2618030,-4.6102
2618420,-2.6047
2618480,-3.7616
2619620,-3.6716
2619950,-2.6158
2620070,-4.7015
2620160,-4.1123
2620280,-3.8770
2620340,-3.6184
2620730,-3.0609
2620850,-4.0436
2620880,-3.9453
2621120,-4.0477
2621150,-4.1973
2621570,-4.5287
2621600,-4.5810
2621840,-3.2061
2621870,-3.4007
2622290,-4.8192
2623460,-4.4795
2623850,-4.8356
2624120,-3.0585
2624150,-3.9552
2624690,-3.7074
2624720,-4.6073
2624840,-4.1257
2625230,-3.9982
2625560,-4.2698
2625740,-2.7230
2625950,-2.7623
2625980,-3.3487
2626130,-2.9521
2626280,-3.1795
2626760,-4.2367
2628560,-3.3294
2628740,-4.4235
2628830,-3.8220
2628950,-3.1873
2629460,-4.3025
2629540,-4.2588
2629940,-3.0344
2630120,-4.7862
2630210,-4.1419
2630300,-3.0093
2630390,-2.9600
2630450,-3.5661
2632220,-3.3791
2632250,-3.2313
2632280,-3.4865
2632300,-4.1954
2632310,-3.8348
2632340,-4.0372
2632670,-4.4114
2633420,-3.3475
2633540,-4.2814
2633840,-3.4561
2634260,-3.3889
2634470,-3.9637
2634560,-3.9906
2634680,-4.0541
2635160,-3.5232
2635190,-4.2214
2635220,-3.9058
2635310,-3.8406
2635520,-4.1093
2635820,-3.6258
2635910,-2.7800
2635970,-4.6198
2636450,-4.2983
2636485,-4.1973
2636540,-4.7806
2636570,-3.5165
2636630,-3.7002
2700145,-3.6266
2700161,-3.0084
2703180,-3.6949
2703450,-3.2398
2705790,-2.6762
2706240,-3.1032
2707290,-2.9295
2708190,-3.2588
2709510,-4.0024
2711040,-2.6595
2711250,-2.7978
2711370,-4.1377
2711670,-3.0188
2711760,-2.0719
2711820,-3.6931
2712420,-3.6046
2714220,-2.6956
2714260,-2.5836
2715030,-3.4987
2717780,-3.4705
2718780,-2.8049
2721240,-1.1114
2721420,-2.9996
2722950,-2.7228
2723850,-3.4198
2725200,-2.5732
2728050,-2.9275
2730060,-3.6918
2731750,-3.0139
2731780,-2.2619
2731800,-2.9385
2732390,-3.0423
2732430,-2.5955
2733000,-3.2132
2733270,-3.2982
2733330,-3.5808
2733510,-1.9575
2733780,-2.0326
2733810,-4.0988
2733840,-1.7567
2738190,-3.6199
2742160,-2.5777
2742270,-3.0043
2742360,-3.5347
2742720,-1.6798
2800450,-3.5752
2800510,-5.0145
2800540,-3.7889
2800570,-4.2403
2800600,-4.2860
2800630,-3.8805
2800750,-3.6416
2800820,-3.3140
2800840,-3.6878
2800870,-4.0191
2800930,-5.2689
2800960,-3.9769
2800990,-3.8945
2801090,-3.6417
2801170,-3.8614
2801200,-3.9460
2801220,-3.8981
2801260,-3.4094
2801290,-4.0676
2801320,-3.7889
2801410,-4.1316
2801470,-3.2318
2801490,-4.3079
2801530,-4.1677
2801560,-4.0623
2801590,-4.4163
2801650,-4.1812
2801680,-3.5929
2801710,-3.3231
2801740,-4.0605
2801770,-4.1483
2801860,-4.6364
2802010,-4.2361
2802100,-4.0751
2802160,-4.4939
2802190,-3.4977
2802280,-4.0391
2802340,-3.7172
2802370,-3.7321
2802400,-3.9623
2802430,-3.7471
2802490,-3.7831
2802520,-4.0215
2802550,-3.8875
2802640,-4.1623
2802670,-3.8055
2802700,-3.8198
2802730,-3.9508
2802760,-4.0099
2802790,-3.2994
2802820,-4.6193
2802850,-4.4938
2802880,-3.8767
2802910,-3.0769
2803000,-4.6235
2803030,-4.8371
2803060,-3.8385
2803090,-4.5386
2803120,-3.6841
2803150,-3.9792
2803240,-3.8835
2803360,-3.8072
2803450,-2.3125
2803480,-3.7970
2803510,-4.2087
2803520,-4.2893
2803530,-4.0285
2803570,-4.3327
2803600,-3.2360
2803630,-4.0484
2803660,-3.8421
2803690,-3.7570
2803720,-3.9882
2803780,-4.0697
2803830,-4.0317
2803900,-4.1600
2803930,-3.7212
2803990,-4.0854
2804020,-3.6110
2804050,-4.2087
2804080,-4.8200
2804110,-3.8576
2804140,-2.3755
2804170,-3.9268
2804230,-4.1076
2804320,-2.6965
2804350,-3.4155
2804380,-3.5418
2804440,-4.3985
2804470,-3.8070
2804500,-3.8010
2804530,-4.0258
2804560,-3.4410
2804590,-3.8770
2804620,-4.0447
2804680,-4.8117
2804740,-3.7834
2804800,-5.0285
2900004,-4.2105
2901000,-2.2658
2902910,-4.0809
2904500,-4.0818
2904620,-4.2817
2905310,-3.7748
2907120,-3.1770
2907470,-3.6637
2908250,-3.5999
2908370,-4.1334
2908670,-4.2769
2909720,-2.1297
2912010,-3.6115
2912290,-4.2030
2912550,-4.0676
2913140,-4.0175
2913620,-4.6851
2913650,-3.7594
2913800,-3.9231
2913830,-3.8869
2914340,-4.3271
2915480,-3.9448
2916190,-3.8913
2916350,-4.5602
2916400,-3.4118
2916500,-3.4709
2916770,-2.0184
2917820,-2.6517
2918300,-3.7327
2918540,-3.7244
2918690,-3.6292
2919890,-3.4418
2920010,-3.2428
2920410,-4.1616
2920670,-3.2371
2921100,-3.9508
2922800,-3.9129
2923550,-3.2811
2923580,-2.5489
2923700,-3.6498
2923730,-3.9273
2925230,-3.7304
2925450,-4.2312
2926070,-3.7994
2926640,-4.0329
2926850,-2.4827
2927060,-4.3278
2927830,-4.1976
