id,b_avg
2634560,-1.6035
2634680,-2.4374
2635160,-0.7813
2635190,-1.9225
2635220,-1.8032
2635310,-1.9803
2635520,-1.1735
2635820,-0.5327
2635910,-1.0684
2635970,-1.9984
2636450,-2.4982
2636485,-1.4837
2636540,-1.0346
2636570,-1.7821
2636630,-1.8694
2700145,-0.9188
2700161,-0.9484
2703180,-0.4397
2703450,-1.5992
2705790,-0.8794
2706240,-1.8919
2707290,-1.1854
2708190,-0.5844
2709510,-1.0554
2711040,-2.0044
2711250,-0.1979
2711370,-0.2847
2711670,-0.2439
2711760,-2.8807
2711820,-0.5513
2712420,-1.0973
2714220,-0.6500
2714260,-0.9781
2715030,-0.5525
2717780,-0.1086
2718780,-1.1425
2721240,-2.1752
2721420,-1.7120
2722950,-0.6751
2723850,-0.8335
2725200,-1.3442
2728050,-1.4707
2730060,0.0805
2731750,-1.3859
2731780,-2.0748
2731800,-1.0554
2732390,-0.6980
2732430,-1.1514
2733000,-0.6683
2733270,-1.3725
2733330,-0.8904
2733510,-2.7493
2733780,-1.3385
2733810,0.2451
2733840,-2.0188
2738190,-0.0790
2742160,-0.2677
2742270,-0.8355
2742360,-0.6947
2742720,-2.6655
2800185,-2.1486
2800187,-2.2228
2800360,-2.0496
2800420,-2.4060
2800450,-1.2406
2800510,-1.7955
2800540,-1.6782
2800570,-1.3252
2800600,-1.9776
2800630,-0.7626
2800660,-2.0614
2800690,-1.9061
2800720,-1.6532
2800750,-1.8711
2800780,-2.8755
2800810,-1.2328
2800820,-1.3851
2800840,-1.8512
2800870,-1.5709
2800900,-1.9859
2800930,-1.4092
2800960,-1.9348
2800990,-1.4980
2801020,-1.6665
2801050,-2.2286
2801080,-0.3119
2801090,-0.2369
2801110,-2.0983
2801140,-1.7926
2801170,-1.8207
2801200,-1.7797
2801220,-2.1041
2801260,-1.3540
2801290,-2.4795
2801320,-1.0454
2801350,-3.3428
2801360,-2.1362
