id,wb_avg
25001,-3.4536
25003,-3.9633
25005,-3.8519
25009,-3.6669
25013,-3.7850
25015,-4.1992
25017,-3.3757
25021,-3.2261
25023,-3.1300
25025,-3.5320
25027,-3.7892
26005,-3.9483
26017,-3.4721
26021,-2.8378
26025,-3.5069
26027,-3.4000
26045,-4.3891
26049,-3.3255
26065,-2.9072
26075,-3.5177
26077,-2.5165
26081,-2.5666
26091,-4.0600
26093,-3.6355
26099,-3.4024
26107,-4.1552
26111,-4.0337
26115,-3.5623
26121,-3.1934
26125,-2.8384
26139,-3.1809
26145,-2.9192
26147,-3.3378
26149,-4.0544
26159,-3.7735
26161,-2.6390
26163,-3.1687
27003,-3.5251
27013,-2.9569
27019,-3.2136
27027,-2.8752
27037,-3.0945
27049,-3.0977
27053,-1.6742
27067,-1.7726
27099,-3.4977
27109,-2.9875
27123,-2.1212
27131,-1.5884
27137,-2.9035
27139,-3.3918
27141,-4.0755
27145,-1.6870
27147,-3.0293
27163,-4.0050
27171,-3.7638
28001,-4.8285
28003,-4.1583
28007,-3.9702
28009,-4.2806
28011,-3.6625
28013,-4.0160
28015,-5.2637
28017,-4.0011
28019,-3.8929
28023,-3.4297
28025,-4.0416
28029,-3.5275
28031,-4.0677
28033,-3.7879
28035,-3.6787
28037,-4.1651
28039,-4.0610
28041,-4.4132
28043,-3.5910
28045,-4.2523
28047,-3.9552
28049,-3.1891
28057,-4.0725
28059,-3.8098
28061,-4.0747
28067,-4.0455
28071,-3.0285
28073,-3.9584
28075,-3.4546
28077,-3.7831
28079,-4.0201
28081,-3.6871
28083,-3.7755
28085,-3.9052
28087,-3.5217
28089,-2.8401
28091,-4.3298
28093,-4.6168
28095,-3.5129
28097,-3.6719
28099,-3.6915
28101,-3.4667
28105,-2.3954
28107,-4.0180
28109,-3.8912
28111,-4.0551
28113,-3.9318
28115,-4.1720
28117,-4.2354
28121,-4.0694
28123,-3.8885
28127,-4.0842
28129,-3.6093
28131,-3.9252
28135,-4.0655
28137,-3.9938
28139,-4.0810
28145,-4.0889
28147,-4.3974
28149,-3.8058
28151,-4.6481
28153,-4.0230
28155,-3.4388
28159,-3.8176
28161,-3.8097
28163,-4.1843
29019,-2.3870
29021,-4.2650
29023,-4.3470
29027,-3.9647
29031,-3.3036
29037,-4.2328
29047,-3.7536
29051,-3.8607
29069,-4.1355
29071,-4.3132
29077,-3.7231
29095,-3.1537
29097,-4.4003
29099,-4.3003
29101,-4.4906
29107,-4.3200
29113,-4.2016
29127,-3.6005
29133,-4.1113
29143,-4.1153
29155,-4.1317
29159,-4.2097
29161,-3.9518
29165,-3.4269
29169,-5.0496
29175,-3.8740
29183,-3.7584
29187,-4.3893
29189,-2.5450
29195,-4.1716
29201,-3.4605
29510,-3.2692
30013,-4.5516
30063,-3.7439
30111,-3.9226
31055,-2.2428
31079,-3.7040
31109,-3.2023
31153,-3.9156
32003,-2.9761
32031,-3.5369
33011,-3.4179
33013,-3.6007
33015,-4.2807
33017,-4.2912
34001,-3.2642
34003,-3.4915
34005,-3.6543
34007,-2.9784
34009,-3.6683
34011,-3.5469
34013,-2.3334
34015,-3.7860
34017,-3.5218
34019,-3.9719
34021,-2.2106
34023,-3.8626
34025,-2.7101
34027,-3.7701
34029,-3.7120
34031,-2.9816
34033,-3.1646
34035,-3.1400
34037,-4.2572
34039,-2.8093
34041,-4.2329
35001,-3.3488
35005,-4.3175
35009,-3.6202
35013,-3.8876
35025,-3.4439
35035,-4.4049
35043,-4.3580
35045,-3.8332
36001,-3.3026
36007,-3.5548
36009,-4.4185
36011,-3.7078
36013,-3.8458
36015,-3.7849
36019,-4.2094
36021,-3.0408
36027,-3.4498
36029,-2.4831
36035,-4.4125
36037,-3.3574
36039,-4.0345
36045,-4.4353
36055,-2.2398
36057,-4.0470
36059,-3.5426
36061,-3.1728
36063,-3.6383
36065,-3.4208
36067,-2.2272
36069,-3.1924
36071,-3.5665
36073,-4.3641
36075,-4.6175
36077,-4.3192
36079,-4.3647
36083,-3.3129
36087,-3.0509
36089,-4.8393
36091,-4.2949
36093,-2.7976
36101,-4.5980
36103,-3.3856
36105,-4.1432
36109,-3.5030
36111,-3.9990
36117,-3.6410
36119,-2.5173
37001,-3.4373
37003,-3.7874
37007,-3.4115
37013,-3.1462
37015,-4.2207
37017,-4.1569
37019,-3.7263
37021,-2.8671
37023,-3.8654
37025,-3.5654
37027,-3.8302
37029,-4.1730
37031,-3.5969
37033,-4.1332
37035,-3.2864
37037,-2.8090
37041,-3.0433
37045,-3.8374
37047,-3.7503
37049,-3.5212
37051,-3.6938
37053,-3.8527
37057,-3.5997
37059,-3.7457
37061,-3.6406
37063,-2.2939
37065,-3.8816
37067,-2.6487
37069,-3.8767
37071,-3.6774
37073,-3.9588
37077,-3.5751
37079,-3.3963
37081,-2.7742
37083,-3.2240
37085,-3.4245
37089,-3.5139
37091,-3.8383
37093,-3.7412
37097,-2.9072
37101,-3.5229
37103,-4.3196
37105,-3.3769
37107,-3.2002
37109,-3.6546
37117,-3.5713
37119,-2.3073
37123,-3.5691
37125,-2.9914
37127,-3.2620
37129,-2.4624
37131,-4.2946
37133,-4.0724
37135,-1.8593
37137,-3.6892
37139,-3.6238
37141,-3.5406
37143,-3.6698
37145,-3.6685
37147,-2.6910
37151,-3.6929
37153,-3.6924
37155,-3.7552
37157,-4.0672
37159,-3.3441
37161,-3.8851
37163,-3.6739
37165,-3.5885
37167,-3.5629
37169,-4.1309
37171,-3.5781
37179,-3.1201
37181,-4.0887
37183,-2.3782
37185,-3.9209
37187,-3.7071
37191,-3.5742
37193,-4.1117
37195,-3.1656
37197,-4.0709
38015,-3.8736
38017,-2.8171
38035,-3.9366
38101,-4.5301
39003,-2.9581
39007,-3.5873
39013,-4.6234
39017,-3.7555
39023,-3.6050
39025,-4.0056
39029,-3.8472
39035,-2.2950
39041,-4.0464
39043,-3.1943
39045,-4.5418
39049,-2.8280
39055,-3.2445
39057,-3.5610
39061,-2.6389
39063,-3.8959
39081,-5.4342
39085,-3.3446
39087,-4.5569
39089,-4.1350
39093,-2.8960
39095,-2.8017
39099,-2.5412
39101,-4.0485
39103,-3.3644
39109,-3.5297
39113,-2.7910
39119,-3.1766
39133,-3.8284
39139,-3.1468
39141,-4.3581
39143,-3.7647
39151,-2.7370
39153,-2.8271
39155,-2.9063
39165,-4.4327
39169,-3.4689
39173,-4.2673
40017,-4.2388
40019,-3.8095
40023,-4.0304
40027,-4.2004
40031,-4.4622
40037,-4.3401
40047,-4.1746
40051,-4.4256
40065,-4.0127
40071,-4.3262
40083,-4.3375
40089,-3.8356
40101,-3.7734
40109,-3.2283
40111,-4.3490
40119,-4.1664
40125,-4.2816
40131,-4.4944
40135,-4.6536
40137,-4.3466
40143,-2.9875
40145,-3.8509
40147,-4.1821
41005,-3.6044
41029,-4.3580
41039,-4.0893
41047,-3.7521
41051,-2.6182
41067,-3.4329
42001,-4.2644
42003,-2.6427
42007,-3.5521
42011,-3.6543
42013,-4.2653
42017,-3.3798
42019,-3.9025
42021,-3.2594
42025,-4.6220
42027,-3.2574
42029,-2.6433
42039,-4.1278
42041,-3.4458
42043,-2.5087
42045,-2.5148
42049,-2.8562
42051,-4.2849
42055,-3.8473
42069,-3.6917
42071,-3.4083
42073,-3.7517
42075,-3.8737
42077,-3.2349
42079,-3.5737
42081,-3.2363
42085,-3.1447
42089,-4.3504
42091,-3.2634
42095,-3.8018
42097,-3.9998
42101,-3.4907
42103,-4.3234
42107,-4.2515
42125,-3.7382
42129,-3.4129
42133,-3.3354
44003,-4.4540
44005,-2.8530
44007,-3.6725
44009,-3.4251
45001,-3.8062
45003,-3.6200
45007,-3.4836
45009,-3.2537
45011,-3.4744
45013,-2.5892
45015,-3.6838
45017,-4.1456
45019,-1.8433
45021,-3.6537
45023,-3.9778
45025,-3.5266
45027,-3.7211
45029,-3.8962
45031,-3.5800
45033,-3.7938
45035,-3.3194
45037,-3.6383
45039,-4.5606
45041,-3.4211
45043,-3.2844
45045,-3.0002
45047,-3.0425
45049,-3.9056
45051,-2.9897
45053,-4.0812
45055,-3.6354
45057,-3.6253
45059,-3.8732
45063,-3.2481
45067,-3.7168
45069,-4.5357
45071,-3.1225
45073,-3.6518
45075,-4.3718
45077,-3.5338
45079,-2.4077
45081,-3.6893
45083,-3.3130
45085,-3.8110
45087,-4.1232
45089,-5.0524
45091,-3.0658
46099,-2.9007
46103,-4.2155
47001,-4.2976
47003,-4.2406
47009,-4.0766
47011,-4.2794
47017,-3.9621
47023,-3.8636
47029,-4.1131
47031,-4.1120
47033,-3.8041
47037,-3.6094
47043,-4.2644
47045,-3.5973
47047,-4.0591
47051,-4.4893
47053,-3.4018
47055,-4.3885
47059,-5.1143
47063,-4.3920
47065,-3.0688
47069,-3.7692
47075,-3.9853
47077,-4.2097
47079,-3.4579
47089,-4.6100
47093,-3.1350
47095,-4.2314
47097,-4.0685
47103,-3.5629
47107,-4.5038
47109,-4.2628
47113,-3.7488
47117,-4.3967
47119,-4.0108
47123,-4.6089
47125,-4.0811
47131,-3.5718
47141,-4.2098
47145,-4.3311
47147,-3.8042
47149,-3.9791
47155,-4.4415
47157,-2.3633
47163,-4.6945
47165,-3.8681
47167,-3.8334
47177,-4.3026
47179,-4.4540
47183,-3.9078
47187,-3.5950
47189,-4.0168
48001,-3.7636
48005,-3.8724
48015,-3.0060
48021,-3.7950
48027,-4.0996
48029,-3.4649
48037,-3.3929
48039,-4.3402
48041,-2.4252
48049,-4.2411
48051,-2.9632
48055,-3.9010
48063,-4.2675
48067,-4.0477
48071,-3.6570
48073,-3.9381
48085,-3.7589
48089,-3.4562
48091,-4.5610
48097,-3.6574
48099,-4.9084
48113,-3.0565
48121,-3.8055
48123,-3.6294
48135,-3.9258
48139,-4.0844
48141,-4.3895
48145,-2.6083
48147,-3.8301
48149,-3.0952
48157,-3.5534
48161,-4.0808
48167,-3.3333
48177,-3.5366
48181,-3.8074
48183,-3.4382
48185,-2.6887
48187,-4.3658
48189,-3.8225
48199,-4.1003
48201,-3.2430
48203,-3.2531
48209,-3.5299
48213,-4.0105
48215,-4.6016
48217,-4.0253
48223,-3.7521
48225,-3.3421
48227,-3.6899
48231,-3.3814
48239,-3.1642
48241,-3.8254
48245,-3.5670
48251,-4.3587
48257,-4.0764
48277,-3.5289
48287,-3.5507
48289,-3.7405
48291,-4.4070
48293,-3.9736
48303,-2.6742
48309,-3.1924
48313,-3.6886
48315,-4.3589
48321,-3.5065
48329,-3.2926
48331,-3.5914
48339,-3.9797
48343,-4.4195
48347,-2.8299
48349,-3.9280
48351,-4.3603
48355,-3.6929
48361,-3.4841
48365,-3.8870
48367,-4.0828
48373,-3.7772
48375,-3.5754
48381,-4.0728
48387,-3.7369
48395,-2.7470
48397,-3.9116
48401,-4.1514
48405,-4.2928
48407,-4.7448
48409,-4.4305
48419,-3.6705
48423,-3.2115
48439,-3.3362
48441,-3.5569
48449,-3.5012
48451,-4.1006
48453,-2.4493
48455,-3.8019
48457,-3.8267
48459,-3.9200
48467,-3.9930
48469,-3.3131
48471,-3.5571
48473,-3.6401
48477,-3.1040
48481,-2.7342
48485,-3.9180
48487,-3.4306
48491,-3.5809
48499,-3.7879
49005,-3.2914
49011,-3.5259
49035,-2.9100
49049,-3.5302
49053,-4.3190
49057,-3.8242
50007,-2.4675
51001,-3.6307
51007,-3.8779
51009,-3.9281
51011,-4.0774
51013,-2.5695
51015,-4.1987
51019,-3.8350
51025,-4.4796
51029,-4.2088
51031,-3.9372
51033,-4.3641
51036,-4.2823
51037,-4.1313
51041,-3.6367
51047,-3.7728
51049,-4.4135
51053,-4.3359
51057,-3.7743
51059,-3.4408
51061,-3.5038
51065,-3.6166
51067,-4.1632
51073,-4.0852
51075,-3.4079
51079,-4.2612
51083,-4.0324
51085,-3.6754
51087,-3.0740
51089,-4.4527
51093,-3.5806
51095,-2.9225
51097,-5.1725
51099,-3.8264
51101,-3.6148
51103,-3.0011
51107,-3.7491
51109,-3.9003
51111,-3.7923
51117,-3.8927
51119,-3.8135
51121,-3.8164
51125,-3.7569
51127,-4.3410
51131,-3.3021
51133,-3.5942
51135,-3.7892
51137,-4.0131
51141,-4.0686
51143,-4.2590
51145,-3.6458
51147,-3.7400
51149,-4.3469
51153,-3.7931
51155,-4.0271
51159,-4.0193
51161,-3.9520
51175,-3.7844
51177,-3.9562
51179,-3.9785
51181,-4.7459
51183,-4.4920
51187,-4.2612
51193,-4.1065
51197,-3.8347
51199,-3.9704
51510,-2.4498
51520,-4.4992
51540,-2.6353
51550,-3.7402
51570,-4.0274
51590,-3.6073
51595,-3.7107
51630,-2.9585
51650,-3.9879
51660,-3.7744
51670,-4.3416
51680,-2.8751
51683,-3.4790
51685,-4.4788
51690,-3.2456
51700,-3.6587
51710,-3.4475
51740,-4.1507
51750,-3.5143
51760,-2.7364
51770,-3.7761
51775,-3.6848
51790,-3.5089
51800,-3.9269
51810,-3.6981
51820,-3.7979
51840,-4.1173
53005,-3.7723
53011,-3.5699
53021,-3.0487
53029,-4.4040
53033,-2.5643
53035,-3.5007
53053,-3.6192
53061,-4.0917
53063,-3.6032
53067,-3.9731
53073,-4.2494
53077,-4.1676
54003,-4.6098
54011,-4.4311
54019,-4.6357
54025,-4.0541
54033,-4.7255
54037,-4.0305
54039,-4.3418
54047,-5.2196
54049,-4.4821
54055,-4.4846
54061,-4.6320
54069,-4.1608
54081,-4.3913
54107,-4.6657
55009,-2.6243
55025,-1.5891
55031,-4.0205
55035,-3.5332
55039,-2.9461
55055,-3.4625
55059,-2.7559
55063,-3.2357
55071,-3.9850
55073,-3.9619
55079,-2.0049
55087,-3.2601
55089,-3.6020
55101,-2.4716
55105,-3.2562
55109,-3.9252
55117,-3.4171
55127,-4.2010
55131,-3.6248
55133,-3.0514
55139,-3.3450
55141,-3.6672
56021,-4.0942
56025,-4.2611
