id,w_coh
1700324,0.0047
1700326,0.0618
1700330,0.1481
1700332,-0.0278
1701381,-0.1127
1701382,-0.0821
1701385,0.0602
1701387,-0.0625
1701395,-0.0548
1701403,-0.1544
1703090,0.0175
1703150,-0.0255
1703300,0.0114
1703480,0.0410
1703510,-0.1112
1703600,0.0255
1703660,0.0933
1703690,-0.0481
1703750,0.0181
1703810,-0.1110
1703840,-0.0141
1703900,0.0969
1703930,-0.0013
1703960,0.0743
1703990,-0.0670
1704050,0.0771
1704140,0.0658
1704260,-0.1736
1704380,-0.1070
1704440,-0.0525
1704470,0.0313
1704560,0.0037
1704590,-0.0096
1704620,-0.0654
1704680,0.0227
1704710,0.0090
1704740,0.0835
1704800,0.0842
1704920,-0.0977
1705050,0.0330
1705190,-0.0042
1705220,-0.0414
1705310,-0.0808
1705430,-0.0247
1705460,0.0361
1705466,-0.1206
1705580,-0.0634
1705610,-0.1261
1705790,-0.0520
1705820,-0.0831
1705880,-0.0418
1705910,-0.1099
1705950,-0.0526
1706060,0.0642
1706090,0.0322
1706120,-0.0811
1706270,0.0076
1706390,0.1406
1706450,0.1106
1706480,-0.0984
1706510,-0.0307
1706630,0.0868
1706750,0.0194
1706880,-0.0796
1706930,0.0839
1707010,0.0881
1707170,0.0789
1707200,-0.0153
1707290,0.0951
1707320,0.0191
1707440,0.1124
1707650,0.0952
1707770,-0.0733
1707830,0.0319
1707950,0.0364
1707980,0.0790
1708010,0.0765
1708040,-0.0753
1708160,-0.0089
1708220,-0.0811
1708250,-0.0392
1708280,0.0063
1708340,-0.1450
1708430,0.0152
1708460,0.0757
1708500,-0.0776
1708550,0.0302
1708580,0.0356
1708610,-0.0413
1708640,-0.0510
1708730,0.0452
1708790,0.0507
1708970,-0.0162
1709100,-0.0206
1709150,0.1177
1709170,-0.0737
1709180,-0.0739
1709210,-0.0434
1709270,-0.0448
1709330,0.0141
1709400,-0.0027
1709420,-0.0911
1709510,-0.0693
1709540,0.0141
1709600,-0.1795
1709810,-0.0389
1709850,0.0684
1709930,0.1814
1709990,-0.0569
1710200,-0.0633
1710240,-0.1596
1710340,-0.0814
1710380,0.0598
1710410,-0.1266
1710440,-0.1552
1710470,0.0633
1710530,-0.0435
1710570,0.1391
1710650,-0.0073
1710690,-0.0081
1710740,0.0950
1710760,0.1084
1710790,0.0134
1710800,-0.0069
1710820,-0.1147
1710830,-0.0493
1711100,-0.0360
1711250,0.0184
1711290,0.0613
1711350,0.0474
1711400,-0.0271
1711610,0.0005
1711790,-0.0249
1711850,-0.1258
1711880,0.0426
1711980,0.1637
1712000,-0.1051
1712060,0.1253
1712120,0.0408
1712150,-0.0314
1712210,-0.0815
1712240,0.0324
1712330,-0.0123
1712480,-0.0502
1712510,0.0862
1712540,-0.0090
1712700,-0.0628
1712720,-0.0101
1712760,-0.0464
1712810,0.0515
1712840,0.0519
1712930,-0.0141
1712960,-0.1066
1713050,-0.0114
1713140,-0.0192
1713170,-0.0818
1713240,-0.0244
1713260,0.0172
1713290,-0.1128
1713370,-0.0932
1713410,-0.1248
1713500,0.0160
1713530,0.0499
1713560,-0.0078
1713590,-0.0861
1713660,-0.1344
1713710,0.0126
1713770,-0.0641
1713860,0.0181
1713920,0.0708
1713970,0.0228
1714050,0.0353
1714100,0.0236
1714160,0.1716
1714220,-0.0612
1714250,0.0736
1714350,0.0006
1714430,-0.0305
1714460,-0.0916
1714550,0.1378
1714640,0.0779
1714710,-0.1422
1714820,0.1459
1715090,-0.0223
1715100,-0.0870
1715180,0.1200
1715400,-0.1581
1715420,-0.0025
1715480,0.0773
1715490,-0.0173
1715630,-0.0305
1715660,0.0977
1715700,0.1096
1715750,0.1185
1715780,0.1236
1715820,0.0701
1715880,-0.0733
1715900,-0.1949
1715930,0.0139
1716020,-0.0039
1716050,0.0575
1716080,-0.1186
1716140,-0.1062
1716230,-0.0862
1716290,-0.0427
1716350,0.0013
1716380,0.0062
1716410,0.0935
1716530,0.1441
1716560,0.0348
1716590,0.1822
1716650,0.0777
1716680,0.0786
1716800,0.0579
1716860,0.0682
1716920,0.0016
1717040,0.0088
1717160,0.0408
1717220,0.0705
1717280,-0.1050
1717310,0.0092
1717370,0.1070
1717520,0.0934
1717580,0.0643
1717670,0.0567
1717730,-0.0047
1717790,-0.0593
1717800,-0.1248
1717850,0.2164
1718060,0.0890
1718090,-0.0996
1718180,-0.0281
1718200,-0.0182
1718240,-0.0104
1718270,-0.0184
1718360,0.0588
1718420,-0.0081
1718510,-0.0896
1718570,0.0348
1718810,0.0185
1718840,-0.0031
1718870,-0.0732
1718960,0.0110
1718990,0.0373
1719110,0.1255
1719200,0.0364
1719260,0.0405
1719290,0.0130
1719500,0.0859
1719530,-0.0124
1719660,-0.0431
1719830,0.0530
1719920,0.0319
1719960,0.0105
1719970,0.0264
1720170,0.0595
1720180,0.0058
1720220,0.0795
1720250,0.1015
1720280,-0.0771
1720350,-0.0825
1720380,-0.1201
1720430,0.0363
1720490,-0.0183
1720550,-0.0887
1720580,-0.0090
1720640,0.0418
1720760,-0.1538
1720880,0.0095
1720970,0.1381
1721000,-0.0123
1721030,0.0200
1721180,0.0424
1721270,0.0217
1721300,-0.1205
1721390,-0.0719
1721420,0.0092
1721450,0.0079
1721510,-0.0793
1721600,0.0429
1721630,0.1646
1721680,0.0138
1721720,0.1253
1721750,0.0099
1721870,0.0239
1721900,0.0225
1722020,0.0400
1722080,-0.1632
1722130,-0.0860
1722150,-0.0782
1722300,-0.0647
1722530,0.1586
1722620,-0.0654
1722710,-0.1482
1722770,0.0152
1722800,0.0193
1722870,-0.1761
1722920,-0.0742
1722980,-0.0260
1723090,0.0347
1723100,0.0171
1723200,0.0924
1723250,-0.0288
1723460,0.0592
1723730,0.1674
1723850,-0.0470
1723920,-0.2146
1724000,0.0223
1724060,-0.0082
1724270,0.1421
1724330,-0.0259
1724390,-0.1203
1724420,0.0509
1724480,0.0410
1724600,-0.0170
1724650,-0.0600
1724750,-0.0247
1724780,-0.0116
1724870,-0.0376
1724900,-0.2634
1724940,0.0290
1725000,0.0337
1725050,-0.0568
1725190,0.0139
1725290,0.0381
1725500,0.0247
1725590,-0.1050
1725620,0.0107
1725690,0.0280
1725740,0.0407
1725920,0.0176
1725950,-0.0140
1726100,-0.0544
1726190,-0.0254
1726250,-0.1517
1726310,0.0064
1726370,0.0007
1726400,-0.0953
1726430,-0.1201
1726490,0.2006
1726550,0.0560
1726590,0.0328
1726610,-0.1157
1726710,-0.0583
1726760,-0.1492
1726800,-0.0120
1726820,0.1852
1726850,0.0247
1727180,-0.0429
1727210,-0.0131
1727290,-0.0686
1727300,-0.0320
1727340,0.0066
1727390,-0.0378
1727450,-0.0298
1727540,-0.0402
1727610,-0.0637
1727710,0.0901
1727720,-0.0667
1727780,-0.0821
1727840,-0.1299
1727960,-0.0179
1727990,0.0198
1728140,0.0613
1728160,-0.1290
1728270,0.0700
1728500,0.1044
1728560,0.1163
1728620,-0.0463
1728650,0.0636
1728700,0.0192
1728810,-0.1448
1728890,0.0759
1728920,-0.0028
1728980,0.0441
1729040,-0.0265
1729100,-0.1839
1729130,0.1717
1729190,0.0379
1729250,0.0192
1729340,-0.1656
1729420,0.0673
1729670,-0.0523
1729760,0.0505
1729890,-0.0866
1729940,-0.0542
1730060,0.0425
1730160,-0.0965
1730200,0.0012
1730220,0.0023
1730270,0.0739
1730300,0.0035
1730420,-0.0378
1730480,-0.0235
1730540,-0.0062
1730570,0.1161
1730600,-0.0067
1730630,-0.0570
1730660,-0.1208
1730750,-0.0026
1730780,-0.0241
1730840,0.0369
1730930,-0.0633
1730990,-0.0537
1731020,0.0201
1731050,0.1819
1731080,-0.0801
1731200,0.0879
1731230,-0.1379
1731270,-0.0669
1731290,0.0381
1731380,-0.0131
1731410,-0.0615
1731500,0.0240
1731710,0.0052
1731740,0.0446
1731770,0.1060
1731890,-0.1905
1731920,-0.0655
1731950,-0.0395
1732040,0.0478
1732100,-0.0671
1732160,-0.0890
1732190,-0.0430
1732280,0.0296
1732520,0.0358
1732550,0.1711
1732670,-0.0580
1732770,0.0414
1732830,0.0349
1732850,0.0406
1732960,-0.1426
1732970,-0.1114
1733000,-0.0453
1733030,0.0825
1733090,0.0772
1733120,-0.0167
1733210,-0.1417
1733300,-0.0689
1733380,-0.0417
1733450,0.0738
1733690,-0.0955
1733750,0.1267
1733810,0.0325
1733840,0.1406
1733870,0.0684
1733930,0.0823
1733950,0.1174
1733990,0.0426
1734100,-0.0314
1734110,-0.1062
1734140,-0.1043
1734170,0.0172
1734230,0.0089
1734260,-0.0674
1734320,-0.0653
1734350,-0.1933
1734410,-0.0755
1734440,-0.0456
1734510,0.0242
1734540,0.0266
1734590,0.0273
1734710,0.0431
1734740,0.1296
1734870,-0.0227
1734990,0.0231
1735010,-0.0428
1735160,0.0727
1735220,0.0509
1735310,0.0455
1735370,0.0232
1735400,0.1242
1735640,-0.0396
1735770,-0.0182
1735820,0.0351
1735940,-0.0830
1735970,-0.0326
1736090,-0.0521
1736180,0.0743
1736210,0.0889
1736330,-0.0770
1736360,-0.0236
1736450,-0.0536
1736480,0.0413
1736510,0.2005
1736570,0.1343
1736600,0.0728
1736610,-0.0084
1736640,-0.0651
1736780,-0.1231
1736810,0.0656
1736900,0.0245
1736960,0.0305
1737050,-0.0988
1737080,0.0243
1737120,0.0251
1737170,0.0031
1737230,0.0290
1737320,0.1320
1737350,-0.0747
1737380,0.0231
1737490,0.0220
1737590,0.0123
1737650,0.1195
1737680,-0.0482
1737830,-0.0016
1737980,-0.0322
1738070,-0.1164
1738130,0.0119
1738190,0.0722
1738220,-0.0055
1738400,0.1329
1738460,0.0909
1738490,-0.0818
1738520,0.0918
1738700,-0.0852
1738760,0.0361
1739030,0.0983
1739090,-0.1070
1739120,-0.0082
1739180,-0.1183
1739390,-0.0693
1739420,-0.1010
1739450,0.0529
1739480,0.1153
1739510,0.0492
1739600,-0.0129
1739630,-0.0521
1739780,0.1882
1739930,0.0325
1739960,-0.1410
1740070,0.0621
1740080,-0.0390
1740140,-0.0649
1740260,-0.0941
1740320,-0.2712
1740350,0.0327
1740410,-0.0388
1740470,-0.0699
1740500,0.1488
1740530,0.0621
1740620,-0.0001
1740650,0.0673
1740740,-0.0815
1740830,-0.1264
1740890,-0.0248
1740920,-0.0264
1741010,-0.0507
1741040,0.0232
1741070,0.1051
1741190,-0.0695
1741250,-0.0743
1741280,-0.0271
1741360,-0.0442
1741550,-0.0590
1741580,0.0285
1741690,0.0155
1741700,-0.0591
1741730,-0.0682
1741750,-0.0427
1741790,-0.0655
1741820,0.0365
1741980,0.0794
1742060,0.0202
1742180,0.0512
1742210,-0.0640
1742240,-0.0809
1742300,0.0640
1742310,-0.0389
1742450,0.0416
1742480,-0.0724
1742570,-0.0359
1742600,0.0721
1742630,-0.1028
1742660,0.0358
1742690,0.0147
1742720,-0.0447
1742790,-0.0083
1742840,0.0265
1742900,-0.0098
1742960,-0.0500
1742990,-0.0991
1743020,-0.0748
1743050,-0.0860
1743110,0.0251
1743170,-0.0583
1743330,-0.0232
1743380,0.0203
1743800,-0.0346
1743860,0.0724
1743960,0.0174
1743962,-0.0663
1800008,0.0861
1800030,0.0116
1800060,0.0411
1800120,0.0772
1800150,0.0820
1800180,0.0981
1800210,0.0271
1800240,0.0269
1800270,0.0521
1800330,0.2300
1800360,0.1539
1800390,0.0796
1800420,0.1260
1800450,-0.0041
1800480,0.0934
1800570,0.1556
1800600,0.1096
1800630,0.1228
1800660,0.0036
1800690,0.1340
1800720,0.0352
1800750,0.0277
1800840,0.1286
1800900,0.0838
1800960,0.0975
1801020,0.2387
1801050,0.0216
1801060,-0.0228
1801200,0.0540
1801290,-0.0334
1801410,0.0037
1801440,0.0890
1801560,0.1084
1801590,0.1094
1801710,0.0632
1801740,0.1217
1801770,0.1211
1801890,0.1037
1801920,0.0749
1802040,-0.0169
1802130,-0.0126
1802160,0.0475
1802190,0.0752
1802220,0.1420
1802280,0.0759
1802400,0.0950
1802430,0.1498
1802440,0.1282
1802460,0.0923
1802490,0.1200
1802520,0.0491
1802550,0.0902
1802610,0.0904
1802640,0.0580
1802660,0.1497
1802700,0.0930
1802800,0.1092
1802830,0.0664
1802850,0.1411
1802910,0.1134
1802940,0.0417
1802970,0.0551
1803000,0.1477
1803030,0.0973
1803060,0.0381
1803090,0.1633
1803120,0.1075
1803150,-0.0281
1803180,0.0323
1803210,0.0820
1803240,0.1491
1803270,0.0864
1803300,0.0435
1803330,-0.0022
1803450,0.1838
1803480,0.0728
1803510,0.0561
1803570,0.0816
1803630,0.0357
1803660,0.0186
1803690,0.1150
1803700,0.0400
1803720,0.0770
1803750,0.0888
1803780,0.0935
1803810,0.1748
1803840,-0.0102
1803930,0.2095
1803940,0.0747
1803960,0.1040
1803990,0.0696
1804050,0.1351
1804080,0.0403
1804110,0.0682
1804140,0.0586
1804170,0.1100
1804230,0.0004
1804260,-0.0150
1804320,0.1234
1804350,0.0803
1804470,0.0654
1804500,-0.0216
1804560,0.0627
1804590,0.1383
1804620,0.0211
1804710,0.0630
1804770,0.0795
1804800,0.1793
1804980,0.1168
1805190,0.1370
1805280,0.0460
1805340,0.0120
1805370,-0.0269
1805400,0.0446
1805450,0.0551
1805460,0.1703
1805520,0.0434
1805550,0.0313
1805580,0.0311
1805670,0.1033
1805700,0.1095
1805790,0.0216
1805880,0.1019
1805910,0.1062
1806030,0.0850
1806060,0.0628
1806080,0.1645
1806090,-0.0046
1806120,-0.0308
1806240,0.0418
1806270,0.1154
1806390,0.0740
1806480,-0.0031
1806510,0.0572
1806570,0.0581
1806600,0.0540
1806630,0.0682
1806660,0.0281
1806840,0.0016
1806870,0.0328
1806900,0.0678
1807020,0.0940
1807080,0.2098
1807110,0.0984
1807140,0.0806
1807230,0.1150
1807260,0.0150
1807290,0.1098
1807320,0.0971
1807350,0.1154
1807380,0.0977
1807410,0.0458
1807440,0.0820
1807470,0.0249
1807560,0.0761
1807620,0.0987
1807650,0.0767
1807680,-0.0382
1807710,0.1067
1807770,0.0302
1807800,0.0876
1807830,-0.0031
1807860,0.0278
1807890,0.0441
1807900,0.0284
1807920,0.0362
1807950,0.1337
1807980,0.1104
1808010,0.0804
1808040,0.0288
1808070,0.0842
1808100,0.0938
1808120,0.0822
1808130,0.1332
1808160,0.0551
1808190,0.0208
1808220,0.0601
1808250,0.0606
1808280,0.1004
1808310,0.1169
1808340,0.0212
1808460,0.0823
1808490,-0.0458
1808640,-0.0374
1808760,0.1422
1808820,-0.0168
1808850,0.0943
1808900,-0.0161
1808910,0.0880
1808940,-0.1007
1808970,0.1380
1809000,0.0525
1809060,0.0396
1809120,0.0245
1809150,0.0360
1809180,-0.0348
1809300,0.0959
1809360,0.0311
1809370,0.0232
1809420,0.1302
1809480,0.1692
1809510,-0.0406
1809600,-0.0385
1809630,-0.0162
1809690,0.1168
1809720,0.0391
1809750,0.0954
1809810,0.0060
1809840,0.1437
1809990,0.1362
1810020,0.1358
1810080,0.0690
1810110,0.1684
1810140,0.1358
1810170,0.1016
1810230,0.0229
1810260,0.1124
1810290,0.0018
1810350,0.0065
1810360,0.1207
1810380,0.0115
1810410,0.1038
1810440,0.0779
1810450,0.0472
1810470,0.0119
1810500,0.0611
1810530,0.2018
1810560,0.0657
1810590,0.1793
1810620,0.0861
1810640,0.1573
1810650,0.0371
1810680,-0.0048
1810710,0.0738
1810740,0.0289
1810770,-0.0279
1810800,0.0266
1810830,0.2688
1810860,0.1411
1810870,0.1147
1810900,-0.0071
1810920,0.1269
1810950,0.0992
1810980,0.0388
1811100,0.1238
1811190,0.0716
1811220,0.0395
1811250,-0.0466
1811260,0.1559
1811340,0.0924
1811370,0.0793
1811400,0.0955
1811430,0.0715
1811460,0.0234
1811490,0.1614
1811580,0.0299
1811610,0.1013
1811700,0.0760
1811730,0.0129
1811910,0.0031
1811970,0.0415
1812060,0.2163
1812090,0.0259
1812120,0.1508
1812150,0.0525
1812180,0.0175
1812240,0.1446
1812360,0.0126
1812390,0.1342
1812420,0.0885
1812450,0.0367
1812720,0.1225
1812810,0.0550
1812870,0.0435
1812880,0.0452
1812900,0.1170
1812930,0.1501
1812990,0.0679
1813050,0.0627
1813080,0.0966
1813110,0.0811
1813200,0.0666
1813230,0.0210
1900006,-0.0084
1900009,0.0794
1900015,0.0988
1900021,0.0078
1900022,0.0525
1900023,0.0612
1900024,0.0268
1900025,-0.0275
1900026,0.0624
1900027,0.0747
1900028,0.0978
1900032,0.0255
1900040,0.1193
1900060,0.0272
1903060,0.0745
1903090,0.1490
1903150,0.0524
1903220,0.0425
1903270,0.0610
1903300,0.0350
1903360,-0.0108
1903390,0.0308
1903450,-0.0288
1903480,-0.0857
1903540,0.1167
1903570,0.0321
1903690,0.1369
1903750,0.0863
1903850,0.0113
1903930,0.0833
1903960,0.0526
1904080,0.0028
1904200,0.0348
1904320,0.0293
1904380,0.0392
1904440,0.0236
1904560,0.0339
1904620,-0.0043
1904650,0.1547
1904680,0.0554
1904830,0.0619
1904860,0.0511
1904950,0.0205
1905070,0.1238
1905130,0.0143
1905190,0.1254
1905430,0.2558
1905490,0.2187
1905750,0.0719
1905790,0.0189
1905940,-0.0046
1906000,-0.0048
1906060,-0.0000
1906240,-0.0470
1906270,0.1310
1906330,0.0440
1906510,0.0086
1906540,0.0163
1906660,0.1000
1906750,0.0837
1906780,-0.0188
1906810,0.0404
1906840,0.0440
1906900,0.0390
1906930,0.0199
1906960,-0.0333
1907050,-0.0461
1907080,-0.0559
1907110,-0.0453
1907170,0.0456
1907350,0.1352
1907380,0.0417
1907410,0.0579
1907440,0.0391
1907470,0.1691
1907590,0.0231
1907620,0.1427
1907710,0.0991
1907860,-0.0852
1907900,-0.0281
1907920,0.0111
1908070,0.0270
1908130,0.0339
1908220,0.0032
1908310,0.0222
1908520,0.0526
1908550,0.1132
1908580,-0.0068
1908610,-0.0389
1908730,0.0616
1908910,0.0053
1908940,0.1030
1908970,0.0399
1909120,0.0101
1909480,-0.0308
1909540,-0.0029
1909570,0.0547
1909600,-0.0614
1909990,0.0825
1910050,0.1710
1910110,0.0819
1910130,0.1109
1910340,0.0303
1910350,-0.0390
1910410,0.0455
1910500,0.0672
1910690,0.0440
1910950,-0.0032
1910980,-0.0130
1911070,-0.0245
1911250,0.0258
1911340,-0.0230
1911790,-0.0091
1911820,-0.0674
1911850,-0.0334
1911970,0.0246
1912120,0.0340
1912230,0.0897
1912330,0.0070
1912480,0.0169
1912510,0.0841
1912660,0.1044
1912690,0.0793
1912750,0.0384
1913110,-0.0161
1913200,0.0653
1913230,0.0441
1913290,0.0906
1913320,0.1727
1913350,0.0761
1913380,0.0183
1913440,0.0189
1913470,0.1135
1913500,-0.0241
1913530,0.0330
1913660,0.0043
1914010,0.1014
1914160,0.0429
1914280,-0.0354
1914310,0.0908
1914340,0.0326
1914370,0.0803
1914580,0.1448
1914640,0.1217
1914670,0.1304
1914700,0.0870
1914730,0.0129
1914850,0.1045
1914880,0.0487
1915180,-0.0250
1915210,-0.0784
1915330,0.1333
1915450,0.1273
1915630,0.0207
1915660,0.0599
1915750,0.0495
1915840,0.0029
1916110,0.0390
1916140,-0.1237
1916320,0.0600
1916440,0.0676
1916530,0.1494
1916620,0.0994
1916680,0.0640
1917100,-0.0374
1917220,0.0292
1917250,0.0270
1917460,0.0171
1917550,-0.0333
1917820,0.1167
1918030,0.0690
1918120,0.0382
1918180,0.1261
1918240,-0.0608
1918330,-0.0085
1918480,0.0319
1918510,0.0326
1918540,0.0807
1918630,0.0725
1918690,0.0601
1918720,0.0827
1918750,0.1116
1918780,0.0013
1918840,0.0310
1918930,-0.0153
1918960,-0.0725
1919140,0.0397
1919200,-0.0513
1919440,-0.0505
1919590,-0.0148
1919650,-0.0327
1919710,0.0450
1919860,0.0169
1919890,0.1032
1920040,0.0679
1920100,0.0883
1920130,-0.1494
1920190,0.0521
1920250,0.1209
1920340,0.0321
1920460,0.0913
1920580,0.0136
1920610,0.1172
1920760,0.0226
1920820,0.0854
1920830,0.0848
1920850,0.2187
1920910,0.1574
1920940,0.0577
1921000,0.0678
1921090,0.0565
1921210,0.0497
1921240,0.1417
1921600,0.0423
1921630,-0.0122
1921660,0.0823
1921840,-0.0218
1921870,-0.0975
1922110,0.0276
1922440,0.1981
1922470,0.0449
1922530,0.0000
1923110,0.0979
1923160,0.1083
1923190,0.0050
1923340,-0.0005
1924000,0.0737
1924120,0.0430
1924150,0.0935
1924660,0.0785
1924720,0.0434
1924870,-0.0582
1924960,0.0245
1925200,0.1050
1925320,0.0018
1925380,0.0698
1925590,-0.0219
1925920,-0.0835
1925980,0.0460
1926070,0.0545
1926250,0.0854
1926280,0.0531
1926370,-0.0179
1926400,0.0807
1926580,0.1152
1926640,0.0508
1926730,0.0689
1926790,0.0209
1926820,0.0813
1926850,0.0075
1926910,0.0724
1927000,-0.0102
1927060,-0.0679
1927270,0.0286
1927390,-0.0171
1927500,0.1857
1927600,0.0200
1927870,0.0817
1927960,0.0702
1927990,0.1093
1928050,0.0614
1928110,0.0623
1928170,0.0035
1928230,-0.0045
1928560,0.1717
1928680,0.0762
1928710,0.0822
1928980,-0.0471
1929010,0.0827
1929100,0.0455
1929280,0.0398
1929310,0.1948
1929490,0.0391
1929580,0.0313
1929730,0.0414
1929760,0.0978
1930240,0.0236
1930480,0.0588
1930510,0.0859
1930540,-0.0021
1930560,-0.0426
1930630,0.0543
1930720,0.0281
1930750,-0.0197
1930780,0.1566
1930900,0.0711
1930930,0.0948
1930960,0.0150
1930990,0.1110
1931020,-0.0415
1931080,0.1364
1931110,-0.0498
1931290,0.0036
1931350,0.0961
1931470,0.1665
1931680,-0.1336
1931800,-0.0167
1931830,0.0518
1931860,0.0704
1931920,0.0648
1931950,0.0297
1932010,0.0808
1999017,0.0658
1999019,0.0410
2000001,-0.0653
2000002,-0.0380
2000003,-0.0950
2000004,-0.0110
2000006,-0.0047
2000007,-0.1049
2000014,-0.0476
2000015,-0.1009
2000016,-0.0649
2000017,-0.0178
2000023,-0.0234
2000028,-0.1054
2000030,-0.0216
2000348,-0.1337
2000349,-0.1262
2000350,0.0123
2000351,-0.0354
2003180,-0.0547
2003200,-0.0255
2003210,-0.0376
2003240,0.0469
2003300,-0.0695
2003360,0.0772
2003390,-0.0635
2003450,-0.1135
2003480,-0.0482
2003540,-0.0935
2003630,-0.1777
2003720,-0.0534
2003780,-0.0546
2003810,-0.0874
2003870,0.0157
2003900,-0.2035
2003960,-0.1316
2004050,0.0535
2004200,-0.0406
2004230,-0.0895
2004260,0.0411
2004290,0.0858
2004410,-0.1156
2004440,-0.0742
2004470,-0.1291
2004560,-0.0724
2004590,0.0574
2004620,-0.0253
2004670,-0.0351
2004710,-0.1227
2004740,-0.0924
2004770,-0.1445
2004800,-0.0373
2004830,0.0621
2004890,-0.1499
2004920,-0.0712
2004950,-0.1771
2004980,0.0713
2005010,-0.0293
2005040,0.0254
2005070,-0.0181
2005100,-0.1231
2005130,0.0562
2005250,0.0342
2005280,-0.0382
2005460,0.0242
2005490,0.1013
2005580,-0.0495
2005610,-0.0740
2005640,-0.0077
2005700,-0.1249
2005730,-0.0912
2005790,0.0405
2005800,-0.0103
2005820,-0.0913
2005850,-0.0139
2005870,-0.0836
2005940,0.0022
2006000,-0.1587
2006060,-0.0602
2006090,0.0218
2006120,-0.0568
2006180,-0.0238
2006240,0.0471
2006270,-0.1637
2006300,0.0584
2006330,0.1041
2006360,-0.0280
2006390,-0.1062
2006420,-0.0247
2006450,0.0567
2006480,-0.0167
2006540,0.0202
2006580,0.1230
2006660,-0.1985
2006840,-0.0661
2006930,-0.0967
2006960,-0.1105
2007020,-0.1167
2007050,0.0763
2007110,-0.1902
2007170,0.0672
2007260,-0.2363
2007290,-0.0462
2007320,-0.0994
2007350,-0.0642
2007380,0.0317
2007440,-0.0068
2007470,-0.0248
2007500,0.1041
2007530,0.0503
2007560,-0.1452
2007590,-0.1397
2007620,-0.0469
2007650,0.0329
2007710,0.0197
2007740,-0.1199
2007750,0.1304
2007800,0.0059
2007890,-0.0811
2007950,-0.1078
2007970,0.0296
2008070,0.0101
2008220,0.0538
2008250,-0.1446
2008280,0.0042
2008310,-0.1508
2008340,0.0178
2008370,-0.0513
2008400,0.0434
2008430,-0.0416
2008550,-0.1925
2008730,-0.0303
2008790,0.0052
2008880,-0.0013
2008970,-0.0275
2009000,-0.0328
2009030,-0.0617
2009140,0.0280
2009180,0.0992
2009240,0.0044
2009320,-0.0335
2009360,-0.0517
2009390,-0.0669
2009420,-0.0722
2009450,-0.0759
2009510,-0.0279
2009570,0.0340
2009660,-0.0229
2009780,-0.0603
2009840,-0.0110
2009900,-0.1014
2009960,-0.1771
2009990,-0.1335
2010020,0.0293
2010050,-0.0896
2010080,-0.0475
2010140,-0.0304
2010170,0.0021
2010230,0.0223
2010260,-0.0511
2010290,0.0346
2010320,-0.0844
2010350,0.0088
2010410,-0.0467
2010500,-0.0265
2010560,-0.0011
2010590,-0.1077
2010620,-0.1460
2010650,-0.0810
2010680,0.0172
2010710,0.0575
2010740,-0.1010
2010770,0.0584
2010800,0.0794
2010890,-0.1234
2010920,0.0472
2011080,0.0032
2011100,-0.0058
2011130,-0.0889
2011220,-0.0791
2011250,0.0431
2011310,-0.0882
2011370,-0.0560
2011430,-0.0510
2011490,0.0431
2011520,-0.0720
2011550,0.0654
2011640,0.0455
2011700,0.0203
2011760,-0.0264
2011820,-0.0764
2011850,0.0725
2012000,0.0281
2012030,0.0881
2012060,-0.1588
2012090,-0.0082
2012180,0.0544
2012210,0.0019
2012260,-0.0586
2012300,0.0074
2012330,-0.0006
2012360,-0.1459
2012390,-0.0464
2012420,-0.1264
2012450,-0.0576
2012510,-0.0168
2012540,-0.1262
2012600,-0.0381
2012630,-0.0228
2012780,-0.0430
2012810,0.0865
2012840,0.0238
2012870,-0.0771
2012990,-0.0010
2013020,0.0836
2013050,0.0219
2013110,-0.1508
2100030,-0.0283
2100070,0.0343
2100081,0.0039
2100090,0.1313
2100120,0.0148
2100150,0.0798
2100180,0.0363
2100210,-0.0067
2100240,0.1016
2100270,0.0587
2100300,0.0261
2100330,0.0673
2100360,0.1667
2100390,-0.0610
2100420,-0.0089
2100480,0.0387
2100510,0.0173
2100540,0.0171
2100570,0.0520
2100620,0.0456
2100630,0.0698
2100660,-0.0178
2100690,-0.2380
2100720,0.0971
2100750,0.0355
2100780,0.1273
2100810,-0.0582
2100840,0.0098
2100870,0.0854
2100900,0.0224
2100930,0.0055
2100960,0.0555
2100990,-0.0514
2101020,0.1006
2101050,0.1278
2101110,0.0146
2101150,0.0077
2101200,0.1097
2101230,0.0503
2101260,-0.0124
2101290,-0.0991
2101320,-0.0339
2101350,0.0870
2101380,0.0282
2101410,0.1259
2101440,-0.0149
2101470,0.0014
2101500,0.0135
2101530,0.1793
2101590,0.1114
2101620,0.1209
2101650,0.1069
2101680,0.0828
2101710,0.0092
2101740,-0.0005
2101760,-0.0599
2101800,0.0067
2101860,-0.0212
2101920,0.0784
2101950,0.0841
2101980,-0.0204
2102010,0.0203
2102040,0.1055
2102100,-0.0026
2102130,-0.0407
2102160,-0.0071
2102220,-0.0271
2102250,-0.0260
2102280,-0.0528
2102300,0.0243
2102340,0.0040
2102400,0.1043
2102460,-0.0927
2102490,0.0874
2102520,-0.0201
2102540,0.0792
2102580,-0.0348
2102640,-0.0724
2102670,0.0934
2102710,0.0528
2102760,-0.0301
2102790,0.0441
2102860,0.1249
2102910,-0.0921
2102940,-0.0346
2102990,0.1059
2103000,0.1351
2103030,0.0423
2103060,-0.0070
2103090,0.1056
2103120,0.0738
2103150,0.0116
2103180,0.0667
2103210,0.0888
2103240,0.0563
2103270,0.1652
2103330,-0.0227
