id,wh_coh
1201590,-0.0202
1201620,-0.0431
1201650,-0.0156
1201680,-0.0029
1201710,-0.0089
1201740,-0.0538
1201770,-0.0112
1201800,-0.0343
1201830,-0.0687
1201920,-0.0306
1201980,-0.0533
1202012,0.0445
1300001,0.0529
1300060,0.0117
1300090,-0.0929
1300120,0.0113
1300290,0.0244
1300330,0.0116
1300360,-0.0293
1300420,0.0093
1300570,-0.0577
1300600,0.0358
1300630,0.0139
1300720,-0.0720
1300780,0.0583
1300810,-0.0005
1300840,0.0030
1300870,-0.0347
1300900,0.0514
1300930,0.0475
1301020,0.0667
1301110,0.0662
1301170,0.0320
1301230,-0.0670
1301290,0.0354
1301350,0.0105
1301380,-0.0105
1301410,0.0019
1301500,0.0330
1301620,-0.0457
1301710,-0.0019
1301740,0.0541
1301830,0.0219
1301860,0.0045
1301980,-0.0571
1302010,-0.0692
1302070,0.0902
1302130,0.0375
1302190,0.0260
1302220,0.0191
1302280,0.0386
1302310,-0.0591
1302340,0.0300
1302400,0.0357
1302430,-0.0065
1302460,-0.0114
1302520,-0.0108
1302550,-0.0032
1302580,0.0182
1302610,0.0400
1302820,-0.0158
1302880,0.0049
1302940,-0.0166
1303000,0.0531
1303300,0.0208
1303360,0.0187
1303390,0.0483
1303420,-0.0247
1303480,0.0191
1303510,0.0806
1303840,0.0216
1303870,0.0899
1303930,0.0204
1303960,-0.0462
1304020,0.0024
1304050,0.0191
1304200,0.0828
1304320,-0.0120
1304380,0.0299
1304410,-0.0376
1304440,0.0275
1304620,0.0465
1304770,0.0252
1304980,0.0044
1305040,-0.0348
1305310,-0.0606
1305390,0.0040
1305430,-0.0389
1305550,-0.0278
1305700,0.0272
1500030,-0.0016
1600030,0.0010
1600060,-0.0620
1600270,-0.0246
1600300,-0.0805
1600360,-0.0069
1600480,-0.0738
1600510,-0.0188
1600600,-0.0359
1600660,-0.0080
1600780,-0.0172
1600930,-0.0226
1601020,0.0246
1601110,-0.0193
1601140,-0.0201
1601260,0.0864
1601470,-0.0471
1601530,-0.0184
1601570,-0.0643
1601590,-0.0304
1601770,-0.0863
1601980,-0.0196
1602100,-0.0234
1602130,-0.0012
1602190,-0.0174
1602250,-0.0218
1602340,0.0002
1602550,-0.0126
1602580,-0.0288
1602640,0.0280
1602670,-0.0701
1602910,-0.0119
1602970,0.0265
1603180,0.0370
1603240,0.0261
1603330,0.0043
1603360,-0.0354
1700010,-0.0150
1700077,-0.0503
1700112,0.0105
1700119,-0.0134
1700320,0.0336
1703150,-0.0307
1703480,-0.0494
1703840,-0.0536
1703930,-0.0095
1703960,-0.0088
1704050,0.0160
1704140,-0.0586
1704560,0.0003
1704680,-0.0003
1704710,0.0219
1705050,-0.0940
1705220,-0.0507
1705310,-0.0553
1705790,-0.0548
1705910,-0.0362
1706060,0.0187
1706090,0.0556
1706270,0.0024
1706480,-0.0877
1706510,-0.0438
1706750,-0.0073
1706930,0.0043
1707170,-0.0329
1707290,-0.0448
1707320,0.0793
1707830,-0.0653
1708550,-0.0828
1708730,0.0070
1709420,0.0503
1709930,0.0637
1709990,0.0079
1710200,-0.0402
1710470,0.0030
1710650,0.0059
1711250,-0.0516
1711350,-0.0347
1711790,-0.0522
1712000,-0.0727
1712120,-0.0447
1712210,-0.0570
1712540,-0.0085
1713140,-0.0235
1713170,-0.0528
1713710,-0.0057
1713770,-0.0185
1713970,-0.0167
1714100,0.0085
1714460,-0.1650
1714550,0.0466
1715420,-0.0250
1715480,-0.0433
1715780,-0.0035
1715900,-0.0664
1715930,-0.0871
1716080,-0.0205
1716290,-0.0599
1716380,-0.0644
1716410,0.0466
1716800,-0.0186
1716920,-0.0420
1717040,0.0022
1717280,-0.0693
1717520,-0.0264
1717800,-0.0450
1718240,-0.0527
1718420,-0.0480
1718570,-0.0341
1719290,-0.0701
1719500,-0.0538
1719830,-0.0060
1720180,-0.0389
1720580,0.0108
1720760,-0.0628
1720880,-0.0945
1721000,-0.0279
1721030,-0.1025
1721270,-0.0737
1721450,0.0389
1721600,-0.1187
1721630,0.0299
1721870,0.0190
1721900,-0.1083
1722020,-0.0308
1722080,0.0222
1723460,-0.0104
1723850,-0.0347
1724330,-0.0290
1724480,-0.0297
1724780,-0.0235
1725290,-0.1050
1725620,-0.0521
1725920,-0.0440
1726310,-0.0620
1726400,-0.0241
1727540,-0.0286
1727710,-0.0325
1728140,-0.0005
1728620,-0.0266
1728700,-0.0046
1728890,0.0084
1729190,-0.0394
1729250,-0.0477
1730220,0.0147
1730270,0.0164
1730300,-0.0340
1730420,-0.0305
1730840,-0.0513
1731230,-0.0662
1731740,-0.0473
1731770,-0.0093
1732850,0.0360
1732970,-0.1364
1733210,-0.0347
1733450,-0.0101
1733690,-0.0919
1733840,0.0102
1733870,-0.0772
1733990,-0.0719
1734260,-0.0193
1734350,-0.0669
1734410,0.0010
1734510,-0.0091
1734740,-0.0524
1734990,-0.0177
1735370,-0.0504
1735640,0.0023
1736450,-0.1119
1736480,0.0056
1736810,-0.0338
1737080,-0.0382
1737170,-0.0445
1737680,0.0461
1738220,-0.0741
1738460,-0.0365
1739030,-0.0090
1739510,0.0191
1739960,-0.0543
1740070,-0.0461
1740350,0.0064
1740500,-0.0130
1741190,-0.0291
1741250,-0.0662
1741550,-0.0372
1741690,-0.0575
1741790,-0.1073
1742180,-0.0270
1742210,-0.0912
1742310,0.0026
1743020,-0.0578
1743110,-0.0570
1743330,-0.0443
1743860,0.0292
1743960,-0.0729
1800030,0.0241
1800150,-0.1606
1800270,0.0241
1800360,-0.0495
1800630,0.0232
1800900,0.0417
1801020,-0.0657
1801200,0.0343
1801890,0.0547
1802400,-0.0103
1802460,0.0092
1802490,0.0181
1802640,-0.0116
1802800,-0.0009
1802850,-0.0082
1802910,-0.0438
1803270,-0.0504
1803450,-0.0018
1803630,-0.0355
1803660,-0.0580
1803750,-0.0975
1803930,-0.0298
1803940,0.0140
1803960,-0.0280
1804110,-0.1136
1804170,-0.0144
1804320,0.0087
1804560,0.0236
1804590,0.0387
1804620,0.0097
1804770,0.0508
1805280,0.0370
1805400,-0.0654
1805450,-0.0252
1805460,0.0315
1805520,0.0146
1805550,-0.0163
1805580,-0.0139
1805670,0.0038
1806030,-0.0712
1806390,-0.0670
1806570,-0.0546
1806600,-0.0086
1807350,-0.0470
1807410,-0.0269
1807650,-0.0368
1808760,-0.0205
1808820,-0.0298
1808910,-0.0195
1809060,-0.0674
1809150,-0.0480
1809690,-0.0047
1810080,0.0697
1810140,-0.0490
1810290,0.0005
1810650,-0.0110
1810870,0.0804
1811340,-0.0886
1811460,-0.0758
1811580,-0.0620
1811970,-0.0014
1812090,-0.0635
1812360,-0.0757
1812420,-0.0472
1812450,0.0416
1812720,0.0178
1812810,-0.0443
1812900,-0.0286
1813080,0.1176
1903690,-0.0195
1904860,0.0074
1906540,0.0075
1907710,-0.0186
1908220,0.0415
1908580,0.0296
1908910,-0.1052
1908970,0.0133
1909480,-0.0437
1911820,0.0579
1913470,0.0563
1914700,-0.0033
1915450,-0.0083
1916680,-0.0248
1918720,-0.0125
1918780,0.0186
1920130,-0.0504
1922110,-0.0006
1922530,-0.0495
1926400,-0.0119
1926730,-0.0303
1926820,0.0110
1927390,-0.1003
1930240,-0.0178
1930480,-0.0671
1930510,0.0288
1930930,-0.0101
1930990,0.0390
2003200,-0.0235
2003360,0.0773
2003450,-0.0114
2004050,0.0575
2005460,-0.0066
2005490,0.0007
2005580,0.0111
2005940,-0.0231
2006390,-0.0374
2006420,-0.0523
2006540,-0.0044
2006660,-0.0779
2007050,0.0153
2007350,-0.0499
2007560,0.0176
2007620,-0.0542
2007890,0.0067
2007950,-0.0433
2008400,0.0105
2008430,-0.0289
2008730,-0.0727
2009140,0.0309
2009180,0.0616
2009960,-0.0485
2010140,0.0450
2010710,0.0307
2011370,-0.0070
2011640,0.0457
2012000,-0.0316
2012180,0.0074
2012260,-0.0497
2012360,-0.0048
2012420,-0.0468
2012510,-0.0251
2012990,-0.0107
2100510,0.0292
2100570,0.0045
2100750,0.0265
2101150,0.0122
2101470,0.0219
2101860,0.0791
2102010,0.0746
2102490,-0.0408
2102990,0.0755
2103090,0.0042
2103900,0.1520
2104530,-0.0153
2105260,0.0766
2105320,-0.0047
2105730,0.1273
2106000,0.0757
2200090,-0.0392
2200270,-0.0515
2200300,-0.0108
2200330,-0.0473
2200540,0.0150
2200720,-0.0342
2200840,0.0453
2200870,0.0449
2200900,0.0265
2201020,-0.0355
2201170,0.0215
2201200,0.0031
2201230,-0.0043
2201290,0.0350
2201410,-0.0190
2201440,0.0479
2201530,-0.0198
2201620,-0.0127
2201650,0.0142
2201680,-0.0085
2201740,0.0220
2201770,0.0229
2201830,-0.0751
2309930,-0.0400
2400060,0.0264
2400090,0.1629
2400120,0.0635
2400150,-0.0001
2400180,-0.0054
2400210,0.0285
2400240,0.0111
2400270,0.0592
2400330,0.0237
2400390,0.0493
2400420,-0.0121
2400480,0.0495
2400510,0.0294
2400540,0.0369
2400600,0.0292
2400630,-0.0097
2400660,-0.0167
2400690,0.0025
2400720,0.0092
2501890,0.0608
2501980,0.0036
2502190,-0.0226
2502640,0.0262
2502790,0.0556
2502940,0.0409
2503090,-0.0048
2503150,-0.0276
2503270,0.0255
2503540,0.0024
2503660,-0.0650
2503750,-0.0489
2504050,0.0432
2504140,-0.0149
2504770,-0.0429
2504830,-0.0442
2504890,0.0288
2504980,-0.0442
2505130,-0.0147
2505970,-0.0153
2506270,-0.0723
2506660,-0.0772
2506780,-0.0318
2507020,-0.0262
2507110,-0.0555
2507170,-0.0206
2507320,0.0121
2507560,0.0217
2507740,-0.0136
2507860,-0.0407
2508430,0.0269
2508610,-0.0253
2508700,-0.0423
2508850,-0.0618
2509360,0.0084
2509630,-0.0690
2509870,-0.0195
2509930,-0.0521
2510050,-0.0099
2510380,-0.0126
2510500,0.0418
2510770,0.0054
2510890,0.1970
2511010,-0.0333
2511130,-0.0552
2511520,-0.0212
2511880,0.0016
2512000,0.0565
2512240,-0.0213
2512270,0.0588
2512510,-0.0045
2512630,-0.0232
2512840,-0.0086
2513200,-0.0534
2513230,-0.0080
2600005,-0.1064
2600015,-0.1035
2601950,0.0167
2602520,-0.0538
2602820,-0.0415
2603870,0.0255
2604260,-0.1038
2606270,-0.0337
2606780,-0.0494
2608070,-0.0160
2609570,-0.0472
2609900,-0.1278
2610620,-0.0613
2611600,0.0304
2612000,0.0012
2612150,0.0118
2614230,-0.0280
2614520,0.0547
2614610,-0.0280
2616110,-0.0299
2616350,-0.0253
2616380,-0.0223
2616410,0.0167
2616440,0.0208
2616470,-0.0539
2616500,-0.0613
2617860,0.0236
2617880,-0.0868
2618420,-0.0356
2618480,0.0151
2618840,0.0254
2618990,0.0329
2619100,-0.0706
2619620,0.0249
2619950,-0.0243
2620160,-0.1052
2620280,-0.0493
2620340,-0.0311
2620730,-0.0968
2620850,-0.0083
2621150,-0.0202
2621600,-0.0375
2621840,-0.0743
2621870,-0.0667
2622320,0.0100
2623460,-0.0997
2623820,-0.0782
2624150,-0.0241
2624840,-0.0809
2625560,0.0306
2626760,-0.0471
2628560,-0.0106
2628740,-0.0189
2628830,-0.1117
2628950,0.0008
2629940,-0.1622
2630090,0.0068
2630390,0.1215
2630450,0.0153
2631320,-0.1354
2632300,-0.0837
2632340,-0.0078
2632370,-0.0104
2633090,-0.0981
2633540,-0.0582
2633870,0.0060
2634470,-0.0235
2635160,-0.1088
2635310,-0.0220
2635520,0.0156
2635910,-0.0417
2636485,0.0251
2636540,-0.0076
2636570,-0.0335
2636630,0.0377
2636660,0.0142
2700102,-0.0095
2700109,0.0154
2700128,-0.0579
2702970,-0.0164
2703180,0.0019
2703450,0.0079
2705790,0.0073
2706240,0.0539
2707290,0.0256
2708100,-0.0317
2708190,-0.0426
2709510,0.0030
2711250,0.0692
2711370,-0.0331
2711760,-0.0012
2711820,0.0195
2712270,-0.0476
2714220,0.0335
2714260,-0.0150
2715030,0.0462
2717780,0.0180
2718780,-0.0046
2720550,-0.0737
2721240,0.0368
2721390,-0.0033
2721420,-0.0231
2722950,0.0615
2723850,-0.0057
2723880,-0.0352
2725200,-0.0215
2728050,-0.0236
2731750,-0.0008
2731780,-0.0150
2731800,0.0399
2732390,-0.0063
2732430,0.0364
2733000,0.0019
2733270,-0.0480
2733330,0.1525
2733510,-0.0164
2733600,-0.1018
2733780,0.1101
2733810,0.0130
2733840,0.1182
2742160,0.0787
2742270,0.0718
2742360,-0.0075
2742720,-0.0257
2744160,-0.0333
2801320,0.0079
2801770,0.0564
2802280,0.0893
2802400,0.0146
2802790,0.0960
2803480,-0.0621
2803520,0.0122
2803830,0.0677
2901000,0.0499
2904620,0.0973
2905310,-0.0283
2905760,0.0349
2907460,-0.0475
2908370,-0.0579
2912290,-0.0389
2913140,-0.0355
2913830,0.0198
2914340,-0.0313
2915480,0.0158
2916190,-0.0303
2916350,0.0171
2916400,0.0953
2918300,-0.0216
2918540,0.0356
2920410,-0.0408
2920610,-0.0565
2920670,-0.0387
2921120,-0.0426
2921810,-0.0436
2922800,-0.0195
2923550,-0.0148
2923580,-0.0371
2923700,-0.0118
2926070,0.0108
2926640,-0.0323
2926850,-0.0013
2927060,0.0572
2927830,-0.0496
2927870,0.0728
2928860,-0.0400
2928920,-0.0471
2928950,-0.0157
2929280,0.1136
2931440,-0.0011
2931500,0.0565
2931650,0.0065
3003870,0.0034
3013040,-0.0126
3100016,-0.0408
3100022,-0.0629
3100095,-0.1120
3100098,0.0164
3102910,0.0077
3103810,-0.0571
3105340,-0.0617
3170710,-0.0293
3171580,-0.0477
3172390,0.0281
3172810,-0.0671
3172840,-0.0012
3173740,0.0555
3174430,-0.0321
3174820,0.0002
3175270,0.0139
3175900,-0.0039
3176450,-0.1740
3176470,0.0029
3176860,-0.1140
3178660,-0.1124
3200030,-0.0268
3200060,0.0249
3200090,-0.0460
3200120,-0.0423
3200210,-0.0066
3200240,-0.0466
3200300,0.0071
3200360,0.0088
3200390,-0.0409
3200480,-0.0265
3304590,0.0038
3304980,-0.0266
3401260,-0.0193
3401350,0.0329
3401500,0.0273
3401560,0.0297
3401830,0.0220
3402220,-0.0252
3402250,-0.0352
3402280,-0.0495
3402400,0.0627
3402460,-0.0016
3402820,-0.0416
3403000,0.0356
3403270,-0.0349
3403300,-0.0424
3403900,0.0347
3403990,-0.0585
3404020,-0.0380
3404110,-0.0196
3404320,0.0115
3404410,-0.0745
3404500,-0.0036
3404560,0.0063
3404590,-0.0210
3404660,0.0558
3404920,0.0168
3404980,-0.0578
3405070,-0.0283
3405190,0.0005
3405310,0.0029
3405490,0.0106
3405580,-0.0957
3405640,0.0136
3405730,-0.0350
3405760,0.0311
3406030,0.0257
3406270,-0.0496
3406450,-0.0413
3406510,0.0557
3406540,0.0451
