id,wh_grd
1600780,-0.0563
1600930,-0.0152
1601020,-0.0520
1601110,-0.0482
1601140,-0.0474
1601260,0.0309
1601470,-0.0823
1601530,-0.0232
1601570,-0.0021
1601590,-0.0583
1601770,-0.0649
1601980,-0.0084
1602100,-0.0269
1602130,0.0406
1602190,0.0092
1602250,-0.0519
1602340,0.0198
1602550,0.0168
1602580,0.0161
1602640,0.0598
1602670,-0.0090
1602910,-0.0561
1602970,0.0303
1603180,0.0860
1603240,0.0312
1603330,0.0194
1603360,-0.0009
1700010,-0.0567
1700077,-0.1538
1700112,-0.0482
1700119,-0.0756
1700320,-0.0211
1703150,-0.1527
1703480,-0.0402
1703840,-0.0703
1703930,-0.1040
1703960,-0.0258
1704050,0.0125
1704140,-0.0834
1704560,-0.0680
1704680,-0.0891
1704710,-0.0337
1705050,-0.1263
1705220,-0.1323
1705310,-0.1254
1705790,-0.1600
1705910,-0.0732
1706060,0.0094
1706090,-0.0452
1706270,-0.0310
1706480,-0.0815
1706510,-0.0574
1706750,0.0081
1706930,-0.0238
1707170,-0.0630
1707290,-0.0602
1707320,0.0232
1707830,-0.0762
1708550,-0.2128
1708730,-0.0899
1709420,0.0068
1709930,-0.0566
1709990,-0.0514
1710200,-0.1277
1710470,-0.1090
1710650,-0.0553
1711250,-0.1030
1711350,-0.1154
1711790,-0.0397
1711850,-0.0392
1712000,-0.0937
1712120,-0.0200
1712210,-0.0102
1712540,-0.0668
1713140,-0.0806
1713170,-0.1056
1713710,-0.0192
1713770,-0.0966
1713970,-0.0672
1714100,0.0115
1714460,-0.1839
1714550,-0.0492
1715420,-0.0143
1715480,-0.0393
1715780,0.0170
1715900,-0.0747
1715930,-0.0444
1716080,-0.0010
1716290,-0.0883
1716380,-0.0819
1716410,-0.0912
1716800,-0.0913
1716920,-0.0682
1717040,-0.0246
1717280,-0.0900
1717520,-0.0975
1717800,0.0052
1718240,-0.0730
1718420,-0.0923
1718570,-0.1227
1719290,-0.0075
1719500,-0.0042
1719530,-0.0077
1719830,-0.0704
1720180,-0.0701
1720580,-0.0462
1720760,-0.1316
1720880,-0.0021
1721000,-0.0444
1721030,-0.0919
1721270,-0.0449
1721450,-0.0571
1721600,-0.0486
1721630,0.0273
1721870,-0.0445
1721900,-0.1150
1722020,-0.0367
1722080,-0.0063
1723460,-0.0380
1723850,-0.0526
1724330,-0.0781
1724480,-0.0467
1724780,-0.1019
1725290,-0.1667
1725620,-0.0883
1725920,-0.1287
1726310,-0.0750
1726400,-0.1285
1727540,-0.0490
1727710,-0.1191
1728140,-0.0382
1728620,-0.0359
1728700,-0.0328
1728890,-0.0256
1729190,-0.0998
1729250,-0.0074
1730220,-0.0351
1730270,-0.0455
1730300,0.0086
1730420,-0.0756
1730840,-0.0233
1731230,-0.0837
1731740,-0.0849
1731770,-0.0692
1732850,-0.0391
1732970,-0.0976
1733210,-0.0448
1733450,-0.0634
1733690,-0.1042
1733840,0.0209
1733870,-0.0686
1733990,-0.0522
1734260,-0.1217
1734350,-0.1002
1734410,-0.0343
1734510,-0.0440
1734740,-0.0641
1734990,-0.0640
1735370,-0.0758
1735640,-0.0275
1736450,-0.0759
1736480,-0.0107
1736810,0.0032
1737050,-0.0827
1737080,-0.0164
1737170,-0.0270
1737680,-0.0521
1738220,-0.0963
1738460,-0.1176
1739030,-0.1197
1739510,-0.0456
1739960,-0.0983
1740070,-0.0803
1740350,-0.1529
1740500,-0.0726
1741190,-0.1738
1741250,-0.0237
1741550,-0.0856
1741690,-0.0862
1741790,-0.0975
1742180,-0.0046
1742210,-0.1972
1742310,-0.0569
1743020,-0.0439
1743110,-0.1218
1743330,-0.0739
1743860,0.0677
1743960,-0.1357
1800030,0.0156
1800150,-0.1376
1800270,-0.0164
1800360,-0.0841
1800630,-0.0357
1800900,-0.0413
1801020,-0.0922
1801200,-0.0114
1801440,-0.0044
1801890,0.0572
1802400,0.0148
1802460,-0.0863
1802490,0.0455
1802640,-0.0298
1802800,-0.0070
1802850,-0.1650
1802910,-0.0814
1802970,0.0266
1803270,-0.0275
1803450,0.0126
1803630,-0.0108
1803660,-0.0223
1803750,-0.0973
1803930,-0.0238
1803940,-0.0042
1803960,0.0474
1804110,-0.0822
1804170,0.0132
1804320,-0.0567
1804560,0.0037
1804590,-0.0020
1804620,-0.0140
1804770,-0.0041
1805280,0.0052
1805400,-0.0741
1805450,0.0252
1805460,-0.0114
1805520,-0.0028
1805550,0.0044
1805580,-0.0462
1805670,-0.0426
1806030,-0.0555
1806390,-0.0435
1806570,0.0028
1806600,0.0295
1806840,-0.0955
1807350,-0.0289
1807410,0.0112
1807560,0.0427
1807650,-0.0119
1808250,-0.0269
1808760,-0.0090
1808820,-0.0859
1808910,0.0410
1809060,0.0285
1809150,-0.0348
1809510,-0.1013
1809690,-0.0435
1810080,0.2012
1810140,-0.0719
1810290,0.0045
1810650,-0.0081
1810870,0.1045
1811100,-0.0177
1811340,-0.1370
1811460,-0.0298
1811580,-0.0571
1811970,0.0108
1812090,-0.0248
1812360,-0.0496
1812420,-0.0539
1812450,0.0599
1812720,0.0235
1812810,-0.1244
1812900,0.0495
1813080,0.0229
1903540,0.0759
1903690,-0.0103
1904860,0.0010
1906540,0.0239
1907410,-0.0267
1907710,0.0195
1908220,-0.0309
1908580,-0.0138
1908910,-0.0121
1908970,0.0296
1909480,-0.0223
1911820,0.0110
1913470,0.0473
1914700,0.0766
1915450,-0.0187
1916680,-0.0021
1918720,0.0509
1918780,0.0036
1920130,0.0381
1922110,0.0343
1922530,-0.0245
1926400,0.0202
1926730,0.0387
1926820,0.0370
1927390,0.0335
1928680,0.0202
1930240,-0.0308
1930480,-0.0258
1930510,0.1244
1930930,0.0170
1930990,0.0673
2003200,0.0392
2003360,-0.0038
2003450,-0.0052
2004050,-0.0293
2005460,0.0728
2005490,-0.0171
2005580,-0.0340
2005940,0.0840
2006390,0.0080
2006420,0.0008
2006540,-0.0050
2006660,-0.0076
2007050,-0.0314
2007350,0.0332
2007560,0.0818
2007620,-0.0174
2007890,-0.0471
2007950,-0.0966
2008400,0.0061
2008430,-0.0767
2008730,-0.0770
2009140,0.0456
2009180,0.0890
2009960,-0.0395
2010140,0.0943
2010710,0.0588
2011370,-0.0518
2011490,0.0189
2011640,0.0919
2012000,0.0012
2012180,0.0298
2012260,-0.0349
2012360,-0.0656
2012420,0.0023
2012510,-0.0131
2012990,0.0642
2100510,0.0596
2100540,-0.0622
2100570,0.0184
2100750,-0.0411
2101150,-0.0031
2101470,-0.0103
2101860,0.0882
2102010,0.0471
2102490,-0.0471
2102990,0.0781
2103030,-0.1084
2103090,0.0035
2103720,-0.0022
2103900,0.1606
2104530,0.0194
2104590,0.0126
2104950,-0.0413
2105260,0.0338
2105320,0.0675
2105730,0.0998
2106000,0.0319
2200090,-0.0311
2200270,-0.1030
2200300,0.0207
2200330,-0.0251
2200540,0.1347
2200720,-0.0158
2200840,0.1880
2200870,0.0342
2200900,-0.0133
2201020,0.0244
2201170,0.2095
2201200,0.0787
2201230,-0.0638
2201290,0.0272
2201410,-0.0486
2201440,0.0025
2201530,-0.0061
2201620,0.0984
2201650,-0.0286
2201680,0.0661
2201740,0.0391
2201770,-0.0110
2201830,-0.0319
2309930,-0.0131
2400060,0.0694
2400090,0.1154
2400120,0.0710
2400150,-0.0707
2400180,-0.0003
2400210,-0.0088
2400240,0.0105
2400270,0.0662
2400330,0.0802
2400390,0.0391
2400420,0.0237
2400480,0.2150
2400510,0.1481
2400540,-0.0007
2400600,0.0778
2400630,-0.0436
2400660,-0.0155
2400690,0.0260
2400720,0.0282
2502190,-0.0460
2502310,0.0603
2502640,0.1099
2502790,0.0893
2503090,-0.0092
2503150,0.0416
2503270,0.0691
2503540,-0.0093
2503660,0.0234
2503750,-0.0124
2504050,0.0576
2504770,-0.0108
2504830,-0.0354
2504890,0.0857
2504980,0.0117
2505130,0.0017
2505970,-0.0006
2506270,-0.0379
2506660,-0.0423
2506780,0.0433
2507020,-0.0112
2507110,-0.0796
2507170,-0.0319
2507320,0.1263
2507560,-0.0242
2507740,0.0366
2507860,0.0260
2508430,0.0827
2508610,0.1109
2508700,0.0943
2508850,0.0107
2509360,0.0648
2509630,-0.0215
2509870,-0.0448
2510050,0.0077
2510380,0.0314
2510500,0.0144
2510770,0.0115
2510890,0.0425
2511010,-0.0173
2511130,0.0610
2511520,0.0341
2511880,0.0471
2512000,0.0105
2512510,0.0421
2512630,0.0430
2512840,-0.0196
2513200,0.0079
2513230,0.0670
2600005,-0.0633
2600015,-0.0996
2601950,0.0166
2602520,-0.0264
2602820,0.0214
2603870,0.0298
2604260,0.0092
2606270,-0.0886
2606780,-0.0482
2608070,-0.0521
2609570,-0.0842
2609900,-0.0877
2610140,-0.0781
2610620,-0.0322
2611600,0.0557
2612000,-0.0554
2612150,0.0276
2614070,-0.0031
2614230,-0.0570
2614520,-0.0287
2614610,-0.0016
2616110,-0.0914
2616350,-0.0391
2616380,0.0194
2616410,0.0185
2616440,0.1652
2616470,-0.0531
2616500,-0.1038
2617860,0.0470
2617880,-0.0835
2618420,0.0980
2618480,0.0054
2618840,0.0114
2618990,0.0015
2619100,-0.0642
2619250,-0.0204
2619620,0.0437
2619950,-0.0332
2620160,-0.0850
2620280,-0.0796
2620340,-0.0235
2620730,-0.0630
2620850,-0.0546
2621150,-0.0300
2621600,-0.0880
2621840,-0.0424
2621870,-0.0857
2622320,-0.0435
2623460,-0.1043
2623820,-0.0412
2624150,-0.0504
2624840,-0.0912
2625560,-0.0076
2626760,-0.0537
2628560,-0.0941
2628740,-0.0707
2628830,-0.0480
2628950,-0.0913
2629940,-0.1642
2630090,0.0945
2630390,0.2500
2630450,-0.0097
2631320,-0.1181
2632250,-0.0168
2632300,-0.0709
2632340,-0.0194
2632370,-0.0409
2633090,-0.0764
2633540,-0.1187
2633870,-0.0193
2634260,0.0138
2634470,-0.0384
2635160,-0.0677
2635310,-0.0618
2635520,0.0135
2635910,0.0483
2636485,0.0557
2636540,-0.0323
2636570,-0.0787
2636630,0.0230
2636660,0.0350
2700102,0.0341
2700109,0.1297
2702970,0.0177
2703180,-0.0574
2703450,0.0705
2705790,-0.0603
2707290,0.0627
2708100,0.0496
2708190,0.0319
2709510,0.0910
2711250,0.0610
2711370,0.0754
2711670,0.0084
2711760,-0.0031
2711820,0.0171
2712270,0.0021
2712420,0.0662
2714220,0.1027
2714260,0.0136
2715030,0.0183
2717780,0.0436
2718780,-0.0127
2718940,0.0823
2720550,0.0441
2721240,0.0495
2721390,-0.0047
2721420,0.1092
2722950,0.0018
2723850,0.0380
2723880,0.0185
2725200,0.0178
2728050,0.0330
2731750,0.0308
2731780,0.0506
2731800,0.0298
2732390,-0.0067
2732430,0.0477
2733000,0.0326
2733270,-0.0258
2733330,0.0582
2733510,0.0427
2733600,-0.0258
2733780,0.1045
2733810,0.0087
2733840,0.0982
2742160,0.0345
2742270,0.0558
2742360,0.0219
2742720,0.0680
2744160,0.0642
2801320,-0.0292
2801770,-0.0426
2802280,0.0189
2802400,-0.0034
2802790,0.0839
2803480,0.0426
2803520,-0.0093
2803830,-0.0097
2901000,0.0358
2904620,0.0529
2905310,0.0339
2905760,-0.0015
2907460,-0.0934
2908370,0.0009
2912290,-0.0066
2913140,-0.0718
2913830,0.0249
2914340,-0.0592
2915480,-0.0048
2916190,0.0289
2916350,0.0117
2916400,0.1104
2918300,-0.0175
2918540,0.0501
2920410,-0.0453
2920610,-0.0084
2920670,-0.0043
2921120,0.0311
2921810,-0.0249
2922800,0.0186
2923550,0.0392
2923580,0.0094
2923700,-0.0274
2926070,0.0345
2926640,-0.0795
2926850,-0.0472
2927060,0.0695
2927830,0.0259
2927870,-0.0301
2928860,-0.0039
2928920,-0.0226
2928950,-0.0030
2929280,0.0161
2931440,-0.0044
2931500,-0.0381
2931650,0.0653
3003870,0.0554
3013040,-0.0652
3100016,-0.0092
3100022,0.0257
3100095,-0.0806
3100098,0.0686
3102910,-0.0176
3103810,0.0275
3105340,-0.0473
3170710,-0.0088
3171580,-0.0044
3172390,0.0073
3172810,-0.0117
3172840,0.0152
3173740,0.0729
3174430,0.0235
3174820,0.0625
3175270,0.0057
3175900,0.0525
3176450,0.0105
3176470,0.0761
3176860,-0.0578
3178660,-0.0399
3200030,0.0088
3200060,0.0861
3200090,-0.0418
3200120,-0.0482
3200210,-0.0383
3200240,-0.0475
3200300,-0.0790
3200360,-0.0457
3200390,-0.0440
3200480,-0.0196
3304590,0.0431
3304980,0.0812
3401260,0.0123
3401350,0.0535
3401500,-0.0082
3401560,0.0076
3401830,0.0332
3402220,-0.0472
3402250,-0.0736
3402280,0.0013
3402400,0.0441
3402460,-0.0153
3402820,-0.0171
3403000,0.0055
3403270,0.0438
3403300,0.0323
3403900,-0.0334
3403990,-0.0214
