id,p_avg
0500020,-0.9598
0500021,-1.1111
0500023,-0.9200
0500026,-2.3620
0500028,-1.4700
0500029,-0.6936
0500030,-0.9514
0500032,-1.3998
0500041,-0.8965
0500042,-0.6467
0500043,-0.3870
0500044,-1.7784
0500045,-1.4677
0500046,-1.1182
0500047,-1.1463
0500048,-1.0597
0500049,-0.1466
0500051,-1.2012
0500065,-1.4613
0500067,-1.1661
0500068,-0.4114
0500070,-1.2178
0500071,-0.8654
0500072,-1.3001
0500073,-0.4904
0500076,-0.9975
0500079,-0.8738
0500082,-1.0869
0500405,-0.2093
0502250,-1.1483
0502280,-0.6807
0502430,-1.1115
0502580,-1.6172
0502610,-0.3767
0502670,-1.4259
0502700,-1.0059
0502730,-1.1487
0502790,-0.9421
0502820,-0.7008
0502880,-0.8136
0502960,-0.3801
0503030,-0.1897
0503060,-0.1851
0503090,0.1450
0503150,-0.4983
0503240,-0.2405
0503300,-1.2440
0503320,-2.1313
0503420,-0.9817
0503450,-0.8351
0503480,-0.8342
0503510,-0.6945
0503630,-0.6991
0503640,-0.6790
0503690,-0.3699
0503710,-0.5694
0503750,-0.4600
0503770,-0.6674
0503840,-0.8703
0503960,-1.1730
0504020,-0.6713
0504050,-0.4026
0504080,-0.8048
0504110,-0.1456
0504170,-0.9565
0504200,-0.4061
0504350,-2.0985
0504370,-1.1241
0504380,-0.5678
0504410,-0.1778
0504560,-0.3387
0504590,-0.5366
0504680,0.1232
0504740,-0.4223
0504800,-1.6245
0504860,-0.4900
0504890,-0.4540
0504930,-0.6382
0504980,-1.7043
0505170,-2.1005
0505190,-0.2407
0505340,-0.4522
0505410,-2.4386
0505430,-0.0266
0505470,-0.8013
0505500,-1.6997
0505550,-1.6998
0505580,-1.1163
0505680,-1.2533
0505760,-0.7510
0505850,-1.4456
0505970,-0.5497
0506060,-1.7722
0506090,-0.4187
0506120,-0.7914
0506150,-0.8786
0506210,-1.9819
0506240,-0.9494
0506270,-2.3627
0506330,-1.0824
0506360,-0.8173
0506420,-0.3605
0506540,-0.3290
0506630,-0.5712
0506690,-0.8225
0506840,-0.5405
0506870,-0.5395
0506900,-0.2175
0506930,-1.3324
0506990,0.0363
0507110,-0.8876
0507140,-0.4765
0507170,-1.2610
0507230,-1.6997
0507290,-1.0696
0507320,-0.9836
0507350,-0.9168
0507380,0.0932
0507410,-1.4589
0507530,-1.2776
0507560,-0.7569
0507620,-0.2515
0507680,-1.7074
0507710,-1.8229
0507740,-1.2300
0507770,-0.4561
0507840,-1.9627
0507860,-0.7485
0507890,-1.2533
0507920,-0.5504
0507990,-0.6676
0508010,-2.0952
0508040,-0.8070
0508130,-0.6125
0508240,-0.4436
0508280,-1.5383
0508340,-1.4501
0508400,-0.7969
0508490,-0.9745
0508610,-0.2813
0508640,-1.3577
0508670,-0.3606
0508700,-0.7499
0508730,-0.9045
0508940,-0.7575
0509000,-1.9503
0509060,-1.2006
0509150,-0.5665
0509190,-0.4013
0509240,-1.1610
0509270,-0.0454
0509330,-0.8638
0509360,-2.5893
0509390,-1.2866
0509420,-0.7837
0509480,0.0415
0509510,-1.9780
0509540,-1.2635
0509570,-1.4543
0509600,-0.5916
0509630,-1.5833
0509720,-0.2963
0509750,-0.2949
0509780,-1.9146
0509840,-1.1400
0509990,-0.7275
0510080,-0.2168
0510170,-1.5694
0510200,-0.2180
0510260,-0.9887
0510290,-1.5609
0510320,-1.5977
0510380,-0.9918
0510410,-0.1542
0510440,-0.8609
0510560,0.5177
0510620,-1.9540
0510680,-1.9802
0510920,-0.1634
0510950,-1.8579
0510980,-0.5076
0511010,-0.5389
0511070,-0.4182
0511130,-0.5627
0511220,-0.3195
0511340,-0.7412
0511370,-0.7703
0511610,-0.3946
0511700,0.1024
0511730,-0.6538
0511760,-0.5633
0511820,-0.8312
0511850,-1.5472
0511880,-1.0069
0511970,-0.1945
0512000,-0.3969
0512060,-0.6135
0512090,0.5477
0512180,-1.2727
0512210,-0.0398
0512420,-0.7607
0512450,-0.8137
0512480,-1.2441
0512510,-1.5023
0512520,-0.5908
0512540,-0.5904
0512570,-1.2723
0512630,0.0795
0512660,-1.0320
0512870,-2.0384
0512930,-2.3106
0512960,-1.6073
0513080,-0.9852
0513110,-1.7963
0513230,-0.0750
0513350,0.1170
0513380,0.0433
0513410,-1.1067
0513530,-0.1112
0513560,-0.1823
0513680,-1.2847
0513930,-2.0919
0514010,-1.0146
0514020,-1.3424
0514040,-0.6562
0514140,-0.6717
0514370,-1.3722
0514430,-0.7057
0514490,-0.6262
0600001,-1.7306
0600006,-0.1517
0600011,-2.0955
0600013,-0.3898
0600014,-1.6728
0600015,-2.1204
0600016,-1.0602
0600017,-1.5049
0600018,-1.3899
0600019,-0.8882
0600020,-0.7996
0600022,-1.6971
0600026,-2.0658
0600027,-1.3079
0600028,-0.6263
0600029,-0.7603
0600032,-0.4639
0600033,-2.3993
0600034,-1.9430
0600035,-2.2714
0600036,-1.7069
0600038,-1.2009
0600039,-1.1252
0600040,-1.3241
0600042,-1.9015
0600043,-0.5890
0600044,-1.9549
0600045,-2.1122
0600046,-2.1646
0600047,-1.9674
0600048,-1.4762
0600049,-1.1899
0600051,-1.0828
0600052,-1.6924
0600060,-1.6093
0600061,-2.0841
0600062,-1.4093
0600063,-1.9641
0600064,-1.6856
0600065,-1.7080
0600067,-1.5769
0600068,-0.7979
0600069,-1.5004
0600116,-1.6344
0600153,-0.1151
0600158,-1.8944
0600159,-0.4613
0600160,-1.3697
0601331,-1.2478
0601332,-1.7345
0601339,-2.3304
0601409,-1.9117
0601410,-0.7059
0601415,-2.0984
0601418,-1.9625
0601420,-2.1065
0601421,-1.6112
0601423,-1.7243
0601426,-0.5228
0601428,-0.3969
0601620,-1.0143
0601680,-0.8314
0601710,-2.2131
0601770,-0.9584
0601860,-0.1814
0601950,-2.1229
0602010,-2.6255
0602100,-1.2324
0602160,-0.7542
0602220,-2.9164
0602310,-1.3912
0602360,-0.7311
0602370,-1.7147
0602430,-1.4954
0602450,-1.4925
0602550,-1.1776
0602610,-1.8399
0602730,-1.2817
0602760,-1.2857
0602850,-2.1297
0602970,0.8171
0603000,-0.7685
0603060,-1.9494
0603090,-2.3486
0603180,-2.2237
0603270,-2.2242
0603300,-1.3394
0603420,-1.2452
0603480,-1.5413
0603600,-1.9265
0603630,-2.1804
0603690,-1.4281
0603750,-1.0172
0603840,-1.7853
0603870,-1.9009
0604020,-1.6882
0604080,-1.2755
0604110,-1.2851
0604200,-1.9642
0604230,-1.3139
0604260,-2.0462
0604290,-1.1226
0604350,-1.0631
0604380,-1.6591
0604440,-1.3135
0604530,-1.1033
0604620,-1.3419
0604650,-1.0402
0604740,-1.3534
0604800,-0.9938
0604830,0.0022
0605040,-2.7236
0605220,-1.2108
0605240,-1.4096
0605280,-1.7172
0605580,-1.9839
0605610,-0.6365
0605670,-0.5022
0605700,-1.6696
0605790,-1.8039
0605880,-0.5418
0605910,-1.2767
0606030,-1.7062
0606060,-1.0682
0606090,-1.6066
0606270,-0.7672
0606330,-0.7114
0606360,-1.2749
0606390,-1.5643
0606450,-0.8965
0606480,-1.0297
0606570,-1.8129
0606580,-2.0889
0606720,-3.0295
0606750,-1.3773
0606780,-2.1217
0606810,-1.6103
0606870,-1.6099
0606900,-2.2297
0606990,-1.2978
0607020,-1.2947
0607140,-1.2689
0607170,-0.4244
0607200,-1.6169
0607440,-1.2771
0607470,-0.5688
0607500,-0.8326
0607530,-0.2575
0607560,-1.1754
0607680,-1.6502
0607740,-1.6875
0607800,-0.4790
0607900,-1.2015
0607950,-1.0186
0607970,-1.6274
0607980,-1.0772
0608070,-0.8036
0608130,-1.3346
0608190,-0.9711
0608250,-1.8502
0608370,-1.6307
0608460,-0.9892
0608520,-1.9711
0608580,-1.9117
0608610,-0.5882
0608700,-1.2099
0608760,-0.7679
0608970,-2.0933
0609030,-0.3154
0609070,-2.4089
0609120,-2.3823
0609300,-0.9483
0609390,-1.8432
0609450,-1.0774
0609480,-0.9208
0609570,-2.1152
0609620,-2.1564
0609640,-1.3205
0609690,-2.3238
0609780,-1.7178
0609850,-1.0598
0609870,0.4676
0609940,-1.7256
0609990,-1.3372
0610050,-1.2442
0610260,-0.8478
0610290,-0.5418
0610320,-1.6880
0610350,-1.9277
0610380,-0.9984
0610440,-0.1592
0610620,-1.3124
0610710,-1.8983
0610740,0.1189
0610770,-1.8744
0610890,-1.8848
0611040,-1.8451
0611110,-1.2523
0611130,-2.5767
0611220,-0.8399
0611280,-2.0169
0611460,-1.1392
0611490,-0.7533
0611520,-1.1820
0611550,-1.8422
0611730,-1.4326
0611760,-2.4734
0611820,-2.9020
0611850,-0.8839
0611870,-1.3506
0611910,-2.4695
0611940,-1.8726
0612030,-1.6765
0612090,-1.2380
0612180,-1.4489
0612210,-0.5326
0612330,-1.3498
0612600,-1.5955
0612630,-1.6633
0612690,-1.4344
0612750,-0.9948
0612810,-0.9735
0612840,-1.8766
0612880,-2.0431
0612930,-2.2275
0612960,-0.3271
0613080,-0.5632
0613140,-1.1527
0613170,-0.5204
0613200,-1.6717
0613290,-2.4732
0613360,-1.7732
0613470,-1.4117
0613500,-1.2381
0613800,-2.2617
0613840,-1.4308
0613890,-1.6715
0613920,-1.6151
0613980,-1.1456
0614010,-1.2696
0614070,-1.8597
0614160,-1.7039
0614220,0.1135
0614250,-1.5411
0614370,-1.2450
0614400,-0.9068
0614550,-2.0145
0614580,-2.2003
0614700,-0.7397
0614730,-1.2250
0614790,-1.2570
0614880,-0.6415
0614940,-0.4566
0614950,-1.1820
0615090,-1.7396
0615180,-1.3126
0615240,-0.5463
0615270,-0.5079
0615390,-0.9556
0615450,-0.5900
0615510,-1.2884
0615600,-2.2722
0615780,-1.3758
0616050,-1.5009
0616080,-2.7291
0616260,-2.6945
0616300,-1.4995
0616320,-0.7971
0616323,-2.2515
0616325,-0.9805
0616470,-1.4122
0616570,-1.1782
0616620,-1.1514
0616650,-1.0523
0616680,-1.3436
0616740,-2.1764
0616830,-0.7264
0616860,-1.8835
0616920,-1.7672
0617160,-0.8609
0617220,-1.8068
0617340,-1.8393
0617430,-1.5151
0617490,-1.1684
0617850,-2.0355
0618030,-0.5924
0618210,-1.1689
0618390,-1.5942
0618690,-1.6471
0618730,-1.5052
0618780,-1.1203
0618840,-0.9381
0618870,-1.3227
0618990,-1.9850
0619140,-1.3059
0619200,-0.6160
0619260,-1.5959
0619320,-2.0781
0619440,-1.9565
0619490,-1.1597
0619590,-1.8056
0619620,-1.5740
0619680,-2.0968
0619700,-1.3223
0619740,-1.7421
0619770,-0.9586
0619800,-1.0375
0619890,-1.6041
0619950,-2.9382
0620040,-1.1693
0620070,-2.5372
0620190,-1.9248
0620250,-1.3179
0620370,-0.0835
0620460,-1.0341
0620640,-1.6175
0620670,-1.7480
0620730,-1.7839
0620760,-2.3813
0620790,-1.4107
0620820,-0.9306
0620850,-2.0486
0620880,-2.4182
0621000,-0.3985
0621090,-0.0676
0621150,-2.2160
0621210,-1.0551
0621240,-2.1933
0621330,-1.3543
0621360,-1.5491
0621420,-1.4463
0621450,-2.3189
0621570,-2.1198
0621690,-1.4120
0621810,-1.6736
0621870,-2.4995
0621930,-0.7861
0621990,-1.5958
0622050,-1.4791
0622110,-1.3963
0622170,-1.7231
0622230,-1.7703
0622320,-2.7023
0622410,-1.8685
0622440,-1.8215
0622500,-1.3455
0622560,-0.0165
0622590,0.2923
0622650,-1.0132
0622710,-1.7358
0622740,-1.8716
0622860,-0.4632
0622890,-1.3508
0622950,-1.9622
0623010,-0.8449
0623040,-1.9385
0623080,-1.1940
0623130,-1.2129
0623160,-1.9744
0623340,-1.8839
0623430,-1.1634
0623530,-1.8926
0623610,-1.6773
0623760,-1.6157
0623800,-1.9780
0623820,-2.8103
0623940,-1.1402
0623970,-1.2973
0624000,-1.1734
0624030,-1.2576
0624090,-1.7265
0624150,-1.4644
0624180,-0.2489
0624230,-2.0607
0624300,-1.4841
0624360,-0.8590
0624390,-1.5751
0624480,-1.8481
0624500,-0.7167
0624540,-0.9657
0624570,-1.2625
0624600,-2.0169
0624630,-2.0050
0624720,-1.2604
0624750,-1.1547
0624870,0.1914
0624900,-0.5932
0625130,-2.0831
0625190,-1.9063
0625230,-2.7291
0625290,-1.4647
0625320,-1.0896
0625350,-1.7791
0625470,-1.8907
0625530,-1.9768
0625690,-1.3954
0625770,-1.0866
0625800,-1.9295
0625830,-2.0316
0625860,-1.3647
0625980,-1.2022
0626040,-1.2955
0626100,-1.9471
0626190,-1.7711
0626220,-1.1400
0626280,-1.3614
0626370,-1.9807
0626400,-1.7195
0626490,-2.0112
0626640,-1.8104
0626670,-1.0103
0626760,-2.4622
0626820,-1.4112
0626910,-1.7452
0626970,-1.6915
0627030,-1.9157
0627060,-1.5315
0627120,0.2545
0627180,-0.3667
0627200,-1.9599
0627240,-1.3674
0627450,-1.2325
0627480,-0.6949
0627590,-2.3927
0627690,-1.3405
0627720,-1.4946
0627780,-1.5585
0627810,-1.6149
0627840,-0.4203
0627850,0.2986
0627900,-1.0815
0627930,-0.7937
0628050,-1.8980
0628080,-1.6503
0628140,-0.9669
0628170,-1.9599
0628250,-1.5029
0628270,-1.3961
0628320,-1.5428
0628470,-1.6441
0628530,-2.6580
0628650,-1.4613
0628680,-1.2875
0628710,-1.3114
0628950,-1.6478
0629100,-2.0444
0629220,-2.2740
0629280,-1.7792
0629370,-0.7160
0629400,-1.4663
0629430,-1.5926
0629490,-2.3085
0629540,-1.6271
0629550,-1.7198
0629580,-1.9833
0629610,-0.9961
0629640,-2.6835
0629670,-1.1809
0629700,-0.1547
0629820,-1.7405
0629850,-1.3761
0629910,-2.6365
0629940,-1.8031
0630030,-1.9425
0630180,-1.6819
0630210,-1.7203
0630230,-1.4629
0630250,-0.8608
0630360,-1.7064
0630450,-1.4927
0630480,-1.0012
0630510,-0.9555
0630600,-1.8321
0630630,-2.6484
0630660,-0.9816
0630720,-0.6556
0630780,-0.9102
0630840,-1.5968
0630930,-0.7762
0630960,-1.6691
0630990,-1.3473
0631050,-2.3150
0631170,-0.8631
0631180,-0.8491
0631290,-1.1382
0631320,-1.9002
0631350,-0.7675
0631530,-0.6043
0631680,-2.7976
0631710,-1.2198
0631860,-2.2531
0631950,-2.2277
0631980,-1.5439
0632040,-1.1781
0632070,-0.9731
0632130,-1.8837
0632270,-2.8055
0632310,-0.7829
0632370,-1.8185
0632400,-0.3996
0632430,-2.5007
0632550,-2.1753
0632610,-1.6036
0632640,-0.8439
0632710,-2.0202
0632730,-1.3320
0632760,-2.2126
0632880,-1.0368
0633110,-1.4537
0633150,-1.2919
0633240,-1.8016
0633270,-1.7396
0633330,-1.7184
0633390,-1.5932
0633480,-1.3688
0633510,-1.0207
0633570,-0.1917
0633600,-0.8672
0633720,-3.2597
0633750,-1.2253
0633840,-1.5919
0633860,-1.2169
0633900,-1.4149
0633930,-2.1307
0634170,-1.9340
0634230,-1.4493
0634290,-1.2628
0634320,-1.3061
0634410,-1.0776
0634425,-0.7576
0634440,-1.8560
0634590,-1.9185
0634620,-1.8310
0634680,-2.0081
0634710,-1.8371
0634740,-1.0067
0634800,-1.2901
0634880,-0.8040
0634920,-1.9692
0635010,-1.6566
0635070,-2.5055
0635090,-1.7640
0635130,-0.2004
0635220,-1.4540
0635250,-0.7178
0635310,-1.6327
0635360,-1.6658
0635370,-1.0810
0635430,-1.4771
0635590,-1.8785
0635600,-1.8431
0635700,-0.9020
0635730,-1.1091
0635790,-1.7813
0635810,-1.7080
0635830,-1.9077
0635880,-0.5949
0635970,-0.9702
0636000,-1.4075
0636030,-0.7336
0636100,-2.0948
0636180,-1.4875
0636210,-1.6552
0636270,-1.2428
0636330,-2.7766
0636360,-1.4161
0636450,-1.3379
0636600,0.2779
0636670,-1.5631
0636800,-1.5353
0636805,-1.3161
0636820,-1.2134
0636840,-1.2729
0636970,-1.2585
0636990,-0.7919
0637050,-1.8283
0637110,-1.3591
0637140,-1.5096
0637200,-2.4361
0637230,-0.8972
0637290,-1.5929
0637320,-1.0852
0637350,-1.5511
0637380,-1.2442
0637470,-1.8216
0637500,0.4529
0637530,-1.0120
0637560,-1.7718
0637590,-1.4777
0637620,-2.2537
0637770,-1.4811
0637830,-1.3264
0637890,-2.0789
0637950,-1.5648
0638010,-2.3644
0638040,-3.1392
0638130,-1.8361
0638220,-1.1106
0638250,-0.9764
0638340,-1.0702
0638430,-2.4108
0638460,-1.8737
0638550,-1.8915
0638640,-1.2020
0638670,-1.3048
0638700,-1.9531
0638770,-1.5527
0638880,-1.8416
0638980,0.4734
0639000,-1.2966
0639060,-2.3291
0639180,-1.9143
0639300,-1.5839
0639420,-0.6309
0639600,-2.1253
0639630,-0.8462
0639870,-1.6518
0639940,-1.8252
0640150,-1.2051
0640200,-0.9574
0640230,-0.5522
0640300,-2.2615
0640320,-0.7479
0640380,-0.9545
0640470,-2.5039
0640590,-1.7053
0640650,-0.5721
0640680,-0.5461
0640710,-1.1926
0640740,-2.2238
0640980,-1.4914
0641040,-1.6780
0641130,-2.8559
0641160,-1.6574
0641190,-1.5115
0641250,-0.5925
0641280,0.2786
0641400,-2.3427
0641460,-2.1107
0641580,-1.7736
0641790,-0.4340
0641820,-1.6411
0641880,-1.4655
0641980,-2.1175
0642000,-0.5812
0642060,-2.7066
0642120,-1.1319
0642140,-1.3420
0642150,-0.6741
0642180,-2.2887
0642210,-2.5722
0642300,-2.3116
0642330,-0.9570
0642450,-1.5411
0642510,-1.4813
0642540,-1.9165
0642560,-2.0229
0642580,-2.3311
0642710,-2.2286
0642810,-1.7050
0642900,-2.1487
0642930,-1.9835
0642960,-1.2625
0642990,-0.5539
0643020,-2.0347
0643080,-1.7807
0643170,-2.3154
0643200,-0.5119
0643380,-1.2654
0643470,-1.2050
0643560,-1.4501
0684500,-0.0085
0691005,-1.8622
0691007,-1.9848
0691010,-1.1664
0691012,-3.2838
0691017,-1.8998
0691020,-2.5406
0691021,-1.0886
0691024,-3.6155
0691026,-1.1599
0691027,-2.5711
0691029,-2.3773
0691030,-1.7992
0691031,-2.8107
0691035,-1.6144
0691037,-2.7159
0691040,-2.3126
0691041,-3.3059
0691045,-1.2664
0691047,-0.9618
0691051,-2.9506
0691078,-2.2170
0691134,-2.4608
0691135,-1.1328
0691136,-1.9339
0691137,-1.5483
0800016,-0.4728
0800017,-0.6015
0801920,0.2377
0801950,-1.2972
0802070,-0.5920
0802190,-0.5756
0802310,-0.9860
0802340,-1.5286
0802370,0.3549
0802400,-0.1716
0802430,-0.5828
0802490,-0.6813
0802580,-0.6670
0802610,-0.8863
0802640,-0.4304
0802670,-0.8169
0802700,-0.3626
0802730,-0.6260
0802790,-0.2953
0802850,-1.0032
0802910,-0.3141
0802940,1.0028
0803000,-0.0130
0803060,-0.4559
0803090,-1.3137
0803180,-0.4758
0803210,-0.0331
0803300,-0.2065
0803330,0.0159
0803360,-1.3363
0803390,-0.4693
0803450,0.1548
0803480,-0.4351
0803540,-0.7218
0803600,0.1100
0803720,-0.3295
0803750,-0.8750
0803780,-0.9785
0803810,-0.8442
0803840,-0.1471
0803870,-0.0549
0803960,-0.5225
0803990,-0.2219
0804020,-1.1038
0804050,-0.7339
0804080,0.0256
0804110,0.5356
0804140,-0.8504
0804200,-0.8215
0804260,-0.9462
0804320,-0.6094
0804350,-0.4858
0804380,-1.3814
0804410,-1.2882
0804470,-0.4703
0804530,-0.0900
0804710,-0.3013
0804770,-1.3634
0804800,-0.3601
0804830,-0.4027
0804920,-0.6072
0804950,-0.7779
0805100,0.2348
0805130,-1.1815
0805190,-1.7927
0805220,-0.7703
0805250,0.1526
0805280,-0.0103
0805310,0.0416
0805370,-0.7653
0805400,-0.3610
0805460,-0.2211
0805490,0.0826
0805550,-1.2647
0805730,-1.1408
0805760,-1.3790
0805790,-0.6016
0805820,0.1886
0806120,-0.7033
0806150,-0.2247
0806240,-0.6069
0806270,-1.1161
0806330,0.1032
0806390,0.1744
0806480,-0.2796
0806540,-1.2682
0806660,0.6115
0806690,-0.1870
0806750,-0.8546
0806810,-0.7287
0806870,-0.7334
0806900,-1.1031
0806960,-0.6347
0807080,-0.8722
0807230,-1.4417
0807290,0.1894
0807350,0.2040
0807380,-0.1463
0900060,-1.0132
0900070,-1.4500
0900210,-0.6259
0900214,-0.4602
0900270,0.3839
0900330,-0.8220
0900420,-0.2368
0900450,-1.8955
0900510,-0.8440
0900540,0.5881
0900570,-0.4954
0900700,-0.6851
0900750,0.0308
0900810,-0.2183
0900840,-0.0507
0900960,0.0671
0900990,-0.4363
0901020,-0.9248
0901110,-1.4058
0901230,-0.5555
0901260,-1.7756
0901290,-1.0393
0901320,0.4381
0901350,-1.2021
0901440,-0.1969
0901470,-0.2890
0901530,-0.2229
0901560,0.2096
0901620,-0.2079
0901680,-0.0029
0901710,-0.5911
0901740,-0.7214
0901770,-0.7583
0901800,0.6894
0901860,-1.1903
0901920,-2.0154
0902070,-0.5307
0902130,-0.5928
0902160,0.0778
0902310,-1.1464
0902340,0.1924
0902400,-1.5892
0902490,-1.1172
0902520,-0.3393
0902550,0.7694
0902580,-0.3935
0902640,-1.0025
0902670,-2.6894
0902730,0.2055
0902790,-1.6133
0902820,-1.6542
0902850,-0.5614
0902880,-0.1518
0902910,0.6650
0902970,-0.4087
0903030,-0.3360
0903090,-0.9874
0903120,-1.5718
0903180,0.4425
0903270,-0.4312
0903300,-0.1907
0903330,-0.6281
0903390,0.3249
0903450,-0.9395
0903480,-1.0362
0903520,-0.0619
0903537,0.0852
0903538,-0.2139
