id,p_grd
1602640,0.9788
1602670,0.9460
1602790,1.0805
1602850,0.8852
1602910,0.7491
1602940,1.2765
1602970,0.9201
1603000,1.0647
1603060,1.0217
1603090,1.0910
1603180,0.9729
1603240,0.8791
1603270,0.9253
1603330,0.8664
1603360,0.8565
1603400,1.0733
1603420,1.1833
1603480,0.9751
1700002,0.9535
1700003,0.7823
1700004,0.9033
1700005,0.8857
1700009,1.0233
1700010,0.8471
1700041,1.0319
1700044,0.8860
1700045,1.0175
1700077,1.0965
1700092,0.8884
1700110,0.9258
1700112,0.8077
1700113,0.8418
1700114,0.9498
1700119,0.9738
1700123,0.8322
1700125,0.9752
1700126,0.9928
1700153,0.6988
1700217,0.8212
1700222,1.1772
1700310,0.7369
1700314,0.7358
1700319,0.7409
1700320,0.9554
1700321,0.7882
1700324,0.7529
1700326,0.9769
1700332,0.9026
1701385,1.1656
1701387,1.1633
1701395,0.9003
1701403,0.8206
1703090,0.6851
1703150,1.0505
1703480,1.1503
1703510,0.9262
1703600,0.8602
1703690,0.8052
1703750,1.0105
1703840,0.9081
1703900,1.0964
1703930,0.8530
1703960,0.9943
1703990,0.7000
1704050,1.0251
1704140,1.1549
1704470,0.8737
1704560,1.0329
1704620,0.8103
1704680,1.0611
1704710,0.9392
1704920,0.8267
1705050,1.0254
1705220,1.0762
1705310,0.9089
1705466,0.7206
1705580,1.0094
1705610,0.8028
1705760,0.9664
1705790,0.9986
1705910,1.0124
1705950,0.8878
1706000,0.9784
1706060,1.1557
1706090,0.9125
1706120,0.8236
1706270,0.8823
1706390,1.1001
1706480,0.7520
1706510,0.9820
1706750,0.9373
1706930,0.8824
1707010,1.0792
1707170,1.1407
1707290,1.1498
1707320,0.8440
1707650,1.0547
1707770,0.9197
1707830,1.0949
1707860,1.0418
1707950,1.0422
1708010,0.8394
1708040,0.8002
1708070,0.7640
1708100,1.0283
1708130,1.0494
1708220,1.0191
1708250,0.9056
1708280,0.9249
1708310,0.9133
1708340,0.8573
1708430,0.8493
1708460,0.8107
1708500,0.9817
1708550,1.1455
1708580,0.8295
1708640,0.9757
1708730,1.1994
1709100,1.0496
1709170,0.7551
1709270,0.7407
1709420,0.8113
1709510,0.9438
1709600,0.8471
1709810,1.0311
1709930,1.1633
1709960,0.9989
1709990,0.9889
1710200,1.0411
1710380,1.1528
1710410,0.8630
1710440,0.6372
1710470,1.0672
1710530,0.9015
1710570,1.0692
1710650,0.8648
1710690,0.7856
1710790,0.9241
1710800,0.8962
1710820,0.8018
1710950,0.7914
1711010,1.1125
1711250,0.9424
1711290,1.0593
1711350,1.1366
1711400,0.9336
1711790,0.9052
1711850,0.7744
1712000,0.9274
1712090,0.8004
1712120,0.9983
1712210,1.0450
1712330,0.8337
1712420,0.8318
1712450,0.9271
1712540,1.0505
1712700,0.8925
1712720,0.8711
1712760,0.9316
1712930,1.1310
1712960,0.8964
1713140,1.1006
1713170,0.7751
1713240,0.8268
1713290,0.8030
1713320,0.4579
1713440,1.1384
1713500,0.9306
1713530,0.9279
1713560,0.9017
1713590,0.9616
1713660,0.8085
1713710,1.0631
1713770,0.8963
1713970,0.9826
1714100,1.1485
1714220,0.7137
1714430,0.9914
1714460,1.0700
1714550,0.8765
1714710,0.8170
1714760,1.0262
1715100,0.6267
1715400,0.6551
1715420,0.7936
1715450,0.9351
1715480,0.9028
1715490,0.8222
1715630,0.9563
1715780,1.0043
1715880,1.0261
1715900,0.6641
1715930,1.0210
1716050,1.1069
1716080,0.7675
1716290,0.7524
1716350,0.8681
1716380,1.1021
1716410,0.8952
1716680,1.2116
1716800,1.1913
1716920,1.0388
1716950,0.7934
1717040,0.9441
1717280,0.7238
1717310,0.9053
1717520,1.0909
1717730,0.9643
1717790,0.8640
1717800,0.8788
1718200,0.8298
1718240,0.9193
1718270,0.8391
1718360,0.9625
1718420,1.1325
1718450,0.9246
1718480,0.8208
1718510,0.9615
1718570,1.1867
1718600,0.5019
1718810,0.9233
1718840,1.0968
1718960,1.0279
1718990,1.0295
1719200,1.0708
1719230,0.9851
1719500,1.1267
1719530,1.0135
1719660,0.8026
1719680,1.1264
1719830,1.1122
1719970,1.0008
1720170,0.9882
1720180,0.8486
1720280,0.8005
1720380,0.8948
1720430,0.7955
1720490,0.9623
1720550,0.8940
1720580,1.1176
1720640,0.9874
1720760,0.7852
1720880,1.0121
1721000,0.9373
1721030,1.2380
1721180,0.9815
1721300,0.9315
1721390,0.7935
1721450,0.9104
1721600,1.0606
1721630,0.9500
1721870,0.9474
1721900,1.0152
1722020,1.0296
1722050,0.8824
1722080,0.7004
1722130,0.8466
1722150,0.7177
1722530,0.9881
1722980,0.8149
1723200,1.0303
1723250,0.9083
1723460,0.9578
1723730,1.1657
1723850,0.8726
1723920,0.8508
1723970,0.8152
1724000,1.0857
1724060,0.8673
1724330,0.9211
1724390,0.8245
1724480,0.9337
1724600,0.8687
1724650,0.9134
1724720,0.8071
1724780,0.9975
1724870,0.9624
1724940,1.0207
1725000,0.8829
1725020,0.6863
1725050,0.8291
1725110,0.9574
1725290,1.0922
1725500,0.9975
1725620,1.1189
1725690,0.8704
1725920,1.0498
1725950,0.8834
1726310,0.8855
1726370,0.9983
1726400,0.7975
1726430,0.6991
1726550,0.9609
1726610,0.9808
1726710,0.9901
1726800,0.7885
1726970,0.7770
1727300,1.0387
1727340,0.9663
1727390,0.8009
1727540,0.8889
1727610,0.8755
1727710,1.1659
1727720,0.9749
1727840,0.7173
1728140,1.0067
1728500,1.1673
1728560,1.0106
1728620,0.8322
1728650,1.1279
1728700,0.8930
1728810,0.8844
1728890,1.0254
1728920,0.7538
1729040,0.7912
1729190,1.1264
1729250,0.9905
1729420,1.0573
1729670,1.1244
1729760,0.9359
1729890,0.7359
1729940,0.8667
1730160,0.9264
1730220,0.8236
1730270,0.9415
1730300,0.9820
1730420,1.0710
1730510,1.1498
1730600,0.9982
1730630,0.8326
1730750,0.9522
1730810,0.8239
1730840,0.9920
1730900,0.9022
1731080,0.7761
1731140,0.5646
1731230,0.7825
1731270,0.9952
1731290,0.9679
1731380,1.0076
1731410,0.7073
1731500,0.9708
1731710,0.9436
1731740,1.1251
1731770,1.0875
1731860,0.9454
1731950,0.9913
1732100,0.9818
1732160,0.8814
1732190,0.9962
1732280,0.8250
1732370,0.8857
1732670,0.8662
1732830,0.9415
1732850,1.1028
1732960,0.5505
1732970,1.0874
1733000,0.8438
1733090,0.7960
1733210,0.9157
1733300,0.9400
1733380,0.9692
1733390,1.0012
1733450,0.8890
1733690,0.8175
1733840,1.2137
1733870,1.1195
1733930,0.9836
1733950,1.0681
1733990,0.8351
1734100,0.8573
1734230,1.1074
1734260,0.8251
1734350,0.8841
1734410,0.9782
1734510,0.9239
1734540,1.0837
1734740,1.2109
1734990,0.9809
1735010,0.8953
1735160,0.9618
1735310,1.0074
1735340,1.0125
1735370,0.9139
1735400,1.0019
1735460,0.8407
1735640,0.8775
1735940,0.6214
1736090,1.0269
1736180,1.0743
1736300,0.9019
1736360,0.8715
1736450,1.0394
1736480,1.0387
1736600,0.9611
1736610,0.8557
1736720,0.9143
1736750,0.9610
1736810,1.0345
1736900,0.8588
1737050,0.8849
1737080,0.9429
1737120,0.8223
1737170,1.1183
1737230,0.8840
1737350,0.8195
1737490,0.8771
1737590,0.9210
1737680,0.8906
1737860,0.8821
1738130,0.7565
1738370,0.9544
1738460,0.9145
1738700,0.8452
1739030,0.8214
1739090,0.6468
1739120,0.9570
1739420,0.8320
1739510,0.9956
1739600,0.9470
1739630,0.9500
1739780,1.2438
1739930,1.0951
1739960,0.7202
1740070,1.0582
1740140,0.9276
1740260,0.8605
1740350,1.0616
1740470,0.9048
1740500,1.1737
1740830,0.6087
1741010,0.9632
1741040,0.9597
1741070,1.0320
1741190,0.9927
1741250,0.8634
1741360,0.9955
1741520,1.2099
1741550,1.1599
1741580,0.8622
1741690,1.0732
1741790,0.9471
1741980,0.8840
1742180,0.9630
1742210,1.2070
1742240,0.9093
1742300,0.9953
1742310,0.7541
1742570,0.7615
1742630,0.8218
1742790,0.8929
1742900,0.8477
1742990,0.9379
1743020,1.0201
1743050,0.7909
1743110,1.0730
1743330,1.0084
1743380,0.9702
1743800,0.9172
1743860,0.9530
1743960,0.9711
1743962,0.8457
1800008,0.8390
1800030,1.0145
1800060,0.9000
1800120,0.9239
1800150,0.8675
1800180,1.0403
1800210,0.8152
1800240,0.8936
1800270,0.9895
1800360,0.9960
1800390,1.0006
1800420,1.1098
1800450,0.9081
1800480,0.7910
1800570,1.1833
1800600,0.8916
1800630,1.0815
1800690,1.0069
1800720,0.8370
1800750,0.8471
1800840,0.8379
1800900,1.0568
1800960,0.9980
1801020,1.2063
1801050,0.8687
1801060,0.8599
1801200,0.9925
1801290,0.7648
1801410,0.7316
1801440,0.9906
1801560,1.0027
1801590,0.9779
1801710,0.8131
1801740,1.0336
1801770,0.9785
1801890,0.9773
1801920,0.9247
1802040,0.9042
1802130,0.9607
1802160,0.8699
1802220,1.0048
1802280,0.9991
1802400,1.0158
1802430,1.0533
1802440,1.1241
1802460,1.0163
1802490,0.9376
1802520,0.8535
1802550,1.0298
1802610,0.8965
1802640,0.8573
1802660,0.9366
1802700,0.9727
1802800,0.9249
1802830,1.0638
1802850,1.0221
1802880,0.6378
1802910,0.9343
1802940,0.8441
1802970,0.9158
1803000,0.9432
1803030,1.0158
1803060,0.9791
1803090,1.1048
1803120,1.0708
1803150,0.8126
1803180,0.8536
1803210,0.8405
1803240,0.8294
1803270,1.1157
1803300,0.9184
1803450,0.9075
1803480,0.9680
1803510,1.0446
1803570,0.9824
1803630,0.9248
1803660,0.9795
1803690,0.9717
1803700,0.9502
1803750,1.0365
1803780,1.0026
1803840,0.9609
1803870,0.6216
1803930,1.1012
1803940,0.8542
1803960,0.9955
1803990,0.9348
1804050,1.0409
1804080,0.8407
1804110,1.0665
1804140,0.9119
1804170,0.9336
1804260,0.9169
1804320,0.9120
1804350,0.8950
1804470,1.0003
1804500,0.8148
1804560,0.9971
1804590,0.9585
1804620,0.8199
1804710,1.0315
1804770,0.8517
1804800,0.8385
1804980,1.0507
1805190,0.8791
1805280,0.9528
1805340,0.8116
1805370,0.6921
1805400,0.8377
1805450,0.8225
1805460,0.9194
1805520,0.9176
1805550,0.8820
1805580,0.8354
1805670,1.1382
1805700,0.9907
1805790,0.8865
1805880,1.1021
1805910,0.9718
1806030,0.9295
1806060,0.8856
1806080,1.0239
1806090,0.9511
1806120,0.6859
1806240,0.8304
1806270,0.8170
1806390,0.8808
1806480,0.8053
1806510,0.8795
1806570,0.9160
1806600,1.0887
1806630,0.9229
1806660,0.9306
1806840,0.8559
1806870,0.7966
1806900,0.8959
1807020,1.0654
1807080,0.9599
1807110,0.8385
1807140,1.0477
1807230,1.0034
1807260,0.8662
1807290,0.8941
1807320,0.8112
1807350,1.0379
1807380,0.9748
1807410,1.0192
1807440,0.9007
1807470,0.8170
1807560,0.8707
1807620,0.8777
1807650,0.9965
1807680,0.9505
1807710,1.0078
1807770,1.0378
1807800,0.9388
1807830,0.8809
1807860,0.8235
1807890,0.9000
1807900,0.9051
1807920,0.8615
1807950,0.9155
1807980,0.8834
1808010,0.9714
1808040,0.7470
1808070,1.0660
1808100,0.7763
1808120,1.0894
1808130,0.9385
1808160,0.8662
1808190,0.9461
1808220,0.9333
1808250,0.9974
1808280,1.0203
1808310,0.9799
1808340,0.9700
1808460,0.7591
1808490,0.8006
1808640,0.8549
1808760,1.0799
1808820,0.9355
1808850,1.1004
1808900,0.7751
1808910,0.8904
1808940,0.7482
1808970,0.9078
1809000,0.7349
1809060,0.8438
1809120,0.9194
1809150,0.8821
1809180,0.8424
1809300,0.9885
1809360,0.8275
1809370,1.0059
1809420,0.9881
1809480,0.9590
1809510,0.9595
1809600,0.8440
1809630,0.9188
1809690,0.8633
1809750,0.9724
1809810,0.9211
1809840,0.9682
1809990,1.0850
1810020,1.0417
1810080,0.8405
1810110,0.8854
1810140,1.0062
1810170,0.8548
1810230,0.9300
1810260,1.0746
1810290,0.9784
1810350,0.9381
1810360,0.9697
1810380,0.8301
1810410,0.8404
1810440,1.0065
1810450,0.9388
1810470,0.7810
1810500,0.9323
1810530,1.2003
1810560,0.9805
1810590,1.0594
1810620,0.9740
1810640,0.9324
1810650,1.0268
1810680,0.9183
1810710,0.9820
1810770,0.7726
1810800,0.7558
1810830,0.9669
1810860,1.1511
1810870,1.0521
1810900,0.6986
1810920,1.1656
1810950,0.9701
1810980,0.8673
1811100,0.9574
1811190,0.9879
1811220,0.9846
1811250,0.8978
1811260,1.0388
1811340,0.9880
1811370,0.8450
1811400,0.8213
1811430,0.8386
1811460,1.0234
1811490,0.9038
1811580,0.9679
1811610,0.9886
1811700,0.8799
1811910,0.8175
1811970,0.8232
1812090,0.8606
1812120,0.9561
1812150,0.8481
1812180,0.8346
1812240,1.0526
1812360,0.8519
1812390,0.9933
1812420,0.9941
1812450,0.8201
1812720,0.8802
1812810,0.9536
1812870,0.8826
1812880,0.8678
1812900,1.0232
1812930,0.8458
1812990,1.0613
1813050,0.7994
1813080,0.9326
1813110,1.0077
1813200,1.0029
1813230,0.8074
1900006,0.7643
1900009,0.8810
1900015,1.0105
1900021,0.7408
1900022,0.8772
1900025,0.9737
1900040,1.0625
1903150,1.0540
1903270,0.9126
1903360,0.8703
1903390,0.9139
1903540,0.9802
1903570,0.9499
1903690,1.0442
1903750,0.8433
1903930,1.0076
1904200,1.0283
1904680,0.9765
1904830,0.8707
1904860,0.8158
1904950,1.0260
1905070,0.9805
1905130,0.7495
1905790,0.7219
1906060,0.8188
1906240,0.7198
1906270,1.0487
1906330,0.9768
1906510,0.9798
1906540,0.8550
1906750,0.9330
1906810,0.8960
1906900,0.8744
1906930,0.9332
1907050,0.8179
1907080,0.9167
1907170,0.9505
1907350,1.1154
1907380,0.8973
1907410,0.8739
1907590,0.9435
1907620,0.9916
1907710,0.7719
1907860,0.8667
1907980,0.8931
1908220,0.8829
1908310,1.0491
1908520,0.9356
1908580,0.8446
1908610,0.8661
1908730,1.1761
1908910,1.0157
1908970,0.8949
1909480,0.7893
1909990,0.9576
1910950,0.9486
1911070,0.7920
1911340,0.9758
1911790,0.7600
1911820,0.8430
1911850,0.7893
1912330,0.8745
1912690,0.9722
1913110,0.8633
1913200,0.9415
1913470,0.9764
1913500,0.8996
1913660,0.7453
1914280,0.9906
1914370,0.7918
1914580,0.8363
1914640,1.1129
1914700,0.9341
1914730,0.9415
1915210,0.7493
1915330,0.9788
1915450,1.0465
1915630,0.7533
1915840,0.9666
1916530,1.0848
1916680,0.9487
1917100,0.8537
1917220,0.8576
1917820,0.8778
1918120,0.9620
1918510,0.7582
1918540,0.8662
1918690,0.9394
1918720,0.9078
1918780,0.8928
1918840,0.8013
1919140,0.9875
1919440,0.7896
1919650,0.8537
1919860,0.9027
1919890,0.8978
1920130,0.5457
1920250,0.8682
1920340,0.9693
1920610,0.9370
1920940,0.8078
1921090,1.1485
1921240,1.0364
1921630,0.8882
1921840,0.8918
1921870,0.7626
1922110,0.9280
1922470,0.7894
1922530,1.0303
1923110,0.9385
1923340,0.9385
1924000,0.8891
1924660,0.9039
1925320,0.8766
1925590,0.8288
1925980,0.9762
1926070,0.9401
1926370,0.8243
1926400,0.9457
1926640,0.9025
1926730,0.9341
1926820,0.8400
1926910,0.9656
1927000,0.8960
1927390,0.8874
1927500,1.0162
1927870,0.9664
1928680,0.9005
1928980,0.9112
1929310,1.0115
1929730,0.8162
1930240,0.9894
1930480,1.0099
1930510,0.9751
1930540,0.9281
1930560,0.8357
1930630,0.9523
1930780,0.8088
1930900,1.0084
1930930,1.0145
1930990,1.1927
1931080,0.8966
1931110,0.8934
1931290,0.8541
1931350,1.0919
1931800,0.7933
1931860,1.1654
1999017,0.8428
1999019,0.7496
2000002,0.7370
2000003,0.6600
2000004,0.7990
2000006,1.0860
2000014,0.9031
2000015,0.8035
2000016,0.9017
2000017,1.0663
2000350,0.9576
2000351,0.6922
2003180,0.8976
2003200,0.8268
2003300,0.8479
2003360,1.0362
2003390,0.8209
2003450,0.9043
2003480,1.0533
2003540,1.0082
2003630,0.6821
2003720,0.7902
2003780,0.8266
2003810,0.7289
2003870,0.9083
2003900,0.9344
2004050,0.8541
2004200,0.8171
2004290,0.9557
2004410,0.7107
2004590,0.9392
2004620,0.6955
2004710,0.8450
2004740,1.0055
2004770,0.7471
2004800,1.2205
2004890,0.7166
2004920,0.8158
2004980,0.9247
2005010,0.9447
2005070,0.8358
2005100,0.8238
2005280,1.0454
2005460,0.8583
2005490,1.0890
2005580,0.7692
2005700,0.7737
2005730,0.6089
2005790,0.7860
2005870,0.6090
2005940,0.9108
2006000,0.7899
2006090,0.9893
2006120,0.6547
2006180,1.0370
2006270,0.7298
2006300,0.9855
2006360,0.9652
2006390,0.8200
2006420,0.9737
2006450,0.6879
2006480,0.8852
2006540,0.9994
2006580,1.0104
2006660,0.9799
2006840,0.6988
2006960,0.7841
2007020,0.7702
2007050,0.7941
2007110,0.8539
2007170,1.0823
2007320,0.7135
2007350,0.9308
2007380,1.0106
2007470,0.9213
2007560,0.5755
2007590,0.8818
2007620,0.9167
2007650,1.0141
2007740,0.7544
2007750,1.0534
2007860,0.9567
2007890,0.6599
2007950,0.8330
2007970,0.7793
2008070,0.8879
2008190,0.8058
2008250,0.9123
2008280,0.9145
2008340,1.1097
2008370,0.7641
2008400,0.8118
2008430,0.8742
2008730,0.8540
2008970,0.9827
2009030,0.6342
2009140,0.8848
2009180,0.9584
2009240,1.0685
2009320,0.7537
2009390,0.6130
2009510,0.7335
2009570,1.0023
2009840,0.9923
2009900,0.9375
2009960,0.6767
2009990,0.7189
2010020,0.7758
2010140,0.8868
2010230,0.9116
2010260,0.8990
2010320,0.6783
2010350,0.7764
2010410,0.8036
2010500,1.0703
2010560,0.8933
2010620,0.9252
2010650,0.6150
2010680,0.8334
2010710,0.9323
2010800,1.2608
2010890,0.6436
2011080,0.9013
2011130,0.7516
2011250,1.2138
2011310,0.7239
2011370,0.9088
2011490,1.0211
2011640,0.9053
2011850,1.1117
2012000,0.9743
2012090,0.8199
2012150,1.0400
2012180,1.0316
2012210,0.8834
2012260,0.8696
2012300,0.8320
2012360,0.7165
2012420,0.9702
2012510,1.0205
2012840,0.9036
2012870,0.8501
2012990,0.7892
2013050,1.1093
2013110,0.9402
2100030,0.9354
2100070,1.0554
2100081,0.8041
2100120,0.8413
2100150,0.9463
2100210,1.0789
2100240,1.1173
2100270,0.9269
2100300,0.9205
2100330,0.9398
2100390,0.7751
2100420,0.6487
2100480,0.8665
2100510,0.8566
2100540,0.8041
2100570,0.9879
2100620,0.8108
2100630,1.0407
2100660,0.9542
2100690,0.6778
2100720,0.8731
2100750,0.9023
2100810,0.8731
2100840,1.0257
2100870,0.9264
2100900,0.8834
2100930,0.9018
2100960,0.9121
2100990,0.8582
2101020,1.0352
2101050,0.9987
2101110,0.9320
2101150,0.7364
2101200,0.9299
2101230,0.8013
2101260,0.8159
2101290,0.7862
2101320,1.0606
2101350,0.6582
2101380,0.8489
2101410,1.1664
2101440,0.6386
2101470,0.8589
2101500,1.2331
2101530,0.9927
2101590,0.9459
2101620,1.0886
2101650,0.9120
2101680,0.9869
2101710,1.0035
2101740,0.7223
2101760,0.8649
2101800,0.7753
2101860,0.7718
2101920,1.0317
2101950,0.8546
2101980,0.8874
2102010,0.8331
2102040,0.9497
2102070,0.9965
2102100,0.7819
2102130,0.7765
2102160,0.7762
2102220,0.9677
2102250,0.8657
2102280,0.7775
2102300,0.8797
2102340,0.7514
2102400,0.8683
2102460,0.8858
2102490,0.9251
2102520,0.9779
2102540,1.0542
2102580,0.8255
2102640,0.9009
2102670,1.1717
2102710,0.8456
2102760,0.7999
2102790,1.0255
2102860,0.9362
2102940,0.6153
2102990,0.8505
2103000,0.9411
2103030,0.8552
2103060,0.8699
2103090,0.8810
2103120,0.9522
2103150,0.8941
2103180,0.9941
2103210,0.9623
2103240,0.8271
2103270,0.9368
2103330,0.9629
2103360,1.1564
2103390,0.8834
2103480,0.9362
2103510,0.9295
2103540,1.0089
2103630,0.9832
2103690,1.1122
2103720,0.9090
2103750,0.7463
2103780,0.8182
2103810,0.8596
2103840,0.8847
2103870,0.9023
2103900,0.8479
2103960,0.9444
2103990,0.8152
2104020,0.8254
2104050,0.9914
2104080,0.8566
2104110,0.9727
2104140,0.9849
2104170,0.7339
2104200,0.3516
2104250,1.0217
2104260,0.8410
2104290,0.7414
2104380,1.0330
2104410,0.9231
2104440,0.9120
2104470,0.8427
2104500,0.9994
2104530,0.9881
2104560,0.9112
2104590,0.6007
2104620,0.8077
2104650,0.7455
2104680,1.0636
2104710,0.8233
2104740,0.7895
2104770,0.8707
2104800,0.7734
2104830,0.9312
2104860,1.0154
2104890,0.8597
2104950,0.8719
2104980,0.9771
2105070,0.7734
2105100,0.9714
2105130,0.9623
2105160,0.7904
2105190,0.9257
2105220,0.8463
2105260,0.7652
2105320,0.7988
2105400,0.9037
2105430,0.9990
2105490,0.9233
2105520,1.0129
2105550,0.8618
2105580,0.7531
2105610,0.9132
2105640,0.8007
2105700,0.9180
2105730,1.0156
2105760,0.8003
2105790,0.5990
2105820,0.9222
2105880,0.9453
2105910,0.8445
2105940,0.8514
2105970,0.9268
2106000,0.8395
2200030,0.9338
2200039,0.8934
2200040,0.8254
2200055,0.8012
2200060,0.8212
2200090,1.0736
2200120,1.0401
2200125,0.9324
2200150,0.7411
2200180,0.7138
2200210,1.0624
2200240,0.6086
2200270,0.9341
2200300,0.8724
2200330,0.8193
2200360,0.8991
2200390,0.8413
2200420,0.7284
2200450,0.8073
2200480,0.8937
2200510,1.1133
2200540,0.9288
2200570,0.8390
2200600,1.0109
2200630,0.8958
2200660,0.9176
2200690,0.9189
2200720,0.8801
2200750,0.7846
2200780,0.8413
2200810,0.7187
2200840,0.9375
2200870,0.9612
2200900,1.0056
2200960,0.9818
2200990,0.9912
2201020,0.9381
2201050,0.7746
2201080,0.5858
2201110,0.7961
2201140,1.0857
2201170,1.0689
2201200,0.8459
2201230,0.8906
2201260,0.8947
2201290,0.8275
2201320,0.7710
2201350,0.9481
2201380,0.8784
2201410,0.9101
2201440,1.0649
2201470,0.9944
2201500,0.7599
2201530,0.9654
2201560,0.9006
2201590,0.8212
2201620,0.8450
2201650,0.9242
2201680,0.9510
2201710,0.8004
2201740,0.8688
2201770,1.0688
2201800,0.9405
2201830,0.9106
2201860,0.8819
2201890,0.9472
2201920,0.9901
2201950,0.9498
2201980,0.9075
2202010,0.9949
2302610,0.8453
2302640,0.8856
2302820,0.8979
2303150,0.7865
2303510,1.0870
2303780,1.0633
2303870,0.7426
2306060,0.9944
2307140,1.0548
2307320,0.8619
2307530,0.9655
2307710,0.7598
2308280,0.7125
2309930,1.0551
2310380,0.9245
2310500,0.8315
2310530,1.0563
2310590,0.8963
2310710,0.9623
2310770,0.8344
2310860,0.6694
2310890,0.8136
2310950,1.0886
2310980,0.9478
2311100,0.8388
2311160,0.8823
2311250,0.8974
2311370,0.8818
2311430,0.8736
2311520,0.7964
2311550,0.9101
2311580,0.7264
2311670,0.7807
2311730,0.8886
2311790,0.8113
2311880,1.0413
2312330,0.8541
2313110,1.0702
2313350,0.8026
2313490,0.9193
2313560,0.8520
2313860,0.8405
2313970,0.9794
2314160,1.0698
2314190,0.8357
2314210,0.8636
2314300,1.1018
2314330,0.7805
2314440,0.7503
2314470,0.8856
2314530,0.9403
2314560,0.9123
2314590,1.0058
2314610,1.0401
2314670,0.8322
2314700,0.8551
2314761,0.8989
2314762,0.8679
2314765,0.9601
2314767,0.7569
2314768,0.8107
2314772,1.0778
2314773,1.0089
2314775,0.9992
2314776,0.7716
2314777,1.0423
2314779,0.8006
2314780,0.9737
2314782,0.7397
2314783,0.8995
2314784,0.8631
2314785,0.7611
2314787,0.8084
2314788,0.9221
2314789,1.0044
2314790,0.9666
2314791,0.8949
2314793,0.9048
2314794,1.0029
2314795,0.7640
2314796,0.9153
2314805,0.8913
2400030,0.7951
2400060,0.7371
2400090,0.6148
2400120,0.7364
2400150,0.8690
2400180,0.9868
2400210,0.9665
2400240,0.8602
2400270,0.9434
2400300,0.8681
2400330,0.8945
2400360,0.9606
2400390,0.9989
2400420,0.9061
2400450,0.7543
2400480,0.8867
2400510,0.8250
2400540,0.8931
2400570,0.9074
2400600,0.8725
2400630,0.8600
2400660,0.8945
2400690,0.8030
2400720,0.8942
2500001,0.9474
2500002,0.7616
2500013,0.7569
2500542,0.8414
2501650,0.9537
2501740,0.9139
2501780,0.9071
2501800,0.8110
2501860,0.8287
2501890,1.0088
2501950,1.0404
2501980,0.9448
2502040,0.9823
2502100,1.1978
2502160,0.8671
2502190,0.9301
2502220,0.9016
2502310,0.7621
2502430,0.9708
2502460,0.7850
2502490,1.0083
2502530,1.0549
2502640,0.9795
2502670,0.9104
2502715,0.9170
2502790,0.9785
2502820,0.8435
2502940,1.1013
2503030,1.0135
2503090,0.9499
2503150,1.0529
2503240,0.9132
2503270,0.9765
2503300,0.9330
2503360,0.9855
2503390,0.7468
2503510,0.9758
2503540,0.7800
2503660,0.8557
2503750,0.7428
2503990,0.6849
2504020,0.9561
2504050,0.9562
2504140,0.8681
2504200,0.9401
2504230,0.8263
2504320,0.7429
2504360,0.8131
2504440,0.9433
2504500,1.0611
2504590,0.8471
2504620,1.0594
2504770,0.8968
2504800,0.6768
2504830,0.9254
2504860,0.8951
2504890,0.9114
2504950,0.9345
2504980,0.9512
2505010,0.8916
2505070,1.0645
2505130,0.6347
2505160,0.8897
2505270,0.8400
2505280,0.9100
2505370,0.9540
2505490,0.7524
2505730,0.8543
2505970,0.8501
2506150,0.9756
2506270,0.9625
2506390,0.9444
2506420,0.9025
2506540,0.8455
2506660,0.8212
2506720,0.8743
2506780,0.9045
2506840,1.1623
2507020,0.9433
2507050,0.9416
2507110,0.8499
2507170,1.0758
2507230,0.9608
2507260,1.0228
2507320,0.8359
2507350,0.9510
2507440,0.8390
2507500,0.8252
2507560,0.9093
2507620,0.9318
2507740,0.8667
2507770,0.8725
2507860,1.0354
2507890,0.8872
2507920,0.8269
2507980,1.0099
2507990,0.8286
2508040,0.8420
2508280,0.9656
2508340,0.8865
2508370,1.0857
2508430,0.7099
2508610,1.0563
2508670,0.7121
2508700,1.0352
2508730,0.9357
2508790,0.9081
2508850,0.9463
2508940,0.8712
2509000,1.0384
2509060,0.9095
2509180,0.7412
2509270,0.8774
2509300,0.7712
2509360,0.7694
2509420,1.0020
2509450,0.8861
2509600,0.9708
2509630,0.7931
2509720,0.8642
2509870,0.9831
2509930,0.8205
2509990,1.0756
2510050,0.9079
2510170,0.8627
2510380,0.9294
2510470,0.8622
2510500,0.8298
2510560,1.0320
2510590,0.8184
2510620,0.9614
2510770,0.8737
2510860,0.9887
2510890,0.9932
2510920,0.8892
2511010,0.5623
2511130,0.6264
2511220,0.9923
2511250,0.9850
2511430,1.0187
2511460,0.9146
2511520,0.6378
2511580,0.9993
2511740,0.9626
2511760,0.9266
2511850,0.8761
2511880,0.8708
2511910,0.7766
2511970,0.9453
2512000,1.0069
2512030,0.9213
2512060,0.7117
2512100,0.8688
2512180,0.9396
2512240,0.6659
2512270,1.0926
2512510,0.8162
2512600,1.1126
2512630,0.8205
2512780,0.8825
2512840,0.6608
2512930,0.7478
2513050,0.9309
2513080,0.7948
2513170,0.9939
2513200,0.8477
2513230,0.8978
2600005,0.7537
2600012,1.0932
2600013,0.8582
2600015,0.8240
2600016,1.0370
2600017,0.9248
2600018,0.9341
2601920,0.8882
2601950,0.9126
2601980,1.0000
2602070,0.7906
2602160,0.8813
2602190,0.9625
2602220,0.7177
2602520,0.9866
2602550,0.9175
2602640,0.8643
2602670,0.9210
