id,m_avg
18149,-0.3991
18151,0.1475
18153,-0.0491
18155,-0.0263
18157,0.5974
18159,0.2057
18161,0.5361
18163,-0.4675
18165,-0.2252
18167,0.1704
18169,0.1727
18171,0.4879
18173,1.0404
18175,0.0968
18177,-0.0456
18179,0.4114
18181,0.2145
18183,0.3611
19001,0.0586
19003,-0.0671
19005,-0.0450
19007,0.1880
19009,0.6758
19011,0.4474
19013,-0.2780
19015,0.4476
19017,0.8302
19019,0.1918
19021,-0.4568
19023,0.1966
19025,0.4736
19027,0.6333
19029,0.5261
19031,0.1774
19033,-0.0098
19035,0.0791
19037,0.5193
19039,-0.0944
19041,0.4618
19043,0.0101
19045,0.2990
19047,-0.1476
19049,1.1380
19051,-0.0259
19053,-0.3976
19055,0.5290
19057,-0.0590
19059,1.0298
19061,0.3342
19063,-0.3060
19065,0.3054
19067,0.0503
19069,-0.0429
19071,-0.0634
19073,0.2103
19075,0.5457
19077,0.2448
19079,0.7050
19081,0.1977
19083,0.1790
19085,0.0887
19087,0.1561
19089,0.0102
19091,1.0115
19093,0.3671
19095,0.4706
19097,0.2037
19099,0.1976
19101,0.3027
19103,0.6401
19105,0.2312
19107,0.0898
19109,0.2127
19111,0.0311
19113,0.5136
19115,-0.7229
19117,-0.0565
19119,0.8203
19121,0.7584
19123,-0.1058
19125,0.7364
19127,-0.4634
19129,0.6513
19131,0.6695
19133,-0.2841
19135,0.1138
19137,-0.1538
19139,0.0405
19141,0.7113
19143,0.3076
19145,-0.1648
19147,-0.0842
19149,0.4749
19151,0.5093
19153,0.1755
19155,-0.2815
19157,0.8956
19159,0.5749
19161,0.1083
19163,0.2304
19165,0.7345
19167,0.6273
19169,1.1796
19171,-0.3462
19173,0.6013
19175,-0.3299
19177,-0.2381
19179,-0.5767
19181,0.8726
19183,-0.0326
19185,0.1797
19187,-0.5633
19189,0.5866
19191,1.1544
19193,-0.2299
19195,0.4552
19197,0.0720
20001,0.0313
20003,0.8494
20005,-0.3049
20007,0.3610
20009,0.1526
20011,-0.6858
20013,0.5548
20015,0.9190
20017,0.6581
20019,-0.1613
20021,-0.2557
20023,0.7580
20025,0.2461
20027,0.8989
20029,0.4064
20031,0.3030
20035,0.1915
20037,0.0839
20041,0.4916
20043,-0.3427
20045,0.7192
20049,0.2024
20051,1.0061
20053,0.7098
20055,-0.5453
20057,-0.7099
20059,0.1371
20061,-0.0165
20067,-1.0390
20069,0.6134
20073,0.4511
20075,-0.5001
20077,0.4659
20079,0.5907
20081,-0.1854
20085,0.7211
20087,0.3698
20091,1.3592
20093,0.1575
20095,-0.0102
20099,0.4970
20103,0.2137
20105,0.3425
20107,0.2859
20109,0.7750
20111,-0.0733
20113,0.1197
20115,0.5703
20117,0.8299
20119,0.2384
20121,0.6237
20123,0.7179
20125,-0.0691
20127,0.4820
20129,-0.4358
20131,1.4404
20133,0.2641
20135,-0.7668
20137,0.6823
20139,0.4156
20141,0.7748
20143,0.4751
20145,-0.2602
20147,1.1342
20149,0.8475
20151,0.2085
20155,0.2062
20157,0.4571
20159,0.5397
20161,1.0187
20163,0.0156
20165,0.2949
20167,0.1338
20169,0.0573
20171,0.2017
20173,-0.3445
20175,-0.7897
20177,-0.1396
20179,-0.1568
20181,0.1191
20183,0.7169
20185,0.0485
20187,-0.2821
20189,-0.3620
20191,0.1167
20193,-0.2156
20195,0.1203
20197,0.1595
20201,0.4302
20203,-0.2892
20205,0.0153
20207,0.6196
20209,-1.4822
21001,-0.2070
21003,0.0218
21005,0.2270
21007,0.2652
21009,-0.0138
21011,-0.2924
21013,-0.3962
21015,0.4442
21017,-0.2661
21019,-0.1794
21021,0.4545
21023,-0.3513
21025,-0.5985
21027,0.1294
21029,-0.2014
21031,-0.5563
21033,0.1086
21035,0.6876
21037,0.2161
21039,-0.4288
21041,-0.5714
21043,-0.1828
21045,0.0426
21047,-0.6307
21049,-0.0178
21051,-0.5717
21053,-0.5995
21055,0.0245
21057,-0.7651
21059,0.4289
21061,0.2616
21063,-1.2438
21065,-0.8927
21067,0.4052
21069,-0.3403
21071,0.4158
21073,-0.4939
21075,-0.8188
21077,-0.9479
21079,-0.3870
21081,-0.3941
21083,0.3301
21085,-0.1683
21087,-0.1804
21089,-0.2172
21091,0.4107
21093,-0.1919
21095,-0.2333
21097,-0.2060
21099,0.1433
21101,0.4938
21103,-0.7235
21105,-0.7032
21107,0.0271
21109,-0.8054
21111,-0.8402
21113,-0.0997
21115,0.5918
21117,-0.0756
21119,-0.2694
21121,-0.7669
21123,0.3547
21125,0.2010
21127,-0.8853
21129,-0.6949
21131,-0.4756
21133,-0.3022
21135,-1.0824
21137,-0.4449
21139,-0.5343
21141,-0.0020
21143,0.4660
21145,0.1956
21147,-0.4496
21149,0.2324
21151,-0.0145
21153,-0.2842
21155,0.2101
21157,0.4294
21159,-0.6658
21161,-0.0674
21163,0.4699
21165,-1.0183
21167,-0.4150
21169,-0.3867
21171,0.0686
21173,0.0102
21175,0.1077
21177,0.1761
21179,-0.5725
21181,-0.7066
21183,-0.0084
21185,0.8911
21187,-0.4186
21189,-1.3272
21191,-0.2450
21193,-0.2472
21195,-0.0294
21197,-0.3787
21199,0.2792
21201,-1.0843
21203,0.1824
21205,-0.4018
21207,-0.0358
21209,0.2046
21211,-0.0985
21213,-0.1860
21215,0.1754
21217,-0.1395
21219,-0.4507
21221,-0.0871
21223,-0.7898
21225,-0.2483
21227,0.0534
21229,-0.3298
21231,-0.3717
21233,-0.4510
21235,0.5976
21237,-0.3764
21239,0.3289
22001,-1.0161
22003,-0.6072
22005,-0.2420
22007,-1.2208
22009,-1.7338
22011,-0.8388
22013,-1.3862
22015,-0.5026
22017,-1.5988
22019,-0.7327
22021,-1.4457
22023,-1.0839
22025,-1.0717
22027,-2.1163
22029,-1.4735
22031,-1.2070
22033,-1.3397
22035,-2.0164
22037,-1.8666
22039,-0.9174
22041,-1.6656
22043,-1.0060
22045,-0.9352
22047,-1.4465
22049,-1.3057
22051,-1.1976
22053,-0.5576
22055,-0.7383
22057,-1.0290
22059,-0.6959
22061,-0.7034
22063,-0.0886
22065,-2.9825
22067,-1.9262
22069,-1.6318
22071,-1.5890
22073,-0.7148
22075,0.1062
22077,-1.9272
22079,-1.1120
22081,-2.0004
22083,-1.6898
22085,-0.9633
22087,-0.4352
22089,-0.0981
22091,-3.5851
22093,-0.9694
22095,-1.2585
22097,-1.4148
22099,-1.2245
22101,-0.8697
22103,0.0011
22105,-1.6499
22107,-2.2083
22109,-0.8437
22111,-1.7671
22113,-0.7379
22115,-0.0515
22117,-1.5779
22119,-1.6305
22121,-1.0029
22123,-0.8813
22125,0.0648
22127,-1.0976
23001,-0.2175
23003,-0.1639
23005,0.6873
23007,0.1378
23009,0.2948
23011,-0.0769
23013,0.1295
23015,0.2241
23017,-0.3649
23019,0.2292
23021,-0.5947
23023,0.3028
23025,-0.4624
23027,-0.4930
23029,-0.2628
23031,0.3852
24001,-0.0278
24003,0.6575
24005,0.0164
24009,0.9005
24011,0.0397
24013,0.9499
24015,-0.4097
24017,-0.3097
24019,-1.0469
24021,0.6776
24023,-0.0584
24025,0.6349
24027,1.3917
24029,-0.6202
24031,0.7705
24033,-1.2740
24035,0.5799
24037,0.4223
24039,-0.5516
24041,-0.1829
24043,0.0999
24045,-0.3656
24047,1.3405
24510,-1.9852
25001,1.0259
25003,0.5080
25005,0.5342
25007,1.7491
25009,0.6500
25011,0.3744
25013,-0.2235
25015,0.8220
25017,1.4767
25019,0.0907
25021,1.6929
25023,0.8946
25025,-0.4112
25027,0.7633
26001,-0.8046
26003,-0.4035
26005,0.0239
26007,-0.5749
26009,-0.1632
26011,-0.5492
26013,-0.8720
26015,0.0608
26017,-0.4426
26019,0.0428
26021,-0.3892
26023,-0.6672
26025,-0.9011
26027,-0.1964
26029,-0.0532
26031,-0.5633
26033,-0.2051
26035,-1.0180
26037,0.3243
26039,0.2876
26041,-0.6375
26043,0.1038
26045,-0.4479
26047,0.3737
26049,-0.6737
26051,-0.6868
26053,-0.5708
26055,0.0070
26057,-0.3562
26059,-0.8786
26061,0.1623
26063,-0.2392
26065,-0.3235
26067,-0.4362
26069,-0.6842
26071,-0.7058
26073,-0.3274
26075,-0.5856
26077,-0.4175
26079,-1.1100
26081,-0.0831
26085,-1.6396
26087,-0.3059
26089,0.3495
26091,-0.3556
26093,0.5791
26095,-0.8447
26097,-0.3868
26099,-0.4766
26101,-0.5752
26103,-0.2254
26105,-0.2055
26107,-0.6254
26109,-0.3726
26111,0.4924
26113,-0.3398
26115,-0.3140
26117,-0.9324
26119,-0.8315
26121,-0.9251
26123,-0.4940
26125,0.4678
26127,-1.0278
26129,-0.5618
26131,-0.4109
26133,-1.0305
26135,-0.7379
26137,0.3009
26139,0.6347
26141,-0.5659
26143,-0.5797
26145,-0.9480
26147,-0.1834
26149,-0.5765
26151,-0.1606
26153,-0.9167
26155,-0.5580
26157,-0.6212
26159,-0.2864
26161,0.6369
26163,-1.2306
26165,-0.2594
27001,0.1504
27003,0.7750
27005,0.6943
27007,-0.1173
27009,0.9206
27011,0.5768
27013,1.0696
27015,0.6474
27017,0.8719
27019,1.3869
27021,-0.4604
27023,0.1694
27025,0.7886
27027,0.6753
27029,-0.5219
27031,-0.2294
27033,0.4906
27035,0.9037
27037,0.9385
27039,0.8405
27041,1.2720
27043,0.3189
27045,0.7265
27047,0.1251
27049,0.8444
27051,0.6998
27053,0.4409
27055,0.6243
27057,0.3989
27059,0.6939
27061,0.2087
27063,0.7485
27065,0.3912
27067,0.0589
27069,0.9634
27071,0.2603
27073,0.7080
27075,0.3421
27077,-0.0097
27079,0.2715
27081,0.9757
27083,0.4257
27085,0.7891
27087,-0.9748
27089,0.4014
27091,0.2042
27093,0.7472
27095,0.0253
27097,0.3246
27099,-0.2651
27101,1.0252
27103,0.9607
27105,-0.4082
27107,0.5569
27109,0.8837
27111,0.6975
27113,0.4125
27115,-0.2656
27117,0.1543
27119,0.5115
27121,0.9780
27123,-0.2483
27125,0.1865
27127,0.3569
27129,0.2128
27131,0.4419
27133,0.8555
27135,0.6104
27137,0.3262
27139,1.2816
27141,0.8697
27143,0.0566
27145,0.4618
27147,0.5622
27149,1.1229
27151,0.3357
27153,-0.2179
27155,0.8024
27157,1.0357
27159,0.1721
27161,0.7476
27163,1.3237
27165,-0.4277
27167,0.3291
27169,0.5931
27171,1.2361
27173,-0.1792
28001,-2.4032
28003,-0.5201
28005,-2.4887
28007,-0.5578
28009,-1.5413
28011,-1.9358
28013,-0.9879
28015,-1.6533
28017,-1.6920
28019,-0.5986
28021,-2.1235
28023,-0.9210
28025,-1.6048
28027,-2.4908
28029,-2.2048
28031,-2.1216
28033,-0.2327
28035,-0.9503
28037,-1.5706
28039,-0.8697
28041,-1.2814
28043,-0.6394
28045,-0.4739
28047,-0.1472
28049,-1.6073
28051,-2.8379
28053,-2.5885
28057,-0.7935
28059,-0.8190
28061,-1.4845
28063,-2.8382
28065,-1.9976
28067,-1.1818
28069,-2.3490
28071,-0.2555
28073,-0.3138
28075,-1.3764
28077,-1.1917
28079,-2.3518
28081,-0.8701
28083,-2.1859
28085,-1.0527
28087,-1.0699
28089,-0.2116
28091,-1.4520
28093,-1.9862
28095,-0.8946
28097,-0.6669
28099,-1.1355
28101,-0.7651
28103,-2.2194
28105,-1.5418
28107,-1.5580
28109,-1.0078
28111,-1.7084
28113,-1.6542
28115,-0.3510
28117,-0.4915
28119,-2.3576
28121,-0.3545
28123,-1.4458
28125,-1.0832
28127,-1.6338
28129,-1.1858
28131,-0.7415
28133,-2.7132
28135,-2.0321
28137,-1.1331
28139,-1.0120
28141,-0.2564
28143,-2.1306
28145,-0.3809
28147,-2.4398
28149,-1.6987
28151,-2.1827
28153,-1.5380
28155,-0.6094
28157,-2.4285
28159,-1.4245
28161,-1.5148
28163,-2.6235
29001,0.3260
29003,0.2354
29005,0.6022
29007,-0.5613
29009,-0.3265
29011,-0.3415
29013,-0.0464
29015,-0.0936
29017,-0.1717
29019,-0.1985
29021,-0.3568
29023,-0.2264
29025,0.1268
29027,-0.2291
29029,-0.1212
29031,0.0671
29033,-0.0508
29035,-0.7330
29037,0.0940
29039,-0.5666
29041,-0.1455
29043,0.6145
29045,0.0602
29047,0.3969
29049,0.1477
29051,0.0539
29053,-0.6084
29055,-0.3990
29057,-0.5029
29059,-0.3729
29061,-0.2580
29063,0.3588
29065,0.0350
29067,0.0783
29069,-0.2073
29071,0.1060
29073,-0.0954
29075,0.1005
29077,-0.0165
29079,-0.0292
29081,-0.2349
29083,-0.6163
29085,0.4583
29087,0.3613
29089,-0.6360
29091,0.1333
29093,-0.0010
29095,-0.4771
29097,-0.0216
29099,0.5195
29101,0.0507
29103,-0.2735
29105,-0.3025
29107,-0.2563
29109,-0.2659
29111,0.1488
29113,-0.6085
29115,0.2171
29117,0.0091
29119,-0.2329
29121,-0.1654
29123,0.0350
29125,-0.7293
29127,-0.2880
29129,-0.2999
29131,-0.0953
29133,-0.7454
29135,0.0578
29137,-0.2759
29139,-0.5666
29141,-0.2220
29143,-0.6103
29145,-0.1032
29147,0.1194
29149,-0.0652
29151,-0.1446
29153,0.1001
29155,-0.9261
29157,-0.4706
29159,-0.3262
29161,0.3095
29163,-0.3728
29165,0.8724
29167,-0.3231
29169,-0.1140
29171,-0.2886
29173,-0.0304
29175,-0.3971
29177,-0.0122
29179,-0.4241
29181,-0.6103
29183,0.6442
29185,-0.3287
29186,0.6737
29187,0.3415
29189,0.1569
29195,-0.8736
29197,-0.4413
29199,0.4595
29201,-0.7205
29203,-0.0327
29205,-0.1208
29207,-0.0665
29209,-0.2357
29211,-0.6207
29213,0.3008
29215,-0.2947
29217,-0.0777
29219,-0.4486
29221,0.1059
29223,-0.7103
29225,-0.0395
29229,-0.1455
29510,-2.2574
30001,0.8579
30003,-2.0413
30005,-0.9166
30007,0.4286
30009,0.4062
30013,0.6049
30015,0.8076
30017,-0.1140
30021,-0.2136
30023,-0.3800
30025,-0.1364
30027,0.5710
30029,0.6982
30031,0.9890
30035,-2.1009
30041,-0.8279
30043,0.8036
30047,-0.3987
30049,0.3515
30053,-0.1147
30057,0.9303
30061,-0.2146
30063,0.7863
30065,-0.1518
30067,0.7175
30071,-0.0424
30073,-0.7204
30077,0.2876
30081,0.4863
30083,0.3980
30085,-1.8932
30087,-1.3804
30089,-0.0282
30091,-0.1181
30093,0.5417
30095,0.6065
30097,0.3695
30099,0.5347
30101,0.2753
30105,-0.2518
30111,0.1977
31001,0.2924
31003,0.4257
31011,0.0254
31013,-0.7663
31017,-0.0415
31019,0.2614
31021,0.3004
31023,0.2061
31025,0.0836
31027,0.6129
31029,-0.2006
31031,1.0886
31033,0.5665
31035,0.0737
31037,-0.3360
31039,-0.2803
31041,0.6396
31043,-1.0520
31045,0.5030
31047,-0.7747
31051,-0.1560
31053,-0.0978
31055,-0.0935
31059,0.3647
