id,np_coh
0620070,-0.1438
0620130,0.1127
0620190,-0.0665
0620250,0.1041
0620310,0.1497
0620370,0.1764
0620460,0.0739
0620640,0.0751
0620670,0.0022
0620730,0.0256
0620790,0.1014
0620880,0.0809
0620910,0.0383
0621000,0.0360
0621210,0.0999
0621330,0.0887
0621360,0.1724
0621420,0.0209
0621450,-0.0043
0621540,0.0356
0621690,0.0692
0621810,-0.0038
0621930,0.1280
0621990,0.1602
0622050,0.1518
0622110,0.0670
0622170,0.1100
0622230,0.1171
0622350,-0.0490
0622380,0.0637
0622410,0.0750
0622500,0.0164
0622560,0.0172
0622590,0.1682
0622650,0.0942
0622710,0.0351
0622740,-0.0119
0622830,0.0919
0622920,0.1332
0623010,0.0017
0623080,0.0194
0623160,0.1319
0623340,-0.0254
0623430,0.1544
0623530,0.0543
0623610,0.0216
0623800,0.0246
0623940,0.0279
0623970,0.1116
0624000,0.0681
0624030,0.0236
0624090,0.0013
0624180,0.0875
0624300,0.0883
0624360,0.0254
0624480,0.0905
0624500,0.1979
0624540,0.0358
0624570,0.1155
0624600,0.0008
0624720,0.0838
0624750,0.0286
0624870,0.0928
0624900,0.0852
0625130,-0.0712
0625190,0.0243
0625230,0.0045
0625320,0.0918
0625470,-0.0591
0625500,0.1646
0625530,0.0336
0625690,0.0953
0625740,0.1027
0625770,0.1782
0625800,0.0345
0625830,0.1102
0625860,0.0310
0625980,0.0259
0626040,0.0417
0626100,0.1609
0626220,0.0090
0626280,0.1674
0626370,0.0825
0626400,0.0322
0626490,0.0693
0626640,0.0239
0626820,0.0530
0626910,0.0577
0627030,0.0306
0627060,0.1633
0627120,0.1595
0627180,0.1327
0627200,0.0204
0627240,0.0659
0627450,0.1329
0627480,0.0689
0627510,0.1792
0627590,0.0599
0627690,0.0868
0627720,0.0418
0627780,-0.1443
0627810,0.0726
0627840,0.0839
0627850,0.1217
0627930,0.0949
0628050,0.2151
0628080,0.0128
0628140,0.1282
0628170,-0.0042
0628250,0.0914
0628270,-0.0385
0628320,0.0770
0628470,-0.0371
0628650,0.0719
0628680,0.2028
0628710,0.0507
0628860,0.0611
0628950,-0.0145
0629100,0.0120
0629220,-0.0374
0629270,0.1020
0629280,0.0400
0629370,0.1339
0629430,0.0310
0629490,0.0350
0629540,-0.0176
0629550,0.0429
0629580,0.0304
0629610,0.1270
0629640,0.0637
0629700,0.0545
0629820,0.0280
0629850,-0.0269
0629940,0.0708
0630030,0.0663
0630180,0.1193
0630230,0.0472
0630250,0.0793
0630330,0.1081
0630360,0.0608
0630450,-0.0497
0630480,-0.1052
0630510,0.0797
0630600,0.1100
0630660,0.1511
0630720,0.0980
0630780,0.0494
0630930,0.0476
0630990,0.0542
0631170,0.0186
0631180,0.2034
0631290,-0.0324
0631320,-0.0322
0631470,0.2266
0631530,0.1157
0631710,0.0267
0631740,0.0750
0631980,0.0117
0632040,0.1204
0632070,0.1475
0632130,-0.0855
0632160,0.0255
0632310,0.1050
0632370,0.1522
0632520,-0.0455
0632550,0.1405
0632610,-0.0227
0632640,-0.0390
0632710,0.0311
0632760,0.0186
0632880,0.0588
0633110,0.0374
0633150,0.0781
0633240,0.0216
0633390,0.0938
0633480,0.1082
0633570,0.2036
0633600,0.0619
0633660,0.0863
0633750,0.0636
0633840,-0.0450
0633860,0.0826
0633900,0.0551
0633930,0.0277
0634170,0.0745
0634230,-0.0062
0634290,0.2103
0634320,0.1163
0634410,0.1358
0634425,0.0649
0634440,0.1129
0634590,0.0911
0634620,-0.0087
0634680,0.1135
0634710,0.0426
0634740,0.0502
0634800,0.1201
0634860,0.1257
0634880,0.0479
0634920,0.1344
0635010,0.0871
0635040,0.0067
0635090,0.0882
0635130,0.1043
0635220,0.0688
0635250,-0.0019
0635310,0.1668
0635360,0.0095
0635430,0.1690
0635590,0.0915
0635600,0.1629
0635700,0.0842
0635730,0.1599
0635790,-0.0405
0635810,-0.0001
0635830,0.0850
0635880,0.0597
0635910,0.1152
0635970,0.0543
0636030,0.0715
0636180,0.0631
0636270,-0.0110
0636360,0.0496
0636600,0.2320
0636800,0.0877
0636805,-0.0844
0636820,0.0921
0636840,0.0248
0636970,0.0427
0636990,0.0657
0637050,0.0133
0637110,0.0961
0637200,0.0367
0637230,0.0124
0637290,0.1029
0637320,-0.0489
0637350,0.0901
0637380,0.0451
0637500,0.1913
0637530,0.1146
0637560,0.0325
0637590,0.0496
0637620,0.0569
0637650,-0.0016
0637710,0.0277
0637770,0.0240
0637830,0.1671
0637890,0.0098
0637950,0.0456
0638010,-0.0531
0638220,0.1692
0638250,0.0075
0638340,0.0610
0638460,0.1603
0638550,0.1394
0638640,0.1056
0638670,-0.0054
0638700,0.2599
0638770,0.0668
0638880,0.0986
0638980,0.0499
0639000,0.0814
0639180,0.0433
0639420,0.1241
0639630,0.0686
0639870,0.0501
0640150,0.0829
0640230,0.0155
0640300,0.0875
0640320,0.1509
0640380,-0.0455
0640590,0.0663
0640680,0.0726
0640740,-0.0253
0640980,0.0907
0641040,0.0038
0641160,0.0446
0641190,-0.0202
0641250,0.0377
0641280,0.1001
0641400,0.0207
0641580,0.0748
0641610,0.1108
0641790,0.0164
0641880,-0.0471
0642000,0.1327
0642120,0.0604
0642140,0.0639
0642150,0.2025
0642330,0.0797
0642450,0.0772
0642510,0.1657
0642560,-0.0421
0642710,-0.0889
0642750,0.0571
0642930,-0.0344
0642990,0.0486
0643080,0.0929
0643140,0.1643
0643200,-0.0893
0643380,0.0953
0643470,0.0150
0643560,0.1129
0684500,0.1065
0691005,0.1419
0691012,0.3108
0691021,-0.0297
0691026,0.1883
0691035,0.5938
0691047,0.1412
0691078,0.3876
0691135,0.0821
0691136,0.2240
0900030,0.1240
0900060,-0.1351
0900070,-0.0338
0900090,0.0451
0900120,0.0290
0900150,-0.0288
0900210,-0.0470
0900240,-0.0140
0900270,-0.0565
0900330,0.0406
0900360,0.0171
0900390,-0.0480
0900420,0.0366
0900450,0.0425
0900510,-0.0244
0900540,-0.0319
0900570,0.1127
0900660,-0.1032
0900690,0.0134
0900700,-0.0221
0900720,0.0250
0900750,0.0146
0900780,0.1176
0900810,0.0862
0900840,0.0669
0900900,0.0989
0900910,0.0560
0900960,0.0917
0900990,0.0048
0901020,-0.0571
0901050,0.0733
0901080,-0.0154
0901110,-0.0205
0901170,0.0405
0901200,0.0521
0901230,-0.0702
0901260,-0.0017
0901290,-0.0107
0901320,0.0478
0901350,-0.0077
0901410,-0.0301
0901440,0.0879
0901470,-0.0461
0901500,0.0062
0901530,-0.0006
0901560,-0.0034
0901620,0.0868
0901680,-0.0555
0901710,0.0670
0901740,0.1133
0901770,0.0384
0901800,0.0203
0901860,0.0666
0901920,-0.0089
0901950,-0.1324
0902010,-0.1007
0902040,0.1359
0902070,0.0137
0902130,0.0614
0902160,-0.0696
0902190,0.0193
0902220,0.0986
0902280,-0.0191
0902310,-0.0443
0902340,0.1258
0902370,0.0010
0902400,-0.0288
0902490,0.0390
0902520,0.0253
0902550,0.0461
0902580,0.0483
0902640,0.0417
0902670,0.0458
0902700,0.0256
0902730,-0.0066
0902760,-0.1241
0902790,-0.0817
0902820,-0.1193
0902850,-0.0237
0902880,-0.0118
0902910,-0.0338
0902970,0.0331
0903000,-0.0372
0903030,0.0736
0903060,0.1140
0903090,0.0292
0903120,-0.0500
0903180,0.0428
0903210,0.0117
0903240,-0.0216
0903270,0.0097
0903300,-0.0384
0903330,0.0308
0903360,0.0616
0903390,0.1297
0903420,0.1040
0903450,-0.0137
0903480,0.1168
0903510,0.0008
0903515,0.0220
0903520,0.0129
0903530,0.0175
0903535,-0.0093
0903536,-0.0479
0903537,0.0332
0903538,0.0546
0903539,0.0240
0903540,0.0955
0903810,-0.0047
0903840,0.0429
0903900,0.0730
0903930,0.0926
0903990,-0.0042
0904050,0.0760
0904080,0.0290
0904110,-0.0125
0904140,0.0870
0904170,0.1090
0904230,-0.0232
0904260,-0.0254
0904290,0.0199
0904320,0.0684
0904350,0.0770
0904380,0.1049
0904440,-0.1105
0904470,-0.0643
0904500,0.0070
0904530,-0.0431
0904560,0.0701
0904590,-0.0235
0904620,0.0708
0904680,-0.0552
0904710,0.0909
0904740,-0.0165
0904830,-0.0684
0904860,0.0089
0904890,0.0235
0904920,0.0222
0904950,0.0534
0904980,0.1505
0905010,-0.0256
0905040,0.0218
0905070,0.0028
0905100,-0.0331
0905130,-0.0957
0905160,-0.0116
0905190,0.1633
0905220,-0.0192
0905250,-0.0240
0905280,-0.0608
0905310,0.0082
0905370,0.0463
1000080,0.0559
1000170,0.0541
1000180,0.0438
1000190,0.0455
1000200,-0.0644
1000230,0.0080
1000270,-0.0101
1000680,-0.0504
1000790,0.0465
1000810,-0.0950
1001080,-0.1018
1001240,-0.0459
1001300,-0.0292
1001530,-0.0203
1001620,0.0912
1001850,-0.0422
1100030,0.4194
1200030,0.0552
1200060,0.0204
1200090,0.0051
1200120,0.0270
1200150,-0.0153
1200180,0.0416
1200210,0.0154
1200240,-0.0183
1200270,0.0618
1200300,0.0036
1200330,0.1147
1200360,0.0521
1200390,0.0959
1200420,-0.1608
1200480,0.0091
1200510,-0.0210
1200540,0.0904
1200570,-0.0112
1200600,0.0325
1200630,-0.0651
1200660,-0.0419
1200690,0.0398
1200720,0.0091
1200750,-0.0459
1200780,-0.0661
1200810,0.0539
1200840,0.0810
1200870,0.0386
1200900,-0.0202
1200930,0.0393
1200960,0.0305
1201020,0.0432
1201050,0.0452
1201080,0.0167
1201110,0.0316
1201140,-0.0907
1201170,0.0267
1201200,-0.1257
1201230,0.0790
1201260,-0.0286
1201290,-0.0386
1201320,-0.0123
1201350,0.0767
1201380,0.0113
1201410,0.1049
1201440,0.0320
1201470,0.0303
1201500,0.0342
1201530,0.0737
1201560,0.0069
1201590,-0.0230
1201620,-0.0225
1201650,0.0124
1201680,0.0632
1201710,0.0260
1201740,0.0823
1201770,0.0195
1201800,0.0676
1201830,-0.0827
1201860,-0.0815
1201890,0.0665
1201920,0.0540
1201950,-0.0018
1201980,0.0167
1202010,0.0138
1202012,0.1207
1202015,0.0031
1300001,0.0659
1300060,-0.0247
1300120,0.2439
1300150,0.0916
1300210,0.0879
1300240,0.0611
1300290,0.1169
1300330,0.0482
1300360,0.1393
1300390,0.2833
1300420,0.0589
1300440,0.1036
1300480,0.1086
1300510,0.0889
1300570,0.0863
1300600,0.1582
1300630,0.1346
1300690,-0.0911
1300720,-0.0433
1300780,0.0867
1300810,0.0622
1300840,0.1020
1300870,0.0338
1300900,0.1596
1300930,0.0956
1300990,0.1855
1301020,0.1276
1301080,0.0870
1301110,0.0285
1301140,0.1202
1301170,0.1311
1301230,0.0563
1301260,0.0866
1301290,0.0942
1301350,0.1141
1301380,0.0803
1301410,0.1059
1301440,0.0399
1301470,0.0681
1301500,0.1102
1301530,-0.0929
1301560,0.0922
1301590,0.0829
1301620,-0.0499
1301650,0.1269
1301680,0.1701
1301710,0.1122
1301740,0.1087
1301770,0.0795
1301830,-0.0844
1301860,0.0748
1301890,0.0915
1301980,0.0810
1302010,-0.0410
1302040,0.0553
1302100,0.1239
1302130,0.0613
1302190,0.0453
1302220,0.1263
1302250,0.0497
1302280,0.1008
1302340,0.0861
1302370,0.0598
1302400,0.1109
1302430,0.0338
1302460,0.0232
1302520,0.1201
1302550,0.0577
1302580,0.0595
1302610,0.1160
1302670,0.1118
1302700,0.1197
1302730,0.0653
1302790,0.1549
1302820,0.0920
1302880,0.0238
1302910,-0.0234
1302940,0.0458
1302970,0.0127
1303000,0.0550
1303030,0.0266
1303060,0.0709
1303150,0.1093
1303210,0.0598
1303240,0.0420
1303270,0.1102
1303300,0.0234
1303330,0.0210
1303360,0.0098
1303390,0.1047
1303420,0.1210
1303480,0.1740
1303510,0.1803
1303540,0.1848
1303570,0.0720
1303690,-0.0572
1303720,0.0749
1303780,0.0063
1303840,0.1102
1303870,0.1703
1303930,0.1446
1303960,0.0424
1303990,0.0895
1304020,0.1338
1304050,0.1068
1304110,-0.0196
1304140,0.0715
1304170,0.0315
1304200,0.2033
1304220,0.1151
1304260,0.1060
1304320,0.1356
1304380,0.0351
1304410,0.0452
1304440,0.0880
1304470,0.0812
1304540,0.0980
1304560,0.0159
1304770,0.1125
1304800,0.0636
1304890,-0.1583
1304950,0.1316
1304980,0.1195
1305070,0.0524
1305130,0.0584
1305190,-0.0443
1305250,0.1005
1305280,0.1523
1305310,-0.2106
1305340,-0.0158
1305370,0.0744
1305390,0.1247
1305430,-0.0623
1305550,0.0574
1305670,0.0221
1305700,0.0888
1305790,-0.0405
1305850,-0.0072
1500030,0.0855
1600001,-0.0765
1600002,0.0204
1600060,-0.0616
1600139,0.1098
1600240,0.0385
1600270,-0.0421
1600300,-0.0365
1600360,0.0261
1600420,0.0094
1600480,-0.0874
1600510,0.0692
1600600,0.0030
1600660,-0.0323
1600780,0.0790
1600930,0.0078
1600960,0.0424
1601020,0.0142
1601050,0.0194
1601110,0.0050
1601140,-0.0537
1601260,0.0571
1601470,-0.0765
1601530,-0.0266
1601570,-0.0697
1601590,-0.0142
1601650,-0.0031
1601710,0.0123
1601770,-0.0094
1601800,0.0498
1601860,0.0420
1601920,0.0375
1601950,0.0557
1601980,-0.0778
1602030,0.0854
1602070,-0.0018
1602100,0.0710
1602130,0.0277
1602190,0.0897
1602220,0.0966
1602250,0.0305
1602340,0.0229
1602370,-0.0454
1602490,0.0084
1602520,-0.0139
1602550,-0.0040
1602580,-0.0198
1602640,0.0365
1602670,0.0874
1602790,-0.0326
1602850,-0.0006
1602910,-0.0302
1602970,0.0302
1603000,-0.0368
1603060,-0.1299
1603090,-0.0013
1603180,0.1012
1603240,0.0333
1603330,0.0011
1603360,-0.2479
1603400,0.0521
1603420,0.1141
1700001,0.0878
1700002,-0.0997
1700003,-0.0250
1700004,0.0310
1700005,-0.0422
1700007,0.0972
1700009,0.0182
1700010,-0.0331
1700014,0.0736
1700041,0.0069
1700044,0.0044
1700045,0.0596
1700077,0.0630
1700092,-0.0502
1700099,0.1349
1700106,0.0468
1700109,-0.0808
1700110,0.1508
1700112,0.0414
1700113,0.0967
1700114,0.0425
1700115,-0.1164
1700119,-0.0593
1700123,-0.0803
1700125,-0.0797
1700126,-0.0273
1700153,-0.0418
1700217,-0.1353
1700222,0.0616
1700223,0.0717
1700310,-0.0693
1700314,-0.0200
1700319,-0.0402
1700320,0.0484
1700321,0.0651
1700324,0.0242
1700326,0.0579
1700330,0.1668
1700332,-0.0335
1701385,0.0529
1701395,-0.0080
1701403,-0.1325
1703150,0.0382
1703300,-0.0105
1703480,0.0962
1703510,-0.1172
1703600,0.0473
1703660,0.1778
1703690,-0.0520
1703750,0.0554
1703810,-0.0258
1703840,0.0134
1703900,0.1360
1703930,-0.0028
1703960,0.1538
1703990,-0.0057
1704050,0.0602
1704140,0.0587
1704260,-0.0979
1704380,-0.0784
1704470,0.0443
1704560,0.0652
1704620,-0.0673
1704680,0.0187
1704710,0.0662
1704740,0.0883
1704800,0.1033
1704920,-0.0869
1704950,0.0242
1705050,0.0639
1705220,-0.0102
1705310,-0.0495
1705430,0.0098
1705466,-0.0981
1705580,-0.0545
1705610,-0.1452
1705760,-0.0101
1705790,-0.0042
1705880,-0.0059
1705910,-0.0626
1705950,0.0041
1706000,0.0392
1706060,0.1197
1706090,-0.0153
1706120,-0.0016
1706270,0.0142
1706390,0.1952
1706450,0.1472
1706480,-0.0848
1706510,-0.0585
1706750,0.0644
1706930,0.0587
1707010,0.1178
1707170,0.0392
1707200,0.0081
1707290,0.1218
1707320,-0.0304
1707650,0.1588
1707770,-0.0327
1707830,0.0698
1707950,0.0122
1707980,0.1430
1708010,0.0966
1708040,-0.2095
1708160,-0.0687
1708220,-0.0850
1708250,0.0140
1708280,0.0507
1708340,-0.2527
1708430,0.0386
1708460,0.0696
1708500,-0.0298
1708550,0.0506
1708640,-0.0422
1708730,0.0542
1708790,0.0603
1708970,-0.0195
1709100,-0.0059
1709150,0.1442
1709170,-0.1099
1709210,-0.0119
1709330,0.0496
1709400,-0.0050
1709420,-0.0763
1709540,0.0440
