id,pn_coh
0601620,-0.0468
0601710,-0.0330
0601770,0.0204
0601860,-0.0589
0601950,0.1056
0602100,-0.0057
0602160,0.0189
0602310,0.1459
0602430,0.0906
0602450,-0.0030
0602610,0.0411
0602760,0.0117
0602850,0.0612
0602970,-0.0289
0603000,-0.0067
0603300,-0.0258
0603420,0.1030
0603480,0.0114
0603600,0.0090
0603630,0.0769
0603690,-0.0470
0603840,-0.0288
0604020,0.1145
0604080,0.0350
0604110,0.1152
0604230,0.0919
0604260,0.0681
0604290,0.0236
0604380,-0.0509
0604440,0.0331
0604530,-0.0103
0604620,-0.0053
0604650,-0.0282
0604740,0.0596
0604800,0.0429
0604830,-0.0458
0605240,0.0148
0605580,-0.0326
0605610,0.0014
0605790,-0.0852
0605880,0.0686
0605910,0.0101
0606090,-0.0382
0606270,0.0259
0606330,0.0609
0606360,0.0038
0606390,-0.0294
0606450,0.0338
0606480,0.0458
0606570,-0.0227
0606750,0.0489
0606780,0.0215
0606810,-0.0210
0606870,0.0302
0606900,0.1233
0607140,0.0315
0607200,0.0559
0607440,0.0849
0607500,-0.0053
0607530,-0.0029
0607560,0.0255
0607680,-0.0421
0607740,-0.0155
0607800,-0.0226
0607900,0.0144
0607950,0.0145
0607970,0.0392
0607980,-0.0271
0608070,0.0094
0608130,-0.0334
0608190,0.0319
0608370,0.0328
0608460,0.0173
0608520,0.0199
0608610,0.0525
0608760,0.0029
0608970,-0.0820
0609030,0.0015
0609070,0.0418
0609120,-0.0046
0609390,0.0783
0609450,-0.0409
0609480,-0.0208
0609570,0.0299
0609620,-0.0513
0609640,0.0336
0609690,-0.0080
0609780,-0.0649
0609850,0.0269
0609940,-0.0375
0609990,0.0396
0610050,0.0274
0610260,0.1228
0610290,0.0333
0610320,0.0608
0610380,0.0346
0610440,-0.0061
0610620,0.0179
0610740,-0.0367
0610770,0.0256
0610890,0.0531
0611040,-0.0582
0611110,0.0212
0611220,0.0853
0611280,-0.0888
0611460,0.0264
0611490,-0.0062
0611520,0.0304
0611730,0.0247
0611850,0.0519
0611910,-0.0132
0612030,0.0337
0612090,0.0259
0612180,0.0353
0612210,0.0320
0612330,0.0101
0612690,0.0138
0612750,-0.0426
0612810,0.0352
0612840,-0.0318
0612880,-0.0765
0612930,-0.0118
0612960,0.0302
0613080,-0.0227
0613140,0.0753
0613170,0.0064
0613200,-0.0200
0613360,0.0251
0613470,0.0579
0613500,0.0112
0613800,-0.0662
0613890,0.0629
0613920,-0.0153
0614070,-0.0362
0614220,0.0032
0614250,-0.0198
0614370,0.1496
0614400,0.0588
0614550,-0.1223
0614700,-0.0125
0614730,0.0832
0614790,-0.0328
0614880,0.0892
0614940,0.0201
0614950,0.0493
0615180,0.0060
0615240,-0.0090
0615270,0.0520
0615510,0.0108
0615780,0.0292
0616050,-0.0095
0616080,0.0894
0616300,0.0065
0616323,-0.0241
0616325,-0.0080
0616470,0.0115
0616650,0.0557
0616680,0.0297
0616740,-0.0506
0616860,-0.0266
0616920,-0.0079
0617160,0.0098
0617220,0.0095
0617340,-0.0033
0617430,0.0411
0617490,0.0798
0617850,-0.0647
0618030,0.0535
0618210,-0.0241
0618390,-0.0927
0618730,-0.0099
0618840,-0.0161
0618870,0.0185
0618990,0.0697
0619140,0.0208
0619260,0.0155
0619320,-0.0292
0619440,-0.0524
0619490,0.0514
0619590,0.0153
0619620,0.1479
0619680,-0.1142
0619700,0.0056
0619770,-0.0001
0619800,0.0159
0620070,-0.0751
0620190,-0.0417
0620250,0.0194
0620370,0.0350
0620460,0.0266
0620640,0.0361
0620670,-0.0967
0620730,-0.0273
0620790,0.0350
0620880,0.0217
0621000,0.0451
0621210,0.0232
0621330,-0.0120
0621360,0.0252
0621420,-0.0168
0621450,-0.0538
0621690,0.0291
0621810,-0.0259
0621930,-0.0038
0621990,-0.0149
0622050,0.0237
0622110,0.0202
0622170,0.1058
0622230,0.0478
0622410,-0.0178
0622500,-0.0226
0622560,0.0666
0622590,0.0292
0622710,-0.0105
0622740,0.0100
0623010,-0.0628
0623080,-0.0148
0623160,0.0504
0623340,0.0304
0623430,0.0771
0623530,-0.0127
0623610,0.0161
0623800,-0.0437
0623940,0.1111
0623970,0.0134
0624000,-0.0285
0624030,0.0282
0624090,0.0184
0624180,0.0298
0624300,0.0978
0624360,0.0305
0624500,0.0452
0624540,0.0136
0624600,-0.0047
0624720,0.0121
0624750,-0.1002
0624900,0.0749
0625130,-0.0119
0625190,0.0564
0625230,0.0246
0625320,0.0686
0625470,-0.0664
0625530,-0.0720
0625690,0.0246
0625770,0.0369
0625800,0.0359
0625830,0.0253
0625860,-0.0337
0625980,-0.0203
0626040,-0.0114
0626100,0.0714
0626220,0.0160
0626280,0.0226
0626370,0.0511
0626400,-0.0236
0626490,0.0396
0626640,0.0267
0626820,0.0485
0626910,0.0412
0627030,0.0687
0627060,0.0508
0627180,0.0870
0627200,-0.0484
0627240,-0.0212
0627450,0.0619
0627480,0.0145
0627590,-0.0289
0627690,0.0125
0627720,-0.0760
0627780,-0.1160
0627810,0.0067
0627840,-0.0412
0628050,0.2360
0628080,0.0344
0628140,0.0475
0628170,-0.0351
0628250,0.0436
0628270,-0.0411
0628320,0.0323
0628470,0.0313
0628650,0.0097
0628680,-0.0108
0628710,-0.0075
0628950,0.0721
0629100,0.0161
0629220,0.0225
0629280,0.0071
0629370,0.1033
0629430,-0.0866
0629490,-0.0061
0629540,-0.0137
0629550,0.0482
0629580,0.0128
0629610,-0.0592
0629640,0.0189
0629700,0.0288
0629820,-0.0053
0629850,-0.0326
0629940,0.1385
0630030,0.0000
0630180,0.0908
0630230,-0.0096
0630250,-0.0367
0630360,-0.0473
0630450,-0.0411
0630510,0.0386
0630600,0.0339
0630660,0.0310
0630720,0.0207
0630780,0.0367
0630930,-0.0009
0630990,-0.0166
0631170,0.0401
0631180,-0.0206
0631290,0.0290
0631320,-0.1114
0631530,0.0161
0631710,-0.0124
0631860,0.0924
0631980,-0.0102
0632040,0.0502
0632070,0.0490
0632130,-0.1257
0632310,-0.0173
0632370,0.1791
0632550,0.1044
0632610,-0.0308
0632640,0.0037
0632710,0.0209
0632760,-0.0454
0632880,-0.0127
0633110,-0.0071
0633150,0.0393
0633240,0.0046
0633390,0.0951
0633480,-0.0213
0633570,0.0582
0633600,0.0565
0633750,0.0147
0633840,-0.0088
0633860,0.0353
0633900,-0.0142
0633930,0.0482
0634170,0.0166
0634230,0.0002
0634320,0.0486
0634410,0.1149
0634425,0.0112
0634440,0.0448
0634590,0.0371
0634620,0.0416
0634680,0.0863
0634710,0.0087
0634740,0.0618
0634800,-0.0368
0634880,0.0535
0634920,0.0667
0635010,0.0042
0635090,0.0465
0635130,0.0074
0635220,0.0490
0635250,0.0158
0635310,0.1516
0635360,-0.0413
0635370,0.0170
0635430,0.1505
0635590,0.0567
0635600,-0.0023
0635700,-0.0489
0635730,0.0075
0635790,-0.0309
0635810,0.0308
0635830,0.0278
0635880,0.0134
0635970,-0.0419
0636030,-0.0050
0636180,-0.0482
0636270,-0.0294
0636800,0.0175
0636805,-0.0127
0636820,-0.0181
0636840,0.0426
0636970,0.0570
0636990,-0.0495
0637050,-0.0500
0637110,-0.0649
0637200,-0.0473
0637230,0.0676
0637290,0.0114
0637320,0.0194
0637350,-0.0283
0637380,-0.0522
0637500,0.0259
0637530,0.0796
0637560,0.0122
0637620,0.0254
0637830,0.0717
0637890,0.1136
0637950,0.0334
0638010,-0.0508
0638220,-0.0094
0638340,0.0539
0638460,0.0212
0638550,0.0384
0638640,0.1030
0638670,0.0150
0638700,0.0658
0638770,-0.0682
0638880,0.0893
0638980,0.0193
0639000,0.0539
0639180,-0.0038
0639420,0.0570
0639630,0.0716
0639870,0.0663
0640150,0.0499
0640300,0.0420
0640320,0.0304
0640590,0.0091
0640680,0.0274
0640740,-0.0066
0640980,0.0398
0641040,0.0852
0641160,-0.0546
0641190,-0.0035
0641250,0.0196
0641280,0.0452
0641400,0.0088
0641580,0.0383
0641880,-0.0197
0642000,0.0639
0642120,0.0342
0642140,0.0465
0642150,0.0839
0642330,0.0346
0642450,0.0144
0642510,0.0132
0642710,-0.0776
0642930,-0.0713
0642990,-0.0316
0643080,0.0471
0643200,-0.0369
0643380,0.0026
0643470,0.0325
0643560,0.0389
0684500,0.0125
0691026,0.2188
0691035,0.4512
0691078,0.1328
0691135,0.0823
0691136,-0.0279
0801920,0.0077
0802340,0.0003
0802490,-0.0059
0802580,0.0959
0802910,0.0564
0803060,-0.0299
0803360,-0.0018
0803450,0.0499
0803990,-0.0105
0804080,0.0356
0804350,-0.0322
0804410,-0.0610
0804800,0.0532
0805310,0.0401
0805370,-0.0221
0805400,0.0622
0806120,0.0969
0806150,-0.0132
0806480,0.0374
0806900,-0.0025
0900060,-0.0605
0900070,0.0242
0900210,-0.0197
0900270,-0.0212
0900330,-0.0116
0900420,-0.0055
0900450,0.0883
0900510,-0.0420
0900570,0.0686
0900700,0.0773
0900750,0.0040
0900810,0.0350
0900840,-0.0050
0900960,-0.0298
0900990,0.0042
0901020,-0.0719
0901110,-0.0317
0901260,-0.0091
0901290,0.0059
0901320,0.0048
0901350,-0.0520
0901440,0.0665
0901470,-0.0201
0901530,0.0071
0901560,-0.0272
0901620,0.0118
0901710,-0.0505
0901740,0.0392
0901770,-0.0002
0901800,0.0324
0901860,0.0469
0901920,-0.0130
0902070,-0.0167
0902160,-0.0188
0902310,0.0382
0902340,0.0661
0902400,-0.0558
0902490,0.0324
0902520,0.0601
0902550,-0.0358
0902580,-0.0144
0902640,0.0316
0902670,-0.0002
0902790,-0.0375
0902820,-0.0756
0902850,-0.0256
0902880,-0.0358
0902910,-0.0089
0902970,-0.0437
0903030,0.0298
0903090,0.0054
0903120,-0.0169
0903270,0.0010
0903300,-0.0085
0903330,0.0021
0903390,0.0292
0903450,0.0010
0903480,0.0445
0903537,0.0231
0903538,-0.0603
0903840,0.0182
0903990,-0.0066
0904050,-0.0059
0904110,-0.0209
0904170,0.0235
0904230,-0.0244
0904290,-0.0291
0904320,0.0199
0904380,0.0051
0904440,-0.0183
0904530,0.0210
0904590,-0.0318
0904620,-0.0291
0904680,-0.0464
0904740,0.0109
0904830,0.0090
0904860,0.0793
0904890,-0.0288
0904920,-0.0482
0904950,-0.0096
0905070,-0.0400
0905160,-0.0471
0905190,0.0051
0905220,-0.0453
0905250,0.0300
0905280,-0.0665
1000080,0.0474
1000170,0.0003
1000180,0.0226
1000190,0.0224
1000200,0.0492
1000230,-0.0024
1000270,0.0112
1000680,0.0169
1000790,0.0303
1000810,0.0243
1001080,0.0076
1001240,0.0176
1001300,0.0363
1001530,0.0264
1001620,0.0403
1001850,0.0365
1100030,0.2854
1200030,-0.0136
1200060,0.0101
1200090,0.0116
1200120,0.0264
1200150,-0.0104
1200180,0.0302
1200210,0.0072
1200240,0.0087
1200270,0.0250
1200300,-0.0310
1200330,0.0157
1200360,-0.0087
1200390,0.0252
1200420,-0.0365
1200480,-0.0451
1200510,-0.0279
1200540,-0.0060
1200600,-0.0345
1200630,-0.0354
1200660,0.0089
1200690,0.0460
1200720,-0.0952
1200750,-0.0450
1200780,-0.0328
1200810,-0.0035
1200840,0.0392
1200870,0.0020
1200900,0.0180
1200930,0.0317
1200960,-0.0109
1201020,-0.0433
1201050,0.0317
1201080,-0.0089
1201110,-0.0368
1201140,-0.0735
1201170,0.0106
1201200,-0.1728
1201230,0.0158
1201260,0.0286
1201290,-0.0317
1201320,-0.0286
1201350,0.0273
1201380,-0.0155
1201410,0.0975
1201440,-0.0192
1201470,-0.0246
1201500,-0.0103
1201530,0.0383
1201560,-0.0394
1201590,-0.0576
1201620,0.0084
1201650,-0.0030
1201680,-0.0159
1201710,0.0319
1201740,-0.0381
1201770,-0.0185
1201800,0.0267
1201830,-0.0911
1201860,-0.0937
1201890,-0.0491
1201920,0.0104
1201950,0.0091
1201980,0.0078
1202010,-0.0332
1202012,0.0091
1300001,0.0309
1300060,0.0650
1300120,0.3241
1300150,0.0292
1300210,0.0418
1300240,0.0090
1300290,0.0578
1300330,0.0020
1300360,0.0100
1300390,0.0376
1300420,0.0133
1300440,0.0577
1300480,0.0208
1300510,-0.0137
1300570,0.0613
1300600,0.0639
1300630,0.1193
1300690,0.0013
1300720,-0.0473
1300780,0.0498
1300810,0.0378
1300840,0.0038
1300870,-0.0125
1300900,0.0960
1300930,0.0486
1300990,0.0645
1301020,0.1209
1301080,0.0218
1301110,0.0473
1301140,-0.0185
1301170,0.0733
1301230,0.0361
1301260,0.0347
1301290,0.0604
1301350,0.0382
1301380,0.0572
1301410,0.0222
1301440,0.0170
1301470,0.0219
1301500,0.0446
1301530,-0.0513
1301560,0.0444
1301590,-0.0486
1301620,-0.0057
1301650,0.0450
1301680,0.0899
1301710,0.1025
1301740,0.1228
1301770,0.0906
1301830,-0.0718
1301860,-0.0175
1301890,0.0633
1301980,0.0026
1302010,0.0510
1302040,-0.0198
1302100,0.0525
1302130,0.0284
1302190,0.0684
1302220,0.0960
1302250,0.0077
1302280,0.1118
1302340,0.0495
1302400,0.0681
1302430,-0.0356
1302460,0.0010
1302520,0.0756
1302550,0.0120
1302580,-0.0235
1302610,0.0763
1302670,0.0079
1302700,0.0370
1302730,0.0681
1302790,-0.0036
1302820,0.0801
1302880,0.0275
1302910,0.0102
1302940,0.0464
1302970,0.0170
1303000,0.0357
1303030,0.0098
1303060,0.0986
1303150,0.0388
1303210,0.0378
1303240,0.0784
1303270,0.0207
1303300,0.0130
1303330,0.0130
1303360,-0.0126
1303390,0.0299
1303420,0.0192
1303480,0.0487
1303510,0.1203
1303540,0.0539
1303570,0.0415
1303690,-0.0992
1303720,0.0499
1303780,0.0448
1303840,0.1056
1303870,0.1676
1303930,0.0705
1303960,0.0097
1303990,0.0278
1304020,0.0597
1304050,0.1251
1304110,0.0461
1304140,0.0427
1304170,0.0231
1304200,0.0599
1304220,0.0210
1304260,0.0566
1304320,0.0828
1304380,0.0331
1304410,0.0159
1304440,0.0883
1304470,-0.0100
1304540,0.0247
1304560,-0.0318
1304770,0.0312
1304800,0.0151
1304890,-0.2357
1304950,0.0366
1304980,0.0378
1305040,0.0465
1305070,0.0166
1305130,0.0163
1305190,-0.0153
1305250,-0.0208
1305280,0.0766
1305310,-0.2331
1305340,-0.0017
1305370,0.0807
1305390,0.0558
1305430,0.0381
1305550,0.0103
1305670,0.0028
1305700,0.0309
1305790,-0.0324
1305850,0.0355
1500030,0.0382
1600001,0.0519
1600002,0.0426
1600060,-0.0391
1600139,0.0696
1600240,0.0580
1600270,0.0089
1600300,-0.0449
1600360,-0.0005
1600420,0.0236
1600480,-0.0517
1600510,0.0324
1600600,-0.0197
1600660,0.0252
1600780,0.0343
1600930,0.0248
1600960,0.0249
1601020,0.1189
1601050,0.0788
1601110,0.0130
1601140,0.0479
1601470,-0.0114
1601530,0.0013
1601570,0.0068
1601590,0.0443
1601650,-0.0430
1601710,-0.0042
1601770,0.0105
1601800,0.0952
1601860,0.0617
1601920,0.0974
1601950,-0.0116
1602030,0.0053
1602070,-0.0198
1602100,-0.0268
1602130,0.0488
1602190,0.0000
1602220,0.0580
1602250,0.0065
1602340,0.0318
1602370,-0.0007
1602490,0.0669
1602520,-0.0320
1602550,-0.0589
1602580,-0.0150
1602640,0.0069
1602670,0.0343
1602790,-0.0171
1602850,-0.0378
1602910,0.0422
1602970,0.0284
1603000,0.0039
1603060,-0.0206
1603090,0.0742
1603180,0.0458
1603240,0.0724
1603330,-0.0081
1603360,-0.0042
1700002,0.0342
1700003,0.0536
1700004,-0.0097
1700005,0.0553
1700009,0.0075
1700010,-0.0178
1700041,-0.0253
1700044,0.0378
1700045,0.0499
1700077,-0.0399
1700092,-0.0157
1700110,0.1065
1700112,0.1267
1700113,0.0683
1700119,0.0071
1700123,-0.0131
1700125,-0.0752
1700126,-0.0154
1700217,0.0735
1700222,-0.0929
1700310,-0.0635
1700319,0.0152
1700320,0.0919
1700321,0.0387
1700324,0.0251
1700326,-0.0427
1700332,-0.0122
1701395,0.0307
1701403,-0.0345
1703150,0.0358
1703480,0.0113
1703510,-0.0010
1703600,0.0270
1703690,-0.0261
1703750,0.0486
1703840,0.0170
1703900,0.1094
1703930,0.0104
1703960,0.0551
1703990,0.0561
1704050,-0.0237
1704140,-0.0491
1704470,-0.0738
1704560,0.0650
1704620,-0.0388
1704680,0.0184
1704710,0.0546
1704920,-0.0410
1705050,-0.0291
1705220,-0.0537
1705310,0.0065
1705466,-0.0522
1705580,-0.0817
1705610,-0.0236
1705760,-0.0238
1705790,0.0287
1705910,-0.0086
1705950,0.0396
1706000,0.0649
1706060,0.0569
1706090,0.0326
1706120,0.0539
1706270,-0.0102
1706480,-0.0121
1706510,-0.0621
1706750,0.0151
1706930,-0.0078
1707010,0.0324
1707170,-0.1010
1707290,0.0550
1707320,0.0016
1707650,0.0622
1707770,0.0455
1707830,0.0107
1708010,-0.0156
1708040,-0.0433
1708220,-0.0467
1708250,0.0687
1708280,0.0488
1708340,-0.1539
1708430,0.0169
1708460,-0.0218
1708500,0.0102
1708550,-0.0503
1708640,-0.0534
1708730,0.0222
1709100,-0.0219
1709170,0.0186
1709420,0.0635
1709600,0.1013
1709810,-0.0160
1709930,0.0544
1709960,-0.0906
1709990,0.0251
1710200,-0.0074
1710380,-0.0509
1710410,-0.0221
1710440,-0.0315
1710470,0.0356
1710530,-0.0259
1710650,0.0490
1710790,0.0090
1710800,0.0179
1710820,-0.0650
1711010,-0.0218
1711250,-0.0441
1711350,0.0082
1711790,0.0359
1711850,0.0271
1712000,-0.0416
1712120,-0.0010
1712210,0.0745
1712330,0.0067
1712420,-0.0493
1712450,0.0013
1712540,0.0164
1712700,0.0529
1712720,0.0066
1712760,-0.1063
1712960,0.0615
1713140,0.0409
1713170,0.0331
1713240,0.0214
1713290,-0.0211
1713500,-0.0080
1713530,0.0053
1713560,0.0601
1713660,0.0173
1713710,0.0419
1713770,-0.0160
1713970,-0.0134
1714100,0.0291
1714220,-0.0010
1714430,0.0494
1714460,-0.0481
1714550,0.0694
1714710,0.0629
1715100,0.0359
1715400,-0.0100
1715420,0.0176
1715450,-0.0375
1715480,0.0023
1715490,-0.0184
1715630,0.0383
1715780,0.0400
1715900,-0.0514
1715930,-0.0431
1716050,-0.0198
1716080,0.0775
1716290,0.0189
1716350,-0.0042
1716380,0.0081
1716410,0.0961
1716680,0.0148
1716800,-0.0553
1716920,-0.0982
1716950,0.0251
1717040,0.0210
1717280,0.0067
1717310,0.0830
1717520,-0.0317
1717730,0.0328
1717800,-0.0363
1718240,-0.0128
1718270,0.0033
1718420,-0.0579
1718510,0.0336
1718570,-0.0259
1718810,-0.0038
1718840,0.0150
1718990,0.0487
1719200,0.0419
1719230,0.0165
1719500,-0.0220
1719530,-0.0449
1719660,-0.0329
1719830,0.0031
1719970,0.0383
1720170,0.0027
1720180,-0.0250
1720280,0.0634
1720380,0.0178
1720430,0.0272
1720490,0.0754
1720550,0.0100
1720580,0.0423
1720760,-0.0191
1720880,-0.0048
1721000,0.0077
1721030,-0.0573
1721180,-0.0011
1721390,0.0223
1721450,0.0264
1721600,-0.0650
1721630,0.0641
1721870,0.0139
1721900,-0.0114
1722020,-0.0179
1722080,-0.0192
1722130,0.0518
1722150,0.0259
1722530,0.0536
1722980,0.0528
1723200,0.0310
1723250,0.0767
1723460,0.0056
1723730,0.0200
1723850,0.0721
1723920,0.0399
1724000,-0.0117
1724060,0.0359
1724270,0.0399
1724330,0.0467
1724390,-0.0276
1724480,0.0406
1724600,-0.0054
1724720,0.0709
1724780,0.0093
1724870,0.0125
1724940,0.0014
1725000,0.0163
1725020,0.0524
1725050,0.0180
1725110,0.0459
1725290,-0.0318
1725620,-0.0180
1725690,0.0354
1725920,0.0115
1726310,0.0244
1726370,0.0073
1726400,0.0380
1726430,0.0533
1726550,-0.0143
1726610,0.0237
1726710,-0.0663
1726800,-0.0268
1727300,-0.0214
1727340,-0.0254
1727390,0.0730
1727540,0.0424
1727610,-0.0236
1727710,-0.0190
1727840,0.0855
1728140,0.0152
1728500,0.0893
1728620,0.0009
1728650,-0.0146
1728700,0.0040
1728810,0.0829
1728890,0.0528
1728920,0.0380
1729040,-0.0879
1729190,-0.0218
1729250,0.0115
1729670,-0.0690
1729760,-0.0568
1729890,0.0695
1730160,0.0717
1730220,0.0022
1730270,0.0157
1730300,-0.0546
1730420,0.0147
1730600,-0.0096
1730630,0.0341
1730750,0.0356
