id,np_grd
0633480,1.0407
0633570,1.1946
0633600,0.9443
0633660,1.0291
0633750,1.0871
0633840,0.9900
0633860,1.0605
0633900,0.9966
0633930,0.9966
0634170,1.0429
0634230,0.8345
0634290,1.2778
0634320,0.9889
0634410,1.0245
0634425,1.0191
0634440,1.0013
0634590,0.9661
0634620,0.9872
0634680,0.9124
0634710,1.0201
0634740,1.0892
0634800,1.1061
0634860,1.1087
0634880,0.8965
0634920,1.0619
0635010,0.9469
0635040,1.1297
0635090,0.9980
0635130,1.0810
0635220,0.9390
0635250,0.9787
0635310,1.2283
0635360,1.0040
0635430,0.9834
0635590,1.2162
0635700,0.9318
0635730,1.0607
0635790,0.8960
0635810,0.9502
0635830,0.6475
0635880,1.0171
0635910,1.3323
0635970,1.0247
0636030,1.2079
0636180,1.0671
0636270,0.9409
0636360,0.9601
0636600,1.2362
0636800,0.9697
0636805,0.9090
0636820,1.0185
0636840,0.9054
0636970,1.1429
0636990,0.9968
0637050,0.7797
0637110,1.1444
0637200,1.1337
0637230,1.0116
0637290,1.1180
0637320,0.9448
0637350,1.1486
0637380,1.1995
0637500,1.2091
0637530,1.0330
0637560,0.9105
0637590,1.1215
0637620,0.8860
0637650,1.0808
0637710,0.9573
0637830,1.1329
0637890,0.8886
0637950,1.0420
0638010,0.9430
0638220,1.1544
0638340,1.0037
0638460,1.0227
0638550,1.0539
0638670,0.9681
0638700,1.0441
0638770,1.1251
0638880,1.0245
0638980,1.0936
0639000,1.1100
0639180,0.7991
0639420,1.0819
0639630,1.1878
0639870,0.9769
0640150,1.0252
0640230,1.1656
0640300,1.0579
0640320,1.0522
0640380,0.8814
0640590,1.0277
0640680,1.1594
0640740,0.8106
0640980,1.0421
0641040,0.8482
0641160,1.0384
0641190,0.9724
0641250,1.0109
0641280,1.0990
0641400,0.8149
0641580,0.9478
0641610,1.0141
0641790,0.8847
0641880,0.7881
0642000,0.9342
0642120,1.0551
0642140,1.1132
0642150,1.1118
0642330,1.0949
0642450,0.9574
0642510,1.4589
0642560,0.8877
0642710,0.8565
0642930,0.8402
0642990,0.9355
0643080,1.0474
0643140,1.1599
0643200,1.0335
0643380,1.0655
0643470,0.9138
0643560,1.0966
0684500,1.2227
0691005,1.1755
0691012,1.2224
0691024,0.7707
0691026,0.8920
0691035,1.6544
0691047,0.6632
0691078,1.0328
0691135,0.8699
0691136,1.1779
0801920,0.9757
0802340,0.8705
0802490,1.0193
0802580,0.8678
0802910,0.9377
0803060,0.9174
0803360,0.9985
0803450,1.0047
0803480,0.9970
0803540,0.9265
0803870,0.7723
0803990,0.9913
0804080,0.8472
0804350,0.9786
0804410,0.8073
0804800,1.0241
0805310,0.9913
0805370,1.0437
0805400,0.9195
0805820,1.0271
0806120,0.7482
0806150,0.8987
0806480,0.9660
0806900,0.9119
0807350,1.0469
0900030,1.1864
0900060,0.7080
0900070,1.0147
0900090,1.0310
0900120,1.1562
0900150,0.9947
0900210,0.9934
0900240,1.2976
0900270,0.9009
0900330,0.8908
0900360,1.0336
0900420,0.9533
0900450,0.9795
0900510,0.9394
0900540,1.0577
0900570,1.0375
0900660,0.9732
0900690,0.9991
0900700,0.9245
0900750,1.0435
0900780,1.0707
0900810,1.0739
0900840,1.0793
0900900,1.1000
0900910,0.9285
0900960,1.0015
0900990,0.9337
0901020,0.7989
0901050,1.2993
0901080,0.9889
0901110,0.8171
0901170,1.0710
0901200,0.8824
0901230,0.9517
0901260,0.8350
0901290,0.9430
0901320,1.0708
0901350,0.9526
0901410,0.9537
0901440,1.0704
0901470,0.8011
0901500,1.0245
0901530,1.0000
0901560,1.0341
0901620,1.1202
0901680,1.0050
0901710,1.1023
0901740,1.1540
0901770,0.9380
0901800,1.1067
0901860,0.9338
0901920,0.9297
0901950,0.9975
0902010,0.9629
0902040,1.2359
0902070,0.9896
0902130,1.0406
0902160,0.9436
0902190,0.9691
0902220,1.1069
0902280,0.9786
0902310,0.8129
0902340,1.0549
0902370,1.0766
0902400,0.8228
0902490,0.8316
0902520,1.0301
0902550,0.9049
0902580,0.8914
0902640,0.9169
0902670,0.9334
0902700,0.9068
0902730,1.0341
0902760,0.7797
0902790,0.8865
0902850,0.9859
0902880,0.8931
0902910,0.9978
0902970,0.9362
0903000,1.0275
0903030,0.9860
0903060,0.8173
0903090,0.8259
0903120,0.9620
0903180,0.9766
0903210,1.0838
0903240,0.9220
0903270,0.9079
0903300,0.8489
0903330,0.9258
0903360,1.0971
0903390,1.1853
0903420,1.1137
0903480,1.0358
0903510,0.9955
0903515,1.0394
0903520,0.9090
0903530,0.8396
0903535,1.0248
0903536,0.9075
0903537,1.0072
0903538,0.9629
0903539,1.0141
0903540,1.0599
0903810,1.0323
0903840,1.0164
0903900,1.1111
0903930,1.0685
0903990,0.9363
0904050,1.0689
0904080,1.0414
0904110,1.0036
0904140,1.1613
0904170,1.1583
0904230,0.8824
0904260,0.9653
0904290,1.1682
0904320,0.9391
0904350,0.9225
0904380,0.9912
0904440,0.8356
0904470,0.9879
0904500,1.0324
0904530,0.7810
0904560,1.1361
0904590,0.8651
0904620,1.0262
0904680,0.8968
0904710,1.1551
0904740,0.9202
0904830,0.6445
0904860,1.0007
0904890,0.9830
0904920,0.9239
0904950,0.9055
0904980,1.1152
0905010,0.9811
0905040,1.0572
0905070,1.0048
0905100,1.0769
0905130,0.9831
0905160,1.1542
0905190,0.8482
0905220,0.9217
0905250,0.8634
0905280,0.9195
0905310,1.2204
0905370,1.1123
1000080,1.0571
1000170,1.0550
1000180,0.8982
1000190,0.8534
1000200,0.7493
1000230,0.8331
1000270,1.1240
1000680,0.9582
1000790,0.9955
1000810,0.8614
1001080,0.8119
1001240,0.8621
1001300,0.9729
1001530,0.7423
1001620,0.8237
1001850,0.6325
1100030,1.1325
1200030,0.8984
1200060,0.8181
1200090,0.8231
1200120,0.7155
1200150,0.8507
1200180,0.9162
1200210,0.8172
1200240,0.8153
1200270,0.8191
1200300,0.8402
1200330,0.9937
1200360,0.7860
1200390,0.8636
1200420,0.5144
1200480,0.7738
1200510,0.7057
1200540,0.9007
1200600,0.7152
1200630,0.8136
1200660,0.7911
1200690,0.7959
1200720,0.7358
1200750,0.5458
1200780,0.5917
1200810,0.8507
1200840,0.9070
1200870,0.8742
1200900,0.7698
1200930,0.8742
1200960,0.7456
1201020,0.9220
1201050,0.8079
1201080,0.8094
1201110,0.8403
1201140,0.7124
1201170,0.8056
1201200,0.5633
1201230,0.8947
1201260,0.7612
1201290,0.8706
1201320,0.8842
1201350,0.8379
1201380,0.8926
1201410,0.8319
1201440,0.8438
1201470,0.8234
1201500,0.8960
1201530,0.9202
1201560,0.8214
1201590,0.7308
1201620,0.6470
1201650,0.8206
1201680,0.9537
1201710,0.8778
1201740,0.9362
1201770,0.8138
1201800,0.8042
1201830,0.6536
1201860,0.7331
1201890,0.8736
1201920,0.8202
1201950,0.8136
1201980,0.8806
1202010,0.8148
1202012,0.9915
1202015,1.0356
1300001,0.9480
1300060,0.9190
1300120,1.0493
1300150,0.8767
1300210,0.8781
1300240,0.9439
1300290,0.9914
1300330,0.8157
1300360,0.9771
1300390,0.9445
1300420,0.8495
1300440,0.9003
1300480,0.9162
1300510,0.9460
1300570,0.9708
1300600,1.1249
1300630,1.0115
1300690,0.8076
1300720,0.8821
1300780,0.9924
1300810,0.9360
1300840,0.8719
1300870,0.9771
1300900,1.0305
1300930,1.0359
1300990,1.1526
1301020,0.9388
1301080,1.0046
1301110,1.0038
1301140,1.0714
1301170,1.0751
1301230,0.9234
1301260,0.9739
1301290,1.0824
1301350,0.9345
1301380,0.9029
1301410,0.9935
1301440,0.8476
1301470,0.9094
1301500,1.0323
1301530,0.7246
1301560,0.9963
1301590,0.9232
1301620,0.8126
1301650,1.0519
1301680,1.1484
1301710,0.8851
1301740,0.9272
1301770,0.8840
1301830,0.8197
1301860,0.8966
1301890,1.0306
1301920,1.0385
1301980,0.9794
1302010,0.8221
1302040,0.8637
1302100,1.0597
1302130,1.0045
1302190,0.9527
1302220,1.1023
1302250,0.7887
1302280,1.0164
1302310,0.9987
1302340,1.2509
1302370,1.0308
1302400,1.0071
1302430,0.9926
1302460,0.8588
1302520,0.9467
1302550,1.0536
1302580,1.0333
1302610,1.0634
1302670,1.0176
1302700,0.9383
1302730,0.9800
1302790,1.1491
1302820,1.0041
1302880,0.9140
1302910,0.7903
1302940,0.9050
1302970,0.8248
1303000,1.0434
1303030,1.0677
1303060,1.1297
1303150,0.9622
1303210,0.8485
1303240,0.8693
1303270,0.9601
1303300,0.8557
1303330,0.9158
1303360,0.8129
1303390,0.9836
1303420,0.9570
1303480,0.9665
1303510,0.7484
1303540,0.8788
1303570,0.9314
1303600,0.9158
1303690,0.8708
1303720,1.0078
1303780,0.8279
1303840,0.9267
1303870,1.0800
1303930,0.9484
1303960,0.9177
1303990,1.0374
1304020,0.9324
1304050,1.0604
1304110,0.9031
1304140,0.9612
1304170,0.9147
1304200,1.0539
1304220,0.9458
1304260,0.9162
1304320,0.9891
1304380,0.8778
1304410,0.8747
1304440,1.2290
1304470,0.9501
1304530,0.9801
1304540,1.0046
1304560,0.9557
1304770,1.0645
1304800,0.7761
1304890,0.6326
1304950,1.0551
1304980,1.0125
1305040,0.8504
1305070,1.1119
1305130,1.0028
1305190,0.7676
1305250,1.0250
1305280,0.9134
1305310,0.6972
1305340,0.8883
1305370,0.9190
1305390,0.9435
1305430,0.8218
1305550,0.8765
1305670,0.8422
1305700,0.9559
1305730,0.8473
1305760,0.9744
1305790,0.9735
1305850,0.8907
1500030,0.9486
1600001,0.9942
1600002,1.0372
1600060,0.8449
1600139,1.0773
1600240,0.9978
1600270,0.8502
1600300,1.0712
1600360,1.0614
1600420,0.9743
1600480,0.9946
1600510,0.9653
1600600,0.9727
1600660,0.8818
1600780,1.1337
1600930,0.9924
1600960,1.0520
1601020,1.0571
1601050,1.0997
1601080,0.9342
1601110,0.9026
1601140,0.8833
1601260,1.1159
1601470,0.8385
1601530,1.0716
1601570,0.9393
1601590,0.9962
1601650,1.0221
1601710,1.0991
1601770,1.0552
1601800,1.0973
1601860,1.1313
1601920,0.9373
1601950,1.0496
1602030,1.0775
1602070,0.9774
1602100,1.0747
1602130,0.9318
1602190,1.0448
1602220,1.1264
1602250,1.0206
1602340,1.0168
1602370,0.8506
1602490,1.1634
1602520,0.8911
1602550,0.8098
1602580,0.7678
1602640,1.1054
1602670,1.0057
1602790,1.0168
1602850,1.0694
1602910,0.8301
1602970,0.9345
1603000,1.0715
1603060,0.9315
1603090,1.0976
1603180,0.9843
1603240,0.9733
1603300,1.0408
1603330,0.8892
1603360,0.7873
1603400,1.1957
1603420,1.1678
1700001,0.9469
1700002,0.8542
1700003,0.8566
1700004,0.9005
1700005,1.0180
1700007,0.9535
1700009,0.9862
1700010,0.7587
1700014,1.1231
1700041,1.1089
1700044,0.8613
1700045,1.0873
1700077,1.0164
1700092,0.7084
1700099,1.2344
1700106,1.0905
1700109,0.8370
1700110,0.9470
1700112,0.8301
1700113,0.9480
1700115,0.7069
1700119,0.8490
1700123,0.8420
1700125,0.8776
1700126,0.9561
1700153,0.6596
1700217,0.8400
1700222,1.1773
1700223,0.8223
1700310,0.7616
1700314,0.8514
1700319,0.8517
1700320,0.9100
1700321,0.9896
1700324,0.8234
1700326,0.9492
1700330,1.0525
1700332,0.8112
1701385,1.0895
1701395,0.9229
1701403,0.9068
1703090,0.6645
1703150,0.9876
1703300,0.9577
1703480,1.1948
1703510,0.9990
1703600,0.9007
1703660,0.9504
1703690,0.8613
1703750,0.9896
1703840,0.9459
1703900,1.0723
1703930,0.8462
1703960,1.0410
1703990,0.7893
1704050,1.0738
1704140,0.9932
1704260,0.7900
1704380,0.9128
1704470,0.7228
1704560,1.1230
1704620,0.8345
1704680,1.0217
1704710,0.9602
1704740,1.0759
1704800,1.3127
1704920,0.8613
1705050,0.9537
1705220,0.9244
1705310,0.8985
1705430,0.9387
1705466,0.7787
1705580,1.0002
1705610,0.7961
1705760,0.9282
1705790,0.9221
1705880,0.9444
1705910,0.9455
1705950,0.9801
1706000,0.9441
1706060,1.1136
1706090,0.8517
1706120,0.9228
1706270,0.8649
1706390,1.0710
1706450,1.0401
1706480,0.7851
1706510,0.8646
1706750,0.9770
1706930,0.9288
1707010,1.0581
1707170,1.0612
1707200,1.0526
1707290,1.1934
1707320,0.8546
1707650,1.1063
1707770,0.9500
1707830,1.1664
1707950,0.9776
1707980,1.0916
1708010,0.8464
1708040,0.7569
1708160,0.8356
1708220,0.9960
1708250,0.9881
1708280,0.9576
1708340,0.6918
1708430,0.9546
1708460,0.7478
1708500,0.9385
1708550,0.9905
1708610,1.1081
1708640,0.9870
1708730,1.1083
1708790,0.9810
1708970,0.9869
1709100,1.0483
1709150,1.1677
1709170,0.6971
1709210,0.8877
1709270,0.8273
1709330,0.9536
1709400,0.7629
1709420,0.7392
1709540,1.0486
1709600,0.9554
1709810,1.0512
1709850,1.1189
1709930,1.1310
1709960,0.9121
1709990,0.9341
1710200,0.8900
1710380,1.1333
1710410,0.9175
1710440,0.7475
1710470,1.0394
1710530,0.8889
1710650,0.8942
1710690,0.7561
1710740,0.9613
1710760,1.0424
1710790,0.9798
