id,p_coh
19183,0.0222
19185,-0.0083
19187,-0.0675
19189,-0.0070
19191,0.0797
19193,0.0968
19197,0.0735
20001,-0.1445
20003,-0.0035
20005,-0.1044
20007,-0.0580
20009,-0.1326
20011,0.0093
20013,-0.0360
20015,-0.0763
20019,-0.0465
20021,-0.0647
20027,-0.1423
20029,-0.1376
20031,0.0373
20035,-0.0708
20037,-0.0046
20041,-0.0882
20043,-0.0312
20045,-0.0169
20049,0.1996
20051,-0.1652
20053,-0.0619
20055,-0.0677
20057,-0.0621
20059,-0.0573
20061,-0.0811
20067,-0.0672
20069,-0.0756
20073,-0.0506
20075,-0.0829
20077,-0.0631
20079,-0.1183
20081,-0.0451
20085,-0.0954
20087,-0.0899
20091,-0.0319
20093,0.0047
20095,-0.0205
20099,-0.0538
20103,-0.0345
20105,-0.0681
20107,-0.0390
20111,0.0140
20113,-0.0623
20115,-0.0347
20117,-0.0238
20119,-0.0633
20121,-0.0322
20123,-0.1037
20125,0.0158
20127,0.0158
20129,-0.0038
20131,-0.0095
20133,0.0219
20137,0.0215
20139,-0.0213
20143,0.0104
20145,-0.0406
20147,-0.0973
20149,-0.0882
20151,-0.1607
20155,-0.0679
20157,0.0273
20159,-0.0669
20161,0.0215
20163,-0.1562
20167,-0.0686
20169,-0.0525
20171,-0.0384
20173,0.0080
20175,0.0194
20177,-0.0250
20181,0.1381
20183,-0.0512
20185,-0.0374
20189,-0.1635
20191,-0.0494
20193,-0.0592
20197,0.0005
20201,-0.1429
20205,-0.1167
20207,-0.0777
20209,-0.0723
21001,0.0208
21003,0.0534
21005,0.0459
21007,0.0424
21009,0.0375
21011,0.1063
21013,-0.0749
21015,-0.0152
21017,-0.0008
21019,0.0565
21021,0.0521
21023,0.0219
21025,-0.2655
21027,0.0896
21029,0.0391
21031,-0.0599
21033,0.0281
21035,0.1262
21037,0.0299
21039,0.0349
21041,-0.0459
21043,0.1078
21045,0.1313
21047,-0.0197
21049,0.1090
21051,0.0610
21053,-0.0039
21055,0.0479
21057,0.1381
21059,-0.0514
21061,0.1223
21063,0.0933
21065,-0.0513
21067,-0.0843
21069,0.0759
21071,0.0934
21073,0.0378
21075,-0.0077
21077,-0.0323
21079,0.0066
21081,0.0131
21083,-0.0365
21085,0.0118
21087,0.0065
21089,0.1203
21091,-0.0732
21093,0.0737
21095,0.0888
21097,-0.0164
21099,-0.0504
21101,0.0270
21103,0.0021
21105,0.0269
21107,0.1184
21109,-0.0587
21111,0.0702
21113,0.0090
21115,0.0004
21117,0.0694
21119,0.0866
21121,0.0331
21123,0.0462
21125,0.1054
21127,0.0718
21129,0.1670
21131,-0.0005
21133,0.1196
21135,-0.0080
21137,-0.0276
21139,0.0813
21141,0.0281
21143,0.0140
21145,0.0646
21147,-0.0354
21149,-0.0833
21151,0.0325
21153,-0.0290
21155,0.0230
21157,0.0322
21159,0.0046
21161,-0.0140
21163,0.0840
21165,-0.0256
21167,0.0708
21169,0.0341
21171,0.0013
21173,0.2259
21175,0.0510
21177,-0.0011
21179,0.0774
21181,0.1008
21183,-0.0456
21185,0.0118
21187,0.0255
21189,-0.1065
21191,-0.0802
21193,0.0077
21195,0.0070
21197,0.0536
21199,0.0599
21203,-0.0635
21205,0.0691
21207,-0.0478
21209,0.0405
21211,0.0004
21213,-0.0135
21215,0.1507
21217,-0.0133
21219,-0.0029
21221,-0.0874
21223,0.0491
21225,-0.0167
21227,0.0417
21229,0.0274
21231,-0.0997
21233,-0.0210
21235,0.0245
21237,0.0105
21239,0.0749
22001,0.0881
22003,-0.0048
22005,0.0990
22007,0.0706
22009,-0.0505
22011,-0.0398
22013,0.0676
22015,0.0481
22017,0.0166
22019,-0.0155
22021,0.0033
22023,0.0209
22025,-0.0721
22027,-0.0365
22029,-0.0178
22031,0.1025
22033,0.0700
22035,-0.0816
22037,0.0989
22039,0.0285
22041,0.0925
22043,0.0454
22045,0.0505
22047,0.0579
22049,-0.0825
22051,0.0779
22053,-0.0951
22055,0.0222
22057,0.1359
22059,0.0226
22061,0.0017
22063,0.0433
22065,-0.0201
22067,-0.1321
22069,0.0661
22071,0.0985
22073,-0.0510
22075,0.0779
22077,0.0053
22079,-0.0386
22081,-0.0874
22083,-0.0907
22085,-0.1062
22087,0.0405
22089,0.1561
22091,0.0689
22093,-0.0005
22095,-0.0125
22097,-0.0277
22099,0.0361
22101,0.0456
22103,0.0643
22105,-0.0001
22107,-0.0321
22109,0.0418
22111,0.0378
22113,0.0465
22115,0.0107
22117,-0.0619
22119,0.0724
22121,0.0450
22123,-0.0450
22125,0.0213
22127,-0.0360
23001,-0.0093
23003,0.0014
23005,0.0029
23007,-0.0362
23009,0.0110
23011,0.0032
23013,-0.0228
23015,0.0199
23017,-0.0263
23019,-0.0251
23021,-0.0051
23023,-0.0063
23025,0.0224
23027,-0.0154
23029,-0.0030
23031,-0.0472
24001,0.0050
24003,-0.0167
24005,-0.0481
24009,-0.0222
24011,-0.0240
24013,0.0602
24015,-0.0114
24017,0.0122
24019,-0.0244
24021,0.0431
24023,-0.0894
24025,0.0927
24027,-0.0081
24029,-0.0921
24031,-0.0311
24033,-0.0066
24035,-0.0020
24037,-0.0323
24039,0.0001
24041,0.0086
24043,-0.1044
24045,-0.0036
24047,-0.0226
24510,-0.1549
25001,-0.0056
25003,-0.0368
25005,0.0094
25007,-0.0135
25009,0.0639
25011,-0.0138
25013,0.0595
25015,0.0263
25017,0.0409
25021,0.0258
25023,-0.0040
25025,0.0173
25027,0.0001
26001,-0.0457
26003,0.1443
26005,0.0015
26007,0.0301
26009,-0.0078
26011,0.0844
26013,-0.0708
26015,-0.0184
26017,-0.0173
26019,-0.0698
26021,-0.0184
26023,0.0473
26025,-0.0283
26027,0.0415
26029,0.0482
26031,-0.0403
26033,0.0423
26035,0.0588
26037,0.0062
26039,-0.0039
26041,-0.0315
26043,0.0536
26045,0.0608
26047,0.0481
26049,0.0063
26051,0.0943
26053,0.0644
26055,0.0155
26057,-0.0717
26059,0.0512
26061,-0.0244
26063,-0.0040
26065,-0.0193
26067,0.0594
26069,0.0817
26071,0.1857
26073,-0.0476
26075,-0.0050
26077,0.0334
26079,-0.0080
26081,-0.0096
26085,0.0094
26087,-0.0163
26089,-0.0102
26091,0.0361
26093,-0.0215
26095,0.1168
26097,0.0231
26099,-0.0182
26101,-0.0091
26103,-0.0032
26105,-0.0220
26107,-0.0220
26109,0.0142
26111,-0.0178
26113,-0.0695
26115,0.0279
26117,-0.0237
26119,-0.0473
26121,0.0150
26123,-0.0397
26125,-0.0307
26127,0.0022
26129,0.1162
26131,0.0129
26133,-0.0275
26135,0.1204
26137,0.0380
26139,0.0552
26141,0.0097
26143,-0.0432
26145,-0.0221
26147,0.0017
26149,-0.0071
26151,0.0018
26153,0.1398
26155,-0.0294
26157,0.0214
26159,0.0309
26161,0.0169
26163,-0.0233
26165,0.0001
27001,-0.1111
27003,0.0163
27005,-0.0234
27007,0.0085
27009,-0.0075
27011,-0.0251
27013,0.0186
27015,0.0614
27017,-0.0001
27019,0.0009
27021,-0.0830
27023,0.0388
27025,-0.0302
27027,-0.0200
27029,-0.0412
27033,-0.0720
27035,-0.0113
27037,-0.0162
27039,-0.0689
27041,0.0733
27043,-0.1008
27045,-0.0613
27047,-0.0388
27049,-0.0016
27051,0.0043
27053,-0.0032
27055,-0.0278
27057,-0.0357
27059,0.0483
27061,0.0126
27063,-0.1652
27065,0.0504
27067,0.0904
27071,-0.0315
27073,-0.0044
27075,-0.0409
27079,0.0557
27081,-0.1386
27083,-0.0320
27085,0.0724
27087,-0.0228
27089,-0.0954
27091,-0.0435
27093,0.0127
27095,0.0402
27097,-0.0131
27099,-0.0501
27101,0.0268
27103,0.1040
27105,0.0269
27107,-0.0889
27109,-0.0710
27111,-0.0069
27113,-0.0723
27115,-0.0834
27117,-0.1572
27119,-0.0964
27121,-0.0412
27123,-0.0393
27125,0.0509
27127,-0.0018
27129,0.0468
27131,0.0088
27133,-0.0737
27135,-0.0039
27137,0.0055
27139,0.0948
27141,0.1218
27143,-0.0749
27145,-0.0684
27147,-0.0206
27149,0.0458
27151,-0.0372
27153,-0.0184
27157,0.0477
27159,0.0229
27161,-0.0646
27163,0.0326
27165,0.1057
27167,0.0086
27169,0.0506
27171,0.0326
27173,-0.0631
28001,0.0863
28003,0.0680
28005,0.1278
28007,0.0566
28009,0.0893
28011,0.0425
28013,0.0749
28015,0.0840
28017,0.2083
28019,0.2069
28021,-0.0307
28023,0.0240
28025,0.1359
28027,0.1333
28029,0.1198
28031,0.0872
28033,0.0691
28035,0.1307
28037,0.1870
28039,0.1106
28041,0.0696
28043,0.1409
28045,0.0573
28047,0.0061
28049,0.0047
28051,-0.0391
28053,-0.1355
28057,0.0988
28059,0.1001
28061,0.1396
28063,0.0392
28065,0.1092
28067,0.1054
28069,0.2266
28071,0.1240
28073,0.0734
28075,0.1086
28077,0.0311
28079,0.1302
28081,0.1510
28083,0.0569
28085,0.0008
28087,0.0377
28089,0.0361
28091,0.1766
28093,0.0568
28095,0.1540
28097,0.0821
28099,0.0149
28101,0.0518
28103,0.0429
28105,0.1304
28107,0.2013
28109,0.1091
28111,-0.0271
28113,0.0366
28115,0.0328
28117,0.1381
28119,0.1072
28121,0.1264
28123,-0.0024
28125,-0.1066
28127,0.1275
28129,0.1218
28131,0.0579
28133,0.1006
28135,0.1658
28137,0.0977
28139,-0.0204
28141,0.0434
28143,0.0492
28145,0.1480
28147,0.1038
28149,0.2076
28151,0.1237
28153,0.0241
28155,0.1788
28157,0.0188
28159,0.1261
28161,0.0100
28163,0.0087
29001,-0.0879
29003,-0.0323
29005,0.0822
29007,0.0236
29009,-0.0412
29011,-0.0278
29013,0.0528
29015,-0.0343
29017,-0.0698
29019,-0.0436
29021,-0.0178
29023,-0.0147
29025,-0.0024
29027,-0.0039
29029,-0.0293
29031,-0.0242
29033,0.0541
29035,-0.0436
29037,0.0070
29039,0.0545
29041,-0.0887
29043,0.0241
29045,-0.1585
29047,0.0198
29049,0.0904
29051,-0.1662
29053,0.0256
29055,0.0050
29057,-0.0900
29059,0.0106
29061,0.0046
29063,0.0163
29065,0.0511
29067,-0.0513
29069,-0.0616
29071,-0.0143
29073,-0.0426
29075,0.0586
29077,-0.0757
29079,0.0316
29081,-0.0400
29083,0.0237
29085,0.0533
29089,0.0433
29091,-0.0518
29093,0.0619
29095,0.0114
29097,-0.0598
29099,-0.0106
29101,0.0003
29103,-0.0770
29105,-0.0164
29107,0.0161
29109,-0.0222
29111,-0.0446
29113,0.0222
29115,0.0600
29117,0.0310
29119,-0.0898
29121,0.0469
29123,0.0066
29125,-0.0231
29127,0.0093
29129,-0.0158
29131,-0.0045
29133,-0.0228
29135,0.0200
29137,-0.0443
29139,0.0543
29141,-0.0380
29143,-0.0810
29145,-0.0720
29147,-0.0327
29149,-0.0443
29151,0.0792
29153,-0.0323
29155,0.1243
29157,-0.0052
29159,0.0641
29161,0.0482
29163,0.0333
29165,-0.0096
29167,-0.0186
29169,0.0013
29171,-0.1080
29173,0.0769
29175,0.0051
29177,0.0608
29179,-0.0007
29181,-0.0737
29183,0.0707
29185,-0.0572
29186,-0.0526
29187,-0.0656
29189,0.0051
29195,0.0286
29197,-0.0624
29199,-0.0346
29201,-0.0120
29203,-0.0357
29205,-0.1139
29207,-0.0335
29209,-0.0704
29211,0.0153
29213,0.0043
29215,-0.0645
29217,0.0103
29219,0.1030
29221,0.0876
29223,-0.0717
29225,-0.0342
29229,-0.0713
29510,0.0585
30001,0.0055
30003,-0.0008
30005,0.0683
30009,0.0025
30013,-0.0097
30015,0.0149
30017,-0.0430
30021,-0.0140
30023,-0.1472
30027,-0.0163
30029,0.0709
30031,0.0215
30035,-0.0883
30041,-0.0102
30043,0.0747
30047,-0.0167
30049,0.0514
30053,0.0652
30057,-0.0053
30061,0.0345
30063,0.0599
30065,-0.0224
30067,-0.0217
30071,0.0313
30073,-0.1127
30077,-0.0437
30081,-0.0471
30083,-0.0215
30085,-0.0925
30087,-0.1778
30089,-0.0594
30093,0.0819
30095,0.0243
30099,0.0774
30105,-0.0855
30111,-0.0714
31001,0.0740
31003,0.0189
31013,0.0905
31019,0.0279
31021,0.1072
31023,0.0411
31025,0.0121
31027,0.0401
31033,0.0002
31035,0.1408
31037,0.2154
31039,0.0387
31041,-0.0026
31043,0.2220
31045,-0.0864
31047,0.0707
31051,0.1407
31053,0.0121
31055,0.0951
31065,0.1175
31067,0.0407
31079,0.0170
31081,0.0708
31089,0.0685
31093,-0.0194
31095,0.0767
31099,-0.1022
31101,-0.0265
31107,0.0341
31109,0.0038
31111,0.0458
31119,0.1173
31121,-0.0335
31123,-0.0187
31127,0.1669
31131,-0.0841
31137,-0.1142
31139,0.1108
31141,0.1084
31143,0.0391
31145,0.0326
31147,0.0328
31151,0.1025
31153,0.1194
31155,0.0468
31157,0.0642
31159,0.1628
31161,0.0322
31173,0.1181
31177,0.1734
31179,0.1321
31185,0.1417
32001,0.0242
32003,0.0338
32005,0.0174
32007,0.0289
32013,-0.0241
32015,-0.0031
32017,0.0180
32019,0.0700
32023,-0.0374
32027,-0.0096
32031,0.0681
32033,0.0384
32510,-0.0101
33001,0.0032
33003,-0.0593
33005,0.0267
33007,0.0453
33009,-0.0140
33011,0.0274
33013,0.0348
33015,-0.0159
33017,0.0580
33019,0.0172
34001,0.0202
34003,0.0413
34005,0.0627
34007,0.0684
34009,-0.0075
34011,0.0168
34013,0.0421
34015,0.0457
34017,0.0357
34019,0.0227
34021,0.0700
34023,0.0134
34025,0.0415
34027,0.0561
34029,-0.0281
34031,0.0843
34033,0.0707
34035,0.0366
34037,0.0311
34039,0.0519
34041,0.0528
35001,-0.0165
35005,-0.0216
35006,0.0480
35007,-0.0274
35009,0.0309
35013,0.0618
35015,-0.0713
35017,-0.0133
35019,0.0591
35023,0.1315
35025,0.0080
35027,-0.0178
35029,0.0323
35031,0.0041
35033,-0.0290
35035,-0.0326
35037,0.0244
35039,-0.0278
35041,0.0715
35043,-0.0458
35045,-0.0393
35047,0.0160
35049,0.0556
35051,0.0875
35053,-0.0262
35055,-0.0264
35057,-0.0163
35059,-0.0385
35061,0.0417
36001,-0.0185
36003,-0.0502
36007,-0.0642
36009,-0.0443
36011,-0.0709
36013,-0.0955
36015,-0.0873
36017,-0.0311
36019,0.0179
36021,0.0053
36023,-0.1078
36025,-0.0456
36027,-0.0101
36029,-0.0158
36031,-0.0500
36033,-0.0832
36035,-0.0176
36037,-0.0282
36039,0.0062
36043,-0.0238
36045,-0.0406
36049,0.0054
36051,-0.0238
36053,-0.0310
