id,mf_coh
0502580,-0.0392
0502610,0.0302
0502700,0.0072
0502730,0.0122
0502790,-0.0126
0502880,0.0113
0502960,-0.0180
0503030,-0.0398
0503060,0.0286
0503090,-0.0062
0503150,0.0347
0503240,-0.0032
0503320,-0.0617
0503450,0.0344
0503640,0.0005
0503690,0.0018
0503710,0.0482
0503750,0.0332
0503960,-0.0478
0504020,0.0799
0504050,0.0218
0504080,0.0195
0504110,0.0198
0504170,-0.0327
0504200,0.0912
0504380,0.0142
0504410,-0.0519
0504590,0.0115
0504680,0.0304
0504800,0.0208
0504890,-0.0382
0504930,-0.0108
0505410,-0.0263
0505430,-0.0282
0505470,0.0458
0505500,0.0078
0505680,0.0202
0505760,0.0044
0505850,-0.0209
0505970,0.0210
0506060,-0.0247
0506090,0.0695
0506120,0.0037
0506150,0.0020
0506210,-0.0228
0506270,-0.0056
0506330,0.0195
0506360,0.0114
0506420,0.0210
0506540,-0.0219
0506630,0.0008
0506690,-0.0324
0506840,-0.0331
0506870,-0.0318
0506900,-0.0256
0506930,-0.0341
0506990,-0.0279
0507110,0.0322
0507170,-0.0364
0507290,-0.0207
0507320,0.0423
0507350,-0.0477
0507380,-0.0139
0507530,-0.0710
0507560,0.0122
0507680,0.0098
0507740,0.0116
0507770,-0.0014
0507840,-0.0065
0507860,0.0247
0507890,0.0212
0507920,0.0345
0507990,-0.0656
0508040,-0.0097
0508130,-0.0263
0508240,-0.0263
0508280,0.0000
0508340,-0.0226
0508400,0.0006
0508610,0.0183
0508640,0.0463
0508670,-0.0103
0508700,-0.0303
0508730,-0.0097
0508940,0.0336
0509000,0.0249
0509060,0.0089
0509190,0.0073
0509240,-0.0043
0509330,0.0344
0509360,-0.0625
0509390,0.0096
0509420,-0.0462
0509480,0.0657
0509540,-0.0403
0509600,0.0593
0509630,-0.0170
0509720,0.0271
0509750,-0.0101
0509840,-0.0144
0510200,-0.0150
0510260,0.0091
0510380,0.0034
0510440,0.0129
0510680,0.0142
0510950,-0.0154
0511010,0.0021
0511070,0.0381
0511130,-0.0136
0511220,0.0081
0511340,-0.0424
0511370,-0.0461
0511610,0.0033
0511700,-0.0429
0511760,-0.0070
0511820,0.0360
0511850,0.0032
0511880,-0.0105
0511970,0.0164
0512000,0.0153
0512060,0.0685
0512090,-0.0555
0512210,-0.0124
0512450,0.0379
0512480,0.0227
0512510,0.0027
0512520,-0.0299
0512540,-0.0499
0512660,0.0099
0512960,0.0293
0513080,0.0088
0513110,-0.0113
0513230,-0.0380
0513350,0.0579
0513380,-0.0146
0513410,-0.0054
0513530,0.0277
0513680,0.0276
0513930,-0.0597
0514010,0.0051
0514020,0.0163
0514140,-0.0052
0514430,0.0348
0514490,-0.0224
0600001,-0.0080
0600006,-0.0140
0600013,-0.0435
0600014,-0.0294
0600015,-0.0498
0600016,-0.0101
0600017,-0.0459
0600019,0.0060
0600020,-0.0416
0600022,-0.0129
0600025,-0.0018
0600026,-0.0667
0600027,-0.0479
0600028,-0.0168
0600029,-0.0489
0600032,0.0014
0600033,0.0404
0600034,0.0344
0600035,0.0018
0600036,-0.0092
0600039,-0.0539
0600040,0.0001
0600043,-0.0391
0600044,-0.0503
0600045,-0.0059
0600046,-0.0163
0600047,-0.0531
0600048,-0.0680
0600049,-0.0662
0600051,-0.0214
0600052,-0.0383
0600060,-0.0123
0600061,-0.0301
0600062,-0.0108
0600063,-0.0279
0600064,-0.0512
0600065,-0.0039
0600067,-0.0346
0600068,-0.0013
0600069,0.0026
0600153,-0.0428
0600158,-0.0217
0600160,-0.0400
0601332,-0.0243
0601409,-0.0182
0601410,-0.0301
0601620,-0.0295
0601680,0.0340
0601710,-0.0371
0601770,-0.0416
0601860,-0.0458
0601950,-0.0496
0602100,0.0252
0602160,-0.0085
0602220,0.0132
0602310,-0.0324
0602430,-0.0643
0602450,-0.0529
0602610,-0.0220
0602760,0.0209
0602850,-0.0358
0602970,-0.0453
0603000,-0.0305
0603060,-0.0015
0603180,-0.0377
0603270,0.0062
0603300,-0.0452
0603420,-0.0473
0603480,-0.0522
0603600,-0.0355
0603630,-0.0442
0603690,-0.0332
0603840,-0.0618
0604020,-0.0282
0604080,-0.0042
0604110,-0.0154
0604230,-0.0921
0604260,-0.0325
0604290,-0.0062
0604380,0.0196
0604440,-0.0588
0604530,0.0102
0604620,-0.0249
0604650,-0.0140
0604740,-0.0073
0604800,-0.0214
0604830,-0.0368
0605240,-0.0228
0605580,-0.0031
0605610,-0.0303
0605790,0.0123
0605880,-0.0502
0605910,-0.0248
0606030,-0.0018
0606060,-0.0104
0606090,-0.0589
0606270,-0.0562
0606330,0.0118
0606360,-0.0245
0606390,-0.0359
0606450,-0.0268
0606480,-0.0161
0606570,-0.0086
0606750,-0.0291
0606780,-0.0311
0606810,-0.0551
0606870,-0.0183
0606900,-0.0234
0606990,0.0080
0607020,0.0069
0607140,0.0007
0607200,-0.0300
0607440,-0.0310
0607470,-0.0082
0607500,-0.0068
0607530,-0.0092
0607560,-0.0737
0607680,-0.0518
0607740,-0.0440
0607800,0.0124
0607900,-0.0226
0607950,-0.0382
0607970,-0.0149
0607980,-0.0175
0608070,-0.0417
0608130,-0.0203
0608190,-0.0142
0608250,-0.0067
0608370,-0.0159
0608460,-0.0127
0608520,-0.0181
0608610,-0.0239
0608760,-0.0182
0608970,-0.0491
0609030,-0.0258
0609070,-0.0127
0609120,-0.0393
0609390,-0.0325
0609450,-0.0461
0609480,-0.0225
0609570,-0.0705
0609620,-0.0188
0609640,-0.0320
0609690,0.0136
0609780,-0.0494
0609850,-0.0327
0609870,-0.0264
0609940,0.0030
0609990,-0.0089
0610050,-0.0234
0610260,-0.0332
0610290,-0.0168
0610320,0.0082
0610350,-0.0388
0610380,0.0086
0610440,-0.0326
0610620,-0.0792
0610710,-0.0059
0610740,0.0067
0610770,-0.0040
0610890,-0.0314
0611040,0.0161
0611110,-0.0646
0611220,0.0332
0611280,-0.0112
0611460,-0.0554
0611490,-0.0309
0611520,-0.0039
0611730,-0.0008
0611760,-0.0717
0611850,-0.0331
0611910,0.0154
0611940,-0.0902
0612030,-0.0008
0612090,-0.0393
0612180,-0.0511
0612210,0.0156
0612330,-0.0096
0612630,-0.0019
0612690,-0.0558
0612750,0.0076
0612810,-0.0332
0612840,-0.0218
0612880,-0.0152
0612930,0.0424
0612960,-0.0314
0613080,-0.0330
0613140,-0.0372
0613170,-0.0044
0613200,-0.0318
0613290,-0.0430
0613360,-0.0220
0613470,-0.0538
0613500,0.0317
0613800,-0.0398
0613840,-0.0050
0613890,-0.0492
0613920,-0.0536
0614070,-0.0143
0614220,-0.0169
0614250,-0.0252
0614340,-0.0247
0614370,0.0072
0614400,-0.0358
0614550,-0.0482
0614700,-0.0110
0614730,-0.0300
0614790,-0.0431
0614880,-0.0238
0614940,-0.0000
0614950,-0.0430
0615180,-0.0707
0615240,-0.0551
0615270,-0.0356
0615390,-0.0891
0615450,-0.0241
0615510,0.0090
0615600,-0.0129
0615690,0.0515
0615780,-0.0250
0615840,-0.0564
0616050,-0.0332
0616080,-0.0189
0616260,-0.0205
0616300,-0.0330
0616323,-0.0627
0616325,-0.0369
0616470,-0.0185
0616570,-0.0214
0616650,-0.0030
0616680,-0.0257
0616740,-0.0024
0616830,-0.0943
0616860,0.0221
0616920,-0.0555
0617040,-0.0437
0617160,-0.0353
0617190,-0.0367
0617220,-0.0599
0617340,-0.0335
0617430,-0.0169
0617490,0.0007
0617850,0.0125
0618030,-0.0354
0618210,-0.0451
0618390,-0.0310
0618730,0.0162
0618840,-0.0503
0618870,0.0023
0618990,0.0044
0619140,-0.0394
0619260,-0.0487
0619320,0.0002
0619380,-0.0297
0619440,-0.0610
0619490,-0.0811
0619590,-0.0232
0619620,-0.0269
0619680,0.0135
0619700,-0.0391
0619740,-0.0254
0619770,0.0062
0619800,-0.0190
0619890,-0.0441
0619950,-0.0494
0620040,0.0038
0620070,-0.0043
0620130,0.0306
0620190,-0.0523
0620250,-0.0069
0620310,-0.0244
0620370,-0.0424
0620460,0.0008
0620640,-0.0697
0620670,0.0099
0620730,0.0279
0620790,-0.0108
0620850,0.0235
0620880,-0.0370
0620910,-0.0400
0621000,-0.0487
0621150,-0.0491
0621210,-0.0257
0621330,-0.0323
0621360,-0.0340
0621420,-0.0380
0621450,-0.0097
0621690,-0.0340
0621810,-0.0047
0621870,0.0227
0621930,-0.0293
0621990,-0.0183
0622050,-0.0178
0622110,-0.0286
0622170,-0.0357
0622230,-0.0081
0622350,-0.0047
0622380,-0.0020
0622410,-0.0097
0622500,-0.0253
0622560,-0.0141
0622590,-0.0562
0622650,0.0230
0622710,-0.0409
0622740,-0.0294
0622830,-0.0222
0622890,-0.0659
0622950,-0.0509
0623010,-0.0185
0623080,-0.0393
0623130,-0.0366
0623160,-0.0317
0623340,-0.0356
0623430,-0.0322
0623530,-0.0640
0623610,-0.0167
0623800,-0.0500
0623940,0.0128
0623970,0.0173
0624000,-0.0045
0624030,-0.0583
0624090,-0.0192
0624180,0.0002
0624230,-0.0202
0624300,-0.0441
0624360,-0.0353
0624500,-0.0129
0624540,-0.0087
0624570,-0.0350
0624600,-0.0192
0624720,-0.0219
0624750,-0.0370
0624870,-0.0137
0624900,0.0315
0625130,-0.0271
0625190,-0.0092
0625230,0.0385
0625320,0.0140
0625470,-0.0487
0625530,-0.0469
0625690,-0.0097
0625740,-0.0566
0625770,-0.0015
0625800,-0.0467
0625830,-0.0507
0625860,-0.0442
0625980,-0.0128
0626040,0.0462
0626100,-0.0356
0626190,-0.0410
0626220,-0.0139
0626280,0.0068
0626370,-0.0198
0626400,-0.0699
0626490,0.0030
0626640,-0.0269
0626670,-0.0461
0626760,-0.0384
0626820,-0.0313
0626910,-0.0341
0627030,-0.0332
0627060,-0.0164
0627120,0.0503
0627180,-0.0417
0627200,-0.0394
0627240,-0.0116
0627450,0.0133
0627480,-0.0379
0627590,0.0103
0627690,0.0003
0627720,-0.0073
0627780,-0.0422
0627810,-0.0366
0627840,-0.0277
0627850,-0.0050
0627900,-0.0189
0628050,-0.0103
0628080,-0.0230
0628140,-0.0382
0628170,-0.0238
0628250,-0.0283
0628270,-0.0929
0628320,-0.0467
0628470,-0.0349
0628650,-0.0167
0628680,0.0039
0628710,-0.0218
0628860,-0.0710
0628950,-0.0223
0629100,-0.0167
0629220,-0.0246
0629270,-0.0073
0629280,-0.0727
0629370,0.0120
0629430,-0.0099
0629490,-0.0303
0629540,-0.0338
0629550,-0.0281
0629580,-0.0208
0629610,-0.0480
0629640,-0.0094
0629670,-0.0277
0629700,0.0046
0629820,-0.0259
0629850,-0.0421
0629910,0.0128
0629940,-0.0471
0630030,-0.0235
0630180,-0.0387
0630230,-0.0104
0630250,-0.0556
0630330,-0.0285
0630360,-0.0573
0630450,0.0037
0630510,-0.0570
0630600,-0.0208
0630630,-0.0306
0630660,-0.0247
0630720,-0.0100
0630780,0.0052
0630840,-0.0535
0630930,0.0274
0630990,0.0018
0631050,0.0015
0631170,-0.0186
0631180,0.0435
0631290,0.0076
0631320,-0.0141
0631470,-0.0547
0631530,-0.0330
0631710,-0.0430
0631740,-0.0579
0631860,-0.0475
0631980,-0.0190
0632040,-0.0327
0632070,-0.0484
0632130,-0.0139
0632160,-0.0049
0632270,-0.0209
0632310,-0.0518
0632370,-0.0257
0632430,0.0334
0632550,-0.0155
0632610,-0.0403
0632640,-0.0250
0632710,-0.0407
0632760,-0.0524
0632880,-0.0446
0633110,-0.0010
0633150,-0.0308
0633240,-0.0441
0633390,-0.0246
0633480,0.0155
0633510,0.0121
0633570,0.0138
0633600,-0.0544
0633750,-0.0049
0633840,-0.0388
0633860,-0.0310
0633900,-0.0093
0633930,-0.0213
0634170,-0.0391
0634230,0.0089
0634290,-0.0201
0634320,-0.0258
0634410,-0.0335
0634425,-0.0434
0634440,-0.0562
0634590,0.0011
0634620,-0.0316
0634680,-0.0256
0634710,-0.0280
0634740,-0.0183
0634800,-0.0240
0634860,-0.0429
0634880,-0.0390
0634920,-0.0409
0635010,0.0176
0635040,-0.0323
0635090,0.0297
0635130,-0.0240
0635220,-0.0653
0635250,-0.0441
0635310,-0.0383
0635360,-0.0791
0635370,-0.0420
0635430,-0.0795
0635590,-0.0521
0635600,0.0037
0635700,-0.0158
0635730,-0.0003
0635790,-0.0048
0635810,-0.0529
0635830,-0.0386
0635880,-0.0114
0635910,-0.0262
0635970,-0.0153
0636030,-0.0869
0636180,-0.0216
0636270,-0.0166
0636600,-0.0256
0636800,-0.0489
0636805,-0.0496
0636820,-0.0089
0636840,-0.0354
0636970,-0.0617
0636990,-0.0226
0637050,0.0019
0637110,-0.0019
0637200,-0.0117
0637230,-0.0513
0637290,-0.0105
0637320,-0.0253
0637350,0.0128
0637380,0.0124
0637500,-0.0293
0637530,-0.0214
0637560,-0.0458
0637620,0.0062
0637710,0.0157
0637830,-0.0590
0637890,-0.0634
0637950,-0.0393
0638010,0.0050
0638130,0.0098
0638220,0.0224
0638340,0.0057
0638460,-0.0201
0638550,-0.0696
0638640,-0.0460
0638670,-0.0432
0638700,0.0092
0638770,-0.0203
0638880,-0.0461
0638980,-0.0322
0639000,-0.0420
0639060,-0.0097
0639180,-0.0028
0639300,0.0206
0639420,-0.0341
0639630,-0.0565
0639870,-0.0331
0640150,-0.0451
0640230,-0.0691
0640300,-0.0433
0640320,-0.0214
0640380,0.0732
0640470,-0.0442
0640590,-0.0248
0640650,0.0238
0640680,-0.0330
0640740,-0.0411
0640980,-0.0348
0641040,-0.0466
0641130,-0.0807
0641160,-0.0378
0641190,-0.0366
0641250,-0.0167
0641280,-0.0047
0641400,-0.0594
0641580,-0.0329
0641610,0.0038
0641790,-0.0142
0641880,-0.0260
0642000,-0.0066
0642120,-0.0298
0642140,-0.0009
0642150,-0.0174
0642330,-0.0872
0642450,-0.0280
0642510,0.0001
0642540,-0.0051
0642560,-0.0329
0642710,0.0127
0642810,-0.0309
0642930,0.0025
0642960,-0.0317
0642990,0.0124
0643080,-0.0318
0643170,-0.0019
0643200,0.0014
0643380,-0.0385
0643470,-0.0648
0643560,-0.0196
0684500,-0.0266
0691012,0.0317
0691026,0.0335
0691035,-0.0217
0691078,-0.0515
0691134,-0.0431
0691135,-0.0410
0691136,0.0161
0801920,-0.0413
0801950,-0.0750
0802340,-0.0469
0802490,-0.0134
0802580,-0.0427
0802790,0.0193
0802910,-0.0285
0803060,-0.0095
0803360,-0.0211
0803450,-0.0183
0803540,-0.0906
0803870,-0.0355
0803990,-0.0198
0804080,-0.0641
0804350,-0.0255
0804410,-0.0529
0804530,-0.0150
0804800,-0.0330
0805310,-0.0571
0805370,-0.0428
0805400,-0.0502
0805550,-0.0341
0805790,-0.0069
0806120,-0.0345
0806150,-0.0331
0806480,-0.0459
0806900,-0.0585
0807230,-0.0102
0807350,-0.0161
0900060,-0.0319
0900070,-0.0269
0900090,-0.0213
0900120,-0.0115
0900210,-0.0005
0900240,-0.0784
0900270,0.0125
0900330,-0.0165
0900360,0.0337
0900420,-0.0285
0900450,-0.0482
0900510,-0.0367
0900540,-0.0338
0900570,-0.0283
0900660,-0.0353
0900690,-0.0488
0900700,-0.0552
0900750,-0.0013
0900810,0.0032
0900840,0.0136
0900900,-0.0009
0900960,-0.0227
0900990,-0.0524
0901020,-0.0071
0901050,-0.0334
0901080,-0.0842
0901110,-0.0663
0901170,-0.0045
0901200,-0.0256
0901230,-0.0432
0901260,-0.0394
0901290,-0.0722
0901320,0.0155
0901350,-0.0088
0901410,-0.0674
0901440,-0.0108
0901470,-0.0590
0901500,0.0209
0901530,-0.0061
0901560,-0.0473
0901620,0.0080
0901680,-0.0921
0901710,-0.0108
0901740,-0.0002
0901770,0.0081
0901800,0.0410
0901860,-0.0328
0901920,-0.0240
0902010,-0.0026
0902070,-0.0451
0902130,-0.0531
0902160,-0.0060
0902190,-0.0144
0902220,0.0259
0902280,0.0321
0902310,-0.0530
0902340,-0.0486
0902370,-0.0269
0902400,-0.0298
0902490,-0.0266
0902520,-0.0582
0902550,-0.0117
0902580,-0.0210
0902640,-0.0417
0902670,-0.0264
0902700,-0.0384
0902730,-0.0173
0902760,-0.0926
0902790,-0.0402
0902820,-0.0654
0902850,-0.0294
0902880,-0.0403
0902910,0.0129
0902970,-0.0593
0903030,-0.0224
0903060,0.0106
0903090,-0.0122
0903120,-0.0435
0903180,0.0139
0903210,-0.0514
0903240,-0.0496
0903270,-0.0487
0903300,-0.0470
0903330,-0.0375
0903360,0.0853
0903390,-0.0379
0903450,-0.0371
0903480,0.0144
0903510,-0.0369
0903515,-0.0355
0903520,0.0160
0903530,0.0231
0903535,-0.0376
0903536,-0.0188
0903537,-0.0305
0903538,-0.0280
0903539,-0.0609
0903540,0.0025
0903810,-0.0305
0903840,-0.0780
0903900,0.0033
0903990,-0.0193
0904050,-0.0342
0904110,-0.0538
0904140,-0.0429
0904170,-0.0845
0904230,-0.0028
0904290,-0.0348
0904320,-0.0191
0904350,-0.0166
0904380,-0.0122
0904440,-0.0424
0904470,-0.0024
0904500,-0.0336
0904530,0.0295
0904560,-0.0453
0904590,0.0065
0904620,-0.0505
0904680,-0.0291
0904740,-0.0268
0904830,-0.0213
0904860,0.0469
0904890,-0.0692
0904920,-0.0249
0904950,0.0097
0904980,0.0058
0905010,-0.0533
0905040,0.0272
0905070,-0.0676
0905100,-0.0410
0905130,-0.0297
0905160,-0.0287
0905190,-0.0157
0905220,-0.0186
0905250,-0.0394
0905280,-0.0879
0905310,-0.0663
0905370,-0.0171
1000080,-0.0088
1000170,-0.0042
1000180,0.0001
1000190,-0.0002
1000200,-0.0450
1000230,-0.0126
1000270,-0.0362
1000680,-0.0390
1000790,-0.0028
1000810,-0.0151
1001080,-0.0246
1001240,0.0019
1001300,-0.0136
1001530,-0.0256
1001620,-0.0269
1001850,-0.0480
1100030,-0.0192
1200030,-0.0304
1200060,-0.0276
1200090,-0.0358
1200120,-0.0406
1200150,-0.0275
1200180,-0.0223
1200210,-0.0209
1200240,-0.0388
1200270,-0.0111
1200300,-0.0138
1200330,-0.0477
1200360,-0.0252
1200390,-0.0299
1200420,-0.0111
1200450,-0.0627
1200480,-0.0133
1200510,-0.0239
1200540,-0.0491
1200570,0.0303
1200600,-0.0371
1200630,-0.0557
1200660,-0.0460
1200690,-0.0486
1200720,-0.0663
1200750,0.0118
1200780,-0.0026
1200810,-0.0134
1200840,-0.0163
1200870,-0.0243
1200900,0.0231
1200930,-0.0092
1200960,-0.0193
1200990,-0.0110
1201020,-0.0048
1201050,-0.0466
1201080,-0.0421
1201110,-0.0303
1201140,-0.0210
1201170,0.0033
1201200,-0.0298
1201230,-0.0535
1201260,-0.0335
1201290,0.0043
1201320,-0.0452
1201350,-0.0438
1201380,-0.0362
1201410,-0.0101
1201440,-0.0275
1201470,-0.0300
1201500,-0.0338
1201530,-0.0385
1201560,-0.0301
1201590,-0.0289
1201620,-0.0615
1201650,-0.0469
1201680,-0.0049
1201710,-0.0424
1201740,-0.0319
1201770,-0.0446
1201800,-0.0185
1201830,-0.0374
1201860,-0.0272
1201890,0.0063
1201920,-0.0284
1201950,-0.0250
1201980,-0.0299
1202010,-0.0155
1202012,-0.0071
1202015,-0.0410
1300001,-0.0088
1300060,-0.0152
1300090,-0.0154
1300120,-0.0341
1300150,0.0023
1300210,0.0207
1300240,0.0103
1300290,-0.0253
1300330,-0.0040
1300360,0.0006
1300390,0.0064
1300420,-0.0019
1300440,-0.0254
1300480,0.0162
1300510,0.0028
1300540,-0.0173
1300570,0.0265
1300600,0.0011
1300630,-0.0056
1300660,-0.0344
1300690,-0.0259
1300720,-0.0257
1300750,0.0410
1300780,-0.0510
1300810,0.0379
1300840,-0.0172
1300870,-0.0621
1300900,-0.0048
1300930,0.0094
1300990,-0.0030
1301020,-0.0052
1301080,0.0081
1301110,-0.0252
1301140,-0.0084
1301170,-0.0218
1301230,-0.0075
1301260,0.0178
1301290,-0.0254
1301350,0.0225
1301380,-0.0056
1301410,-0.0209
1301440,-0.0364
1301470,0.0365
1301500,-0.0176
1301530,-0.0247
1301560,-0.0187
1301590,-0.0686
1301620,-0.0244
1301650,-0.0004
1301680,-0.0229
1301710,0.0168
1301740,-0.0304
1301770,0.0030
1301800,0.0306
1301830,0.0003
1301860,-0.0016
1301870,-0.0139
1301890,-0.0179
1301920,0.0199
1301950,0.0022
1301980,-0.0216
1302010,0.0007
1302040,-0.0160
1302070,-0.0416
1302100,0.0128
1302130,-0.0493
1302190,-0.0297
1302220,-0.0323
1302250,-0.0098
1302280,-0.0258
1302310,-0.0105
1302340,-0.0031
1302400,-0.0049
1302430,-0.0010
1302460,-0.0002
1302490,-0.0017
1302520,-0.0093
1302550,-0.0371
1302580,0.0118
1302610,-0.0088
1302640,-0.0260
1302670,0.0624
1302700,0.0386
1302730,-0.0120
1302790,0.0369
1302820,-0.0191
1302880,-0.0152
1302910,-0.0245
1302940,0.0023
1302970,-0.0377
1303000,-0.0173
1303030,-0.0090
1303060,0.0059
1303090,-0.0448
1303120,0.0074
1303150,-0.0186
1303210,-0.0160
1303240,0.0500
1303270,-0.0273
1303300,-0.0287
1303330,-0.0003
1303360,0.0145
1303390,-0.0195
1303420,-0.0033
1303450,-0.0218
1303480,-0.0075
1303510,-0.0298
1303540,-0.0377
1303570,-0.0058
1303600,0.0395
1303630,0.0101
1303660,0.0377
1303690,-0.0278
1303720,-0.0303
1303750,0.0334
1303780,0.0005
1303840,0.0006
1303870,-0.0262
1303930,-0.0126
1303960,-0.0155
1303990,-0.0225
1304020,-0.0106
1304050,-0.0367
1304080,-0.0487
1304110,0.0066
1304140,-0.0194
1304170,-0.0119
1304200,0.0035
1304220,-0.0178
1304260,0.0162
1304320,-0.0082
1304350,-0.0026
1304380,-0.0041
1304410,-0.0351
1304440,-0.0481
1304470,-0.0275
1304500,-0.0294
1304530,0.0376
1304540,0.0474
1304560,0.0159
1304620,-0.0483
1304770,-0.0198
1304800,-0.0243
1304830,0.0275
1304860,-0.0589
1304890,0.0059
1304950,0.0352
1304980,-0.0044
1305040,0.0236
1305070,0.0315
1305100,-0.0694
