id,wa_grd
42079,-0.1548
42089,-0.1364
42091,-0.2104
42095,-0.1151
42101,-0.2401
42129,-0.1974
42133,-0.2247
44003,-0.1865
44007,-0.0437
44009,-0.0251
45015,-0.1312
45019,-0.1506
45035,-0.1048
45045,-0.1743
45051,-0.2226
45063,-0.1497
45079,-0.1092
45083,-0.0649
45091,-0.1282
46099,0.0543
47037,-0.0403
47065,-0.1436
47093,-0.1425
47125,-0.0563
47149,-0.1029
47157,-0.1272
47165,-0.1497
47187,-0.0660
48027,-0.0389
48029,-0.0787
48039,-0.1898
48041,-0.2045
48085,-0.1570
48113,-0.1022
48121,-0.1483
48141,-0.0936
48157,-0.1861
48167,-0.1711
48187,-0.0296
48201,-0.1173
48215,-0.2532
48245,-0.1137
48251,-0.0974
48303,-0.1042
48339,-0.1758
48355,-0.1744
48375,-0.0431
48397,-0.0940
48423,0.0105
48439,-0.1169
48441,0.0189
48453,-0.0661
48485,-0.1698
48491,-0.1569
49005,0.0187
49011,0.0881
49035,0.0990
49049,0.0261
49053,-0.0543
49057,0.0455
50007,0.0901
51013,0.0614
51041,-0.1084
51059,-0.0743
51087,-0.0800
51107,-0.0930
51153,-0.0559
51161,-0.0879
51177,-0.1245
51179,-0.0443
51199,-0.0871
51540,-0.0024
51550,-0.1010
51650,-0.1408
51700,-0.0742
51710,-0.0912
51810,-0.0918
53005,-0.0445
53011,-0.0071
53029,0.0000
53033,-0.1151
53035,-0.0898
53053,-0.0200
53061,-0.1696
53063,0.2043
53067,-0.1304
53073,-0.0397
54039,-0.2742
54061,-0.2211
55009,-0.0080
55025,-0.1190
55035,-0.1024
55059,-0.1509
55063,-0.0570
55071,-0.2033
55073,-0.0949
55079,-0.0498
55087,-0.0782
55089,-0.1443
55097,-0.0583
55101,-0.0883
55105,-0.1080
55109,-0.1530
55117,-0.0679
55131,-0.0545
55133,-0.1768
55139,-0.1129
55141,-0.1597
